id,src_id,pos,player,team,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,dst_td,dst_yds_against,dst_pts_against,data_src,dst_fum_rec,dst_fum_force,dst_safety,dst_pts_allowed,dst_yds_allowed,site_pts,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
0514,100028,DST,NA,Los Angeles Chargers,1,NA,2.99,NA,NA,0.18,NA,NA,NFL,0.64,NA,0.04,21.87,NA,7.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0513,100018,DST,NA,Las Vegas Raiders,1.15,NA,2.9,NA,NA,0.15,NA,NA,NFL,0.62,NA,0.05,21.19,NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0531,100002,DST,NA,Baltimore Ravens,1.07,NA,2.69,NA,NA,0.15,NA,NA,NFL,0.62,NA,0.05,18.75,NA,7.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0507,100007,DST,NA,Cleveland Browns,1.03,NA,2.48,NA,NA,0.14,NA,NA,NFL,0.68,NA,0.04,17.07,NA,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0529,100022,DST,NA,New Orleans Saints,1.12,NA,2.28,NA,NA,0.16,NA,NA,NFL,0.63,NA,0.03,19.07,NA,7.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0504,100021,DST,NA,New England Patriots,0.87,NA,2.95,NA,NA,0.15,NA,NA,NFL,0.6,NA,0.06,21.02,NA,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0523,100011,DST,NA,Green Bay Packers,1.18,NA,2.24,NA,NA,0.15,NA,NA,NFL,0.61,NA,0.03,18.48,NA,6.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0510,100027,DST,NA,Pittsburgh Steelers,0.87,NA,2.69,NA,NA,0.15,NA,NA,NFL,0.67,NA,0.05,17.87,NA,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0502,100014,DST,NA,Indianapolis Colts,0.9,NA,2.76,NA,NA,0.14,NA,NA,NFL,0.62,NA,0.04,23.21,NA,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0525,100031,DST,NA,Tampa Bay Buccaneers,0.87,NA,2.53,NA,NA,0.18,NA,NA,NFL,0.63,NA,0.05,23.06,NA,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0516,100008,DST,NA,Dallas Cowboys,1.03,NA,2.58,NA,NA,0.13,NA,NA,NFL,0.54,NA,0.04,23.59,NA,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0524,100020,DST,NA,Minnesota Vikings,0.85,NA,2.57,NA,NA,0.15,NA,NA,NFL,0.7,NA,0.03,23.76,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0526,100001,DST,NA,Atlanta Falcons,0.8,NA,2.61,NA,NA,0.14,NA,NA,NFL,0.64,NA,0.05,21.3,NA,6.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
0527,100004,DST,NA,Carolina Panthers,0.93,NA,2.43,NA,NA,0.15,NA,NA,NFL,0.64,NA,0.04,18.84,NA,6.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0518,100025,DST,NA,Philadelphia Eagles,0.95,NA,2.38,NA,NA,0.16,NA,NA,NFL,0.59,NA,0.03,21.16,NA,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0520,100032,DST,NA,Washington Commanders,0.86,NA,2.46,NA,NA,0.15,NA,NA,NFL,0.68,NA,0.03,22.82,NA,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0512,100016,DST,NA,Kansas City Chiefs,1.04,NA,2.08,NA,NA,0.15,NA,NA,NFL,0.65,NA,0.03,18.79,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0508,100012,DST,NA,Tennessee Titans,0.84,NA,2.49,NA,NA,0.15,NA,NA,NFL,0.66,NA,0.03,21.75,NA,6.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0515,100030,DST,NA,Seattle Seahawks,0.73,NA,2.73,NA,NA,0.14,NA,NA,NFL,0.66,NA,0.03,23.29,NA,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0501,100003,DST,NA,Buffalo Bills,0.85,NA,2.41,NA,NA,0.14,NA,NA,NFL,0.56,NA,0.03,22.5,NA,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
0505,100024,DST,NA,New York Jets,0.74,NA,2.27,NA,NA,0.15,NA,NA,NFL,0.66,NA,0.03,21.22,NA,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
0519,100026,DST,NA,Arizona Cardinals,0.82,NA,2.49,NA,NA,0.14,NA,NA,NFL,0.6,NA,0.04,25.25,NA,6.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
0528,100017,DST,NA,Los Angeles Rams,0.95,NA,2.12,NA,NA,0.14,NA,NA,NFL,0.63,NA,0.03,22.61,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0532,100013,DST,NA,Houston Texans,0.78,NA,2.35,NA,NA,0.15,NA,NA,NFL,0.57,NA,0.05,20.74,NA,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0506,100006,DST,NA,Cincinnati Bengals,0.93,NA,1.95,NA,NA,0.15,NA,NA,NFL,0.63,NA,0.03,22.16,NA,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0521,100005,DST,NA,Chicago Bears,0.8,NA,2.13,NA,NA,0.15,NA,NA,NFL,0.58,NA,0.02,26.58,NA,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
0517,100023,DST,NA,New York Giants,0.8,NA,2.09,NA,NA,0.15,NA,NA,NFL,0.62,NA,0.02,24.8,NA,5.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0503,100019,DST,NA,Miami Dolphins,0.65,NA,2,NA,NA,0.16,NA,NA,NFL,0.52,NA,0.03,24.66,NA,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
