player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value
Darren Waller,TE,NYG,NA,3.6,3.6,42.4,NA,NA,0.2,0,5.52,NA,11261,FleaFlicker,12263,0,0,0,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE16,0.2,42.4,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.3,3.3,43.1,NA,NA,0.2,0,5.49,NA,16256,FleaFlicker,15329,0,0,0,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE15,0.2,43.1,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,3.5,3.5,38.8,NA,NA,0.2,0,5.06,NA,16912,FleaFlicker,15889,0,0,0,NA,NA,NA,NA,NA,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE25,0.2,38.8,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3.4,3.4,35.7,NA,NA,0.2,0,4.79,NA,15573,FleaFlicker,14867,0,0,0,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE12,0.2,35.7,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,3.6,3.6,34.9,NA,NA,0.2,0,4.65,NA,12972,FleaFlicker,13236,0,0,0,NA,NA,NA,NA,NA,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE21,0.2,34.9,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,3.8,3.8,31.8,NA,NA,0.2,0,4.54,NA,17585,FleaFlicker,16213,0,0,0,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE6,0.2,31.8,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.6,2.6,29.1,NA,NA,0.2,0,4.21,NA,16036,FleaFlicker,14861,0,0,0,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE17,0.2,29.1,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDLuke Musgrave,TE,GB,NA,3,3,30.5,NA,NA,0.2,0,4.15,NA,17676,FleaFlicker,16215,0,0,0,NA,NA,NA,NA,NA,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE27,0.2,30.5,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3.5,3.5,33.5,NA,NA,0.1,0,3.97,NA,13980,FleaFlicker,13847,0,0,0,NA,NA,NA,NA,NA,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE29,0.1,33.5,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,2.7,2.7,30.2,NA,NA,0.2,0,3.96,NA,12974,FleaFlicker,13193,0,0,0,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE22,0.2,30.2,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,2.6,2.6,28.4,NA,NA,0.2,0,3.96,NA,17675,FleaFlicker,16222,0,0,0,NA,NA,NA,NA,NA,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE23,0.2,28.4,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTT.J. Hockenson,TE,MIN,NA,2.4,2.4,27.9,NA,NA,0.2,0,3.93,NA,14677,FleaFlicker,14138,0,0,0,NA,NA,NA,NA,NA,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE3,0.2,27.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,2.7,2.7,27.8,NA,NA,0.2,0,3.9,NA,12140,FleaFlicker,12678,0,0,0,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE26,0.2,27.8,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,3.1,3.1,29.1,NA,NA,0.2,0,3.89,NA,10353,FleaFlicker,11647,0,0,0,NA,NA,NA,NA,NA,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE18,0.2,29.1,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTHunter Henry,TE,NE,NA,2.6,2.6,26.4,NA,NA,0.2,0,3.88,NA,12088,FleaFlicker,12676,0,0,0,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE24,0.2,26.4,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,2.8,2.8,28.8,NA,NA,0.2,0,3.88,NA,16293,FleaFlicker,15331,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE14,0.2,28.8,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMichael Mayer,TE,LV,NA,2.7,2.7,28.2,NA,NA,0.2,0,3.83,NA,17634,FleaFlicker,16212,0,0,0,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE28,0.2,28.2,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,2.4,2.4,24.1,NA,NA,0.2,0,3.53,NA,16937,FleaFlicker,15802,0,0,0,NA,NA,NA,NA,NA,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE19,0.2,24.1,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,2.6,2.6,25.9,NA,NA,0.1,0,3.41,NA,14275,FleaFlicker,14370,0,0,0,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE35,0.1,25.9,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,2,2,21.5,NA,NA,0.2,0,3.27,NA,14734,FleaFlicker,14143,0,0,0,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.2,21.5,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,2.2,2.2,23.3,NA,NA,0.1,0,3.21,NA,16340,FleaFlicker,15419,0,0,0,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE34,0.1,23.3,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,2,2,20.7,NA,NA,0.1,0,2.89,NA,16314,FleaFlicker,15332,0,0,0,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,20.7,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,1.9,1.9,21.6,NA,NA,0.1,0,2.8,NA,14665,FleaFlicker,14137,0,0,0,NA,NA,NA,NA,NA,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE31,0.1,21.6,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,1.4,1.4,15.8,NA,NA,0.2,0,2.59,NA,17235,FleaFlicker,15970,0,0,0,NA,NA,NA,NA,NA,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.2,15.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,2.2,2.2,19.2,NA,NA,0.1,0,2.56,NA,13905,FleaFlicker,13676,0,0,0,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,19.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,1.7,1.7,17.2,NA,NA,0.1,0,2.42,NA,17730,FleaFlicker,16220,0,0,0,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,17.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.4,1.4,15.2,NA,NA,0.1,0,2.34,NA,15575,FleaFlicker,14870,0,0,0,NA,NA,NA,NA,NA,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE33,0.1,15.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.5,1.5,15.6,NA,NA,0.1,0,2.26,NA,16430,FleaFlicker,15337,0,0,0,NA,NA,NA,NA,NA,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE32,0.1,15.6,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,1.6,1.6,16.1,NA,NA,0.1,0,2.25,NA,13239,FleaFlicker,13940,0,0,0,NA,NA,NA,NA,NA,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,16.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,TE,CAR,NA,1.6,1.6,16.7,NA,NA,0.1,0,2.13,NA,15754,FleaFlicker,15026,0,0,0,NA,NA,NA,NA,NA,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,16.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.4,1.4,14.8,NA,NA,0.1,0,2.12,NA,14749,FleaFlicker,14209,0,0,0,NA,NA,NA,NA,NA,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,14.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,1.2,1.2,14,NA,NA,0.1,0,1.94,NA,16420,FleaFlicker,15330,0,0,0,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,14,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,1.3,1.3,13.2,NA,NA,0.1,0,1.91,NA,17726,FleaFlicker,16333,0,0,0,NA,NA,NA,NA,NA,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,13.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.3,1.3,13.8,NA,NA,0.1,0,1.84,NA,14781,FleaFlicker,14239,0,0,0,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE36,0.1,13.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1.3,1.3,13.4,NA,NA,0.1,0,1.8,NA,16932,FleaFlicker,15873,0,0,0,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,13.4,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,1.2,1.2,11.4,NA,NA,0.1,0,1.72,NA,15679,FleaFlicker,14871,0,0,0,NA,NA,NA,NA,NA,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,11.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,1.4,1.4,12.4,NA,NA,0.1,0,1.7,NA,14714,FleaFlicker,14146,0,0,0,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,12.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,1.3,1.3,11.6,NA,NA,0.1,0,1.56,NA,16360,FleaFlicker,15344,0,0,0,NA,NA,NA,NA,NA,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,1,1,10.1,NA,NA,0.1,0,1.37,NA,13845,FleaFlicker,13672,0,0,0,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,10.1,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,CHI,NA,0.9,0.9,8.8,NA,NA,0.1,0,1.3,NA,13489,FleaFlicker,13427,0,0,0,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,8.8,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,NE,NA,1,1,9.7,NA,NA,0.1,0,1.25,NA,13377,FleaFlicker,13994,0,0,0,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,9.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1,1,9.4,NA,NA,0.1,0,1.24,NA,13653,FleaFlicker,13424,0,0,0,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE10,0.1,9.4,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,0.7,0.7,8.2,NA,NA,0.1,0,1.22,NA,12887,FleaFlicker,13246,0,0,0,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,8.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peyton Hendershot,TE,DAL,NA,0.8,0.8,7.7,NA,NA,0.1,0,1.22,NA,17417,FleaFlicker,16000,0,0,0,NA,NA,NA,NA,NA,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,TE,HOU,NA,0.8,0.8,8.3,NA,NA,0.1,0,1.19,NA,14951,FleaFlicker,14319,0,0,0,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,8.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,0.9,0.9,8.2,NA,NA,0.1,0,1.18,NA,12069,FleaFlicker,12677,0,0,0,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,8.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,0.7,0.7,7.6,NA,NA,0.1,0,1.16,NA,17734,FleaFlicker,16312,0,0,0,NA,NA,NA,NA,NA,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7.6,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,0.8,0.8,8.5,NA,NA,0.1,0,1.15,NA,17123,FleaFlicker,16113,0,0,0,NA,NA,NA,NA,NA,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,8.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,0.9,0.9,8.6,NA,NA,0.1,0,1.14,NA,14475,FleaFlicker,13763,0,0,0,NA,NA,NA,NA,NA,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,8.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,0.7,0.7,7.1,NA,NA,0.1,0,1.07,NA,16923,FleaFlicker,15795,0,0,0,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,7.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJeremy Ruckert,TE,NYJ,NA,0.9,0.9,8.1,NA,NA,0,0,0.97,NA,16833,FleaFlicker,15796,0,0,0,NA,NA,NA,NA,NA,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,8.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,0.8,0.8,6.7,NA,NA,0.1,0,0.95,NA,15644,FleaFlicker,14875,0,0,0,NA,NA,NA,NA,NA,NYJThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,6.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Wilcox,TE,CIN,NA,0.8,0.8,7.2,NA,NA,0,0,0.94,NA,16093,FleaFlicker,15563,0,0,0,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,0.6,0.6,6.2,NA,NA,0.1,0,0.92,NA,16951,FleaFlicker,15916,0,0,0,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,6.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.5,0.5,5.5,NA,NA,0.1,0,0.9,NA,17649,FleaFlicker,16221,0,0,0,NA,NA,NA,NA,NA,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,5.5,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Bell,TE,KC,NA,0.6,0.6,5.6,NA,NA,0.1,0,0.86,NA,11371,FleaFlicker,12213,0,0,0,NA,NA,NA,NA,NA,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,5.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,0.6,0.6,6.2,NA,NA,0,0,0.86,NA,13844,FleaFlicker,13753,0,0,0,NA,NA,NA,NA,NA,NYJThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,6.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcedes Lewis,TE,CHI,NA,0.5,0.5,5.5,NA,NA,0.1,0,0.85,NA,4007,FleaFlicker,8269,0,0,0,NA,NA,NA,NA,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,5.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDonald Parham,TE,LAC,NA,0.6,0.6,5.4,NA,NA,0,0,0.78,NA,15183,FleaFlicker,14341,0,0,0,NA,NA,NA,NA,NA,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE30,0,5.4,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTNick Muse,TE,MIN,NA,0.5,0.5,5.4,NA,NA,0,0,0.78,NA,17062,FleaFlicker,15937,0,0,0,NA,NA,NA,NA,NA,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,5.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Graham,TE,NO,NA,0.5,0.5,5.2,NA,NA,0,0,0.76,NA,6610,FleaFlicker,9925,0,0,0,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,5.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,0.6,0.6,5.1,NA,NA,0,0,0.75,NA,16417,FleaFlicker,15335,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,5.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,0.6,0.6,5.6,NA,NA,0,0,0.74,NA,16971,FleaFlicker,15800,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,5.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,0.5,0.5,4.5,NA,NA,0,0,0.69,NA,17778,FleaFlicker,16219,0,0,0,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTBrock Wright,TE,DET,NA,0.5,0.5,4.4,NA,NA,0,0,0.68,NA,16572,FleaFlicker,15626,0,0,0,NA,NA,NA,NA,NA,@DALSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,4.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,0.5,0.5,4.5,NA,NA,0,0,0.64,NA,17768,FleaFlicker,16218,0,0,0,NA,NA,NA,NA,NA,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,4.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,ATL,NA,0.4,0.4,3.8,NA,NA,0,0,0.62,NA,11331,FleaFlicker,12309,0,0,0,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,3.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTRoss Dwelley,TE,SF,NA,0.5,0.5,3.7,NA,NA,0,0,0.61,NA,14377,FleaFlicker,13988,0,0,0,NA,NA,NA,NA,NA,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,3.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,0.5,0.5,4.3,NA,NA,0,0,0.61,NA,17639,FleaFlicker,16216,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,4.3,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Yeboah,TE,NYJ,NA,0.4,0.4,3.7,NA,NA,0,0,0.49,NA,16386,FleaFlicker,15339,0,0,0,NA,NA,NA,NA,NA,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,3.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6.12,61.67,NA,NA,0.55,NA,9.43,NA,travis-kelce-1,NumberFire,11244,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15.86,#29,69,1,12.49,15.58,12.49,35,0.36
George Kittle,TE,SF,NA,NA,4.42,63.18,NA,NA,0.46,NA,9.05,NA,george-kittle,NumberFire,13299,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,15.35,#31,77,2,11.25,13.49,11.25,20,0.56
Jake Ferguson,TE,DAL,NA,NA,4.47,47.65,NA,NA,0.45,NA,7.45,NA,jake-ferguson,NumberFire,15799,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,13.18,#22,91,3,9.7,11.95,9.7,10,0.97
Sam LaPorta,TE,DET,NA,NA,4.85,50.66,NA,NA,0.36,NA,7.22,NA,sam-laporta,NumberFire,16214,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,12.87,#7,94,4,9.65,12.09,9.65,NA,NA
Trey McBride,TE,ARI,NA,NA,5.54,57.63,NA,NA,0.25,NA,7.21,NA,trey-mcbride,NumberFire,15794,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,12.86,#25,95,5,9.97,12.78,9.97,10,1
Evan Engram,TE,JAC,NA,NA,5.68,52.82,NA,NA,0.31,NA,7.05,NA,evan-engram,NumberFire,13189,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,12.64,#27,97,6,9.9,12.79,9.9,19,0.52
Dallas Goedert,TE,PHI,NA,NA,4.21,44.66,NA,NA,0.31,NA,6.31,NA,dallas-goedert,NumberFire,13674,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,11.64,#32,115,7,8.41,10.54,8.41,18,0.47
Isaiah Likely,TE,BAL,NA,NA,4.02,42.83,NA,NA,0.3,NA,6.08,NA,isaiah-likely,NumberFire,15798,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,11.33,#4,119,8,8.09,10.11,8.09,10,0.81
David Njoku,TE,CLE,NA,NA,4.58,43.84,NA,NA,0.28,NA,6.01,NA,david-njoku,NumberFire,13192,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,11.24,#3,121,9,8.33,10.64,8.33,15,0.56
Dalton Schultz,TE,HOU,NA,NA,3.65,42.47,NA,NA,0.28,NA,5.92,NA,dalton-schultz,NumberFire,13772,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,11.11,#23,124,10,7.73,9.58,7.73,19,0.41
Darren Waller,TE,NYG,NA,NA,3.5,42.5,NA,NA,0.21,NA,5.49,NA,darren-waller,NumberFire,12263,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.53,#19,132,11,7.26,9.02,7.26,17,0.43
