player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Trevor Lawrence,QB,JAC,NA,33,22,231,NA,1.2,1,NA,2,11,NA,0.1,NA,18.1,NA,17624,FFToday,15237,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,39,23,255,NA,1.3,1,NA,0,0,NA,0,NA,18,NA,2913,FFToday,9064,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,34,20,217,NA,1,1,NA,5,15,NA,0.2,NA,17.6,NA,18188,FFToday,15697,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,31,19,227,NA,1.2,1,NA,2,9,NA,0,NA,17.1,NA,16116,FFToday,13590,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,34,21,247,NA,1,1,NA,1,7,NA,0,NA,17.1,NA,16710,FFToday,14069,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,34,21,237,NA,1.1,1,NA,1,7,NA,0,NA,17,NA,16427,FFToday,13968,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,31,20,227,NA,1.2,1,NA,1,5,NA,0,NA,16.7,NA,14145,FFToday,11644,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,IND,NA,33,22,234,NA,1.1,1,NA,2,4,NA,0,NA,16.5,NA,16656,FFToday,14067,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,37,21,228,NA,0.9,1,NA,2,14,NA,0,NA,16.4,NA,17756,FFToday,15239,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,32,19,223,NA,1,0,NA,2,9,NA,0,NA,16.1,NA,17646,FFToday,15252,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,33,18,219,NA,1,1,NA,2,6,NA,0,NA,15.6,NA,18576,FFToday,16149,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,30,19,225,NA,1,1,NA,1,2,NA,0,NA,15.5,NA,18607,FFToday,16159,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Trubisky,QB,PIT,NA,25,16,190,NA,1,1,NA,4,14,NA,0,NA,14.9,NA,16022,FFToday,13115,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,26,17,176,NA,0.8,1,NA,6,17,NA,0,NA,13.7,NA,18704,FFToday,16148,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,28,17,195,NA,0.5,1,NA,2,8,NA,0,NA,12.6,NA,18261,FFToday,15696,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,36.5,24.5,255.7,NA,2,0.9,105.7,7,37.1,NA,0.5,NA,25.8,NA,13761,FleaFlicker,13589,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB1,24/36,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,36.4,24.9,277.8,NA,2,0.6,108.2,3.7,15,NA,0.1,NA,24.99,NA,12159,FleaFlicker,12620,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB4,24/36,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31.1,21.8,280,NA,2,0.5,117.5,3.1,12.5,NA,0.2,NA,23.21,NA,17045,FleaFlicker,15698,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB6,21/31,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,32.1,21.1,244.5,NA,1,0.8,99,8.9,42.5,NA,0.7,NA,22.86,NA,15581,FleaFlicker,14783,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB2,21/32,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,33.9,21.4,262.8,NA,2,0.8,108.4,1.2,4.3,NA,0,NA,22.33,NA,6038,FleaFlicker,9431,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB17,21/33,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,35.9,23.6,261.1,NA,2,0.8,107,4.5,22.5,NA,0.1,NA,22.3,NA,12894,FleaFlicker,13116,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB5,23/35,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,34.2,22.9,256.9,NA,2,0.8,107,1.7,5.3,NA,0.1,NA,22.27,NA,12102,FleaFlicker,12611,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB12,22/34,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,30.9,20.7,232.6,NA,1,0.5,101,8.7,49.6,NA,0.3,NA,21.34,NA,13775,FleaFlicker,13593,@JACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB3,20/30,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,33.7,21.1,246.6,NA,2,0.9,106.4,3.6,14,NA,0.1,NA,20.65,NA,15522,FleaFlicker,14782,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB10,21/33,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,31.7,22,252.3,NA,2,0.8,113.9,2,6.6,NA,0.1,NA,19.5,NA,15533,FleaFlicker,14778,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB8,21/31,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,29.5,18,187.2,NA,1,0.5,92.2,10.7,57.5,NA,0.3,NA,19.47,NA,16262,FleaFlicker,15238,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB7,18/29,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,34.1,21.7,251,NA,1,0.9,94.1,1.7,7.5,NA,0.1,NA,17.9,NA,13194,FleaFlicker,13968,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB35,21/34,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,31.2,20.1,219.2,NA,1,0.8,96,5.3,26.1,NA,0.3,NA,17.79,NA,14664,FleaFlicker,14056,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB11,20/31,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,36.9,24.1,256.6,NA,1,0.9,96.5,3.6,16.7,NA,0.2,NA,17.74,NA,16987,FleaFlicker,15693,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB15,24/36,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,31.2,20.5,219.5,NA,1,0.7,96,5.7,27.9,NA,0.2,NA,17.1,NA,8598,FleaFlicker,10703,@DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB14,20/31,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,35.5,23.4,242,NA,1,0.9,95.2,3.6,17.1,NA,0.2,NA,16.95,NA,16242,FleaFlicker,15237,BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB13,23/35,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,32.3,22,242.5,NA,1,0.8,101.3,3.6,14.4,NA,0.2,NA,16.63,NA,14906,FleaFlicker,14358,MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB20,22/32,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,29.6,19.1,198.7,NA,1,0.8,96.6,5.3,26.7,NA,0.2,NA,15.76,NA,18099,FleaFlicker,16441,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB27,19/29,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,IND,NA,33.1,21.2,231.9,NA,1,0.8,94.4,2.7,9.3,NA,0.1,NA,15.57,NA,14860,FleaFlicker,14067,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB18,21/33,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,29.2,18.7,207.6,NA,1,0.9,95,3.9,17.4,NA,0.2,NA,15.46,NA,12893,FleaFlicker,13115,@INDSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB32,18/29,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.6,20.4,229.1,NA,1,0.8,94.4,3.2,12.6,NA,0.1,NA,15.4,NA,13758,FleaFlicker,13590,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB19,20/32,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,34.1,21.2,228.6,NA,1,1,91.3,3.6,15.1,NA,0.1,NA,15.14,NA,14853,FleaFlicker,14069,@LVL 21-63,NA,NA,NA,NA,NA,NA,NA,NA,5,QB29,21/34,11%,15.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,27.7,17,192.1,NA,1,0.8,96.5,4.9,18.8,NA,0.2,NA,15.02,NA,16880,FleaFlicker,15697,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB23,17/27,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,30.8,18.5,222.7,NA,1,0.8,94,2.9,10.6,NA,0.1,NA,14.99,NA,17623,FleaFlicker,16149,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB21,18/30,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,28.7,19.1,227.3,NA,1,0.8,104.3,1.7,8.7,NA,0.1,NA,14.87,NA,9372,FleaFlicker,11150,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB16,19/28,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,33.5,20,210.6,NA,1,0.9,89.2,2.9,15.1,NA,0.1,NA,14.82,NA,16233,FleaFlicker,15239,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB30,20/33,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,36.5,21.6,235.8,NA,1,0.8,87.2,1.4,4.4,NA,0.1,NA,14.61,NA,5336,FleaFlicker,9064,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB22,21/36,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,32.5,21.2,230.7,NA,1,0.8,97.1,1.5,5.3,NA,0,NA,14.58,NA,10315,FleaFlicker,11644,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB25,21/32,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,30.5,19.1,208.8,NA,1,0.9,94.9,2.9,12.3,NA,0.1,NA,14.21,NA,16908,FleaFlicker,15696,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB31,19/30,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,30.7,19.8,220.7,NA,1,0.8,96.5,1.9,6.2,NA,0.1,NA,14.19,NA,17695,FleaFlicker,16159,LACW 63-21,NA,NA,NA,NA,NA,NA,NA,NA,3,QB26,19/30,29%,14.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,28,17.4,184.3,NA,1,0.8,92,4.2,15,NA,0.1,NA,13.48,NA,17602,FleaFlicker,16148,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB24,17/28,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,28.3,17.4,150.6,NA,1,0.4,86.9,1.9,5.6,NA,0,NA,11.33,NA,16280,FleaFlicker,15252,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,17/28,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Case Keenum,QB,HOU,NA,8.1,5.2,106.5,NA,1,0.3,145.8,0.7,5.1,NA,0.1,NA,9.47,NA,8800,FleaFlicker,10948,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,5/8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,8.6,5.3,42,NA,0.2,0.2,75.5,0.8,2.2,NA,0,NA,3.08,NA,14722,FleaFlicker,14057,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5/8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,0,0,13.5,NA,0.1,0.1,0,0,0.1,NA,0,NA,0.83,NA,11183,FleaFlicker,12140,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB37,0/0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaren Hall,QB,MIN,NA,0,0,11,NA,0,0.1,0,0,0.5,NA,0,NA,0.77,NA,17796,FleaFlicker,16154,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0/0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Duggan,QB,LAC,NA,0,0,12.4,NA,0,0.1,0,0,0.2,NA,0,NA,0.72,NA,17819,FleaFlicker,16155,@LVL 21-63,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0/0,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ McCarron,QB,CIN,NA,0,0,9.2,NA,0.1,0,0,0,0.1,NA,0,NA,0.59,NA,10458,FleaFlicker,11643,MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0/0,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LV,NA,0,0,8.4,NA,0.1,0,0,0,0,NA,0,NA,0.54,NA,10311,FleaFlicker,11760,LACW 63-21,NA,NA,NA,NA,NA,NA,NA,NA,3,QB38,0/0,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,NYJ,NA,0,0,10.7,NA,0,0.1,0,0,0,NA,0,NA,0.53,NA,11294,FleaFlicker,12381,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB41,0/0,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,34.31,22.19,242.59,NA,1.71,0.74,NA,8.11,42.65,NA,0.58,NA,22.33,NA,josh-allen,NumberFire,13589,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.45,30.21,#3,1,1,23.11,9000,2.57,23.39,8200,2.85,23.11,37,0.62,NA
Jalen Hurts,QB,PHI,NA,33.06,21.99,243.15,NA,1.42,0.68,NA,9.35,43.14,NA,0.63,NA,21.88,NA,jalen-hurts,NumberFire,14783,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.02,29.74,#28,2,2,22.52,8800,2.56,22.73,8100,2.81,22.52,40,0.56,NA
Lamar Jackson,QB,BAL,NA,31.53,20.97,239.22,NA,1.41,0.68,NA,9.62,56.36,NA,0.31,NA,20.75,NA,lamar-jackson,NumberFire,13593,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.94,28.56,#14,3,3,21.46,8300,2.59,21.8,7700,2.83,21.46,36,0.6,NA
Brock Purdy,QB,SF,NA,32.74,22.83,272.66,NA,2.04,0.7,NA,4.18,16.64,NA,0.23,NA,20.44,NA,brock-purdy,NumberFire,15698,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,28.24,#31,4,4,21.11,8400,2.51,21.31,6800,3.13,21.11,30,0.7,NA
Dak Prescott,QB,DAL,NA,35.74,24.33,265.38,NA,1.79,0.7,NA,3.77,16.29,NA,0.19,NA,18.77,NA,dak-prescott,NumberFire,12620,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.06,26.48,#13,6,5,19.46,8600,2.26,19.7,8000,2.46,19.46,40,0.49,NA
Matthew Stafford,QB,LA,NA,33.7,20.88,255.14,NA,2.14,0.74,NA,1.45,5.47,NA,0.07,NA,18.17,NA,matthew-stafford,NumberFire,9431,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49,25.85,#32,7,6,18.91,7200,2.63,19.01,6000,3.17,18.91,33,0.57,NA
Patrick Mahomes,QB,KC,NA,34.58,22.98,237.68,NA,1.63,0.62,NA,5.12,22.84,NA,0.17,NA,17.85,NA,patrick-mahomes,NumberFire,13116,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.19,25.51,#12,8,7,18.47,8100,2.28,18.64,7800,2.39,18.47,35,0.53,NA
Russell Wilson,QB,DEN,NA,31.59,20.79,228.51,NA,1.52,0.57,NA,5.54,30.58,NA,0.17,NA,17.81,NA,russell-wilson,NumberFire,10703,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,25.47,#23,9,8,18.35,7800,2.35,18.59,6000,3.1,18.35,26,0.71,NA
Jared Goff,QB,DET,NA,35.06,23.42,262.7,NA,1.76,0.66,NA,1.83,6.4,NA,0.09,NA,17.13,NA,jared-goff,NumberFire,12611,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51,24.75,#24,10,9,17.77,7900,2.25,17.97,6500,2.76,17.77,30,0.59,NA
Sam Howell,QB,WSH,NA,35.81,22.94,244.01,NA,1.49,0.83,NA,3.27,13.83,NA,0.18,NA,16.32,NA,sam-howell,NumberFire,15693,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,23.9,#21,12,10,17.11,7700,2.22,17.28,6300,2.74,17.11,28,0.61,NA
Jordan Love,QB,GB,NA,32.38,20.38,235.43,NA,1.52,0.73,NA,3.48,14.62,NA,0.18,NA,16.18,NA,jordan-love,NumberFire,14782,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.61,23.75,#20,13,11,16.91,8000,2.11,17.16,6200,2.77,16.91,30,0.56,NA
Justin Fields,QB,CHI,NA,27.45,16.81,183.32,NA,0.88,0.69,NA,10.41,48.87,NA,0.35,NA,15.89,NA,justin-fields,NumberFire,15238,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34,23.44,#2,14,12,16.59,7900,2.1,16.92,7000,2.42,16.59,34,0.49,NA
Jake Browning,QB,CIN,NA,33.16,22.91,227.98,NA,1.34,0.72,NA,3.53,15.2,NA,0.18,NA,15.34,NA,jake-browning,NumberFire,14358,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.82,22.86,#6,15,13,16.04,7600,2.11,16.25,5700,2.85,16.04,24,0.67,NA
Gardner Minshew,QB,IND,NA,32.08,19.96,223.11,NA,1.39,0.63,NA,3.9,16.08,NA,0.16,NA,15.19,NA,gardner-minshew,NumberFire,14067,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68,22.7,#10,16,14,15.84,6700,2.36,16.18,5500,2.94,15.84,27,0.59,NA
Trevor Lawrence,QB,JAC,NA,34.55,22.26,229.83,NA,1.17,0.74,NA,4.67,19.95,NA,0.2,NA,15.03,NA,trevor-lawrence,NumberFire,15237,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,22.53,#1,17,15,15.77,7500,2.1,16.1,6600,2.44,15.77,33,0.48,NA
Tua Tagovailoa,QB,MIA,NA,32.43,21.68,248.59,NA,1.4,0.72,NA,1.73,6.83,NA,0.07,NA,14.96,NA,tua-tagovailoa,NumberFire,14778,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47,22.45,#4,18,16,15.65,7600,2.06,15.84,7900,2.01,15.65,29,0.54,NA
Nick Mullens,QB,MIN,NA,34.2,22.34,260.36,NA,1.2,0.86,NA,2.41,9.86,NA,0.1,NA,14.82,NA,nick-mullens,NumberFire,13968,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,22.3,#26,19,17,15.7,6500,2.42,15.87,5000,3.17,15.7,20,0.79,NA
Mitchell Trubisky,QB,PIT,NA,30.89,19.77,215.73,NA,1.18,0.82,NA,3.43,15.17,NA,0.18,NA,14.1,NA,mitchell-trubisky,NumberFire,13115,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,21.53,#15,21,18,14.93,7000,2.13,15.07,5300,2.84,14.93,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.76,20.77,219.84,NA,1.24,0.87,NA,3.81,15.98,NA,0.14,NA,13.95,NA,baker-mayfield,NumberFire,13590,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,21.37,#17,22,19,14.86,6900,2.15,15.14,5700,2.66,14.86,26,0.57,NA
Kyler Murray,QB,ARI,NA,32.33,21.17,205.06,NA,0.96,0.67,NA,5.38,25.34,NA,0.22,NA,13.91,NA,kyler-murray,NumberFire,14056,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,21.33,#5,23,20,14.59,7500,1.95,14.95,6400,2.34,14.59,28,0.52,NA
Will Levis,QB,TEN,NA,29.77,18.78,215.62,NA,1.04,0.62,NA,3.54,14.31,NA,0.15,NA,13.51,NA,will-levis,NumberFire,16149,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12,20.9,#22,25,21,14.12,6800,2.08,14.35,5400,2.66,14.12,20,0.71,NA
Tommy DeVito,QB,NYG,NA,27.59,17.09,185.33,NA,0.94,0.61,NA,5.83,25.28,NA,0.22,NA,13.27,NA,tommy-devito,NumberFire,16441,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,20.65,#8,27,22,13.85,6600,2.1,14.17,5000,2.83,13.85,24,0.58,NA
Aidan O'Connell,QB,LV,NA,29.69,19.09,201.77,NA,1.08,0.74,NA,2.86,11.53,NA,0.15,NA,12.64,NA,aidan-o-connell,NumberFire,16159,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,19.97,#29,34,23,13.36,6500,2.06,13.57,5000,2.71,13.36,23,0.58,NA
Bailey Zappe,QB,NE,NA,30.11,19,205.45,NA,0.78,0.68,NA,4.45,18.27,NA,0.12,NA,12.11,NA,bailey-zappe,NumberFire,15696,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82,19.4,#11,40,24,12.77,6300,2.03,13.03,5000,2.61,12.77,20,0.64,NA
