player,team,rec,rec_yds,rec_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rec_tgt,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Brock Wright,DET,0.81,8.3,0.06,NA,1.18,brock-wright,NumberFire,TE,15626,BAL,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.35,4.71,#4,241,47,1.6,4500,0.36,2,2500,0.8,1.6,10,0.16
Brenton Strange,JAC,0.88,8.04,0.05,NA,1.12,brenton-strange,NumberFire,TE,16269,NO,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.38,4.62,#8,245,48,1.54,4400,0.35,1.98,2500,0.79,1.54,10,0.15
Pharaoh Brown,NE,0.96,8.31,0.04,NA,1.09,pharaoh-brown,NumberFire,TE,13994,BUF,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.4,4.58,#9,246,49,1.55,4300,0.36,2.03,2500,0.81,1.55,10,0.16
Robert Tonyan,CHI,1,7.99,0.05,NA,1.08,robert-tonyan,NumberFire,TE,13427,LV,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.41,4.57,#30,247,50,1.6,4400,0.36,2.1,2500,0.84,1.6,10,0.16
Quintin Morris,BUF,0.74,6.65,0.06,NA,1.03,quintin-morris,NumberFire,TE,15341,NE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.44,4.5,#12,250,51,1.4,4100,0.34,1.77,2500,0.71,1.4,10,0.14
Stone Smartt,LAC,0.62,6.23,0.04,NA,0.87,stone-smartt,NumberFire,TE,16113,KC,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.55,4.29,#6,252,52,1.17,NA,NA,1.48,NA,NA,1.17,10,0.12
Ross Dwelley,SF,0.54,5.71,0.05,NA,0.87,ross-dwelley,NumberFire,TE,13988,MIN,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.55,4.29,#19,252,52,1.14,4300,0.27,1.41,2500,0.56,1.14,10,0.11
Josh Oliver,MIN,0.61,6.32,0.04,NA,0.86,josh-oliver,NumberFire,TE,14209,SF,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.55,4.27,#5,254,54,1.18,4500,0.26,1.48,2500,0.59,1.18,10,0.12
Jimmy Graham,NO,0.47,5,0.04,NA,0.75,jimmy-graham,NumberFire,TE,9925,JAC,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.62,4.12,#2,257,55,0.98,4200,0.23,1.21,2500,0.48,0.98,11,0.09
Payne Durham,TB,0.54,5.08,0.03,NA,0.72,payne-durham,NumberFire,TE,16218,ATL,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.64,4.08,#15,258,56,0.96,4200,0.23,1.23,2500,0.49,0.96,10,0.1
Johnny Mundt,MIN,0.51,5.2,0.03,NA,0.7,johnny-mundt,NumberFire,TE,13940,SF,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.66,4.06,#5,261,57,0.96,4200,0.23,1.21,2500,0.48,0.96,10,0.1
Chris Manhertz,DEN,0.42,4.39,0.04,NA,0.67,chris-manhertz,NumberFire,TE,12955,GB,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.68,4.02,#21,264,58,0.89,4200,0.21,1.1,2500,0.44,0.89,10,0.09
Darnell Washington,PIT,0.39,4.2,0.03,NA,0.61,darnell-washington,NumberFire,TE,16216,LA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.93,#14,268,59,0.8,NA,NA,0.99,2500,0.4,0.8,10,0.08
MyCole Pruitt,ATL,0.39,3.77,0.03,NA,0.54,mycole-pruitt,NumberFire,TE,12309,TB,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.76,3.84,#11,275,60,0.75,4300,0.17,0.95,2500,0.38,0.75,10,0.08
Tucker Kraft,GB,0.22,2.35,0.02,NA,0.34,tucker-kraft,NumberFire,TE,16222,DEN,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.89,3.57,#32,297,61,0.47,4100,0.11,0.58,2500,0.23,0.47,10,0.05
Jack Stoll,PHI,0.24,2.19,0.02,NA,0.33,jack-stoll,NumberFire,TE,15541,MIA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.56,#25,299,62,0.46,4300,0.11,0.58,2500,0.23,0.46,10,0.05
Nate Adkins,DEN,0.21,2.16,0.02,NA,0.33,nate-adkins,NumberFire,TE,16474,GB,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.56,#21,299,62,0.44,4100,0.11,0.55,2500,0.22,0.44,10,0.04
John Bates,WSH,0.23,2.3,0.01,NA,0.32,john-bates,NumberFire,TE,15344,NYG,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#16,302,64,0.41,4300,0.1,0.52,2500,0.21,0.41,10,0.04
Brycen Hopkins,LA,0.21,2.21,0.02,NA,0.32,brycen-hopkins,NumberFire,TE,14868,PIT,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#6,302,64,0.45,4200,0.11,0.55,2500,0.22,0.45,10,0.05
Cole Turner,WSH,0.22,2.21,0.01,NA,0.31,cole-turner,NumberFire,TE,15803,NYG,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.91,3.53,#16,304,66,0.39,4200,0.09,0.5,2500,0.2,0.39,10,0.04
Will Mallory,IND,0.19,2.15,0.01,NA,0.29,will-mallory,NumberFire,TE,16220,CLE,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.5,#1,309,67,0.37,4200,0.09,0.47,2500,0.19,0.37,10,0.04
Luke Farrell,JAC,0.22,2,0.01,NA,0.28,luke-farrell,NumberFire,TE,15335,NO,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.93,3.49,#8,311,68,0.37,4300,0.09,0.48,2500,0.19,0.37,10,0.04
Geoff Swaim,ARI,0.22,2.01,0.01,NA,0.26,geoff-swaim,NumberFire,TE,12378,SEA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.94,3.46,#18,314,69,0.37,4100,0.09,0.48,2500,0.19,0.37,10,0.04
Daniel Bellinger,NYG,0.2,1.81,0.01,NA,0.25,daniel-bellinger,NumberFire,TE,15873,WSH,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.95,3.45,#26,315,70,0.34,4600,0.07,0.44,2500,0.18,0.34,10,0.03
Travis Kelce,KC,7.26,79.25,0.53,NA,18.38,2540258,NFL,TE,11244,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,MIN,5.72,57.81,0.27,NA,13.13,2562378,NFL,TE,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,BAL,4.5,55.19,0.37,NA,12.4,2560957,NFL,TE,13671,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,CHI,4.21,50.42,0.37,NA,11.64,2563704,NFL,TE,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,SF,3.64,51.06,0.4,NA,11.19,2558266,NFL,TE,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,JAX,4.95,48.82,0.19,NA,11,2557858,NFL,TE,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,DET,4.18,46.72,0.34,NA,10.9,2569726,NFL,TE,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,PHI,3.66,44.09,0.24,NA,9.51,2560995,NFL,TE,13674,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,LAC,3.99,38.65,0.23,NA,9.47,2557889,NFL,TE,13236,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,NYG,3.67,42.5,0.23,NA,9.31,2552408,NFL,TE,12263,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,WAS,3.34,38.75,0.24,NA,8.75,2543767,NFL,TE,11647,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,CLE,3.53,37.94,0.21,NA,8.61,2557986,NFL,TE,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,ATL,3.21,36.49,0.25,NA,8.4,2565830,NFL,TE,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,LA,3.59,35.1,0.19,NA,8.25,2555364,NFL,TE,12678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,GB,3.16,29.27,0.22,NA,7.41,2569780,NFL,TE,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,ARI,3.08,26.21,0.23,NA,7.09,2540158,NFL,TE,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,PIT,2.97,26.14,0.24,NA,7.03,2566442,NFL,TE,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,NE,2.61,29.02,0.23,NA,6.9,2555341,NFL,TE,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,BUF,2.68,27.59,0.21,NA,6.71,2562681,NFL,TE,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,ATL,2.59,28.13,0.19,NA,6.55,2558207,NFL,TE,13193,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,ARI,2.43,28.67,0.19,NA,6.44,2568117,NFL,TE,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TB,2.62,26.06,0.18,NA,6.31,2568312,NFL,TE,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,SEA,1.99,27.14,0.17,NA,5.73,2562383,NFL,TE,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,DEN,2.11,24.02,0.19,NA,5.66,2567520,NFL,TE,15797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,NO,1.12,11.94,0.07,NA,5.63,2558954,NFL,TE,13424,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.57,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,IND,2.27,24.65,0.12,NA,5.46,2566145,NFL,TE,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,NO,2.19,23.38,0.15,NA,5.44,2562317,NFL,TE,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,LV,2.09,21.2,0.14,NA,5.06,2570032,NFL,TE,16212,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,NE,2.06,20.82,0.13,NA,4.93,2560994,NFL,TE,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,SEA,2,20.68,0.12,NA,4.8,2565180,NFL,TE,14871,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,LV,2.05,18.84,0.14,NA,4.78,2555415,NFL,TE,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,LAC,1.84,18.28,0.17,NA,4.69,2562394,NFL,TE,14341,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,BUF,2.1,18.66,0.11,NA,4.64,2569594,NFL,TE,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,MIA,1.88,17.3,0.12,NA,4.35,2560880,NFL,TE,13676,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,KC,1.46,13.44,0.12,NA,3.57,2566178,NFL,TE,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,SEA,1.24,13.4,0.08,NA,3.07,2561046,NFL,TE,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,IND,1.06,13.01,0.11,NA,3.03,2567712,NFL,TE,15916,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,MIN,1.23,12.47,0.09,NA,3.02,2562693,NFL,TE,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,CLE,1.12,14.51,0.07,NA,3,2560951,NFL,TE,13753,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,GB,1.2,10.4,0.1,NA,2.85,2563980,NFL,TE,14876,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,DEN,1.21,11.99,0.07,NA,2.83,2564703,NFL,TE,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,CHI,1.11,12.3,0.08,NA,2.82,2559270,NFL,TE,13427,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,PIT,0.98,10.33,0.06,NA,2.6,2568138,NFL,TE,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,CLE,0.89,9.37,0.04,NA,2.31,2563767,NFL,TE,14875,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,NYG,0.84,9.87,0.07,NA,2.25,2567985,NFL,TE,15873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,BAL,0.75,9.01,0.06,NA,2.02,2567283,NFL,TE,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,DET,0.81,7.55,0.05,NA,1.87,2567221,NFL,TE,15626,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,JAX,0.82,6.73,0.06,NA,1.86,2569912,NFL,TE,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,WAS,0.76,7.47,0.05,NA,1.81,2566580,NFL,TE,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Graham,NO,0.63,7.26,0.05,NA,1.66,497236,NFL,TE,9925,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albert Okwuegbunam,PHI,0.61,6.82,0.05,NA,1.6,2563911,NFL,TE,14873,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brycen Hopkins,LA,0.59,6.23,0.06,NA,1.58,2564349,NFL,TE,14868,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Turner,WAS,0.5,7.63,0.04,NA,1.51,2568354,NFL,TE,15803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jack Stoll,PHI,0.49,4.7,0.05,NA,1.27,2567061,NFL,TE,15541,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Cager,NYG,0.36,5.88,0.04,NA,1.19,2565492,NFL,TE,15041,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,JAX,0.48,4.45,0.04,NA,1.17,2566160,NFL,TE,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,BAL,0.35,5.58,0.04,NA,1.15,2567280,NFL,TE,15795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,GB,0.41,4.27,0.04,NA,1.08,2569768,NFL,TE,16222,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,PIT,0.46,4.03,0.03,NA,1.05,2570257,NFL,TE,16216,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,NE,0.38,3.93,0.04,NA,1.02,2559018,NFL,TE,13994,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
