player,team,rec,rec_yds,rec_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rec_tgt,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"LaPorta, Sam",DET,3.8,45,0.4,0,7,NA,FantasySharks,TE,16214,@BAL,5.2,0.7,0.2,0,0,0.1,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goedert, Dallas",PHI,4.8,54,0.2,0,6.6,NA,FantasySharks,TE,13674,MIA,6.5,1,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kmet, Cole",CHI,3.8,39,0.4,0,6.1,NA,FantasySharks,TE,14867,LVR,5.3,1,0.2,0.1,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waller, Darren",NYG,4.8,50,0.2,0,6,NA,FantasySharks,TE,12263,WAS,6.2,0.7,0.1,0,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Engram, Evan",JAC,4.8,45,0.1,0,5.4,NA,FantasySharks,TE,13189,@NOS,6.4,0.4,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Hunter",NEP,3.3,38,0.3,0,5.4,NA,FantasySharks,TE,12676,BUF,4.5,0.5,0.1,0.1,0,0,0,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freiermuth, Pat",PIT,3.7,36,0.3,0,5.3,NA,FantasySharks,TE,15331,@LAR,5.7,1,0.1,0.2,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Juwan",NOS,2.6,25,0.3,0,5.3,NA,FantasySharks,TE,14861,JAC,3.7,0.5,0.2,0.1,0,0,0,0,6,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pitts, Kyle",ATL,3.5,42,0.2,0,5.1,NA,FantasySharks,TE,15329,@TBB,6,0.7,0.2,0,0,0,0,0,-0.3,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Taysom",NOS,1.9,14,0.1,0,4.8,NA,FantasySharks,TE,13424,JAC,2.5,0.3,0.1,0,0,0,0,0,22,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Njoku, David",CLE,3.8,36,0.2,0.1,4.7,NA,FantasySharks,TE,13192,@IND,5.5,0.9,0.1,0.1,0,0,0,0,-0.3,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ertz, Zach",ARI,4,33,0.2,0,4.6,NA,FantasySharks,TE,11247,@SEA,6.1,1,0.2,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Everett, Gerald",LAC,3.2,30,0.2,0,4.5,NA,FantasySharks,TE,13236,@KCC,4.5,0.8,0.2,0,0,0,0,0,1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jonnu",ATL,3.5,40,0.1,0.1,4.5,NA,FantasySharks,TE,13193,@TBB,4.5,0.4,0.1,0,0,0,0,0,0.1,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Knox, Dawson",BUF,2.8,26,0.3,0,4.5,NA,FantasySharks,TE,14143,@NEP,4.4,0.9,0.2,0.1,0,0,0,0,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higbee, Tyler",LAR,3.6,36,0.1,0,4.2,NA,FantasySharks,TE,12678,PIT,5.5,0.7,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Luke",GBP,3.7,34,0.1,0,4.1,NA,FantasySharks,TE,16215,@DEN,4.8,0.7,0,0,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Logan",WAS,3.2,30,0.2,0.1,4,NA,FantasySharks,TE,11647,@NYG,5,0.8,0.2,0,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulcich, Greg",DEN,2.3,24,0.2,0,3.8,NA,FantasySharks,TE,15797,GBP,3.7,0.4,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fant, Noah",SEA,2.5,30,0.1,0,3.7,NA,FantasySharks,TE,14137,ARI,3.2,0.4,0.1,0,0,0,0,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Otton, Cade",TBB,3,26,0.2,0,3.7,NA,FantasySharks,TE,15802,ATL,4.8,1,0.2,0,0,0,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",MIA,2.1,23,0.1,0,3.2,NA,FantasySharks,TE,13676,@PHI,3.3,0.6,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parham, Donald",LAC,1.3,12,0.3,0,2.9,NA,FantasySharks,TE,14341,@KCC,2.2,0.8,0.3,0,0,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hooper, Austin",LVR,2.1,24,0.1,0,2.9,NA,FantasySharks,TE,12677,@CHI,3.1,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Likely, Isaiah",BAL,2,21,0.1,0,2.8,NA,FantasySharks,TE,15798,DET,3.5,0.5,0.1,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayer, Michael",LVR,1.9,26,0,0,2.8,NA,FantasySharks,TE,16212,@CHI,2.7,0.5,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kincaid, Dalton",BUF,3.5,24,0,0,2.6,NA,FantasySharks,TE,16213,@NEP,4.4,0.4,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alie-Cox, Mo",IND,1.3,18,0.1,0,2.6,NA,FantasySharks,TE,13246,CLE,2.2,0.4,0.1,0,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Noah",KCC,1.5,17,0.1,0,2.3,NA,FantasySharks,TE,15337,LAC,2,0.1,0,0,0,0.1,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Granson, Kylen",IND,1.9,20,0.1,0,2.3,NA,FantasySharks,TE,15419,CLE,3.2,0.5,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gesicki, Mike",NEP,1.9,19,0,0,2.1,NA,FantasySharks,TE,13672,BUF,2.9,0.4,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dissly, Will",SEA,1.7,18,0.1,0,2.1,NA,FantasySharks,TE,13763,ARI,2.2,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trautman, Adam",DEN,1.7,13,0.1,0,2.1,NA,FantasySharks,TE,14870,GBP,2.5,0.6,0.1,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",WAS,1.6,17,0.1,0,2,NA,FantasySharks,TE,15344,@NYG,2.3,0.2,0,0.1,0,0,0,0,0.1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McBride, Trey",ARI,1.9,19,0,0,2,NA,FantasySharks,TE,15794,@SEA,2.6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",PIT,1.4,16,0,0,1.8,NA,FantasySharks,TE,15800,@LAR,2.2,0.4,0,0,0,0,0,0,1,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parkinson, Colby",SEA,1.5,17,0,0,1.7,NA,FantasySharks,TE,14871,ARI,2.2,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",CLE,1.4,9,0.1,0,1.7,NA,FantasySharks,TE,14875,@IND,2.2,0.4,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pruitt, MyCole",ATL,0.8,8,0.1,0,1.7,NA,FantasySharks,TE,12309,@TBB,1.3,0.5,0.1,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moreau, Foster",NOS,1.1,11,0.1,0,1.7,NA,FantasySharks,TE,14239,JAC,1.5,0.2,0.1,0,0,0,0,0,2,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wright, Brock",DET,1.3,12,0.1,0,1.6,NA,FantasySharks,TE,15626,@BAL,1.5,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Josh",MIN,1.4,10,0.1,0.1,1.6,NA,FantasySharks,TE,14209,SFO,1.7,0.3,0.1,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",JAC,1,10,0.1,0,1.5,NA,FantasySharks,TE,15335,@NOS,1.4,0.2,0,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tonyan, Robert",CHI,1.5,12,0,0,1.5,NA,FantasySharks,TE,13427,LVR,2.2,0.4,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bellinger, Daniel",NYG,1.6,11,0,0,1.4,NA,FantasySharks,TE,15873,WAS,2.1,0.2,0,0,0,0,0,0,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akins, Jordan",CLE,1.2,11,0.1,0,1.4,NA,FantasySharks,TE,13753,@IND,2.2,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",GBP,1.6,13,0,0,1.4,NA,FantasySharks,TE,14876,@DEN,1.9,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Darnell",PIT,1.1,10,0,0,1.2,NA,FantasySharks,TE,16216,@LAR,2.2,0.2,0,0,0,0,0,0,1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, James",DET,0.8,8,0.1,0,1.2,NA,FantasySharks,TE,15909,@BAL,0.8,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Brycen",LAR,0.8,12,0,0,1.2,NA,FantasySharks,TE,14868,PIT,1.1,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Jelani",IND,0.6,9,0,0,1.2,NA,FantasySharks,TE,15840,CLE,1.3,0.1,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kieft, Ko",TBB,1,8,0.1,0,1.1,NA,FantasySharks,TE,15929,ATL,2,0.4,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallory, Will",IND,0.7,12,0,0,1.1,NA,FantasySharks,TE,16220,CLE,1.5,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graham, Jimmy",NOS,0.4,2,0.1,0,0.9,NA,FantasySharks,TE,9925,JAC,0.6,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mundt, Johnny",MIN,1,8,0,0,0.9,NA,FantasySharks,TE,13940,SFO,1,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lewis, Marcedes",CHI,0.4,4,0.1,0,0.9,NA,FantasySharks,TE,8269,LVR,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",PHI,1,9,0,0,0.9,NA,FantasySharks,TE,15541,MIA,1.3,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Julian",MIA,0.8,9,0,0,0.9,NA,FantasySharks,TE,16425,@PHI,1.5,0.4,0,0,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kraft, Tucker",GBP,0.7,6,0,0,0.6,NA,FantasySharks,TE,16222,@DEN,1,0.2,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKitty, Tre'",LAC,0.8,6,0,0,0.6,NA,FantasySharks,TE,15333,@KCC,1.8,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, Cole",WAS,0.6,6,0,0,0.6,NA,FantasySharks,TE,15803,@NYG,1.1,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Blake",KCC,0.6,4,0,0,0.6,NA,FantasySharks,TE,12213,LAC,1,0.2,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cager, Lawrence",NYG,0.6,5,0,0,0.5,NA,FantasySharks,TE,15041,WAS,0.9,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",ARI,0.5,4,0,0,0.4,NA,FantasySharks,TE,12378,@SEA,0.7,0.3,0,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",SFO,0.2,4,0,0,0.4,NA,FantasySharks,TE,14984,@MIN,0.6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",LAR,0.3,4,0,0,0.4,NA,FantasySharks,TE,15334,PIT,0.5,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kolar, Charlie",BAL,0.5,3,0,0,0.3,NA,FantasySharks,TE,15795,DET,1,0.3,0,0,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sokol, Matt",NEP,0.3,3,0,0,0.3,NA,FantasySharks,TE,15213,BUF,0.6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",DEN,0.3,3,0,0,0.3,NA,FantasySharks,TE,12955,GBP,0.8,0.2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strange, Brenton",JAC,0.5,3,0,0,0.3,NA,FantasySharks,TE,16269,@NOS,1,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",BUF,0.2,1,0,0,0.3,NA,FantasySharks,TE,15341,@NEP,0.3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okwuegbunam, Albert",PHI,0.1,1,0,0,0.3,NA,FantasySharks,TE,14873,MIA,0.2,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Pharaoh",NEP,0.2,3,0,0,0.3,NA,FantasySharks,TE,13994,BUF,0.4,0.1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Kaden",WAS,0.2,2,0,0,0.2,NA,FantasySharks,TE,14142,@NYG,0.6,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kroft, Tyler",MIA,0.1,1,0,0,0.1,NA,FantasySharks,TE,12212,@PHI,0.1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wells, David",TBB,0.1,1,0,0,0.1,NA,FantasySharks,TE,14355,ATL,0.6,0.3,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",GBP,0.1,1,0,0,0.1,NA,FantasySharks,TE,16483,@DEN,0.2,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calcaterra, Grant",PHI,0.1,1,0,0,0.1,NA,FantasySharks,TE,15804,MIA,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adkins, Nate",DEN,0.1,1,0,0,0.1,NA,FantasySharks,TE,16474,GBP,0.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,KC,7,77.7,1,0,13.73,9360,FleaFlicker,TE,11244,LACSun 4:25 PM,7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE1,0,1,77.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,BAL,4.9,54.8,0.4,0,7.66,13829,FleaFlicker,TE,13671,DETSun 1:00 PM,4.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE2,0,0.4,54.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,MIN,6.1,59.1,0.3,0,7.61,14677,FleaFlicker,TE,14138,SFMon 8:15 PM,6.1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE3,0,0.3,59.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,SF,3.7,46.9,0.3,0,6.77,13023,FleaFlicker,TE,13299,@MINMon 8:15 PM,3.7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE5,0,0.3,46.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,DET,4.5,48.4,0.3,0,6.54,17681,FleaFlicker,TE,16214,@BALSun 1:00 PM,4.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE4,0,0.3,48.4,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,PHI,4.4,49.4,0.2,0,6.4,13813,FleaFlicker,TE,13674,MIASun 8:20 PM,4.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE7,0,0.2,49.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,NYG,4.1,45.2,0.2,0,5.8,11261,FleaFlicker,TE,12263,WASSun 1:00 PM,4.1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE8,0,0.2,45.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,ATL,3.4,43,0.2,0,5.54,16256,FleaFlicker,TE,15329,@TBSun 1:00 PM,3.4,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE9,0,0.2,43,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,CHI,3.8,39.8,0.2,0,5.44,15573,FleaFlicker,TE,14867,LVSun 1:00 PM,3.8,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE11,0,0.2,39.8,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,JAC,4.7,43.9,0.2,0,5.43,12906,FleaFlicker,TE,13189,@NOThu 8:15 PM,4.7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE6,0,0.2,43.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,WAS,3.3,34.8,0.2,0,4.96,10353,FleaFlicker,TE,11647,@NYGSun 1:00 PM,3.3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE14,0,0.2,34.8,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,LAC,3.5,33.7,0.2,0,4.59,12972,FleaFlicker,TE,13236,@KCSun 4:25 PM,3.5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE22,0,0.2,33.7,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,GB,3.1,32.3,0.2,0,4.59,17676,FleaFlicker,TE,16215,@DENSun 4:25 PM,3.1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE10,0,0.2,32.3,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,BUF,2.9,29.4,0.3,0,4.54,14734,FleaFlicker,TE,14143,@NESun 1:00 PM,2.9,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE28,0,0.3,29.4,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,PIT,3,29.8,0.3,0,4.52,16293,FleaFlicker,TE,15331,@LARSun 4:05 PM,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE17,0,0.3,29.8,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,CLE,3.1,33.2,0.2,0,4.5,12904,FleaFlicker,TE,13192,@INDSun 1:00 PM,3.1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,TE15,0,0.2,33.2,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,LAR,3.2,31.9,0.2,0,4.31,12140,FleaFlicker,TE,12678,PITSun 4:05 PM,3.2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE19,0,0.2,31.9,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
