team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
ATL,0.5,0.1,2.2,NA,0.7,NA,0.1,19.4,NA,NA,NA,314.1,NA,10.2,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.4,0,3.6,NA,0.7,NA,0.1,19.6,NA,NA,NA,350,NA,10.2,NA,FantasySharks,0514,NA,D,"Chargers, Los Angeles",NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.8,0.1,2.3,NA,1,NA,0.1,23.8,NA,NA,NA,379.5,NA,9.8,NA,FantasySharks,0511,NA,D,"Broncos, Denver",NA,NA,NA,NA,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.7,0.1,2,NA,0.4,NA,0.1,20,NA,NA,NA,325,NA,9.7,NA,FantasySharks,0504,NA,D,"Patriots, New England",NA,NA,NA,NA,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.7,0,2.7,NA,0.6,NA,0,21,NA,NA,NA,340,NA,9.6,NA,FantasySharks,0525,NA,D,"Buccaneers, Tampa Bay",NA,NA,NA,NA,@ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,0,2.6,NA,0.7,NA,0.1,21.1,NA,NA,NA,377.7,NA,9.6,NA,FantasySharks,0506,NA,D,"Bengals, Cincinnati",NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,0,3.1,NA,0.7,NA,0.1,21.9,NA,NA,NA,352.3,NA,9.4,NA,FantasySharks,0501,NA,D,"Bills, Buffalo",NA,NA,NA,NA,@KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,0.1,2.2,NA,0.5,NA,0.1,23.5,NA,NA,NA,326.1,NA,9.2,NA,FantasySharks,0522,NA,D,"Lions, Detroit",NA,NA,NA,NA,@CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1.2,0,1.4,NA,0.3,NA,0.1,26.7,NA,NA,NA,349.5,NA,8.6,NA,FantasySharks,0521,NA,D,"Bears, Chicago",NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,1.1,0,1.7,NA,0.5,NA,0.2,25.6,NA,NA,NA,405.5,NA,7.9,NA,FantasySharks,0517,NA,D,"Giants, New York",NA,NA,NA,NA,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.6,0,2.5,NA,0.5,NA,0.2,28,NA,NA,NA,400.1,NA,7.8,NA,FantasySharks,0515,NA,D,"Seahawks, Seattle",NA,NA,NA,NA,@SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.8,0.1,2,NA,0.4,NA,0.1,22.5,NA,NA,NA,373.6,NA,7.8,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.4,0,1.3,NA,0.1,NA,0.2,26.4,NA,NA,NA,333,NA,7.7,NA,FantasySharks,0527,NA,D,"Panthers, Carolina",NA,NA,NA,NA,@NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.3,0,2.2,NA,0.5,NA,0,24,NA,NA,NA,371.5,NA,6.9,NA,FantasySharks,0508,NA,D,"Titans, Tennessee",NA,NA,NA,NA,@MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.5,0.1,2,NA,0.3,NA,0,24.8,NA,NA,NA,400.5,NA,5.6,NA,FantasySharks,0528,NA,D,"Rams, Los Angeles",NA,NA,NA,NA,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.3,0,2.1,NA,0.3,NA,0,28,NA,NA,NA,415,NA,4.6,NA,FantasySharks,0518,NA,D,"Eagles, Philadelphia",NA,NA,NA,NA,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.9,NA,4.2,NA,0.6,0.7,0.2,16.5,NA,NA,NA,292.8,NA,13.41,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,@NYGMon 8:15 PM,6,D/ST21,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,NA,3.3,NA,0.5,0.8,0.2,17.2,NA,NA,NA,322.1,NA,11.68,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,JACSun 1:00 PM,5,D/ST12,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,NA,3.3,NA,0.6,0.6,0.2,15.6,NA,NA,NA,297.4,NA,11.27,NA,FleaFlicker,0532,2340,DST,Houston Texans,NA,NA,NA,NA,@NYJSun 1:00 PM,7,D/ST26,0,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,3.1,NA,0.6,0.8,0.1,21,NA,NA,NA,321.2,NA,10.95,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,@ATLSun 1:00 PM,5,D/ST25,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.8,NA,3.1,NA,0.5,0.8,0.1,22.9,NA,NA,NA,347.5,NA,10.94,NA,FleaFlicker,0516,2336,DST,Dallas Cowboys,NA,NA,NA,NA,PHISun 8:20 PM,7,D/ST1,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,NA,3.2,NA,0.5,0.7,0.2,20.9,NA,NA,NA,331.4,NA,10.9,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,@CHISun 1:00 PM,9,D/ST22,0,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.7,NA,2.9,NA,0.5,1,0.2,21.9,NA,NA,NA,324.6,NA,10.87,NA,FleaFlicker,0502,2341,DST,Indianapolis Colts,NA,NA,NA,NA,@CINSun 1:00 PM,11,D/ST18,0,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.7,NA,2.9,NA,0.5,0.9,0.2,16.9,NA,NA,NA,309.1,NA,10.69,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,TENMon 8:15 PM,10,D/ST5,0,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,2.9,NA,0.6,0.9,0.1,27.6,NA,NA,NA,382.5,NA,10.64,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,@DALSun 8:20 PM,10,D/ST9,0,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1,NA,2.8,NA,0.5,0.8,0.2,17.9,NA,NA,NA,329.7,NA,10.64,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,SEASun 4:05 PM,9,D/ST2,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.8,NA,2.8,NA,0.6,0.8,0.2,14.4,NA,NA,NA,310.4,NA,10.62,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,NEThu 8:15 PM,6,D/ST10,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.9,NA,3,NA,0.5,0.6,0.2,17.1,NA,NA,NA,304,NA,10.49,NA,FleaFlicker,0529,2347,DST,New Orleans Saints,NA,NA,NA,NA,CARSun 1:00 PM,11,D/ST11,0,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.6,NA,2.9,NA,0.5,0.9,0.2,19.5,NA,NA,NA,316.9,NA,10.25,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,DENSun 4:25 PM,5,D/ST28,0,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.8,NA,2.4,NA,0.6,1,0.2,18.3,NA,NA,NA,306.8,NA,10.08,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,@LVSun 4:05 PM,13,D/ST17,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,NA,2.5,NA,0.5,0.8,0.2,20.8,NA,NA,NA,350.5,NA,9.72,NA,FleaFlicker,0505,2349,DST,New York Jets,NA,NA,NA,NA,HOUSun 1:00 PM,7,D/ST4,0,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.9,NA,2.3,NA,0.6,0.9,0.1,23.3,NA,NA,NA,370.2,NA,9.6,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,BUFSun 4:25 PM,10,D/ST6,0,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,NA,2.2,NA,0.6,0.9,0.2,19.2,NA,NA,NA,319.8,NA,9.39,NA,FleaFlicker,0526,2329,DST,Atlanta Falcons,NA,NA,NA,NA,TBSun 1:00 PM,11,D/ST16,0,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.8,NA,2.4,NA,0.6,0.7,0.1,21.2,NA,NA,NA,315.8,NA,9.33,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,MINSun 4:05 PM,13,D/ST23,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.7,NA,2.6,NA,0.6,0.7,0.1,24.8,NA,NA,NA,354.5,NA,9.33,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,@BALSun 1:00 PM,10,D/ST27,0,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.8,NA,2.2,NA,0.5,0.8,0.2,17.6,NA,NA,NA,323.2,NA,9.27,NA,FleaFlicker,0531,2330,DST,Baltimore Ravens,NA,NA,NA,NA,LARSun 1:00 PM,13,D/ST3,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,NA,2.3,NA,0.5,0.8,0.1,22.1,NA,NA,NA,352.5,NA,9.24,NA,FleaFlicker,0506,2334,DST,Cincinnati Bengals,NA,NA,NA,NA,INDSun 1:00 PM,7,D/ST14,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.9,NA,2.4,NA,0.5,0.6,0.1,23.9,NA,NA,NA,342,NA,9.17,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,@NOSun 1:00 PM,7,D/ST32,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,NA,2.1,NA,0.6,0.9,0.2,19.7,NA,NA,NA,325.1,NA,9.11,NA,FleaFlicker,0509,2342,DST,Jacksonville Jaguars,NA,NA,NA,NA,@CLESun 1:00 PM,9,D/ST13,0,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.8,NA,2.1,NA,0.6,0.9,0.1,22.9,NA,NA,NA,347.3,NA,9.1,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,GBMon 8:15 PM,13,D/ST29,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.6,NA,2.2,NA,0.6,0.9,0.1,23.5,NA,NA,NA,364.4,NA,9,NA,FleaFlicker,0511,2337,DST,Denver Broncos,NA,NA,NA,NA,@LACSun 4:25 PM,9,D/ST8,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,NA,2.2,NA,0.5,0.8,0.1,24.1,NA,NA,NA,359.4,NA,8.92,NA,FleaFlicker,0501,2331,DST,Buffalo Bills,NA,NA,NA,NA,@KCSun 4:25 PM,13,D/ST7,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,NA,2,NA,0.6,0.8,0.1,23.1,NA,NA,NA,363.2,NA,8.63,NA,FleaFlicker,0521,2333,DST,Chicago Bears,NA,NA,NA,NA,DETSun 1:00 PM,13,D/ST24,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.6,NA,2.3,NA,0.6,0.7,0.1,28.2,NA,NA,NA,395.7,NA,8.6,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,@SFSun 4:05 PM,5,D/ST20,0,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,2.1,NA,0.6,0.7,0.1,26.9,NA,NA,NA,396.4,NA,8.59,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,@MIAMon 8:15 PM,7,D/ST30,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.8,NA,1.8,NA,0.5,0.7,0.2,20.5,NA,NA,NA,306,NA,7.99,NA,FleaFlicker,0504,2346,DST,New England Patriots,NA,NA,NA,NA,@PITThu 8:15 PM,11,D/ST15,0,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.6,NA,5.03,NA,0.58,NA,0.23,15,NA,NA,NA,281.35,NA,11.45,NA,NumberFire,0523,green-bay-dst,D,Green Bay D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,4.57,18.33,#31,1,11.47,4100,2.8,11.47,11.47,NA
CLE,1,NA,3.68,NA,0.44,NA,0.23,13.75,NA,NA,NA,308.7,NA,11.03,NA,NumberFire,0507,cleveland-dst,D,Cleveland D/ST,NA,NA,NA,NA,JAC,NA,NA,NA,NA,4.23,17.83,#14,2,11.01,3800,2.9,11.01,11.01,NA
PIT,0.65,NA,3.04,NA,0.54,NA,0.25,12.25,NA,NA,NA,300.52,NA,10.46,NA,NumberFire,0510,pittsburgh-dst,D,Pittsburgh D/ST,NA,NA,NA,NA,NE,NA,NA,NA,NA,3.78,17.14,#30,3,10.46,5200,2.01,10.46,10.46,NA
HOU,0.89,NA,3.08,NA,0.6,NA,0.22,15,NA,NA,NA,299.44,NA,10.11,NA,NumberFire,0532,houston-dst,D,Houston D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,3.5,16.72,#32,4,10.08,4800,2.1,10.08,10.08,NA
NO,0.69,NA,3.42,NA,0.5,NA,0.22,16,NA,NA,NA,283.54,NA,9.53,NA,NumberFire,0529,new-orleans-dst,D,New Orleans D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,3.03,16.03,#29,5,9.53,4300,2.22,9.53,9.53,NA
MIA,0.67,NA,3.32,NA,0.37,NA,0.22,16.5,NA,NA,NA,306.76,NA,9.02,NA,NumberFire,0503,miami-dst,D,Miami D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,2.63,15.41,#21,6,8.96,4700,1.91,8.96,8.96,NA
SF,0.96,NA,2.76,NA,0.4,NA,0.2,18,NA,NA,NA,319.52,NA,8.58,NA,NumberFire,0530,san-francisco-dst,D,San Francisco D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,2.27,14.89,#16,7,8.55,5000,1.71,8.55,8.55,NA
TB,0.58,NA,3.53,NA,0.53,NA,0.17,20.5,NA,NA,NA,309.77,NA,8.01,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,ATL,NA,NA,NA,NA,1.82,14.2,#25,8,7.97,4200,1.9,7.97,7.97,NA
DET,0.75,NA,3.15,NA,0.5,NA,0.18,20.25,NA,NA,NA,325.86,NA,8,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,CHI,NA,NA,NA,NA,1.81,14.19,#24,9,7.99,4400,1.82,7.99,7.99,NA
ATL,0.89,NA,2.24,NA,0.47,NA,0.19,19,NA,NA,NA,320.36,NA,7.69,NA,NumberFire,0526,atlanta-dst,D,Atlanta D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,1.56,13.82,#15,10,7.64,4100,1.86,7.64,7.64,NA
IND,0.75,NA,3.23,NA,0.39,NA,0.18,21,NA,NA,NA,312.2,NA,7.64,NA,NumberFire,0502,indianapolis-dst,D,Indianapolis D/ST,NA,NA,NA,NA,CIN,NA,NA,NA,NA,1.52,13.76,#17,11,7.68,4100,1.87,7.68,7.68,NA
MIN,0.7,NA,2.37,NA,0.52,NA,0.19,18.75,NA,NA,NA,314.02,NA,7.63,NA,NumberFire,0524,minnesota-dst,D,Minnesota D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,1.51,13.75,#27,12,7.68,3900,1.97,7.68,7.68,NA
JAC,0.66,NA,1.91,NA,0.49,NA,0.21,16.75,NA,NA,NA,319.76,NA,7.62,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,1.51,13.73,#28,13,7.58,4700,1.61,7.58,7.58,NA
BAL,0.69,NA,2.11,NA,0.28,NA,0.21,16.5,NA,NA,NA,314.08,NA,7.6,NA,NumberFire,0531,baltimore-dst,D,Baltimore D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,1.49,13.71,#10,14,7.57,4500,1.68,7.57,7.57,NA
NYJ,0.63,NA,2.53,NA,0.43,NA,0.19,18.5,NA,NA,NA,342.94,NA,7.49,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,HOU,NA,NA,NA,NA,1.4,13.58,#9,15,7.48,4600,1.63,7.48,7.48,NA
LV,0.77,NA,2.53,NA,0.66,NA,0.17,21.75,NA,NA,NA,315.02,NA,7.3,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,1.25,13.35,#13,16,7.24,3700,1.96,7.24,7.24,NA
LAC,0.51,NA,2.9,NA,0.44,NA,0.18,20.5,NA,NA,NA,329.01,NA,7.11,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,1.1,13.12,#20,17,7.1,4000,1.78,7.1,7.1,NA
NE,0.78,NA,1.69,NA,0.43,NA,0.19,18.25,NA,NA,NA,313.9,NA,7.01,NA,NumberFire,0504,new-england-dst,D,New England D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,1.02,13,#23,18,7.01,4200,1.67,7.01,7.01,NA
CAR,0.9,NA,2.34,NA,0.41,NA,0.17,21.5,NA,NA,NA,339.74,NA,6.92,NA,NumberFire,0527,carolina-dst,D,Carolina D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,0.95,12.89,#19,19,6.87,3900,1.76,6.87,6.87,NA
DAL,0.71,NA,3.1,NA,0.51,NA,0.16,24,NA,NA,NA,345.07,NA,6.89,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,0.92,12.86,#6,20,6.89,4500,1.53,6.89,6.89,NA
KC,0.75,NA,2.47,NA,0.53,NA,0.16,23.5,NA,NA,NA,352.42,NA,6.49,NA,NumberFire,0512,kansas-city-dst,D,Kansas City D/ST,NA,NA,NA,NA,BUF,NA,NA,NA,NA,0.6,12.38,#4,21,6.5,4000,1.63,6.5,6.5,NA
NYG,0.73,NA,2.01,NA,0.51,NA,0.16,21.5,NA,NA,NA,341.85,NA,6.44,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,0.56,12.32,#12,22,6.38,3500,1.82,6.38,6.38,NA
CIN,0.63,NA,2.23,NA,0.52,NA,0.15,22.5,NA,NA,NA,349.56,NA,6.23,NA,NumberFire,0506,cincinnati-dst,D,Cincinnati D/ST,NA,NA,NA,NA,IND,NA,NA,NA,NA,0.4,12.06,#18,23,6.22,3700,1.68,6.22,6.22,NA
LA,0.63,NA,2.61,NA,0.56,NA,0.14,24,NA,NA,NA,352.99,NA,6.23,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,BAL,NA,NA,NA,NA,0.4,12.06,#8,23,6.24,3200,1.95,6.24,6.24,NA
PHI,0.76,NA,3.1,NA,0.59,NA,0.14,27.5,NA,NA,NA,367.32,NA,6.19,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,0.36,12.02,#2,25,6.15,3700,1.66,6.15,6.15,NA
DEN,0.61,NA,2.16,NA,0.6,NA,0.16,23,NA,NA,NA,351.25,NA,6.14,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,0.32,11.96,#11,26,6.09,3600,1.69,6.09,6.09,NA
CHI,0.64,NA,1.88,NA,0.48,NA,0.15,23.25,NA,NA,NA,365.27,NA,5.61,NA,NumberFire,0521,chicago-dst,D,Chicago D/ST,NA,NA,NA,NA,DET,NA,NA,NA,NA,-0.1,11.32,#5,27,5.55,3400,1.63,5.55,5.55,NA
BUF,0.65,NA,2.39,NA,0.42,NA,0.15,25,NA,NA,NA,351.3,NA,5.55,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,-0.15,11.25,#7,28,5.57,3500,1.59,5.57,5.57,NA
SEA,0.68,NA,2.54,NA,0.61,NA,0.12,28.5,NA,NA,NA,389.79,NA,5.2,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,-0.43,10.83,#1,29,5.17,3000,1.72,5.17,5.17,NA
TEN,0.76,NA,2.31,NA,0.55,NA,0.11,30,NA,NA,NA,396.63,NA,4.61,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,-0.9,10.12,#3,30,4.58,3100,1.48,4.58,4.58,NA
Green Bay Packers,1.23,0.05,3.99,NA,0.69,NA,0.17,19.96,NA,NA,NA,NA,NA,9.31,NA,NFL,0523,100011,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
New Orleans Saints,1.08,0.06,3,NA,0.58,NA,0.15,20.16,NA,NA,NA,NA,NA,7.52,NA,NFL,0529,100022,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Houston Texans,0.97,0.03,2.85,NA,0.74,NA,0.15,20,NA,NA,NA,NA,NA,7.41,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Pittsburgh Steelers,1,0.04,2.63,NA,0.66,NA,0.16,17.7,NA,NA,NA,NA,NA,7.17,NA,NFL,0510,100027,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Detroit Lions,0.85,0.04,3.05,NA,0.62,NA,0.15,20.63,NA,NA,NA,NA,NA,7.15,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tampa Bay Buccaneers,0.97,0.04,2.91,NA,0.62,NA,0.14,23.42,NA,NA,NA,NA,NA,7.13,NA,NFL,0525,100031,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Cleveland Browns,0.91,0.06,2.8,NA,0.64,NA,0.15,20.54,NA,NA,NA,NA,NA,7.04,NA,NFL,0507,100007,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
San Francisco 49ers,1.04,0.05,2.61,NA,0.55,NA,0.15,17.03,NA,NA,NA,NA,NA,7.03,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Miami Dolphins,0.9,0.05,2.9,NA,0.45,NA,0.16,15.57,NA,NA,NA,NA,NA,7.02,NA,NFL,0503,100019,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Los Angeles Chargers,0.76,0.05,2.92,NA,0.59,NA,0.16,18.23,NA,NA,NA,NA,NA,6.86,NA,NFL,0514,100028,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Dallas Cowboys,0.98,0.04,2.61,NA,0.59,NA,0.14,20.52,NA,NA,NA,NA,NA,6.85,NA,NFL,0516,100008,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jacksonville Jaguars,0.98,0.04,2.55,NA,0.61,NA,0.15,24.54,NA,NA,NA,NA,NA,6.83,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New York Jets,0.97,0.05,2.35,NA,0.63,NA,0.16,22.21,NA,NA,NA,NA,NA,6.79,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Las Vegas Raiders,0.82,0.04,2.65,NA,0.6,NA,0.14,23.45,NA,NA,NA,NA,NA,6.65,NA,NFL,0513,100018,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Carolina Panthers,0.99,0.03,2.37,NA,0.63,NA,0.14,26.96,NA,NA,NA,NA,NA,6.63,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Philadelphia Eagles,0.95,0.03,2.39,NA,0.59,NA,0.15,24.36,NA,NA,NA,NA,NA,6.55,NA,NFL,0518,100025,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Baltimore Ravens,0.96,0.03,2.29,NA,0.54,NA,0.16,17.52,NA,NA,NA,NA,NA,6.55,NA,NFL,0531,100002,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Kansas City Chiefs,0.9,0.03,2.2,NA,0.66,NA,0.14,21.34,NA,NA,NA,NA,NA,6.46,NA,NFL,0512,100016,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Indianapolis Colts,0.72,0.06,2.71,NA,0.56,NA,0.15,22.91,NA,NA,NA,NA,NA,6.41,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
