player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,xp_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Justin Tucker,K,BAL,1,1.7,2,0,0,0.5,0.5,0.5,0.5,0.4,0.4,0.3,0.3,2.4,2.5,7.5,7.5,1985374,CBS,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,1,1.7,1.9,0,0,0.5,0.6,0.5,0.5,0.5,0.5,0.2,0.2,2.4,2.7,7.5,7.5,2820093,CBS,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,1,1.6,1.8,0,0,0.4,0.4,0.4,0.4,0.5,0.6,0.3,0.3,2.3,2.4,7.1,7.1,2962681,CBS,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,1,1.7,2,0,0,0.5,0.5,0.5,0.6,0.4,0.6,0.2,0.2,2,2.1,7.1,7.1,2876348,CBS,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,NE,1,1.7,2.2,0,0,0.5,0.5,0.5,0.6,0.5,0.7,0.2,0.2,2,2,7.1,7.1,2964074,CBS,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,GB,1,1.4,1.7,0,0,0.4,0.4,0.5,0.5,0.4,0.5,0.2,0.2,2.6,2.6,6.8,6.8,2866578,CBS,16339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,1,1.6,1.8,0,0,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.3,1.9,1.9,6.7,6.7,2079862,CBS,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,LAR,1,1.5,1.8,0,0,0.3,0.3,0.4,0.4,0.5,0.6,0.3,0.3,1.9,2.2,6.4,6.4,1630817,CBS,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,1,1.5,1.8,0,0,0.3,0.3,0.6,0.6,0.4,0.4,0.2,0.2,1.8,1.9,6.3,6.3,1971893,CBS,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,1,1.5,1.7,0,0,0.4,0.4,0.5,0.5,0.4,0.5,0.1,0.1,1.6,1.8,6.1,6.1,2815718,CBS,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,1,1.4,1.6,0,0,0.3,0.3,0.5,0.5,0.4,0.5,0.2,0.2,1.9,2,6.1,6.1,558839,CBS,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,1,1.4,1.6,0,0,0.3,0.3,0.5,0.5,0.3,0.5,0.3,0.3,1.9,2,6.1,6.1,2870511,CBS,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,1,1.5,1.6,0,0,0.3,0.3,0.4,0.5,0.5,0.5,0.2,0.2,1.6,1.7,6.1,6.1,2221833,CBS,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAC,1,1.4,1.7,0,0,0.3,0.3,0.4,0.4,0.5,0.5,0.2,0.2,1.8,1.8,6,6,2058320,CBS,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,1,1.4,1.5,0,0,0.4,0.4,0.3,0.4,0.4,0.5,0.2,0.2,1.8,2,6,6,2132690,CBS,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,1,1.5,1.8,0,0,0.3,0.4,0.4,0.5,0.5,0.7,0.3,0.3,1.4,1.5,5.9,5.9,1724930,CBS,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,1,1.2,1.3,0,0,0.3,0.3,0.3,0.3,0.4,0.5,0.2,0.2,1.8,1.9,5.4,5.4,410721,CBS,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,1,1.1,1.4,0,0,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,1.9,2.1,5.2,5.2,2926810,CBS,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,DET,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,8.3,NA,23370,FantasyPros,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,8.2,NA,17533,FantasyPros,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,8,NA,19760,FantasyPros,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,1.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,7.9,NA,16540,FantasyPros,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,7.9,NA,16712,FantasyPros,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,7.8,NA,26068,FantasyPros,16414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,7.7,NA,17420,FantasyPros,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,7.7,NA,9443,FantasyPros,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,7.5,NA,17647,FantasyPros,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,7.5,NA,9491,FantasyPros,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1.7,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,7.4,NA,23297,FantasyPros,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,7.4,NA,16026,FantasyPros,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,LAR,NA,1.6,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,7.2,NA,12378,FantasyPros,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,7.1,NA,11345,FantasyPros,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,GB,NA,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7.1,NA,25465,FantasyPros,16339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,7.1,NA,11465,FantasyPros,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,7,NA,9232,FantasyPros,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,6.9,NA,15756,FantasyPros,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAC,NA,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,6.9,NA,13274,FantasyPros,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,1.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,6.8,NA,18545,FantasyPros,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,6.7,NA,16910,FantasyPros,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,6.7,NA,19028,FantasyPros,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,1.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,6.7,NA,24009,FantasyPros,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,1.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,6.6,NA,25533,FantasyPros,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1.6,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,6.5,NA,17575,FantasyPros,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,NE,NA,1.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,5.9,NA,25354,FantasyPros,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,1.2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,5.8,NA,13731,FantasyPros,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,1.3,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,5.8,NA,13029,FantasyPros,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Jake",K,PHI,NA,2,2.2,0,NA,0.4,NA,0.8,NA,0.4,NA,0.4,NA,2.9,3,9.6,NA,NA,FantasySharks,13303,@LAR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butker, Harrison",K,KCC,NA,1.8,2.1,0,NA,0.3,NA,0.8,NA,0.4,NA,0.2,NA,3.5,3.6,9.2,NA,NA,FantasySharks,13354,@MIN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aubrey, Brandon",K,DAL,NA,2.2,2.3,0,NA,1,NA,0.7,NA,0.3,NA,0.2,NA,2.2,2.4,9.1,NA,NA,FantasySharks,16414,@SFO,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boswell, Chris",K,PIT,NA,2.2,2.5,0,NA,0.4,NA,0.5,NA,0.7,NA,0.6,NA,1.7,1.7,9.1,NA,NA,FantasySharks,11936,BAL,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maher, Brett",K,LAR,NA,2.2,2.8,0,NA,0.4,NA,0.6,NA,0.7,NA,0.5,NA,2.2,2.3,8.8,NA,NA,FantasySharks,13909,PHI,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Folk, Nick",K,TEN,NA,2,2.1,0,NA,0.5,NA,0.6,NA,0.6,NA,0.3,NA,1.8,1.9,8.6,NA,NA,FantasySharks,8851,@IND,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McPherson, Evan",K,CIN,NA,2,2.3,0,NA,0.6,NA,0.4,NA,0.6,NA,0.4,NA,2.1,2.2,8.4,NA,NA,FantasySharks,15368,@ARI,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bass, Tyler",K,BUF,NA,1.5,1.6,0,NA,0.3,NA,0.6,NA,0.3,NA,0.3,NA,3.3,3.4,8.2,NA,NA,FantasySharks,14983,JAC,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prater, Matt",K,ARI,NA,2,2.3,0,NA,0.3,NA,0.8,NA,0.4,NA,0.5,NA,1.5,1.6,8.1,NA,NA,FantasySharks,8930,CIN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gay, Matt",K,IND,NA,1.7,2,0,NA,0.3,NA,0.4,NA,0.3,NA,0.7,NA,2,2,7.9,NA,NA,FantasySharks,14244,TEN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Justin",K,BAL,NA,1.9,2.2,0,NA,0.5,NA,0.5,NA,0.4,NA,0.4,NA,2.1,2.1,7.9,NA,NA,FantasySharks,10976,@PIT,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairbairn, Ka'imi",K,HOU,NA,2,2.1,0,NA,0.6,NA,0.9,NA,0.3,NA,0.3,NA,1.7,1.7,7.8,NA,NA,FantasySharks,12860,@ATL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Jason",K,MIA,NA,1.6,2,0,NA,0.4,NA,0.4,NA,0.7,NA,0.1,NA,3.2,3.4,7.6,NA,NA,FantasySharks,13832,NYG,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Daniel",K,LVR,NA,1.8,2,0,NA,0.7,NA,0.4,NA,0.4,NA,0.4,NA,1.6,1.7,7.6,NA,NA,FantasySharks,13718,GBP,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutz, Wil",K,DEN,NA,1.6,1.9,0,NA,0.5,NA,0.6,NA,0.2,NA,0.3,NA,2.6,2.7,7.6,NA,NA,FantasySharks,12956,NYJ,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moody, Jake",K,SFO,NA,1.6,1.8,0,NA,0.7,NA,0.3,NA,0.3,NA,0.2,NA,2.7,2.7,7.5,NA,NA,FantasySharks,16286,DAL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pineiro, Eddy",K,CAR,NA,1.7,1.9,0,NA,0.2,NA,0.6,NA,0.6,NA,0.3,NA,1.5,1.6,7.4,NA,NA,FantasySharks,13719,@DET,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McManus, Brandon",K,JAC,NA,1.7,2.1,0,NA,0.3,NA,0.5,NA,0.7,NA,0.3,NA,1.9,2,7.1,NA,NA,FantasySharks,11947,@BUF,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Cairo",K,CHI,NA,1.5,1.6,0,NA,0.5,NA,0.3,NA,0.5,NA,0.2,NA,1.9,2.1,7,NA,NA,FantasySharks,11945,@WAS,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zuerlein, Greg",K,NYJ,NA,1.7,2.1,0,NA,0.3,NA,0.7,NA,0.5,NA,0.3,NA,1.6,1.7,6.9,NA,NA,FantasySharks,10868,@DEN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gano, Graham",K,NYG,NA,1.5,1.7,0,NA,0.1,NA,0.6,NA,0.4,NA,0.4,NA,1.5,1.6,6.7,NA,NA,FantasySharks,9694,@MIA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slye, Joey",K,WAS,NA,1.6,2,0,NA,0.5,NA,0.4,NA,0.5,NA,0.2,NA,1.8,2,6.5,NA,NA,FantasySharks,14600,CHI,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Anders",K,GBP,NA,1.3,1.5,0,NA,0.3,NA,0.6,NA,0.1,NA,0.3,NA,2.3,2.4,6.4,NA,NA,FantasySharks,16339,@LVR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Riley",K,DET,NA,1.3,1.5,0,NA,0.3,NA,0.7,NA,0.3,NA,0.1,NA,2.5,2.5,6.4,NA,NA,FantasySharks,15369,CAR,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koo, Younghoe",K,ATL,NA,1.6,1.9,0,NA,0.5,NA,0.4,NA,0.4,NA,0.2,NA,1.5,1.6,6.4,NA,NA,FantasySharks,13403,HOU,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grupe, Blake",K,NOS,NA,1.7,2,0,NA,0.7,NA,0.6,NA,0.2,NA,0.2,NA,1.3,1.4,6.2,NA,NA,FantasySharks,16444,@NEP,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joseph, Greg",K,MIN,NA,1.1,1.3,0,NA,0.4,NA,0.3,NA,0.3,NA,0.2,NA,2.3,2.5,5.8,NA,NA,FantasySharks,13898,KCC,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryland, Chad",K,NEP,NA,1.3,1.8,0,NA,0.4,NA,0.2,NA,0.5,NA,0.2,NA,1.7,1.8,5.2,NA,NA,FantasySharks,16292,NOS,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,NA,18715,FFToday,16414,SF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17010,FFToday,14983,JAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,15827,FFToday,13354,MIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,15860,FFToday,13303,LAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,DET,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17860,FFToday,15369,CAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16208,FFToday,13832,NYG,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,GB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,18493,FFToday,16339,LV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16155,FFToday,13718,GB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3188,FFToday,8851,IND,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,11369,FFToday,9694,MIA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,18719,FFToday,16444,NE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16084,FFToday,13898,KC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14750,FFToday,12956,NYJ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14391,FFToday,11947,BUF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,17642,FFToday,15368,ARI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16055,FFToday,13719,DET,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3192,FFToday,8930,CIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,12445,FFToday,10868,DEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,14904,FFToday,12860,ATL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16578,FFToday,14244,TEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,LAR,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,13253,FFToday,13909,PHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,18599,FFToday,16286,DAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
