week,data_src,id,pos,pts.proj,season,avg_type,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,first_name,last_name,team,position,age,exp
1,CBS,13116,QB,23.9,2023,average,24.22825,1.5636368403729268,2.213524999999997,22.4061,26.4565,7.522374999999997,7.016349999999997,7.641569999999998,8,10,7,1,1,Patrick,Mahomes,KCC,QB,28,3
1,CBS,14783,QB,20.87,2023,average,22.014725000000002,1.2376632033796595,1.1852250000000026,20.27785,23.594250000000002,5.30885,4.8881,4.779320000000002,24,24,26,2,2,Jalen,Hurts,PHI,QB,25,0
1,CBS,13593,QB,19.84,2023,average,20.57595,0.9896417345974976,0.587024999999997,19.59375,22.117150000000002,3.8700749999999964,4.203999999999999,3.302220000000002,39,32,39,4,3,Lamar,Jackson,BAL,QB,26,2
1,CBS,15238,QB,18.26,2023,average,17.02465,1.409237223262489,0.3187749999999987,15.389750000000001,19.009849999999997,0.3187749999999987,0,0.1949199999999962,93,103,99,12,6,Justin,Fields,CHI,QB,24,-1
1,CBS,10700,QB,17.99,2023,average,19.362675,0.7605064398149443,1.1363999999999983,18.255499999999998,20.202910000000003,2.656799999999997,2.8657499999999967,1.3879800000000024,54,50,69,6,4,Kirk,Cousins,MIN,QB,35,8
1,CBS,14059,QB,17.84,2023,average,16.383075,1.5702622999722966,1.0471250000000012,14.7285,18.769620000000003,-0.32280000000000086,-0.6612500000000008,-0.045309999999997075,115,130,104,15,7,Daniel,Jones,NYG,QB,26,1
1,CBS,14779,QB,17.81,2023,average,19.988925000000002,1.2357228627695722,0.6262500000000024,18.516750000000002,21.61102,3.2830499999999994,3.1270000000000007,2.7960899999999995,45,45,45,5,3,Justin,Herbert,LAC,QB,25,0
1,CBS,15237,QB,17.419999999999998,2023,average,18.1334,1.1165221205664873,0.5403750000000009,16.364250000000002,19.28565,1.4275249999999993,0.9745000000000008,0.47072,70,71,88,8,5,Trevor,Lawrence,JAC,QB,24,-1
1,CBS,13589,QB,17.18,2023,average,20.8295,0.9371452456415558,0.2535500000000006,19.4795,21.7326,4.123624999999997,4.08975,2.917670000000001,34,36,42,3,2,Josh,Allen,BUF,QB,27,2
1,CBS,14778,QB,17.14,2023,average,18.226275,1.2029121280696873,0.09287499999999937,16.2635,19.12355,1.5203999999999986,0.8737499999999994,0.3086200000000012,68,75,93,7,4,Tua,Tagovailoa,MIA,QB,25,0
1,CBS,14777,QB,16.91,2023,average,14.342325,4.591919497723302,0.33107500000000023,7.848460000000001,20.06695,-2.363550000000002,-7.54129,1.2520199999999981,189,452,72,22,9,Joe,Burrow,CIN,QB,27,0
1,CBS,10703,QB,16.79,2023,average,15.33595,1.3663828777364817,0.5181750000000012,13.401,16.82602,-1.369925000000002,-1.9887500000000014,-1.9889100000000006,156,175,164,16,8,Russell,Wilson,DEN,QB,35,8
1,CBS,11150,QB,16.509999999999998,2023,average,17.522100000000002,1.015464560822146,0.14537500000000136,16.26191,18.81493,0.8162249999999993,0.8721599999999992,0,80,76,103,10,5,Geno,Smith,SEA,QB,33,7
1,CBS,13113,QB,16.47,2023,average,16.3946,2.027566406169862,0.011524999999998897,13.873250000000002,19.18161,-0.31127500000000197,-1.5164999999999988,0.3666799999999988,113,161,92,14,6,Deshaun,Watson,CLE,QB,28,3
1,CBS,15693,QB,15.969999999999999,2023,average,13.937899999999999,1.3777532310665381,0.3039499999999986,12.1025,15.8326,-2.7679750000000034,-3.287250000000002,-2.982330000000001,204,213,196,24,9,Sam,Howell,WAS,QB,23,-2
1,CBS,12620,QB,15.920000000000002,2023,average,17.593025,1.3579586252375813,0.07092499999999902,15.974500000000003,19.544069999999998,0.8871499999999983,0.5847500000000014,0.7291399999999975,78,86,79,9,5,Dak,Prescott,DAL,QB,30,4
1,CBS,12611,QB,15.280000000000001,2023,average,17.376725,1.1942636604679413,0.35207499999999925,15.731000000000002,18.6804,0.670849999999998,0.3412500000000005,-0.1345300000000016,83,92,108,11,6,Jared,Goff,DET,QB,29,4
1,CBS,13590,QB,15.15,2023,average,14.633125,1.2565977964897348,0.16922499999999907,12.927299999999999,16.23742,-2.0727500000000028,-2.4624500000000022,-2.57751,177,189,178,18,8,Baker,Mayfield,TBB,QB,28,2
1,CBS,11644,QB,13.899999999999999,2023,average,13.566325,0.6750214552145736,0.24695,12.9104,14.54024,-3.1395500000000016,-2.479350000000002,-4.27469,216,190,233,26,9,Derek,Carr,NOS,QB,32,6
1,CBS,15692,QB,13.270000000000001,2023,average,14.4517,1.3063470683004352,0.109375,12.593,16.069699999999997,-2.254175000000002,-2.796750000000001,-2.745230000000003,186,201,185,21,8,Kenny,Pickett,PIT,QB,25,-2
1,CBS,15698,QB,12.87,2023,average,16.705875000000002,0.8257598401299423,0.31127500000000197,15.741560000000002,17.835849999999997,0,0.3518100000000004,-0.9790800000000033,103,91,131,13,6,Brock,Purdy,SFO,QB,24,-2
1,CBS,11760,QB,12.610000000000001,2023,average,14.463425,1.8820570795579734,0.011725000000000207,12.65975,17.34198,-2.2424500000000016,-2.7300000000000004,-1.4729500000000009,185,197,147,20,8,Jimmy,Garoppolo,LVR,QB,32,6
1,CBS,14782,QB,12.2,2023,average,14.4639,1.3080503616342258,4.7499999999978115e-4,12.633000000000001,16.07141,-2.241975000000002,-2.7567500000000003,-2.74352,184,199,184,19,8,Jordan,Love,GBP,QB,25,0
1,CBS,9431,QB,12.07,2023,average,14.817775,1.1277371803115932,0.18464999999999954,13.60925,16.47835,-1.8881000000000032,-1.7805000000000017,-2.3365800000000014,169,167,170,17,8,Matthew,Stafford,LAR,QB,35,11
