team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
NA,0.8,0,2.2,NA,0.4,0.6,0.1,21.8,NA,NA,NA,343.9,NA,5.5,NA,FantasyPros,0519,8000,DST,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.5,0.6,0.2,21.8,NA,NA,NA,308.8,NA,5.5,NA,FantasyPros,0527,8040,DST,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.5,0.7,0.1,23.1,NA,NA,NA,373.3,NA,5.1,NA,FantasyPros,0513,8220,DST,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1.1,0.1,3,NA,0.6,NA,0.4,19.9,NA,NA,NA,280,NA,15.6,NA,FantasySharks,0516,NA,D,"Cowboys, Dallas",NA,NA,NA,NA,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1.3,0,3.6,NA,0.7,NA,0.3,14.8,NA,NA,NA,212.8,NA,15.6,NA,FantasySharks,0507,NA,D,"Browns, Cleveland",NA,NA,NA,NA,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.9,0,4.4,NA,0.8,NA,0.1,15.4,NA,NA,NA,253.8,NA,15.1,NA,FantasySharks,0512,NA,D,"Chiefs, Kansas City",NA,NA,NA,NA,@LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1.1,0.1,3.8,NA,0.6,NA,0.1,16.2,NA,NA,NA,220.4,NA,14.5,NA,FantasySharks,0503,NA,D,"Dolphins, Miami",NA,NA,NA,NA,@NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,1,0.1,2.2,NA,0.6,NA,0.1,17.6,NA,NA,NA,255.2,NA,12.6,NA,FantasySharks,0504,NA,D,"Patriots, New England",NA,NA,NA,NA,@NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.9,0,2.8,NA,0.5,NA,0,16.9,NA,NA,NA,266.7,NA,12.2,NA,FantasySharks,0528,NA,D,"Rams, Los Angeles",NA,NA,NA,NA,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,1.5,0,2.7,NA,0.6,NA,0,16.4,NA,NA,NA,309.6,NA,11.9,NA,FantasySharks,0530,NA,D,"49ers, San Francisco",NA,NA,NA,NA,@SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,2,NA,0.3,NA,0.3,20.7,NA,NA,NA,249.3,NA,11.9,NA,FantasySharks,0527,NA,D,"Panthers, Carolina",NA,NA,NA,NA,@TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,0,3.2,NA,0.6,NA,0.1,19.3,NA,NA,NA,342,NA,11.4,NA,FantasySharks,0501,NA,D,"Bills, Buffalo",NA,NA,NA,NA,@PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,1.1,0,2.2,NA,0.6,NA,0.2,22.1,NA,NA,NA,327.6,NA,11.1,NA,FantasySharks,0517,NA,D,"Giants, New York",NA,NA,NA,NA,NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.1,0.1,3,NA,0.6,NA,0.1,19.8,NA,NA,NA,350,NA,11.1,NA,FantasySharks,0510,NA,D,"Steelers, Pittsburgh",NA,NA,NA,NA,@CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1.3,0,2.7,NA,0.8,NA,0.1,26.4,NA,NA,NA,370,NA,10.8,NA,FantasySharks,0511,NA,D,"Broncos, Denver",NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.5,0,2.6,NA,0.3,NA,0,17.7,NA,NA,NA,274.2,NA,10.8,NA,FantasySharks,0508,NA,D,"Titans, Tennessee",NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,1,0,1.6,NA,0.5,NA,0.2,20.9,NA,NA,NA,346.4,NA,10.5,NA,FantasySharks,0529,NA,D,"Saints, New Orleans",NA,NA,NA,NA,@ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,0,3.1,NA,0.2,NA,0.1,19.3,NA,NA,NA,324.8,NA,10.4,NA,FantasySharks,0531,NA,D,"Ravens, Baltimore",NA,NA,NA,NA,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1.1,0,2.6,NA,0.4,NA,0.3,27.6,NA,NA,NA,394.8,NA,10.2,NA,FantasySharks,0502,NA,D,"Colts, Indianapolis",NA,NA,NA,NA,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.9,0,2.4,NA,0.4,NA,0.2,22.9,NA,NA,NA,338.8,NA,9.9,NA,FantasySharks,0524,NA,D,"Vikings, Minnesota",NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1.1,0,2.5,NA,0.6,NA,0.1,21.9,NA,NA,NA,386.5,NA,9.7,NA,FantasySharks,0506,NA,D,"Bengals, Cincinnati",NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,0.1,2.4,NA,0.5,NA,0.1,22.3,NA,NA,NA,323.9,NA,9.5,NA,FantasySharks,0522,NA,D,"Lions, Detroit",NA,NA,NA,NA,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,0,2.9,NA,0.3,NA,0.1,24.5,NA,NA,NA,326.9,NA,9.4,NA,FantasySharks,0519,NA,D,"Cardinals, Arizona",NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.8,0.1,2.3,NA,0.4,NA,0.1,20.7,NA,NA,NA,360.4,NA,9.4,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,0,2.5,NA,0.5,NA,0.1,22.3,NA,NA,NA,351,NA,8.9,NA,FantasySharks,0532,NA,D,"Texans, Houston",NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.9,0,1.6,NA,0.6,NA,0.2,22.7,NA,NA,NA,370,NA,8.8,NA,FantasySharks,0509,NA,D,"Jaguars, Jacksonville",NA,NA,NA,NA,@HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.7,0,2.6,NA,0.7,NA,0.1,21.7,NA,NA,NA,373.9,NA,8.7,NA,FantasySharks,0525,NA,D,"Buccaneers, Tampa Bay",NA,NA,NA,NA,@IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.6,0,2.5,NA,0.5,NA,0.1,25.2,NA,NA,NA,396,NA,8.5,NA,FantasySharks,0515,NA,D,"Seahawks, Seattle",NA,NA,NA,NA,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.4,0,2.7,NA,0.5,NA,0.1,25.3,NA,NA,NA,370,NA,8.1,NA,FantasySharks,0518,NA,D,"Eagles, Philadelphia",NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,0.2,2.2,NA,0.4,NA,0.1,23.4,NA,NA,NA,353.5,NA,7.9,NA,FantasySharks,0505,NA,D,"Jets, New York",NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.5,0.1,1.4,NA,0.5,NA,0,27,NA,NA,NA,380,NA,6.4,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,0,1.1,NA,0.3,NA,0.1,30.7,NA,NA,NA,385,NA,5.6,NA,FantasySharks,0521,NA,D,"Bears, Chicago",NA,NA,NA,NA,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,0.5,0,1.5,NA,0.3,NA,0.1,25.1,NA,NA,NA,419.1,NA,5.4,NA,FantasySharks,0523,NA,D,"Packers, Green Bay",NA,NA,NA,NA,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.3,0,2.1,NA,0.4,NA,0.1,31,NA,NA,NA,510.3,NA,4.9,NA,FantasySharks,0514,NA,D,"Chargers, Los Angeles",NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.3,0,2.2,NA,0.3,NA,0,34.6,NA,NA,NA,469.2,NA,4.6,NA,FantasySharks,0520,NA,D,"Commanders, Washington",NA,NA,NA,NA,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.9,NA,3.8,NA,0.6,0.9,0.2,17.7,NA,NA,NA,330,NA,13.03,NA,FleaFlicker,0516,2336,DST,Dallas Cowboys,NA,NA,NA,NA,WASW 45-10,7,13.03,D/ST1,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.9,NA,3.6,NA,0.6,1,0.2,19.1,NA,NA,NA,324.1,NA,12.69,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,CHIMon 8:15 PM,13,NA,D/ST23,0,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,NA,3.1,NA,0.5,0.8,0.2,19.5,NA,NA,NA,305.6,NA,11.31,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,@CINSun 1:00 PM,6,NA,D/ST7,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.8,NA,3.3,NA,0.5,0.7,0.2,17.3,NA,NA,NA,298.4,NA,11.15,NA,FleaFlicker,0504,2346,DST,New England Patriots,NA,NA,NA,NA,@NYGSun 1:00 PM,11,NA,D/ST11,0,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,3.1,NA,0.5,0.7,0.2,17.8,NA,NA,NA,313.8,NA,10.85,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,CARSun 1:00 PM,7,NA,D/ST28,0,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,3.2,NA,0.5,0.8,0.2,18.6,NA,NA,NA,297,NA,10.74,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,@DENSun 4:05 PM,5,NA,D/ST9,0,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.8,NA,2.8,NA,0.6,0.8,0.2,17,NA,NA,NA,300.4,NA,10.59,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,@LVSun 4:25 PM,10,NA,D/ST5,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,NA,2.8,NA,0.6,0.8,0.1,24.9,NA,NA,NA,352.2,NA,10.35,NA,FleaFlicker,0501,2331,DST,Buffalo Bills,NA,NA,NA,NA,@PHISun 4:25 PM,13,NA,D/ST10,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.9,NA,2.7,NA,0.5,0.8,0.2,19.4,NA,NA,NA,329.2,NA,10.33,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,@SEAW 31-13,9,10.33,D/ST2,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.7,NA,2.9,NA,0.6,0.8,0.1,22,NA,NA,NA,346.8,NA,10.33,NA,FleaFlicker,0532,2340,DST,Houston Texans,NA,NA,NA,NA,JACSun 1:00 PM,7,NA,D/ST27,0,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.7,NA,2.8,NA,0.6,0.8,0.1,25,NA,NA,NA,374.4,NA,10.11,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,BALSun 8:20 PM,5,NA,D/ST21,0,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1.2,NA,2.2,NA,0.5,0.8,0.2,15.7,NA,NA,NA,304,NA,10,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,@NYJFri 3:00 PM,10,NA,D/ST12,0,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,NA,2.7,NA,0.5,0.7,0.2,20.8,NA,NA,NA,324.6,NA,9.98,NA,FleaFlicker,0529,2347,DST,New Orleans Saints,NA,NA,NA,NA,@ATLSun 1:00 PM,11,NA,D/ST8,0,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1,NA,2.3,NA,0.5,0.9,0.2,19.5,NA,NA,NA,343.4,NA,9.96,NA,FleaFlicker,0511,2337,DST,Denver Broncos,NA,NA,NA,NA,CLESun 4:05 PM,9,NA,D/ST14,0,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,NA,2.3,NA,0.5,0.9,0.2,20.9,NA,NA,NA,330.4,NA,9.7,NA,FleaFlicker,0502,2341,DST,Indianapolis Colts,NA,NA,NA,NA,TBSun 1:00 PM,11,NA,D/ST25,0,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,NA,2.6,NA,0.5,0.7,0.2,22.4,NA,NA,NA,339.1,NA,9.68,NA,FleaFlicker,0531,2330,DST,Baltimore Ravens,NA,NA,NA,NA,@LACSun 8:20 PM,13,NA,D/ST3,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,NA,2.5,NA,0.6,0.8,0.1,23.5,NA,NA,NA,316.6,NA,9.6,NA,FleaFlicker,0521,2333,DST,Chicago Bears,NA,NA,NA,NA,@MINMon 8:15 PM,13,NA,D/ST31,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,2.4,NA,0.6,0.8,0.1,23,NA,NA,NA,346.9,NA,9.59,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,@INDSun 1:00 PM,5,NA,D/ST20,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,NA,2.6,NA,0.6,0.8,0.1,29.6,NA,NA,NA,378.9,NA,9.53,NA,FleaFlicker,0520,2359,DST,Washington Commanders,NA,NA,NA,NA,@DALL 10-45,14,9.53,D/ST16,0,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,NA,2.3,NA,0.5,0.8,0.1,23.8,NA,NA,NA,371,NA,9.42,NA,FleaFlicker,0509,2342,DST,Jacksonville Jaguars,NA,NA,NA,NA,@HOUSun 1:00 PM,9,NA,D/ST13,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.9,NA,2.2,NA,0.6,0.8,0.1,22.8,NA,NA,NA,366.6,NA,9.34,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,BUFSun 4:25 PM,10,NA,D/ST6,0,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,NA,2.3,NA,0.5,0.7,0.2,20,NA,NA,NA,337.7,NA,9.33,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,GBL 22-29,9,9.33,D/ST17,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.8,NA,2.1,NA,0.5,0.9,0.2,18.9,NA,NA,NA,315.8,NA,9.16,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,NESun 1:00 PM,13,NA,D/ST30,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,NA,2.4,NA,0.5,0.8,0.1,21.7,NA,NA,NA,340.2,NA,9.13,NA,FleaFlicker,0526,2329,DST,Atlanta Falcons,NA,NA,NA,NA,NOSun 1:00 PM,11,NA,D/ST19,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.4,NA,0.6,0.7,0.1,25,NA,NA,NA,383.1,NA,9.09,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,SFL 13-31,5,9.09,D/ST22,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.8,NA,2.2,NA,0.6,0.8,0.1,26.7,NA,NA,NA,366.5,NA,8.97,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,@DETW 29-22,6,8.97,D/ST18,0,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.7,NA,2.3,NA,0.6,0.7,0.1,21.5,NA,NA,NA,336.8,NA,8.96,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,@ARISun 4:05 PM,10,NA,D/ST24,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,NA,2.2,NA,0.5,0.8,0.2,20.2,NA,NA,NA,311,NA,8.85,NA,FleaFlicker,0506,2334,DST,Cincinnati Bengals,NA,NA,NA,NA,PITSun 1:00 PM,7,NA,D/ST15,0,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.8,NA,2,NA,0.6,0.8,0.1,22.8,NA,NA,NA,381.5,NA,8.76,NA,FleaFlicker,0505,2349,DST,New York Jets,NA,NA,NA,NA,MIAFri 3:00 PM,7,NA,D/ST4,0,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,NA,2.2,NA,0.4,0.6,0.1,21.8,NA,NA,NA,343.9,NA,8.59,NA,FleaFlicker,0519,2328,DST,Arizona Cardinals,NA,NA,NA,NA,LARSun 4:05 PM,14,NA,D/ST29,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.7,NA,2.3,NA,0.5,0.6,0.2,21.8,NA,NA,NA,308.8,NA,8.5,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,@TENSun 1:00 PM,7,NA,D/ST32,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.7,NA,1.9,NA,0.5,0.7,0.1,23.1,NA,NA,NA,373.3,NA,7.84,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,KCSun 4:25 PM,13,NA,D/ST26,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.84,NA,3.6,NA,0.51,NA,0.21,17,NA,NA,NA,324.54,NA,9.77,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,3.23,16.31,#22,1,9.72,5000,1.94,9.72,3800,2.56,9.72,21,0.46,NA
PIT,1.08,NA,3.49,NA,0.36,NA,0.2,17,NA,NA,NA,288.56,NA,9.73,NA,NumberFire,0510,pittsburgh-dst,D,Pittsburgh D/ST,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,3.19,16.27,#17,2,9.69,4700,2.06,9.69,NA,NA,9.69,18,0.54,NA
NE,0.64,NA,3.54,NA,0.46,NA,0.22,15.25,NA,NA,NA,299.74,NA,9.69,NA,NumberFire,0504,new-england-dst,D,New England D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,3.16,16.22,#32,3,9.68,4500,2.15,9.68,NA,NA,9.68,14,0.69,NA
TEN,0.72,NA,3.54,NA,0.51,NA,0.21,16.5,NA,NA,NA,297.13,NA,9.55,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,3.05,16.05,#30,4,9.46,4300,2.2,9.46,NA,NA,9.46,13,0.73,NA
MIA,1.12,NA,1.99,NA,0.49,NA,0.22,15.5,NA,NA,NA,296.14,NA,9.13,NA,NumberFire,0503,miami-dst,D,Miami D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,2.71,15.55,#31,5,9.1,4800,1.9,9.1,3700,2.46,9.1,13,0.7,NA
KC,0.72,NA,3.09,NA,0.57,NA,0.21,17.25,NA,NA,NA,296.29,NA,8.99,NA,NumberFire,0512,kansas-city-dst,D,Kansas City D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,2.6,15.38,#27,6,9,5000,1.8,9,NA,NA,9,19,0.47,NA
MIN,0.73,NA,3.71,NA,0.46,NA,0.18,20.25,NA,NA,NA,313.88,NA,8.47,NA,NumberFire,0524,minnesota-dst,D,Minnesota D/ST,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,2.19,14.75,#23,7,8.45,3800,2.22,8.45,NA,NA,8.45,17,0.5,NA
SF,0.94,NA,2.65,NA,0.44,NA,0.2,18.25,NA,NA,NA,313.85,NA,8.41,NA,NumberFire,0530,san-francisco-dst,D,San Francisco D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,2.14,14.68,#15,8,8.41,4500,1.87,8.41,3600,2.34,8.41,16,0.53,NA
CLE,0.48,NA,3.36,NA,0.43,NA,0.19,19,NA,NA,NA,301.12,NA,7.89,NA,NumberFire,0507,cleveland-dst,D,Cleveland D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,1.72,14.06,#18,9,7.84,4800,1.63,7.84,NA,NA,7.84,20,0.39,NA
DEN,0.73,NA,2.26,NA,0.46,NA,0.2,17.5,NA,NA,NA,338.9,NA,7.86,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,1.7,14.02,#28,10,7.82,4100,1.91,7.82,NA,NA,7.82,15,0.52,NA
DET,0.8,NA,2.25,NA,0.41,NA,0.2,19,NA,NA,NA,333.03,NA,7.45,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,1.37,13.53,#13,11,7.41,4000,1.85,7.41,3200,2.32,7.41,13,0.57,NA
NO,0.62,NA,2.78,NA,0.48,NA,0.19,20,NA,NA,NA,309.15,NA,7.4,NA,NumberFire,0529,new-orleans-dst,D,New Orleans D/ST,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,1.33,13.47,#25,12,7.46,4200,1.78,7.46,NA,NA,7.46,15,0.5,NA
IND,0.91,NA,2.33,NA,0.48,NA,0.17,21,NA,NA,NA,329.55,NA,7.25,NA,NumberFire,0502,indianapolis-dst,D,Indianapolis D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,1.21,13.29,#12,13,7.28,4400,1.65,7.28,NA,NA,7.28,16,0.46,NA
NYG,0.75,NA,1.97,NA,0.5,NA,0.19,18.75,NA,NA,NA,320.35,NA,7.24,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,1.2,13.28,#29,14,7.24,4600,1.57,7.24,NA,NA,7.24,13,0.56,NA
CAR,0.65,NA,2.62,NA,0.38,NA,0.18,20,NA,NA,NA,318.08,NA,7.08,NA,NumberFire,0527,carolina-dst,D,Carolina D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,1.08,13.08,#19,15,7.08,3700,1.91,7.08,NA,NA,7.08,10,0.71,NA
LA,0.61,NA,2.57,NA,0.59,NA,0.17,21.5,NA,NA,NA,330.9,NA,6.98,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,1,12.96,#26,16,6.96,3600,1.93,6.96,NA,NA,6.96,10,0.7,NA
CHI,0.78,NA,2.48,NA,0.68,NA,0.15,23.25,NA,NA,NA,321.74,NA,6.9,NA,NumberFire,0521,chicago-dst,D,Chicago D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,0.93,12.87,#11,17,6.83,3400,2.01,6.83,NA,NA,6.83,10,0.68,NA
CIN,0.62,NA,2.05,NA,0.34,NA,0.19,18.5,NA,NA,NA,309.93,NA,6.84,NA,NumberFire,0506,cincinnati-dst,D,Cincinnati D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,0.88,12.8,#24,18,6.82,4000,1.71,6.82,NA,NA,6.82,17,0.4,NA
