player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Brian Robinson,RB,WSH,NA,13.92,58.48,NA,0.33,NA,0.43,2.52,NA,NA,0.02,NA,7.97,NA,brian-robinson,NumberFire,15716,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,13.91,#30,88,33,8.24,6400,1.29,8.55,5100,1.68,8.24,NA,NA
Deon Jackson,RB,IND,NA,12.51,50.96,NA,0.24,NA,0.94,6.72,NA,NA,0.05,NA,7.33,NA,deon-jackson,NumberFire,15277,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,13.06,#17,100,34,7.84,5600,1.4,8.39,4100,2.05,7.84,NA,NA
Jerick McKinnon,RB,KC,NA,4.9,20.75,NA,0.15,NA,3.54,28.55,NA,NA,0.22,NA,7.03,NA,jerick-mckinnon,NumberFire,11761,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,12.66,#31,105,35,8.84,NA,NA,10.66,NA,NA,8.84,NA,NA
A.J. Dillon,RB,GB,NA,9.2,41.34,NA,0.3,NA,1,8.14,NA,NA,0.04,NA,6.96,NA,aj-dillon,NumberFire,14805,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,12.57,#27,108,36,7.45,6100,1.22,7.98,5200,1.53,7.45,NA,NA
Kenneth Gainwell,RB,PHI,NA,7.8,34.37,NA,0.25,NA,1.6,11.27,NA,NA,0.05,NA,6.32,NA,kenneth-gainwell,NumberFire,15255,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,11.72,#4,117,37,7.04,4900,1.44,7.9,4200,1.88,7.04,NA,NA
Javonte Williams,RB,DEN,NA,8.3,36.68,NA,0.25,NA,1.09,7.82,NA,NA,0.06,NA,6.23,NA,javonte-williams,NumberFire,15256,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,11.6,#29,118,38,6.76,6500,1.04,7.35,5700,1.29,6.76,NA,NA
Evan Hull,RB,IND,NA,8.94,37.36,NA,0.17,NA,1.45,11.62,NA,NA,0.07,NA,6.22,NA,evan-hull,NumberFire,16180,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,11.59,#17,120,39,6.94,NA,NA,7.73,NA,NA,6.94,NA,NA
Tyler Allgeier,RB,ATL,NA,8.46,39.03,NA,0.23,NA,0.95,6.25,NA,NA,0.05,NA,6.21,NA,tyler-allgeier,NumberFire,15712,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,11.57,#18,121,40,6.68,5400,1.24,7.16,5400,1.33,6.68,NA,NA
Elijah Mitchell,RB,SF,NA,8.85,40.8,NA,0.25,NA,0.43,2.91,NA,NA,0.02,NA,6.03,NA,elijah-mitchell,NumberFire,15263,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,11.33,#20,125,41,6.19,5500,1.13,6.41,5000,1.28,6.19,NA,NA
D'Andre Swift,RB,PHI,NA,6.36,27.9,NA,0.21,NA,2.16,14.7,NA,NA,0.07,NA,5.88,NA,d-andre-swift,NumberFire,14797,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,11.13,#4,129,42,6.94,6300,1.1,8.06,5400,1.49,6.94,NA,NA
Jaylen Warren,RB,PIT,NA,7.31,32,NA,0.18,NA,1.14,7.61,NA,NA,0.04,NA,5.24,NA,jaylen-warren,NumberFire,15742,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,10.29,#1,143,43,5.77,5100,1.13,6.38,4600,1.39,5.77,NA,NA
Tank Bigsby,RB,JAC,NA,5.41,24.3,NA,0.19,NA,1.63,11.54,NA,NA,0.08,NA,5.13,NA,tank-bigsby,NumberFire,16164,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,10.14,#13,148,44,5.96,5000,1.19,6.8,5000,1.36,5.96,NA,NA
Ezekiel Elliott,RB,NE,NA,6.66,27.64,NA,0.3,NA,0.71,4.06,NA,NA,0.03,NA,5.11,NA,ezekiel-elliott,NumberFire,12625,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,10.11,#10,150,45,5.51,NA,NA,5.86,5200,1.13,5.51,NA,NA
Zach Charbonnet,RB,SEA,NA,5.97,26.99,NA,0.14,NA,1.69,11.73,NA,NA,0.07,NA,5.04,NA,zach-charbonnet,NumberFire,16169,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,10.02,#14,151,46,5.9,4800,1.23,6.78,4800,1.41,5.9,NA,NA
Ty Chandler,RB,MIN,NA,6.86,29.03,NA,0.17,NA,0.94,5.94,NA,NA,0.05,NA,4.8,NA,ty-chandler,NumberFire,15723,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,9.7,#16,157,47,5.19,4900,1.06,5.71,4600,1.24,5.19,NA,NA
Rashaad Penny,RB,PHI,NA,7,32.84,NA,0.19,NA,0.33,2.29,NA,NA,0.01,NA,4.66,NA,rashaad-penny,NumberFire,13608,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,9.52,#4,160,48,4.84,5600,0.86,5.02,5000,1,4.84,NA,NA
Kyren Williams,RB,LA,NA,6.58,29.94,NA,0.14,NA,0.74,5.83,NA,NA,0.04,NA,4.63,NA,kyren-williams,NumberFire,15710,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,9.48,#25,162,49,4.97,5000,0.99,5.37,4100,1.31,4.97,NA,NA
Sean Tucker,RB,TB,NA,5.73,23.89,NA,0.14,NA,1.25,9.35,NA,NA,0.06,NA,4.46,NA,sean-tucker,NumberFire,16166,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33,9.25,#24,170,50,5.07,4200,1.21,5.73,4300,1.33,5.07,NA,NA
Devin Singletary,RB,HOU,NA,6.03,27.49,NA,0.11,NA,1.08,6.88,NA,NA,0.04,NA,4.27,NA,devin-singletary,NumberFire,14080,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,9,#7,176,51,4.76,5100,0.93,5.36,4700,1.14,4.76,NA,NA
Keaontay Ingram,RB,ARI,NA,6.88,28.29,NA,0.12,NA,0.8,6.13,NA,NA,0.03,NA,4.25,NA,keaontay-ingram,NumberFire,15734,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,8.97,#5,177,52,4.66,5300,0.88,5.1,4600,1.11,4.66,NA,NA
Chuba Hubbard,RB,CAR,NA,5.9,25.88,NA,0.15,NA,0.71,5.41,NA,NA,0.03,NA,4.09,NA,chuba-hubbard,NumberFire,15261,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.76,#32,184,53,4.44,5300,0.84,4.86,5000,0.97,4.44,NA,NA
Zamir White,RB,LV,NA,5.93,25.18,NA,0.16,NA,0.72,4.88,NA,NA,0.03,NA,4.09,NA,zamir-white,NumberFire,15714,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.76,#9,184,53,4.43,5700,0.78,4.83,4800,1.01,4.43,NA,NA
Gus Edwards,RB,BAL,NA,6.86,34.33,NA,0.03,NA,0.43,3.09,NA,NA,0.03,NA,3.99,NA,gus-edwards,NumberFire,13850,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.63,#26,187,55,4.24,5200,0.82,4.49,4500,1,4.24,NA,NA
Damien Harris,RB,BUF,NA,5.4,24.58,NA,0.16,NA,0.51,3.51,NA,NA,0.02,NA,3.92,NA,damien-harris,NumberFire,14075,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.53,#2,191,56,4.14,NA,NA,4.4,NA,NA,4.14,NA,NA
Tyjae Spears,RB,TEN,NA,5.86,24.88,NA,0.1,NA,0.86,6.15,NA,NA,0.04,NA,3.89,NA,tyjae-spears,NumberFire,16165,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.49,#8,193,57,4.29,5300,0.81,4.76,4900,0.97,4.29,NA,NA
D'Onta Foreman,RB,CHI,NA,5.48,24.56,NA,0.14,NA,0.34,2.59,NA,NA,0.02,NA,3.63,NA,d-onta-foreman,NumberFire,13134,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,8.15,#15,200,58,3.81,5800,0.66,4,5500,0.73,3.81,NA,NA
Cordarrelle Patterson,RB,ATL,NA,2.65,12.66,NA,0.1,NA,1.47,10.9,NA,NA,0.08,NA,3.42,NA,cordarrelle-patterson-1,NumberFire,11225,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03,7.87,#18,209,59,4.15,5400,0.77,4.9,5000,0.98,4.15,NA,NA
Salvon Ahmed,RB,MIA,NA,3.98,17.39,NA,0.11,NA,0.92,6.62,NA,NA,0.05,NA,3.35,NA,salvon-ahmed,NumberFire,14811,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.78,#19,213,60,3.8,4200,0.9,4.27,4000,1.07,3.8,NA,NA
Roschon Johnson,RB,CHI,NA,4.62,19.96,NA,0.11,NA,0.69,4.93,NA,NA,0.04,NA,3.29,NA,roschon-johnson,NumberFire,16175,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12,7.7,#15,216,61,3.67,4200,0.87,4.05,4500,0.9,3.67,NA,NA
Rico Dowdle,RB,DAL,NA,4.15,18.12,NA,0.11,NA,0.5,3.8,NA,NA,0.03,NA,2.97,NA,rico-dowdle,NumberFire,14823,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,7.27,#28,223,62,3.22,NA,NA,3.5,NA,NA,3.22,NA,NA
Joshua Kelley,RB,LAC,NA,4.7,18.54,NA,0.08,NA,0.56,4.08,NA,NA,0.03,NA,2.89,NA,joshua-kelley,NumberFire,14807,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,7.17,#23,226,63,3.14,5200,0.6,3.45,4900,0.7,3.14,NA,NA
Isaiah Spiller,RB,LAC,NA,3.91,17.1,NA,0.08,NA,0.55,3.97,NA,NA,0.03,NA,2.75,NA,isaiah-spiller,NumberFire,15709,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.98,#23,229,64,3,4700,0.64,3.3,4600,0.72,3,NA,NA
De'Von Achane,RB,MIA,NA,3.11,13.79,NA,0.08,NA,0.8,5.67,NA,NA,0.04,NA,2.66,NA,devon-achane,NumberFire,16167,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.86,#19,233,65,3.03,4600,0.66,3.45,4900,0.7,3.03,NA,NA
Jerome Ford,RB,CLE,NA,4.16,17.14,NA,0.07,NA,0.43,3.13,NA,NA,0.02,NA,2.55,NA,jerome-ford,NumberFire,15713,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.62,6.72,#11,237,66,2.72,5100,0.53,2.97,4200,0.71,2.72,NA,NA
Deuce Vaughn,RB,DAL,NA,2.86,13.47,NA,0.07,NA,0.62,4.75,NA,NA,0.03,NA,2.36,NA,deuce-vaughn,NumberFire,16176,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,6.46,#28,244,67,2.67,NA,NA,3.01,NA,NA,2.67,NA,NA
Trayveon Williams,RB,CIN,NA,2.87,12.56,NA,0.06,NA,0.83,5.46,NA,NA,0.04,NA,2.35,NA,trayveon-williams,NumberFire,14076,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,6.45,#22,245,68,2.76,4800,0.58,3.2,4000,0.8,2.76,NA,NA
Matt Breida,RB,NYG,NA,2.69,12.5,NA,0.07,NA,0.24,1.78,NA,NA,0.01,NA,1.83,NA,matt-breida,NumberFire,13378,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,5.76,#3,253,69,1.95,NA,NA,2.11,NA,NA,1.95,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,1.71,7.49,NA,0.06,NA,0.57,4.51,NA,NA,0.04,NA,1.74,NA,clyde-edwards-helaire,NumberFire,14803,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.64,#31,255,70,2.07,NA,NA,2.36,NA,NA,2.07,NA,NA
Chase Edmonds,RB,TB,NA,1.43,6.23,NA,0.04,NA,0.62,4.74,NA,NA,0.03,NA,1.48,NA,chase-edmonds,NumberFire,13726,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,5.29,#24,262,71,1.81,4900,0.37,2.13,4200,0.51,1.81,NA,NA
Damarea Crockett,RB,DEN,NA,1.6,6.79,NA,0.04,NA,0.48,3.71,NA,NA,0.03,NA,1.46,NA,damarea-crockett,NumberFire,14098,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,5.27,#29,264,72,1.69,NA,NA,1.94,NA,NA,1.69,NA,NA
Zach Evans,RB,LA,NA,1.58,6.75,NA,0.03,NA,0.5,4.05,NA,NA,0.03,NA,1.41,NA,zach-evans,NumberFire,16163,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38,5.2,#25,267,73,1.67,4400,0.38,1.93,4000,0.48,1.67,NA,NA
Ty Montgomery,RB,NE,NA,0.51,2.22,NA,0.01,NA,1.03,7.02,NA,NA,0.04,NA,1.26,NA,ty-montgomery,NumberFire,12261,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48,5,#10,272,74,1.72,4700,0.37,2.24,NA,NA,1.72,NA,NA
Chris Evans,RB,CIN,NA,0.96,4.15,NA,0.02,NA,0.69,4.83,NA,NA,0.03,NA,1.22,NA,chris-evans,NumberFire,15275,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.95,#22,275,75,1.52,4200,0.36,1.88,4300,0.44,1.52,NA,NA
Michael Burton,RB,DEN,NA,1.17,4.88,NA,0.03,NA,0.48,3.66,NA,NA,0.03,NA,1.2,NA,michael-burton,NumberFire,12325,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,4.92,#29,277,76,1.43,4000,0.36,1.68,4000,0.42,1.43,NA,NA
C.J. Ham,RB,MIN,NA,1.34,5.63,NA,0.04,NA,0.4,2.78,NA,NA,0.02,NA,1.18,NA,c-j-ham-1,NumberFire,12923,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.9,#16,278,77,1.38,4100,0.34,1.59,4000,0.4,1.38,NA,NA
Raheem Blackshear,RB,CAR,NA,1.05,4.43,NA,0.02,NA,0.61,4.55,NA,NA,0.02,NA,1.17,NA,raheem-blackshear,NumberFire,15973,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.88,#32,279,78,1.42,4500,0.32,1.74,4000,0.44,1.42,NA,NA
Kyle Juszczyk,RB,SF,NA,0.74,3.08,NA,0.02,NA,0.53,4.93,NA,NA,0.03,NA,1.08,NA,kyle-juszczyk,NumberFire,11367,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.76,#20,285,79,1.33,4200,0.32,1.61,4000,0.4,1.33,NA,NA
Michael Carter,RB,NYJ,NA,0.86,3.6,NA,0.02,NA,0.58,4.12,NA,NA,0.03,NA,1.04,NA,michael-carter-ii,NumberFire,15258,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63,4.71,#6,286,80,1.34,NA,NA,1.64,NA,NA,1.34,NA,NA
Chase Brown,RB,CIN,NA,0.84,3.63,NA,0.02,NA,0.55,3.62,NA,NA,0.03,NA,0.98,NA,chase-brown,NumberFire,16181,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.63,#22,287,81,1.28,4700,0.27,1.57,4700,0.33,1.28,NA,NA
Latavius Murray,RB,BUF,NA,1.03,4.44,NA,0.03,NA,0.4,2.57,NA,NA,0.02,NA,0.98,NA,latavius-murray,NumberFire,11390,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.63,#2,287,81,1.2,NA,NA,1.4,NA,NA,1.2,NA,NA
Alec Ingold,RB,MIA,NA,0.5,2.17,NA,0.01,NA,0.53,3.85,NA,NA,0.03,NA,0.86,NA,alec-ingold,NumberFire,14420,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,4.47,#19,291,83,1.11,4200,0.26,1.37,4000,0.34,1.11,NA,NA
Brandon Bolden,RB,LV,NA,0.94,4.12,NA,0.03,NA,0.24,1.89,NA,NA,0.01,NA,0.83,NA,brandon-bolden,NumberFire,10932,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,4.43,#9,296,84,0.94,4400,0.21,1.07,4000,0.27,0.94,NA,NA
Pierre Strong Jr.,RB,CLE,NA,0.64,2.75,NA,0.02,NA,0.48,3.24,NA,NA,0.02,NA,0.81,NA,pierre-strong-jr,NumberFire,15733,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.41,#11,298,85,1.06,5200,0.2,1.31,4200,0.31,1.06,NA,NA
Ameer Abdullah,RB,LV,NA,0.67,2.76,NA,0.02,NA,0.47,3.2,NA,NA,0.02,NA,0.8,NA,ameer-abdullah,NumberFire,12155,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,4.39,#9,299,86,1.05,5300,0.2,1.3,4100,0.32,1.05,NA,NA
JaMycal Hasty,RB,JAC,NA,0.9,3.77,NA,0.02,NA,0.28,1.9,NA,NA,0.01,NA,0.77,NA,jamycal-hasty,NumberFire,14821,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,4.35,#13,306,87,0.87,4500,0.19,1.02,4200,0.24,0.87,NA,NA
Ke'Shawn Vaughn,RB,TB,NA,0.65,2.72,NA,0.02,NA,0.37,2.73,NA,NA,0.02,NA,0.74,NA,ke-shawn-vaughn,NumberFire,14810,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.83,4.31,#24,309,88,0.95,4800,0.2,1.15,4200,0.27,0.95,NA,NA
Anthony McFarland Jr.,RB,PIT,NA,0.58,2.35,NA,0.01,NA,0.46,3.17,NA,NA,0.02,NA,0.73,NA,anthony-mcfarland-jr,NumberFire,14804,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,#1,310,89,0.96,4400,0.22,1.19,4000,0.3,0.96,NA,NA
Jonathan Ward,RB,TEN,NA,0.59,2.49,NA,0.01,NA,0.43,3.1,NA,NA,0.02,NA,0.73,NA,jonathan-ward,NumberFire,15042,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,#8,310,89,0.93,4100,0.23,1.16,4000,0.29,0.93,NA,NA
Julius Chestnut,RB,TEN,NA,0.59,2.47,NA,0.01,NA,0.43,3.15,NA,NA,0.02,NA,0.73,NA,julius-chestnut,NumberFire,15965,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,#8,310,89,0.94,4400,0.21,1.16,4000,0.29,0.94,NA,NA
Gary Brightwell,RB,NYG,NA,0.85,3.58,NA,0.02,NA,0.24,1.65,NA,NA,0.01,NA,0.71,NA,gary-brightwell,NumberFire,15462,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.27,#3,315,92,0.8,NA,NA,0.93,NA,NA,0.8,NA,NA
Reggie Gilliam,RB,BUF,NA,0.26,1.08,NA,0.01,NA,0.52,3.76,NA,NA,0.03,NA,0.66,NA,reggie-gilliam,NumberFire,15103,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,4.21,#2,325,93,0.98,NA,NA,1.24,NA,NA,0.98,NA,NA
Jake Funk,RB,IND,NA,0.81,3.38,NA,0.02,NA,0.21,1.51,NA,NA,0.01,NA,0.63,NA,jake-funk,NumberFire,15480,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,4.17,#17,328,94,0.75,4200,0.18,0.87,4000,0.22,0.75,NA,NA
Derek Watt,RB,PIT,NA,0.29,1.17,NA,0.01,NA,0.46,3.31,NA,NA,0.02,NA,0.6,NA,derek-watt,NumberFire,12823,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.13,#1,333,95,0.86,4100,0.21,1.09,NA,NA,0.86,NA,NA
Jason Cabinda,RB,DET,NA,0.53,2.23,NA,0.01,NA,0.26,2,NA,NA,0.02,NA,0.6,NA,jason-cabinda,NumberFire,13906,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.13,#12,333,95,0.73,NA,NA,0.86,NA,NA,0.73,NA,NA
D'Ernest Johnson,RB,JAC,NA,0.52,2.24,NA,0.01,NA,0.28,2.03,NA,NA,0.01,NA,0.58,NA,d-ernest-johnson,NumberFire,14331,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,4.1,#13,337,97,0.69,4100,0.17,0.83,4000,0.21,0.69,NA,NA
Boston Scott,RB,PHI,NA,0.64,2.65,NA,0.02,NA,0.22,1.52,NA,NA,0.01,NA,0.57,NA,boston-scott,NumberFire,13814,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.09,#4,341,98,0.71,4400,0.16,0.82,4400,0.19,0.71,NA,NA
Jordan Mason,RB,SF,NA,0.59,2.53,NA,0.01,NA,0.21,1.54,NA,NA,0.01,NA,0.56,NA,jordan-mason,NumberFire,15972,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.07,#20,344,99,0.63,4300,0.15,0.74,4700,0.16,0.63,NA,NA
Tyrion Davis-Price,RB,SF,NA,0.59,2.46,NA,0.01,NA,0.21,1.53,NA,NA,0.01,NA,0.55,NA,tyrion-davis-price,NumberFire,15746,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,4.06,#20,346,100,0.62,4100,0.15,0.73,4000,0.18,0.62,NA,NA
Dare Ogunbowale,RB,HOU,NA,0.39,1.59,NA,0.01,NA,0.36,2.45,NA,NA,0.01,NA,0.53,NA,dare-ogunbowale,NumberFire,13148,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.03,#7,349,101,0.7,4300,0.16,0.88,4000,0.22,0.7,NA,NA
Demetric Felton,RB,CIN,NA,0.48,2.07,NA,0.01,NA,0.28,1.9,NA,NA,0.01,NA,0.52,NA,demetric-felton,NumberFire,15270,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.98,4.02,#22,350,102,0.64,4200,0.15,0.79,4000,0.2,0.64,NA,NA
Ty Johnson,RB,BUF,NA,0.39,1.64,NA,0.01,NA,0.25,1.81,NA,NA,0.01,NA,0.46,NA,ty-johnson,NumberFire,14095,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.02,3.94,#2,359,103,0.59,NA,NA,0.72,NA,NA,0.59,NA,NA
John Lovett,RB,MIA,NA,0.25,1.1,NA,0.01,NA,0.27,1.89,NA,NA,0.01,NA,0.42,NA,john-lovett,NumberFire,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#19,362,104,0.55,4000,0.14,0.69,4000,0.17,0.55,NA,NA
Ronnie Rivers,RB,LA,NA,0.26,1.12,NA,0,NA,0.25,2.01,NA,NA,0.01,NA,0.42,NA,ronnie-rivers,NumberFire,15726,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#25,362,104,0.5,4100,0.12,0.62,4000,0.16,0.5,NA,NA
Patrick Taylor,RB,GB,NA,0.26,1.14,NA,0.01,NA,0.25,1.92,NA,NA,0.01,NA,0.41,NA,patrick-taylor,NumberFire,14817,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#27,365,106,0.55,4400,0.13,0.68,4000,0.17,0.55,NA,NA
