player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Cole Kmet,TE,CHI,NA,4.2,4.2,41.2,NA,NA,0.2,0,5.46,NA,15573,FleaFlicker,14867,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE11,0.2,41.2,85%,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,3.4,3.4,35.1,NA,NA,0.2,0,4.76,NA,16933,FleaFlicker,15799,0,0,0,NA,NA,NA,NA,NA,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE15,0.2,35.1,58%,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,2.7,2.7,29.7,NA,NA,0.2,0,4.15,NA,12088,FleaFlicker,12676,0,0,0,NA,NA,NA,NA,NA,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE17,0.2,29.7,54%,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,2.9,2.9,29.7,NA,NA,0.2,0,4.09,NA,12972,FleaFlicker,13236,0,0,0,NA,NA,NA,NA,NA,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE25,0.2,29.7,51%,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.7,2.7,31.3,NA,NA,0.2,0,4.07,NA,13980,FleaFlicker,13847,0,0,0,NA,NA,NA,NA,NA,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE32,0.2,31.3,29%,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,2.6,2.6,29.4,NA,NA,0.2,0,3.88,NA,12974,FleaFlicker,13193,0,0,0,NA,NA,NA,NA,NA,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE23,0.2,29.4,43%,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,2.7,2.7,29.3,NA,NA,0.2,0,3.87,NA,16912,FleaFlicker,15889,0,0,0,NA,NA,NA,NA,NA,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE24,0.2,29.3,51%,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,3,3,29.9,NA,NA,0.1,0,3.87,NA,12140,FleaFlicker,12678,0,0,0,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE20,0.1,29.9,69%,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,2.7,2.7,29,NA,NA,0.2,0,3.84,NA,17676,FleaFlicker,16215,0,0,0,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE13,0.2,29,46%,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,2.9,2.9,28,NA,NA,0.2,0,3.74,NA,16937,FleaFlicker,15802,0,0,0,NA,NA,NA,NA,NA,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE27,0.2,28,28%,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,2.5,2.5,27.1,NA,NA,0.1,0,3.41,NA,17634,FleaFlicker,16212,0,0,0,NA,NA,NA,NA,NA,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE22,0.1,27.1,38%,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,CIN,NA,2.4,2.4,21.7,NA,NA,0.2,0,3.33,NA,14701,FleaFlicker,14141,0,0,0,NA,NA,NA,NA,NA,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE37,0.2,21.7,23%,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2,2,22.7,NA,NA,0.2,0,3.27,NA,16036,FleaFlicker,14861,0,0,0,NA,NA,NA,NA,NA,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE26,0.2,22.7,34%,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,2.2,2.2,23.1,NA,NA,0.2,0,3.25,NA,16971,FleaFlicker,15800,0,0,0,NA,NA,NA,NA,NA,TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.2,23.1,7%,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,2.2,2.2,22.5,NA,NA,0.1,0,3.01,NA,14665,FleaFlicker,14137,0,0,0,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE30,0.1,22.5,30%,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,2,2,20.6,NA,NA,0.2,0,3,NA,16340,FleaFlicker,15419,0,0,0,NA,NA,NA,NA,NA,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE34,0.2,20.6,16%,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,2.4,2.4,23.4,NA,NA,0.1,0,2.98,NA,16932,FleaFlicker,15873,0,0,0,NA,NA,NA,NA,NA,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,23.4,13%,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,1.7,1.7,18.2,NA,NA,0.1,0,2.64,NA,13845,FleaFlicker,13672,0,0,0,NA,NA,NA,NA,NA,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE33,0.1,18.2,29%,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,1.6,1.6,16.7,NA,NA,0.2,0,2.61,NA,15183,FleaFlicker,14341,0,0,0,NA,NA,NA,NA,NA,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE28,0.2,16.7,23%,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CAR,NA,1.9,1.9,19,NA,NA,0.1,0,2.6,NA,13774,FleaFlicker,13680,0,0,0,NA,NA,NA,NA,NA,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE31,0.1,19,30%,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.3,1.3,15.1,NA,NA,0.1,0,2.03,NA,16314,FleaFlicker,15332,0,0,0,NA,NA,NA,NA,NA,INDSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,15.1,5%,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.3,1.3,13.5,NA,NA,0.1,0,1.99,NA,16430,FleaFlicker,15337,0,0,0,NA,NA,NA,NA,NA,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE35,0.1,13.5,14%,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,1.3,1.3,13.1,NA,NA,0.1,0,1.83,NA,13905,FleaFlicker,13676,0,0,0,NA,NA,NA,NA,NA,@KCSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE38,0.1,13.1,9%,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1.4,1.4,13,NA,NA,0.1,0,1.8,NA,13653,FleaFlicker,13424,0,0,0,NA,NA,NA,NA,NA,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE12,0.1,13,60%,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,1,1,11.9,NA,NA,0.1,0,1.77,NA,16951,FleaFlicker,15916,0,0,0,NA,NA,NA,NA,NA,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,11.9,6%,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,1.3,1.3,12.3,NA,NA,0.1,0,1.71,NA,12069,FleaFlicker,12677,0,0,0,NA,NA,NA,NA,NA,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE43,0.1,12.3,15%,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,1.1,1.1,12.6,NA,NA,0.1,0,1.68,NA,13844,FleaFlicker,13753,0,0,0,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,12.6,5%,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,1.2,1.2,11.1,NA,NA,0.1,0,1.57,NA,15679,FleaFlicker,14871,0,0,0,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE42,0.1,11.1,5%,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,1,1,10.3,NA,NA,0.1,0,1.45,NA,11276,FleaFlicker,12317,0,0,0,NA,NA,NA,NA,NA,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,10.3,5%,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,NE,NA,1,1,10.5,NA,NA,0.1,0,1.45,NA,13377,FleaFlicker,13994,0,0,0,NA,NA,NA,NA,NA,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,10.5,3%,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,CHI,NA,1.2,1.2,9.8,NA,NA,0.1,0,1.34,NA,13489,FleaFlicker,13427,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,9.8,11%,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,0.8,0.8,8.2,NA,NA,0.1,0,1.22,NA,15644,FleaFlicker,14875,0,0,0,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,8.2,5%,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,0.7,0.7,7.7,NA,NA,0.1,0,1.13,NA,12887,FleaFlicker,13246,0,0,0,NA,NA,NA,NA,NA,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,7.7,5%,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.8,0.8,7.7,NA,NA,0.1,0,1.11,NA,17649,FleaFlicker,16221,0,0,0,NA,NA,NA,NA,NA,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7.7,19%,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,0.9,0.9,8.5,NA,NA,0,0,1.07,NA,16360,FleaFlicker,15344,0,0,0,NA,NA,NA,NA,NA,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,8.5,3%,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Cager,TE,NYG,NA,0.8,0.8,7.7,NA,NA,0.1,0,1.05,NA,15979,FleaFlicker,15041,0,0,0,NA,NA,NA,NA,NA,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,7.7,0%,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,0.7,0.7,6.9,NA,NA,0.1,0,0.97,NA,14749,FleaFlicker,14209,0,0,0,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,6.9,3%,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,0.6,0.6,6.5,NA,NA,0.1,0,0.96,NA,16420,FleaFlicker,15330,0,0,0,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,6.5,5%,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,ATL,NA,0.6,0.6,5.8,NA,NA,0.1,0,0.92,NA,11331,FleaFlicker,12309,0,0,0,NA,NA,NA,NA,NA,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,5.8,0%,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,0.5,0.5,6,NA,NA,0.1,0,0.89,NA,14781,FleaFlicker,14239,0,0,0,NA,NA,NA,NA,NA,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,6,9%,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,0.5,0.5,6.5,NA,NA,0,0,0.89,NA,16927,FleaFlicker,15798,0,0,0,NA,NA,NA,NA,NA,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,TE39,0,6.5,19%,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.6,0.6,6.5,NA,NA,0,0,0.88,NA,16833,FleaFlicker,15796,0,0,0,NA,NA,NA,NA,NA,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,6.5,4%,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,0.5,0.5,5.3,NA,NA,0.1,0,0.83,NA,17675,FleaFlicker,16222,0,0,0,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,5.3,12%,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.6,0.6,5.9,NA,NA,0,0,0.81,NA,17726,FleaFlicker,16333,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5.9,3%,NA,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,0.6,0.6,5.5,NA,NA,0,0,0.79,NA,15567,FleaFlicker,14876,0,0,0,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,5.5,2%,NA,NA,NA,NA,NA,NA,NA,NA
IRTommy Sweeney,TE,NYG,NA,0.7,0.7,6,NA,NA,0,0,0.78,NA,14894,FleaFlicker,14294,0,0,0,NA,NA,NA,NA,NA,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,6,0%,NA,NA,NA,NA,NA,NA,NA,NA
Geoff Swaim,TE,ARI,NA,0.6,0.6,5.1,NA,NA,0,0,0.75,NA,11287,FleaFlicker,12378,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5.1,1%,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,0.5,0.5,5,NA,NA,0,0,0.73,NA,17730,FleaFlicker,16220,0,0,0,NA,NA,NA,NA,NA,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,5,3%,NA,NA,NA,NA,NA,NA,NA,NA
Blake Bell,TE,KC,NA,0.5,0.5,4.8,NA,NA,0,0,0.72,NA,11371,FleaFlicker,12213,0,0,0,NA,NA,NA,NA,NA,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4.8,1%,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,0.4,0.4,4.6,NA,NA,0,0,0.7,NA,14275,FleaFlicker,14370,0,0,0,NA,NA,NA,NA,NA,BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,4.6,1%,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,7.19,76.64,NA,NA,0.73,NA,12.03,NA,travis-kelce-1,NumberFire,11244,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,19.37,#20,36,1,15.62,19.23,15.62
Mark Andrews,TE,BAL,NA,NA,5.57,61.61,NA,NA,0.51,NA,9.16,NA,mark-andrews,NumberFire,13671,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,15.49,#8,58,2,11.97,14.78,11.97
T.J. Hockenson,TE,MIN,NA,NA,5.42,51.28,NA,NA,0.24,NA,6.53,NA,t-j-hockenson,NumberFire,14138,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,11.94,#15,100,3,9.24,11.98,9.24
Dalton Kincaid,TE,BUF,NA,NA,5.15,46.63,NA,NA,0.31,NA,6.49,NA,dalton-kincaid,NumberFire,16213,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,11.88,#17,101,4,9.08,11.67,9.08
Dallas Goedert,TE,PHI,NA,NA,4.36,47.3,NA,NA,0.29,NA,6.42,NA,dallas-goedert,NumberFire,13674,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,11.79,#3,102,5,8.63,10.83,8.63
Taysom Hill,TE,NO,NA,NA,1.11,10.74,NA,NA,0.09,NA,6.33,NA,taysom-hill,NumberFire,13424,6.03,26.85,0.28,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,11.67,#27,103,6,6.86,7.47,6.86
Kyle Pitts,TE,ATL,NA,NA,3.81,46.62,NA,NA,0.24,NA,6.12,NA,kyle-pitts,NumberFire,15329,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,11.38,#16,107,7,8.01,9.92,8.01
Dalton Schultz,TE,HOU,NA,NA,3.74,37.31,NA,NA,0.27,NA,5.37,NA,dalton-schultz,NumberFire,13772,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,10.37,#14,122,8,7.22,9.1,7.22
David Njoku,TE,CLE,NA,NA,3.63,36.81,NA,NA,0.23,NA,5.04,NA,david-njoku,NumberFire,13192,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,9.92,#31,128,9,6.86,8.69,6.86
Trey McBride,TE,ARI,NA,NA,3.94,40.63,NA,NA,0.15,NA,4.94,NA,trey-mcbride,NumberFire,15794,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,9.79,#2,130,10,6.91,8.9,6.91
Logan Thomas,TE,WSH,NA,NA,3.41,31.22,NA,NA,0.21,NA,4.37,NA,logan-thomas,NumberFire,11647,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9.02,#22,139,11,6.07,7.79,6.07
Cole Kmet,TE,CHI,NA,NA,3.61,31.95,NA,NA,0.15,NA,4.06,NA,cole-kmet,NumberFire,14867,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,8.6,#7,147,12,5.86,7.7,5.86
Luke Musgrave,TE,GB,NA,NA,2.75,29,NA,NA,0.18,NA,3.99,NA,luke-musgrave,NumberFire,16215,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,8.5,#23,148,13,5.36,6.74,5.36
Gerald Everett,TE,LAC,NA,NA,2.78,29.31,NA,NA,0.18,NA,3.98,NA,gerald-everett,NumberFire,13236,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,8.49,#9,149,14,5.36,6.78,5.36
Juwan Johnson,TE,NO,NA,NA,2.54,26.64,NA,NA,0.21,NA,3.91,NA,juwan-johnson,NumberFire,14861,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,8.4,#27,152,15,5.21,6.48,5.21
Hunter Henry,TE,NE,NA,NA,2.53,26.63,NA,NA,0.2,NA,3.85,NA,hunter-henry,NumberFire,12676,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.32,#28,155,16,5.13,6.4,5.13
Jake Ferguson,TE,DAL,NA,NA,2.88,27.53,NA,NA,0.17,NA,3.76,NA,jake-ferguson,NumberFire,15799,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67,8.19,#13,159,17,5.21,6.66,5.21
Chigoziem Okonkwo,TE,TEN,NA,NA,2.84,28.53,NA,NA,0.11,NA,3.69,NA,chigoziem-okonkwo,NumberFire,15889,0.28,1.2,0.01,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72,8.1,#6,161,18,5.11,6.54,5.11
Irv Smith Jr.,TE,CIN,NA,NA,2.82,23.83,NA,NA,0.2,NA,3.54,NA,irv-smith-jr,NumberFire,14141,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.82,7.9,#11,163,19,4.95,6.39,4.95
Tyler Higbee,TE,LA,NA,NA,2.84,26.53,NA,NA,0.14,NA,3.47,NA,tyler-higbee,NumberFire,12678,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86,7.8,#24,164,20,4.91,6.34,4.91
Tyler Conklin,TE,NYJ,NA,NA,2.55,26.77,NA,NA,0.12,NA,3.35,NA,tyler-conklin,NumberFire,13675,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,7.64,#29,171,21,4.63,5.94,4.63
Jonnu Smith,TE,ATL,NA,NA,2.42,23.87,NA,NA,0.17,NA,3.35,NA,jonnu-smith,NumberFire,13193,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,7.64,#16,171,21,4.56,5.8,4.56
Michael Mayer,TE,LV,NA,NA,2.59,25.44,NA,NA,0.12,NA,3.28,NA,michael-mayer,NumberFire,16212,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.54,#18,178,23,4.56,5.86,4.56
Cade Otton,TE,TB,NA,NA,2.69,24.16,NA,NA,0.12,NA,3.14,NA,cade-otton,NumberFire,15802,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.36,#19,185,24,4.48,5.84,4.48
Daniel Bellinger,TE,NYG,NA,NA,2.59,22.8,NA,NA,0.12,NA,2.99,NA,daniel-bellinger,NumberFire,15873,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17,7.15,#30,189,25,4.28,5.58,4.28
Hayden Hurst,TE,CAR,NA,NA,2.16,18.64,NA,NA,0.12,NA,2.55,NA,hayden-hurst,NumberFire,13680,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46,6.56,#25,199,26,3.62,4.72,3.62
Mike Gesicki,TE,NE,NA,NA,1.84,17.03,NA,NA,0.13,NA,2.5,NA,michael-gesicki,NumberFire,13672,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,6.49,#28,203,27,3.4,4.32,3.4
Noah Fant,TE,SEA,NA,NA,1.92,18.83,NA,NA,0.09,NA,2.46,NA,noah-fant,NumberFire,14137,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.44,#1,205,28,3.38,4.34,3.38
Kylen Granson,TE,IND,NA,NA,1.55,16.52,NA,NA,0.11,NA,2.31,NA,kylen-granson,NumberFire,15419,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,#26,210,29,3.07,3.85,3.07
Jordan Akins,TE,CLE,NA,NA,1.61,17.12,NA,NA,0.1,NA,2.28,NA,jordan-akins,NumberFire,13753,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63,6.19,#31,211,30,3.1,3.91,3.1
Donald Parham Jr.,TE,LAC,NA,NA,1.4,15.34,NA,NA,0.11,NA,2.19,NA,donald-parham-jr,NumberFire,14341,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.69,6.07,#9,213,31,2.89,3.59,2.89
Connor Heyward,TE,PIT,NA,NA,1.53,15.93,NA,NA,0.1,NA,2.17,NA,connor-heyward,NumberFire,15800,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.04,#21,214,32,2.96,3.72,2.96
Austin Hooper,TE,LV,NA,NA,1.4,13.7,NA,NA,0.07,NA,1.78,NA,austin-hooper,NumberFire,12677,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#18,230,33,2.49,3.19,2.49
Noah Gray,TE,KC,NA,NA,1.08,10.64,NA,NA,0.09,NA,1.62,NA,noah-gray-1,NumberFire,15337,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06,5.3,#20,234,34,2.14,2.68,2.14
