player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
Mitch Trubisky,QB,PIT,NA,0,0,5.9,NA,0,0.1,0,0,0,NA,0,NA,0.35,NA,12893,FleaFlicker,13115,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0/0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,31.64,21.37,237.66,NA,1.64,0.7,NA,8.64,50.91,NA,0.35,NA,21.33,NA,lamar-jackson,NumberFire,13593,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.49,29.17,#20,1,1,22.04,8100,2.72,22.36,22.04,NA
Josh Allen,QB,BUF,NA,33.27,22.76,232.3,NA,1.48,0.73,NA,7.77,40.43,NA,0.48,NA,20.11,NA,josh-allen,NumberFire,13589,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.33,27.89,#6,2,2,20.85,9000,2.32,21.19,20.85,NA
Dak Prescott,QB,DAL,NA,34.4,23.61,260.19,NA,1.83,0.71,NA,4.95,20.33,NA,0.29,NA,19.6,NA,dak-prescott,NumberFire,12620,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85,27.35,#28,3,3,20.27,8500,2.38,20.58,20.27,NA
Patrick Mahomes,QB,KC,NA,35.63,24.14,253.84,NA,1.86,0.62,NA,4.74,23.03,NA,0.16,NA,19.25,NA,patrick-mahomes,NumberFire,13116,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51,26.99,#16,4,4,19.88,9200,2.16,20.12,19.88,NA
C.J. Stroud,QB,HOU,NA,35.31,23.37,270.78,NA,2.03,0.64,NA,2.46,10.66,NA,0.12,NA,19.22,NA,c-j-stroud,NumberFire,16150,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.48,26.96,#30,5,5,19.84,8000,2.48,20.03,19.84,NA
Jalen Hurts,QB,PHI,NA,32.76,21.62,230.18,NA,1.26,0.68,NA,8.65,39.76,NA,0.42,NA,19.03,NA,jalen-hurts,NumberFire,14783,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,26.76,#4,6,6,19.76,8900,2.22,19.97,19.76,NA
Kyler Murray,QB,ARI,NA,31.62,21.46,226.42,NA,1.52,0.63,NA,7.14,34.88,NA,0.36,NA,18.93,NA,kyler-murray,NumberFire,14056,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21,26.65,#24,7,7,19.53,7600,2.57,19.89,19.53,NA
Tua Tagovailoa,QB,MIA,NA,34.58,23.71,271.93,NA,2.11,0.75,NA,1.83,7.49,NA,0.1,NA,18.9,NA,tua-tagovailoa,NumberFire,14778,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.18,26.62,#23,8,8,19.68,8400,2.34,19.86,19.68,NA
Jared Goff,QB,DET,NA,36.22,24.74,275.59,NA,1.98,0.69,NA,1.66,5.94,NA,0.09,NA,18.44,NA,jared-goff,NumberFire,12611,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,26.13,#26,9,9,19.13,7900,2.42,19.32,19.13,NA
Sam Howell,QB,WSH,NA,34.52,22.49,251.64,NA,1.65,0.77,NA,4.38,19.8,NA,0.18,NA,17.87,NA,sam-howell,NumberFire,15693,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21,25.53,#27,11,10,18.66,7700,2.42,18.86,18.66,NA
Joe Burrow,QB,CIN,NA,36.49,23.85,244.05,NA,1.61,0.72,NA,5.23,22.09,NA,0.19,NA,17.86,NA,joe-burrow,NumberFire,14777,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,25.52,#2,12,11,18.57,7800,2.38,18.75,18.57,NA
Justin Herbert,QB,LAC,NA,34.52,22.9,251.27,NA,1.5,0.62,NA,4.4,19.03,NA,0.19,NA,17.66,NA,justin-herbert,NumberFire,14779,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.01,25.31,#18,13,12,18.25,8800,2.07,18.41,18.25,NA
Justin Fields,QB,CHI,NA,29.03,18.06,209.96,NA,1.27,0.76,NA,8.04,42.48,NA,0.32,NA,17.58,NA,justin-fields,NumberFire,15238,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93,25.23,#17,14,13,18.33,7400,2.48,18.65,18.33,NA
Brock Purdy,QB,SF,NA,30.42,20.36,237.14,NA,1.68,0.67,NA,3.22,12.88,NA,0.15,NA,16.73,NA,brock-purdy,NumberFire,15698,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13,24.33,#12,15,14,17.4,7500,2.32,17.61,17.4,NA
Russell Wilson,QB,DEN,NA,28.79,19.11,199.92,NA,1.47,0.49,NA,5.45,29.88,NA,0.18,NA,16.55,NA,russell-wilson,NumberFire,10703,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.96,24.14,#10,16,15,17.01,7300,2.33,17.27,17.01,NA
Trevor Lawrence,QB,JAC,NA,32.88,22.24,238.92,NA,1.37,0.7,NA,4.71,19.71,NA,0.22,NA,16.28,NA,trevor-lawrence,NumberFire,15237,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,23.85,#25,18,16,17.01,7000,2.43,17.37,17.01,NA
Joshua Dobbs,QB,MIN,NA,35.57,23.97,241.27,NA,1.26,0.77,NA,5.56,24.29,NA,0.2,NA,16.26,NA,joshua-dobbs,NumberFire,13119,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.69,23.83,#32,19,17,17.01,7500,2.27,17.33,17.01,NA
Geno Smith,QB,SEA,NA,34.63,22.31,244.78,NA,1.57,0.95,NA,3.43,14.65,NA,0.13,NA,16.16,NA,geno-smith-1,NumberFire,11150,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59,23.73,#22,20,18,17.07,6900,2.47,17.27,17.07,NA
Jordan Love,QB,GB,NA,32.44,20.22,236.42,NA,1.31,0.77,NA,3.85,16.16,NA,0.17,NA,15.45,NA,jordan-love,NumberFire,14782,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.93,22.97,#29,22,19,16.2,7300,2.22,16.43,16.2,NA
Matthew Stafford,QB,LA,NA,33.03,20.59,232.46,NA,1.67,0.71,NA,1.41,5.56,NA,0.06,NA,15.39,NA,matthew-stafford,NumberFire,9431,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87,22.91,#15,23,20,16.08,6700,2.4,16.18,16.08,NA
Tommy DeVito,QB,NYG,NA,28.19,17.96,196.03,NA,0.78,0.64,NA,6.84,29.17,NA,0.17,NA,13.09,NA,tommy-devito,NumberFire,16441,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,20.45,#31,28,21,13.76,6300,2.18,14.05,13.76,NA
Bryce Young,QB,CAR,NA,33.06,20.51,207.82,NA,0.94,0.73,NA,4.05,17.81,NA,0.12,NA,12.7,NA,bryce-young,NumberFire,16148,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37,20.03,#3,30,22,13.44,6400,2.1,13.68,13.44,NA
Dorian Thompson-Robinson,QB,CLE,NA,29.07,17.27,187.65,NA,0.74,0.98,NA,7.74,32.59,NA,0.24,NA,12.53,NA,dorian-thompson-robinson,NumberFire,16158,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,19.85,#9,33,23,13.49,6000,2.25,13.88,13.49,NA
Will Levis,QB,TEN,NA,31.55,19.73,216.9,NA,0.95,0.69,NA,2.68,11.5,NA,0.08,NA,12.48,NA,will-levis,NumberFire,16149,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,19.8,#8,34,24,13.18,6600,2,13.34,13.18,NA
Baker Mayfield,QB,TB,NA,33.47,21.94,228.85,NA,0.84,0.9,NA,3.67,14.33,NA,0.09,NA,12.31,NA,baker-mayfield,NumberFire,13590,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19.62,#5,39,25,13.19,6800,1.94,13.43,13.19,NA
Aidan O'Connell,QB,LV,NA,31.94,21.19,220.39,NA,0.96,0.71,NA,1.9,8.3,NA,0.06,NA,12.15,NA,aidan-o-connell,NumberFire,16159,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,19.44,#19,41,26,12.86,6500,1.98,13.04,12.86,NA
Zach Wilson,QB,NYJ,NA,30.55,19.26,196.5,NA,0.78,0.71,NA,4.31,18.56,NA,0.15,NA,11.89,NA,zach-wilson,NumberFire,15239,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,19.16,#11,44,27,12.61,6300,2,12.86,12.61,NA
Kenny Pickett,QB,PIT,NA,29.66,17.56,188.53,NA,0.73,0.64,NA,3.75,14.69,NA,0.14,NA,11.26,NA,kenny-pickett,NumberFire,15692,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,18.48,#1,49,28,11.93,6400,1.86,12.07,11.93,NA
Patrick Mahomes,QB,KC,NA,NA,NA,305.39,NA,2.15,0.82,NA,NA,23.72,NA,0.16,0.02,22.65,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Jared Goff,QB,DET,NA,NA,NA,311.34,NA,2.08,0.66,NA,NA,6.39,NA,0.08,0.09,20.57,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Jalen Hurts,QB,PHI,NA,NA,NA,237.25,NA,1.46,0.75,NA,NA,43.6,NA,0.36,0.08,20.45,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Josh Allen,QB,BUF,NA,NA,NA,247.9,NA,1.68,0.93,NA,NA,34.85,NA,0.31,0.15,20.32,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
Lamar Jackson,QB,BAL,NA,NA,NA,222.48,NA,1.38,0.67,NA,NA,44.44,NA,0.41,0.09,19.98,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
C.J. Stroud,QB,HOU,NA,NA,NA,287.93,NA,1.92,0.65,NA,NA,9.79,NA,0.14,0.08,19.7,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Sam Howell,QB,WAS,NA,NA,NA,281.87,NA,1.88,0.89,NA,NA,16.27,NA,0.17,0.06,19.68,NA,2568333,NFL,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Brock Purdy,QB,SF,NA,NA,NA,276.47,NA,1.9,0.8,NA,NA,15.97,NA,0.16,0.05,19.64,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Dak Prescott,QB,DAL,NA,NA,NA,271.78,NA,1.92,0.82,NA,NA,15.95,NA,0.2,0.12,19.59,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Kyler Murray,QB,ARI,NA,NA,NA,242.55,NA,1.37,0.75,NA,NA,38.55,NA,0.28,0.07,19.4,NA,2562382,NFL,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Justin Herbert,QB,LAC,NA,NA,NA,269.81,NA,1.83,0.81,NA,NA,16.4,NA,0.16,0.03,19.29,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Joshua Dobbs,QB,MIN,NA,NA,NA,238.94,NA,1.46,0.88,NA,NA,34.6,NA,0.28,0.09,18.86,NA,2558167,NFL,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Justin Fields,QB,CHI,NA,NA,NA,205.53,NA,1.31,0.74,NA,NA,48.06,NA,0.28,0.03,18.53,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Joe Burrow,QB,CIN,NA,NA,NA,266.88,NA,1.58,0.84,NA,NA,18.9,NA,0.12,0.03,18.19,NA,2563722,NFL,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Trevor Lawrence,QB,JAX,NA,NA,NA,253.16,NA,1.57,0.83,NA,NA,23.41,NA,0.16,0.16,17.99,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Tua Tagovailoa,QB,MIA,NA,NA,NA,269.6,NA,1.82,0.75,NA,NA,8.16,NA,0.07,0.11,17.64,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Matthew Stafford,QB,LA,NA,NA,NA,264.09,NA,1.77,0.71,NA,NA,3.4,NA,0.05,0.05,17.02,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Geno Smith,QB,SEA,NA,NA,NA,253.54,NA,1.54,0.66,NA,NA,12.87,NA,0.13,0.08,16.95,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Baker Mayfield,QB,TB,NA,NA,NA,251.9,NA,1.52,0.83,NA,NA,15.95,NA,0.1,0.05,16.85,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Russell Wilson,QB,DEN,NA,NA,NA,216.91,NA,1.46,0.59,NA,NA,22.93,NA,0.19,0.02,16.79,NA,2532975,NFL,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jordan Love,QB,GB,NA,NA,NA,244.96,NA,1.52,1.04,NA,NA,16.7,NA,0.17,0.06,16.57,NA,2564007,NFL,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Will Levis,QB,TEN,NA,NA,NA,237.07,NA,1.29,0.98,NA,NA,13,NA,0.13,0.05,14.76,NA,2569798,NFL,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Bryce Young,QB,CAR,NA,NA,NA,211.5,NA,1.26,0.81,NA,NA,13.89,NA,0.11,0.09,13.89,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Tommy DeVito,QB,NYG,NA,NA,NA,173.1,NA,1.04,0.75,NA,NA,28.8,NA,0.18,0.09,13.48,NA,2570578,NFL,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Kenny Pickett,QB,PIT,NA,NA,NA,185.76,NA,1.02,0.85,NA,NA,17.73,NA,0.15,0.04,12.56,NA,2568162,NFL,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Zach Wilson,QB,NYJ,NA,NA,NA,207.25,NA,0.94,0.97,NA,NA,15.01,NA,0.13,0.08,12.49,NA,2566391,NFL,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Dorian Thompson-Robinson,QB,CLE,NA,NA,NA,183.21,NA,1.08,1.12,NA,NA,21.45,NA,0.15,0.06,12.45,NA,2569672,NFL,16158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Aidan O'Connell,QB,LV,NA,NA,NA,214.81,NA,1.18,1.19,NA,NA,4.95,NA,0.08,0.06,11.89,NA,2570044,NFL,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Carson Wentz,QB,LA,NA,NA,NA,29.72,NA,0.07,0.15,NA,NA,NA,NA,0.02,0.01,1.27,NA,2555259,NFL,12610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,NA,NA,25.62,NA,0.05,0.09,NA,NA,0.61,NA,0.02,0.02,1.19,NA,2559242,NFL,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,NA,NA,15.42,NA,0.09,0.11,NA,NA,0.47,NA,0.03,0.01,0.96,NA,2563560,NFL,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,NA,NA,18.61,NA,0.1,0.12,NA,NA,NA,NA,NA,NA,0.9,NA,2532956,NFL,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,NA,NA,16.08,NA,0.05,0.07,NA,NA,0.02,NA,0.03,0.01,0.87,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Bagent,QB,CHI,NA,NA,NA,17.89,NA,0.08,0.21,NA,NA,0.44,NA,0.02,0.01,0.76,NA,2570467,NFL,16384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,WAS,NA,NA,NA,13.58,NA,0.04,0.03,NA,NA,0.19,NA,0.02,0.01,0.76,NA,2555261,NFL,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Barkley,QB,NYG,NA,NA,NA,17.13,NA,0.05,0.11,NA,NA,NA,NA,0.01,0.01,0.71,NA,2539308,NFL,11151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,QB,GB,NA,NA,NA,13.21,NA,0.05,0.1,NA,NA,0.05,NA,0.02,0.01,0.71,NA,2569762,NFL,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
C.J. Beathard,QB,JAX,NA,NA,NA,12.86,NA,0.03,0.04,NA,NA,0.1,NA,0.02,0.01,0.66,NA,2557922,NFL,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,NA,NA,13.56,NA,0.04,0.07,NA,NA,NA,NA,0.01,0.01,0.66,NA,2566136,NFL,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Andy Dalton,QB,CAR,NA,NA,NA,11.89,NA,0.05,0.08,NA,NA,NA,NA,0.01,NA,0.64,NA,2495143,NFL,10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Mitchell Trubisky,QB,PIT,NA,NA,NA,11.75,NA,0.07,0.09,NA,NA,0.08,NA,0.01,NA,0.64,NA,2558008,NFL,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,DET,NA,NA,NA,12.92,NA,0.04,0.07,NA,NA,0.01,NA,0.01,0.01,0.58,NA,2543465,NFL,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
