team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
NA,0.6,0,2.6,NA,0.5,0.7,0.1,24.2,NA,NA,NA,358.2,NA,5.6,NA,FantasyPros,0528,8280,DST,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.6,0.9,0.1,24.6,NA,NA,NA,389.2,NA,5.4,NA,FantasyPros,0509,8140,DST,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.6,0.9,0.1,24.9,NA,NA,NA,365,NA,5.3,NA,FantasyPros,0515,8260,DST,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1.2,0,3.2,NA,1.1,NA,0.5,18.9,NA,NA,NA,311.9,NA,15.6,NA,FantasySharks,0516,NA,D,"Cowboys, Dallas",NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.7,0,4,NA,0.6,NA,0.2,19.8,NA,NA,NA,284.7,NA,14.2,NA,FantasySharks,0518,NA,D,"Eagles, Philadelphia",NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,1.5,0,2.4,NA,0.5,NA,0,13.7,NA,NA,NA,269.2,NA,14.1,NA,FantasySharks,0530,NA,D,"49ers, San Francisco",NA,NA,NA,NA,@LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.9,0.1,2.5,NA,0.8,NA,0.1,16.4,NA,NA,NA,262.3,NA,13.2,NA,FantasySharks,0514,NA,D,"Chargers, Los Angeles",NA,NA,NA,NA,@TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,1.1,0,2.9,NA,0.6,NA,0.5,24,NA,NA,NA,333,NA,13.2,NA,FantasySharks,0504,NA,D,"Patriots, New England",NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.9,0,2.8,NA,0.8,NA,0.5,24,NA,NA,NA,335,NA,13.2,NA,FantasySharks,0502,NA,D,"Colts, Indianapolis",NA,NA,NA,NA,@HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.5,0,3,NA,0.7,NA,0.2,16.3,NA,NA,NA,243.8,NA,13,NA,FantasySharks,0520,NA,D,"Commanders, Washington",NA,NA,NA,NA,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.7,0,2.7,NA,0.9,NA,0,16.8,NA,NA,NA,252.6,NA,12.4,NA,FantasySharks,0525,NA,D,"Buccaneers, Tampa Bay",NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.5,0,2.9,NA,0.5,NA,0.1,18.2,NA,NA,NA,245,NA,12.3,NA,FantasySharks,0517,NA,D,"Giants, New York",NA,NA,NA,NA,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.1,0,2.9,NA,0.3,NA,0,18.2,NA,NA,NA,275.3,NA,12.2,NA,FantasySharks,0510,NA,D,"Steelers, Pittsburgh",NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,0,2.2,NA,0.6,NA,0.3,20.2,NA,NA,NA,331.1,NA,11.9,NA,FantasySharks,0522,NA,D,"Lions, Detroit",NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,1.1,0,2.3,NA,0.6,NA,0.4,22.1,NA,NA,NA,341,NA,11.8,NA,FantasySharks,0523,NA,D,"Packers, Green Bay",NA,NA,NA,NA,@ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.5,0,3,NA,0.6,NA,0,15.1,NA,NA,NA,285.3,NA,11.7,NA,FantasySharks,0531,NA,D,"Ravens, Baltimore",NA,NA,NA,NA,@CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1.2,0.1,1.9,NA,0.4,NA,0,18.9,NA,NA,NA,266.4,NA,11.6,NA,FantasySharks,0511,NA,D,"Broncos, Denver",NA,NA,NA,NA,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,0,2.9,NA,0.7,NA,0.3,23.4,NA,NA,NA,320.7,NA,11.3,NA,FantasySharks,0519,NA,D,"Cardinals, Arizona",NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.9,0,2.4,NA,0.8,NA,0.1,18.3,NA,NA,NA,308.2,NA,11.2,NA,FantasySharks,0506,NA,D,"Bengals, Cincinnati",NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1.1,0.1,2.5,NA,0.7,NA,0.1,23,NA,NA,NA,315,NA,11,NA,FantasySharks,0532,NA,D,"Texans, Houston",NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.7,0,2.9,NA,0.6,NA,0.1,22.5,NA,NA,NA,346.4,NA,10.4,NA,FantasySharks,0512,NA,D,"Chiefs, Kansas City",NA,NA,NA,NA,@JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.7,0,1.8,NA,0.4,NA,0.2,20,NA,NA,NA,333,NA,10.4,NA,FantasySharks,0507,NA,D,"Browns, Cleveland",NA,NA,NA,NA,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.8,0,2.7,NA,0.1,NA,0.1,19.6,NA,NA,NA,338.5,NA,10.2,NA,FantasySharks,0529,NA,D,"Saints, New Orleans",NA,NA,NA,NA,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,2.6,NA,0.4,NA,0.1,18.7,NA,NA,NA,303,NA,10.2,NA,FantasySharks,0527,NA,D,"Panthers, Carolina",NA,NA,NA,NA,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,0.1,2.2,NA,0.4,NA,0.1,20.5,NA,NA,NA,348.7,NA,10.2,NA,FantasySharks,0501,NA,D,"Bills, Buffalo",NA,NA,NA,NA,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.8,0.1,2.7,NA,0.3,NA,0.1,20.1,NA,NA,NA,356.5,NA,9.6,NA,FantasySharks,0505,NA,D,"Jets, New York",NA,NA,NA,NA,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.5,0,1.9,NA,0.8,NA,0.2,25.2,NA,NA,NA,404.2,NA,7.6,NA,FantasySharks,0509,NA,D,"Jaguars, Jacksonville",NA,NA,NA,NA,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,0,2.1,NA,0.3,NA,0,22,NA,NA,NA,382.3,NA,7.3,NA,FantasySharks,0508,NA,D,"Titans, Tennessee",NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.3,0,1.8,NA,0.3,NA,0.1,23.4,NA,NA,NA,350.8,NA,7,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.3,0.1,2.2,NA,0.2,NA,0.1,27,NA,NA,NA,355.1,NA,6.9,NA,FantasySharks,0503,NA,D,"Dolphins, Miami",NA,NA,NA,NA,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,0,1.8,NA,0.1,NA,0.1,24.9,NA,NA,NA,392.1,NA,6.7,NA,FantasySharks,0528,NA,D,"Rams, Los Angeles",NA,NA,NA,NA,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.6,0,1,NA,0.4,NA,0.1,22.2,NA,NA,NA,379.9,NA,6.7,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.6,0,1.5,NA,0.3,NA,0.1,28.5,NA,NA,NA,394.3,NA,5.8,NA,FantasySharks,0524,NA,D,"Vikings, Minnesota",NA,NA,NA,NA,@PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,0,0.9,NA,0.4,NA,0,29.3,NA,NA,NA,362.8,NA,5.2,NA,FantasySharks,0521,NA,D,"Bears, Chicago",NA,NA,NA,NA,@TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.6,0,1.6,NA,0.2,NA,0,31.9,NA,NA,NA,471.4,NA,4.6,NA,FantasySharks,0515,NA,D,"Seahawks, Seattle",NA,NA,NA,NA,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.9,NA,3.7,NA,0.7,1,0.1,18.9,NA,NA,NA,307.3,NA,12.76,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,CHISun 1:00 PM,5,NA,D/ST16,0,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,NA,3.2,NA,0.7,1.1,0.2,16.1,NA,NA,NA,297.1,NA,12.69,NA,FleaFlicker,0516,2336,DST,Dallas Cowboys,NA,NA,NA,NA,NYJSun 4:25 PM,7,NA,D/ST1,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,3.5,NA,0.6,1,0.2,20.2,NA,NA,NA,335.6,NA,12.31,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,MINW 34-28,10,12.31,D/ST3,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,NA,3.4,NA,0.6,0.9,0.1,20.8,NA,NA,NA,322.1,NA,11.83,NA,FleaFlicker,0520,2359,DST,Washington Commanders,NA,NA,NA,NA,@DENSun 4:25 PM,14,NA,D/ST17,0,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.8,NA,3.5,NA,0.6,0.8,0.1,19.7,NA,NA,NA,349.7,NA,11.79,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,CLEMon 8:15 PM,6,NA,D/ST11,0,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,3.1,NA,0.7,0.9,0.1,19.8,NA,NA,NA,318.3,NA,11.3,NA,FleaFlicker,0532,2340,DST,Houston Texans,NA,NA,NA,NA,INDSun 1:00 PM,7,NA,NA,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,NA,3.1,NA,0.6,0.9,0.1,22.6,NA,NA,NA,341.6,NA,11.12,NA,FleaFlicker,0531,2330,DST,Baltimore Ravens,NA,NA,NA,NA,@CINSun 1:00 PM,13,NA,D/ST9,0,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.9,NA,2.9,NA,0.6,0.9,0.1,18.2,NA,NA,NA,315.3,NA,10.95,NA,FleaFlicker,0511,2337,DST,Denver Broncos,NA,NA,NA,NA,WASSun 4:25 PM,9,NA,D/ST7,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.9,NA,2.7,NA,0.7,1,0.1,19.4,NA,NA,NA,311.9,NA,10.91,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,@ARISun 4:05 PM,13,NA,NA,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.9,NA,2.7,NA,0.6,0.9,0.1,21.3,NA,NA,NA,340.2,NA,10.76,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,@TENSun 1:00 PM,5,NA,D/ST23,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,NA,3,NA,0.6,0.9,0.1,21.7,NA,NA,NA,324.2,NA,10.68,NA,FleaFlicker,0519,2328,DST,Arizona Cardinals,NA,NA,NA,NA,NYGSun 4:05 PM,14,NA,NA,0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,NA,2.7,NA,0.6,1,0.1,21.3,NA,NA,NA,312.5,NA,10.68,NA,FleaFlicker,0502,2341,DST,Indianapolis Colts,NA,NA,NA,NA,@HOUSun 1:00 PM,11,NA,D/ST22,0,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.9,NA,2.8,NA,0.5,0.7,0.1,19.3,NA,NA,NA,296.5,NA,10.62,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,@PITMon 8:15 PM,5,NA,D/ST12,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.8,NA,3,NA,0.5,0.8,0.1,16.5,NA,NA,NA,311.6,NA,10.58,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,@LARSun 4:05 PM,9,NA,D/ST2,0,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.9,NA,2.9,NA,0.5,0.7,0.1,18.1,NA,NA,NA,312.8,NA,10.57,NA,FleaFlicker,0529,2347,DST,New Orleans Saints,NA,NA,NA,NA,@CARMon 7:15 PM,11,NA,D/ST4,0,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.9,NA,2.7,NA,0.6,0.9,0.1,19.9,NA,NA,NA,343.3,NA,10.53,NA,FleaFlicker,0506,2334,DST,Cincinnati Bengals,NA,NA,NA,NA,BALSun 1:00 PM,7,NA,D/ST15,0,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,NA,2.5,NA,0.6,1,0.1,21.8,NA,NA,NA,353.6,NA,10.48,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,SEASun 1:00 PM,9,NA,D/ST20,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,NA,2.8,NA,0.5,0.8,0.1,21.1,NA,NA,NA,315,NA,10.19,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,@NESun 8:20 PM,10,NA,D/ST14,0,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.9,NA,2.6,NA,0.5,0.8,0.1,21,NA,NA,NA,359.5,NA,10.06,NA,FleaFlicker,0504,2346,DST,New England Patriots,NA,NA,NA,NA,MIASun 8:20 PM,11,NA,D/ST8,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.9,NA,2.6,NA,0.5,0.7,0.1,18.4,NA,NA,NA,333,NA,9.92,NA,FleaFlicker,0501,2331,DST,Buffalo Bills,NA,NA,NA,NA,LVSun 1:00 PM,13,NA,D/ST5,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,NA,2.7,NA,0.6,0.8,0.1,27.4,NA,NA,NA,378.6,NA,9.68,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,@PHIL 28-34,13,9.68,NA,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.8,NA,2.5,NA,0.5,0.7,0.1,23.3,NA,NA,NA,331.7,NA,9.67,NA,FleaFlicker,0505,2349,DST,New York Jets,NA,NA,NA,NA,@DALSun 4:25 PM,7,NA,D/ST6,0,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.7,NA,2.6,NA,0.6,0.8,0.1,21.2,NA,NA,NA,315.7,NA,9.66,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,@ATLSun 1:00 PM,6,NA,D/ST13,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.7,NA,2.6,NA,0.6,0.7,0.1,20.3,NA,NA,NA,329,NA,9.57,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,NOMon 7:15 PM,7,NA,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,NA,2.3,NA,0.7,1,0.1,22.2,NA,NA,NA,343,NA,9.51,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,@JACSun 1:00 PM,10,NA,D/ST10,0,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,NA,2.6,NA,0.5,0.7,0.1,22.8,NA,NA,NA,354.9,NA,9.18,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,LACSun 1:00 PM,7,NA,NA,0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,NA,2.6,NA,0.5,0.7,0.1,24.2,NA,NA,NA,358.1,NA,9.17,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,SFSun 4:05 PM,10,NA,NA,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,NA,2,NA,0.6,0.9,0.1,20.3,NA,NA,NA,341.3,NA,9,NA,FleaFlicker,0526,2329,DST,Atlanta Falcons,NA,NA,NA,NA,GBSun 1:00 PM,11,NA,D/ST19,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,NA,2.1,NA,0.6,0.8,0.1,22,NA,NA,NA,334,NA,9,NA,FleaFlicker,0521,2333,DST,Chicago Bears,NA,NA,NA,NA,@TBSun 1:00 PM,13,NA,NA,0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.8,NA,2.3,NA,0.5,0.7,0.1,26.5,NA,NA,NA,385.5,NA,8.89,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,@BUFSun 1:00 PM,13,NA,NA,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.7,NA,2,NA,0.6,0.9,0.1,24.6,NA,NA,NA,389.2,NA,8.76,NA,FleaFlicker,0509,2342,DST,Jacksonville Jaguars,NA,NA,NA,NA,KCSun 1:00 PM,9,NA,D/ST18,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,NA,2.1,NA,0.6,0.9,0.1,24.9,NA,NA,NA,365,NA,8.66,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,@DETSun 1:00 PM,5,NA,D/ST21,0,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.92,NA,2.59,NA,0.43,NA,0.23,15,NA,NA,NA,310.97,NA,9.42,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,2.95,15.89,#13,1,9.37,4500,2.08,9.37,4000,2.34,9.37,21,0.45,NA
TB,0.6,NA,3.88,NA,0.61,NA,0.2,19,NA,NA,NA,301.88,NA,9.02,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,2.63,15.41,#20,2,8.99,4100,2.19,8.99,3200,2.81,8.99,14,0.64,NA
NYG,0.99,NA,2.37,NA,0.62,NA,0.2,17.5,NA,NA,NA,320.85,NA,8.82,NA,NumberFire,0517,new-york-giants-dst,D,New York Giants D/ST,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,2.47,15.17,#26,3,8.81,4400,2,8.81,3800,2.32,8.81,14,0.63,NA
CHI,0.97,NA,3.34,NA,0.64,NA,0.18,21.5,NA,NA,NA,336.04,NA,8.51,NA,NumberFire,0521,chicago-dst,D,Chicago D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,2.22,14.8,#9,4,8.5,3900,2.18,8.5,2800,3.04,8.5,10,0.85,NA
DEN,0.67,NA,2.87,NA,0.47,NA,0.21,17.5,NA,NA,NA,320.22,NA,8.38,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,2.11,14.65,#24,5,8.37,4700,1.78,8.37,3900,2.15,8.37,12,0.7,NA
SF,0.79,NA,3.03,NA,0.39,NA,0.19,19.25,NA,NA,NA,327.62,NA,8.08,NA,NumberFire,0530,san-francisco-dst,D,San Francisco D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,1.87,14.29,#2,6,8.03,5000,1.61,8.03,4100,1.96,8.03,21,0.38,NA
PIT,0.6,NA,3.7,NA,0.42,NA,0.17,20.5,NA,NA,NA,352.56,NA,7.98,NA,NumberFire,0510,pittsburgh-dst,D,Pittsburgh D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,1.79,14.17,#19,7,7.91,3600,2.2,7.91,3400,2.33,7.91,14,0.57,NA
CLE,0.75,NA,2.53,NA,0.42,NA,0.2,18,NA,NA,NA,313.31,NA,7.94,NA,NumberFire,0507,cleveland-dst,D,Cleveland D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,1.76,14.12,#27,8,7.89,4400,1.79,7.89,3200,2.47,7.89,13,0.61,NA
PHI,0.7,NA,3.32,NA,0.53,NA,0.18,21.5,NA,NA,NA,337.75,NA,7.78,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,1.63,13.93,#14,9,7.78,4500,1.73,7.78,3000,2.59,7.78,19,0.41,NA
HOU,0.63,NA,2.19,NA,0.75,NA,0.19,19.25,NA,NA,NA,332.59,NA,7.59,NA,NumberFire,0532,houston-dst,D,Houston D/ST,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,1.48,13.7,#28,10,7.57,3400,2.23,7.57,3600,2.1,7.57,17,0.45,NA
NO,0.7,NA,2.24,NA,0.48,NA,0.21,18.25,NA,NA,NA,326.18,NA,7.57,NA,NumberFire,0529,new-orleans-dst,D,New Orleans D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,1.47,13.67,#29,11,7.55,4700,1.61,7.55,3300,2.29,7.55,15,0.5,NA
WSH,0.56,NA,3.4,NA,0.44,NA,0.17,21,NA,NA,NA,325.27,NA,7.48,NA,NumberFire,0520,washington-dst,D,Washington D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,1.39,13.57,#4,12,7.46,3900,1.91,7.46,3100,2.41,7.46,NA,NA,NA
BUF,0.79,NA,2.1,NA,0.57,NA,0.19,19.5,NA,NA,NA,333.01,NA,7.42,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,1.35,13.49,#5,13,7.39,4900,1.51,7.39,3700,2,7.39,18,0.41,NA
IND,0.67,NA,2.53,NA,0.6,NA,0.19,20.25,NA,NA,NA,331.56,NA,7.39,NA,NumberFire,0502,indianapolis-dst,D,Indianapolis D/ST,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,1.32,13.46,#30,14,7.37,4800,1.54,7.37,3400,2.17,7.37,19,0.39,NA
ATL,0.73,NA,2.08,NA,0.5,NA,0.19,18.75,NA,NA,NA,343.12,NA,7.36,NA,NumberFire,0526,atlanta-dst,D,Atlanta D/ST,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,1.3,13.42,#8,15,7.36,4000,1.84,7.36,2900,2.54,7.36,14,0.53,NA
LAC,0.69,NA,2.88,NA,0.56,NA,0.17,21.5,NA,NA,NA,347.51,NA,7.35,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,1.29,13.41,#21,16,7.3,4300,1.7,7.3,3500,2.09,7.3,12,0.61,NA
DET,0.69,NA,2.68,NA,0.4,NA,0.17,21.5,NA,NA,NA,355,NA,6.84,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,0.88,12.8,#16,17,6.8,4000,1.7,6.8,3000,2.27,6.8,10,0.68,NA
MIA,0.72,NA,2.41,NA,0.52,NA,0.17,22,NA,NA,NA,320.21,NA,6.74,NA,NumberFire,0503,miami-dst,D,Miami D/ST,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,0.8,12.68,#25,18,6.7,3700,1.81,6.7,3100,2.16,6.7,12,0.56,NA
