player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
OUTRashaad Penny,RB,PHI,NA,0,32.7,NA,0.3,0.4,0.4,2.1,NA,NA,0,0,5.22,NA,13772,FleaFlicker,13608,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB87,0.3,34.8,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,6.7,26.8,NA,0.2,1,1,7.8,NA,NA,0.1,0,4.72,NA,15539,FleaFlicker,14803,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB66,0.2,34.6,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,6.8,27.9,NA,0.2,0.8,0.8,4.8,NA,NA,0,0,4.66,NA,14700,FleaFlicker,14223,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB38,0.2,32.8,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,DEN,NA,2.2,11.4,NA,0.1,2.6,2.6,21.6,NA,NA,0.1,0,4.38,NA,13011,FleaFlicker,13133,@DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB54,0.2,33.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,5.5,20.3,NA,0.1,1.6,1.6,12,NA,NA,0.1,0,4.29,NA,17716,FleaFlicker,16175,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB41,0.2,32.4,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,BUF,NA,5.4,22.7,NA,0.2,1.1,1.1,7,NA,NA,0,0,4.25,NA,9504,FleaFlicker,11390,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB50,0.2,29.7,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,6,23.3,NA,0.2,0.9,0.9,5.8,NA,NA,0,0,4.09,NA,15904,FleaFlicker,14823,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB45,0.2,29.1,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,4.1,18.2,NA,0.1,1.7,1.7,12.1,NA,NA,0.1,0,4.03,NA,18238,FleaFlicker,16390,@DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB56,0.2,30.3,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,NYJ,NA,6.3,25,NA,0.1,1.2,1.2,8.2,NA,NA,0,0.1,3.98,NA,12929,FleaFlicker,13128,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB59,0.1,33.2,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTElijah Mitchell,RB,SF,NA,5,24.3,NA,0.2,0.5,0.5,3,NA,NA,0,0,3.91,NA,13728,FleaFlicker,15263,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB51,0.2,27.3,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,NA,4.7,20.9,NA,0.1,0.8,0.8,6.1,NA,NA,0,0,3.8,NA,9317,FleaFlicker,11225,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB76,0.2,27,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,4.2,15.9,NA,0.1,1.6,1.6,11,NA,NA,0.1,0,3.77,NA,16480,FleaFlicker,15255,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB55,0.2,26.8,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,5.8,21.8,NA,0.1,0.9,0.9,6.2,NA,NA,0,0,3.66,NA,15622,FleaFlicker,14807,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB57,0.1,28,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,4.9,18.7,NA,0.1,1,1,8.1,NA,NA,0,0,3.56,NA,15453,FleaFlicker,14331,BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB68,0.1,26.7,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,5,19.7,NA,0.1,0.7,0.7,5.2,NA,NA,0,0,3.39,NA,17756,FleaFlicker,16181,MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB67,0.2,24.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,LAR,NA,5.4,22.4,NA,0.1,0.3,0.3,2.2,NA,NA,0,0,3.33,NA,13796,FleaFlicker,13617,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB52,0.1,24.7,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,1.9,19.7,NA,0.1,0.6,0.6,5,NA,NA,0,0.1,3.31,NA,16918,FleaFlicker,15714,LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB62,0.2,24.8,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,5.6,18.6,NA,0.1,0.4,0.4,3,NA,NA,0,0,3.16,NA,16323,FleaFlicker,15257,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB96,0.2,21.6,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,TB,NA,3.7,15.2,NA,0.1,0.9,0.9,6.6,NA,NA,0,0,2.82,NA,13870,FleaFlicker,13726,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB80,0.1,21.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,3.4,13.5,NA,0.1,0.7,0.7,6,NA,NA,0,0,2.69,NA,14842,FleaFlicker,14095,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB79,0.1,19.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2.5,10.8,NA,0.1,1,1,6.5,NA,NA,0,0,2.4,NA,14767,FleaFlicker,14086,@JACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB63,0.1,17.2,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Spiller,RB,LAC,NA,3.5,14.4,NA,0.1,0.6,0.6,3.7,NA,NA,0,0,2.39,NA,16920,FleaFlicker,15709,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB77,0.1,18.1,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kene Nwangwu,RB,MIN,NA,3.6,11.5,NA,0.1,0.8,0.8,6,NA,NA,0,0,2.33,NA,16375,FleaFlicker,15414,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB99,0.1,17.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJaMycal Hasty,RB,NE,NA,4.4,12.5,NA,0.1,0.8,0.8,5.4,NA,NA,0,0,2.29,NA,15936,FleaFlicker,14821,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,17.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,1.4,11.6,NA,0.1,0.7,0.7,5,NA,NA,0,0,2.22,NA,14471,FleaFlicker,14017,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB53,0.1,16.6,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,3.3,12.2,NA,0.1,0.8,0.8,5.5,NA,NA,0,0,2.17,NA,13358,FleaFlicker,13378,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB75,0.1,17.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,SF,NA,1.8,10.1,NA,0.1,0.4,0.4,2.9,NA,NA,0,0,1.96,NA,17167,FleaFlicker,15972,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB72,0.1,12.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,2.5,10.3,NA,0.1,0.4,0.4,3.2,NA,NA,0,0,1.89,NA,16909,FleaFlicker,15733,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB64,0.1,13.5,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDamien Harris,RB,BUF,NA,0,11.4,NA,0.1,0.3,0.3,2,NA,NA,0,0,1.86,NA,14712,FleaFlicker,14075,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB89,0.1,13.5,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,2.8,10.5,NA,0.1,0.5,0.5,3.5,NA,NA,0,0,1.86,NA,17978,FleaFlicker,16385,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB65,0.1,13.9,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,NA,1.4,6.9,NA,0.1,0.9,0.9,6.5,NA,NA,0,0,1.79,NA,16618,FleaFlicker,15258,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB73,0.1,13.3,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Gaskin,RB,MIN,NA,2.9,11.7,NA,0.1,0.3,0.3,2.2,NA,NA,0,0,1.73,NA,14897,FleaFlicker,14081,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB93,0.1,13.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor,RB,GB,NA,1.3,7.3,NA,0.1,0.7,0.7,5.2,NA,NA,0,0,1.73,NA,16024,FleaFlicker,14817,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB82,0.1,12.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,GB,NA,1.7,7.5,NA,0.1,0.6,0.6,4.3,NA,NA,0,0,1.72,NA,12101,FleaFlicker,12630,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,11.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kevin Harris,RB,NE,NA,2.5,10,NA,0,0.3,0.3,2.5,NA,NA,0,0,1.55,NA,16946,FleaFlicker,15719,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,1.1,4.5,NA,0,0.9,0.9,6.4,NA,NA,0,0,1.43,NA,11207,FleaFlicker,12155,LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB78,0.1,10.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,1.1,4.2,NA,0,0.8,0.8,6,NA,NA,0,0,1.42,NA,17175,FleaFlicker,15730,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,10.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKendre Miller,RB,NO,NA,0,6.5,NA,0,0.4,0.4,3.3,NA,NA,0,0,1.39,NA,17661,FleaFlicker,16171,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB69,0.1,9.7,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,1.5,5.3,NA,0,0.6,0.6,4.3,NA,NA,0,0,1.3,NA,13581,FleaFlicker,13148,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,9.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez,RB,WAS,NA,0.6,9.2,NA,0.1,0.1,0.1,0.7,NA,NA,0,0,1.3,NA,17762,FleaFlicker,16174,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB70,0.1,9.8,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,1.9,5.9,NA,0.1,0.3,0.3,2.5,NA,NA,0,0,1.24,NA,13942,FleaFlicker,13814,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB85,0.1,8.4,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,1.2,8,NA,0.1,0.2,0.2,1.1,NA,NA,0,0,1.17,NA,17625,FleaFlicker,16164,BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB86,0.1,9.1,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Blackshear,RB,CAR,NA,1,4,NA,0,0.5,0.5,3.6,NA,NA,0,0,1.04,NA,17510,FleaFlicker,15973,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7.6,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKe'Shawn Vaughn,RB,TB,NA,0,7.5,NA,0,0.2,0.2,0.7,NA,NA,0,0,1.02,NA,15620,FleaFlicker,14810,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,8.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1,NA,0,0.6,0.6,5,NA,NA,0.1,0,0.96,NA,9410,FleaFlicker,11367,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.6,3.1,NA,0,0.5,0.5,3.3,NA,NA,0,0,0.92,NA,12694,FleaFlicker,12923,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,6.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJashaun Corbin,RB,NYG,NA,0,3.4,NA,0,0.4,0.4,2.6,NA,NA,0,0,0.84,NA,17495,FleaFlicker,15729,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Reynolds,RB,DET,NA,0.3,3.3,NA,0,0.2,0.2,1.8,NA,NA,0,0,0.75,NA,15434,FleaFlicker,14727,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB90,0,5.1,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDeuce Vaughn,RB,DAL,NA,0,4.1,NA,0,0.3,0.3,1.6,NA,NA,0,0,0.75,NA,17759,FleaFlicker,16176,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB91,0,5.7,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,0.2,2.6,NA,0,0.3,0.3,2.2,NA,NA,0,0,0.66,NA,15680,FleaFlicker,14815,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,4.8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTChris Evans,RB,CIN,NA,0,2.9,NA,0,0.2,0.2,1.8,NA,NA,0,0,0.65,NA,16458,FleaFlicker,15275,MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB97,0,4.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,18,83.62,NA,0.8,NA,4.72,37.17,NA,NA,0.36,NA,18.85,NA,christian-mccaffrey,NumberFire,13130,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,28.35,#31,5,1,21.16,23.66,9300,2.54,21.16,42,0.5,NA,NA
Kyren Williams,RB,LA,NA,20.43,88.5,NA,0.73,NA,2.46,18.85,NA,NA,0.19,NA,16.14,NA,kyren-williams,NumberFire,15710,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.53,24.75,#32,12,2,17.37,18.67,7500,2.49,17.37,33,0.53,NA,NA
Saquon Barkley,RB,NYG,NA,19.06,81.98,NA,0.36,NA,3.94,25.51,NA,NA,0.17,NA,13.81,NA,saquon-barkley,NumberFire,13604,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.96,21.66,#8,21,3,15.8,17.84,7300,2.44,15.8,29,0.54,NA,NA
Travis Etienne,RB,JAC,NA,17.05,73.05,NA,0.47,NA,3.06,26.75,NA,NA,0.12,NA,13.56,NA,travis-etienne,NumberFire,15253,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,21.33,#1,23,4,15.07,16.61,6800,2.44,15.07,NA,NA,NA,NA
Rachaad White,RB,TB,NA,18.43,75.6,NA,0.48,NA,3.25,21.75,NA,NA,0.12,NA,13.14,NA,rachaad-white,NumberFire,15721,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.51,20.77,#17,27,5,14.8,16.53,7000,2.36,14.8,27,0.55,NA,NA
Alvin Kamara,RB,NO,NA,14.51,61.75,NA,0.37,NA,4.69,34.91,NA,NA,0.16,NA,12.88,NA,alvin-kamara,NumberFire,13132,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.34,20.42,#16,28,6,15.23,17.58,8600,2.04,15.23,32,0.48,NA,NA
Derrick Henry,RB,TEN,NA,17.12,74.65,NA,0.57,NA,1.6,14.25,NA,NA,0.07,NA,12.74,NA,derrick-henry,NumberFire,12626,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,20.24,#22,30,7,13.55,14.35,6900,2.08,13.55,29,0.47,NA,NA
Joe Mixon,RB,CIN,NA,16.47,64.84,NA,0.55,NA,3.1,20.54,NA,NA,0.12,NA,12.59,NA,joe-mixon,NumberFire,13131,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,20.04,#6,31,8,14.13,15.69,6600,2.38,14.13,28,0.5,NA,NA
Breece Hall,RB,NYJ,NA,15.7,67.51,NA,0.39,NA,3.42,30.08,NA,NA,0.11,NA,12.58,NA,breece-hall,NumberFire,15708,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13,20.03,#7,32,9,14.29,16.11,6400,2.52,14.29,22,0.65,NA,NA
Ezekiel Elliott,RB,NE,NA,18.91,76.58,NA,0.34,NA,3.48,23.92,NA,NA,0.1,NA,12.49,NA,ezekiel-elliott,NumberFire,12625,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07,19.91,#11,35,10,14.23,16.09,5800,2.77,14.23,20,0.71,NA,NA
Raheem Mostert,RB,MIA,NA,14.87,73.69,NA,0.54,NA,1.81,13.83,NA,NA,0.1,NA,12.27,NA,raheem-mostert,NumberFire,12447,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.93,19.61,#4,39,11,13.16,14.24,7100,2.01,13.16,31,0.42,NA,NA
Tony Pollard,RB,DAL,NA,13.46,63.82,NA,0.35,NA,3.71,28.16,NA,NA,0.18,NA,12.17,NA,tony-pollard,NumberFire,14085,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,19.48,#13,40,12,14.01,16,6700,2.39,14.01,24,0.58,NA,NA
Javonte Williams,RB,DEN,NA,15.27,64.29,NA,0.37,NA,3.22,23.53,NA,NA,0.17,NA,12.03,NA,javonte-williams,NumberFire,15256,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,19.3,#23,41,13,13.65,15.27,5900,2.59,13.65,23,0.59,NA,NA
Bijan Robinson,RB,ATL,NA,14.83,64.3,NA,0.39,NA,3.45,24.02,NA,NA,0.14,NA,11.82,NA,bijan-robinson,NumberFire,16161,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,19.02,#30,44,14,13.58,15.4,6800,2.26,13.58,28,0.49,NA,NA
Jahmyr Gibbs,RB,DET,NA,11.31,50.83,NA,0.38,NA,3.67,26.54,NA,NA,0.21,NA,11.21,NA,jahmyr-gibbs,NumberFire,16162,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21,18.21,#24,47,15,13.05,14.94,6700,2.23,13.05,29,0.45,NA,NA
David Montgomery,RB,DET,NA,13.72,59.69,NA,0.54,NA,1.79,14.51,NA,NA,0.1,NA,11.03,NA,david-montgomery,NumberFire,14071,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09,17.97,#24,51,16,11.92,12.94,6400,2.02,11.92,28,0.43,NA,NA
James Conner,RB,ARI,NA,15.52,64.03,NA,0.46,NA,2.06,14.76,NA,NA,0.06,NA,11.02,NA,james-conner,NumberFire,13146,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,17.96,#5,52,17,12.03,13.07,5700,2.29,12.03,24,0.5,NA,NA
D'Andre Swift,RB,PHI,NA,12.98,58.45,NA,0.47,NA,2.43,16.45,NA,NA,0.11,NA,10.77,NA,d-andre-swift,NumberFire,14797,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,17.62,#28,56,18,11.95,13.29,6100,2.18,11.95,23,0.52,NA,NA
Austin Ekeler,RB,LAC,NA,13.16,56.85,NA,0.39,NA,3.21,24.05,NA,NA,0.1,NA,10.7,NA,austin-ekeler-1,NumberFire,13404,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87,17.53,#19,58,19,12.32,14.1,7100,1.99,12.32,32,0.39,NA,NA
A.J. Dillon,RB,GB,NA,15.27,62.93,NA,0.41,NA,1.71,14.39,NA,NA,0.07,NA,10.65,NA,aj-dillon,NumberFire,14805,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,17.46,#20,59,20,11.49,12.34,5300,2.33,11.49,16,0.72,NA,NA
Jerome Ford,RB,CLE,NA,13.61,57.79,NA,0.35,NA,2.72,20.44,NA,NA,0.11,NA,10.51,NA,jerome-ford,NumberFire,15713,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74,17.28,#18,60,21,11.9,13.3,5500,2.42,11.9,21,0.57,NA,NA
Brian Robinson,RB,WSH,NA,14.66,60.66,NA,0.39,NA,2.06,16.55,NA,NA,0.1,NA,10.41,NA,brian-robinson,NumberFire,15716,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,17.15,#21,61,22,11.43,12.6,6000,2.1,11.43,24,0.48,NA,NA
Chuba Hubbard,RB,CAR,NA,16.66,68.24,NA,0.33,NA,1.78,12.41,NA,NA,0.05,NA,10.29,NA,chuba-hubbard,NumberFire,15261,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59,16.99,#9,62,23,11.16,12.1,5600,2.16,11.16,19,0.59,NA,NA
Zack Moss,RB,IND,NA,13.42,57.05,NA,0.39,NA,1.77,13.44,NA,NA,0.1,NA,10,NA,zack-moss,NumberFire,14798,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,16.6,#10,64,24,10.87,11.77,6200,1.9,10.87,18,0.6,NA,NA
De'Von Achane,RB,MIA,NA,12.17,55.05,NA,0.4,NA,1.92,13.74,NA,NA,0.1,NA,9.75,NA,devon-achane,NumberFire,16167,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,16.27,#4,65,25,10.7,11.74,7200,1.63,10.7,34,0.31,NA,NA
