player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Kayshon Boutte,WR,NE,NA,NA,1.61,19.61,NA,NA,0.11,0,0,NA,0,NA,2.56,NA,kayshon-boutte,NumberFire,16193,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45,6.57,#24,208,91,3.37,4200,0.8,4.2,3000,1.4,3.37,10,0.34,NA
Jameson Williams,WR,DET,NA,NA,1.52,18.51,NA,NA,0.11,0,0,NA,0,NA,2.49,NA,jameson-williams,NumberFire,15756,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5,6.48,#8,211,92,3.25,5500,0.59,4.02,3600,1.12,3.25,14,0.23,NA
Mack Hollins,WR,ATL,NA,NA,1.28,17.82,NA,NA,0.1,0,0,NA,0,NA,2.37,NA,mack-hollins,NumberFire,13289,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.31,#23,212,93,3,5000,0.6,3.65,3300,1.11,3,10,0.3,NA
John Metchie III,WR,HOU,NA,NA,1.52,17.79,NA,NA,0.1,0,0,NA,0,NA,2.34,NA,john-metchie-iii,NumberFire,15759,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#9,214,94,3.1,4800,0.65,3.88,3100,1.25,3.1,10,0.31,NA
Jamison Crowder,WR,WSH,NA,NA,1.72,17.13,NA,NA,0.11,0,0,NA,0,NA,2.34,NA,jamison-crowder,NumberFire,12184,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#13,214,94,3.21,4400,0.73,4.08,3000,1.36,3.21,10,0.32,NA
Jamal Agnew,WR,JAC,NA,NA,1.75,16.52,NA,NA,0.1,0.27,1.47,NA,0.01,NA,2.31,NA,jamal-agnew,NumberFire,13308,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,#17,218,96,3.21,4500,0.71,4.15,3000,1.38,3.21,10,0.32,NA
Tim Jones,WR,JAC,NA,NA,1.42,16.97,NA,NA,0.1,0,0,NA,0,NA,2.28,NA,tim-jones,NumberFire,16005,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63,6.19,#17,219,97,2.97,4400,0.68,3.7,3000,1.23,2.97,10,0.3,NA
Isaiah Hodgins,WR,NYG,NA,NA,1.56,18.15,NA,NA,0.07,0,0,NA,0,NA,2.21,NA,isaiah-hodgins,NumberFire,14849,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.68,6.1,#3,221,98,2.98,5300,0.56,3.78,4300,0.88,2.98,10,0.3,NA
Randall Cobb,WR,NYJ,NA,NA,1.26,15.06,NA,NA,0.08,0,0,NA,0,NA,1.96,NA,randall-cobb,NumberFire,10308,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,5.76,#26,232,99,2.58,4700,0.55,3.23,3000,1.08,2.58,10,0.26,NA
Justyn Ross,WR,KC,NA,NA,1,12.81,NA,NA,0.11,0,0,NA,0,NA,1.94,NA,justyn-ross,NumberFire,15763,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.73,#32,233,100,2.4,4600,0.52,2.92,3000,0.97,2.4,10,0.24,NA
Jauan Jennings,WR,SF,NA,NA,1.18,14.81,NA,NA,0.08,0,0,NA,0,NA,1.92,NA,jauan-jennings,NumberFire,14860,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,5.71,#1,235,101,2.51,5100,0.49,3.12,3600,0.87,2.51,10,0.25,NA
Deven Thompkins,WR,TB,NA,NA,1.36,15.3,NA,NA,0.07,0,0,NA,0,NA,1.91,NA,deven-thompkins,NumberFire,15977,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,5.69,#12,236,102,2.59,4700,0.55,3.29,3400,0.97,2.59,10,0.26,NA
Chris Moore,WR,TEN,NA,NA,1.13,14.02,NA,NA,0.07,0,0,NA,0,NA,1.79,NA,chris-moore,NumberFire,12773,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,5.53,#2,238,103,2.37,4400,0.54,2.94,3000,0.98,2.37,10,0.24,NA
Khalil Shakir,WR,BUF,NA,NA,1.06,12.55,NA,NA,0.09,0,0,NA,0,NA,1.77,NA,khalil-shakir,NumberFire,15761,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.5,#15,239,104,2.31,4400,0.53,2.85,3200,0.89,2.31,10,0.23,NA
Isaiah McKenzie,WR,IND,NA,NA,1.15,12.17,NA,NA,0.07,0.31,1.65,NA,0.01,NA,1.76,NA,isaiah-mckenzie-1,NumberFire,13313,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97,5.49,#4,241,105,2.36,4300,0.55,2.97,3000,0.99,2.36,10,0.24,NA
Equanimeous St. Brown,WR,CHI,NA,NA,0.96,12.8,NA,NA,0.08,0,0,NA,0,NA,1.74,NA,equanimeous-st-brown,NumberFire,13637,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,5.46,#19,243,106,2.22,4600,0.48,2.71,3000,0.9,2.22,10,0.22,NA
Trent Sherfield,WR,BUF,NA,NA,0.93,11.23,NA,NA,0.08,0,0,NA,0,NA,1.59,NA,trent-sherfield,NumberFire,13893,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08,5.26,#15,249,107,2.05,4500,0.46,2.52,3000,0.84,2.05,10,0.21,NA
Noah Brown,WR,HOU,NA,NA,0.97,11.74,NA,NA,0.06,0,0,NA,0,NA,1.54,NA,noah-brown,NumberFire,13172,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.19,#9,252,108,2,NA,NA,2.49,NA,NA,2,NA,NA,NA
Dyami Brown,WR,WSH,NA,NA,0.94,11.63,NA,NA,0.06,0,0,NA,0,NA,1.48,NA,dyami-brown,NumberFire,15292,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.11,#13,254,109,1.97,4500,0.44,2.45,3000,0.82,1.97,10,0.2,NA
Xavier Gipson,WR,NYJ,NA,NA,0.44,5.06,NA,NA,0.02,1.21,6.46,NA,0.03,NA,1.42,NA,xavier-gipson,NumberFire,16416,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#26,255,110,1.59,4500,0.35,1.85,3000,0.62,1.59,10,0.16,NA
Zach Pascal,WR,ARI,NA,NA,0.89,10.53,NA,NA,0.05,0,0,NA,0,NA,1.36,NA,zach-pascal,NumberFire,13488,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#16,257,111,1.8,4400,0.41,2.24,3000,0.75,1.8,10,0.18,NA
Marvin Jones,WR,DET,NA,NA,0.77,9.1,NA,NA,0.07,0,0,NA,0,NA,1.32,NA,marvin-jones,NumberFire,10738,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.89,#8,260,112,1.72,4700,0.37,2.1,3000,0.7,1.72,10,0.17,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,0.96,11.06,NA,NA,0.04,0,0,NA,0,NA,1.31,NA,terrace-marshall-jr,NumberFire,15308,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26,4.88,#28,261,113,1.79,5200,0.34,2.29,3100,0.74,1.79,10,0.18,NA
Byron Pringle,WR,WSH,NA,NA,0.75,9.66,NA,NA,0.06,0,0,NA,0,NA,1.29,NA,byron-pringle,NumberFire,13863,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,4.85,#13,262,114,1.68,4300,0.39,2.07,3000,0.69,1.68,10,0.17,NA
Keith Kirkwood,WR,NO,NA,NA,0.74,9.24,NA,NA,0.05,0,0,NA,0,NA,1.22,NA,keith-kirkwood,NumberFire,13882,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#25,263,115,1.57,4300,0.37,1.95,3000,0.65,1.57,10,0.16,NA
N'Keal Harry,WR,MIN,NA,NA,0.66,8.54,NA,NA,0.06,0,0,NA,0,NA,1.18,NA,n-keal-harry,NumberFire,14101,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.71,#30,266,116,1.52,NA,NA,1.86,NA,NA,1.52,NA,NA,NA
Sterling Shepard,WR,NYG,NA,NA,0.79,8.92,NA,NA,0.04,0,0,NA,0,NA,1.11,NA,sterling-shepard,NumberFire,12658,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39,4.61,#3,270,117,1.53,4500,0.34,1.92,3000,0.64,1.53,10,0.15,NA
Tyquan Thornton,WR,NE,NA,NA,0.78,8.48,NA,NA,0.04,0,0,NA,0,NA,1.07,NA,tyquan-thornton,NumberFire,15787,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.56,#24,271,118,1.46,NA,NA,1.86,NA,NA,1.46,NA,NA,NA
David Bell,WR,CLE,NA,NA,0.94,9.3,NA,NA,0.02,0,0,NA,0,NA,1.06,NA,david-bell,NumberFire,15758,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.54,#6,272,119,1.5,4200,0.36,1.98,3000,0.66,1.5,10,0.15,NA
Ronnie Bell,WR,SF,NA,NA,0.64,7.58,NA,NA,0.04,0,0,NA,0,NA,0.99,NA,ronnie-bell,NumberFire,16202,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,4.45,#1,274,120,1.3,4700,0.28,1.63,3100,0.53,1.3,10,0.13,NA
River Cracraft,WR,MIA,NA,NA,0.54,6.55,NA,NA,0.05,0,0,NA,0,NA,0.92,NA,river-cracraft,NumberFire,13862,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.35,#27,276,121,1.21,4500,0.27,1.49,3000,0.5,1.21,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.22,2.91,NA,NA,0.02,0.51,3.12,NA,0.01,NA,0.78,NA,derius-davis,NumberFire,16299,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.16,#5,284,122,0.87,4500,0.19,0.99,3300,0.3,0.87,10,0.09,NA
Cedric Tillman,WR,CLE,NA,NA,0.65,6.7,NA,NA,0.02,0,0,NA,0,NA,0.76,NA,cedric-tillman-1,NumberFire,16191,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.14,#6,288,123,1.1,4100,0.27,1.43,3000,0.48,1.1,10,0.11,NA
Jalen Tolbert,WR,DAL,NA,NA,0.44,5.12,NA,NA,0.04,0,0,NA,0,NA,0.72,NA,jalen-tolbert,NumberFire,15788,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#20,290,124,0.95,4500,0.21,1.18,3000,0.39,0.95,10,0.1,NA
Robbie Chosen,WR,MIA,NA,NA,0.39,4.66,NA,NA,0.04,0,0,NA,0,NA,0.71,NA,robby-anderson,NumberFire,12930,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#27,291,125,0.9,4300,0.21,1.1,3000,0.37,0.9,10,0.09,NA
Marquise Goodwin,WR,CLE,NA,NA,0.48,6.14,NA,NA,0.02,0,0,NA,0,NA,0.71,NA,marquise-goodwin-1,NumberFire,11239,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#6,291,125,0.97,4400,0.22,1.21,3000,0.4,0.97,10,0.1,NA
Chase Claypool,WR,MIA,NA,NA,0.38,4.8,NA,NA,0.04,0,0,NA,0,NA,0.7,NA,chase-claypool,NumberFire,14841,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.06,#27,294,127,0.91,5000,0.18,1.1,3000,0.37,0.91,10,0.09,NA
Jake Bobo,WR,SEA,NA,NA,0.4,5.24,NA,NA,0.03,0,0,NA,0,NA,0.68,NA,jake-bobo,NumberFire,16393,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.03,#21,298,128,0.88,4400,0.2,1.09,3000,0.36,0.88,10,0.09,NA
Ray-Ray McCloud,WR,SF,NA,NA,0.36,3.55,NA,NA,0.03,0.31,1.75,NA,0.01,NA,0.68,NA,ray-ray-mccloud,NumberFire,13641,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.03,#1,298,128,0.89,4500,0.2,1.1,NA,NA,0.89,NA,NA,NA
Ben Skowronek,WR,LA,NA,NA,0.43,4.37,NA,NA,0.03,0,0,NA,0,NA,0.63,NA,ben-skowronek-1,NumberFire,15491,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.96,#31,304,130,0.83,4300,0.19,1.05,3000,0.35,0.83,10,0.08,NA
Colton Dowell,WR,TEN,NA,NA,0.37,4.86,NA,NA,0.02,0,0,NA,0,NA,0.62,NA,colton-dowell,NumberFire,16354,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#2,306,131,0.77,NA,NA,0.97,3000,0.32,0.77,10,0.08,NA
Rakim Jarrett,WR,TB,NA,NA,0.37,4.81,NA,NA,0.03,0,0,NA,0,NA,0.62,NA,rakim-jarrett,NumberFire,16198,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#12,306,131,0.83,4200,0.2,1.02,3000,0.34,0.83,10,0.08,NA
Erik Ezukanma,WR,MIA,NA,NA,0.21,2.72,NA,NA,0.02,0.28,1.58,NA,0.01,NA,0.61,NA,erik-ezukanma,NumberFire,15780,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.93,#27,308,133,0.7,4100,0.17,0.81,3000,0.27,0.7,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.39,4.74,NA,NA,0.02,0,0,NA,0,NA,0.56,NA,jalin-hyatt,NumberFire,16183,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.87,#3,312,134,0.77,4600,0.17,0.97,3400,0.29,0.77,10,0.08,NA
Devin Duvernay,WR,BAL,NA,NA,0.4,3.86,NA,NA,0.03,0,0,NA,0,NA,0.54,NA,devin-duvernay,NumberFire,14847,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,3.84,#29,315,135,0.77,4400,0.18,0.97,3000,0.32,0.77,10,0.08,NA
Kwamie Lassiter II,WR,CIN,NA,NA,0.32,3.74,NA,NA,0.03,0,0,NA,0,NA,0.53,NA,kwamie-lassiter-ii,NumberFire,16507,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#18,316,136,0.71,4200,0.17,0.87,3000,0.29,0.71,10,0.07,NA
Andrei Iosivas,WR,CIN,NA,NA,0.32,3.75,NA,NA,0.03,0,0,NA,0,NA,0.53,NA,andrei-iosivas,NumberFire,16207,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#18,316,136,0.72,4300,0.17,0.88,3000,0.29,0.72,10,0.07,NA
Van Jefferson,WR,ATL,NA,NA,0.24,3.68,NA,NA,0.02,0,0,NA,0,NA,0.48,NA,van-jefferson,NumberFire,14858,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.8,3.76,#23,319,138,0.61,4600,0.13,0.73,3200,0.23,0.61,10,0.06,NA
Scotty Miller,WR,ATL,NA,NA,0.24,3.2,NA,NA,0.02,0,0,NA,0,NA,0.45,NA,scotty-miller,NumberFire,14280,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,3.72,#23,323,139,0.56,4500,0.12,0.68,3000,0.23,0.56,NA,NA,NA
Khadarel Hodge,WR,ATL,NA,NA,0.25,3.42,NA,NA,0.02,0,0,NA,0,NA,0.44,NA,khadarel-hodge,NumberFire,13963,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.82,3.7,#23,325,140,0.59,4700,0.13,0.71,3000,0.24,0.59,10,0.06,NA
Tre Tucker,WR,LV,NA,NA,0.19,2.56,NA,NA,0.02,0,0,NA,0,NA,0.35,NA,tre-tucker,NumberFire,16287,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#10,349,141,0.47,4600,0.1,0.57,3000,0.19,0.47,10,0.05,NA
Charlie Jones,WR,CIN,NA,NA,0.22,2.49,NA,NA,0.02,0,0,NA,0,NA,0.35,NA,charlie-jones-1,NumberFire,16203,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#18,349,141,0.48,4100,0.12,0.59,3000,0.2,0.48,NA,NA,NA
DeAndre Carter,WR,LV,NA,NA,0.21,2.6,NA,NA,0.01,0,0,NA,0,NA,0.32,NA,deandre-carter,NumberFire,12394,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#10,356,143,0.41,4700,0.09,0.52,3000,0.17,0.41,10,0.04,NA
Velus Jones,WR,CHI,NA,NA,0.16,2.04,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,velus-jones,NumberFire,15767,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#19,362,144,0.34,4200,0.08,0.42,3000,0.14,0.34,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,0.22,2.31,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,greg-dortch,NumberFire,14108,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#16,362,144,0.4,4200,0.1,0.51,3000,0.17,0.4,10,0.04,NA
Mecole Hardman,WR,NYJ,NA,NA,0.18,2.14,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,mecole-hardman,NumberFire,14113,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#26,362,144,0.36,5000,0.07,0.45,NA,NA,0.36,NA,NA,NA
Tyler Scott,WR,CHI,NA,NA,0.17,1.89,NA,NA,0.01,0,0,NA,0,NA,0.25,NA,tyler-scott,NumberFire,16205,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#19,366,147,0.33,4500,0.07,0.42,3000,0.14,0.33,10,0.03,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.1,1.25,NA,NA,0.01,0,0,NA,0,NA,0.17,NA,xavier-hutchinson,NumberFire,16201,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,3.34,#9,367,148,0.24,4100,0.06,0.29,3000,0.1,0.24,10,0.02,NA
Ja'Marr Chase,WR,CIN,NA,NA,7.91,98.67,NA,NA,0.6,NA,0.96,NA,NA,NA,21.47,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LA,NA,NA,6.57,82.15,NA,NA,0.59,NA,14.52,NA,0.28,0.01,21.44,NA,2557898,NFL,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,7.39,96.33,NA,NA,0.62,NA,2.96,NA,0.01,NA,21.1,NA,2556214,NFL,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LA,NA,NA,7.05,91.9,NA,NA,0.6,NA,2.91,NA,0.04,NA,20.37,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,NA,5.46,97.88,NA,NA,0.65,NA,0.84,NA,0.01,NA,19.29,NA,2560813,NFL,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,6.8,89.5,NA,NA,0.58,NA,0.13,NA,NA,NA,19.24,NA,2543495,NFL,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,6.66,89.13,NA,NA,0.58,NA,0.24,NA,NA,NA,19.08,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.65,80.63,NA,NA,0.42,NA,1.86,NA,0.02,NA,17.54,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,6.48,79.56,NA,NA,0.46,NA,1.88,NA,0.02,NA,17.5,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.32,87.48,NA,NA,0.46,NA,0.15,NA,NA,NA,16.84,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAX,NA,NA,5.77,72.04,NA,NA,0.46,NA,1.7,NA,0.01,NA,15.96,NA,2560781,NFL,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,5.27,73.35,NA,NA,0.44,NA,2.69,NA,0.02,NA,15.63,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.69,75.6,NA,NA,0.51,NA,0.15,NA,NA,NA,15.33,NA,2543468,NFL,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAX,NA,NA,5.25,70.49,NA,NA,0.45,NA,1.77,NA,0.01,NA,15.24,NA,2560854,NFL,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,6.12,70.52,NA,NA,0.31,NA,0.75,NA,0.01,NA,15.17,NA,2558105,NFL,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,NA,5.12,72.36,NA,NA,0.42,NA,1.09,NA,0.01,NA,15.05,NA,2541785,NFL,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,4.29,80.14,NA,NA,0.43,NA,0.09,NA,NA,NA,14.89,NA,2565093,NFL,14840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,NA,5.05,68.79,NA,NA,0.47,NA,0.1,NA,NA,NA,14.76,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,NA,5.48,69.74,NA,NA,0.38,NA,0.12,NA,NA,NA,14.75,NA,2540165,NFL,11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,4.66,71.67,NA,NA,0.38,NA,0.06,NA,NA,NA,14.11,NA,2566127,NFL,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
