player,team,rec,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rec_tgt,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Braxton Berrios,MIA,2.45,25.34,0.16,0,0,0,NA,3.42,braxton-berrios,NumberFire,WR,13638,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.73,#22,156,59,4.68,4800,0.98,5.93,3000,1.98,4.68,15,0.31,NA
Rashod Bateman,BAL,2.23,24.79,0.15,0,0,0,NA,3.37,rashod-bateman,NumberFire,WR,15293,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.67,#10,157,60,4.45,4800,0.93,5.59,3600,1.55,4.45,10,0.45,NA
Trey Palmer,TB,2.13,25.11,0.15,0,0,0,NA,3.36,trey-palmer,NumberFire,WR,16199,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.65,#15,158,61,4.42,5100,0.87,5.51,3600,1.53,4.42,10,0.44,NA
Marquez Valdes-Scantling,KC,1.41,24.63,0.15,0,0,0,NA,3.34,marquez-valdes-scantling,NumberFire,WR,13793,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.63,#23,159,62,4.05,NA,NA,4.76,NA,NA,4.05,13,0.31,NA
Donovan Peoples-Jones,CLE,1.8,26.19,0.13,0,0,0,NA,3.33,donovan-peoples-jones,NumberFire,WR,14857,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.95,7.61,#17,160,63,4.26,5000,0.85,5.18,3200,1.62,4.26,11,0.39,NA
Skyy Moore,KC,1.85,23.11,0.15,0.26,1.49,0.01,NA,3.31,skyy-moore,NumberFire,WR,15766,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.59,#23,161,64,4.27,NA,NA,5.23,NA,NA,4.27,15,0.28,NA
Allen Robinson,PIT,2.09,23.82,0.15,0,0,0,NA,3.28,allen-robinson,NumberFire,WR,11678,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.54,#14,162,65,4.33,5300,0.82,5.37,3600,1.49,4.33,10,0.43,NA
Alec Pierce,IND,1.86,25.15,0.1,0,0,0,NA,3.1,alec-pierce,NumberFire,WR,15768,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,7.3,#1,166,66,4.01,5000,0.8,4.96,3300,1.5,4.01,10,0.4,NA
Deonte Harty,BUF,2.17,23.8,0.13,0,0,0,NA,3.04,deonte-harris,NumberFire,WR,14558,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.22,#12,169,67,4.11,4600,0.89,5.26,3000,1.75,4.11,10,0.41,NA
Deven Thompkins,TB,2.05,20.24,0.11,0.55,2.8,0.01,NA,2.96,deven-thompkins,NumberFire,WR,15977,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#15,171,68,3.97,4600,0.86,5.03,3000,1.68,3.97,10,0.4,NA
Calvin Austin III,PIT,1.79,21.3,0.11,0.28,1.51,0.01,NA,2.96,calvin-austin-iii,NumberFire,WR,15777,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.11,#14,171,68,3.86,4600,0.84,4.77,3300,1.45,3.86,10,0.39,NA
Kalif Raymond,DET,1.75,22.15,0.1,0.26,1.13,0.01,NA,2.86,kalif-raymond,NumberFire,WR,13066,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.26,6.98,#4,174,70,3.74,4900,0.76,4.68,3400,1.38,3.74,11,0.34,NA
Mecole Hardman,KC,1.43,18.3,0.15,0.26,1.5,0.01,NA,2.83,mecole-hardman,NumberFire,WR,14113,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.28,6.94,#23,179,71,3.58,NA,NA,4.33,NA,NA,3.58,NA,NA,NA
Jameson Williams,DET,1.69,20.84,0.12,0,0,0,NA,2.79,jameson-williams,NumberFire,WR,15756,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.88,#4,180,72,3.63,5600,0.65,4.48,3800,1.18,3.63,13,0.28,NA
Greg Dortch,ARI,2.08,21,0.08,0.28,1.66,0.01,NA,2.72,greg-dortch,NumberFire,WR,14108,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.35,6.79,#18,184,73,3.79,4100,0.92,4.86,3000,1.62,3.79,10,0.38,NA
Tyquan Thornton,NE,1.99,20.54,0.09,0,0,0,NA,2.59,tyquan-thornton,NumberFire,WR,15787,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,6.61,#9,185,74,3.55,4300,0.83,4.56,3000,1.52,3.55,10,0.36,NA
Michael Wilson,ARI,1.67,21.08,0.07,0,0,0,NA,2.53,michael-wilson,NumberFire,WR,16206,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.53,#18,186,75,3.34,5400,0.62,4.19,3800,1.1,3.34,17,0.2,NA
Jalin Hyatt,NYG,1.47,19.31,0.07,0,0,0,NA,2.34,jalin-hyatt,NumberFire,WR,16183,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#26,189,76,3.05,4700,0.65,3.8,3000,1.27,3.05,10,0.31,NA
Olamide Zaccheaus,PHI,1.26,15.36,0.09,0,0,0,NA,2.03,olamide-zaccheaus,NumberFire,WR,14592,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,#25,197,77,2.69,4500,0.6,3.33,3000,1.11,2.69,10,0.27,NA
Quentin Johnston,LAC,1.3,14.91,0.08,0,0,0,NA,1.97,quentin-johnston,NumberFire,WR,16188,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83,5.77,#6,199,78,2.6,NA,NA,3.26,NA,NA,2.6,10,0.26,NA
Dyami Brown,WSH,1.25,15.4,0.07,0,0,0,NA,1.95,dyami-brown,NumberFire,WR,15292,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.75,#16,200,79,2.57,4500,0.57,3.2,3000,1.07,2.57,10,0.26,NA
Brandon Johnson,DEN,1.15,14.15,0.09,0,0,0,NA,1.94,brandon-johnson-1,NumberFire,WR,15987,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.73,#21,201,80,2.49,4600,0.54,3.09,3000,1.03,2.49,10,0.25,NA
Ray-Ray McCloud,SF,1.25,11.98,0.1,0.31,1.93,0.01,NA,1.93,ray-ray-mccloud,NumberFire,WR,13641,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,5.72,#19,202,81,2.56,4900,0.52,3.24,NA,NA,2.56,NA,NA,NA
Mack Hollins,ATL,1.16,14.88,0.07,0,0,0,NA,1.88,mack-hollins,NumberFire,WR,13289,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.65,#11,205,82,2.47,5100,0.48,3.06,3400,0.9,2.47,10,0.25,NA
Isaiah McKenzie,IND,1.19,12.87,0.07,0.3,1.61,0.01,NA,1.83,isaiah-mckenzie-1,NumberFire,WR,13313,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,5.58,#1,207,83,2.44,4600,0.53,3.08,3000,1.03,2.44,10,0.24,NA
Marvin Mims,DEN,0.95,13.42,0.08,0,0,0,NA,1.81,marvin-mims,NumberFire,WR,16189,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#21,208,84,2.28,4900,0.47,2.76,NA,NA,2.28,NA,NA,NA
Tre Tucker,LV,0.64,8.72,0.04,0.96,5.54,0.02,NA,1.79,tre-tucker,NumberFire,WR,16287,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.95,5.53,#29,209,85,2.07,4600,0.45,2.41,3000,0.8,2.07,10,0.21,NA
Van Jefferson,ATL,0.99,13.95,0.06,0,0,0,NA,1.73,van-jefferson,NumberFire,WR,14858,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,5.45,#11,211,86,2.23,4400,0.51,2.74,3500,0.78,2.23,10,0.22,NA
Tyler Scott,CHI,1.24,12.15,0.05,0.31,1.72,0.01,NA,1.69,tyler-scott,NumberFire,WR,16205,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01,5.39,#30,212,87,2.33,4700,0.5,2.97,3000,0.99,2.33,10,0.23,NA
River Cracraft,MIA,1.03,11.83,0.07,0,0,0,NA,1.58,river-cracraft,NumberFire,WR,13862,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09,5.25,#22,214,88,2.1,4500,0.47,2.62,3000,0.87,2.1,NA,NA,NA
Derius Davis,LAC,0.75,9.26,0.05,0.51,2.62,0.01,NA,1.54,derius-davis,NumberFire,WR,16299,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.19,#6,218,89,1.88,NA,NA,2.28,NA,NA,1.88,10,0.19,NA
DeAndre Carter,LV,0.9,11.2,0.04,0.27,1.57,0.01,NA,1.49,deandre-carter,NumberFire,WR,12394,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#29,222,90,1.93,4500,0.43,2.43,3000,0.81,1.93,10,0.19,NA
David Bell,CLE,1.03,11.29,0.06,0,0,0,NA,1.49,david-bell,NumberFire,WR,15758,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#17,222,90,1.98,4300,0.46,2.51,3000,0.84,1.98,10,0.2,NA
Jake Bobo,SEA,0.84,10.48,0.07,0,0,0,NA,1.45,jake-bobo,NumberFire,WR,16393,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.17,5.07,#31,224,92,1.87,4500,0.42,2.3,3200,0.72,1.87,10,0.19,NA
Jamal Agnew,JAC,1.04,9.86,0.05,0.27,1.44,0.01,NA,1.43,jamal-agnew,NumberFire,WR,13308,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.04,#8,225,93,1.93,4600,0.42,2.49,3000,0.83,1.93,10,0.19,NA
Julio Jones,PHI,0.86,10.81,0.06,0,0,0,NA,1.42,julio-jones,NumberFire,WR,10271,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#25,226,94,1.87,NA,NA,2.3,NA,NA,1.87,NA,NA,NA
Khalil Shakir,BUF,0.99,10.65,0.06,0,0,0,NA,1.42,khalil-shakir,NumberFire,WR,15761,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#12,226,94,1.9,4500,0.42,2.41,3100,0.78,1.9,10,0.19,NA
Dontayvion Wicks,GB,0.77,10.29,0.07,0,0,0,NA,1.42,dontayvion-wicks,NumberFire,WR,16195,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#32,226,94,1.81,4400,0.41,2.21,3000,0.74,1.81,10,0.18,NA
Marquise Goodwin,CLE,0.64,9.23,0.05,0.31,1.6,0.01,NA,1.41,marquise-goodwin-1,NumberFire,WR,11239,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5.02,#17,229,97,1.74,4400,0.4,2.07,3000,0.69,1.74,10,0.17,NA
Cedrick Wilson,MIA,0.8,9.88,0.07,0,0,0,NA,1.36,cedrick-wilson,NumberFire,WR,13652,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#22,232,98,1.79,4400,0.41,2.2,3000,0.73,1.79,NA,NA,NA
Tim Jones,JAC,0.78,9.27,0.05,0,0,0,NA,1.22,tim-jones,NumberFire,WR,16005,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#8,239,99,1.6,4300,0.37,2,3000,0.67,1.6,10,0.16,NA
Ronnie Bell,SF,0.79,8.9,0.06,0,0,0,NA,1.21,ronnie-bell,NumberFire,WR,16202,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,4.75,#19,240,100,1.63,4800,0.34,2.03,3300,0.62,1.63,10,0.16,NA
Amari Rodgers,IND,0.67,9.13,0.05,0,0,0,NA,1.15,amari-rodgers,NumberFire,WR,15297,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.66,#1,244,101,1.51,4000,0.38,1.86,3000,0.62,1.51,10,0.15,NA
Austin Trammell,LA,0.53,7.11,0.05,0,0,0,NA,1.02,austin-trammell,NumberFire,WR,16120,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,4.49,#6,246,102,1.26,4100,0.31,1.53,3000,0.51,1.26,10,0.13,NA
Demario Douglas,NE,0.68,7.19,0.03,0,0,0,NA,0.89,demario-douglas,NumberFire,WR,16342,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,4.31,#9,248,103,1.22,4700,0.26,1.57,3000,0.52,1.22,10,0.12,NA
Justyn Ross,KC,0.44,6.06,0.05,0,0,0,NA,0.87,justyn-ross,NumberFire,WR,15763,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.29,#23,250,104,1.11,NA,NA,1.34,NA,NA,1.11,10,0.11,NA
Montrell Washington,KC,0.44,5.87,0.05,0,0,0,NA,0.84,montrell-washington,NumberFire,WR,15900,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.25,#23,253,105,1.09,NA,NA,1.32,NA,NA,1.09,10,0.11,NA
Zach Pascal,ARI,0.56,6.49,0.03,0,0,0,NA,0.82,zach-pascal,NumberFire,WR,13488,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.58,4.22,#18,254,106,1.11,4300,0.26,1.39,3000,0.46,1.11,10,0.11,NA
Isaiah Hodgins,NYG,0.43,5.65,0.02,0,0,0,NA,0.7,isaiah-hodgins,NumberFire,WR,14849,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.06,#26,256,107,0.9,5300,0.17,1.12,4100,0.27,0.9,10,0.09,NA
Chase Claypool,MIA,0.4,4.92,0.03,0,0,0,NA,0.67,chase-claypool,NumberFire,WR,14841,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.02,#22,259,108,0.87,5000,0.17,1.07,3000,0.36,0.87,10,0.09,NA
Parris Campbell,NYG,0.43,5.25,0.02,0,0,0,NA,0.65,parris-campbell,NumberFire,WR,14112,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.69,3.99,#26,260,109,0.84,5100,0.16,1.07,3000,0.36,0.84,10,0.08,NA
Miles Boykin,PIT,0.34,4.65,0.03,0,0,0,NA,0.63,miles-boykin,NumberFire,WR,14125,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.96,#14,262,110,0.82,4100,0.2,0.99,3000,0.33,0.82,10,0.08,NA
Equanimeous St. Brown,CHI,0.41,5.04,0.02,0,0,0,NA,0.61,equanimeous-st-brown,NumberFire,WR,13637,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.93,#30,263,111,0.83,4500,0.18,1.03,3000,0.34,0.83,10,0.08,NA
Hunter Renfrow,LV,0.44,4.9,0.02,0,0,0,NA,0.6,hunter-renfrow,NumberFire,WR,14123,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72,3.92,#29,264,112,0.81,4500,0.18,1.04,3100,0.34,0.81,10,0.08,NA
Velus Jones,CHI,0.42,4.78,0.02,0,0,0,NA,0.59,velus-jones,NumberFire,WR,15767,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#30,265,113,0.79,4400,0.18,1.01,3000,0.34,0.79,NA,NA,NA
Jamison Crowder,WSH,0.4,4.04,0.02,0,0,0,NA,0.55,jamison-crowder,NumberFire,WR,12184,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.85,#16,267,114,0.72,4300,0.17,0.92,3000,0.31,0.72,10,0.07,NA
Khadarel Hodge,ATL,0.34,4.27,0.02,0,0,0,NA,0.53,khadarel-hodge,NumberFire,WR,13963,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#11,268,115,0.72,4600,0.16,0.89,3000,0.3,0.72,10,0.07,NA
Scotty Miller,ATL,0.33,4.02,0.02,0,0,0,NA,0.53,scotty-miller,NumberFire,WR,14280,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.83,#11,268,115,0.69,4200,0.16,0.85,3000,0.28,0.69,NA,NA,NA
Trent Taylor,CHI,0.35,3.2,0.02,0,0,0,NA,0.4,trent-taylor,NumberFire,WR,13316,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,3.65,#30,279,117,0.6,4000,0.15,0.78,3000,0.26,0.6,10,0.06,NA
Samori Toure,GB,0.19,2.59,0.02,0,0,0,NA,0.36,samori-toure,NumberFire,WR,15841,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#32,281,118,0.47,4200,0.11,0.57,3000,0.19,0.47,10,0.05,NA
N'Keal Harry,MIN,0.22,2.72,0.02,0,0,0,NA,0.36,n-keal-harry,NumberFire,WR,14101,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#5,281,118,0.5,4500,0.11,0.61,3000,0.2,0.5,10,0.05,NA
Robbie Chosen,MIA,0.21,2.39,0.02,0,0,0,NA,0.34,robby-anderson,NumberFire,WR,12930,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#22,287,120,0.46,4300,0.11,0.57,3000,0.19,0.46,10,0.05,NA
Byron Pringle,WSH,0.2,2.58,0.01,0,0,0,NA,0.34,byron-pringle,NumberFire,WR,13863,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#16,287,120,0.42,4200,0.1,0.52,3000,0.17,0.42,10,0.04,NA
Quez Watkins,PHI,0.22,2.5,0.01,0,0,0,NA,0.33,quez-watkins,NumberFire,WR,14992,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#25,290,122,0.42,4700,0.09,0.53,3000,0.18,0.42,10,0.04,NA
Trent Sherfield,BUF,0.21,2.39,0.01,0,0,0,NA,0.32,trent-sherfield,NumberFire,WR,13893,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#12,293,123,0.4,4700,0.09,0.51,3000,0.17,0.4,10,0.04,NA
Ben Skowronek,LA,0.18,2.13,0.01,0,0,0,NA,0.3,ben-skowronek-1,NumberFire,WR,15491,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#6,295,124,0.36,4300,0.08,0.45,3000,0.15,0.36,10,0.04,NA
Keith Kirkwood,NO,0.18,2.21,0.01,0,0,0,NA,0.3,keith-kirkwood,NumberFire,WR,13882,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#2,295,124,0.37,4300,0.09,0.46,3000,0.15,0.37,10,0.04,NA
Rakim Jarrett,TB,0.19,2.21,0.01,0,0,0,NA,0.29,rakim-jarrett,NumberFire,WR,16198,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#15,298,126,0.38,4100,0.09,0.47,3000,0.16,0.38,10,0.04,NA
Cedric Tillman,CLE,0.19,2.11,0.01,0,0,0,NA,0.28,cedric-tillman-1,NumberFire,WR,16191,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#17,300,127,0.37,4100,0.09,0.46,3000,0.15,0.37,10,0.04,NA
Sterling Shepard,NYG,0.18,2.23,0.01,0,0,0,NA,0.28,sterling-shepard,NumberFire,WR,12658,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#26,300,127,0.37,4500,0.08,0.46,3000,0.15,0.37,10,0.04,NA
Devin Duvernay,BAL,0.2,1.82,0.01,0,0,0,NA,0.25,devin-duvernay,NumberFire,WR,14847,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#10,304,129,0.34,4300,0.08,0.44,3000,0.15,0.34,10,0.03,NA
Tyreek Hill,MIA,8.21,115.4,0.7,NA,1.62,NA,NA,24.11,2556214,NFL,WR,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,BUF,7.46,98.4,0.64,NA,0.25,NA,NA,21.17,2552608,NFL,WR,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,LAC,7.24,92.48,0.52,NA,1.43,0.02,NA,19.87,2540154,NFL,WR,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,LA,6.28,81.87,0.51,NA,8.37,0.11,NA,19.02,2557898,NFL,WR,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,DET,7.05,84.23,0.47,NA,1.62,NA,NA,18.46,2566073,NFL,WR,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,LV,6.2,81.73,0.53,NA,0.09,NA,NA,17.56,2543495,NFL,WR,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,PHI,5.41,90,0.52,NA,0.16,NA,NA,17.55,2562238,NFL,WR,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,LA,6.45,80.25,0.47,NA,1.17,NA,NA,17.47,2570026,NFL,WR,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
DJ Moore,CHI,5.06,87.87,0.58,NA,0.68,NA,NA,17.4,2560813,NFL,WR,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,SF,5.06,87.29,0.49,NA,0.12,NA,NA,16.74,2565093,NFL,WR,14840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,SEA,5.4,73.35,0.51,NA,0.08,NA,NA,15.8,2562685,NFL,WR,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,TB,4.97,74.03,0.45,NA,0.14,NA,NA,15.09,2543468,NFL,WR,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,NO,5.18,71.2,0.36,NA,0.07,NA,NA,14.47,2567973,NFL,WR,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,TB,5.92,67.89,0.28,NA,0.35,NA,NA,14.42,2558105,NFL,WR,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,CLE,4.31,72.41,0.44,NA,0.14,NA,NA,14.21,2552487,NFL,WR,12175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
