player,team,rec,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rec_tgt,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Jaylen Waddle,MIA,5.2,70.9,0.4,0.1,0.8,0,0,9.75,16236,FleaFlicker,WR,15284,@PHISun 8:20 PM,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR13,0.4,71.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,LAR,5.8,73.2,0.4,0.2,1,0,0,9.62,17779,FleaFlicker,WR,16211,PITSun 4:05 PM,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR11,0.4,74.2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,SEA,5.1,67.9,0.5,0,0,0,0,9.49,14706,FleaFlicker,WR,14102,ARISun 4:05 PM,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR10,0.5,67.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,CHI,4.9,70.3,0.4,0,0.2,0,0,9.17,13764,FleaFlicker,WR,13635,LVSun 1:00 PM,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR16,0.4,70.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,NO,5,70.5,0.3,0,0,0,0,9.09,16824,FleaFlicker,WR,15754,JACL 24-31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.09,WR14,0.3,70.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,GB,4.3,60.8,0.4,0.7,4,0,0,8.96,16896,FleaFlicker,WR,15789,@DENSun 4:25 PM,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR21,0.4,64.9,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,CLE,4.8,67.6,0.4,0,0,0,0,8.94,11177,FleaFlicker,WR,12175,@INDSun 1:00 PM,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR17,0.4,67.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,JAC,5,64.1,0.4,0.3,1.8,0,0,8.93,13776,FleaFlicker,WR,13629,@NOW 31-24,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.93,WR18,0.4,65.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WAS,4.9,67.7,0.3,0,0.1,0,0,8.72,14746,FleaFlicker,WR,14109,@NYGSun 1:00 PM,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR35,0.3,67.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,JAC,5.8,65.5,0.3,0.1,0.8,0,0,8.67,13806,FleaFlicker,WR,13633,@NOW 31-24,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8.67,WR28,0.3,66.3,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,SEA,4.9,61.8,0.4,0,0,0,0,8.64,11242,FleaFlicker,WR,12187,ARISun 4:05 PM,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR34,0.4,61.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,PHI,4.8,62.6,0.4,0,0,0,0,8.42,16253,FleaFlicker,WR,15282,MIASun 8:20 PM,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR15,0.4,62.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,LV,5.2,61,0.4,0.1,0.8,0,0,8.28,14949,FleaFlicker,WR,14127,@CHISun 1:00 PM,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR40,0.4,61.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,ARI,5,60.8,0.4,0,0.2,0,0,8.26,14661,FleaFlicker,WR,14105,@SEASun 4:05 PM,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR39,0.4,61,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,BAL,5.4,60.5,0.3,0.8,3.5,0,0,8.18,17595,FleaFlicker,WR,16190,DETSun 1:00 PM,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR22,0.3,64,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,MIN,4.7,59.7,0.3,0,0,0,0,8.01,17613,FleaFlicker,WR,16186,SFMon 8:15 PM,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR30,0.3,59.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,PIT,4.1,59.9,0.3,0.1,1,0,0,8,16859,FleaFlicker,WR,15762,@LARSun 4:05 PM,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR24,0.3,60.8,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,TB,5.5,59.6,0.3,0,0.1,0,0,7.77,12926,FleaFlicker,WR,13163,ATLSun 1:00 PM,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR36,0.3,59.7,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,DEN,4.1,53.8,0.4,0,0,0,0,7.62,13795,FleaFlicker,WR,13630,GBSun 4:25 PM,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR44,0.4,53.8,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,BUF,3.5,53.1,0.4,0.1,0.5,0,0,7.54,15627,FleaFlicker,WR,14845,@NESun 1:00 PM,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR33,0.4,53.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,DEN,3.9,56.2,0.3,0,0.3,0,0,7.53,15544,FleaFlicker,WR,14833,GBSun 4:25 PM,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR37,0.3,56.5,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,IND,5.4,61.1,0.2,0,0.2,0,0,7.49,15603,FleaFlicker,WR,14842,CLESun 1:00 PM,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR26,0.2,61.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,ATL,4.6,55.9,0.3,0,0,0,0,7.21,16823,FleaFlicker,WR,15751,@TBSun 1:00 PM,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR38,0.3,55.9,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,NO,4.7,54.9,0.3,0,0,0,0,7.01,12096,FleaFlicker,WR,12652,JACL 24-31,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.01,WR60,0.3,55,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,MIN,4.1,51.9,0.3,0,0.1,0,0,6.94,15695,FleaFlicker,WR,14977,SFMon 8:15 PM,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR62,0.3,52,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,LAC,4.2,52.2,0.3,0,0.1,0,0,6.91,16292,FleaFlicker,WR,15319,@KCSun 4:25 PM,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR46,0.3,52.2,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,PIT,4.4,53,0.3,0.1,0.9,0,0,6.89,14754,FleaFlicker,WR,14208,@LARSun 4:05 PM,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR41,0.3,53.9,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,GB,3.9,47.4,0.3,0,0,0,0,6.68,16941,FleaFlicker,WR,15779,@DENSun 4:25 PM,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR47,0.3,47.4,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,NE,4.4,51.1,0.2,0,0.5,0,0,6.55,13364,FleaFlicker,WR,13418,BUFSun 1:00 PM,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR63,0.2,51.6,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,GB,3.1,42.8,0.3,0.3,1.5,0,0,6.17,17674,FleaFlicker,WR,16184,@DENSun 4:25 PM,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR53,0.3,44.3,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WAS,3.8,42,0.2,1.2,4.7,0,0,6.07,12930,FleaFlicker,WR,13157,@NYGSun 1:00 PM,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR67,0.2,46.8,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,KC,3.6,43.8,0.3,0,0.2,0,0,6.04,17633,FleaFlicker,WR,16194,LACSun 4:25 PM,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR56,0.3,44,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,CLE,3.3,40.7,0.2,0.8,5.6,0,0,5.95,16265,FleaFlicker,WR,15288,@INDSun 1:00 PM,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR52,0.2,46.3,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,IND,3.9,46.9,0.2,0,0.1,0,0,5.84,17622,FleaFlicker,WR,16187,CLESun 1:00 PM,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR55,0.2,47,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,DET,3.1,42,0.3,0,0,0,0,5.72,13029,FleaFlicker,WR,13168,@BALSun 1:00 PM,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR58,0.3,42,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,LAR,2.8,37.7,0.2,0.7,3.7,0,0,5.6,16326,FleaFlicker,WR,15301,PITSun 4:05 PM,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR45,0.2,41.4,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,NO,2.6,38.8,0.2,1,4.3,0,0,5.59,17243,FleaFlicker,WR,16080,JACL 24-31,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.59,WR50,0.2,43.1,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,NYG,4,41.6,0.2,0.9,3.5,0,0,5.53,16869,FleaFlicker,WR,15757,WASSun 1:00 PM,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR77,0.2,45.1,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,SEA,3.4,39.7,0.2,0,0.2,0,0,5.39,17606,FleaFlicker,WR,16185,ARISun 4:05 PM,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR43,0.2,39.9,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,KC,3.2,32.5,0.2,0.9,5.2,0,0,5.17,16251,FleaFlicker,WR,15289,LACSun 4:25 PM,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR70,0.2,37.8,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,NYG,2.6,40.2,0.2,0,0,0,0,5,14833,FleaFlicker,WR,14122,WASSun 1:00 PM,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR64,0.2,40.2,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,ARI,3.2,28.8,0.1,1.9,11,0.1,0,5,16327,FleaFlicker,WR,15283,@SEASun 4:05 PM,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR88,0.2,39.8,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,SF,2.6,36.7,0.2,0,0.2,0,0,4.91,15751,FleaFlicker,WR,14860,@MINMon 8:15 PM,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.2,36.9,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WAS,2.7,35.9,0.2,0,0.1,0,0,4.78,16821,FleaFlicker,WR,15755,@NYGSun 1:00 PM,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR54,0.2,35.9,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,MIN,3.1,32.8,0.2,0.5,3.2,0,0,4.76,14297,FleaFlicker,WR,13910,SFMon 8:15 PM,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.2,36,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,NE,2.9,36.5,0.2,0,0,0,0,4.63,11170,FleaFlicker,WR,12176,BUFSun 1:00 PM,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR78,0.2,36.5,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham,BAL,2.6,33.2,0.2,0,0.1,0,0,4.63,10243,FleaFlicker,WR,11679,DETSun 1:00 PM,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR74,0.2,33.4,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,ARI,2.6,34.2,0.2,0,0.1,0,0,4.59,17671,FleaFlicker,WR,16206,@SEASun 4:05 PM,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR73,0.2,34.4,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,CHI,2.6,33.1,0.2,0,0.1,0,0,4.26,15658,FleaFlicker,WR,14974,LVSun 1:00 PM,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR75,0.2,33.2,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,KC,2.4,28.2,0.2,0.3,2.1,0,0,4.25,16854,FleaFlicker,WR,15766,LACSun 4:25 PM,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR68,0.2,30.3,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,DET,2.5,30.3,0.1,0.4,2.6,0,0,4.17,12441,FleaFlicker,WR,13066,@BALSun 1:00 PM,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR89,0.1,32.9,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,KC,1.6,27.1,0.2,0,0.1,0,0,3.77,13952,FleaFlicker,WR,13793,LACSun 4:25 PM,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR76,0.2,27.1,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,NE,2.3,29.3,0.1,0,0.7,0,0,3.74,17724,FleaFlicker,WR,16342,BUFSun 1:00 PM,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR107,0.1,30,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,PIT,2.5,26.2,0.2,0,0.1,0,0,3.71,10305,FleaFlicker,WR,11678,@LARSun 4:05 PM,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR91,0.2,26.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,CLE,1.9,28,0.1,0,0,0,0,3.62,15642,FleaFlicker,WR,14857,@INDSun 1:00 PM,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR83,0.1,28,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,TB,2.1,25.2,0.2,0,0.1,0,0,3.52,17767,FleaFlicker,WR,16199,ATLSun 1:00 PM,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR104,0.2,25.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,IND,2,25.9,0.1,0,0.1,0,0,3.42,16842,FleaFlicker,WR,15768,CLESun 1:00 PM,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR85,0.1,26,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deven Thompkins,TB,1.9,20.7,0.1,0.7,3.4,0,0,3.21,17499,FleaFlicker,WR,15977,ATLSun 1:00 PM,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0.1,24.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,MIA,2,22,0.1,0.1,0.6,0,0,3.14,13909,FleaFlicker,WR,13638,@PHISun 8:20 PM,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR103,0.1,22.6,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,BAL,1.8,23.7,0.1,0,0,0,0,3.13,11178,FleaFlicker,WR,12181,DETSun 1:00 PM,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR93,0.1,23.8,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,BUF,1.9,22.1,0.1,0.1,1.4,0,0,3.12,15154,FleaFlicker,WR,14558,@NESun 1:00 PM,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR99,0.1,23.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,LAC,2,23,0.1,0,0.1,0,0,3.05,17593,FleaFlicker,WR,16188,@KCSun 4:25 PM,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR51,0.1,23.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,BAL,2,23.6,0.1,0,0,0,0,3,16248,FleaFlicker,WR,15293,DETSun 1:00 PM,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR84,0.1,23.6,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,DET,1.8,21.8,0.1,0.1,0.8,0,0,2.82,16830,FleaFlicker,WR,15756,@BALSun 1:00 PM,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR48,0.1,22.6,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,DEN,1.2,17.3,0.1,0.3,2.4,0,0,2.79,17631,FleaFlicker,WR,16189,GBSun 4:25 PM,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR49,0.1,19.8,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,ATL,1.6,20.8,0.1,0,0.2,0,0,2.74,13008,FleaFlicker,WR,13289,@TBSun 1:00 PM,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR97,0.1,21,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,NYG,1.7,21.1,0.1,0,0,0,0,2.67,17648,FleaFlicker,WR,16183,WASSun 1:00 PM,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR79,0.1,21.2,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Johnson,DEN,1.5,18.1,0.1,0,0.1,0,0,2.64,17347,FleaFlicker,WR,15987,GBSun 4:25 PM,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR111,0.1,18.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Scott,CHI,1.6,18.1,0.1,0.3,2.2,0,0,2.58,17715,FleaFlicker,WR,16205,LVSun 1:00 PM,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.1,20.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,SF,1.3,14.3,0.1,0.6,4.2,0,0,2.55,13934,FleaFlicker,WR,13641,@MINMon 8:15 PM,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,18.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,PIT,1.4,17.8,0.1,0.3,1.7,0,0,2.47,16921,FleaFlicker,WR,15777,@LARSun 4:05 PM,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR95,0.1,19.5,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,PHI,1.3,15.1,0.1,0,0.7,0,0,2.18,7372,FleaFlicker,WR,10271,MIASun 8:20 PM,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,15.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,NE,1.5,17.1,0.1,0,0.4,0,0,2.15,16835,FleaFlicker,WR,15787,BUFSun 1:00 PM,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,17.6,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WAS,1.1,15.8,0.1,0,0,0,0,2.04,16309,FleaFlicker,WR,15292,@NYGSun 1:00 PM,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,15.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,PHI,1.1,14.3,0.1,0,0,0,0,1.89,15107,FleaFlicker,WR,14592,MIASun 8:20 PM,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,14.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,NYG,1.1,13.2,0.1,0,0,0,0,1.84,15625,FleaFlicker,WR,14849,WASSun 1:00 PM,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR80,0.1,13.2,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,GB,0.9,12.2,0.1,0,0.1,0,0,1.75,17792,FleaFlicker,WR,16195,@DENSun 4:25 PM,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,12.3,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,JAC,1,10.5,0.1,0.3,2,0,0,1.65,13024,FleaFlicker,WR,13308,@NOW 31-24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.65,NA,0.1,12.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,MIA,0.9,11.4,0.1,0,0,0,0,1.6,13915,FleaFlicker,WR,13652,@PHISun 8:20 PM,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,11.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,LV,0.7,8.7,0.1,0.8,3.7,0,0,1.58,17635,FleaFlicker,WR,16287,@CHISun 1:00 PM,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.1,12.4,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,BUF,1,11.4,0.1,0,0.1,0,0,1.55,14106,FleaFlicker,WR,13893,@NESun 1:00 PM,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR108,0.1,11.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecole Hardman,KC,0.8,9.9,0.1,0.1,1.2,0,0,1.53,14725,FleaFlicker,WR,14113,LACSun 4:25 PM,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR102,0.1,11.1,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justyn Ross,KC,0.8,10.6,0.1,0,0.1,0,0,1.52,17266,FleaFlicker,WR,15763,LACSun 4:25 PM,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR92,0.1,10.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,IND,0.9,9.5,0.1,0.1,1.1,0,0,1.48,13080,FleaFlicker,WR,13313,CLESun 1:00 PM,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,10.6,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
