id,src_id,pos,player,team,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,dst_td,dst_yds_against,dst_pts_against,data_src,dst_fum_rec,dst_fum_force,dst_safety,dst_pts_allowed,dst_yds_allowed,site_pts,bye,opp,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
0505,100024,DST,NA,New York Jets,1.14,NA,2.89,NA,NA,0.15,NA,NA,NFL,0.7,NA,0.04,21.25,NA,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0515,100030,DST,NA,Seattle Seahawks,0.98,NA,2.88,NA,NA,0.15,NA,NA,NFL,0.64,NA,0.07,20.44,NA,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0514,100028,DST,NA,Los Angeles Chargers,1.06,NA,2.7,NA,NA,0.16,NA,NA,NFL,0.6,NA,0.04,19.95,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0512,100016,DST,NA,Kansas City Chiefs,1,NA,2.86,NA,NA,0.17,NA,NA,NFL,0.56,NA,0.03,18.95,NA,7.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0529,100022,DST,NA,New Orleans Saints,1.07,NA,2.54,NA,NA,0.18,NA,NA,NFL,0.59,NA,0.03,23.38,NA,7.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0531,100002,DST,NA,Baltimore Ravens,1.06,NA,2.46,NA,NA,0.16,NA,NA,NFL,0.66,NA,0.03,19.93,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0517,100023,DST,NA,New York Giants,0.87,NA,2.77,NA,NA,0.15,NA,NA,NFL,0.64,NA,0.05,22.26,NA,7.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0501,100003,DST,NA,Buffalo Bills,0.93,NA,2.65,NA,NA,0.16,NA,NA,NFL,0.57,NA,0.05,18.11,NA,7.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
0508,100012,DST,NA,Tennessee Titans,0.83,NA,2.81,NA,NA,0.15,NA,NA,NFL,0.66,NA,0.06,19.64,NA,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0526,100001,DST,NA,Atlanta Falcons,0.91,NA,2.77,NA,NA,0.15,NA,NA,NFL,0.58,NA,0.04,21.09,NA,6.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0507,100007,DST,NA,Cleveland Browns,1.02,NA,2.7,NA,NA,0.13,NA,NA,NFL,0.59,NA,0.05,21.36,NA,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0523,100011,DST,NA,Green Bay Packers,1.22,NA,2.11,NA,NA,0.15,NA,NA,NFL,0.57,NA,0.04,20.21,NA,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0516,100008,DST,NA,Dallas Cowboys,1.03,NA,2.41,NA,NA,0.14,NA,NA,NFL,0.58,NA,0.04,18.11,NA,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0522,100010,DST,NA,Detroit Lions,0.95,NA,2.17,NA,NA,0.16,NA,NA,NFL,0.67,NA,0.03,18.08,NA,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
0509,100015,DST,NA,Jacksonville Jaguars,0.98,NA,2.24,NA,NA,0.15,NA,NA,NFL,0.67,NA,0.03,21.29,NA,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0527,100004,DST,NA,Carolina Panthers,0.81,NA,2.55,NA,NA,0.14,NA,NA,NFL,0.63,NA,0.07,21.67,NA,6.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
0530,100029,DST,NA,San Francisco 49ers,0.9,NA,2.47,NA,NA,0.15,NA,NA,NFL,0.55,NA,0.05,19.38,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
0520,100032,DST,NA,Washington Commanders,0.89,NA,2.6,NA,NA,0.14,NA,NA,NFL,0.58,NA,0.03,24.62,NA,6.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0532,100013,DST,NA,Houston Texans,0.77,NA,2.31,NA,NA,0.17,NA,NA,NFL,0.72,NA,0.03,23.49,NA,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0502,100014,DST,NA,Indianapolis Colts,0.93,NA,2.28,NA,NA,0.15,NA,NA,NFL,0.55,NA,0.03,22.12,NA,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0503,100019,DST,NA,Miami Dolphins,1.02,NA,2.34,NA,NA,0.15,NA,NA,NFL,0.42,NA,0.03,16.72,NA,6.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0525,100031,DST,NA,Tampa Bay Buccaneers,0.87,NA,2.21,NA,NA,0.15,NA,NA,NFL,0.7,NA,0.03,26.57,NA,6.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
0521,100005,DST,NA,Chicago Bears,0.78,NA,2.16,NA,NA,0.16,NA,NA,NFL,0.61,NA,0.04,26.32,NA,6.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
0528,100017,DST,NA,Los Angeles Rams,0.89,NA,2.09,NA,NA,0.15,NA,NA,NFL,0.63,NA,0.02,25.67,NA,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0510,100027,DST,NA,Pittsburgh Steelers,0.8,NA,2.19,NA,NA,0.14,NA,NA,NFL,0.62,NA,0.03,21.47,NA,6.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
0524,100020,DST,NA,Minnesota Vikings,0.86,NA,2.16,NA,NA,0.14,NA,NA,NFL,0.58,NA,0.03,22.43,NA,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0504,100021,DST,NA,New England Patriots,0.79,NA,2.03,NA,NA,0.15,NA,NA,NFL,0.7,NA,0.02,22.72,NA,6.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
0506,100006,DST,NA,Cincinnati Bengals,0.79,NA,2.18,NA,NA,0.14,NA,NA,NFL,0.6,NA,0.03,21.86,NA,5.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
0519,100026,DST,NA,Arizona Cardinals,0.61,NA,2.39,NA,NA,0.15,NA,NA,NFL,0.61,NA,0.03,25.41,NA,5.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
0513,100018,DST,NA,Las Vegas Raiders,0.71,NA,1.96,NA,NA,0.15,NA,NA,NFL,0.63,NA,0.02,24.97,NA,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
0511,100009,DST,NA,Denver Broncos,0.52,NA,1.64,NA,NA,0.17,NA,NA,NFL,0.64,NA,0.03,25.67,NA,5.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
