player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Mo Alie-Cox,TE,IND,NA,NA,0.72,8.64,NA,NA,0.06,NA,1.22,NA,mo-alie-cox,NumberFire,13246,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#10,291,51,1.56,1.93,2500,0.77,1.56,10,0.16
Elijah Higgins,TE,ARI,NA,NA,0.96,9.16,NA,NA,0.05,NA,1.19,NA,elijah-higgins,NumberFire,16333,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,4.72,#5,292,52,1.7,2.18,2500,0.87,1.7,10,0.17
Geoff Swaim,TE,ARI,NA,NA,1.12,8.57,NA,NA,0.05,NA,1.16,NA,geoff-swaim,NumberFire,12378,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.68,#5,294,53,1.72,2.28,2500,0.91,1.72,10,0.17
Tommy Tremble,TE,CAR,NA,NA,1,8.45,NA,NA,0.05,NA,1.12,NA,tommy-tremble,NumberFire,15332,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.38,4.62,#9,295,54,1.65,2.15,2500,0.86,1.65,10,0.17
John Bates,TE,WSH,NA,NA,0.72,7.37,NA,NA,0.06,NA,1.07,NA,john-bates,NumberFire,15344,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.56,#21,296,55,1.44,1.81,2500,0.72,1.44,10,0.14
Daniel Bellinger,TE,NYG,NA,NA,0.74,7.55,NA,NA,0.04,NA,1.02,NA,daniel-bellinger,NumberFire,15873,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,4.49,#8,300,56,1.37,1.74,2600,0.67,1.37,10,0.14
Darnell Washington,TE,PIT,NA,NA,0.72,7.25,NA,NA,0.05,NA,1,NA,darnell-washington,NumberFire,16216,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.46,4.46,#15,302,57,1.39,1.75,2500,0.7,1.39,10,0.14
MyCole Pruitt,TE,ATL,NA,NA,0.7,7.12,NA,NA,0.04,NA,0.97,NA,mycole-pruitt,NumberFire,12309,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48,4.42,#30,303,58,1.3,1.65,2500,0.66,1.3,10,0.13
Charlie Woerner,TE,SF,NA,NA,0.56,5.37,NA,NA,0.06,NA,0.88,NA,charlie-woerner,NumberFire,14984,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.3,#31,305,59,1.18,1.46,2500,0.58,1.18,10,0.12
Mitchell Wilcox,TE,CIN,NA,NA,0.7,6.18,NA,NA,0.04,NA,0.88,NA,mitchell-wilcox,NumberFire,15563,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.3,#6,305,59,1.21,1.56,2500,0.62,1.21,10,0.12
Jimmy Graham,TE,NO,NA,NA,0.62,6.38,NA,NA,0.04,NA,0.88,NA,jimmy-graham,NumberFire,9925,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.3,#16,305,59,1.19,1.5,2500,0.6,1.19,10,0.12
Marcedes Lewis,TE,CHI,NA,NA,0.56,5.95,NA,NA,0.04,NA,0.83,NA,marcedes-lewis,NumberFire,8269,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.23,#2,309,62,1.12,1.4,2500,0.56,1.12,10,0.11
Stephen Sullivan,TE,CAR,NA,NA,0.67,6.25,NA,NA,0.03,NA,0.8,NA,stephen-sullivan,NumberFire,15026,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.19,#9,311,63,1.14,1.48,2500,0.59,1.14,10,0.11
Ben Sims,TE,GB,NA,NA,0.54,5.43,NA,NA,0.04,NA,0.79,NA,ben-sims,NumberFire,16483,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.18,#20,313,64,1.05,1.32,2500,0.53,1.05,10,0.11
Luke Farrell,TE,JAC,NA,NA,0.47,4.7,NA,NA,0.03,NA,0.63,NA,luke-farrell,NumberFire,15335,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.96,#1,318,65,0.89,1.12,2500,0.45,0.89,10,0.09
Josh Oliver,TE,MIN,NA,NA,0.46,4.39,NA,NA,0.03,NA,0.6,NA,josh-oliver,NumberFire,14209,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72,3.92,#26,321,66,0.85,1.08,2500,0.43,0.85,10,0.09
Julian Hill,TE,MIA,NA,NA,0.44,4.17,NA,NA,0.03,NA,0.6,NA,julian-hill,NumberFire,16425,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72,3.92,#4,321,66,0.82,1.04,2500,0.42,0.82,10,0.08
Durham Smythe,TE,MIA,NA,NA,0.45,4.19,NA,NA,0.03,NA,0.59,NA,durham-smythe,NumberFire,13676,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.91,#4,323,68,0.82,1.05,2500,0.42,0.82,10,0.08
Ko Kieft,TE,TB,NA,NA,0.42,4.02,NA,NA,0.03,NA,0.56,NA,ko-kieft,NumberFire,15929,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.87,#17,324,69,0.79,1,2500,0.4,0.79,10,0.08
Josh Whyle,TE,TEN,NA,NA,0.38,3.74,NA,NA,0.02,NA,0.52,NA,josh-whyle,NumberFire,16312,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.81,#22,327,70,0.68,0.87,2500,0.35,0.68,10,0.07
Mike Gesicki,TE,NE,NA,NA,0.36,3.86,NA,NA,0.02,NA,0.49,NA,michael-gesicki,NumberFire,13672,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.79,3.77,#11,331,71,0.69,0.87,2500,0.35,0.69,10,0.07
Luke Schoonmaker,TE,DAL,NA,NA,0.25,2.31,NA,NA,0.02,NA,0.35,NA,luke-schoonmaker,NumberFire,16221,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#13,338,72,0.48,0.6,2500,0.24,0.48,10,0.05
Noah Gray,TE,KC,NA,NA,0.24,2.18,NA,NA,0.02,NA,0.33,NA,noah-gray-1,NumberFire,15337,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#12,344,73,0.46,0.58,2500,0.23,0.46,10,0.05
Johnny Mundt,TE,MIN,NA,NA,0.24,2.28,NA,NA,0.01,NA,0.31,NA,johnny-mundt,NumberFire,13940,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#26,349,74,0.41,0.53,2500,0.21,0.41,10,0.04
Eric Saubert,TE,HOU,NA,NA,0.21,2.16,NA,NA,0.01,NA,0.29,NA,eric-saubert,NumberFire,13315,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#25,351,75,0.38,0.49,2500,0.2,0.38,10,0.04
Trevon Wesco,TE,TEN,NA,NA,0.19,1.93,NA,NA,0.01,NA,0.27,NA,trevon-wesco,NumberFire,14231,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#22,352,76,0.35,0.44,2500,0.18,0.35,10,0.04
Harrison Bryant,TE,CLE,NA,NA,0.22,1.86,NA,NA,0.01,NA,0.26,NA,harrison-bryant,NumberFire,14875,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#18,354,77,0.36,0.47,2500,0.19,0.36,10,0.04
Stone Smartt,TE,LAC,NA,NA,0.21,2.07,NA,NA,0.01,NA,0.26,NA,stone-smartt,NumberFire,16113,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#19,354,77,0.37,0.48,2500,0.19,0.37,10,0.04
Ian Thomas,TE,CAR,NA,NA,0.17,1.46,NA,NA,0.01,NA,0.19,NA,ian-thomas,NumberFire,13678,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.37,#9,362,79,0.29,0.38,2500,0.15,0.29,10,0.03
Travis Kelce,TE,KC,NA,NA,6.48,78.36,NA,NA,0.46,NA,17.09,NA,2540258,NFL,11244,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,5.71,65,NA,NA,0.44,NA,14.86,NA,2562378,NFL,14138,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.83,71.45,NA,NA,0.43,NA,14.64,NA,2558266,NFL,13299,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,5.27,54.78,NA,NA,0.3,NA,12.58,NA,2557858,NFL,13189,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,4.94,52.01,NA,NA,0.3,NA,11.95,NA,2568117,NFL,15794,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,4.63,50.67,NA,NA,0.33,NA,11.7,NA,2569726,NFL,16214,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.73,45.69,NA,NA,0.38,NA,10.59,NA,2560866,NFL,13772,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,4.1,46.4,NA,NA,0.27,NA,10.37,NA,2557986,NFL,13192,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,4.67,43.04,NA,NA,0.21,NA,10.24,NA,2569594,NFL,16213,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.9,44.56,NA,NA,0.25,NA,9.89,NA,2565830,NFL,15329,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.8,42.1,NA,NA,0.25,NA,9.51,NA,2560995,NFL,13674,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,3.54,40.83,NA,NA,0.3,NA,9.43,NA,2567496,NFL,15799,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,3.87,41.3,NA,NA,0.22,NA,9.4,NA,2563704,NFL,14867,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,3.42,35.51,NA,NA,0.25,NA,8.59,NA,2557889,NFL,13236,NA,0.63,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,NA,3.31,34.54,NA,NA,0.18,NA,7.87,NA,2543767,NFL,11647,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,NYG,NA,NA,2.77,35.95,NA,NA,0.2,NA,7.57,NA,2552408,NFL,12263,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3.03,33.91,NA,NA,0.19,NA,7.56,NA,2566442,NFL,15331,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1.38,15.51,NA,NA,0.11,0.02,7.47,NA,2558954,NFL,13424,NA,36.83,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,3.05,29.78,NA,NA,0.21,NA,7.29,NA,2568312,NFL,15802,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,2.83,30.74,NA,NA,0.21,NA,7.17,NA,2555364,NFL,12678,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,2.74,27.43,NA,NA,0.2,NA,6.75,NA,2567658,NFL,15889,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.77,27.93,NA,NA,0.17,NA,6.6,NA,2561027,NFL,13675,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.58,27.28,NA,NA,0.18,NA,6.39,NA,2567283,NFL,15798,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,2.23,26.59,NA,NA,0.24,NA,6.34,NA,2555341,NFL,12676,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,2.47,28.32,NA,NA,0.17,NA,6.33,NA,2569768,NFL,16222,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,ATL,NA,NA,2.45,27.53,NA,NA,0.13,NA,6.19,NA,2558207,NFL,13193,NA,1.51,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,NA,2.44,26.82,NA,NA,0.16,NA,6.09,NA,2570032,NFL,16212,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,2.21,24.09,NA,NA,0.17,NA,5.65,NA,2564676,NFL,14861,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,2.12,26,NA,NA,0.15,NA,5.63,NA,2562383,NFL,14137,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,NA,2.22,21.1,NA,NA,0.16,NA,5.29,NA,2561215,NFL,14370,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,1.92,19.71,NA,NA,0.15,NA,4.84,NA,2566145,NFL,15419,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,1.91,21.44,NA,NA,0.13,NA,4.84,NA,2562681,NFL,14143,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,NA,1.73,16.66,NA,NA,0.12,NA,4.12,NA,2562394,NFL,14341,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,NA,1.56,17.18,NA,NA,0.13,NA,4.06,NA,2569849,NFL,16220,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.6,15.81,NA,NA,0.13,NA,4,NA,2565914,NFL,15332,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,NA,1.66,15.36,NA,NA,0.12,NA,3.92,NA,2564703,NFL,14870,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1.6,13.74,NA,NA,0.1,NA,3.58,NA,2560880,NFL,13676,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,NA,1.53,13.14,NA,NA,0.11,NA,3.51,NA,2562720,NFL,14146,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.23,14.09,NA,NA,0.11,NA,3.41,NA,2566178,NFL,15337,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,TE,CAR,NA,NA,1.18,13.01,NA,NA,0.1,NA,3.09,NA,2565192,NFL,15026,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,1.26,12.78,NA,NA,0.08,NA,3.02,NA,2568042,NFL,15796,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,NA,1.13,12.15,NA,NA,0.09,NA,2.89,NA,2566130,NFL,15330,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,0.89,9.46,NA,NA,0.09,NA,2.77,NA,2563767,NFL,14875,NA,3.29,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Ogletree,TE,IND,NA,NA,1.01,12.18,NA,NA,0.08,NA,2.72,NA,2567712,NFL,15916,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LA,NA,NA,1.12,10.4,NA,NA,0.09,NA,2.7,NA,2570017,NFL,16219,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,LV,NA,NA,1,12.14,NA,NA,0.08,NA,2.7,NA,2555415,NFL,12677,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,NA,0.97,11.36,NA,NA,0.07,NA,2.53,NA,2561046,NFL,13763,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,0.86,10.46,NA,NA,0.08,NA,2.39,NA,2562317,NFL,14239,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAX,NA,NA,0.94,8.36,NA,NA,0.07,NA,2.2,NA,2566160,NFL,15335,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,NE,NA,NA,0.82,9.15,NA,NA,0.07,NA,2.16,NA,2560994,NFL,13672,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,NA,0.74,9.84,NA,NA,0.07,NA,2.15,NA,2569810,NFL,16312,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.8,8.7,NA,NA,0.07,NA,2.13,NA,2568138,NFL,15800,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
