player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds,two_pts
Zach Charbonnet,RB,SEA,NA,7.7,31.3,NA,0.2,1.8,1.8,13.3,NA,NA,0.1,0,5.75,NA,17667,FleaFlicker,16169,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB31,0.2,44.6,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,BUF,NA,7.2,31.1,NA,0.2,1.3,1.3,7.6,NA,NA,0,0,5.47,NA,9504,FleaFlicker,11390,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB54,0.3,38.7,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,5.2,22.3,NA,0.1,2.6,2.6,18.8,NA,NA,0.1,0,5.37,NA,17624,FleaFlicker,16165,@MIAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB41,0.2,41.1,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,8.6,35.6,NA,0.2,0.6,0.6,4.3,NA,NA,0,0,5.35,NA,16993,FleaFlicker,15712,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB44,0.2,39.9,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,7.2,32.1,NA,0.1,1.3,1.3,9.3,NA,NA,0,0.1,5.1,NA,14745,FleaFlicker,14079,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB50,0.2,41.4,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,7.8,30.7,NA,0.2,1.1,1.1,8.2,NA,NA,0,0,5.03,NA,17020,FleaFlicker,15723,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB42,0.2,38.9,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CHI,NA,6.5,27.9,NA,0.2,0.7,0.7,5.8,NA,NA,0,0,4.63,NA,12987,FleaFlicker,13134,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB48,0.2,33.8,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,NYJ,NA,6.2,26,NA,0.1,1.3,1.3,10.2,NA,NA,0,0.1,4.38,NA,12929,FleaFlicker,13128,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB59,0.1,36.2,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,5.5,23.6,NA,0.2,0.9,0.9,6.4,NA,NA,0,0,4.3,NA,15904,FleaFlicker,14823,PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB45,0.2,29.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,DEN,NA,2.9,12.4,NA,0.1,2.6,2.6,20.4,NA,NA,0.1,0,4.18,NA,13011,FleaFlicker,13133,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB55,0.2,32.8,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,4.2,17.7,NA,0.1,1.8,1.8,13.4,NA,NA,0,0,4.14,NA,16480,FleaFlicker,15255,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB53,0.2,31.2,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,5.5,22.4,NA,0.1,1.2,1.2,8.5,NA,NA,0,0,3.83,NA,15453,FleaFlicker,14331,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB67,0.1,30.9,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,SF,NA,4.8,22.7,NA,0.2,0.5,0.5,3.4,NA,NA,0,0,3.67,NA,13728,FleaFlicker,15263,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB51,0.2,26.1,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,5.3,21.9,NA,0.1,0.9,0.9,6,NA,NA,0,0,3.63,NA,15622,FleaFlicker,14807,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB58,0.1,27.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,3.8,16.3,NA,0.1,1.5,1.5,10.6,NA,NA,0.1,0,3.63,NA,18238,FleaFlicker,16390,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB56,0.2,26.8,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cordarrelle Patterson,RB,ATL,NA,4.7,18.4,NA,0.1,0.9,0.9,7.1,NA,NA,0,0,3.55,NA,9317,FleaFlicker,11225,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB77,0.2,25.4,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Royce Freeman,RB,LAR,NA,5.8,22.9,NA,0.1,0.3,0.3,1.4,NA,NA,0,0,3.18,NA,13796,FleaFlicker,13617,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB52,0.1,24.4,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,4.2,17.6,NA,0.1,0.9,0.9,5.2,NA,NA,0,0,3.14,NA,13040,FleaFlicker,13139,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB61,0.1,22.7,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,NA,1.1,4.9,NA,0,2,2,17.1,NA,NA,0.1,0,3.02,NA,10310,FleaFlicker,11761,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB60,0.1,22,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,4.7,16.2,NA,0.1,0.9,0.9,6.8,NA,NA,0,0,2.86,NA,15936,FleaFlicker,14821,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,22.9,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2.9,12.7,NA,0.1,1,1,6.5,NA,NA,0,0,2.72,NA,14767,FleaFlicker,14086,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB64,0.1,19.2,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,4.3,17.4,NA,0.1,0.3,0.3,2.4,NA,NA,0,0,2.71,NA,17756,FleaFlicker,16181,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,19.7,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,3.5,14.2,NA,0.1,0.8,0.8,6.5,NA,NA,0,0,2.51,NA,13358,FleaFlicker,13378,GBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB75,0.1,20.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,2.1,10.1,NA,0.1,1,1,7.1,NA,NA,0,0,2.42,NA,17175,FleaFlicker,15730,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,17.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,TB,NA,3.5,12.8,NA,0.1,0.9,0.9,6,NA,NA,0,0,2.39,NA,13870,FleaFlicker,13726,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB79,0.1,18.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,1.8,11.7,NA,0.1,0.7,0.7,5.1,NA,NA,0,0,2.36,NA,14471,FleaFlicker,14017,TENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB49,0.1,16.8,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,IND,NA,3.7,12.1,NA,0.1,0.5,0.5,3.5,NA,NA,0,0,2.26,NA,16323,FleaFlicker,15257,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB95,0.1,15.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.8,10.5,NA,0.1,0.7,0.7,5.7,NA,NA,0,0,2.2,NA,14842,FleaFlicker,14095,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,16.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,2.1,11.3,NA,0.1,0.5,0.5,3.7,NA,NA,0,0,2.12,NA,15539,FleaFlicker,14803,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB76,0.1,14.9,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Montgomery,RB,NE,NA,2.1,7.5,NA,0,1.1,1.1,8.9,NA,NA,0,0,1.98,NA,11213,FleaFlicker,12261,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,16.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,GB,NA,1.3,8.9,NA,0.1,0.6,0.6,4.9,NA,NA,0,0,1.98,NA,12101,FleaFlicker,12630,@NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,13.8,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,1.6,8.7,NA,0.1,0.6,0.6,4.9,NA,NA,0,0,1.82,NA,17661,FleaFlicker,16171,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB66,0.1,13.6,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeeJay Dallas,RB,SEA,NA,2.9,9.1,NA,0.1,0.7,0.7,4.4,NA,NA,0,0,1.77,NA,15680,FleaFlicker,14815,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB94,0.1,13.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,1.9,9,NA,0.1,0.4,0.4,3.6,NA,NA,0,0,1.74,NA,16909,FleaFlicker,15733,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB63,0.1,12.5,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans,RB,CIN,NA,3,11.5,NA,0.1,0,0,0,NA,NA,0,0,1.45,NA,16458,FleaFlicker,15275,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB91,0.1,11.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor,RB,GB,NA,0.6,5.9,NA,0,0.5,0.5,3.9,NA,NA,0,0,1.34,NA,16024,FleaFlicker,14817,@NYGMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,9.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,1.1,3.4,NA,0,0.9,0.9,6.8,NA,NA,0,0,1.3,NA,11207,FleaFlicker,12155,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB99,0.1,10.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,1.4,8.9,NA,0.1,0.1,0.1,0.7,NA,NA,0,0,1.28,NA,17625,FleaFlicker,16164,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB69,0.1,9.6,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,1.6,5.8,NA,0.1,0.4,0.4,2.6,NA,NA,0,0,1.24,NA,13942,FleaFlicker,13814,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB81,0.1,8.4,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,1.8,6.8,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,1.18,NA,16918,FleaFlicker,15714,MINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB70,0.1,8.4,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.3,NA,0,0.7,0.7,5.8,NA,NA,0.1,0,1.13,NA,9410,FleaFlicker,11367,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,7.1,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,1,4.1,NA,0,0.3,0.3,2.8,NA,NA,0,0,0.87,NA,13581,FleaFlicker,13148,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,6.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,17.4,79.45,NA,0.76,NA,5.03,44.6,NA,NA,0.34,NA,18.76,NA,christian-mccaffrey,NumberFire,13130,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29,28.23,#23,8,1,21.26,10500,2.02,23.93,21.26,NA,NA
Zack Moss,RB,IND,NA,19.69,84.41,NA,0.64,NA,2.05,15.13,NA,NA,0.11,NA,14.44,NA,zack-moss,NumberFire,14798,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.39,22.49,#27,19,2,15.48,6800,2.28,16.51,15.48,NA,NA
Josh Jacobs,RB,LV,NA,19.75,82.88,NA,0.54,NA,2.45,17.33,NA,NA,0.08,NA,13.47,NA,josh-jacobs,NumberFire,14073,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,21.21,#10,23,3,14.71,8000,1.84,16.07,14.71,NA,NA
Austin Ekeler,RB,LAC,NA,14.27,62.62,NA,0.57,NA,3.67,28.66,NA,NA,0.21,NA,13.45,NA,austin-ekeler-1,NumberFire,13404,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72,21.18,#30,24,4,15.3,7500,2.04,17.33,15.3,NA,NA
Tony Pollard,RB,DAL,NA,15.13,71.21,NA,0.51,NA,3.34,23.79,NA,NA,0.19,NA,13.43,NA,tony-pollard,NumberFire,14085,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.71,21.15,#25,25,5,15.11,6900,2.19,16.93,15.11,NA,NA
Alvin Kamara,RB,NO,NA,14.9,62,NA,0.41,NA,4.27,31.38,NA,NA,0.21,NA,13.11,NA,alvin-kamara,NumberFire,13132,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49,20.73,#29,26,6,15.23,9000,1.69,17.37,15.23,NA,NA
Breece Hall,RB,NYJ,NA,16.44,72.8,NA,0.43,NA,3.4,28.11,NA,NA,0.09,NA,13.02,NA,breece-hall,NumberFire,15708,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,20.61,#22,27,7,14.71,6400,2.3,16.53,14.71,NA,NA
Kyren Williams,RB,LA,NA,19.31,83.47,NA,0.42,NA,2.15,16.83,NA,NA,0.08,NA,12.95,NA,kyren-williams,NumberFire,15710,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38,20.52,#1,28,8,14.01,8800,1.59,15.14,14.01,NA,NA
Saquon Barkley,RB,NYG,NA,18.89,82,NA,0.35,NA,3.13,20.01,NA,NA,0.11,NA,12.86,NA,saquon-barkley,NumberFire,13604,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.32,20.4,#18,30,9,14.43,8300,1.74,16.06,14.43,NA,NA
Rachaad White,RB,TB,NA,18.13,73.01,NA,0.42,NA,3.34,22.74,NA,NA,0.12,NA,12.73,NA,rachaad-white,NumberFire,15721,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,20.23,#7,33,10,14.41,7400,1.95,16.14,14.41,NA,NA
Bijan Robinson,RB,ATL,NA,15.72,67.96,NA,0.44,NA,3.2,23.81,NA,NA,0.16,NA,12.62,NA,bijan-robinson,NumberFire,16161,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,20.08,#19,34,11,14.2,7100,2,15.91,14.2,NA,NA
Joe Mixon,RB,CIN,NA,17.52,69.53,NA,0.56,NA,2.61,16.88,NA,NA,0.1,NA,12.62,NA,joe-mixon,NumberFire,13131,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,20.08,#14,34,11,13.91,7200,1.93,15.22,13.91,NA,NA
Isiah Pacheco,RB,KC,NA,16.5,73.04,NA,0.5,NA,2.06,14.49,NA,NA,0.11,NA,12.42,NA,isiah-pacheco,NumberFire,15749,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,19.81,#11,38,13,13.44,7000,1.92,14.48,13.44,NA,NA
Travis Etienne,RB,JAC,NA,16.5,73.21,NA,0.33,NA,2.8,23.94,NA,NA,0.07,NA,12.09,NA,travis-etienne,NumberFire,15253,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,19.38,#2,39,14,13.54,8400,1.61,14.95,13.54,NA,NA
Javonte Williams,RB,DEN,NA,15.15,65.76,NA,0.35,NA,3.02,20.59,NA,NA,0.17,NA,11.75,NA,javonte-williams,NumberFire,15256,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58,18.92,#28,41,15,13.29,6600,2.01,14.81,13.29,NA,NA
Raheem Mostert,RB,MIA,NA,11.91,57.84,NA,0.54,NA,1.88,14.98,NA,NA,0.12,NA,10.96,NA,raheem-mostert,NumberFire,12447,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,17.88,#26,46,16,11.9,7700,1.55,12.99,11.9,NA,NA
Derrick Henry,RB,TEN,NA,15.28,64.95,NA,0.41,NA,1.81,15.87,NA,NA,0.07,NA,10.95,NA,derrick-henry,NumberFire,12626,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,17.86,#6,47,17,11.89,8200,1.45,12.79,11.89,NA,NA
David Montgomery,RB,DET,NA,14.94,63.14,NA,0.51,NA,1.3,11.14,NA,NA,0.06,NA,10.62,NA,david-montgomery,NumberFire,14071,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,17.43,#21,51,18,11.26,7600,1.48,12.04,11.26,NA,NA
D'Andre Swift,RB,PHI,NA,13.18,58.48,NA,0.43,NA,2.69,17.41,NA,NA,0.11,NA,10.55,NA,d-andre-swift,NumberFire,14797,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,17.33,#3,52,19,11.91,7000,1.7,13.4,11.91,NA,NA
Chuba Hubbard,RB,CAR,NA,16.54,68.45,NA,0.36,NA,1.84,12.76,NA,NA,0.06,NA,10.45,NA,chuba-hubbard,NumberFire,15261,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,17.2,#12,57,20,11.38,6700,1.7,12.4,11.38,NA,NA
Ezekiel Elliott,RB,NE,NA,17.89,72.28,NA,0.3,NA,1.76,11.84,NA,NA,0.04,NA,10.27,NA,ezekiel-elliott,NumberFire,12625,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,16.96,#9,60,21,11.15,6000,1.86,12.13,11.15,NA,NA
A.J. Dillon,RB,GB,NA,14.21,60.25,NA,0.37,NA,1.75,15.36,NA,NA,0.07,NA,10.19,NA,aj-dillon,NumberFire,14805,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53,16.85,#17,61,22,11.1,6800,1.63,11.97,11.1,NA,NA
Jahmyr Gibbs,RB,DET,NA,9.68,42.77,NA,0.28,NA,3.73,28.68,NA,NA,0.19,NA,9.95,NA,jahmyr-gibbs,NumberFire,16162,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,16.54,#21,63,23,11.83,6900,1.71,13.72,11.83,NA,NA
Jerome Ford,RB,CLE,NA,13.98,57.68,NA,0.27,NA,2.44,17.06,NA,NA,0.07,NA,9.48,NA,jerome-ford,NumberFire,15713,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,15.91,#15,67,24,10.65,6300,1.69,11.92,10.65,NA,NA
De'Von Achane,RB,MIA,NA,9.92,44.01,NA,0.41,NA,2.39,17.78,NA,NA,0.15,NA,9.39,NA,devon-achane,NumberFire,16167,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,15.79,#26,68,25,10.61,8000,1.33,11.88,10.61,NA,NA
Najee Harris,RB,PIT,NA,14.79,57.37,NA,0.33,NA,1.83,10.59,NA,NA,0.07,NA,9.02,NA,najee-harris,NumberFire,15254,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74,15.3,#13,70,26,9.93,6700,1.48,10.95,9.93,NA,NA
Jaylen Warren,RB,PIT,NA,11.58,50.62,NA,0.28,NA,2.61,17.99,NA,NA,0.09,NA,8.93,NA,jaylen-warren,NumberFire,15742,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,15.18,#13,71,27,10.25,6200,1.65,11.63,10.25,NA,NA
Alexander Mattison,RB,MIN,NA,13.5,55.89,NA,0.37,NA,1.49,9.64,NA,NA,0.07,NA,8.91,NA,alexander-mattison,NumberFire,14223,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66,15.16,#24,72,28,9.7,6200,1.56,10.57,9.7,NA,NA
James Cook,RB,BUF,NA,11.38,51.36,NA,0.25,NA,2.24,16.89,NA,NA,0.11,NA,8.81,NA,james-cook,NumberFire,15715,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,15.02,#8,74,29,9.97,6600,1.51,11.17,9.97,NA,NA
Gus Edwards,RB,BAL,NA,10.36,49.12,NA,0.36,NA,0.88,7.25,NA,NA,0.05,NA,7.96,NA,gus-edwards,NumberFire,13850,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,13.89,#16,82,30,8.44,6500,1.3,8.94,8.44,NA,NA
Devin Singletary,RB,HOU,NA,11.15,49.22,NA,0.23,NA,1.68,12.07,NA,NA,0.07,NA,7.86,NA,devin-singletary,NumberFire,14080,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,13.76,#5,84,31,8.71,5800,1.5,9.59,8.71,NA,NA
Kareem Hunt,RB,CLE,NA,11.38,46.95,NA,0.29,NA,0.88,6.25,NA,NA,0.02,NA,7.16,NA,kareem-hunt,NumberFire,13138,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,12.83,#15,89,32,7.58,5700,1.33,8.05,7.58,NA,NA
Dameon Pierce,RB,HOU,NA,11.73,47.34,NA,0.25,NA,0.79,5.81,NA,NA,0.03,NA,6.94,NA,dameon-pierce,NumberFire,15717,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,12.54,#5,92,33,7.33,6100,1.2,7.77,7.33,NA,NA
Roschon Johnson,RB,CHI,NA,7.67,31.3,NA,0.19,NA,1.9,13.65,NA,NA,0.07,NA,5.93,NA,roschon-johnson,NumberFire,16175,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,11.2,#20,109,34,6.91,5700,1.21,7.91,6.91,NA,NA
Tyler Allgeier,RB,ATL,NA,9.1,38.06,NA,0.22,NA,0.82,5.86,NA,NA,0.03,NA,5.91,NA,tyler-allgeier,NumberFire,15712,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,11.17,#19,111,35,6.32,5400,1.17,6.73,6.32,NA,NA
Kenneth Walker III,RB,SEA,NA,8.33,34.85,NA,0.22,NA,1.14,8.05,NA,NA,0.04,NA,5.85,NA,kenneth-walker-iii,NumberFire,15711,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,11.09,#4,113,36,6.42,6500,0.99,6.99,6.42,NA,NA
