id,src_id,pos,player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,data_src,fumbles_lost,site_pts,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
15241,16235,QB,Mac Jones,NE,32.4,21.6,219.4,1,0.8,2.7,9.3,0.1,FleaFlicker,NA,14.56,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB28,21/32,95.7,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16384,18054,QB,Tyson Bagent,CHI,31.4,20.6,204.2,1,1.1,3.5,15.1,0.2,FleaFlicker,NA,14.38,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB35,20/31,80.6,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16160,17786,QB,Clayton Tune,ARI,31.6,18.8,196.7,1,1.1,3.6,18.3,0.1,FleaFlicker,NA,14.19,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,18/31,74.1,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15692,16811,QB,OUTKenny Pickett,PIT,14.6,8.9,135.3,1,0.5,2.4,12.5,0.1,FleaFlicker,NA,11.9,TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB27,8/14,113.7,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15697,16880,QB,Desmond Ridder,ATL,28.6,18.9,144.2,1,0.5,3.9,10.6,0.1,FleaFlicker,NA,11.75,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB30,18/28,89,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13416,13341,QB,P.J. Walker,CLE,31,18.1,146.8,1,0.8,4.1,10.9,0.1,FleaFlicker,NA,11.31,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB36,18/30,83.5,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13113,12919,QB,OUTDeshaun Watson,CLE,0,0,111.1,1,0.2,0,12.3,0.1,FleaFlicker,NA,11.27,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB19,0/0,0,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13115,12893,QB,Mitch Trubisky,PIT,34,22,135.9,1,0.5,3.7,7.3,0.1,FleaFlicker,NA,10.75,TENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB40,21/34,79.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12476,11615,QB,Taylor Heinicke,ATL,0,0,108.3,1,0.4,0,5.6,0.1,FleaFlicker,NA,9.52,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0/0,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10413,7592,QB,OUTTyrod Taylor,NYG,14.2,9,91.4,0.4,0.3,3.1,14.8,0.1,FleaFlicker,NA,7.71,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB34,8/14,76.8,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13119,13017,QB,Joshua Dobbs,ARI,16.5,10.3,69.1,0.3,0.3,2.7,7.4,0.1,FleaFlicker,NA,5.19,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB32,10/16,72.1,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16441,18099,QB,Tommy DeVito,NYG,0,0,16.4,0.1,0.1,0,0.1,0,FleaFlicker,NA,1.01,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0/0,0,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15694,16845,QB,Malik Willis,TEN,1.5,0.9,11.1,0,0.1,0.6,1.8,0,FleaFlicker,NA,0.89,@PITThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB38,0/1,72.9,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,17695,QB,Aidan O'Connell,LV,0,0,13.8,0.1,0.1,0,0,0,FleaFlicker,NA,0.79,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0/0,0,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16313,17789,QB,Sean Clifford,GB,0,0,7.6,0,0.1,0,0,0,FleaFlicker,NA,0.58,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0/0,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12140,11183,QB,Jameis Winston,NO,0,0,6.9,0,0,0,1.1,0,FleaFlicker,NA,0.55,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0/0,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15252,16280,QB,Davis Mills,HOU,0,0,7.6,0,0,0,0,0,FleaFlicker,NA,0.5,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0/0,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10262,7368,QB,Blaine Gabbert,KC,0,0,9.1,0,0,0,0,0,FleaFlicker,NA,0.49,MIASun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0/0,0,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,lamar-jackson,QB,Lamar Jackson,BAL,31.05,21.58,226.54,1.82,0.69,9.89,56.15,0.43,NumberFire,NA,22.66,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.76,30.56,#30,1,1,23.35,8800,2.65,23.66,8100,2.92,23.35,34,0.69,NA
14783,jalen-hurts,QB,Jalen Hurts,PHI,32.58,20.65,247.88,1.42,0.72,10.03,45.76,0.57,NumberFire,NA,21.79,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.93,29.65,#29,2,2,22.53,9200,2.45,22.76,8200,2.78,22.53,43,0.52,NA
13116,patrick-mahomes,QB,Patrick Mahomes,KC,37.37,26.45,290.19,2.08,0.62,4.55,20.23,0.17,NumberFire,NA,21.47,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.63,29.31,#32,3,3,22.07,9000,2.45,22.27,8400,2.65,22.07,41,0.54,NA
13589,josh-allen,QB,Josh Allen,BUF,33.69,22.93,243.38,1.9,0.75,6,30.37,0.39,NumberFire,NA,20.79,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98,28.6,#10,4,4,21.5,8700,2.47,21.78,8000,2.72,21.5,40,0.54,NA
14779,justin-herbert,QB,Justin Herbert,LAC,35.52,24.14,267.04,1.82,0.66,4.78,18.91,0.29,NumberFire,NA,20.06,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.28,27.84,#26,5,5,20.73,8200,2.53,20.88,7800,2.68,20.73,36,0.58,NA
14778,tua-tagovailoa,QB,Tua Tagovailoa,MIA,35.23,24.2,285.14,2.03,0.8,1.59,6.15,0.08,NumberFire,NA,18.83,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11,26.55,#11,6,6,19.64,8200,2.4,19.79,7700,2.57,19.64,33,0.6,NA
12611,jared-goff,QB,Jared Goff,DET,35.26,23.94,254,1.86,0.67,2.21,8.12,0.13,NumberFire,NA,17.53,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.88,25.18,#31,8,7,18.18,7800,2.33,18.4,6400,2.88,18.18,32,0.57,NA
12620,dak-prescott,QB,Dak Prescott,DAL,33.22,20.97,234.3,1.76,0.8,4.21,18.18,0.2,NumberFire,NA,17.36,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72,25,#21,9,8,18.13,7300,2.48,18.43,6100,3.02,18.13,26,0.7,NA
15237,trevor-lawrence,QB,Trevor Lawrence,JAC,32.87,21.13,237.9,1.4,0.69,5.24,23.24,0.18,NumberFire,NA,16.49,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,24.08,#6,10,9,17.15,7500,2.29,17.54,6200,2.83,17.15,28,0.61,NA
10700,kirk-cousins,QB,Kirk Cousins,MIN,35.09,23.74,265.37,1.56,0.63,1.91,7.62,0.08,NumberFire,NA,16.35,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.77,23.93,#22,11,10,16.97,7700,2.2,17.27,6900,2.5,16.97,26,0.65,NA
14777,joe-burrow,QB,Joe Burrow,CIN,36.33,24.06,246.34,1.47,0.73,3.5,14.41,0.12,NumberFire,NA,16.2,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.63,23.77,#9,13,11,16.94,7100,2.39,17.1,6000,2.85,16.94,28,0.61,NA
15698,brock-purdy,QB,Brock Purdy,SF,31.17,20.06,242.69,1.48,0.68,2.99,12.11,0.14,NumberFire,NA,16.09,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.53,23.65,#19,14,12,16.76,7200,2.33,16.93,5600,3.02,16.76,29,0.58,NA
16150,c-j-stroud,QB,C.J. Stroud,HOU,32.23,20.24,240.19,1.5,0.69,2.62,9.96,0.14,NumberFire,NA,15.8,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,23.34,#24,15,13,16.49,7400,2.23,16.67,6300,2.65,16.49,30,0.55,NA
10703,russell-wilson,QB,Russell Wilson,DEN,30.8,19.68,206.02,1.35,0.53,4.96,26.8,0.12,NumberFire,NA,15.62,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09,23.15,#5,16,14,16.11,7000,2.3,16.36,5300,3.09,16.11,24,0.67,NA
11760,jimmy-garoppolo,QB,Jimmy Garoppolo,LV,34.38,23.04,265.13,1.29,0.89,2.05,8.06,0.08,NumberFire,NA,15.06,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.56,22.56,#18,20,15,15.96,6800,2.35,16.11,5200,3.1,15.96,21,0.76,NA
11644,derek-carr,QB,Derek Carr,NO,34.63,22.27,237.85,1.44,0.7,2.08,7.88,0.09,NumberFire,NA,14.79,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31,22.27,#20,21,16,15.52,6600,2.35,15.76,5500,2.87,15.52,22,0.71,NA
11150,geno-smith-1,QB,Geno Smith,SEA,33.05,20.53,225.17,1.35,0.91,3.63,14.47,0.16,NumberFire,NA,14.64,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,22.11,#1,22,17,15.58,6500,2.4,15.79,5900,2.68,15.58,24,0.65,NA
9431,matthew-stafford,QB,Matthew Stafford,LA,34.42,20.54,248.65,1.36,0.77,1.15,4.44,0.04,NumberFire,NA,14.41,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,21.87,#4,24,18,15.2,6500,2.34,15.3,6600,2.32,15.2,27,0.56,NA
15693,sam-howell,QB,Sam Howell,WSH,31.83,20.78,220.48,1.11,0.75,3.99,17.63,0.16,NumberFire,NA,14.09,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66,21.52,#16,26,19,14.83,6900,2.15,15.07,5200,2.9,14.83,27,0.55,NA
14782,jordan-love,QB,Jordan Love,GB,31.18,19.74,214.77,1.19,0.76,3.53,14.94,0.17,NumberFire,NA,14.06,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63,21.49,#14,27,20,14.8,7600,1.95,14.99,5700,2.63,14.8,27,0.55,NA
14067,gardner-minshew,QB,Gardner Minshew,IND,30.71,18.56,206.02,1.15,0.63,4.45,19.21,0.17,NumberFire,NA,13.83,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.41,21.25,#7,29,21,14.43,6900,2.09,14.83,5400,2.75,14.43,25,0.58,NA
15692,kenny-pickett,QB,Kenny Pickett,PIT,29.14,17.85,192.88,0.99,0.67,4.72,19.39,0.22,NumberFire,NA,13.4,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.01,20.79,#3,31,22,14.04,6500,2.16,14.19,4900,2.9,14.04,22,0.64,NA
10413,tyrod-taylor,QB,Tyrod Taylor,NYG,28.35,17.97,182.71,0.76,0.57,6.19,29.61,0.24,NumberFire,NA,13.17,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,20.54,#8,32,23,13.76,6800,2.02,14.01,5300,2.64,13.76,20,0.69,NA
13590,baker-mayfield,QB,Baker Mayfield,TB,34,22.63,225.41,1.05,0.93,3.87,15.28,0.11,NumberFire,NA,13.13,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.76,20.5,#17,34,24,14.05,6700,2.1,14.31,5200,2.75,14.05,20,0.7,NA
16148,bryce-young,QB,Bryce Young,CAR,33.64,22.18,218.03,1.16,0.77,2.21,9,0.09,NumberFire,NA,13.03,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67,20.39,#23,35,25,13.77,6600,2.09,13.95,5100,2.74,13.77,20,0.69,NA
15241,mac-jones,QB,Mac Jones,NE,32.86,22.01,214.51,1.14,0.8,2.67,10.97,0.1,NumberFire,NA,13.01,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,20.37,#25,36,26,13.82,6700,2.06,13.98,5000,2.8,13.82,21,0.66,NA
15697,desmond-ridder,QB,Desmond Ridder,ATL,28.05,18.78,202.73,0.95,0.62,3.87,15.24,0.16,NumberFire,NA,12.72,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38,20.06,#27,39,27,13.33,6700,1.99,13.59,5100,2.66,13.33,20,0.67,NA
13119,joshua-dobbs,QB,Joshua Dobbs,ARI,32.96,20.52,190.08,0.84,0.89,5.37,22.13,0.25,NumberFire,NA,12.37,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06,19.68,#2,41,28,13.23,6600,2,13.55,5200,2.61,13.23,25,0.53,NA
15239,zach-wilson,QB,Zach Wilson,NYJ,27.79,16.32,186.11,0.84,0.69,4.39,19.34,0.2,NumberFire,NA,12.31,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19.62,#13,42,29,12.99,6600,1.97,13.16,4800,2.74,12.99,20,0.65,NA
16384,tyson-bagent,QB,Tyson Bagent,CHI,29.7,19.08,203.24,0.86,0.84,2.93,12.1,0.16,NumberFire,NA,11.79,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53,19.05,#28,49,30,12.62,6600,1.91,12.8,4900,2.61,12.62,21,0.6,NA
13416,p-j-walker,QB,P.J. Walker,CLE,30.96,18.13,196.31,0.68,0.95,4.65,19.56,0.2,NumberFire,NA,11.35,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,18.58,#12,53,31,12.34,6400,1.93,12.6,4800,2.63,12.34,20,0.62,NA
16149,will-levis,QB,Will Levis,TEN,27.41,16.94,172.97,0.67,0.78,3.71,15.41,0.16,NumberFire,NA,10.24,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11,17.37,#15,63,32,11.02,6200,1.78,11.21,4400,2.55,11.02,20,0.55,NA
15694,malik-willis,QB,Malik Willis,TEN,2.95,1.79,18.35,0.07,0.09,1.24,5.16,0.05,NumberFire,NA,1.58,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.04,7.2,#15,265,33,1.64,6500,0.25,1.69,4700,0.36,1.64,20,0.08,NA
13116,2558125,QB,Patrick Mahomes,KC,NA,NA,300.07,2.13,0.82,NA,21.28,0.17,NFL,0.02,22.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
13589,2560955,QB,Josh Allen,BUF,NA,NA,283.78,1.87,1.02,NA,25.38,0.26,NFL,0.1,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
14783,2564832,QB,Jalen Hurts,PHI,NA,NA,243.25,1.63,0.83,NA,37.18,0.39,NFL,0.08,20.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
14777,2563722,QB,Joe Burrow,CIN,NA,NA,274.9,1.89,0.97,NA,18.92,0.15,NFL,0.03,19.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
13593,2560757,QB,Lamar Jackson,BAL,NA,NA,223.68,1.32,0.73,NA,44.94,0.38,NFL,0.11,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
12620,2555260,QB,Dak Prescott,DAL,NA,NA,273.93,1.95,0.94,NA,16.05,0.15,NFL,0.1,19.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
16150,2569819,QB,C.J. Stroud,HOU,NA,NA,274.91,1.76,0.71,NA,12.67,0.13,NFL,0.09,18.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
14059,2562299,QB,Daniel Jones,NYG,NA,NA,214.43,1.11,0.54,NA,42.05,0.36,NFL,0.04,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
11644,2543499,QB,Derek Carr,NO,NA,NA,265.42,1.94,0.67,NA,6,0.07,NFL,0.04,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
14779,2565045,QB,Justin Herbert,LAC,NA,NA,262.05,1.61,0.96,NA,18.48,0.17,NFL,0.03,18.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
14778,2564499,QB,Tua Tagovailoa,MIA,NA,NA,288.43,1.78,0.91,NA,7.16,0.08,NFL,0.1,17.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
13113,2558063,QB,Deshaun Watson,CLE,NA,NA,222.25,1.46,0.5,NA,24.57,0.22,NFL,0.06,17.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
15693,2568333,QB,Sam Howell,WAS,NA,NA,261,1.72,0.9,NA,12.2,0.11,NFL,0.04,17.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
11760,2543801,QB,Jimmy Garoppolo,LV,NA,NA,258.24,1.71,0.86,NA,9.72,0.11,NFL,0.09,17.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
16149,2569798,QB,Will Levis,TEN,NA,NA,218.27,1.41,0.78,NA,26.62,0.18,NFL,0.08,16.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
9431,79860,QB,Matthew Stafford,LA,NA,NA,253.9,1.7,0.7,NA,2.6,0.05,NFL,0.05,16.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
13590,2560800,QB,Baker Mayfield,TB,NA,NA,243.43,1.28,0.84,NA,19.88,0.12,NFL,0.06,16.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
14067,2562796,QB,Gardner Minshew,IND,NA,NA,246.21,1.55,0.86,NA,7.12,0.13,NFL,0.07,15.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
11150,2539335,QB,Geno Smith,SEA,NA,NA,249.1,1.4,0.79,NA,13.1,0.1,NFL,0.1,15.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
14782,2564007,QB,Jordan Love,GB,NA,NA,221.84,1.33,0.91,NA,20.36,0.18,NFL,0.06,15.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
16154,2570083,QB,Jaren Hall,MIN,NA,NA,224.78,1.17,0.93,NA,22.21,0.13,NFL,0.07,14.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
15241,2566334,QB,Mac Jones,NE,NA,NA,223.84,1.42,0.76,NA,9.23,0.11,NFL,0.07,14.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
16148,2569606,QB,Bryce Young,CAR,NA,NA,219.32,1.32,0.66,NA,10.45,0.11,NFL,0.08,14.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
15692,2568162,QB,Kenny Pickett,PIT,NA,NA,213.03,1.16,0.86,NA,18.22,0.16,NFL,0.05,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
15239,2566391,QB,Zach Wilson,NYJ,NA,NA,213.68,1.17,0.89,NA,16.91,0.17,NFL,0.06,14.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
12476,2553656,QB,Taylor Heinicke,ATL,NA,NA,216.66,1.33,0.87,NA,11.2,0.1,NFL,0.02,14.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
16160,2570236,QB,Clayton Tune,ARI,NA,NA,195.22,0.93,0.98,NA,20.61,0.17,NFL,0.06,12.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
16384,2570467,QB,Tyson Bagent,CHI,NA,NA,201.49,1.09,1.21,NA,16.76,0.15,NFL,0.06,12.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
16441,2570578,QB,Tommy DeVito,NYG,NA,NA,32.84,0.14,0.13,NA,0.28,0.02,NFL,0.02,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13115,2558008,QB,Mitchell Trubisky,PIT,NA,NA,28.99,0.11,0.1,NA,0.18,0.02,NFL,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,2570044,QB,Aidan O'Connell,LV,NA,NA,27.68,0.09,0.1,NA,0.06,0.01,NFL,0.01,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13416,2558904,QB,PJ Walker,CLE,NA,NA,25.59,0.08,0.16,NA,0.14,0.02,NFL,0.01,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15697,2567256,QB,Desmond Ridder,ATL,NA,NA,18.64,0.05,0.05,NA,0.01,0.02,NFL,0.01,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12140,2552033,QB,Jameis Winston,NO,NA,NA,13.83,0.05,0.07,NA,2.09,0.01,NFL,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
16313,2569762,QB,Sean Clifford,GB,NA,NA,15.21,0.08,0.09,NA,0.03,0.02,NFL,0.01,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
10262,2495441,QB,Blaine Gabbert,KC,NA,NA,18.16,0.05,0.08,NA,0.05,0.01,NFL,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
