id,src_id,pos,player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,data_src,fumbles_lost,site_pts,bye,opp,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
15242,19800,QB,Kyle Trask,TB,0,0,6.1,0,0,0,0,0,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14069,18446,QB,Easton Stick,LAC,0,0,5.7,0,0,0,0,0,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14065,18323,QB,Brett Rypien,LAR,0,0,7.2,0,0.1,0,0,0,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13125,16419,QB,C.J. Beathard,JAC,0,0,6,0,0,0,0,0,FantasyPros,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9714,9078,QB,Brian Hoyer,LV,0,0,5.8,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13124,16477,QB,Cooper Rush,DAL,0,0,5.1,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13873,17801,QB,Tim Boyle,NYJ,0,0,5.7,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14063,18604,QB,Jarrett Stidham,DEN,0,0,4.6,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15250,19803,QB,Sam Ehlinger,IND,0,0,3.7,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12141,13890,QB,Marcus Mariota,PHI,0,0,3.3,0,0,0,0.1,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13598,17447,QB,Mike White,MIA,0,0,4.4,0,0,0,0,0,FantasyPros,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14057,18225,QB,Drew Lock,SEA,0,0,3.2,0,0,0,0,0,FantasyPros,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13116,12894,QB,Patrick Mahomes,KC,37.7,26.3,308.9,2,0.8,4.6,25.3,0.2,FleaFlicker,NA,28.55,0,@DENSun 4:25 PM,QB3,26/37,113.3,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,13775,QB,Lamar Jackson,BAL,29.8,20.4,233.4,2,0.6,9.9,52.9,0.5,FleaFlicker,NA,26.62,3,@ARISun 4:25 PM,QB4,20/29,116,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13589,13761,QB,Josh Allen,BUF,33.9,23.1,256.9,2,0.8,5.2,28.6,0.4,FleaFlicker,NA,24.18,3,TBThu 8:15 PM,QB2,23/33,112.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14779,15516,QB,Justin Herbert,LAC,35.2,23.9,275.2,2,0.7,4.5,17.4,0.3,FleaFlicker,NA,23.7,5,CHISun 8:20 PM,QB5,23/35,108.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12620,12159,QB,Dak Prescott,DAL,33.7,22.2,246.4,2,0.7,3.9,16.1,0.2,FleaFlicker,NA,23.54,7,LARSun 1:00 PM,QB19,22/33,108.9,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14777,15532,QB,Joe Burrow,CIN,40,26.3,257.2,2,0.8,2.9,12.1,0.1,FleaFlicker,NA,23.19,7,@SFSun 4:25 PM,QB7,26/40,99.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12611,12102,QB,Jared Goff,DET,34.4,23.3,258.9,2,0.7,2.3,7.5,0.1,FleaFlicker,NA,23.13,9,LVMon 8:15 PM,QB11,23/34,109.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14783,15581,QB,Jalen Hurts,PHI,33,21.4,250.1,1,0.8,9.8,43.6,0.6,FleaFlicker,NA,22.84,0,@WASSun 1:00 PM,QB1,21/33,96.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14778,15533,QB,Tua Tagovailoa,MIA,34.1,23.6,290.9,2,0.8,2.1,6.1,0.1,FleaFlicker,NA,21.7,0,NESun 1:00 PM,QB6,23/34,113.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10700,8625,QB,Kirk Cousins,MIN,36.6,24.6,272.9,2,0.8,1.9,5.8,0.1,FleaFlicker,NA,21,3,@GBSun 1:00 PM,QB13,24/36,107.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16150,17589,QB,C.J. Stroud,HOU,31.9,19.9,248.1,2,0.7,2.9,12.2,0.1,FleaFlicker,NA,20.89,7,@CARSun 1:00 PM,QB12,19/31,108,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15698,17045,QB,Brock Purdy,SF,29.8,19.6,243.6,2,0.7,2.7,9.3,0.2,FleaFlicker,NA,20.71,9,CINSun 4:25 PM,QB10,19/29,114.6,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15237,16242,QB,Trevor Lawrence,JAC,33.9,22.2,243.1,1,0.7,5.2,28.2,0.2,FleaFlicker,NA,18.3,9,@PITSun 1:00 PM,QB9,22/33,98.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9431,6038,QB,Matthew Stafford,LAR,34.5,21.1,259,1,0.8,1.6,4.1,0.1,FleaFlicker,NA,18.22,0,@DALSun 1:00 PM,QB15,21/34,95,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13119,13017,QB,Joshua Dobbs,ARI,34,21.2,199.4,1,0.8,5.5,26.6,0.2,FleaFlicker,NA,17.81,4,BALSun 4:25 PM,QB30,21/34,87.7,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
