id,src_id,pos,player,team,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,data_src,fumbles_lost,site_pts,bye,opp,draft_rank,pass_comp_pct,pass_rate,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
15693,16987,QB,Sam Howell,WAS,35.4,23.1,243.9,1,0.9,3.7,17.1,0.2,FleaFlicker,NA,16.9,4,PHISun 1:00 PM,QB20,23/35,95.3,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11760,10311,QB,OUTJimmy Garoppolo,LV,36.1,24.3,276.7,1,1.1,2.3,7.1,0.1,FleaFlicker,NA,16.7,3,@DETMon 8:15 PM,QB27,24/36,87.3,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10703,8598,QB,Russell Wilson,DEN,32.3,20.7,219.4,1,0.7,4.2,22.6,0.1,FleaFlicker,NA,16.44,9,KCSun 4:25 PM,QB17,20/32,93.1,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14782,15522,QB,Jordan Love,GB,31.7,19.7,227.3,1,0.9,3.6,17,0.2,FleaFlicker,NA,16.15,6,MINSun 1:00 PM,QB18,19/31,94.4,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15692,16811,QB,Kenny Pickett,PIT,32.7,20.2,222.8,1,0.8,4.3,16.8,0.2,FleaFlicker,NA,16.1,6,JACSun 1:00 PM,QB29,20/32,93.5,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15697,16880,QB,Desmond Ridder,ATL,29,19.1,222.2,1,0.7,3.9,16.7,0.2,FleaFlicker,NA,16.08,1,@TENSun 1:00 PM,QB26,19/28,103.6,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13590,13758,QB,Baker Mayfield,TB,36,23.5,238.5,1,0.9,3.9,14.9,0.1,FleaFlicker,NA,16.07,5,@BUFThu 8:15 PM,QB22,23/35,94.7,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11150,9372,QB,Geno Smith,SEA,33.1,21.4,230.6,1,0.8,3.4,15.1,0.1,FleaFlicker,NA,15.86,5,CLESun 4:05 PM,QB14,21/33,94.3,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11644,10315,QB,Derek Carr,NO,36.2,23.1,246.4,1,0.7,2.1,6.4,0.1,FleaFlicker,NA,15.82,1,@INDSun 1:00 PM,QB23,23/36,93.1,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14059,14668,QB,OUTDaniel Jones,NYG,23.2,15.4,165.7,1,0.6,5.7,33.5,0.2,FleaFlicker,NA,15.49,3,NYJSun 1:00 PM,QB21,15/23,100.8,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14067,14860,QB,Gardner Minshew,IND,30.9,19.3,218.2,1,0.8,3.7,13.3,0.1,FleaFlicker,NA,15.48,1,NOSun 1:00 PM,QB28,19/30,96.2,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16384,18054,QB,Tyson Bagent,CHI,32,20.6,218.6,1,0.9,3,14.8,0.2,FleaFlicker,NA,15.39,3,@LACSun 8:20 PM,NA,20/31,95.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15241,16235,QB,Mac Jones,NE,34.5,23.1,231.6,1,0.9,2.8,10,0.1,FleaFlicker,NA,15.2,1,@MIASun 1:00 PM,QB32,23/34,96.6,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16148,17602,QB,Bryce Young,CAR,34.9,22.4,230,1,0.8,2.2,10,0.1,FleaFlicker,NA,15.14,7,HOUSun 1:00 PM,QB25,22/34,93.9,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15239,16233,QB,Zach Wilson,NYJ,30.5,18.2,200.2,1,0.8,3.7,16.6,0.2,FleaFlicker,NA,15.01,7,@NYGSun 1:00 PM,QB31,18/30,91,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13113,12919,QB,DDeshaun Watson,CLE,23.5,14.9,185.6,1,0.6,4,20.1,0.1,FleaFlicker,NA,14.87,5,@SEASun 4:05 PM,QB16,14/23,100.8,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15694,16845,QB,Malik Willis,TEN,29.6,18.1,134.7,1,0.6,4.7,13.4,0.1,FleaFlicker,NA,11.46,7,ATLSun 1:00 PM,QB34,18/29,84.6,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10697,8514,QB,Ryan Tannehill,TEN,0,0,107,1,0.3,0,5.4,0,FleaFlicker,NA,9.45,7,ATLSun 1:00 PM,QB33,0/0,0,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13416,13341,QB,PJ Walker,CLE,7.8,4.6,49.3,0.2,0.2,1.4,5.9,0.1,FleaFlicker,NA,3.58,5,@SEASun 4:05 PM,QB39,4/7,78.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10413,7592,QB,Tyrod Taylor,NYG,7.5,4.8,37.8,0.2,0.1,1.5,4.9,0.1,FleaFlicker,NA,3.2,3,NYJSun 1:00 PM,NA,4/7,71.7,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16158,17753,QB,OUTDorian Thompson-Robinson,CLE,0,0,19.5,0,0.2,0,0.2,0,FleaFlicker,NA,0.77,5,@SEASun 4:05 PM,NA,0/0,0,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15696,16908,QB,Bailey Zappe,NE,0,0,10.8,0,0,0,0,0,FleaFlicker,NA,0.62,1,@MIASun 1:00 PM,NA,0/0,0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16313,17789,QB,Sean Clifford,GB,0,0,7.6,0,0,0,0.2,0,FleaFlicker,NA,0.56,6,MINSun 1:00 PM,NA,0/0,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,17695,QB,Aidan O'Connell,LV,0,0,9.6,0,0.1,0,0,0,FleaFlicker,NA,0.5,3,@DETMon 8:15 PM,QB36,0/0,0,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11640,10240,QB,Teddy Bridgewater,DET,0,0,7.7,0,0,0,0,0,FleaFlicker,NA,0.48,9,LVMon 8:15 PM,NA,0/0,0,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13593,lamar-jackson,QB,Lamar Jackson,BAL,31.1,21.62,226.92,1.76,0.69,9.84,55.87,0.42,NumberFire,NA,22.31,NA,ARI,NA,NA,NA,NA,14.43,30.19,#30,1,1,23.03,8800,2.62,23.34,23.03,NA
13116,patrick-mahomes,QB,Patrick Mahomes,KC,37.54,26.57,291.52,2.16,0.62,4.55,20.23,0.18,NumberFire,NA,21.88,NA,DEN,NA,NA,NA,NA,14.02,29.74,#32,2,2,22.5,9000,2.5,22.7,22.5,NA
14783,jalen-hurts,QB,Jalen Hurts,PHI,32.82,20.8,249.68,1.43,0.72,9.98,45.54,0.56,NumberFire,NA,21.86,NA,WSH,NA,NA,NA,NA,14,29.72,#29,3,3,22.56,9200,2.45,22.79,22.56,NA
14779,justin-herbert,QB,Justin Herbert,LAC,35.58,24.19,267.53,1.83,0.66,4.73,18.71,0.28,NumberFire,NA,20.1,NA,CHI,NA,NA,NA,NA,12.32,27.88,#26,4,4,20.71,8200,2.53,20.86,20.71,NA
13589,josh-allen,QB,Josh Allen,BUF,33.53,22.82,242.22,1.79,0.74,5.67,28.73,0.35,NumberFire,NA,19.9,NA,TB,NA,NA,NA,NA,12.13,27.67,#10,5,5,20.64,8700,2.37,20.91,20.64,NA
14778,tua-tagovailoa,QB,Tua Tagovailoa,MIA,34.84,23.93,282,2.09,0.79,1.6,6.18,0.08,NumberFire,NA,18.94,NA,NE,NA,NA,NA,NA,11.22,26.66,#11,6,6,19.73,8200,2.41,19.9,19.73,NA
12611,jared-goff,QB,Jared Goff,DET,34.53,23.45,248.74,1.84,0.66,2.28,8.37,0.13,NumberFire,NA,17.32,NA,LV,NA,NA,NA,NA,9.69,24.95,#31,8,7,17.93,7800,2.3,18.15,17.93,NA
12620,dak-prescott,QB,Dak Prescott,DAL,32.45,20.48,228.89,1.71,0.78,4.32,18.65,0.2,NumberFire,NA,17.02,NA,LA,NA,NA,NA,NA,9.4,24.64,#21,9,8,17.78,7300,2.44,18.08,17.78,NA
15237,trevor-lawrence,QB,Trevor Lawrence,JAC,33.91,21.8,245.47,1.48,0.72,5.07,22.52,0.18,NumberFire,NA,16.99,NA,PIT,NA,NA,NA,NA,9.37,24.61,#6,10,9,17.69,7500,2.36,18.07,17.69,NA
10700,kirk-cousins,QB,Kirk Cousins,MIN,35.29,23.88,266.91,1.62,0.63,1.9,7.59,0.09,NumberFire,NA,16.66,NA,GB,NA,NA,NA,NA,9.06,24.26,#22,11,10,17.33,7700,2.25,17.63,17.33,NA
14777,joe-burrow,QB,Joe Burrow,CIN,36.58,24.23,247.99,1.48,0.73,3.46,14.24,0.12,NumberFire,NA,16.29,NA,SF,NA,NA,NA,NA,8.72,23.86,#9,12,11,17.03,7100,2.4,17.19,17.03,NA
15698,brock-purdy,QB,Brock Purdy,SF,31.29,20.14,243.6,1.57,0.69,2.4,9.72,0.12,NumberFire,NA,16.14,NA,CIN,NA,NA,NA,NA,8.57,23.71,#19,14,12,16.83,7200,2.34,16.98,16.83,NA
16150,c-j-stroud,QB,C.J. Stroud,HOU,32.36,20.32,241.2,1.51,0.69,2.61,9.91,0.14,NumberFire,NA,15.86,NA,CAR,NA,NA,NA,NA,8.31,23.41,#24,15,13,16.57,7400,2.24,16.75,16.57,NA
10703,russell-wilson,QB,Russell Wilson,DEN,31.01,19.82,207.44,1.38,0.53,4.92,26.63,0.12,NumberFire,NA,15.79,NA,KC,NA,NA,NA,NA,8.25,23.33,#5,16,14,16.29,7000,2.33,16.53,16.29,NA
11150,geno-smith-1,QB,Geno Smith,SEA,33.53,20.83,228.41,1.39,0.93,3.57,14.22,0.16,NumberFire,NA,14.9,NA,CLE,NA,NA,NA,NA,7.41,22.39,#1,18,15,15.83,6500,2.44,16.04,15.83,NA
11760,jimmy-garoppolo,QB,Jimmy Garoppolo,LV,33.9,22.71,261.37,1.18,0.87,2.07,8.14,0.07,NumberFire,NA,14.45,NA,DET,NA,NA,NA,NA,6.99,21.91,#18,21,16,15.34,6800,2.26,15.49,15.34,NA
9431,matthew-stafford,QB,Matthew Stafford,LA,33.64,20.07,243.01,1.36,0.76,1.32,5.11,0.04,NumberFire,NA,14.3,NA,DAL,NA,NA,NA,NA,6.85,21.75,#4,24,17,15.05,6500,2.32,15.15,15.05,NA
15693,sam-howell,QB,Sam Howell,WSH,31.89,20.82,220.87,1.15,0.76,3.99,17.66,0.16,NumberFire,NA,14.29,NA,PHI,NA,NA,NA,NA,6.84,21.74,#16,25,18,15,6900,2.17,15.24,15,NA
14782,jordan-love,QB,Jordan Love,GB,31.28,19.8,215.45,1.24,0.77,3.52,14.89,0.17,NumberFire,NA,14.28,NA,MIN,NA,NA,NA,NA,6.83,21.73,#14,26,19,15.02,7600,1.98,15.21,15.02,NA
14067,gardner-minshew,QB,Gardner Minshew,IND,30.11,18.2,202,1.22,0.62,4.59,19.83,0.19,NumberFire,NA,14.15,NA,NO,NA,NA,NA,NA,6.71,21.59,#7,27,20,14.72,6900,2.13,15.13,14.72,NA
15692,kenny-pickett,QB,Kenny Pickett,PIT,30.78,18.85,203.78,1.08,0.7,4.45,18.31,0.21,NumberFire,NA,13.99,NA,JAC,NA,NA,NA,NA,6.56,21.42,#3,28,21,14.64,6500,2.25,14.79,14.64,NA
11644,derek-carr,QB,Derek Carr,NO,34.66,22.3,238.1,1.25,0.7,2.04,7.72,0.08,NumberFire,NA,13.99,NA,IND,NA,NA,NA,NA,6.56,21.42,#20,28,21,14.72,6600,2.23,14.95,14.72,NA
16148,bryce-young,QB,Bryce Young,CAR,33.71,22.22,218.44,1.2,0.77,2.22,9.01,0.1,NumberFire,NA,13.24,NA,HOU,NA,NA,NA,NA,5.87,20.61,#23,33,23,14.01,6600,2.12,14.19,14.01,NA
15697,desmond-ridder,QB,Desmond Ridder,ATL,28.34,18.97,204.87,1.04,0.63,3.88,15.28,0.17,NumberFire,NA,13.24,NA,TEN,NA,NA,NA,NA,5.87,20.61,#27,33,23,13.85,6700,2.07,14.1,13.85,NA
13590,baker-mayfield,QB,Baker Mayfield,TB,33.71,22.44,223.52,1.06,0.93,3.93,15.49,0.11,NumberFire,NA,13.13,NA,BUF,NA,NA,NA,NA,5.76,20.5,#17,35,25,14.04,6700,2.1,14.3,14.04,NA
15239,zach-wilson,QB,Zach Wilson,NYJ,29.45,17.3,197.27,0.96,0.73,4.16,18.33,0.21,NumberFire,NA,13.08,NA,NYG,NA,NA,NA,NA,5.72,20.44,#13,38,26,13.83,6600,2.1,14,13.83,NA
15241,mac-jones,QB,Mac Jones,NE,33.2,22.23,216.7,1.14,0.81,2.65,10.88,0.1,NumberFire,NA,13.04,NA,MIA,NA,NA,NA,NA,5.68,20.4,#25,39,27,13.89,6700,2.07,14.05,13.89,NA
13119,joshua-dobbs,QB,Joshua Dobbs,ARI,32.83,20.44,189.34,0.85,0.89,5.42,22.32,0.26,NumberFire,NA,12.43,NA,BAL,NA,NA,NA,NA,5.12,19.74,#2,42,28,13.32,6600,2.02,13.64,13.32,NA
16384,tyson-bagent,QB,Tyson Bagent,CHI,29.83,19.17,204.1,0.92,0.84,2.94,12.15,0.17,NumberFire,NA,12.12,NA,LAC,NA,NA,NA,NA,4.83,19.41,#28,47,29,12.96,6600,1.96,13.14,12.96,NA
15694,malik-willis,QB,Malik Willis,TEN,29.85,18.08,185.51,0.74,0.86,5.44,22.67,0.24,NumberFire,NA,11.88,NA,ATL,NA,NA,NA,NA,4.61,19.15,#15,50,30,12.75,6500,1.96,13.03,12.75,NA
13113,deshaun-watson,QB,Deshaun Watson,CLE,14.86,9.23,104.4,0.6,0.33,2.8,12.89,0.09,NumberFire,NA,7.54,NA,SEA,NA,NA,NA,NA,0.69,14.39,#12,94,31,7.84,7000,1.12,7.98,7.84,NA
10413,tyrod-taylor,QB,Tyrod Taylor,NYG,15.02,9.52,96.79,0.46,0.3,2.93,14.03,0.13,NumberFire,NA,7.08,NA,NYJ,NA,NA,NA,NA,0.29,13.87,#8,106,32,7.39,6800,1.09,7.51,7.39,NA
14059,daniel-jones,QB,Daniel Jones,NYG,14.54,9.88,94.44,0.36,0.31,3.52,16.77,0.14,NumberFire,NA,6.95,NA,NYJ,NA,NA,NA,NA,0.18,13.72,#8,108,33,7.24,7000,1.03,7.35,7.24,NA
13416,p-j-walker,QB,P.J. Walker,CLE,15.56,9.11,98.66,0.32,0.48,2.8,11.78,0.11,NumberFire,NA,5.83,NA,SEA,NA,NA,NA,NA,-0.79,12.45,#12,130,34,6.32,6400,0.99,6.47,6.32,NA
13116,2558125,QB,Patrick Mahomes,KC,NA,NA,323.41,2.04,0.84,NA,25.74,0.19,NFL,0.05,23.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
13589,2560955,QB,Josh Allen,BUF,NA,NA,269.86,2,0.75,NA,32.07,0.28,NFL,0.14,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
14779,2565045,QB,Justin Herbert,LAC,NA,NA,289.91,2.04,0.81,NA,19.17,0.23,NFL,0.04,21.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
13593,2560757,QB,Lamar Jackson,BAL,NA,NA,236.2,1.43,0.59,NA,46.16,0.48,NFL,0.12,21.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
14783,2564832,QB,Jalen Hurts,PHI,NA,NA,237.92,1.54,0.73,NA,44.99,0.4,NFL,0.05,21.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
12611,2555334,QB,Jared Goff,DET,NA,NA,284.72,1.98,0.71,NA,8.55,0.12,NFL,0.11,19.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
15237,2566163,QB,Trevor Lawrence,JAX,NA,NA,246.05,1.53,0.89,NA,35.18,0.16,NFL,0.18,18.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
14778,2564499,QB,Tua Tagovailoa,MIA,NA,NA,294.27,1.93,0.92,NA,5.74,0.07,NFL,0.08,18.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
12620,2555260,QB,Dak Prescott,DAL,NA,NA,255.1,1.69,0.71,NA,15.95,0.18,NFL,0.11,18.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
14777,2563722,QB,Joe Burrow,CIN,NA,NA,268.14,1.63,0.87,NA,14.98,0.11,NFL,0.03,17.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
16150,2569819,QB,C.J. Stroud,HOU,NA,NA,264.21,1.71,0.8,NA,12.77,0.14,NFL,0.09,17.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
11760,2543801,QB,Jimmy Garoppolo,LV,NA,NA,275.3,1.78,1,NA,8.8,0.09,NFL,0.08,17.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
10700,2532820,QB,Kirk Cousins,MIN,NA,NA,281.88,1.74,0.92,NA,3.11,0.06,NFL,0.05,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
15698,2568216,QB,Brock Purdy,SF,NA,NA,252.11,1.79,0.86,NA,8.81,0.13,NFL,0.04,17.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
14782,2564007,QB,Jordan Love,GB,NA,NA,238.76,1.57,1.05,NA,21.23,0.18,NFL,0.06,17.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
14059,2562299,QB,Daniel Jones,NYG,NA,NA,202.8,1.03,0.68,NA,41.12,0.29,NFL,0.04,16.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
9431,79860,QB,Matthew Stafford,LA,NA,NA,265.05,1.71,0.7,NA,2.45,0.05,NFL,0.05,16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
15693,2568333,QB,Sam Howell,WAS,NA,NA,241.27,1.45,0.96,NA,19.05,0.17,NFL,0.05,16.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
10703,2532975,QB,Russell Wilson,DEN,NA,NA,231.93,1.41,0.64,NA,18.68,0.16,NFL,0.02,16.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
11150,2539335,QB,Geno Smith,SEA,NA,NA,232.14,1.42,0.78,NA,17.17,0.11,NFL,0.09,15.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
15697,2567256,QB,Desmond Ridder,ATL,NA,NA,239.58,1.29,0.87,NA,18.19,0.14,NFL,0.1,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
13113,2558063,QB,Deshaun Watson,CLE,NA,NA,214.08,1.18,0.72,NA,23.82,0.16,NFL,0.05,15.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19
11644,2543499,QB,Derek Carr,NO,NA,NA,246.49,1.47,0.66,NA,5.13,0.07,NFL,0.03,15.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
15692,2568162,QB,Kenny Pickett,PIT,NA,NA,228.73,1.27,0.98,NA,19.83,0.16,NFL,0.04,15.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
13119,2558167,QB,Joshua Dobbs,ARI,NA,NA,215.3,1.13,0.85,NA,28.89,0.16,NFL,0.08,15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
14067,2562796,QB,Gardner Minshew,IND,NA,NA,233.36,1.31,0.89,NA,9.16,0.09,NFL,0.07,14.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
16384,2570467,QB,Tyson Bagent,CHI,NA,NA,211.04,1.18,0.92,NA,19.53,0.18,NFL,0.06,14.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
15241,2566334,QB,Mac Jones,NE,NA,NA,228.28,1.28,0.84,NA,10.43,0.09,NFL,0.07,14.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
13590,2560800,QB,Baker Mayfield,TB,NA,NA,228.06,1.17,0.93,NA,15.02,0.11,NFL,0.05,14.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
16148,2569606,QB,Bryce Young,CAR,NA,NA,227.42,1.24,0.88,NA,10.93,0.11,NFL,0.08,14.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
10697,2532956,QB,Ryan Tannehill,TEN,NA,NA,213.9,1.17,0.67,NA,10.76,0.08,NFL,0.06,13.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
15239,2566391,QB,Zach Wilson,NYJ,NA,NA,197.3,0.91,0.7,NA,14.36,0.17,NFL,0.04,12.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
16158,2569672,QB,Dorian Thompson-Robinson,CLE,NA,NA,38.95,0.04,0.36,NA,0.4,0.02,NFL,0.01,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15696,2567961,QB,Bailey Zappe,NE,NA,NA,21.53,0.07,0.07,NA,NA,0.01,NFL,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10413,2495240,QB,Tyrod Taylor,NYG,NA,NA,16.71,0.08,0.09,NA,0.6,0.02,NFL,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
16313,2569762,QB,Sean Clifford,GB,NA,NA,15.17,0.08,0.06,NA,0.36,0.02,NFL,0.01,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16154,2570083,QB,Jaren Hall,MIN,NA,NA,19.66,0.06,0.16,NA,0.31,0.02,NFL,0.01,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16159,2570044,QB,Aidan O'Connell,LV,NA,NA,19.22,0.07,0.14,NA,NA,0.01,NFL,0.01,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11640,2543465,QB,Teddy Bridgewater,DET,NA,NA,15.29,0.05,0.05,NA,0.02,0.01,NFL,0.01,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
14789,2563560,QB,Tyler Huntley,BAL,NA,NA,11.37,0.07,0.05,NA,0.57,0.02,NFL,0.01,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15694,2567667,QB,Malik Willis,TEN,NA,NA,16.63,0.03,0.08,NA,0.41,0.02,NFL,0.01,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16160,2570236,QB,Clayton Tune,ARI,NA,NA,12.99,0.05,0.07,NA,0.26,0.02,NFL,0.01,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
