player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Kyle Trask,QB,TB,NA,0,0,4.2,NA,0,0,NA,0,0,NA,0,0,0.2,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,34.8,22.6,254,NA,1.4,0.7,NA,9.2,38,NA,1.1,0.3,27.8,NA,NA,FantasySharks,14783,ARI,0.5,0.3,0.3,0.3,0.1,0.1,2.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,41,27.5,297,NA,2.1,0.7,NA,4,21,NA,0.1,0.1,25,NA,NA,FantasySharks,13116,CIN,1.5,0.3,0,0.1,0.1,0,1.6,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,38.8,26.1,287,NA,2.3,0.6,NA,3.2,14,NA,0.1,0.1,25,NA,NA,FantasySharks,12620,DET,0.9,0.8,0.3,0.2,0.1,0,1.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,30.6,19.5,226,NA,1.6,1,NA,7.3,36,NA,0.7,0.2,24.6,NA,NA,FantasySharks,13589,NEP,0.5,0.5,0.3,0,0.1,0.2,1.6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,41.1,26.1,248,NA,1.3,0.6,NA,4.9,28,NA,0.5,0.2,22.6,NA,NA,FantasySharks,14056,@PHI,0.8,0.2,0.1,0.1,0.1,0,2.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,27,18,202,NA,1.3,0.6,NA,11,66,NA,0.2,0.3,22.1,NA,NA,FantasySharks,13593,MIA,0.5,0.4,0.1,0.2,0.1,0.1,2.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,29.6,20,267,NA,2.1,0.7,NA,2,6,NA,0.1,0.1,22,NA,NA,FantasySharks,15698,@WAS,0.7,0.5,0.2,0.2,0.3,0.2,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Browning, Jake",QB,CIN,NA,33.7,22.7,267,NA,1.6,0.9,NA,3.4,13,NA,0.2,0,21.7,NA,NA,FantasySharks,14358,@KCC,0.5,0.4,0.2,0.1,0,0.4,2.6,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,34.2,23.1,291,NA,1.7,0.6,NA,1.9,4,NA,0,0.3,20.8,NA,NA,FantasySharks,14778,@BAL,0.6,0.3,0.1,0.2,0.1,0.4,1.7,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,33.4,21.5,233,NA,1.6,0.5,NA,4.7,18,NA,0.3,0.2,20.7,NA,NA,FantasySharks,10703,LAC,0.7,0.4,0.2,0,0.1,0.1,2.9,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,36.7,23.5,270,NA,1.7,0.6,NA,1.4,3,NA,0,0.1,20.3,NA,NA,FantasySharks,9431,@NYG,1.1,0.2,0.2,0.1,0,0.2,1.9,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,CHI,NA,26,17.6,172,NA,1.1,0.9,NA,11.2,67,NA,0.3,0.3,20.2,NA,NA,FantasySharks,15238,ATL,0.4,0.2,0.2,0.1,0.1,0.1,3.2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,35.5,23.7,260,NA,1.8,0.6,NA,1.9,2,NA,0.1,0.2,20.1,NA,NA,FantasySharks,12611,@DAL,0.8,0.4,0.3,0.1,0.1,0,1.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mullens, Nick",QB,MIN,NA,32.7,22.1,259,NA,1.6,1.2,NA,2.9,11,NA,0.2,0.3,19.9,NA,NA,FantasySharks,13968,GBP,0.8,0.2,0.3,0.2,0,0.1,2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,TBB,NA,33.5,21.6,240,NA,1.8,0.5,NA,3.3,8,NA,0.1,0.2,19.5,NA,NA,FantasySharks,13590,NOS,0.8,0.2,0.4,0.1,0.1,0.2,2.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stroud, C.J.",QB,HOU,NA,33,21,252,NA,1.4,0.6,NA,2.5,9,NA,0.2,0.2,19.3,NA,NA,FantasySharks,16150,TEN,0.7,0.3,0.2,0,0.1,0.1,2.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,31.4,20.1,221,NA,1.7,0.6,NA,2.8,13,NA,0.2,0.2,19.3,NA,NA,FantasySharks,14782,@MIN,0.8,0.4,0.3,0.1,0,0,2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,33,22,241,NA,1.5,0.7,NA,2.8,12,NA,0.1,0.2,18.6,NA,NA,FantasySharks,11150,PIT,0.6,0.3,0.2,0.2,0,0.1,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stick, Easton",QB,LAC,NA,36.1,23.6,243,NA,1.2,0.4,NA,3.4,15,NA,0.2,0.4,18.5,NA,NA,FantasySharks,14069,@DEN,0.5,0.4,0,0.1,0,0.2,2.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",QB,WAS,NA,34.6,21.3,222,NA,1.1,1.1,NA,3,18,NA,0.4,0.2,18.4,NA,NA,FantasySharks,15693,SFO,0.4,0.3,0.2,0.2,0,0.1,3.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,31,20.9,222,NA,1.2,0.9,NA,4.3,22,NA,0.3,0.6,17.8,NA,NA,FantasySharks,15237,CAR,0.4,0.4,0.2,0,0.1,0.1,2.4,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,NOS,NA,32,21.5,232,NA,1.5,0.6,NA,1.7,3,NA,0,0.1,17.1,NA,NA,FantasySharks,11644,@TBB,0.8,0.2,0.1,0.2,0.1,0.1,1.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,IND,NA,34,21.1,223,NA,1.1,0.7,NA,2.6,8,NA,0.2,0.3,16.5,NA,NA,FantasySharks,14067,LVR,0.3,0.5,0,0.2,0,0.1,2.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,CLE,NA,32.3,19,222,NA,1.4,1.5,NA,3.6,13,NA,0.1,0.3,16.5,NA,NA,FantasySharks,9064,NYJ,0.5,0.2,0.2,0.2,0.1,0.2,2.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVito, Tommy",QB,NYG,NA,27.6,17.8,173,NA,1,0.3,NA,4.3,24,NA,0.1,0.1,15.5,NA,NA,FantasySharks,16441,LAR,0.5,0.2,0.1,0,0.1,0,3.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levis, Will",QB,TEN,NA,31.5,19.2,225,NA,0.7,0.5,NA,2.4,10,NA,0.2,0.3,15.4,NA,NA,FantasySharks,16149,@HOU,0.4,0.1,0,0.1,0.1,0.1,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Bryce",QB,CAR,NA,38,22.4,226,NA,0.9,0.5,NA,2.2,13,NA,0,0.3,15.4,NA,NA,FantasySharks,16148,@JAC,0.5,0.3,0.1,0,0,0,2.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ridder, Desmond",QB,ATL,NA,25.9,16.2,183,NA,0.8,0.7,NA,4.3,17,NA,0.3,0.3,14.5,NA,NA,FantasySharks,15697,@CHI,0.4,0.1,0.2,0.1,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"O'Connell, Aidan",QB,LVR,NA,30,20,202,NA,1.1,0.8,NA,1.5,3,NA,0.1,0.1,13.9,NA,NA,FantasySharks,16159,@IND,0.2,0.3,0.2,0.2,0.1,0,2.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,29.2,18.4,191,NA,0.6,0.5,NA,3.2,8,NA,0.2,0,13.8,NA,NA,FantasySharks,15692,@SEA,0.2,0.1,0.1,0,0,0.2,1.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,NEP,NA,27.9,18.6,187,NA,1.1,0.7,NA,2,6,NA,0,0.2,13.4,NA,NA,FantasySharks,15696,@BUF,0.4,0.5,0.2,0.1,0,0,2.3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,30,19,192,NA,0.7,0.8,NA,3,16,NA,0,0.5,12.4,NA,NA,FantasySharks,15239,@CLE,0.4,0.1,0.1,0,0,0.1,3.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,PIT,NA,17.5,11.3,121,NA,0.7,0.8,NA,1.6,4,NA,0.2,0.1,9.4,NA,NA,FantasySharks,13115,@SEA,0.4,0.1,0.2,0,0,0,0.9,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,WAS,NA,6.3,4.3,57,NA,0.7,0,NA,0.7,4,NA,0,0,6.1,NA,NA,FantasySharks,12616,SFO,0.2,0.2,0.3,0,0,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,ATL,NA,8.2,4.8,64,NA,0.4,0.1,NA,1,5,NA,0,0.1,5.2,NA,NA,FantasySharks,12476,@CHI,0.3,0.1,0,0,0,0,0.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bagent, Tyson",QB,CHI,NA,9.5,6.4,54,NA,0.2,0.3,NA,1.3,7,NA,0.2,0.3,4.7,NA,NA,FantasySharks,16384,ATL,0.2,0,0,0,0,0,0.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",QB,TEN,NA,11.4,6.8,76,NA,0.2,0.3,NA,0.6,2,NA,0,0,4.5,NA,NA,FantasySharks,10697,@HOU,0,0.1,0,0,0,0,0.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehlinger, Sam",QB,IND,NA,8.9,6,61,NA,0.3,0,NA,1.2,4,NA,0,0.1,4.4,NA,NA,FantasySharks,15250,LVR,0.3,0,0,0,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,9.9,6.5,62,NA,0.4,0.3,NA,0.8,2,NA,0,0.1,4.3,NA,NA,FantasySharks,15241,@BUF,0.2,0.1,0.1,0,0,0,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,BAL,NA,6.5,4.4,41,NA,0.2,0.1,NA,3.2,12,NA,0.1,0.1,4.2,NA,NA,FantasySharks,14789,MIA,0.2,0,0,0,0,0,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,6.8,3.9,38,NA,0.2,0.1,NA,1.7,10,NA,0,0.1,3.6,NA,NA,FantasySharks,10413,LAR,0,0.1,0,0,0,0.1,0.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",QB,LVR,NA,8.1,4.9,46,NA,0.2,0.5,NA,0.6,1,NA,0,0,2.7,NA,NA,FantasySharks,11760,@IND,0.1,0.1,0,0,0,0,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,NOS,NA,6.8,3.7,41,NA,0.3,0.4,NA,0.7,-0.7,NA,0,0,2.6,NA,NA,FantasySharks,12140,@TBB,0,0.2,0,0,0,0,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Jaren",QB,MIN,NA,5.7,3.8,48,NA,0,0.1,NA,0.9,3,NA,0,0.2,2.4,NA,NA,FantasySharks,16154,GBP,0,0,0,0,0,0,0.2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,CAR,NA,3.8,2.6,30,NA,0.1,0.1,NA,0.5,0,NA,0,0,2,NA,NA,FantasySharks,10313,@JAC,0,0,0.1,0,0,0,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tune, Clayton",QB,ARI,NA,4.8,2.8,15,NA,0,0.3,NA,1,4,NA,0.1,0.1,1.4,NA,NA,FantasySharks,16160,@PHI,0,0,0,0,0,0,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,2.5,1.5,15,NA,0.1,0.1,NA,0.5,2,NA,0,0,1.4,NA,NA,FantasySharks,15252,TEN,0,0,0,0,0,0,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,3.6,2.4,20,NA,0.1,0.1,NA,1,1,NA,0,0,1.4,NA,NA,FantasySharks,13125,CAR,0.1,0,0,0,0,0,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wentz, Carson",QB,LAR,NA,4,2.3,21,NA,0.1,0,NA,0.4,1,NA,0,0,1.4,NA,NA,FantasySharks,12610,@NYG,0,0,0.1,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,PHI,NA,2.7,1.6,16,NA,0.1,0,NA,0.9,3,NA,0,0,1.4,NA,NA,FantasySharks,12141,ARI,0.1,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCarron, A.J.",QB,CIN,NA,2.9,1.9,14,NA,0.1,0,NA,0.3,1,NA,0,0,1.4,NA,NA,FantasySharks,11643,@KCC,0.1,0,0,0,0,0,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenum, Case",QB,HOU,NA,5.5,3.5,27,NA,0,0.3,NA,0.5,1,NA,0,0,1.3,NA,NA,FantasySharks,10948,TEN,0,0,0,0,0,0,0.6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoyer, Brian",QB,LVR,NA,6.6,3.6,38,NA,0,0.5,NA,0.6,-0.6,NA,0,0,1.3,NA,NA,FantasySharks,9714,@IND,0,0,0,0,0,0,0.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,SFO,NA,2.7,1.6,16,NA,0.1,0.1,NA,1.2,0,NA,0,0,1.2,NA,NA,FantasySharks,13592,@WAS,0,0.1,0,0,0,0,0.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willis, Malik",QB,TEN,NA,1.7,0.9,10,NA,0,0.1,NA,0.5,3,NA,0,0,0.9,NA,NA,FantasySharks,15694,@HOU,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,DEN,NA,1.4,0.8,9,NA,0.1,0.1,NA,0.2,1,NA,0,0,0.9,NA,NA,FantasySharks,14063,LAC,0.1,0,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,MIA,NA,1.4,1,13,NA,0.1,0.1,NA,1,-1,NA,0,0,0.9,NA,NA,FantasySharks,13598,@BAL,0,0,0,0,0,0.1,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,2.8,1,16,NA,0,0.2,NA,0.3,2,NA,0,0,0.8,NA,NA,FantasySharks,14057,PIT,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,3.5,2.4,19,NA,0,0.1,NA,1.2,-0.7,NA,0,0,0.8,NA,NA,FantasySharks,13124,DET,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Brandon",QB,SFO,NA,2,1.2,12,NA,0.1,0.1,NA,0.9,0,NA,0,0,0.8,NA,NA,FantasySharks,12621,@WAS,0,0.1,0,0,0,0,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson-Robinson, Dorian",QB,CLE,NA,3.1,1.7,12,NA,0,0.1,NA,0.6,2,NA,0,0,0.7,NA,NA,FantasySharks,16158,NYJ,0,0,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bennett, Stetson",QB,LAR,NA,2.5,1.2,10,NA,0,0,NA,0.2,0,NA,0,0,0.5,NA,NA,FantasySharks,16153,@NYG,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,NYJ,NA,5.8,2.4,19,NA,0,0.2,NA,0.3,1,NA,0,0.3,0.5,NA,NA,FantasySharks,14065,@CLE,0,0,0,0,0,0,1.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbs, Joshua",QB,MIN,NA,0.9,0.5,5,NA,0,0,NA,0.1,1,NA,0,0,0.5,NA,NA,FantasySharks,13119,GBP,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabbert, Blaine",QB,KCC,NA,1.9,1.2,10,NA,0.1,0.5,NA,0.8,-0.5,NA,0,0,0.2,NA,NA,FantasySharks,10262,CIN,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clifford, Sean",QB,GBP,NA,0.5,0.3,3,NA,0,0,NA,0.5,-0.1,NA,0,0,0.1,NA,NA,FantasySharks,16313,@MIN,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wolford, John",QB,TBB,NA,0.3,0.1,2,NA,0,0,NA,0.1,0,NA,0,0,0.1,NA,NA,FantasySharks,15035,NOS,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Driskel, Jeff",QB,ARI,NA,0.2,0.2,1,NA,0,0,NA,0.2,0,NA,0,0,0.1,NA,NA,FantasySharks,12623,@PHI,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,37.3,25.2,285.4,NA,2,0.8,108.5,4.2,17.6,NA,0.2,NA,27.73,NA,12159,FleaFlicker,12620,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB3,25/37,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,32.2,21.3,241,NA,2,0.7,109,9.6,41.8,NA,0.7,NA,26.85,NA,15581,FleaFlicker,14783,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB2,21/32,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,31.4,20.7,241.4,NA,2,0.8,109.7,6.4,33.1,NA,0.5,NA,24.51,NA,13761,FleaFlicker,13589,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB1,20/31,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,36.8,24.8,283.3,NA,2,0.8,108.9,5,23.9,NA,0.2,NA,23.96,NA,12894,FleaFlicker,13116,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB6,24/36,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,30.2,20.7,289.4,NA,2,0.7,120,3.3,12.1,NA,0.2,NA,23.26,NA,17045,FleaFlicker,15698,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB5,20/30,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,36,23.9,275.7,NA,2,1,94.1,2,9.1,NA,0.1,NA,23.03,NA,13194,FleaFlicker,13968,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB31,23/36,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,36.7,24.4,253.9,NA,2,0.7,105.4,1.9,5,NA,0.1,NA,22.32,NA,12102,FleaFlicker,12611,@DALSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB11,24/36,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTC.J. Stroud,QB,HOU,NA,33.8,21.5,269.9,NA,2,0.6,109.3,2.8,12.4,NA,0.2,NA,22.27,NA,17589,FleaFlicker,16150,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB9,21/33,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,32.4,20.4,252.4,NA,2,0.7,107.8,1.5,3.7,NA,0.1,NA,21.85,NA,6038,FleaFlicker,9431,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB13,20/32,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,28.7,18.9,208.7,NA,2,0.6,110.4,6.3,29.9,NA,0.2,NA,21.39,NA,8598,FleaFlicker,10703,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB15,18/28,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,32.1,21,232.6,NA,1,0.7,97.4,9.5,48.4,NA,0.3,NA,20.69,NA,13775,FleaFlicker,13593,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB4,21/32,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,33.9,21.7,246.9,NA,2,0.8,106.4,2.8,12.2,NA,0.1,NA,20.51,NA,15522,FleaFlicker,14782,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB10,21/33,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33.4,21.4,240.9,NA,2,0.8,105.6,3,12.1,NA,0.1,NA,19.99,NA,9372,FleaFlicker,11150,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB16,21/33,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.8,20.8,231.5,NA,2,0.8,105.1,3.7,13.2,NA,0.1,NA,19.78,NA,13758,FleaFlicker,13590,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB17,20/32,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,30.5,18.8,195.7,NA,1,0.8,90.3,9.3,51.3,NA,0.3,NA,18.93,NA,16262,FleaFlicker,15238,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB7,18/30,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,32.3,20.8,220.5,NA,1,0.8,93.2,6,30.2,NA,0.3,NA,18.26,NA,14664,FleaFlicker,14056,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,QB12,20/32,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTTrevor Lawrence,QB,JAC,NA,34.8,22.6,246,NA,1,0.8,96,5,22.5,NA,0.2,NA,18.19,NA,16242,FleaFlicker,15237,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB14,22/34,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,34.4,23.3,257.4,NA,1,1,99.8,3.1,12.2,NA,0.2,NA,16.99,NA,14906,FleaFlicker,14358,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB20,23/34,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,34.2,22.6,241.6,NA,1,0.8,95.3,3.9,16.6,NA,0.1,NA,16.7,NA,14853,FleaFlicker,14069,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB28,22/34,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
