player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Ian Thomas,TE,CAR,NA,0.6,0.6,6.5,NA,NA,0,0,0.87,NA,13874,FleaFlicker,13678,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0,6.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMo Alie-Cox,TE,IND,NA,0.5,0.5,6.1,NA,NA,0,0,0.83,NA,12887,FleaFlicker,13246,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0,6.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geoff Swaim,TE,ARI,NA,0.7,0.7,5.3,NA,NA,0.1,0,0.83,NA,11287,FleaFlicker,12378,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,5.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,5.77,60.22,NA,NA,0.46,NA,8.7,NA,t-j-hockenson,NumberFire,14138,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.53,14.87,#30,71,1,11.59,6700,1.73,14.52,6600,2.2,11.59,23,0.5
Mark Andrews,TE,BAL,NA,NA,5.23,55.95,NA,NA,0.42,NA,8.08,NA,mark-andrews,NumberFire,13671,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,2.13,14.03,#29,81,2,10.69,7100,1.51,13.34,5500,2.43,10.69,21,0.51
Travis Kelce,TE,KC,NA,NA,3.48,40.01,NA,NA,0.41,NA,6.47,NA,travis-kelce-1,NumberFire,11244,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.08,11.86,#32,105,3,8.18,8300,0.99,9.94,7700,1.29,8.18,34,0.24
Sam LaPorta,TE,DET,NA,NA,4.38,46.48,NA,NA,0.3,NA,6.46,NA,sam-laporta,NumberFire,16214,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.08,11.84,#8,106,4,8.62,6800,1.27,10.83,5600,1.93,8.62,20,0.43
Evan Engram,TE,JAC,NA,NA,4.58,45.64,NA,NA,0.28,NA,6.15,NA,evan-engram,NumberFire,13189,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.88,11.42,#17,110,5,8.47,5500,1.54,10.8,4500,2.4,8.47,19,0.45
George Kittle,TE,SF,NA,NA,3.69,45.58,NA,NA,0.23,NA,5.91,NA,george-kittle,NumberFire,13299,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.72,11.1,#1,115,6,7.74,5900,1.31,9.62,5000,1.92,7.74,15,0.52
Dallas Goedert,TE,PHI,NA,NA,3.91,45.08,NA,NA,0.23,NA,5.85,NA,dallas-goedert,NumberFire,13674,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.68,11.02,#14,117,7,7.82,6200,1.26,9.8,4800,2.04,7.82,18,0.43
Kyle Pitts,TE,ATL,NA,NA,3.34,43.86,NA,NA,0.23,NA,5.76,NA,kyle-pitts,NumberFire,15329,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.62,10.9,#23,122,8,7.44,5300,1.4,9.12,3500,2.61,7.44,13,0.57
Darren Waller,TE,NYG,NA,NA,4.26,45.72,NA,NA,0.15,NA,5.43,NA,darren-waller,NumberFire,12263,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.41,10.45,#3,128,9,7.58,6200,1.22,9.73,5200,1.87,7.58,12,0.63
Dawson Knox,TE,BUF,NA,NA,3.27,33.74,NA,NA,0.32,NA,5.26,NA,dawson-knox,NumberFire,14143,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.3,10.22,#15,132,10,6.91,4700,1.47,8.56,3000,2.85,6.91,12,0.58
Dalton Schultz,TE,HOU,NA,NA,3.78,36.34,NA,NA,0.26,NA,5.2,NA,dalton-schultz,NumberFire,13772,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.26,10.14,#9,133,11,7.08,5200,1.36,8.98,3600,2.49,7.08,11,0.64
Tyler Higbee,TE,LA,NA,NA,3.56,32.79,NA,NA,0.31,NA,5.16,NA,tyler-higbee,NumberFire,12678,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.23,10.09,#31,134,12,6.92,5000,1.38,8.71,4000,2.18,6.92,16,0.43
Cole Kmet,TE,CHI,NA,NA,3.39,34.67,NA,NA,0.28,NA,5.08,NA,cole-kmet,NumberFire,14867,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.18,9.98,#19,138,13,6.8,6100,1.11,8.53,4600,1.85,6.8,17,0.4
Jake Ferguson,TE,DAL,NA,NA,3.33,34.14,NA,NA,0.27,NA,5.02,NA,jake-ferguson,NumberFire,15799,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.14,9.9,#20,142,14,6.7,5100,1.31,8.37,3900,2.15,6.7,15,0.45
Zach Ertz,TE,ARI,NA,NA,3.86,34.57,NA,NA,0.24,NA,4.89,NA,zach-ertz-1,NumberFire,11247,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.06,9.72,#16,144,15,6.85,5200,1.32,8.78,3600,2.44,6.85,14,0.49
Logan Thomas,TE,WSH,NA,NA,3.7,34.75,NA,NA,0.22,NA,4.77,NA,logan-thomas,NumberFire,11647,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.02,9.56,#13,148,16,6.63,5400,1.23,8.5,3500,2.43,6.63,15,0.44
Noah Gray,TE,KC,NA,NA,2.61,27.19,NA,NA,0.28,NA,4.43,NA,noah-gray-1,NumberFire,15337,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.24,9.1,#32,155,17,5.68,4600,1.23,7,3300,2.12,5.68,14,0.41
Gerald Everett,TE,LAC,NA,NA,3.09,29.9,NA,NA,0.22,NA,4.29,NA,gerald-everett,NumberFire,13236,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.33,8.91,#5,162,18,5.82,4900,1.19,7.39,3700,2,5.82,12,0.49
Chigoziem Okonkwo,TE,TEN,NA,NA,3.15,33.27,NA,NA,0.16,NA,4.26,NA,chigoziem-okonkwo,NumberFire,15889,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.35,8.87,#2,163,19,5.86,4800,1.22,7.45,3100,2.4,5.86,11,0.53
Hunter Henry,TE,NE,NA,NA,2.77,30.47,NA,NA,0.19,NA,4.17,NA,hunter-henry,NumberFire,12676,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.41,8.75,#24,168,20,5.57,5600,0.99,6.97,4400,1.58,5.57,13,0.43
Irv Smith Jr.,TE,CIN,NA,NA,2.98,28.25,NA,NA,0.21,NA,4.03,NA,irv-smith-jr,NumberFire,14141,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.5,8.56,#18,175,21,5.56,4500,1.24,7.07,3000,2.36,5.56,10,0.56
Austin Hooper,TE,LV,NA,NA,2.37,24.27,NA,NA,0.2,NA,3.65,NA,austin-hooper,NumberFire,12677,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.74,8.04,#10,186,22,4.81,4800,1,6,2500,2.4,4.81,10,0.48
Jonnu Smith,TE,ATL,NA,NA,2.53,25.14,NA,NA,0.19,NA,3.6,NA,jonnu-smith,NumberFire,13193,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.78,7.98,#23,187,23,4.88,5100,0.96,6.17,3400,1.81,4.88,13,0.38
Tyler Conklin,TE,NYJ,NA,NA,2.84,28.7,NA,NA,0.13,NA,3.58,NA,tyler-conklin,NumberFire,13675,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.79,7.95,#26,188,24,5.03,4900,1.03,6.48,3300,1.96,5.03,13,0.39
Taysom Hill,TE,NO,NA,NA,0.86,8.5,NA,NA,0.06,NA,3.56,NA,taysom-hill,NumberFire,13424,HOU,NA,NA,NA,NA,NA,NA,NA,17.88,0.1,NA,NA,NA,NA,2.78,NA,NA,NA,-0.8,7.92,#25,189,25,3.95,5000,0.79,4.42,3800,1.16,3.95,20,0.2
Cade Otton,TE,TB,NA,NA,2.71,25.7,NA,NA,0.15,NA,3.49,NA,cade-otton,NumberFire,15802,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.85,7.83,#12,191,26,4.83,4900,0.99,6.19,3200,1.93,4.83,13,0.37
Juwan Johnson,TE,NO,NA,NA,2.26,24.35,NA,NA,0.17,NA,3.45,NA,juwan-johnson,NumberFire,14861,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.87,7.77,#25,193,27,4.59,4500,1.02,5.72,3100,1.85,4.59,10,0.46
David Njoku,TE,CLE,NA,NA,2.9,26.88,NA,NA,0.12,NA,3.39,NA,david-njoku,NumberFire,13192,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.91,7.69,#6,196,28,4.84,5000,0.97,6.31,3700,1.71,4.84,12,0.4
Hayden Hurst,TE,CAR,NA,NA,2.91,24.42,NA,NA,0.15,NA,3.3,NA,hayden-hurst,NumberFire,13680,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.97,7.57,#28,199,29,4.78,4900,0.98,6.25,3100,2.02,4.78,12,0.4
Noah Fant,TE,SEA,NA,NA,2.37,25.28,NA,NA,0.13,NA,3.3,NA,noah-fant,NumberFire,14137,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.97,7.57,#21,199,29,4.49,5100,0.88,5.68,3000,1.89,4.49,13,0.35
Kylen Granson,TE,IND,NA,NA,2.09,22.11,NA,NA,0.14,NA,3.05,NA,kylen-granson,NumberFire,15419,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.13,7.23,#4,206,31,4.08,4600,0.89,5.13,2900,1.77,4.08,11,0.37
Adam Trautman,TE,DEN,NA,NA,1.92,20.52,NA,NA,0.15,NA,2.93,NA,adam-trautman,NumberFire,14870,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.21,7.07,#11,210,32,3.89,4700,0.83,4.86,2700,1.8,3.89,10,0.39
Mike Gesicki,TE,NE,NA,NA,1.94,19.45,NA,NA,0.13,NA,2.71,NA,michael-gesicki,NumberFire,13672,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.35,6.77,#24,215,33,3.7,4700,0.79,4.67,2600,1.8,3.7,10,0.37
Jelani Woods,TE,IND,NA,NA,1.54,17.5,NA,NA,0.11,NA,2.42,NA,jelani-woods,NumberFire,15840,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.54,6.38,#4,219,34,3.16,4100,0.77,3.94,2500,1.58,3.16,10,0.32
Trey McBride,TE,ARI,NA,NA,1.73,17.35,NA,NA,0.11,NA,2.38,NA,trey-mcbride,NumberFire,15794,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.57,6.33,#16,221,35,3.24,4400,0.74,4.12,2500,1.65,3.24,10,0.32
Dalton Kincaid,TE,BUF,NA,NA,1.47,13.95,NA,NA,0.11,NA,2.06,NA,dalton-kincaid,NumberFire,16213,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.78,5.9,#15,233,36,2.77,4800,0.58,3.52,3300,1.07,2.77,10,0.28
Robert Tonyan,TE,CHI,NA,NA,1.35,12.32,NA,NA,0.14,NA,2.05,NA,robert-tonyan,NumberFire,13427,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.78,5.88,#19,234,37,2.75,4400,0.63,3.42,2500,1.37,2.75,10,0.28
Colby Parkinson,TE,SEA,NA,NA,1.41,14.66,NA,NA,0.09,NA,2.01,NA,colby-parkinson,NumberFire,14871,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.81,5.83,#21,235,38,2.71,4600,0.59,3.42,2500,1.37,2.71,10,0.27
Will Dissly,TE,SEA,NA,NA,1.24,13.07,NA,NA,0.08,NA,1.79,NA,will-dissly,NumberFire,13763,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.95,5.53,#21,241,39,2.39,4400,0.54,3.02,2800,1.08,2.39,10,0.24
Brock Wright,TE,DET,NA,NA,1.13,11.75,NA,NA,0.1,NA,1.78,NA,brock-wright,NumberFire,15626,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.96,5.52,#8,242,40,2.34,4500,0.52,2.91,2500,1.16,2.34,10,0.23
Luke Schoonmaker,TE,DAL,NA,NA,1.02,10.57,NA,NA,0.11,NA,1.69,NA,luke-schoonmaker,NumberFire,16221,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.01,5.39,#20,248,41,2.23,4200,0.53,2.74,2500,1.1,2.23,10,0.22
Josh Oliver,TE,MIN,NA,NA,1.12,10.87,NA,NA,0.09,NA,1.64,NA,josh-oliver,NumberFire,14209,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.05,5.33,#30,250,42,2.17,4500,0.48,2.74,2500,1.1,2.17,10,0.22
David Wells,TE,TB,NA,NA,1.18,11.25,NA,NA,0.08,NA,1.62,NA,david-wells,NumberFire,14355,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.06,5.3,#12,252,43,2.18,4100,0.53,2.78,2500,1.11,2.18,10,0.22
Donald Parham Jr.,TE,LAC,NA,NA,1,10.19,NA,NA,0.1,NA,1.59,NA,donald-parham-jr,NumberFire,14341,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.08,5.26,#5,253,44,2.12,4800,0.44,2.62,3000,0.87,2.12,11,0.19
C.J. Uzomah,TE,NYJ,NA,NA,0.95,9.73,NA,NA,0.05,NA,1.3,NA,c-j-uzomah,NumberFire,12317,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.27,4.87,#26,261,45,1.75,4400,0.4,2.22,2500,0.89,1.75,13,0.13
Johnny Mundt,TE,MIN,NA,NA,0.9,8.68,NA,NA,0.07,NA,1.3,NA,johnny-mundt,NumberFire,13940,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.27,4.87,#30,261,45,1.74,4200,0.41,2.19,2500,0.88,1.74,10,0.17
Andrew Ogletree,TE,IND,NA,NA,0.83,9.11,NA,NA,0.06,NA,1.27,NA,andrew-ogletree,NumberFire,15916,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.29,4.83,#4,263,47,1.69,4700,0.36,2.1,NA,NA,1.69,12,0.14
Nate Adkins,TE,DEN,NA,NA,0.84,8.66,NA,NA,0.07,NA,1.26,NA,nate-adkins,NumberFire,16474,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.29,4.81,#11,265,48,1.71,4200,0.41,2.13,2500,0.85,1.71,10,0.17
Teagan Quitoriano,TE,HOU,NA,NA,0.73,7.22,NA,NA,0.06,NA,1.08,NA,teagan-quitoriano,NumberFire,15905,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.41,4.57,#9,275,49,1.45,4300,0.34,1.81,2500,0.72,1.45,10,0.15
Tommy Tremble,TE,CAR,NA,NA,0.82,7.59,NA,NA,0.05,NA,1.06,NA,tommy-tremble,NumberFire,15332,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.42,4.54,#28,276,50,1.47,4500,0.33,1.88,2600,0.72,1.47,10,0.15
Foster Moreau,TE,NO,NA,NA,0.64,7.43,NA,NA,0.05,NA,1.02,NA,foster-moreau,NumberFire,14239,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.45,4.49,#25,277,51,1.36,4600,0.3,1.68,2700,0.62,1.36,10,0.14
Jordan Akins,TE,CLE,NA,NA,0.79,7.93,NA,NA,0.03,NA,0.99,NA,jordan-akins,NumberFire,13753,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.47,4.45,#6,280,52,1.35,4200,0.32,1.75,2500,0.7,1.35,10,0.14
Luke Farrell,TE,JAC,NA,NA,0.63,5.91,NA,NA,0.05,NA,0.87,NA,luke-farrell,NumberFire,15335,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.55,4.29,#17,285,53,1.21,4400,0.28,1.52,2500,0.61,1.21,10,0.12
John Bates,TE,WSH,NA,NA,0.59,5.83,NA,NA,0.04,NA,0.81,NA,john-bates,NumberFire,15344,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.59,4.21,#13,289,54,1.12,4400,0.25,1.41,2500,0.56,1.12,10,0.11
Jeremy Ruckert,TE,NYJ,NA,NA,0.57,5.63,NA,NA,0.03,NA,0.76,NA,jeremy-ruckert,NumberFire,15796,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.62,4.14,#26,294,55,1.03,4200,0.25,1.31,2500,0.52,1.03,10,0.1
Daniel Bellinger,TE,NYG,NA,NA,0.67,5.71,NA,NA,0.03,NA,0.73,NA,daniel-bellinger,NumberFire,15873,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.64,4.1,#3,295,56,1.09,4400,0.25,1.42,2500,0.57,1.09,10,0.11
Tanner Hudson,TE,CIN,NA,NA,0.48,4.96,NA,NA,0.04,NA,0.73,NA,tanner-hudson,NumberFire,14370,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.64,4.1,#18,295,56,0.98,4200,0.23,1.22,2500,0.49,0.98,NA,NA
Geoff Swaim,TE,ARI,NA,NA,0.59,5.01,NA,NA,0.04,NA,0.72,NA,geoff-swaim,NumberFire,12378,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.64,4.08,#16,297,58,1.04,4300,0.24,1.33,2500,0.53,1.04,10,0.1
Mo Alie-Cox,TE,IND,NA,NA,0.41,5.33,NA,NA,0.03,NA,0.72,NA,mo-alie-cox,NumberFire,13246,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.64,4.08,#4,297,58,0.92,4500,0.2,1.12,2500,0.45,0.92,10,0.09
Blake Bell,TE,KC,NA,NA,0.38,4.01,NA,NA,0.04,NA,0.65,NA,blake-bell,NumberFire,12213,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.69,3.99,#32,306,60,0.83,4400,0.19,1.02,2500,0.41,0.83,10,0.08
Michael Mayer,TE,LV,NA,NA,0.43,4.19,NA,NA,0.04,NA,0.65,NA,michael-mayer,NumberFire,16212,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.69,3.99,#10,306,60,0.87,4500,0.19,1.09,2500,0.44,0.87,10,0.09
Cole Turner,TE,WSH,NA,NA,0.46,4.44,NA,NA,0.03,NA,0.63,NA,cole-turner,NumberFire,15803,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.7,3.96,#13,308,62,0.85,4300,0.2,1.08,2500,0.43,0.85,10,0.09
Jimmy Graham,TE,NO,NA,NA,0.39,4.02,NA,NA,0.04,NA,0.61,NA,jimmy-graham,NumberFire,9925,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.93,#25,311,63,0.84,4200,0.2,1.03,2500,0.41,0.84,10,0.08
Ian Thomas,TE,CAR,NA,NA,0.46,4.31,NA,NA,0.03,NA,0.59,NA,ian-thomas,NumberFire,13678,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.73,3.91,#28,314,64,0.84,4300,0.2,1.07,2500,0.43,0.84,10,0.08
Trevon Wesco,TE,TEN,NA,NA,0.41,4.12,NA,NA,0.03,NA,0.57,NA,trevon-wesco,NumberFire,14231,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.74,3.88,#2,316,65,0.8,4300,0.19,1,2500,0.4,0.8,10,0.08
Pharaoh Brown,TE,NE,NA,NA,0.43,4.01,NA,NA,0.03,NA,0.56,NA,pharaoh-brown,NumberFire,13994,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.87,#24,317,66,0.8,4300,0.19,1.01,2500,0.4,0.8,10,0.08
Josh Whyle,TE,TEN,NA,NA,0.41,4.01,NA,NA,0.03,NA,0.56,NA,josh-whyle,NumberFire,16312,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.87,#2,317,66,0.79,4400,0.18,0.99,2500,0.4,0.79,10,0.08
Harrison Bryant,TE,CLE,NA,NA,0.5,4.23,NA,NA,0.02,NA,0.56,NA,harrison-bryant,NumberFire,14875,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.87,#6,317,66,0.79,4400,0.18,1.04,2500,0.42,0.79,10,0.08
Jack Stoll,TE,PHI,NA,NA,0.33,3.05,NA,NA,0.02,NA,0.44,NA,jack-stoll,NumberFire,15541,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.82,3.7,#14,330,69,0.59,4300,0.14,0.76,2500,0.3,0.59,10,0.06
Julian Hill,TE,MIA,NA,NA,0.23,2.32,NA,NA,0.03,NA,0.39,NA,julian-hill,NumberFire,16425,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.64,#27,344,70,0.53,4100,0.13,0.64,2500,0.26,0.53,10,0.05
Brycen Hopkins,TE,LA,NA,NA,0.24,2.33,NA,NA,0.03,NA,0.39,NA,brycen-hopkins,NumberFire,14868,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.64,#31,344,70,0.53,4200,0.13,0.65,2500,0.26,0.53,10,0.05
Peyton Hendershot,TE,DAL,NA,NA,0.23,2.37,NA,NA,0.02,NA,0.38,NA,peyton-hendershot,NumberFire,16000,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.62,#20,350,72,0.47,4300,0.11,0.59,2500,0.24,0.47,10,0.05
Durham Smythe,TE,MIA,NA,NA,0.24,2.37,NA,NA,0.02,NA,0.38,NA,durham-smythe,NumberFire,13676,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.86,3.62,#27,350,72,0.48,4800,0.1,0.6,2900,0.21,0.48,10,0.05
Stone Smartt,TE,LAC,NA,NA,0.25,2.39,NA,NA,0.02,NA,0.37,NA,stone-smartt,NumberFire,16113,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.87,3.61,#5,353,74,0.48,4200,0.11,0.61,2500,0.24,0.48,10,0.05
Brenton Strange,TE,JAC,NA,NA,0.25,2.36,NA,NA,0.02,NA,0.35,NA,brenton-strange,NumberFire,16269,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.58,#17,358,75,0.48,4200,0.11,0.61,2500,0.24,0.48,10,0.05
Mitchell Wilcox,TE,CIN,NA,NA,0.25,2.34,NA,NA,0.02,NA,0.35,NA,mitchell-wilcox,NumberFire,15563,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.58,#18,358,75,0.48,4100,0.12,0.6,2500,0.24,0.48,10,0.05
Drew Sample,TE,CIN,NA,NA,0.25,2.24,NA,NA,0.02,NA,0.34,NA,drew-sample,NumberFire,14146,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.89,3.57,#18,361,77,0.47,4200,0.11,0.59,2500,0.24,0.47,10,0.05
Chris Manhertz,TE,DEN,NA,NA,0.21,2.22,NA,NA,0.02,NA,0.32,NA,chris-manhertz,NumberFire,12955,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#11,364,78,0.45,4200,0.11,0.55,2500,0.22,0.45,10,0.05
Will Mallory,TE,IND,NA,NA,0.21,2.28,NA,NA,0.01,NA,0.32,NA,will-mallory,NumberFire,16220,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.9,3.54,#4,364,78,0.39,4200,0.09,0.5,2500,0.2,0.39,10,0.04
