id,src_id,pos,player,team,rec_yds,rec_tds,rec,rec_tgt,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,data_src,fumbles_lost,site_pts,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
16214,sam-laporta,TE,Sam LaPorta,DET,46.26,0.4,4.72,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,7.02,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,12.6,#31,111,4,9.39,6100,1.54,11.76,5500,2.14,9.39,20,0.47
13189,evan-engram,TE,Evan Engram,JAC,46.98,0.27,4.71,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,6.26,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,11.57,#6,120,5,8.61,5700,1.51,11.01,4500,2.45,8.61,18,0.48
13772,dalton-schultz,TE,Dalton Schultz,HOU,41.16,0.34,4.04,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,6.13,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,11.4,#24,124,6,8.18,5800,1.41,10.21,3900,2.62,8.18,18,0.45
13299,george-kittle,TE,George Kittle,SF,43.68,0.28,3.42,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,6,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,11.22,#19,127,7,7.72,6100,1.27,9.46,5400,1.75,7.72,22,0.35
12263,darren-waller,TE,Darren Waller,NYG,49.15,0.18,4.15,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,5.99,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,11.21,#8,128,8,8.05,6400,1.26,10.15,5200,1.95,8.05,18,0.45
13674,dallas-goedert,TE,Dallas Goedert,PHI,41.7,0.26,4,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,5.73,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10.86,#29,130,9,7.71,6200,1.24,9.73,4600,2.12,7.71,20,0.39
15329,kyle-pitts,TE,Kyle Pitts,ATL,44.93,0.19,3.5,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,5.65,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,10.75,#27,131,10,7.38,5500,1.34,9.14,3800,2.41,7.38,17,0.43
16213,dalton-kincaid,TE,Dalton Kincaid,BUF,37.25,0.31,4.34,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,5.58,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,10.65,#10,133,11,7.76,5000,1.55,9.94,3200,3.11,7.76,13,0.6
15794,trey-mcbride,TE,Trey McBride,ARI,35.38,0.16,3.81,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,4.47,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.15,#2,155,12,6.38,4700,1.36,8.31,2800,2.97,6.38,10,0.64
12676,hunter-henry,TE,Hunter Henry,NE,29.88,0.2,2.78,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,4.16,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41,8.73,#25,162,13,5.58,5200,1.07,6.98,3700,1.89,5.58,11,0.51
14861,juwan-johnson,TE,Juwan Johnson,NO,28.35,0.2,2.6,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,4.04,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,8.57,#20,166,14,5.36,4500,1.19,6.66,3000,2.22,5.36,10,0.54
16212,michael-mayer,TE,Michael Mayer,LV,30.4,0.17,2.87,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,4.03,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,8.56,#18,167,15,5.5,4700,1.17,6.94,2900,2.39,5.5,14,0.39
15799,jake-ferguson,TE,Jake Ferguson,DAL,25.74,0.23,2.55,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.94,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,8.44,#21,169,16,5.23,4900,1.07,6.51,3600,1.81,5.23,15,0.35
11647,logan-thomas,TE,Logan Thomas,WSH,29.06,0.17,3.06,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.89,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#16,171,17,5.44,5400,1.01,6.99,3400,2.06,5.44,15,0.36
13192,david-njoku,TE,David Njoku,CLE,31.86,0.12,3.17,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.87,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,8.34,#12,175,18,5.47,5100,1.07,7.08,3600,1.97,5.47,12,0.46
14867,cole-kmet,TE,Cole Kmet,CHI,29.89,0.14,2.92,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.8,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,8.25,#28,178,19,5.27,5600,0.94,6.75,4100,1.65,5.27,14,0.38
13193,jonnu-smith,TE,Jonnu Smith,ATL,27.77,0.16,2.66,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.68,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.09,#27,180,20,5.03,5300,0.95,6.39,3500,1.83,5.03,14,0.36
12678,tyler-higbee,TE,Tyler Higbee,LA,25.38,0.16,2.63,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.47,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86,7.8,#4,188,21,4.81,4800,1,6.14,3300,1.86,4.81,10,0.48
13424,taysom-hill,TE,Taysom Hill,NO,13.67,0.1,1.36,NA,2.22,10.33,0.09,NA,NA,NA,NA,NA,NumberFire,NA,3.46,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,7.79,#20,189,22,4.14,6000,0.69,4.86,4000,1.22,4.14,20,0.21
13675,tyler-conklin,TE,Tyler Conklin,NYJ,26.96,0.12,2.53,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.38,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,7.68,#13,193,23,4.64,4800,0.97,5.94,3200,1.86,4.64,12,0.39
15889,chigoziem-okonkwo,TE,Chigoziem Okonkwo,TEN,27.54,0.1,2.75,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.35,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,7.64,#15,194,24,4.73,4700,1.01,6.11,3000,2.04,4.73,11,0.43
14341,donald-parham-jr,TE,Donald Parham Jr.,LAC,22.09,0.18,2.07,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.3,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.57,#26,196,25,4.3,4600,0.93,5.35,3000,1.78,4.3,12,0.36
15802,cade-otton,TE,Cade Otton,TB,24.05,0.11,2.9,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,3.05,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13,7.23,#17,208,26,4.52,4600,0.98,5.98,2900,2.06,4.52,10,0.45
14870,adam-trautman,TE,Adam Trautman,DEN,20.26,0.15,1.93,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.93,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.21,7.07,#5,209,27,3.87,4300,0.9,4.85,2600,1.87,3.87,10,0.39
13680,hayden-hurst,TE,Hayden Hurst,CAR,21.21,0.13,2.58,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.89,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.02,#23,211,28,4.15,4800,0.86,5.46,2900,1.88,4.15,10,0.42
14141,irv-smith-jr,TE,Irv Smith Jr.,CIN,20.72,0.13,2.48,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.8,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.9,#9,214,29,4.05,4500,0.9,5.31,2800,1.9,4.05,10,0.41
15800,connor-heyward,TE,Connor Heyward,PIT,19.17,0.12,1.83,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.61,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42,6.64,#3,221,30,3.53,4600,0.77,4.46,2600,1.72,3.53,10,0.35
14871,colby-parkinson,TE,Colby Parkinson,SEA,19.52,0.1,1.92,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.58,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,6.6,#1,223,31,3.51,4600,0.76,4.47,2500,1.79,3.51,10,0.35
14137,noah-fant,TE,Noah Fant,SEA,18.15,0.09,1.73,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.34,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,#1,231,32,3.22,4700,0.69,4.09,2700,1.51,3.22,10,0.32
13246,mo-alie-cox,TE,Mo Alie-Cox,IND,17.05,0.1,1.38,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.3,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.62,6.22,#7,232,33,2.98,4400,0.68,3.68,2500,1.47,2.98,10,0.3
13672,michael-gesicki,TE,Mike Gesicki,NE,16.15,0.11,1.7,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.28,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63,6.19,#25,233,34,3.13,4800,0.65,3.98,2700,1.47,3.13,10,0.31
15916,andrew-ogletree,TE,Andrew Ogletree,IND,15.65,0.1,1.51,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.18,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.06,#7,239,35,2.92,4500,0.65,3.68,NA,NA,2.92,10,0.29
13236,gerald-everett,TE,Gerald Everett,LAC,14.88,0.11,1.45,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.13,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73,5.99,#26,241,36,2.83,5200,0.54,3.58,3700,0.97,2.83,15,0.19
16474,nate-adkins,TE,Nate Adkins,DEN,14.44,0.11,1.42,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.11,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,5.96,#5,243,37,2.81,4200,0.67,3.52,2500,1.41,2.81,10,0.28
12677,austin-hooper,TE,Austin Hooper,LV,15.09,0.08,1.44,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2.02,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,5.84,#18,248,38,2.71,4600,0.59,3.43,2500,1.37,2.71,12,0.23
16215,luke-musgrave,TE,Luke Musgrave,GB,14.71,0.09,1.51,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,2,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.81,#14,250,39,2.77,5000,0.55,3.52,3500,1.01,2.77,13,0.21
16113,stone-smartt,TE,Stone Smartt,LAC,12.31,0.1,1.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.81,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#26,258,40,2.45,4200,0.58,3.06,2500,1.22,2.45,10,0.25
16216,darnell-washington,TE,Darnell Washington,PIT,12.85,0.08,1.26,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.76,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97,5.49,#3,260,41,2.4,4200,0.57,3.03,2500,1.21,2.4,10,0.24
13676,durham-smythe,TE,Durham Smythe,MIA,11.33,0.1,1.24,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.76,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97,5.49,#11,260,41,2.35,4600,0.51,2.97,2800,1.06,2.35,10,0.24
14239,foster-moreau,TE,Foster Moreau,NO,11.81,0.08,1.01,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.63,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05,5.31,#20,265,43,2.15,4700,0.46,2.66,2900,0.92,2.15,10,0.22
14876,josiah-deguara,TE,Josiah Deguara,GB,10.49,0.07,1.07,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.47,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.1,#14,269,44,2,4600,0.43,2.54,2800,0.91,2,10,0.2
12378,geoff-swaim,TE,Geoff Swaim,ARI,10.94,0.06,1.45,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.46,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.08,#2,271,45,2.18,4200,0.52,2.9,2500,1.16,2.18,10,0.22
14209,josh-oliver,TE,Josh Oliver,MIN,10.03,0.07,0.97,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.42,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#22,276,46,1.89,4400,0.43,2.38,2800,0.85,1.89,10,0.19
16221,luke-schoonmaker,TE,Luke Schoonmaker,DAL,8.7,0.09,0.85,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.39,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,4.99,#21,277,47,1.84,4200,0.44,2.26,2500,0.9,1.84,10,0.18
12317,c-j-uzomah,TE,C.J. Uzomah,NYJ,10.32,0.05,0.96,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.37,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.96,#13,279,48,1.81,4300,0.42,2.29,2500,0.92,1.81,10,0.18
16220,will-mallory,TE,Will Mallory,IND,9.8,0.06,0.94,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.36,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#7,280,49,1.81,4200,0.43,2.28,2500,0.91,1.81,10,0.18
15905,teagan-quitoriano,TE,Teagan Quitoriano,HOU,8.94,0.07,0.85,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.33,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.91,#24,281,50,1.74,4200,0.41,2.16,2500,0.86,1.74,10,0.17
16483,ben-sims,TE,Ben Sims,GB,8.34,0.06,0.84,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.17,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#14,286,51,1.61,4500,0.36,2.03,2500,0.81,1.61,10,0.16
13988,ross-dwelley,TE,Ross Dwelley,SF,8.06,0.06,0.7,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.15,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.36,4.66,#19,289,52,1.52,4200,0.36,1.87,2500,0.75,1.52,10,0.15
14146,drew-sample,TE,Drew Sample,CIN,7.98,0.05,1,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.1,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,4.6,#9,291,53,1.58,4300,0.37,2.09,2500,0.84,1.58,10,0.16
15796,jeremy-ruckert,TE,Jeremy Ruckert,NYJ,8.31,0.04,0.79,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.09,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,4.58,#13,293,54,1.47,4200,0.35,1.86,2500,0.74,1.47,10,0.15
13994,pharaoh-brown,TE,Pharaoh Brown,NE,7.83,0.05,0.81,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.07,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.56,#25,296,55,1.49,4500,0.33,1.89,2500,0.76,1.49,10,0.15
12955,chris-manhertz,TE,Chris Manhertz,DEN,7.38,0.06,0.7,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.07,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.56,#5,296,55,1.45,4100,0.35,1.8,2500,0.72,1.45,10,0.15
16333,elijah-higgins,TE,Elijah Higgins,ARI,7.93,0.04,0.87,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.02,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,4.49,#2,298,57,1.47,4100,0.36,1.9,NA,NA,1.47,10,0.15
14868,brycen-hopkins,TE,Brycen Hopkins,LA,7.49,0.05,0.72,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.02,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.45,4.49,#4,298,57,1.41,4300,0.33,1.77,2500,0.71,1.41,10,0.14
15344,john-bates,TE,John Bates,WSH,7.67,0.04,0.77,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1.01,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.46,4.48,#16,300,59,1.37,4300,0.32,1.77,2500,0.71,1.37,10,0.14
15332,tommy-tremble,TE,Tommy Tremble,CAR,7.29,0.04,0.8,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,1,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.46,4.46,#23,301,60,1.37,4500,0.3,1.77,2500,0.71,1.37,10,0.14
14875,harrison-bryant,TE,Harrison Bryant,CLE,7.28,0.03,0.77,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.9,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,4.33,#12,304,61,1.27,4400,0.29,1.67,2500,0.67,1.27,10,0.13
15337,noah-gray-1,TE,Noah Gray,KC,5.65,0.04,0.55,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.83,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.23,#32,308,62,1.08,4400,0.25,1.36,2800,0.49,1.08,13,0.08
14752,jesper-horsted,TE,Jesper Horsted,LV,6.18,0.04,0.6,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.83,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.23,#18,308,62,1.16,4000,0.29,1.46,2500,0.58,1.16,10,0.12
12213,blake-bell,TE,Blake Bell,KC,5.55,0.04,0.53,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.81,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.21,#32,312,64,1.06,4300,0.25,1.33,2500,0.53,1.06,10,0.11
15097,sean-mckeon,TE,Sean McKeon,DAL,4.34,0.04,0.43,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.69,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.04,#21,319,65,0.89,4100,0.22,1.1,2500,0.44,0.89,10,0.09
8269,marcedes-lewis,TE,Marcedes Lewis,CHI,4.62,0.03,0.45,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.62,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#28,323,66,0.87,4100,0.21,1.09,2500,0.44,0.87,10,0.09
16312,josh-whyle,TE,Josh Whyle,TEN,3.64,0.02,0.39,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.46,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,3.73,#15,333,67,0.68,4400,0.15,0.87,2500,0.35,0.68,10,0.07
15626,brock-wright,TE,Brock Wright,DET,2.32,0.02,0.24,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.37,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#31,341,68,0.47,4400,0.11,0.59,2500,0.24,0.47,10,0.05
13940,johnny-mundt,TE,Johnny Mundt,MIN,2.58,0.02,0.25,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.36,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#22,344,69,0.5,4100,0.12,0.63,2500,0.25,0.5,10,0.05
16269,brenton-strange,TE,Brenton Strange,JAC,2.23,0.02,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.32,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#6,349,70,0.46,4400,0.1,0.57,2500,0.23,0.46,10,0.05
15798,isaiah-likely,TE,Isaiah Likely,BAL,2.03,0.02,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.32,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#30,349,70,0.44,4300,0.1,0.55,2500,0.22,0.44,10,0.04
14984,charlie-woerner,TE,Charlie Woerner,SF,2.15,0.02,0.2,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.31,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#19,352,72,0.44,4100,0.11,0.54,2500,0.22,0.44,10,0.04
14370,tanner-hudson,TE,Tanner Hudson,CIN,2.28,0.01,0.24,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.31,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#9,352,72,0.41,4200,0.1,0.53,2500,0.21,0.41,NA,NA
13763,will-dissly,TE,Will Dissly,SEA,2.3,0.01,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.31,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#1,352,72,0.41,4200,0.1,0.52,2500,0.21,0.41,10,0.04
16222,tucker-kraft,TE,Tucker Kraft,GB,2.07,0.01,0.21,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.29,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#14,357,75,0.37,4100,0.09,0.48,2500,0.19,0.37,10,0.04
15563,mitchell-wilcox,TE,Mitchell Wilcox,CIN,2.13,0.01,0.25,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.29,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#9,357,75,0.4,4100,0.1,0.52,2500,0.21,0.4,10,0.04
13678,ian-thomas,TE,Ian Thomas,CAR,2.04,0.01,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.28,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#23,359,77,0.38,4200,0.09,0.49,2500,0.2,0.38,NA,NA
12309,mycole-pruitt,TE,MyCole Pruitt,ATL,2.04,0.01,0.19,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.28,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#27,359,77,0.36,4300,0.08,0.45,2500,0.18,0.36,10,0.04
13427,robert-tonyan,TE,Robert Tonyan,CHI,1.99,0.01,0.21,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.27,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#28,361,79,0.36,4400,0.08,0.47,2500,0.19,0.36,10,0.04
16218,payne-durham,TE,Payne Durham,TB,1.98,0.01,0.23,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.26,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#17,362,80,0.37,4200,0.09,0.49,2500,0.2,0.37,10,0.04
15873,daniel-bellinger,TE,Daniel Bellinger,NYG,1.9,0.01,0.2,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.25,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#8,363,81,0.35,4400,0.08,0.45,2500,0.18,0.35,10,0.04
14231,trevon-wesco,TE,Trevon Wesco,TEN,1.86,0.01,0.19,NA,0,0,0,NA,NA,NA,NA,NA,NumberFire,NA,0.23,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.96,3.42,#15,365,82,0.34,4200,0.08,0.44,2500,0.18,0.34,10,0.03
