player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Gabe Davis,WR,BUF,NA,2.8,2.8,46.5,NA,NA,0.3,0,0.1,NA,0,0,6.72,NA,15627,FleaFlicker,14845,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR44,0.3,46.6,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,3.4,3.4,48.9,NA,NA,0.3,0,0.2,NA,0,0,6.61,NA,15544,FleaFlicker,14833,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR50,0.3,49.1,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,4.1,4.1,47.1,NA,NA,0.3,0.1,1,NA,0,0,6.57,NA,14949,FleaFlicker,14127,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR51,0.3,48,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,3.1,3.1,44.2,NA,NA,0.4,0,0.1,NA,0,0,6.52,NA,13795,FleaFlicker,13630,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR23,0.4,44.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,4.6,4.6,46.7,NA,NA,0.2,0.5,3.2,NA,0,0,6.51,NA,12930,FleaFlicker,13157,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR45,0.3,50,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJayden Reed,WR,GB,NA,3.6,3.6,40.6,NA,NA,0.3,1.2,6.2,NA,0,0,6.49,NA,17674,FleaFlicker,16184,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR33,0.3,46.9,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,3.3,3.3,46.6,NA,NA,0.2,0.5,2.6,NA,0,0,6.3,NA,17243,FleaFlicker,16080,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR47,0.2,49.1,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,3.7,3.7,49.4,NA,NA,0.2,0,0.1,NA,0,0,6.29,NA,16292,FleaFlicker,15319,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR61,0.2,49.5,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,3.1,3.1,40.8,NA,NA,0.3,0.4,1.9,NA,0,0,6.27,NA,10242,FleaFlicker,11674,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR39,0.3,42.7,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMarquise Brown,WR,ARI,NA,3.5,3.5,43.8,NA,NA,0.3,0,0.3,NA,0,0,5.93,NA,14661,FleaFlicker,14105,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR37,0.3,44,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham,WR,BAL,NA,2.7,2.7,41.3,NA,NA,0.3,0,0.2,NA,0,0,5.91,NA,10243,FleaFlicker,11679,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR48,0.3,41.5,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.3,3.3,41,NA,NA,0.3,0,0,NA,0,0,5.86,NA,16941,FleaFlicker,15779,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR54,0.3,41,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,3.7,3.7,41.2,NA,NA,0.3,0,0,NA,0,0,5.64,NA,17606,FleaFlicker,16185,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR40,0.3,41.2,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LAR,NA,2.8,2.8,36.9,NA,NA,0.3,0.1,0.8,NA,0,0,5.53,NA,12106,FleaFlicker,12785,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR89,0.3,37.7,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,3.2,3.2,43.1,NA,NA,0.2,0,0,NA,0,0,5.35,NA,11170,FleaFlicker,12176,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR79,0.2,43.1,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,2.7,2.7,41.4,NA,NA,0.2,0,0,NA,0,0,5.3,NA,14833,FleaFlicker,14122,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR71,0.2,41.4,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTZay Jones,WR,JAC,NA,3.1,3.1,38.3,NA,NA,0.2,0,0.1,NA,0,0,5.12,NA,12937,FleaFlicker,13176,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR57,0.2,38.4,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,3,3,36.6,NA,NA,0.2,0,0.1,NA,0,0,5.07,NA,15695,FleaFlicker,14977,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR70,0.2,36.7,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,3.5,3.5,37.6,NA,NA,0.2,0.6,3.1,NA,0,0,5.05,NA,16869,FleaFlicker,15757,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR77,0.2,40.7,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,CAR,NA,2.5,2.5,37.3,NA,NA,0.2,0,0,NA,0,0,4.97,NA,13790,FleaFlicker,13668,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR78,0.2,37.3,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,3.2,3.2,41,NA,NA,0.1,0,0,NA,0,0,4.96,NA,17656,FleaFlicker,16197,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR66,0.1,41,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,2.5,2.5,35.1,NA,NA,0.2,0.1,1,NA,0,0,4.83,NA,16830,FleaFlicker,15756,@DALSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR53,0.2,36.1,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,3.3,3.3,36.5,NA,NA,0.2,0,0.5,NA,0,0,4.82,NA,12051,FleaFlicker,12650,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR63,0.2,37,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,3.3,3.3,36.3,NA,NA,0.2,0,0.2,NA,0,0,4.75,NA,17622,FleaFlicker,16187,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR42,0.2,36.5,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,2.8,2.8,35,NA,NA,0.2,0,0.5,NA,0,0,4.71,NA,16248,FleaFlicker,15293,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR58,0.2,35.4,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,2.3,2.3,32.9,NA,NA,0.1,0.5,3,NA,0,0,4.53,NA,16803,FleaFlicker,15752,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR85,0.2,35.9,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,2.7,2.7,33.5,NA,NA,0.2,0.1,0.8,NA,0,0,4.42,NA,16265,FleaFlicker,15288,NYJThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR56,0.2,34.3,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,2.8,2.8,33.3,NA,NA,0.2,0,0,NA,0,0,4.31,NA,16821,FleaFlicker,15755,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR52,0.2,33.4,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2.3,2.3,32.4,NA,NA,0.2,0,0,NA,0,0,4.3,NA,16842,FleaFlicker,15768,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR95,0.2,32.5,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,2.4,2.4,32.8,NA,NA,0.2,0,0.2,NA,0,0,4.24,NA,15658,FleaFlicker,14974,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR68,0.2,33,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,2.3,2.3,30.2,NA,NA,0.2,0.3,1.8,NA,0,0,4.2,NA,9338,FleaFlicker,11228,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR74,0.2,31.9,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2,2,28.8,NA,NA,0.2,0,0.3,NA,0,0,4.15,NA,13029,FleaFlicker,13168,@DALSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR75,0.2,29.1,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,2.5,2.5,30.3,NA,NA,0.2,0,0.1,NA,0,0,4.1,NA,17738,FleaFlicker,16192,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR96,0.2,30.4,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,2.2,2.2,32.2,NA,NA,0.1,0,0.1,NA,0,0,4.09,NA,17648,FleaFlicker,16183,LARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR65,0.1,32.4,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,2.3,2.3,30.5,NA,NA,0.2,0,0,NA,0,0,4.09,NA,17671,FleaFlicker,16206,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR60,0.2,30.6,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,2.3,2.3,29.9,NA,NA,0.2,0.3,1.1,NA,0,0,4.08,NA,17593,FleaFlicker,16188,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR59,0.2,31,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,2.1,2.1,29.7,NA,NA,0.1,0,0,NA,0,0,3.85,NA,13851,FleaFlicker,13776,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR69,0.1,29.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,2.1,2.1,28.5,NA,NA,0.1,0.1,0.8,NA,0,0,3.75,NA,12153,FleaFlicker,12773,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR106,0.1,29.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,2.2,2.2,26.3,NA,NA,0.2,0.1,1.1,NA,0,0,3.72,NA,17767,FleaFlicker,16199,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR80,0.2,27.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,1.6,1.6,22.5,NA,NA,0.1,0.4,3.1,NA,0,0,3.56,NA,17631,FleaFlicker,16189,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR62,0.2,25.5,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,2.2,2.2,26.5,NA,NA,0.1,0,0.1,NA,0,0,3.54,NA,13915,FleaFlicker,13652,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR99,0.1,26.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,1.8,1.8,26.4,NA,NA,0.1,0,0.1,NA,0,0,3.47,NA,16947,FleaFlicker,15761,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR55,0.1,26.5,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,1.8,1.8,22.3,NA,NA,0.2,0,0,NA,0,0,3.35,NA,13788,FleaFlicker,13646,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR67,0.2,22.4,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDontayvion Wicks,WR,GB,NA,1.7,1.7,23.9,NA,NA,0.1,0,0.1,NA,0,0,3.28,NA,17792,FleaFlicker,16195,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR81,0.1,24,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,2,2,23.7,NA,NA,0.1,0,0.4,NA,0,0,3.15,NA,17643,FleaFlicker,16191,NYJThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR76,0.1,24.1,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,1.4,1.4,23.1,NA,NA,0.1,0,0,NA,0,0,3.13,NA,13952,FleaFlicker,13793,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR83,0.1,23.1,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,1.7,1.7,17.8,NA,NA,0.1,1.1,5.7,NA,0,0,3.09,NA,16327,FleaFlicker,15283,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR72,0.1,23.5,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,2.3,2.3,24,NA,NA,0.1,0,0.1,NA,0,0,3.05,NA,14836,FleaFlicker,14123,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR90,0.1,24.1,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,1.4,1.4,19.2,NA,NA,0.1,0.5,2.8,NA,0,0,3.02,NA,17635,FleaFlicker,16287,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR91,0.1,21.9,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.9,1.9,21.5,NA,NA,0.1,0.1,1,NA,0,0,2.89,NA,14935,FleaFlicker,14108,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR88,0.1,22.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,2.1,2.1,21.6,NA,NA,0.1,0,0,NA,0,0,2.86,NA,10305,FleaFlicker,11678,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,21.6,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKadarius Toney,WR,KC,NA,1.6,1.6,16.4,NA,NA,0.1,0.7,4.6,NA,0,0,2.84,NA,16251,FleaFlicker,15289,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR87,0.1,21,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJuJu Smith-Schuster,WR,NE,NA,2.2,2.2,22.8,NA,NA,0.1,0,0,NA,0,0,2.78,NA,12950,FleaFlicker,13156,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR84,0.1,22.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,1.7,1.7,20.6,NA,NA,0.1,0.4,2.2,NA,0,0,2.78,NA,18085,FleaFlicker,16416,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,22.8,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,1.5,1.5,19.6,NA,NA,0.1,0,0,NA,0,0,2.72,NA,11178,FleaFlicker,12181,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,19.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRMichael Thomas,WR,NO,NA,1.5,1.5,19.1,NA,NA,0.1,0,0.1,NA,0,0,2.69,NA,12096,FleaFlicker,12652,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR86,0.1,19.2,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJauan Jennings,WR,SF,NA,1.4,1.4,18.9,NA,NA,0.1,0,0,NA,0,0,2.65,NA,15751,FleaFlicker,14860,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR105,0.1,18.9,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Montgomery,WR,IND,NA,1.5,1.5,18.1,NA,NA,0.1,0,0,NA,0,0,2.52,NA,15311,FleaFlicker,14486,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR92,0.1,18.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,KC,NA,1.4,1.4,18.9,NA,NA,0.1,0,0.1,NA,0,0,2.49,NA,14009,FleaFlicker,13724,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,19.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,1.5,1.5,16.4,NA,NA,0.1,0.2,1.4,NA,0,0,2.42,NA,14297,FleaFlicker,13910,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,17.8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,1.2,1.2,18.2,NA,NA,0.1,0,0.2,NA,0,0,2.42,NA,15564,FleaFlicker,14858,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,18.4,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,1.2,1.2,16.3,NA,NA,0.1,0,0,NA,0,0,2.33,NA,16872,FleaFlicker,15788,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR82,0.1,16.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.T. Perry,WR,NO,NA,1.3,1.3,16.1,NA,NA,0.1,0,0.1,NA,0,0,2.13,NA,17771,FleaFlicker,16196,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR73,0.1,16.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.1,1.1,15.2,NA,NA,0.1,0.1,1,NA,0,0,2.08,NA,12441,FleaFlicker,13066,@DALSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR102,0.1,16.2,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,1,1,13.2,NA,NA,0.1,0,0.6,NA,0,0,1.9,NA,16326,FleaFlicker,15301,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR64,0.1,13.8,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Johnson,WR,DEN,NA,1,1,13.6,NA,NA,0.1,0,0,NA,0,0,1.9,NA,17347,FleaFlicker,15987,LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,13.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,1,1,11.4,NA,NA,0.1,0.5,2.2,NA,0,0,1.82,NA,13024,FleaFlicker,13308,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,13.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ihmir Smith-Marsette,WR,CAR,NA,0.7,0.7,8.4,NA,NA,0,1.1,6.4,NA,0,0,1.8,NA,16578,FleaFlicker,15434,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,14.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Brownlee,WR,NYJ,NA,1.2,1.2,13.3,NA,NA,0.1,0,0.1,NA,0,0,1.74,NA,18091,FleaFlicker,16423,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,13.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,0.8,0.8,10.9,NA,NA,0.1,0.3,1.6,NA,0,0,1.71,NA,17740,FleaFlicker,16201,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,12.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,1.1,1.1,14,NA,NA,0.1,0,0.1,NA,0,0,1.69,NA,14059,FleaFlicker,13632,@CLEThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR100,0.1,14,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,0.9,0.9,13.1,NA,NA,0.1,0,0.1,NA,0,0,1.68,NA,15260,FleaFlicker,14337,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,13.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,0.7,0.7,8.2,NA,NA,0.1,0.6,3.4,NA,0,0,1.68,NA,17558,FleaFlicker,15981,DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,11.6,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,1,1,11.8,NA,NA,0.1,0,0,NA,0,0,1.58,NA,16691,FleaFlicker,16005,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,11.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,0.9,0.9,10.9,NA,NA,0.1,0,0.2,NA,0,0,1.57,NA,15667,FleaFlicker,14992,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,11.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,1,1,11.1,NA,NA,0.1,0,0,NA,0,0,1.57,NA,17992,FleaFlicker,16413,@MINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,11.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,WR,MIA,NA,1,1,11.3,NA,NA,0.1,0,0,NA,0,0,1.55,NA,12361,FleaFlicker,12930,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,11.3,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie,WR,HOU,NA,0.9,0.9,11.5,NA,NA,0.1,0,0,NA,0,0,1.55,NA,16849,FleaFlicker,15759,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR98,0.1,11.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,0.9,0.9,10.5,NA,NA,0,0.4,1.9,NA,0,0,1.53,NA,16835,FleaFlicker,15787,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.4,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,1,1,10.7,NA,NA,0.1,0,0,NA,0,0,1.49,NA,17754,FleaFlicker,16207,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR97,0.1,10.7,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Moore,WR,TB,NA,0.9,0.9,10.7,NA,NA,0.1,0,0.1,NA,0,0,1.48,NA,13117,FleaFlicker,13348,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,10.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,7.69,110.56,NA,NA,0.62,0.77,3.79,NA,0.03,NA,15.29,NA,tyreek-hill,NumberFire,12801,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,23.78,#2,17,1,19.18,26.05,19.18,34,0.56,NA
CeeDee Lamb,WR,DAL,NA,NA,7.4,98.18,NA,NA,0.75,1.06,5.91,NA,0.05,NA,15.12,NA,ceedee-lamb,NumberFire,14832,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,23.55,#22,20,2,18.83,22.58,18.83,30,0.63,NA
Justin Jefferson,WR,MIN,NA,NA,6.86,96.13,NA,NA,0.52,0,0,NA,0,NA,12.69,NA,justin-jefferson,NumberFire,14836,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.11,20.27,#26,33,3,16.14,19.59,16.14,36,0.45,NA
