player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Derius Davis,WR,LAC,NA,NA,0.83,9.72,NA,NA,0.07,1.09,5.75,NA,0.02,NA,2.03,NA,derius-davis,NumberFire,16299,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,#9,220,97,2.44,2.89,2.44,NA
Jalen Tolbert,WR,DAL,NA,NA,1.41,15.46,NA,NA,0.09,0,0,NA,0,NA,2.03,NA,jalen-tolbert,NumberFire,15788,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,#13,220,97,2.75,3.48,2.75,NA
Dyami Brown,WR,WSH,NA,NA,1.09,13.19,NA,NA,0.06,0.5,2.84,NA,0.01,NA,2.02,NA,dyami-brown,NumberFire,15292,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,5.84,#22,222,99,2.53,3.09,2.53,NA
Sterling Shepard,WR,NYG,NA,NA,1.44,15.33,NA,NA,0.06,0,0,NA,0,NA,1.92,NA,sterling-shepard,NumberFire,12658,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,5.71,#30,224,100,2.61,3.33,2.61,NA
Tyler Scott,WR,CHI,NA,NA,1.39,13.71,NA,NA,0.06,0.29,1.46,NA,0.01,NA,1.89,NA,tyler-scott,NumberFire,16205,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.67,#7,225,101,2.59,3.31,2.59,NA
Kyle Philips,WR,TEN,NA,NA,1.25,15.05,NA,NA,0.07,0,0,NA,0,NA,1.89,NA,kyle-philips,NumberFire,15901,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.89,5.67,#6,225,101,2.51,3.16,2.51,NA
Braxton Berrios,WR,MIA,NA,NA,1.38,13.02,NA,NA,0.09,0,0,NA,0,NA,1.82,NA,braxton-berrios,NumberFire,13638,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93,5.57,#5,228,103,2.49,3.2,2.49,NA
Tre Tucker,WR,LV,NA,NA,0.7,8.38,NA,NA,0.04,1.08,5.58,NA,0.04,NA,1.8,NA,tre-tucker,NumberFire,16287,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.54,#18,229,104,2.17,2.55,2.17,NA
Xavier Gipson,WR,NYJ,NA,NA,0.71,8.62,NA,NA,0.04,1.1,6.02,NA,0.03,NA,1.78,NA,xavier-gipson,NumberFire,16416,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#29,230,105,2.16,2.55,2.16,NA
Olamide Zaccheaus,WR,PHI,NA,NA,1.02,13.29,NA,NA,0.07,0,0,NA,0,NA,1.76,NA,olamide-zaccheaus,NumberFire,14592,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.97,5.49,#3,232,106,2.24,2.76,2.24,NA
Cedrick Wilson,WR,MIA,NA,NA,1.01,11.69,NA,NA,0.09,0,0,NA,0,NA,1.67,NA,cedrick-wilson,NumberFire,13652,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.03,5.37,#5,233,107,2.19,2.71,2.19,NA
Hunter Renfrow,WR,LV,NA,NA,1.25,12.61,NA,NA,0.05,0,0,NA,0,NA,1.51,NA,hunter-renfrow,NumberFire,14123,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.15,#18,238,108,2.13,2.78,2.13,NA
Deonte Harty,WR,BUF,NA,NA,0.98,11.63,NA,NA,0.06,0,0,NA,0,NA,1.48,NA,deonte-harris,NumberFire,14558,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.11,#17,239,109,1.95,2.47,1.95,NA
Tyquan Thornton,WR,NE,NA,NA,0.96,11.08,NA,NA,0.06,0,0,NA,0,NA,1.46,NA,tyquan-thornton,NumberFire,15787,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.08,#28,240,110,1.93,2.42,1.93,NA
Andrei Iosivas,WR,CIN,NA,NA,0.78,9.31,NA,NA,0.08,0,0,NA,0,NA,1.42,NA,andrei-iosivas,NumberFire,16207,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.19,5.03,#11,244,111,1.78,2.18,1.78,NA
Isaiah McKenzie,WR,IND,NA,NA,0.8,8.82,NA,NA,0.05,0.31,1.64,NA,0.01,NA,1.36,NA,isaiah-mckenzie-1,NumberFire,13313,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#26,247,112,1.75,2.18,1.75,NA
Isaiah Hodgins,WR,NYG,NA,NA,0.97,10.59,NA,NA,0.04,0,0,NA,0,NA,1.28,NA,isaiah-hodgins,NumberFire,14849,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28,4.84,#30,250,113,1.76,2.26,1.76,NA
Khadarel Hodge,WR,ATL,NA,NA,0.81,10.17,NA,NA,0.05,0,0,NA,0,NA,1.28,NA,khadarel-hodge,NumberFire,13963,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28,4.84,#16,250,113,1.7,2.12,1.7,NA
Simi Fehoko,WR,DAL,NA,NA,0.71,8.47,NA,NA,0.06,0,0,NA,0,NA,1.18,NA,simi-fehoko,NumberFire,15303,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.71,#13,255,115,1.54,1.91,1.54,NA
Ben Skowronek,WR,LA,NA,NA,0.76,8.28,NA,NA,0.03,0,0,NA,0,NA,1.03,NA,ben-skowronek-1,NumberFire,15491,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,4.5,#24,259,116,1.37,1.76,1.37,NA
Scotty Miller,WR,ATL,NA,NA,0.6,7.12,NA,NA,0.04,0,0,NA,0,NA,0.97,NA,scotty-miller,NumberFire,14280,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.48,4.42,#16,262,117,1.25,1.55,1.25,NA
Trent Taylor,WR,CHI,NA,NA,0.8,7.29,NA,NA,0.04,0,0,NA,0,NA,0.95,NA,trent-taylor,NumberFire,13316,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.49,4.39,#7,263,118,1.35,1.76,1.35,NA
Rakim Jarrett,WR,TB,NA,NA,0.59,6.84,NA,NA,0.03,0,0,NA,0,NA,0.87,NA,rakim-jarrett,NumberFire,16198,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.29,#19,266,119,1.14,1.44,1.14,NA
Juwann Winfree,WR,IND,NA,NA,0.49,5.98,NA,NA,0.03,0,0,NA,0,NA,0.77,NA,juwann-winfree,NumberFire,14267,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.61,4.15,#26,273,120,1,1.26,1,NA
Trent Sherfield,WR,BUF,NA,NA,0.46,5.52,NA,NA,0.03,0,0,NA,0,NA,0.73,NA,trent-sherfield,NumberFire,13893,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.1,#17,275,121,0.96,1.19,0.96,NA
Velus Jones,WR,CHI,NA,NA,0.52,5.67,NA,NA,0.03,0,0,NA,0,NA,0.72,NA,velus-jones,NumberFire,15767,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#7,276,122,0.99,1.26,0.99,NA
Greg Dortch,WR,ARI,NA,NA,0.48,5.3,NA,NA,0.02,0,0,NA,0,NA,0.64,NA,greg-dortch,NumberFire,14108,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.98,#2,281,123,0.87,1.12,0.87,NA
Kayshon Boutte,WR,NE,NA,NA,0.37,4.6,NA,NA,0.03,0,0,NA,0,NA,0.63,NA,kayshon-boutte,NumberFire,16193,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.96,#28,283,124,0.83,1.01,0.83,NA
Trishton Jackson,WR,MIN,NA,NA,0.39,4.91,NA,NA,0.02,0,0,NA,0,NA,0.62,NA,trishton-jackson,NumberFire,14859,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#15,284,125,0.79,0.99,0.79,NA
Samori Toure,WR,GB,NA,NA,0.34,4.62,NA,NA,0.03,0,0,NA,0,NA,0.62,NA,samori-toure,NumberFire,15841,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#23,284,125,0.79,0.97,0.79,NA
Randall Cobb,WR,NYJ,NA,NA,0.36,4.47,NA,NA,0.02,0,0,NA,0,NA,0.58,NA,randall-cobb,NumberFire,10308,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.89,#29,291,127,0.73,0.92,0.73,NA
Chris Moore,WR,TEN,NA,NA,0.34,4.08,NA,NA,0.02,0,0,NA,0,NA,0.52,NA,chris-moore,NumberFire,12773,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.81,#6,294,128,0.7,0.87,0.7,NA
DeAndre Carter,WR,LV,NA,NA,0.19,2.16,NA,NA,0.01,0,0,NA,0,NA,0.25,NA,deandre-carter,NumberFire,12394,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#18,313,129,0.35,0.46,0.35,NA
Parris Campbell,WR,NYG,NA,NA,0.19,1.97,NA,NA,0.01,0,0,NA,0,NA,0.24,NA,parris-campbell,NumberFire,14112,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.43,#30,314,130,0.35,0.45,0.35,NA
Tyreek Hill,WR,MIA,NA,NA,7.96,104.44,NA,NA,0.64,NA,1,NA,NA,NA,22.34,NA,2556214,NFL,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,7.54,93.28,NA,NA,0.6,NA,2.09,NA,NA,NA,20.68,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6.79,97.69,NA,NA,0.59,NA,2.47,NA,0.01,NA,20.41,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,6.8,85.86,NA,NA,0.58,NA,0.17,NA,NA,NA,18.88,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LA,NA,NA,5.93,77.28,NA,NA,0.49,NA,6.98,NA,0.11,NA,17.96,NA,2557898,NFL,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.52,91.8,NA,NA,0.53,NA,0.15,NA,NA,NA,17.9,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LA,NA,NA,6.56,82.57,NA,NA,0.46,NA,1.27,NA,0.01,NA,17.82,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Keenan Allen,WR,LAC,NA,NA,6.41,76.47,NA,NA,0.42,NA,0.93,NA,0.01,NA,16.73,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,5.53,80.61,NA,NA,0.46,NA,0.05,NA,NA,NA,16.36,NA,2566127,NFL,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,NA,5.38,73.3,NA,NA,0.42,NA,1.12,NA,0.01,NA,15.4,NA,2541785,NFL,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,5.55,71.13,NA,NA,0.41,NA,0.97,NA,NA,NA,15.22,NA,2568048,NFL,15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,NA,5.32,69.85,NA,NA,0.43,NA,0.09,NA,NA,NA,14.89,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,NA,5.69,66.42,NA,NA,0.4,NA,0.54,NA,NA,NA,14.79,NA,2569921,NFL,16194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,NA,4.83,73.96,NA,NA,0.4,NA,0.39,NA,NA,NA,14.67,NA,2560813,NFL,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.59,65.21,NA,NA,0.35,NA,1.47,NA,0.01,NA,14.42,NA,2558105,NFL,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,5.53,64.33,NA,NA,0.37,NA,0.1,NA,NA,NA,14.19,NA,2543495,NFL,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,NA,4.3,67.74,NA,NA,0.41,NA,3.87,NA,0.02,NA,14.1,NA,2569813,NFL,16204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
DeAndre Hopkins,WR,TEN,NA,NA,4.55,66.34,NA,NA,0.46,NA,0.24,NA,NA,NA,13.97,NA,2540165,NFL,11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,5.04,63.07,NA,NA,0.43,NA,0.11,NA,NA,NA,13.94,NA,2552430,NFL,12187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,5.06,65.19,NA,NA,0.37,NA,0.09,NA,NA,NA,13.81,NA,2569861,NFL,16187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.99,63.51,NA,NA,0.37,NA,1.65,NA,0.01,NA,13.79,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,4.6,62.03,NA,NA,0.47,NA,0.82,NA,NA,NA,13.71,NA,2570074,NFL,16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.58,64.76,NA,NA,0.39,NA,0.16,NA,NA,NA,13.41,NA,2562489,NFL,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.43,62.43,NA,NA,0.45,NA,0.11,NA,NA,NA,13.38,NA,2543468,NFL,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,4.86,57.28,NA,NA,0.42,NA,0.6,NA,NA,NA,13.17,NA,2562492,NFL,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,NA,5.08,57.99,NA,NA,0.35,NA,0.77,NA,NA,NA,13.06,NA,2564136,NFL,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,3.74,65.44,NA,NA,0.43,NA,1.11,NA,NA,NA,12.98,NA,2568159,NFL,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,NA,4.8,60.74,NA,NA,0.27,NA,2.95,NA,0.03,NA,12.97,NA,2570119,NFL,16342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,4.1,64.38,NA,NA,0.38,NA,0.13,NA,NA,NA,12.83,NA,2552487,NFL,12175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,4.8,60.28,NA,NA,0.3,NA,0.9,NA,0.01,NA,12.78,NA,2562674,NFL,14208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,4.66,58.26,NA,NA,0.34,NA,0.05,NA,NA,NA,12.53,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,4.61,54,NA,NA,0.3,NA,3.65,NA,0.03,NA,12.36,NA,2569573,NFL,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4.24,58.53,NA,NA,0.36,NA,0.06,NA,NA,NA,12.26,NA,2567250,NFL,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,NA,3.86,53.83,NA,NA,0.45,NA,0.26,NA,NA,NA,11.97,NA,2563602,NFL,14845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,NA,4.34,54.65,NA,NA,0.33,NA,0.05,NA,NA,NA,11.79,NA,2556370,NFL,12652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,4.18,54.69,NA,NA,0.35,NA,0.14,NA,NA,NA,11.76,NA,2563731,NFL,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,4.23,53.96,NA,NA,0.3,NA,0.95,NA,0.01,NA,11.58,NA,2562379,NFL,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,4.46,50.98,NA,NA,0.25,NA,1.52,NA,0.01,NA,11.27,NA,2568012,NFL,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,3.83,50.26,NA,NA,0.32,NA,1,NA,0.01,NA,11,NA,2569765,NFL,16184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Christian Watson,WR,GB,NA,NA,3.76,47.84,NA,NA,0.34,NA,2.12,NA,0.02,NA,10.92,NA,2567637,NFL,15789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,3.74,47.28,NA,NA,0.36,NA,0.87,NA,0.01,NA,10.78,NA,2543498,NFL,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,3.62,52.6,NA,NA,0.31,NA,0.12,NA,NA,NA,10.75,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,4.09,44.91,NA,NA,0.33,NA,0.95,NA,NA,NA,10.66,NA,2555466,NFL,12650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,LAC,NA,NA,3.81,52.22,NA,NA,0.26,NA,0.27,NA,NA,NA,10.62,NA,2566502,NFL,15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,3.69,49.96,NA,NA,0.28,NA,0.38,NA,NA,NA,10.4,NA,2564574,NFL,14977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,NA,3.83,45.26,NA,NA,0.28,NA,1.96,NA,0.01,NA,10.29,NA,2558066,NFL,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LA,NA,NA,2.91,40.26,NA,NA,0.33,NA,6.78,NA,0.07,NA,10.01,NA,2566196,NFL,15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.71,41.25,NA,NA,0.36,NA,0.08,NA,NA,NA,10,NA,2567586,NFL,15779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,NA,3.48,45.38,NA,NA,0.3,NA,0.1,NA,NA,NA,9.83,NA,2568321,NFL,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,3.16,45.28,NA,NA,0.31,NA,1.44,NA,0.01,NA,9.75,NA,2560787,NFL,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,NA,3.11,38.22,NA,NA,0.16,NA,4.45,NA,0.07,NA,8.76,NA,2566385,NFL,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,3.17,31.95,NA,NA,0.11,NA,12.77,NA,0.08,0.01,8.76,NA,2566433,NFL,15283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham Jr.,WR,BAL,NA,NA,2.99,42.33,NA,NA,0.24,NA,0.2,NA,NA,NA,8.68,NA,2543496,NFL,11679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.65,43.87,NA,NA,0.24,NA,0.26,NA,NA,NA,8.56,NA,2562736,NFL,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Rashid Shaheed,WR,NO,NA,NA,2.13,37.59,NA,NA,0.35,NA,2.77,NA,0.02,NA,8.45,NA,2569110,NFL,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Khalil Shakir,WR,BUF,NA,NA,3.06,38.54,NA,NA,0.22,NA,0.18,NA,NA,NA,8.31,NA,2567334,NFL,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Michael Wilson,WR,ARI,NA,NA,2.71,40.48,NA,NA,0.25,NA,0.23,NA,NA,NA,8.28,NA,2570224,NFL,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,2.91,39.9,NA,NA,0.21,NA,0.22,NA,NA,NA,8.18,NA,2569597,NFL,16197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
