player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,rec,rec_yds,rec_tds,two_pts
Geno Smith,QB,SEA,NA,33.86,22.32,243.87,NA,1.37,0.78,NA,3.23,14.68,NA,0.12,NA,15.63,NA,geno-smith-1,NumberFire,11150,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,23.16,#21,19,16,16.4,6800,2.41,16.57,5700,2.91,16.4,24,0.68,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,32.38,20.4,226.59,NA,1.38,0.57,NA,2.85,13.01,NA,0.13,NA,15.24,NA,c-j-stroud,NumberFire,16150,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,22.75,#9,20,17,15.83,6900,2.29,16.01,6000,2.67,15.83,28,0.57,NA,NA,NA,NA
Jared Goff,QB,DET,NA,33.15,21.71,238.46,NA,1.45,0.63,NA,2.28,8.16,NA,0.09,NA,15.11,NA,jared-goff,NumberFire,12611,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61,22.61,#8,21,18,15.74,7800,2.02,15.95,6400,2.49,15.74,26,0.61,NA,NA,NA,NA
Gardner Minshew,QB,IND,NA,30.23,19.68,216.15,NA,1.11,0.62,NA,4.99,21.12,NA,0.17,NA,14.4,NA,gardner-minshew,NumberFire,14067,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94,21.86,#4,24,19,14.98,6500,2.3,15.33,5000,3.07,14.98,23,0.65,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,32.84,20.68,228.43,NA,1.23,0.9,NA,3.84,16.65,NA,0.16,NA,14.38,NA,baker-mayfield,NumberFire,13590,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93,21.83,#12,25,20,15.32,7100,2.16,15.6,5400,2.89,15.32,26,0.59,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,30.17,19.88,231.56,NA,1.24,0.62,NA,2.47,9.05,NA,0.11,NA,14.34,NA,brock-purdy,NumberFire,15698,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.89,21.79,#1,26,21,14.93,7200,2.07,15.09,5600,2.69,14.93,26,0.57,NA,NA,NA,NA
Derek Carr,QB,NO,NA,33.12,21.06,230.95,NA,1.26,0.65,NA,1.95,7.13,NA,0.07,NA,13.82,NA,derek-carr,NumberFire,11644,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,21.24,#25,32,22,14.44,6600,2.19,14.65,5300,2.76,14.44,21,0.69,NA,NA,NA,NA
Joshua Dobbs,QB,ARI,NA,33.22,21.32,213.07,NA,1.09,0.8,NA,4.09,16.88,NA,0.21,NA,13.76,NA,joshua-dobbs,NumberFire,13119,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.35,21.17,#16,33,23,14.59,6700,2.18,14.86,5200,2.86,14.59,24,0.61,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,28.21,17.86,194.1,NA,1.24,0.58,NA,3.2,13.08,NA,0.15,NA,13.48,NA,desmond-ridder,NumberFire,15697,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,20.87,#23,34,24,14.01,6800,2.06,14.22,5000,2.84,14.01,22,0.64,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,31.04,20.15,227.18,NA,1.05,0.74,NA,2.69,11.64,NA,0.13,NA,13.45,NA,ryan-tannehill,NumberFire,10697,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.06,20.84,#2,35,25,14.19,6600,2.15,14.38,4900,2.93,14.19,20,0.71,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,31.71,19.83,207.06,NA,0.78,0.62,NA,5.64,26.47,NA,0.16,NA,13.41,NA,tyrod-taylor,NumberFire,10413,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02,20.8,#3,36,26,14.03,6500,2.16,14.25,5100,2.79,14.03,20,0.7,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,34.23,22.56,227.19,NA,1.06,0.75,NA,2.42,10.45,NA,0.08,NA,13.1,NA,bryce-young,NumberFire,16148,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.74,20.46,#28,38,27,13.82,6600,2.09,14.01,5100,2.75,13.82,22,0.63,NA,NA,NA,NA
Mac Jones,QB,NE,NA,31.47,20.72,214.65,NA,1.11,0.75,NA,2.59,10.08,NA,0.1,NA,12.94,NA,mac-jones,NumberFire,15241,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.59,20.29,#24,40,28,13.66,6400,2.13,13.81,5000,2.76,13.66,21,0.65,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,30.7,18.3,199.86,NA,0.98,0.74,NA,2.69,11.98,NA,0.12,NA,12.13,NA,zach-wilson,NumberFire,15239,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,19.42,#26,47,29,12.85,6500,1.98,13.01,4900,2.66,12.85,21,0.61,NA,NA,NA,NA
P.J. Walker,QB,CLE,NA,30.67,18.67,195.06,NA,0.53,0.82,NA,5.92,23.17,NA,0.17,NA,11.04,NA,p-j-walker,NumberFire,13416,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,18.24,#6,55,30,11.88,NA,NA,12.2,NA,NA,11.88,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,NA,NA,324.29,NA,2.12,0.83,NA,NA,26.61,NA,0.2,0.05,23.87,NA,2558125,NFL,13116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Josh Allen,QB,BUF,NA,NA,NA,277.62,NA,1.96,0.7,NA,NA,26.3,NA,0.37,0.1,22.51,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Lamar Jackson,QB,BAL,NA,NA,NA,225.04,NA,1.27,0.72,NA,NA,53.74,NA,0.33,0.11,19.96,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Matthew Stafford,QB,LA,NA,NA,NA,298.84,NA,1.94,0.6,NA,NA,7.05,NA,0.1,0.07,19.86,NA,79860,NFL,9431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Jalen Hurts,QB,PHI,NA,NA,NA,224.56,NA,1.27,0.79,NA,NA,47.18,NA,0.4,0.06,19.74,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Justin Herbert,QB,LAC,NA,NA,NA,268.94,NA,1.82,0.89,NA,NA,19.51,NA,0.2,0.04,19.65,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Joe Burrow,QB,CIN,NA,NA,NA,276.12,NA,1.91,0.92,NA,NA,15.79,NA,0.14,0.03,19.52,NA,2563722,NFL,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Trevor Lawrence,QB,JAX,NA,NA,NA,265.82,NA,1.66,0.83,NA,NA,27.12,NA,0.19,0.18,19.42,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
Justin Fields,QB,CHI,NA,NA,NA,201.58,NA,1.39,0.68,NA,NA,49.85,NA,0.32,0.03,19.25,NA,2565920,NFL,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Dak Prescott,QB,DAL,NA,NA,NA,272.71,NA,1.95,0.91,NA,NA,13.27,NA,0.15,0.1,19.18,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Jared Goff,QB,DET,NA,NA,NA,290.56,NA,1.9,0.75,NA,NA,7.14,NA,0.1,0.1,19.1,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Kirk Cousins,QB,MIN,NA,NA,NA,293.63,NA,1.95,0.76,NA,NA,3.06,NA,0.06,0.05,18.85,NA,2532820,NFL,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Tua Tagovailoa,QB,MIA,NA,NA,NA,289.82,NA,1.85,0.99,NA,NA,10.22,NA,0.09,0.08,18.53,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Jimmy Garoppolo,QB,LV,NA,NA,NA,276.11,NA,1.77,0.82,NA,NA,11.91,NA,0.1,0.1,18.2,NA,2543801,NFL,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Geno Smith,QB,SEA,NA,NA,NA,256.58,NA,1.62,0.76,NA,NA,16.69,NA,0.11,0.09,17.43,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Russell Wilson,QB,DEN,NA,NA,NA,239.48,NA,1.46,0.53,NA,NA,16.58,NA,0.15,0.02,16.94,NA,2532975,NFL,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Baker Mayfield,QB,TB,NA,NA,NA,234.28,NA,1.48,0.72,NA,NA,21.04,NA,0.13,0.09,16.74,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Joshua Dobbs,QB,ARI,NA,NA,NA,229.65,NA,1.19,0.72,NA,NA,24.96,NA,0.21,0.09,16.24,NA,2558167,NFL,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
C.J. Stroud,QB,HOU,NA,NA,NA,251.11,NA,1.44,0.84,NA,NA,13.83,NA,0.1,0.09,16.03,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Sam Howell,QB,WAS,NA,NA,NA,236.11,NA,1.28,0.78,NA,NA,19.06,NA,0.14,0.05,15.81,NA,2568333,NFL,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Brock Purdy,QB,SF,NA,NA,NA,228.82,NA,1.46,0.79,NA,NA,10.61,NA,0.13,0.05,15.29,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Gardner Minshew,QB,IND,NA,NA,NA,246.34,NA,1.48,0.87,NA,NA,5.12,NA,0.07,0.06,15.13,NA,2562796,NFL,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14
Desmond Ridder,QB,ATL,NA,NA,NA,209.4,NA,1.16,0.62,NA,NA,20.48,NA,0.16,0.08,14.76,NA,2567256,NFL,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Mac Jones,QB,NE,NA,NA,NA,227.22,NA,1.21,0.71,NA,NA,12.05,NA,0.11,0.08,14.47,NA,2566334,NFL,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
Bryce Young,QB,CAR,NA,NA,NA,232.31,NA,1.31,0.98,NA,NA,8.97,NA,0.09,0.08,14.01,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Zach Wilson,QB,NYJ,NA,NA,NA,210.04,NA,1.12,0.85,NA,NA,16.59,NA,0.15,0.06,13.84,NA,2566391,NFL,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
Ryan Tannehill,QB,TEN,NA,NA,NA,220.12,NA,1.17,0.7,NA,NA,9.47,NA,0.09,0.05,13.59,NA,2532956,NFL,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Derek Carr,QB,NO,NA,NA,NA,227.33,NA,1.15,0.69,NA,NA,6.44,NA,0.08,0.04,13.42,NA,2543499,NFL,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tyrod Taylor,QB,NYG,NA,NA,NA,183.39,NA,1,0.82,NA,NA,23,NA,0.18,0.02,13.1,NA,2495240,NFL,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
PJ Walker,QB,CLE,NA,NA,NA,187.01,NA,1,1.04,NA,NA,7.97,NA,0.08,0.05,10.74,NA,2558904,NFL,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Bailey Zappe,QB,NE,NA,NA,NA,24.78,NA,0.09,0.05,NA,NA,NA,NA,0.01,0.01,1.29,NA,2567961,NFL,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaren Hall,QB,MIN,NA,NA,NA,22.29,NA,0.1,0.1,NA,NA,0.68,NA,0.02,0.01,1.26,NA,2570083,NFL,16154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,NA,NA,27.15,NA,0.1,0.19,NA,NA,0.24,NA,0.02,0.01,1.23,NA,2570578,NFL,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Cunningham,QB,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,1.03,NA,2571222,NFL,16157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,4.94,0.03,NA
Jameis Winston,QB,NO,NA,NA,NA,21.83,NA,0.07,0.15,NA,NA,NA,NA,0.01,NA,0.91,NA,2552033,NFL,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,NA,NA,14.78,NA,0.07,0.06,NA,NA,0.28,NA,0.02,0.01,0.88,NA,2563560,NFL,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,NA,NA,16.5,NA,0.08,0.14,NA,NA,NA,NA,0.01,0.01,0.8,NA,2566571,NFL,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Teddy Bridgewater,QB,DET,NA,NA,NA,16.04,NA,0.05,0.06,NA,NA,NA,NA,NA,NA,0.76,NA,2543465,NFL,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Jacoby Brissett,QB,WAS,NA,NA,NA,14.88,NA,0.04,0.05,NA,NA,0.1,NA,0.01,0.01,0.73,NA,2555261,NFL,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
C.J. Beathard,QB,JAX,NA,NA,NA,13.63,NA,0.04,0.05,NA,NA,0.03,NA,0.01,NA,0.71,NA,2557922,NFL,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Jake Browning,QB,CIN,NA,NA,NA,14.93,NA,0.05,0.1,NA,NA,0.02,NA,0.02,0.01,0.7,NA,2562634,NFL,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorian Thompson-Robinson,QB,CLE,NA,NA,NA,27.07,NA,0.04,0.34,NA,NA,0.19,NA,0.02,0.01,0.68,NA,2569672,NFL,16158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
