player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
"Westbrook-Ikhine, Nick",WR,TEN,NA,3.6,1.9,24,NA,NA,0.2,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,15109,IND,0.4,0.1,0.1,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,2.8,1.9,25,NA,NA,0.2,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,13652,@WAS,0.2,0.1,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,4.9,2.6,29,NA,NA,0.1,NA,1,NA,0,0,3.5,NA,NA,FantasySharks,11228,DEN,0.9,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,KCC,NA,3,2.1,19,NA,NA,0.2,NA,2,NA,0,0,3.5,NA,NA,FantasySharks,15289,@GBP,0.4,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,4.3,2,29,NA,NA,0,NA,2,NA,0,0,3.3,NA,NA,FantasySharks,15752,IND,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,4.3,2.5,27,NA,NA,0.1,NA,1,NA,0,0,3.2,NA,NA,FantasySharks,15308,@TBB,0.5,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,3.1,1.7,23,NA,NA,0.1,NA,0,NA,0,0.1,3.1,NA,NA,FantasySharks,13793,@GBP,0.3,0.1,0,0,0,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnston, Quentin",WR,LAC,NA,4.8,2.6,25,NA,NA,0.1,NA,0,NA,0,0,3,NA,NA,FantasySharks,16188,@NEP,0.9,0.1,0,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,4.4,2.5,23,NA,NA,0.1,NA,1,NA,0,0,3,NA,NA,FantasySharks,16199,CAR,0.3,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wicks, Dontayvion",WR,GBP,NA,3.1,1.8,28,NA,NA,0.1,NA,0.1,NA,0,0.1,2.9,NA,NA,FantasySharks,16195,KCC,0.3,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,ATL,NA,3.2,1.9,25,NA,NA,0,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,13289,@NYJ,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,3.3,1.9,22,NA,NA,0.1,NA,1,NA,0,0,2.8,NA,NA,FantasySharks,15766,@GBP,0.5,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,3.8,2.1,21,NA,NA,0.1,NA,3,NA,0,0,2.8,NA,NA,FantasySharks,14108,@PIT,0.4,0.1,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,PHI,NA,3,1.4,17,NA,NA,0.2,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,14592,SFO,0.3,0,0,0.1,0.1,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,CAR,NA,5.7,2.6,26,NA,NA,0,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,16197,@TBB,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,NYJ,NA,3.4,1.7,23,NA,NA,0.1,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,13632,ATL,0.4,0,0.1,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.5,2,25,NA,NA,0,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,14860,@PHI,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,2.1,1.3,25,NA,NA,0,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,13963,@NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,2.6,1.8,22,NA,NA,0,NA,2,NA,0,0,2.6,NA,NA,FantasySharks,13066,@NOS,0.4,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,4,2.1,25,NA,NA,0,NA,0.1,NA,0,0,2.5,NA,NA,FantasySharks,15768,@TEN,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,2.7,1.9,21,NA,NA,0.1,NA,1,NA,0,0,2.5,NA,NA,FantasySharks,13638,@WAS,0.2,0,0.1,0,0,0,0,24,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,2.3,1.4,21,NA,NA,0.1,NA,1,NA,0,0,2.5,NA,NA,FantasySharks,16189,@HOU,0.2,0,0,0,0,0,0,16,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turpin, KaVontae",WR,DAL,NA,1.2,0.8,7,NA,NA,0.2,NA,3,NA,0.1,0,2.5,NA,NA,FantasySharks,15981,SEA,0.5,0.1,0,0,0.1,0,0,22,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irwin, Trenton",WR,CIN,NA,2.4,1.3,17,NA,NA,0.1,NA,1,NA,0,0,2.4,NA,NA,FantasySharks,14551,@JAC,0.6,0.1,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,TEN,NA,2.2,1.1,21,NA,NA,0,NA,0,NA,0,0,2.4,NA,NA,FantasySharks,12773,IND,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Brandon",WR,DEN,NA,1.7,0.9,10,NA,NA,0.2,NA,-0.1,NA,0,0,2.2,NA,NA,FantasySharks,15987,@HOU,0.3,0.1,0.1,0,0,0,0.1,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,2.7,1.3,19,NA,NA,0.1,NA,0,NA,0,0.1,2.1,NA,NA,FantasySharks,13776,@GBP,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,2.1,1,15,NA,NA,0.1,NA,0,NA,0,0,2.1,NA,NA,FantasySharks,15292,MIA,0.1,0,0,0,0.1,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirkwood, Keith",WR,NOS,NA,3.6,2.1,19,NA,NA,0,NA,0,NA,0,0,2,NA,NA,FantasySharks,13882,DET,0.4,0,0,0,0,0,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,ATL,NA,1.1,0.8,8,NA,NA,0.2,NA,0,NA,0,0,2,NA,NA,FantasySharks,14280,@NYJ,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,2.7,1.3,15,NA,NA,0.1,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,15788,SEA,0.3,0.1,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philips, Kyle",WR,TEN,NA,2.2,1.4,19,NA,NA,0,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,15901,IND,0.3,0,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,LAR,NA,2.3,1.2,11,NA,NA,0.1,NA,1,NA,0,0,1.8,NA,NA,FantasySharks,15491,CLE,0.3,0,0,0.1,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,1.6,1.1,14,NA,NA,0.1,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,13862,@WAS,0.1,0.1,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,PIT,NA,3.2,2,16,NA,NA,0,NA,1,NA,0,0,1.7,NA,NA,FantasySharks,11678,ARI,0.4,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,DET,NA,2.6,1.1,15,NA,NA,0.1,NA,0,NA,0,0.1,1.7,NA,NA,FantasySharks,14857,@NOS,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,ATL,NA,2.8,1.3,15,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,14858,@NYJ,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.5,0.9,9,NA,NA,0,NA,1,NA,0.1,0,1.6,NA,NA,FantasySharks,16393,@DAL,0.1,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,IND,NA,2.1,1.3,12,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,13313,@TEN,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,LAR,NA,2,1.4,13,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,12785,CLE,0.3,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thornton, Tyquan",WR,NEP,NA,2.7,1.3,12,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,15787,LAC,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,WAS,NA,1.7,1.1,12,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,13863,MIA,0,0,0,0,0,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,MIA,NA,2.3,0.9,10,NA,NA,0,NA,1,NA,0,0,1.3,NA,NA,FantasySharks,14841,@WAS,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,1.5,0.7,10,NA,NA,0,NA,2,NA,0,0,1.2,NA,NA,FantasySharks,16416,ATL,0.1,0,0,0,0,0,0,18,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,NYJ,NA,2.9,1.1,10,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,10308,ATL,0.7,0,0,0,0,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,2.8,1.6,10,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,14992,SFO,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompkins, Deven",WR,TBB,NA,2.4,1.3,8,NA,NA,0,NA,3,NA,0,0.1,1.2,NA,NA,FantasySharks,15977,CAR,0.4,0,0,0,0,0,0,23,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillman, Cedric",WR,CLE,NA,2.4,1.2,10,NA,NA,0,NA,2,NA,0,0,1.2,NA,NA,FantasySharks,16191,@LAR,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Julio",WR,PHI,NA,1.9,1.2,7,NA,NA,0.1,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,10271,SFO,0.3,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,SFO,NA,0.9,0.6,8,NA,NA,0,NA,2,NA,0,0,1.1,NA,NA,FantasySharks,13641,@PHI,0,0,0,0,0,0,0,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,1.7,1.4,6,NA,NA,0,NA,4,NA,0,0,1,NA,NA,FantasySharks,16299,@NEP,0.2,0,0,0,0,0,0,17,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ross, Justyn",WR,KCC,NA,1.6,0.9,9,NA,NA,0,NA,0,NA,0,0.1,1,NA,NA,FantasySharks,15763,@GBP,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,1.4,0.7,7,NA,NA,0.1,NA,0.1,NA,0,0,1,NA,NA,FantasySharks,16203,@JAC,0.2,0.1,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,0.9,0.7,8,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,15759,DEN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin III, Calvin",WR,PIT,NA,1.7,0.9,6,NA,NA,0,NA,2,NA,0,0,0.8,NA,NA,FantasySharks,15777,ARI,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toure, Samori",WR,GBP,NA,1.2,0.4,6,NA,NA,0,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,15841,KCC,0.3,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,1.9,0.8,6,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,15758,@LAR,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorsett, Phillip",WR,DEN,NA,1.5,0.6,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,12188,@HOU,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guyton, Jalen",WR,LAC,NA,2.5,1.3,6,NA,NA,0,NA,1,NA,0,0,0.7,NA,NA,FantasySharks,14337,@NEP,0.3,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,0.8,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,12184,MIA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ezukanma, Erik",WR,MIA,NA,0.8,0.2,3,NA,NA,0,NA,3,NA,0,0,0.6,NA,NA,FantasySharks,15780,@WAS,0.1,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reagor, Jalen",WR,NEP,NA,1.3,0.5,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14839,LAC,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,1.6,0.9,7,NA,NA,0,NA,0.1,NA,0,0.1,0.6,NA,NA,FantasySharks,16005,CIN,0.3,0,0,0,0,0,0,16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milne, Dax",WR,WAS,NA,0.8,0.3,4,NA,NA,0,NA,0.1,NA,0,0,0.4,NA,NA,FantasySharks,15326,MIA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,0.4,0.1,1,NA,NA,0,NA,3,NA,0,0,0.4,NA,NA,FantasySharks,16201,DEN,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boykin, Miles",WR,PIT,NA,0.8,0.5,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,14125,ARI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Danny",WR,SFO,NA,0.6,0.1,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,15782,@PHI,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baccellia, Andre",WR,ARI,NA,1.2,0.5,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16037,@PIT,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Michael",WR,CLE,NA,0.6,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15792,@LAR,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schnell, Spencer",WR,TBB,NA,0.8,0.2,1,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,14589,CAR,0.1,0,0,0,0,0,0,12,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.3,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16413,KCC,0.2,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ali, Josh",WR,ATL,NA,0.6,0.1,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16141,@NYJ,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trammell, Austin",WR,LAR,NA,0.4,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16120,CLE,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charles, Irvin",WR,NYJ,NA,1,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15984,ATL,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bowden, Lynn",WR,NOS,NA,0.2,0,0,NA,NA,0,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,14843,DET,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,7,101,NA,NA,0.8,0,0,NA,0,NA,14.9,NA,15607,FFToday,12801,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,7,88,NA,NA,0.5,0,0,NA,0,NA,11.8,NA,13003,FFToday,11222,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,6,88,NA,NA,0.5,0,0,NA,0,NA,11.8,NA,16527,FFToday,14104,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6,83,NA,NA,0.5,0,0,NA,0,NA,11.3,NA,17141,FFToday,14832,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,7,85,NA,NA,0.4,0,0,NA,0,NA,10.9,NA,17712,FFToday,15287,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,5,68,NA,NA,0.6,0,0,NA,0,NA,10.4,NA,14172,FFToday,11671,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,NA,5,70,NA,NA,0.4,2,7,NA,0,NA,10.1,NA,18502,FFToday,16204,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,NA,5,62,NA,NA,0.3,3,15,NA,0.1,NA,10.1,NA,16688,FFToday,14136,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,5,73,NA,NA,0.4,0,0,NA,0,NA,9.7,NA,17002,FFToday,14840,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,7,73,NA,NA,0.3,0,0,NA,0,NA,9.1,NA,16136,FFToday,13633,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5,73,NA,NA,0.3,0,0,NA,0,NA,9.1,NA,18169,FFToday,15754,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,6,72,NA,NA,0.3,0,0,NA,0,NA,9,NA,17183,FFToday,14842,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,5,64,NA,NA,0.4,0,0,NA,0,NA,8.8,NA,16144,FFToday,13630,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5,70,NA,NA,0.3,0,0,NA,0,NA,8.8,NA,17740,FFToday,15284,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,5,67,NA,NA,0.3,0,0,NA,0,NA,8.5,NA,17708,FFToday,15282,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,5,66,NA,NA,0.3,0,0,NA,0,NA,8.4,NA,17540,FFToday,15290,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,5,65,NA,NA,0.3,0,0,NA,0,NA,8.3,NA,15143,FFToday,12175,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
