player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,two_pts
"Walker, P.J.",QB,CLE,NA,6,2.7,32,NA,0,0.2,NA,0.6,1,NA,0,0.2,1.2,NA,NA,FantasySharks,13416,@LAR,0,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,DEN,NA,1.7,1,10,NA,0.1,0.1,NA,0.2,1,NA,0,0,1,NA,NA,FantasySharks,14063,@HOU,0.1,0,0,0,0,0,0.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,2.7,1,16,NA,0,0.2,NA,0.3,2,NA,0,0,0.9,NA,NA,FantasySharks,14057,@DAL,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,DET,NA,1.7,1,14,NA,0.1,0.1,NA,1.2,-0.2,NA,0,0,0.9,NA,NA,FantasySharks,11640,@NOS,0.1,0,0,0,0,0,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clifford, Sean",QB,GBP,NA,1,0.7,9,NA,0.1,0,NA,0.5,-0.1,NA,0,0,0.7,NA,NA,FantasySharks,16313,KCC,0,0,0,0,0,0.1,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willis, Malik",QB,TEN,NA,1.3,0.7,8,NA,0,0.1,NA,0.7,4,NA,0,0,0.7,NA,NA,FantasySharks,15694,IND,0,0,0,0,0,0,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,3.1,2.1,17,NA,0,0.1,NA,1.6,-0.7,NA,0,0,0.7,NA,NA,FantasySharks,13124,SEA,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,WAS,NA,0.6,0.4,5,NA,0,0,NA,0.1,0,NA,0,0,0.5,NA,NA,FantasySharks,12616,MIA,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bennett, Stetson",QB,LAR,NA,1.9,1,7,NA,0,0,NA,0.3,0,NA,0,0,0.4,NA,NA,FantasySharks,16153,CLE,0,0,0,0,0,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,SFO,NA,1.1,0.6,6,NA,0,0,NA,1.1,-0.8,NA,0,0,0.3,NA,NA,FantasySharks,13592,@PHI,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stick, Easton",QB,LAC,NA,0.3,0.1,1,NA,0,0,NA,0,0,NA,0,0,0.2,NA,NA,FantasySharks,14069,@NEP,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wolford, John",QB,TBB,NA,0.4,0.2,2,NA,0,0,NA,0.1,1,NA,0,0,0.1,NA,NA,FantasySharks,15035,CAR,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,1.7,1.1,5,NA,0,0.1,NA,0.8,-0.6,NA,0,0,0.1,NA,NA,FantasySharks,13125,CIN,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Driskel, Jeff",QB,ARI,NA,0.2,0.1,1,NA,0,0,NA,0.2,1,NA,0,0,0.1,NA,NA,FantasySharks,12623,@PIT,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Brandon",QB,SFO,NA,0.7,0.4,3,NA,0,0,NA,0.8,-0.5,NA,0,0,0.1,NA,NA,FantasySharks,12621,@PHI,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,29,19,232,NA,1.4,1,NA,8,36,NA,0.9,NA,26.2,NA,17116,FFToday,14783,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,37,24,262,NA,1.8,1,NA,5,27,NA,0.1,NA,23.6,NA,15946,FFToday,13116,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,35,24,286,NA,2.1,1,NA,2,5,NA,0,NA,23.2,NA,17221,FFToday,14778,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35,23,273,NA,1.8,0,NA,3,11,NA,0,NA,22,NA,15681,FFToday,12620,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,37,24,273,NA,1.4,1,NA,5,19,NA,0.1,NA,21.8,NA,18104,FFToday,15693,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31,22,267,NA,1.6,0,NA,3,12,NA,0.1,NA,21.6,NA,18184,FFToday,15698,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,26,17,214,NA,1.1,1,NA,7,33,NA,0.5,NA,21.4,NA,16663,FFToday,14056,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,36,23,271,NA,1.4,0,NA,3,12,NA,0.1,NA,21,NA,18666,FFToday,16150,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,38,24,260,NA,1.3,1,NA,4,20,NA,0.1,NA,20.8,NA,17624,FFToday,15237,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,34,23,255,NA,1.3,1,NA,6,21,NA,0.1,NA,20.7,NA,17102,FFToday,14779,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,31,20,215,NA,1.4,1,NA,5,24,NA,0.1,NA,19.4,NA,12349,FFToday,10703,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,34,21,236,NA,1.2,1,NA,5,17,NA,0.1,NA,18.9,NA,17146,FFToday,14782,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,36,23,256,NA,1.4,1,NA,1,3,NA,0,NA,18.7,NA,15589,FFToday,12611,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,30,19,221,NA,1.3,1,NA,3,11,NA,0,NA,17.4,NA,16116,FFToday,13590,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,32,21,237,NA,1.2,1,NA,1,5,NA,0,NA,17.2,NA,14145,FFToday,11644,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,30,21,231,NA,1.2,1,NA,1,6,NA,0,NA,17,NA,11001,FFToday,9431,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,28,17,181,NA,1,1,NA,8,25,NA,0.2,NA,16.8,NA,18188,FFToday,15697,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,25,16,221,NA,1.1,1,NA,3,11,NA,0,NA,16.6,NA,18721,FFToday,14358,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,IND,NA,32,21,227,NA,1.1,1,NA,2,4,NA,0,NA,16.2,NA,16656,FFToday,14067,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,35,21,235,NA,1,1,NA,1,3,NA,0,NA,16.1,NA,2913,FFToday,9064,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,28,19,220,NA,1.1,1,NA,1,6,NA,0,NA,16,NA,13362,FFToday,11150,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,31,20,208,NA,1,1,NA,4,13,NA,0,NA,15.7,NA,18704,FFToday,16148,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,29,19,208,NA,1,0,NA,1,6,NA,0,NA,15,NA,18180,FFToday,15692,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,29,16,191,NA,1,1,NA,2,5,NA,0,NA,14.1,NA,18576,FFToday,16149,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,25,16,177,NA,1,1,NA,2,8,NA,0,NA,13.7,NA,18261,FFToday,15696,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Boyle,QB,NYJ,NA,30,17,188,NA,0.8,1,NA,1,5,NA,0,NA,13.1,NA,16435,FFToday,13873,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35.6,24.1,280.7,NA,2,0.6,111.6,3.3,13.7,NA,0.1,NA,24.79,NA,12159,FleaFlicker,12620,SEAW 41-35,NA,NA,NA,NA,NA,NA,NA,NA,7,24.79,QB5,24/35,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,35.1,22.5,281.2,NA,2,0.5,107,2.8,12.8,NA,0.2,NA,23.1,NA,17589,FleaFlicker,16150,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,QB6,22/35,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,37.3,24.7,263.5,NA,2,0.8,103.8,5,26.4,NA,0.1,NA,23.03,NA,12894,FleaFlicker,13116,@GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB3,24/37,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,33.9,22.7,258.2,NA,2,0.8,110.4,5.7,21,NA,0.2,NA,22.57,NA,15516,FleaFlicker,14779,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,QB8,22/33,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31.6,21.8,271.5,NA,2,0.6,116.5,3.1,13.2,NA,0.1,NA,22.47,NA,17045,FleaFlicker,15698,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,QB10,21/31,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,35.7,23.4,259.7,NA,2,0.8,106.7,1.8,5.9,NA,0.1,NA,22.41,NA,12102,FleaFlicker,12611,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,QB11,23/35,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,32,21.2,238.3,NA,1,0.8,98.2,8.8,41,NA,0.7,NA,22.12,NA,15581,FleaFlicker,14783,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB1,21/32,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,34.1,23.4,289.8,NA,2,0.9,113.5,2.2,6.7,NA,0.1,NA,21.44,NA,15533,FleaFlicker,14778,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB7,23/34,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,38,25.2,268.2,NA,1,1,84.1,3.6,15.8,NA,0.1,NA,19.53,NA,16987,FleaFlicker,15693,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB13,25/38,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,30,19.6,225.4,NA,1,0.8,97.2,6.6,32.1,NA,0.3,NA,18.92,NA,14664,FleaFlicker,14056,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB14,19/30,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,35,22.9,255.4,NA,1,0.8,94.3,4.5,21,NA,0.2,NA,18.51,NA,16242,FleaFlicker,15237,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,QB12,22/35,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,30.7,20.4,221.4,NA,1,0.7,99.4,5.1,25.2,NA,0.2,NA,16.96,NA,8598,FleaFlicker,10703,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,QB17,20/30,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,30.9,19.6,220.7,NA,1,0.8,96.5,1.2,4.5,NA,0,NA,16.2,NA,6038,FleaFlicker,9431,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB19,19/30,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,33.7,20.6,233.6,NA,1,0.9,92.1,4,16.4,NA,0.1,NA,16.06,NA,15522,FleaFlicker,14782,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,QB15,20/33,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,IND,NA,32.6,21.1,232,NA,1,0.8,97.3,2.9,9.1,NA,0.1,NA,15.59,NA,14860,FleaFlicker,14067,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB21,21/32,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,29.1,18.5,204.8,NA,1,0.5,94.6,2.9,13.3,NA,0.1,NA,15.47,NA,16811,FleaFlicker,15692,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,QB24,18/29,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,34,22.4,246.9,NA,1,0.8,98.8,1.6,5.8,NA,0.1,NA,15.45,NA,10315,FleaFlicker,11644,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB22,22/33,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,31,19.7,234.9,NA,1,1,81.9,3.6,15,NA,0.1,NA,15.44,NA,14906,FleaFlicker,14358,@JACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,QB28,19/31,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,31.1,20.1,225.2,NA,1,0.8,96.8,3.8,13.8,NA,0.1,NA,15.42,NA,13758,FleaFlicker,13590,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,QB20,20/31,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33.7,22,238.6,NA,1,0.9,97.8,2.3,10.4,NA,0.1,NA,15.37,NA,9372,FleaFlicker,11150,@DALL 35-41,NA,NA,NA,NA,NA,NA,NA,NA,5,15.37,QB16,22/33,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,26.9,17.1,187.4,NA,1,0.8,99.4,5.6,21.1,NA,0.2,NA,14.78,NA,16880,FleaFlicker,15697,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB25,17/26,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,32.3,20.4,215.9,NA,1,0.8,92.6,3.2,13.1,NA,0.1,NA,14.72,NA,17602,FleaFlicker,16148,@TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,QB26,20/32,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,30.3,18.4,209.9,NA,1,0.7,92.2,2.9,11.6,NA,0.1,NA,14.68,NA,17623,FleaFlicker,16149,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,QB23,18/30,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CLE,NA,34.1,20.2,221.4,NA,1,0.7,88,2.1,5.8,NA,0.1,NA,14.33,NA,5336,FleaFlicker,9064,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,20/34,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,26.9,17.5,201.4,NA,1,0.9,101.6,2.5,9.4,NA,0.1,NA,13.61,NA,16908,FleaFlicker,15696,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB35,17/26,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Boyle,QB,NYJ,NA,29.8,17.8,189.4,NA,1,1.1,75.2,2.1,9.1,NA,0.1,NA,12.52,NA,14311,FleaFlicker,13873,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,QB36,17/29,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,0,0,14.4,NA,0,0.1,0,0,0.6,NA,0,NA,0.92,NA,13143,FleaFlicker,13124,SEAW 41-35,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,0,0,10.7,NA,0.1,0.1,0,0,0,NA,0,NA,0.73,NA,12893,FleaFlicker,13115,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0/0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,0,0,14,NA,0.1,0.1,0,0,0,NA,0,NA,0.72,NA,11183,FleaFlicker,12140,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB37,0/0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Cunningham,QB,NE,NA,0,0,10.8,NA,0,0.1,0,0,0.1,NA,0,NA,0.67,NA,17799,FleaFlicker,16157,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0/0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ McCarron,QB,CIN,NA,0,0,10.2,NA,0.1,0,0,0,0,NA,0,NA,0.63,NA,10458,FleaFlicker,11643,@JACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0/0,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,0,0,9.6,NA,0.1,0.1,0,0,0,NA,0,NA,0.54,NA,8514,FleaFlicker,10697,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0/0,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Walker,QB,CLE,NA,0,0,8.9,NA,0,0.1,0,0,0,NA,0,NA,0.46,NA,13341,FleaFlicker,13416,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,QB34,0/0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,NYJ,NA,0,0,7.9,NA,0,0,0,0,0,NA,0,NA,0.44,NA,11294,FleaFlicker,12381,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0/0,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,QB,IND,NA,0,0,6.8,NA,0,0,0,0,0,NA,0,NA,0.44,NA,16404,FleaFlicker,15250,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0/0,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,0,0,6.4,NA,0,0,0,0,0,NA,0,NA,0.42,NA,13770,FleaFlicker,13592,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0/0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,0,0,7.9,NA,0,0.1,0,0,0,NA,0,NA,0.42,NA,16235,FleaFlicker,15241,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB31,0/0,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,ATL,NA,0,0,7.1,NA,0,0,0,0,0,NA,0,NA,0.4,NA,11615,FleaFlicker,12476,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB32,0/0,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,QB,GB,NA,0,0,4.4,NA,0,0,0,0,0,NA,0,NA,0.32,NA,17789,FleaFlicker,16313,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,0,0,4.6,NA,0,0,0,0,0.1,NA,0,NA,0.32,NA,12960,FleaFlicker,13125,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0/0,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35.27,24.1,256.33,NA,2.13,0.69,NA,4.14,18.75,NA,0.27,NA,20.47,NA,dak-prescott,NumberFire,12620,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.67,28.27,#17,1,1,21.16,8500,2.49,21.43,21.16,NA
Tua Tagovailoa,QB,MIA,NA,34.51,23.29,289.11,NA,2.22,0.77,NA,1.68,6.8,NA,0.08,NA,19.76,NA,tua-tagovailoa,NumberFire,14778,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,27.52,#32,2,2,20.55,8400,2.45,20.75,20.55,NA
Jalen Hurts,QB,PHI,NA,33.4,22.46,235.53,NA,1.26,0.71,NA,9.09,40.02,NA,0.5,NA,19.75,NA,jalen-hurts,NumberFire,14783,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.99,27.51,#4,3,3,20.45,9000,2.27,20.66,20.45,NA
Patrick Mahomes,QB,KC,NA,35.26,23.54,245.83,NA,1.79,0.61,NA,5.35,25.95,NA,0.19,NA,19.2,NA,patrick-mahomes,NumberFire,13116,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47,26.93,#16,4,4,19.8,8300,2.39,20.01,19.8,NA
C.J. Stroud,QB,HOU,NA,34.86,22.84,279.67,NA,1.84,0.72,NA,2.86,11.8,NA,0.16,NA,18.97,NA,c-j-stroud,NumberFire,16150,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.25,26.69,#29,5,5,19.69,8000,2.46,19.88,19.69,NA
Russell Wilson,QB,DEN,NA,30.88,21.1,225.05,NA,1.53,0.52,NA,5.04,26.32,NA,0.17,NA,17.32,NA,russell-wilson,NumberFire,10703,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,24.95,#24,6,6,17.85,7400,2.41,18.1,17.85,NA
Trevor Lawrence,QB,JAC,NA,32.3,21.34,244.32,NA,1.37,0.68,NA,5.01,22.14,NA,0.29,NA,17.29,NA,trevor-lawrence,NumberFire,15237,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66,24.92,#26,7,7,17.99,7900,2.28,18.31,17.99,NA
Brock Purdy,QB,SF,NA,32.55,21.59,246.54,NA,1.68,0.71,NA,3.32,14.6,NA,0.13,NA,17.14,NA,brock-purdy,NumberFire,15698,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,24.76,#18,8,8,17.83,7800,2.29,18.02,17.83,NA
