season,week,id,pos,FantasySharks,NumberFire,FantasyPros,FleaFlicker,CBS,FFToday,NFL,FantasySharks_ERROR_LAG_1,NumberFire_ERROR_LAG_1,FantasyPros_ERROR_LAG_1,FleaFlicker_ERROR_LAG_1,CBS_ERROR_LAG_1,FFToday_ERROR_LAG_1,NFL_ERROR_LAG_1,avg_type,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,first_name,last_name,team,position,age,exp
2022,1,15368,K,,,,,,,,,,,,,,,average,9.038283017404904,0.7044569172578835,0.09509242059201739,8.017725790010195,9.694953665091278,0.42705410025796553,0.5227257900101954,0.05552489084934287,91,84,102,4,1,Evan,McPherson,CIN,K,23,-1
2022,1,15369,K,,,,,,,,,,,,,,,average,7.140702075702076,1.0636824968096175,0.07310467892054717,5.734884615384615,8.386178266178266,-1.4705268414448627,-1.7601153846153839,-1.2532505080636689,162,172,147,26,3,Riley,Patterson,JAC,K,23,-1
2022,1,15882,K,,,,,,,,,,,,,,,average,7.343951247165533,0.8353948505218473,0.06361295800371458,6.389099206349206,8.463055555555554,-1.2672776699814055,-1.1059007936507932,-1.176373218686381,151,142,144,23,2,Cade,York,CLE,K,21,-2
2022,1,16002,K,,,,,,,,,,,,,,,average,1.8,0,0.8,1.8,1.8,-6.811228917146939,-5.694999999999999,-7.839428774241935,323,284,315,34,6,James,McCourt,FA,K,25,-2
2022,1,8153,K,,,,,,,,,,,,,,,average,7.945496111184439,0.9592230355080567,0.015149991254985729,6.5283057865380005,8.969590322691031,-0.6657328059624996,-0.9666942134619987,-0.6698384515509037,125,135,122,15,2,Robbie,Gould,SFO,K,40,15
2022,1,8742,K,,,,,,,,,,,,,,,average,7.590238462669018,1.3116033595584944,0.05880017306746321,5.704170524691358,9.009795781893004,-1.0209904544779205,-1.790829475308641,-0.629632992348931,138,174,121,19,2,Mason,Crosby,GBP,K,38,13
2022,1,8851,K,,,,,,,,,,,,,,,average,7.843607597678247,0.6917939359504223,0.08027426434491414,7.130000000000001,8.702443147362038,-0.7676213194686916,-0.36499999999999844,-0.9369856268798973,129,112,133,17,2,Nick,Folk,NEP,K,38,13
2022,1,8930,K,,,,,,,,,,,,,,,average,7.960629502947383,1.0163171338371166,0.01513339176294437,6.554,9.146875530650364,-0.6505994141995552,-0.940999999999999,-0.49255324359157093,124,132,117,14,2,Matt,Prater,ARI,K,38,14
2022,1,9686,K,,,,,,,,,,,,,,,average,8.133425217220646,0.7353038428678325,0.0022154399037894734,7.587536905207942,9.233493193455725,-0.4778036999262927,0.09253690520794322,-0.4059355807862097,118,98,115,11,2,Ryan,Succop,TBB,K,36,11
2022,1,9694,K,,,,,,,,,,,,,,,average,8.131209777316856,0.6480475913442271,0.0502012159733507,7.3139600725952825,8.912841298648921,-0.48001913983008215,-0.18103992740471675,-0.7265874755930142,120,108,125,12,2,Graham,Gano,NYG,K,35,11
2022,1,10262,QB,,,,,,,,,,,,,,,average,0.313,0.004242640687119289,0.024999999999999967,0.3103,0.3157,-17.598085714285716,-16.46522,-18.498939999999997,549,543,551,65,14,Blaine,Gabbert,TBB,QB,33,9
2022,1,10313,QB,,,,,,,,,,,,,,,average,2.1693333333333333,2.3301856864493296,0.16737333333333337,0.8240000000000001,4.4563999999999995,-15.74175238095238,-15.95152,-14.358239999999999,517,527,509,33,12,Andy,Dalton,NOS,QB,35,9
2022,1,10413,QB,,,,,,,,,,,,,,,average,0.924,0.11777945491468363,0.014000000000000012,0.8560000000000001,1.0396,-16.987085714285715,-15.91952,-17.775039999999997,533,526,536,49,13,Tyrod,Taylor,NYG,QB,33,9
