player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Chase McLaughlin,K,IND,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,9.79,NA,15412,FleaFlicker,14717,@MINSat 1:00 PM,NA,4,NA,2/2,1/1,12%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,9.66,NA,15626,FleaFlicker,14983,MIASat 8:15 PM,NA,7,K2,2/1,2/2,92%,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,9.63,NA,10779,FleaFlicker,11936,@CARSun 1:00 PM,NA,9,K24,2/2,1/1,16%,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.61,NA,10038,FleaFlicker,13909,@JACSun 1:00 PM,NA,9,K12,2/1,2/2,66%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.22,NA,12611,FleaFlicker,12956,ATLSun 1:00 PM,NA,4,K8,2/2,2/2,23%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.2,NA,13947,FleaFlicker,13718,NESun 4:05 PM,NA,6,K3,2/2,2/2,92%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.04,NA,13324,FleaFlicker,13403,@NOSun 1:00 PM,NA,4,K14,2/1,2/2,62%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.98,NA,9754,FleaFlicker,11947,ARISun 4:05 PM,NA,9,K20,2/1,1/1,33%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.93,NA,16587,FleaFlicker,15369,DALSun 1:00 PM,NA,1,NA,2/1,1/1,6%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.84,NA,13986,FleaFlicker,13719,PITSun 1:00 PM,NA,3,NA,2/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.8,NA,6304,FleaFlicker,9694,@WASSun 8:20 PM,NA,9,K26,2/1,1/1,49%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,8.44,NA,17315,FleaFlicker,15979,TENSun 4:25 PM,NA,8,K15,2/1,2/2,10%,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,8.34,NA,4715,FleaFlicker,8742,LARMon 8:15 PM,NA,4,K22,2/1,2/2,11%,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,8.31,NA,16457,FleaFlicker,15368,@TBSun 4:25 PM,NA,0,K5,2/1,2/2,76%,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,6.47,NA,2882,FleaFlicker,8153,@SEAThu 8:15 PM,NA,9,K23,1/1,2/2,55%,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,K,DET,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,6.35,NA,14050,FleaFlicker,13980,@NYJSun 1:00 PM,NA,6,K21,1/1,2/2,19%,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,6.24,NA,8478,FleaFlicker,10862,@LACSun 4:25 PM,NA,6,NA,1/1,2/2,7%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,6.19,NA,13977,FleaFlicker,13832,@BUFSat 8:15 PM,NA,1,K13,1/1,2/2,58%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,5.53,NA,14848,FleaFlicker,14244,@GBMon 8:15 PM,NA,7,K11,1/1,1/1,50%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,5.35,NA,13035,FleaFlicker,13303,@CHISun 1:00 PM,NA,7,K10,1/1,2/2,22%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,5.15,NA,16929,FleaFlicker,15882,BALSat 4:30 PM,NA,9,K27,1/1,2/2,22%,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,4.72,NA,12347,FleaFlicker,12860,KCSun 1:00 PM,NA,6,NA,1/1,1/1,11%,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,4.7,NA,4221,FleaFlicker,8930,@DENSun 4:05 PM,NA,3,K9,1/1,1/1,36%,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,1.8,2.16,0.06,NA,0.51,NA,0.62,NA,0.49,NA,0.14,NA,3.11,NA,9.35,NA,brett-maher,NumberFire,13909,JAC,NA,NA,NA,NA,NA,NA,5.38,13.32,#27,1,9.34,9.34,9.34
Cameron Dicker,K,LAC,NA,2.04,2.38,0,NA,0.64,NA,0.79,NA,0.38,NA,0.25,NA,2.26,NA,9.27,NA,cameron-dicker,NumberFire,15979,TEN,NA,NA,NA,NA,NA,NA,4.41,14.13,#14,2,9.32,9.32,9.32
Tyler Bass,K,BUF,NA,1.65,1.93,0,NA,0.55,NA,0.37,NA,0.63,NA,0.09,NA,3.42,NA,9.16,NA,tyler-bass,NumberFire,14983,MIA,NA,NA,NA,NA,NA,NA,5.41,12.91,#18,3,9.15,9.15,9.15
Greg Joseph,K,MIN,NA,1.83,2.15,0.02,NA,0.44,NA,0.69,NA,0.5,NA,0.16,NA,2.89,NA,9.15,NA,greg-joseph,NumberFire,13898,IND,NA,NA,NA,NA,NA,NA,4.93,13.37,#15,4,9.14,9.14,9.14
Harrison Butker,K,KC,NA,1.7,2.28,0.05,NA,0.55,NA,0.61,NA,0.37,NA,0.12,NA,3.35,NA,9.04,NA,harrison-butker,NumberFire,13354,HOU,NA,NA,NA,NA,NA,NA,5.11,12.97,#24,5,9.06,9.06,9.06
Younghoe Koo,K,ATL,NA,1.77,1.95,0.04,NA,0.69,NA,0.45,NA,0.44,NA,0.15,NA,2.87,NA,8.93,NA,younghoe-koo,NumberFire,13403,NO,NA,NA,NA,NA,NA,NA,4.81,13.05,#22,6,8.92,8.92,8.92
Jake Elliott,K,PHI,NA,1.54,2.12,0.08,NA,0.47,NA,0.48,NA,0.42,NA,0.09,NA,3.67,NA,8.92,NA,jake-elliott,NumberFire,13303,CHI,NA,NA,NA,NA,NA,NA,4.7,13.14,#29,7,8.89,8.89,8.89
Mason Crosby,K,GB,NA,1.84,2.17,0.02,NA,0.39,NA,0.54,NA,0.72,NA,0.18,NA,2.24,NA,8.84,NA,mason-crosby,NumberFire,8742,LA,NA,NA,NA,NA,NA,NA,3.65,14.03,#12,8,8.87,8.87,8.87
Daniel Carlson,K,LV,NA,1.88,2.38,0.05,NA,0.59,NA,0.76,NA,0.36,NA,0.12,NA,2.55,NA,8.8,NA,daniel-carlson,NumberFire,13718,NE,NA,NA,NA,NA,NA,NA,4.64,12.96,#1,9,8.79,8.79,8.79
Chase McLaughlin,K,IND,NA,1.9,2.14,0,NA,0.66,NA,0.6,NA,0.43,NA,0.22,NA,1.99,NA,8.6,NA,chase-mclaughlin,NumberFire,14717,MIN,NA,NA,NA,NA,NA,NA,3.9,13.3,#17,10,8.59,8.59,8.59
Evan McPherson,K,CIN,NA,1.62,2.05,0.07,NA,0.53,NA,0.45,NA,0.49,NA,0.11,NA,2.88,NA,8.51,NA,evan-mcpherson,NumberFire,15368,TB,NA,NA,NA,NA,NA,NA,4.35,12.67,#8,11,8.54,8.54,8.54
Joey Slye,K,WSH,NA,1.73,2.27,0.05,NA,0.58,NA,0.37,NA,0.61,NA,0.12,NA,2.48,NA,8.48,NA,joey-slye,NumberFire,14600,NYG,NA,NA,NA,NA,NA,NA,4.28,12.68,#25,12,8.52,8.52,8.52
Eddy Pineiro,K,CAR,NA,1.72,2.11,0,NA,0.42,NA,0.42,NA,0.63,NA,0.25,NA,2.17,NA,8.46,NA,eddy-pineiro,NumberFire,13719,PIT,NA,NA,NA,NA,NA,NA,3.66,13.26,#13,13,8.46,8.46,8.46
Randy Bullock,K,TEN,NA,1.8,2.13,0.04,NA,0.62,NA,0.54,NA,0.4,NA,0.21,NA,2.26,NA,8.46,NA,randy-bullock,NumberFire,10862,LAC,NA,NA,NA,NA,NA,NA,4.14,12.78,#20,13,8.51,8.51,8.51
Jason Myers,K,SEA,NA,1.69,1.95,0.04,NA,0.51,NA,0.45,NA,0.54,NA,0.14,NA,2.56,NA,8.46,NA,jason-myers,NumberFire,12437,SF,NA,NA,NA,NA,NA,NA,3.53,13.39,#4,13,8.42,8.42,8.42
Wil Lutz,K,NO,NA,1.81,2.25,0,NA,0.74,NA,0.61,NA,0.37,NA,0.11,NA,2.39,NA,8.46,NA,wil-lutz,NumberFire,12956,ATL,NA,NA,NA,NA,NA,NA,3.85,13.07,#31,13,8.47,8.47,8.47
Brandon McManus,K,DEN,NA,1.82,2.15,0,NA,0.4,NA,0.6,NA,0.54,NA,0.29,NA,1.74,NA,8.33,NA,brandon-mcmanus,NumberFire,11947,ARI,NA,NA,NA,NA,NA,NA,3.43,13.23,#21,17,8.35,8.35,8.35
Mike Badgley,K,DET,NA,1.6,1.83,0.02,NA,0.65,NA,0.39,NA,0.37,NA,0.16,NA,2.79,NA,8.24,NA,mike-badgley,NumberFire,13980,NYJ,NA,NA,NA,NA,NA,NA,4.95,11.53,#3,18,8.25,8.25,8.25
Nick Folk,K,NE,NA,1.64,1.98,0.04,NA,0.5,NA,0.57,NA,0.4,NA,0.14,NA,2.6,NA,8.21,NA,nick-folk,NumberFire,8851,LV,NA,NA,NA,NA,NA,NA,4.06,12.36,#32,19,8.23,8.23,8.23
Graham Gano,K,NYG,NA,1.71,1.89,0.07,NA,0.31,NA,0.45,NA,0.69,NA,0.19,NA,1.92,NA,8.11,NA,graham-gano,NumberFire,9694,WSH,NA,NA,NA,NA,NA,NA,4.24,11.98,#6,20,8.12,8.12,8.12
Cairo Santos,K,CHI,NA,1.6,1.74,0,NA,0.53,NA,0.55,NA,0.39,NA,0.11,NA,2.72,NA,8.1,NA,cairo-santos,NumberFire,11945,PHI,NA,NA,NA,NA,NA,NA,4.32,11.88,#9,21,8.07,8.07,8.07
Greg Zuerlein,K,NYJ,NA,1.64,2.01,0,NA,0.6,NA,0.36,NA,0.58,NA,0.09,NA,2.41,NA,8.07,NA,greg-zuerlein,NumberFire,10868,DET,NA,NA,NA,NA,NA,NA,3.55,12.59,#30,22,8.06,8.06,8.06
Justin Tucker,K,BAL,NA,1.52,1.65,0,NA,0.45,NA,0.46,NA,0.4,NA,0.21,NA,2.56,NA,7.96,NA,justin-tucker,NumberFire,10976,CLE,NA,NA,NA,NA,NA,NA,5.14,10.78,#26,23,7.94,7.94,7.94
Matthew Wright,K,PIT,NA,1.64,2.1,0.08,NA,0.46,NA,0.61,NA,0.41,NA,0.1,NA,2.39,NA,7.94,NA,matthew-wright,NumberFire,14426,CAR,NA,NA,NA,NA,NA,NA,3.78,12.1,#11,24,7.98,7.98,7.98
Robbie Gould,K,SF,NA,1.51,2.1,0.02,NA,0.65,NA,0.57,NA,0.24,NA,0.05,NA,2.94,NA,7.84,NA,robbie-gould,NumberFire,8153,SEA,NA,NA,NA,NA,NA,NA,4.78,10.9,#28,25,7.87,7.87,7.87
Ryan Succop,K,TB,NA,1.61,2.01,0.02,NA,0.42,NA,0.71,NA,0.38,NA,0.07,NA,2.42,NA,7.74,NA,ryan-succop,NumberFire,9686,CIN,NA,NA,NA,NA,NA,NA,2.85,12.63,#10,26,7.74,7.74,7.74
Riley Patterson,K,JAC,NA,1.57,2.13,0.02,NA,0.51,NA,0.56,NA,0.4,NA,0.09,NA,2.41,NA,7.7,NA,riley-patterson,NumberFire,15369,DAL,NA,NA,NA,NA,NA,NA,3.36,12.04,#2,27,7.73,7.73,7.73
Cade York,K,CLE,NA,1.58,1.94,0.04,NA,0.64,NA,0.34,NA,0.44,NA,0.11,NA,2.03,NA,7.41,NA,cade-york,NumberFire,15882,BAL,NA,NA,NA,NA,NA,NA,3.2,11.62,#16,28,7.4,7.4,7.4
Ka'imi Fairbairn,K,HOU,NA,1.64,1.87,0,NA,0.52,NA,0.41,NA,0.57,NA,0.14,NA,1.64,NA,7.37,NA,ka-imi-fairbairn,NumberFire,12860,KC,NA,NA,NA,NA,NA,NA,3.68,11.06,#23,29,7.41,7.41,7.41
Matt Prater,K,ARI,NA,1.59,2.11,0,NA,0.66,NA,0.41,NA,0.35,NA,0.16,NA,1.74,NA,7.19,NA,matt-prater,NumberFire,8930,DEN,NA,NA,NA,NA,NA,NA,2.44,11.94,#5,30,7.15,7.15,7.15
Matt Gay,K,LA,NA,1.57,1.91,0.04,NA,0.46,NA,0.54,NA,0.43,NA,0.12,NA,1.69,NA,7.11,NA,matt-gay,NumberFire,14244,GB,NA,NA,NA,NA,NA,NA,3.35,10.87,#19,31,7.13,7.13,7.13
Jason Sanders,K,MIA,NA,1.42,1.8,0.05,NA,0.41,NA,0.43,NA,0.45,NA,0.07,NA,1.98,NA,6.85,NA,jason-sanders,NumberFire,13832,BUF,NA,NA,NA,NA,NA,NA,2.8,10.9,#7,32,6.8,6.8,6.8
Harrison Butker,K,KC,NA,NA,NA,NA,NA,0.5,NA,0.56,NA,0.47,NA,NA,NA,2.74,NA,7.33,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,NA,NA,0.06,NA,0.47,NA,0.64,NA,0.47,NA,NA,NA,2.33,NA,7.25,NA,2540243,NFL,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,NA,NA,0.04,NA,0.48,NA,0.48,NA,0.54,NA,NA,NA,2.49,NA,7.11,NA,2506264,NFL,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,NA,NA,0.03,NA,0.48,NA,0.56,NA,0.48,NA,NA,NA,2.4,NA,7.05,NA,2533444,NFL,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.45,NA,NA,NA,2.7,NA,7.05,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,NA,NA,0.02,NA,0.48,NA,0.52,NA,0.45,NA,NA,NA,2.63,NA,7.04,NA,2561153,NFL,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.41,NA,NA,NA,2.77,NA,7,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Badgley,K,DET,NA,NA,NA,0.07,NA,0.48,NA,0.51,NA,0.36,NA,NA,NA,2.71,NA,6.97,NA,2560965,NFL,13980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,NA,NA,NA,NA,0.48,NA,0.68,NA,0.45,NA,NA,NA,2.05,NA,6.88,NA,2561534,NFL,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,0.07,NA,0.47,NA,0.53,NA,0.51,NA,NA,NA,2.1,NA,6.84,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,NA,NA,0.03,NA,0.48,NA,0.52,NA,0.46,NA,NA,NA,2.33,NA,6.8,NA,2536340,NFL,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,NA,NA,0.01,NA,0.48,NA,0.49,NA,0.48,NA,NA,NA,2.41,NA,6.79,NA,2507232,NFL,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,NA,NA,NA,NA,0.48,NA,0.49,NA,0.41,NA,NA,NA,2.65,NA,6.79,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,0.01,NA,0.48,NA,0.53,NA,0.47,NA,NA,NA,2.29,NA,6.76,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,NA,NA,NA,NA,0.48,NA,0.61,NA,0.43,NA,NA,NA,2.14,NA,6.7,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.46,NA,NA,NA,2.31,NA,6.69,NA,89802,NFL,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,NA,NA,NA,NA,0.48,NA,0.65,NA,0.42,NA,NA,NA,1.95,NA,6.6,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,NA,NA,0.03,NA,0.48,NA,0.43,NA,0.45,NA,NA,NA,2.4,NA,6.57,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.39,NA,NA,NA,2.39,NA,6.53,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,NA,NA,0.03,NA,0.48,NA,0.47,NA,0.39,NA,NA,NA,2.37,NA,6.48,NA,2563596,NFL,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.42,NA,NA,NA,2.22,NA,6.48,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,NA,NA,NA,NA,0.48,NA,0.56,NA,0.5,NA,NA,NA,1.86,NA,6.48,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,NA,NA,0.02,NA,0.48,NA,0.54,NA,0.44,NA,NA,NA,1.84,NA,6.28,NA,2550545,NFL,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,NA,NA,0.06,NA,0.48,NA,0.51,NA,0.45,NA,NA,NA,1.74,NA,6.24,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,1.88,NA,6.14,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAX,NA,NA,NA,NA,NA,0.48,NA,0.43,NA,0.44,NA,NA,NA,2.05,NA,6.1,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,NA,NA,0.48,NA,0.5,NA,0.43,NA,NA,NA,1.84,NA,6.07,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,NA,NA,0.06,NA,0.48,NA,0.49,NA,0.45,NA,NA,NA,1.63,NA,6.07,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,NA,NA,NA,NA,0.48,NA,0.45,NA,0.4,NA,NA,NA,2.03,NA,6.02,NA,2534797,NFL,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LA,NA,NA,NA,0.07,NA,0.48,NA,0.51,NA,0.38,NA,NA,NA,1.22,NA,5.54,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,0.05,NA,0.47,NA,0.6,NA,0.51,NA,NA,NA,0.57,NA,5.46,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,NA,NA,1.079166447,1.090067118,NA,NA,NA,NA,NA,NA,0.533401986,0.659501108,0.235284297,0.350753774,2.428638314,2.481250263,NA,NA,15683,ESPN,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,NA,NA,1.023422235,1.048996937,NA,NA,NA,NA,NA,NA,0.501134807,0.634653253,0.219946796,0.337538513,2.527636485,2.633997707,NA,NA,4360234,ESPN,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,NA,NA,1.055415461,1.074306384,NA,NA,NA,NA,NA,NA,0.517642899,0.649965712,0.227602721,0.345682401,2.85839631,2.95772958,NA,NA,4249087,ESPN,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,NA,NA,0.99882733,1.009087758,NA,NA,NA,NA,NA,NA,0.490745704,0.610507815,0.216193533,0.324696831,2.731139979,2.804528957,NA,NA,3051909,ESPN,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,NA,NA,0.953772752,0.979783269,NA,NA,NA,NA,NA,NA,0.466784937,0.592778317,0.204751323,0.315267449,2.829088412,2.954807228,NA,NA,16339,ESPN,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NA,NA,1.001562385,1.011679177,NA,NA,NA,NA,NA,NA,0.492233178,0.612075648,0.216869571,0.325530679,2.151467346,2.20843804,NA,NA,10621,ESPN,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,NA,NA,0.912203191,0.957081765,NA,NA,NA,NA,NA,NA,0.444189593,0.579043688,0.193742106,0.307962726,2.969106051,3.16836806,NA,NA,3917232,ESPN,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,NA,NA,0.916511632,0.957455544,NA,NA,NA,NA,NA,NA,0.446754179,0.579269828,0.195089476,0.308082998,2.499787114,2.655853712,NA,NA,11122,ESPN,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NA,NA,1.025862028,1.037236512,NA,NA,NA,NA,NA,NA,0.503934327,0.627538082,0.22195793,0.33375433,2.032662187,2.088994307,NA,NA,12460,ESPN,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,NA,NA,0.978975403,1.007132693,NA,NA,NA,NA,NA,NA,0.478955104,0.609324982,0.21000955,0.324067745,2.301594234,2.407419269,NA,NA,3975763,ESPN,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,NA,NA,0.994940476,1.032761713,NA,NA,NA,NA,NA,NA,0.485730047,0.624830786,0.212474737,0.332314463,2.493027033,2.631500414,NA,NA,3050478,ESPN,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,NA,NA,0.921062123,0.975697136,NA,NA,NA,NA,NA,NA,0.447454511,0.590306167,0.194651934,0.313952643,2.45560011,2.646109041,NA,NA,12731,ESPN,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,NA,NA,0.859874775,0.900186375,NA,NA,NA,NA,NA,NA,0.418932937,0.544621429,0.182835844,0.289655346,2.758008552,2.936492666,NA,NA,15965,ESPN,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,NA,NA,0.871153139,0.937158128,NA,NA,NA,NA,NA,NA,0.421595958,0.566989696,0.182610447,0.301551845,2.702310115,2.957970475,NA,NA,10636,ESPN,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,NA,NA,1.015795223,1.031327627,NA,NA,NA,NA,NA,NA,0.49850875,0.62396315,0.219334734,0.331853013,1.900738905,1.961669522,NA,NA,17372,ESPN,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,NA,NA,0.930906198,0.940309291,NA,NA,NA,NA,NA,NA,0.460072685,0.56889618,0.202934258,0.302565803,1.486495886,1.518830028,NA,NA,3049899,ESPN,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,NA,NA,0.983734956,1.021144664,NA,NA,NA,NA,NA,NA,0.480257887,0.617802359,0.210080235,0.328576414,1.749564328,1.846769154,NA,NA,16486,ESPN,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
