player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Justice Hill,RB,BAL,NA,0.31,1.27,NA,0.01,NA,0.23,1.83,NA,NA,0.01,NA,0.43,NA,justice-hill,NumberFire,14086,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#,377,110,0.55,4600,0.12,0.66,4000,0.17,0.55,NA,NA
DeeJay Dallas,RB,SEA,NA,0.39,1.55,NA,0.01,NA,0.23,1.6,NA,NA,0.01,NA,0.43,NA,deejay-dallas,NumberFire,14815,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.04,3.9,#,377,110,0.55,NA,NA,0.67,NA,NA,0.55,NA,NA
Jonathan Ward,RB,ARI,NA,0.26,1.06,NA,0.01,NA,0.27,2.14,NA,NA,0.01,NA,0.42,NA,jonathan-ward,NumberFire,15042,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#,382,113,0.58,4500,0.13,0.71,4000,0.18,0.58,NA,NA
Dwayne Washington,RB,NO,NA,0.3,1.18,NA,0.01,NA,0.22,1.82,NA,NA,0.01,NA,0.41,NA,dwayne-washington,NumberFire,12845,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#,383,114,0.53,4500,0.12,0.64,4000,0.16,0.53,NA,NA
Derek Watt,RB,PIT,NA,0.25,1.02,NA,0.01,NA,0.26,1.98,NA,NA,0.01,NA,0.4,NA,derek-watt,NumberFire,12823,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06,3.86,#,386,115,0.55,4500,0.12,0.68,4000,0.17,0.55,NA,NA
Jordan Wilkins,RB,TEN,NA,0.32,1.37,NA,0.01,NA,0.22,1.61,NA,NA,0.01,NA,0.4,NA,jordan-wilkins,NumberFire,13789,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.06,3.86,#,386,115,0.53,4500,0.12,0.64,4000,0.16,0.53,NA,NA
Mekhi Sargent,RB,JAC,NA,0.27,1.05,NA,0.01,NA,0.24,1.8,NA,NA,0.01,NA,0.39,NA,mekhi-sargent,NumberFire,15269,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,3.85,#,390,117,0.53,4500,0.12,0.65,4000,0.16,0.53,NA,NA
Jason Cabinda,RB,DET,NA,0.25,1.01,NA,0.01,NA,0.25,1.69,NA,NA,0.01,NA,0.38,NA,jason-cabinda,NumberFire,13906,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#,393,118,0.52,4500,0.12,0.64,4000,0.16,0.52,NA,NA
Godwin Igwebuike,RB,DET,NA,0.25,1.02,NA,0.01,NA,0.25,1.75,NA,NA,0.01,NA,0.38,NA,godwin-igwebuike,NumberFire,14011,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#,393,118,0.5,4500,0.11,0.64,4000,0.16,0.5,NA,NA
JaMycal Hasty,RB,JAC,NA,0.27,1.05,NA,0.01,NA,0.24,1.75,NA,NA,0.01,NA,0.38,NA,jamycal-hasty,NumberFire,14821,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#,393,118,0.5,4500,0.11,0.63,4000,0.16,0.5,NA,NA
Jermar Jefferson,RB,DET,NA,0.25,1.01,NA,0.01,NA,0.25,1.72,NA,NA,0.01,NA,0.38,NA,jermar-jefferson,NumberFire,15262,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#,393,118,0.52,5100,0.1,0.64,4000,0.16,0.52,NA,NA
Trey Edmunds,RB,PIT,NA,0.25,1.03,NA,0.01,NA,0.26,1.85,NA,NA,0.01,NA,0.38,NA,trey-edmunds-1,NumberFire,13452,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.84,#,393,118,0.54,4500,0.12,0.67,NA,NA,0.54,NA,NA
Gary Brightwell,RB,NYG,NA,0.25,0.99,NA,0.01,NA,0.25,1.75,NA,NA,0.01,NA,0.36,NA,gary-brightwell,NumberFire,15462,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#,405,123,0.52,4900,0.11,0.64,4300,0.15,0.52,NA,NA
Khari Blasingame,RB,CHI,NA,0.28,1.07,NA,0.01,NA,0.22,1.65,NA,NA,0.01,NA,0.35,NA,khari-blasingame,NumberFire,14552,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#,413,124,0.5,4500,0.11,0.61,4000,0.15,0.5,NA,NA
Darrynton Evans,RB,CHI,NA,0.28,1.07,NA,0.01,NA,0.22,1.62,NA,NA,0.01,NA,0.35,NA,darrynton-evans,NumberFire,14808,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#,413,124,0.5,4800,0.1,0.61,4000,0.15,0.5,NA,NA
Tory Carter,RB,TEN,NA,0,0,NA,0,NA,0.22,1.64,NA,NA,0.01,NA,0.23,NA,tory-carter,NumberFire,15588,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.18,3.64,#,450,126,0.33,4500,0.07,0.44,4000,0.11,0.33,NA,NA
Aaron Jones,RB,GB,NA,NA,61.26,NA,0.33,NA,4.9,45.35,NA,NA,0.27,0.03,19.1,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,NA,81.29,NA,0.6,NA,3.38,28.87,NA,NA,0.13,0.06,18.66,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,NA,86.06,NA,0.84,NA,2.34,18.19,NA,NA,0.08,0.11,18.07,NA,2564148,NFL,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,NA,50.53,NA,0.43,NA,3.9,38.47,NA,NA,0.24,NA,16.88,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Alvin Kamara,RB,NO,NA,NA,66.18,NA,0.48,NA,3.3,27.36,NA,NA,0.18,NA,16.61,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,TEN,NA,NA,82.97,NA,0.7,NA,1.56,13.34,NA,NA,0.09,0.05,15.95,NA,2556075,NFL,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Leonard Fournette,RB,TB,NA,NA,55.97,NA,0.45,NA,4.27,32.15,NA,NA,NA,NA,15.78,NA,2557973,NFL,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashaad Penny,RB,SEA,NA,NA,89.41,NA,0.66,NA,1.2,10.15,NA,NA,0.05,0.08,15.28,NA,2560835,NFL,13608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Christian McCaffrey,RB,CAR,NA,NA,62.12,NA,0.44,NA,2.34,29.37,NA,NA,0.18,NA,15.27,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Javonte Williams,RB,DEN,NA,NA,55.08,NA,0.43,NA,3.24,27.84,NA,NA,0.15,0.07,14.89,NA,2566049,NFL,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Dalvin Cook,RB,MIN,NA,NA,74.25,NA,0.54,NA,2.26,15.42,NA,NA,0.05,0.13,14.77,NA,2557991,NFL,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
James Conner,RB,ARI,NA,NA,53.9,NA,0.48,NA,2.85,25.13,NA,NA,0.14,0.03,14.41,NA,2557978,NFL,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,NYJ,NA,NA,63.85,NA,0.39,NA,2.9,22.9,NA,NA,0.07,NA,14.36,NA,2566382,NFL,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
David Montgomery,RB,CHI,NA,NA,55.62,NA,0.46,NA,2.64,24.03,NA,NA,0.16,0.03,14.33,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Antonio Gibson,RB,WAS,NA,NA,62.98,NA,0.51,NA,2.28,19.18,NA,NA,0.11,0.1,14.02,NA,2565276,NFL,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,NA,57.08,NA,0.4,NA,2.85,21.83,NA,NA,0.15,0.14,13.94,NA,2555224,NFL,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Josh Jacobs,RB,LV,NA,NA,62.81,NA,0.46,NA,2.73,17.93,NA,NA,0.07,0.11,13.76,NA,2562377,NFL,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,NA,63.82,NA,0.34,NA,2.9,19.25,NA,NA,0.07,NA,13.67,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,NA,53.85,NA,0.27,NA,3.23,26.37,NA,NA,0.11,0.03,13.47,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,PHI,NA,NA,67.36,NA,0.45,NA,2.06,14.52,NA,NA,0.07,0.11,13.33,NA,2562722,NFL,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Nick Chubb,RB,CLE,NA,NA,59.4,NA,0.39,NA,2.38,20.15,NA,NA,0.08,0.05,13.06,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Harris,RB,NE,NA,NA,62.25,NA,0.64,NA,1.6,11.83,NA,NA,0.06,0.09,13.03,NA,2562281,NFL,14075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAX,NA,NA,59.52,NA,0.4,NA,2.28,19.01,NA,NA,0.1,0.08,12.99,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Cordarrelle Patterson,RB,ATL,NA,NA,46.57,NA,0.33,NA,2.96,25.31,NA,NA,0.1,NA,12.73,NA,2540145,NFL,11225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,SF,NA,NA,62.5,NA,0.41,NA,1.95,17.23,NA,NA,0.02,NA,12.52,NA,2566538,NFL,15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
D'Andre Swift,RB,DET,NA,NA,47.4,NA,0.29,NA,3.25,21.93,NA,NA,0.08,0.08,12.26,NA,2563965,NFL,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Cam Akers,RB,LA,NA,NA,60.26,NA,0.42,NA,1.87,16.71,NA,NA,0.08,0.18,12.23,NA,2564319,NFL,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Devin Singletary,RB,BUF,NA,NA,49.41,NA,0.42,NA,2.44,18.52,NA,NA,0.09,0.04,12.21,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,NA,54.97,NA,0.38,NA,2.13,19.07,NA,NA,0.08,0.06,12.19,NA,2567685,NFL,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Clyde Edwards-Helaire,RB,KC,NA,NA,55.46,NA,0.31,NA,2.44,18.34,NA,NA,0.08,0.08,12,NA,2564271,NFL,14803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,MIA,NA,NA,37.26,NA,0.28,NA,2.66,22.07,NA,NA,0.09,NA,10.83,NA,2560711,NFL,13726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
AJ Dillon,RB,GB,NA,NA,49.35,NA,0.4,NA,1.48,14.76,NA,NA,0.07,0.05,10.61,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,BAL,NA,NA,50.56,NA,0.47,NA,1.48,10.58,NA,NA,0.01,NA,10.49,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Melvin Gordon,RB,DEN,NA,NA,47.54,NA,0.37,NA,1.75,16.05,NA,NA,0.05,0.13,10.37,NA,2552469,NFL,12151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,NA,32.74,NA,0.23,NA,2.41,24.68,NA,NA,0.12,NA,10.31,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
Raheem Mostert,RB,MIA,NA,NA,46.52,NA,0.38,NA,1.11,10.2,NA,NA,0.04,0.1,9.1,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,NA,NA,25.86,NA,0.23,NA,2.29,18.01,NA,NA,0.12,NA,8.84,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
J.D. McKissic,RB,WAS,NA,NA,15.52,NA,0.12,NA,3.17,25.27,NA,NA,0.1,NA,8.57,NA,2556440,NFL,13108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,DET,NA,NA,38.31,NA,0.26,NA,1.26,8.86,NA,NA,0.04,NA,7.84,NA,2558204,NFL,13139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Rex Burkhead,RB,HOU,NA,NA,31,NA,0.19,NA,1.57,15.13,NA,NA,0.06,NA,7.68,NA,2539265,NFL,11182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,35.01,NA,0.27,NA,1.22,8.37,NA,NA,0.03,0.01,7.34,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,NA,16.55,NA,0.16,NA,1.91,18.43,NA,NA,0.04,0.03,6.63,NA,2566397,NFL,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Mark Ingram,RB,NO,NA,NA,31.61,NA,0.18,NA,1.11,10.31,NA,NA,0.02,0.02,6.52,NA,2495466,NFL,10276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Mike Davis,RB,BAL,NA,NA,24.93,NA,0.16,NA,1.66,12.72,NA,NA,0.02,0.04,6.49,NA,2553439,NFL,12164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
D'Ernest Johnson,RB,CLE,NA,NA,23.44,NA,0.16,NA,1.35,12.52,NA,NA,0.08,NA,6.39,NA,2563327,NFL,14331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,NA,NA,14.74,NA,0.08,NA,1.97,16.53,NA,NA,0.11,0.01,6.3,NA,2543715,NFL,11761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Dontrell Hilliard,RB,TEN,NA,NA,16.23,NA,0.13,NA,1.77,17.9,NA,NA,0.05,0.03,6.2,NA,2561461,NFL,13871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,NA,21.88,NA,0.18,NA,1.36,11.5,NA,NA,0.06,0.02,6.1,NA,2562682,NFL,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CAR,NA,NA,35.56,NA,0.24,NA,0.42,4.91,NA,NA,0.02,0.07,5.89,NA,2557994,NFL,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darrell Henderson,RB,LA,NA,NA,20.31,NA,0.15,NA,1.32,10.42,NA,NA,0.05,NA,5.59,NA,2562574,NFL,14087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyheim Hines,RB,IND,NA,NA,7.09,NA,0.05,NA,1.97,19.22,NA,NA,0.06,NA,5.44,NA,2560742,NFL,13622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA
Ty Johnson,RB,NYJ,NA,NA,13.23,NA,0.09,NA,1.53,15.57,NA,NA,0.07,0.02,5.39,NA,2562293,NFL,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA
Ameer Abdullah,RB,LV,NA,NA,14.74,NA,0.09,NA,1.78,12.8,NA,NA,0.05,NA,5.37,NA,2552374,NFL,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Robinson,RB,JAX,NA,NA,21.85,NA,0.15,NA,1.03,9.85,NA,NA,0.03,0.02,5.24,NA,2564223,NFL,14813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,BAL,NA,NA,15.48,NA,0.11,NA,1.51,8.95,NA,NA,0.04,0.01,4.89,NA,2555230,NFL,12630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Darrel Williams,RB,ARI,NA,NA,14.24,NA,0.12,NA,1.25,11.15,NA,NA,0.06,NA,4.87,NA,2560935,NFL,13623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Bolden,RB,LV,NA,NA,3.84,NA,0.02,NA,1.91,16.74,NA,NA,0.07,0.01,4.57,NA,2532797,NFL,10932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Dare Ogunbowale,RB,HOU,NA,NA,13.02,NA,0.09,NA,1.2,11.14,NA,NA,0.04,0.01,4.38,NA,2559362,NFL,13148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myles Gaskin,RB,MIA,NA,NA,17.63,NA,0.1,NA,1.15,7.47,NA,NA,0.02,0.04,4.3,NA,2562270,NFL,14081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Giovani Bernard,RB,TB,NA,NA,13.3,NA,0.08,NA,1.21,10.06,NA,NA,0.05,0.02,4.29,NA,2540156,NFL,11193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Williams,RB,ATL,NA,NA,8.56,NA,0.06,NA,1.49,12.8,NA,NA,0.05,0.01,4.27,NA,2550512,NFL,11886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,NA,18.01,NA,0.16,NA,0.58,5.51,NA,NA,0.03,0.03,4.01,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sony Michel,RB,LAC,NA,NA,17.82,NA,0.13,NA,0.69,6.4,NA,NA,0.02,0.01,3.99,NA,2560809,NFL,13607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eno Benjamin,RB,ARI,NA,NA,14.43,NA,0.1,NA,0.92,7.37,NA,NA,0.04,0.01,3.92,NA,2564889,NFL,14801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
