player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Pharaoh Brown,TE,HOU,NA,NA,2,24,NA,NA,0,NA,2.4,NA,16772,FFToday,13994,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,NA,2,24,NA,NA,0,NA,2.4,NA,15610,FFToday,12677,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,NA,2,23,NA,NA,0,NA,2.3,NA,16281,FFToday,13672,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,2,22,NA,NA,0,NA,2.2,NA,17585,FFToday,15419,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,2,19,NA,NA,0,NA,1.9,NA,18014,FFToday,15873,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2,19,NA,NA,0,NA,1.9,NA,18134,FFToday,15798,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,NA,2,18,NA,NA,0,NA,1.8,NA,16003,FFToday,13193,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,NA,1,18,NA,NA,0,NA,1.8,NA,16191,FFToday,13678,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,1,15,NA,NA,0,NA,1.5,NA,17026,FFToday,14875,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1,11,NA,NA,0,NA,1.1,NA,17587,FFToday,15337,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,1,10,NA,NA,0,NA,1,NA,18072,FFToday,15799,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1,10,NA,NA,0,NA,1,NA,15080,FFToday,13424,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O.J. Howard,TE,HOU,NA,NA,1,10,NA,NA,0,NA,1,NA,15904,FFToday,13188,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1,10,NA,NA,0,NA,1,NA,17731,FFToday,15332,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1,9,NA,NA,0,NA,0.9,NA,16176,FFToday,13676,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,6.5,6.5,79.8,NA,NA,1,0.1,13.85,NA,13829,FleaFlicker,13671,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE1,0,1,79.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,6.5,6.5,74.7,NA,NA,1,0.1,13.35,NA,9360,FleaFlicker,11244,@TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,TE2,0,1,74.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,LV,NA,5.1,5.1,57.4,NA,NA,0.4,0,8.14,NA,11261,FleaFlicker,12263,DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE4,0,0.4,57.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.6,4.6,54.1,NA,NA,0.4,0,7.87,NA,13023,FleaFlicker,13299,LARMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE5,0,0.4,54.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,4.5,4.5,58.9,NA,NA,0.3,0,7.55,NA,16256,FleaFlicker,15329,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE3,0,0.3,58.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,DET,NA,4.5,4.5,46.6,NA,NA,0.5,0,7.52,NA,14677,FleaFlicker,14138,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE10,0,0.5,46.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,4,4,50.1,NA,NA,0.4,0,7.33,NA,13813,FleaFlicker,13674,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE6,0,0.4,50.1,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,ARI,NA,4.6,4.6,47.4,NA,NA,0.4,0,7.26,NA,9376,FleaFlicker,11247,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,TE7,0,0.4,47.4,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,4,4,46.2,NA,NA,0.5,0,7.26,NA,12972,FleaFlicker,13236,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,TE15,0,0.5,46.2,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,4.4,4.4,43.4,NA,NA,0.4,0,6.78,NA,12140,FleaFlicker,12678,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE13,0,0.4,43.4,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,4,4,41.3,NA,NA,0.3,0,5.99,NA,16293,FleaFlicker,15331,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE9,0,0.3,41.3,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,3.7,3.7,41,NA,NA,0.2,0,5.58,NA,12904,FleaFlicker,13192,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE11,0,0.2,41,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,3.1,3.1,36.4,NA,NA,0.3,0,5.18,NA,14734,FleaFlicker,14143,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE12,0,0.3,36.4,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,3.2,3.2,34.3,NA,NA,0.3,0,5.15,NA,13489,FleaFlicker,13427,NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE18,0,0.3,34.3,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,NA,3.3,3.3,33.9,NA,NA,0.2,0,4.45,NA,13853,FleaFlicker,13772,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE8,0,0.2,33.9,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,3.5,3.5,34.4,NA,NA,0.2,0,4.38,NA,13980,FleaFlicker,13847,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE21,0,0.2,34.4,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WAS,NA,3,3,31.4,NA,NA,0.2,0,4.32,NA,10353,FleaFlicker,11647,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE14,0,0.2,31.4,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,3.4,3.4,31.8,NA,NA,0.2,0,4.3,NA,12906,FleaFlicker,13189,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE22,0,0.2,31.8,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Irv Smith,TE,MIN,NA,3.1,3.1,31.7,NA,NA,0.2,0,4.29,NA,14701,FleaFlicker,14141,@NOSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,TE17,0,0.2,31.7,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,3,3,32.3,NA,NA,0.1,0,4.11,NA,14665,FleaFlicker,14137,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE27,0,0.1,32.3,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CIN,NA,2.9,2.9,29.7,NA,NA,0.2,0,4.09,NA,13774,FleaFlicker,13680,MIAW 27-15,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE16,0,0.2,29.7,39%,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3,3,30.9,NA,NA,0.2,0,4.03,NA,15573,FleaFlicker,14867,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE23,0,0.2,30.9,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTBrevin Jordan,TE,HOU,NA,2,2,22,NA,NA,0.3,0,4,NA,16420,FleaFlicker,15330,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE28,0,0.3,22,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,2.5,2.5,27.9,NA,NA,0.2,0,3.87,NA,13845,FleaFlicker,13672,@CINL 15-27,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE24,0,0.2,27.9,72%,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albert Okwuegbunam,TE,DEN,NA,2.6,2.6,27.6,NA,NA,0.2,0,3.76,NA,15716,FleaFlicker,14873,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE20,0,0.2,27.6,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,2.6,2.6,25,NA,NA,0.2,0,3.74,NA,10991,FleaFlicker,12110,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,TE29,0,0.2,25,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.1,2.1,25.9,NA,NA,0.1,0,3.47,NA,16036,FleaFlicker,14861,MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE25,0,0.1,25.9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,2.4,2.4,23.9,NA,NA,0.2,0,3.35,NA,12069,FleaFlicker,12677,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,TE31,0,0.2,23.9,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,HOU,NA,2.3,2.3,23.4,NA,NA,0.1,0,3.24,NA,13377,FleaFlicker,13994,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,23.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,2,2,23.4,NA,NA,0.1,0,3.06,NA,12088,FleaFlicker,12676,@GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE19,0,0.1,23.4,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1.9,1.9,22.9,NA,NA,0.1,0,2.99,NA,12887,FleaFlicker,13246,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,TE30,0,0.1,22.9,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,HOU,NA,2.2,2.2,21.2,NA,NA,0.1,0,2.96,NA,13844,FleaFlicker,13753,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,21.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,2.1,2.1,22.4,NA,NA,0.1,0,2.94,NA,14475,FleaFlicker,13763,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,22.4,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2,2,21.5,NA,NA,0.1,0,2.87,NA,16927,FleaFlicker,15798,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,21.5,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,1.8,1.8,20.2,NA,NA,0.1,0,2.8,NA,16933,FleaFlicker,15799,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,20.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,2.2,2.2,22.1,NA,NA,0.1,0,2.79,NA,12974,FleaFlicker,13193,@GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,TE34,0,0.1,22.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,1.7,1.7,19.5,NA,NA,0.1,0,2.65,NA,13874,FleaFlicker,13678,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,3,NA,0,0.1,19.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,1.7,1.7,18.8,NA,NA,0.1,0,2.58,NA,15644,FleaFlicker,14875,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,18.8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Parham,TE,LAC,NA,1.3,1.3,14.5,NA,NA,0.2,0,2.57,NA,15183,FleaFlicker,14341,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,0,0.2,14.5,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peyton Hendershot,TE,DAL,NA,1.6,1.6,19.2,NA,NA,0.1,0,2.52,NA,17417,FleaFlicker,16000,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,19.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,2,2,19.1,NA,NA,0.1,0,2.51,NA,16932,FleaFlicker,15873,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,TE33,0,0.1,19.1,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,IND,NA,1.5,1.5,15.3,NA,NA,0.2,0,2.42,NA,16841,FleaFlicker,15840,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.2,15.3,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O.J. Howard,TE,HOU,NA,1.4,1.4,15.6,NA,NA,0.1,0,2.4,NA,12891,FleaFlicker,13188,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,15.6,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geoff Swaim,TE,TEN,NA,1.8,1.8,14.8,NA,NA,0.1,0,2.32,NA,11287,FleaFlicker,12378,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,14.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,1.7,1.7,15.7,NA,NA,0.1,0,2.17,NA,11276,FleaFlicker,12317,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,15.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,1.3,1.3,14.2,NA,NA,0.1,0,2.08,NA,16572,FleaFlicker,15626,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,0,0.1,14.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,1.6,1.6,15.3,NA,NA,0.1,0,2.07,NA,13905,FleaFlicker,13676,@CINL 15-27,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,15.3,2%,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,1.2,1.2,14.5,NA,NA,0.1,0,2.05,NA,15679,FleaFlicker,14871,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,14.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.4,1.4,14.6,NA,NA,0.1,0,2,NA,16340,FleaFlicker,15419,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,14.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,NYG,NA,1.5,1.5,13,NA,NA,0.1,0,1.9,NA,14275,FleaFlicker,14370,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,13,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,DEN,NA,1,1,10.4,NA,NA,0.1,0,1.82,NA,13110,FleaFlicker,13315,@LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,10.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ross Dwelley,TE,SF,NA,0.6,0.6,9.2,NA,NA,0.1,0,1.82,NA,14377,FleaFlicker,13988,LARMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,0,0.1,9.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,1.1,1.1,10.7,NA,NA,0.1,0,1.65,NA,16937,FleaFlicker,15802,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,10.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Firkser,TE,ATL,NA,1.1,1.1,10.9,NA,NA,0.1,0,1.57,NA,13415,FleaFlicker,13919,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,10.9,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Rudolph,TE,TB,NA,0.9,0.9,9.6,NA,NA,0.1,0,1.56,NA,7444,FleaFlicker,10312,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,9.6,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Asiasi,TE,CIN,NA,0.7,0.7,9.3,NA,NA,0.1,0,1.53,NA,15614,FleaFlicker,14936,MIAW 27-15,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0.1,9.3,1%,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,1.1,1.1,11.1,NA,NA,0.1,0,1.53,NA,16360,FleaFlicker,15344,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,11.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,NO,NA,1,1,11,NA,NA,0.1,0,1.52,NA,15575,FleaFlicker,14870,MINSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,0,0.1,11,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ko Kieft,TE,TB,NA,0.8,0.8,8.9,NA,NA,0.1,0,1.49,NA,16995,FleaFlicker,15929,KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,0.1,8.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,1.1,1.1,11.2,NA,NA,0.1,0,1.48,NA,13239,FleaFlicker,13940,@NOSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,0,0.1,11.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
