player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Jeudy, Jerry",WR,DEN,NA,7.5,5.5,71,NA,NA,0.4,NA,1,NA,0,0,9.5,NA,NA,FantasySharks,14833,@LAR,0.9,0.2,0.1,0.1,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,6.8,5,58,NA,NA,0.5,NA,5,NA,0.1,0.2,9.4,NA,NA,FantasySharks,14840,WAS,0.8,0.2,0.2,0,0.1,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,8.9,5,69,NA,NA,0.4,NA,0,NA,0,0,9.3,NA,NA,FantasySharks,11671,@ARI,1.2,0.2,0.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,MIN,NA,8.2,5.3,58,NA,NA,0.5,NA,0,NA,0,0,9.1,NA,NA,FantasySharks,11938,NYG,1.6,0.3,0.1,0.1,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CAR,NA,9.2,4.9,65,NA,NA,0.3,NA,3,NA,0,0,8.9,NA,NA,FantasySharks,13635,DET,0.8,0.2,0.1,0.1,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,8,6,70,NA,NA,0.4,NA,0,NA,0,0.1,8.9,NA,NA,FantasySharks,13156,SEA,1,0.1,0,0.1,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,9.3,6.4,66,NA,NA,0.3,NA,1,NA,0,0,8.6,NA,NA,FantasySharks,13163,@ARI,1.4,0.2,0.1,0,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodwin, Marquise",WR,SEA,NA,6,4.5,55,NA,NA,0.5,NA,1,NA,0,0.1,8.5,NA,NA,FantasySharks,11239,@KCC,0.7,0.1,0.1,0.2,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,7.2,4.5,60,NA,NA,0.4,NA,0,NA,0,0,8.2,NA,NA,FantasySharks,12175,NOS,1,0.2,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,GBP,NA,6.4,4,54,NA,NA,0.4,NA,0,NA,0,0,8.1,NA,NA,FantasySharks,13632,@MIA,0.9,0.2,0.1,0.2,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,HOU,NA,8.8,5.5,60,NA,NA,0.3,NA,1,NA,0,0,8,NA,NA,FantasySharks,11674,@TEN,0.8,0.1,0.1,0,0,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,7.4,4.4,65,NA,NA,0.2,NA,-0.4,NA,0,0,7.7,NA,NA,FantasySharks,14122,@MIN,0.3,0,0,0,0.1,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,8.5,6,65,NA,NA,0.2,NA,2,NA,0,0.1,7.7,NA,NA,FantasySharks,14842,LAC,0.6,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,9.4,5.4,64,NA,NA,0.1,NA,2,NA,0,0.1,7.4,NA,NA,FantasySharks,14208,LVR,1.3,0,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,ARI,NA,9,5.5,55,NA,NA,0.3,NA,1,NA,0,0,7.4,NA,NA,FantasySharks,14105,TBB,1.2,0.1,0,0.2,0.1,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,7,5,55,NA,NA,0.3,NA,0,NA,0,0,7.3,NA,NA,FantasySharks,13630,@LAR,0.9,0.1,0.1,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickens, George",WR,PIT,NA,6,4,54,NA,NA,0.1,NA,3,NA,0.1,0,7.3,NA,NA,FantasySharks,15762,LVR,0.6,0.1,0,0.1,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,6,4.4,52,NA,NA,0.3,NA,0,NA,0,0,7.2,NA,NA,FantasySharks,12650,@NEP,0.7,0.1,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peoples-Jones, Donovan",WR,CLE,NA,6.5,4.5,55,NA,NA,0.3,NA,0,NA,0,0.1,7.1,NA,NA,FantasySharks,14857,NOS,0.6,0.2,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,LAR,NA,5,3.5,35,NA,NA,0.5,NA,4,NA,0,0,7,NA,NA,FantasySharks,14858,DEN,0.7,0.2,0.1,0.1,0,0,0.1,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Corey",WR,NYJ,NA,6.5,3.6,57,NA,NA,0.2,NA,1,NA,0,0,6.9,NA,NA,FantasySharks,13153,JAC,0.8,0.1,0,0,0,0,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Tre'Quan",WR,NOS,NA,4.9,3.3,49,NA,NA,0.3,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,13645,@CLE,0.8,0.1,0.2,0,0,0,0.1,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,7.4,5,51,NA,NA,0.2,NA,2,NA,0,0,6.8,NA,NA,FantasySharks,13176,@NYJ,0.9,0,0.1,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,BUF,NA,5.9,3.6,39,NA,NA,0.3,NA,5,NA,0.1,0,6.8,NA,NA,FantasySharks,13313,@CHI,1.1,0.2,0.1,0,0,0,0,10,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,5.3,3.3,49,NA,NA,0.3,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,15752,HOU,0.5,0.2,0,0.1,0,0,0.1,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,6.5,4.2,48,NA,NA,0.3,NA,3,NA,0,0.2,6.6,NA,NA,FantasySharks,15751,@BAL,0.9,0.2,0.1,0,0,0,0,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,7.4,4.8,52,NA,NA,0.2,NA,0,NA,0,0,6.5,NA,NA,FantasySharks,15319,@IND,0.7,0.1,0,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,HOU,NA,6.5,4.5,51,NA,NA,0.2,NA,0,NA,0,0,6.4,NA,NA,FantasySharks,12773,@TEN,0.9,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,6.8,3.7,47,NA,NA,0.2,NA,2,NA,0,0,6.3,NA,NA,FantasySharks,15288,JAC,0.9,0,0.1,0.1,0,0,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,6.4,4.2,52,NA,NA,0.2,NA,-1.1,NA,0,0.2,6.3,NA,NA,FantasySharks,14127,CIN,0.8,0.1,0,0.1,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,DET,NA,5,3.2,45,NA,NA,0.3,NA,0,NA,0,0,6.3,NA,NA,FantasySharks,13668,@CAR,0.4,0.1,0,0.1,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,6.1,3.5,39,NA,NA,0.4,NA,1,NA,0,0,6.2,NA,NA,FantasySharks,14977,NYG,0.8,0.2,0.1,0.1,0,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,5.2,3.5,50,NA,NA,0.2,NA,-0.1,NA,0,0,6,NA,NA,FantasySharks,13793,SEA,0.7,0.1,0.1,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,4.5,3.4,40,NA,NA,0.2,NA,2,NA,0.1,0.1,6,NA,NA,FantasySharks,14113,SEA,0.7,0.2,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,5.4,3.4,37,NA,NA,0.1,NA,11,NA,0.1,0,5.8,NA,NA,FantasySharks,13157,@SFO,0.6,0,0,0,0,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,5.5,3.3,38,NA,NA,0.3,NA,2,NA,0,0,5.7,NA,NA,FantasySharks,13289,@PIT,0.7,0.1,0,0.1,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,3.8,2.2,30,NA,NA,0.4,NA,1,NA,0,0,5.6,NA,NA,FantasySharks,15755,@SFO,0.6,0.1,0.1,0.1,0,0,0,5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gage, Russell",WR,TBB,NA,6,3.6,33,NA,NA,0.4,NA,0,NA,0,0.1,5.4,NA,NA,FantasySharks,13809,@ARI,1.4,0.3,0,0,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pringle, Byron",WR,CHI,NA,3.9,2.3,36,NA,NA,0.3,NA,0,NA,0,0,5.4,NA,NA,FantasySharks,13863,BUF,0.3,0.1,0,0,0.2,0,0,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,TEN,NA,6,4,44,NA,NA,0.2,NA,0,NA,0,0,5.3,NA,NA,FantasySharks,11228,HOU,0.9,0,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"James, Richie",WR,NYG,NA,5.2,3.7,41,NA,NA,0.2,NA,1,NA,0,0,5.3,NA,NA,FantasySharks,13724,@MIN,0.3,0.2,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,4.4,2.8,37,NA,NA,0.2,NA,1,NA,0,0,5.2,NA,NA,FantasySharks,14860,WAS,0.5,0.1,0.1,0,0.1,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gallup, Michael",WR,DAL,NA,6,3.2,37,NA,NA,0.3,NA,0,NA,0,0,5.2,NA,NA,FantasySharks,13646,PHI,0.9,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,4.5,2.7,35,NA,NA,0.3,NA,0,NA,0,0,5.1,NA,NA,FantasySharks,13168,@CAR,0.8,0.2,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,CHI,NA,4.6,3.1,37,NA,NA,0.2,NA,2,NA,0,0.1,5,NA,NA,FantasySharks,14841,BUF,0.5,0,0.1,0,0.1,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,CAR,NA,4.9,2.7,43,NA,NA,0.1,NA,0,NA,0,0,4.9,NA,NA,FantasySharks,15308,DET,0.4,0,0,0.1,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,DAL,NA,4.6,2.8,37,NA,NA,0.2,NA,0,NA,0,0.1,4.7,NA,NA,FantasySharks,13172,PHI,0.8,0.1,0.1,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,5.7,3.8,35,NA,NA,0.2,NA,2,NA,0,0.1,4.6,NA,NA,FantasySharks,14123,@PIT,0.7,0.1,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,4,2.5,29,NA,NA,0.3,NA,0,NA,0,0.1,4.6,NA,NA,FantasySharks,15779,@MIA,0.5,0,0.1,0,0.1,0,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,5,3,33,NA,NA,0.2,NA,2,NA,0,0,4.6,NA,NA,FantasySharks,15301,DEN,0.5,0.1,0,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,JAC,NA,5,2.7,31,NA,NA,0.2,NA,1,NA,0,0,4.6,NA,NA,FantasySharks,10738,@NYJ,0.8,0,0.2,0,0,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,BAL,NA,5.2,4.1,42,NA,NA,0.1,NA,1,NA,0,0.1,4.5,NA,NA,FantasySharks,12785,ATL,0.5,0,0,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,IND,NA,4.5,3,33,NA,NA,0.2,NA,1,NA,0,0,4.4,NA,NA,FantasySharks,14112,LAC,0.4,0.1,0,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,3.9,2,30,NA,NA,0.2,NA,0,NA,0,0,4.3,NA,NA,FantasySharks,15109,HOU,0.5,0.2,0,0,0,0,0.1,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,4.2,2.8,30,NA,NA,0.2,NA,0,NA,0,0.1,4.1,NA,NA,FantasySharks,14992,@DAL,0.5,0,0,0.1,0.1,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobb, Randall",WR,GBP,NA,4.5,3,33,NA,NA,0.1,NA,0.1,NA,0,0.1,4.1,NA,NA,FantasySharks,10308,@MIA,0.6,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,ATL,NA,3.7,2.2,33,NA,NA,0.1,NA,1,NA,0,0,4.1,NA,NA,FantasySharks,14592,@BAL,0.3,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shaheed, Rashid",WR,NOS,NA,2.2,1.6,29,NA,NA,0.1,NA,2,NA,0.1,0,4,NA,NA,FantasySharks,16080,@CLE,0.1,0,0,0,0,0,0.1,23,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,4.4,3,36,NA,NA,0.1,NA,1,NA,0,0.1,4,NA,NA,FantasySharks,13066,@CAR,0.7,0,0,0,0,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,4.5,2.1,31,NA,NA,0.1,NA,0,NA,0,0,4,NA,NA,FantasySharks,15768,LAC,0.4,0,0.1,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodgins, Isaiah",WR,NYG,NA,4.4,2.8,31,NA,NA,0.1,NA,0,NA,0,0,3.9,NA,NA,FantasySharks,14849,@MIN,0.3,0.1,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,NEP,NA,4.8,2.9,32,NA,NA,0.1,NA,0,NA,0,0.1,3.8,NA,NA,FantasySharks,12181,CIN,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Proche, James",WR,BAL,NA,4.3,2.8,31,NA,NA,0.1,NA,3,NA,0,0,3.7,NA,NA,FantasySharks,14848,ATL,0.5,0,0,0,0,0,0,13,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,3.6,2.3,28,NA,NA,0.1,NA,3,NA,0,0,3.7,NA,NA,FantasySharks,13418,CIN,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Julio",WR,TBB,NA,3.7,2.1,24,NA,NA,0.1,NA,2,NA,0,0,3.4,NA,NA,FantasySharks,10271,@ARI,0.9,0.1,0,0,0.1,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIA,NA,2.8,1.5,23,NA,NA,0.2,NA,0.1,NA,0,0,3.2,NA,NA,FantasySharks,13893,GBP,0.4,0,0.1,0,0,0,0.1,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCutcheon, Lance",WR,LAR,NA,4.6,2.2,26,NA,NA,0.1,NA,0,NA,0,0,3.2,NA,NA,FantasySharks,15993,DEN,0.6,0,0,0,0,0,0,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Cam",WR,WAS,NA,2.8,1.9,22,NA,NA,0.1,NA,3,NA,0,0,3.1,NA,NA,FantasySharks,13895,@SFO,0.5,0.1,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Byrd, Damiere",WR,ATL,NA,2.6,1.6,26,NA,NA,0.1,NA,0,NA,0,0,3.1,NA,NA,FantasySharks,12464,@BAL,0.1,0,0,0,0,0,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,3.8,2.7,20,NA,NA,0,NA,5,NA,0.1,0,3.1,NA,NA,FantasySharks,14838,DET,0.4,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,2.9,1.7,21,NA,NA,0.1,NA,1,NA,0,0,2.9,NA,NA,FantasySharks,15941,@KCC,0.3,0.1,0.1,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorsett, Phillip",WR,HOU,NA,4.2,2,24,NA,NA,0.1,NA,0,NA,0,0,2.9,NA,NA,FantasySharks,12188,@TEN,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,2.4,1.6,13,NA,NA,0.1,NA,4,NA,0,0,2.8,NA,NA,FantasySharks,13308,@NYJ,0.4,0.1,0,0,0,0,0,27,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,4,2.5,23,NA,NA,0.1,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,14108,TBB,0.5,0.1,0,0,0,0,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,3.1,1.9,22,NA,NA,0.1,NA,0,NA,0,0,2.7,NA,NA,FantasySharks,15034,@CLE,0.4,0.1,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
