player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Mike Williams,WR,LAC,NA,4.7,4.7,64.8,NA,NA,1,0,0,NA,0,0,12.5,NA,12890,FleaFlicker,13154,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR15,1,64.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.5,4.5,62.9,NA,NA,1,0,0,NA,0,0,12.29,NA,10252,FleaFlicker,11671,@ARISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR22,1,63,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,5.4,5.4,63.3,NA,NA,1,0,0.1,NA,0,0.1,12.29,NA,12950,FleaFlicker,13156,SEASat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR27,1,63.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,6.4,6.4,70.5,NA,NA,0.5,0,0,NA,0,0.1,9.87,NA,9380,FleaFlicker,11222,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR12,0.5,70.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,5.2,5.2,70,NA,NA,0.4,0.3,1.7,NA,0,0.1,9.63,NA,14746,FleaFlicker,14109,@SFSat 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR18,0.4,71.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,ARI,NA,5.7,5.7,67,NA,NA,0.5,0,0,NA,0,0.1,9.38,NA,9311,FleaFlicker,11232,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR14,0.5,67.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,6,6,65.8,NA,NA,0.5,0.2,0.8,NA,0,0.1,9.34,NA,12926,FleaFlicker,13163,@ARISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR17,0.5,66.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,4.3,4.3,61.5,NA,NA,0.5,0,0.1,NA,0,0,9.1,NA,15544,FleaFlicker,14833,@LARSun 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR28,0.5,61.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,5,5,62.2,NA,NA,0.5,0.2,0.9,NA,0,0,9.09,NA,13806,FleaFlicker,13633,@NYJW 19-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.09,WR20,0.5,63.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.6,5.6,63.4,NA,NA,0.4,0.1,1.8,NA,0,0.1,8.84,NA,15603,FleaFlicker,14842,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR29,0.4,65.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.2,4.2,55.2,NA,NA,0.5,0,0.1,NA,0,0,8.47,NA,11177,FleaFlicker,12175,NOSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR23,0.5,55.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,4.2,4.2,51.4,NA,NA,0.4,0.1,0.6,NA,0,0,7.36,NA,12153,FleaFlicker,12773,@TENSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR53,0.4,52,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.1,4.1,53.9,NA,NA,0.3,0.1,0.6,NA,0,0,7.31,NA,15531,FleaFlicker,14840,WASSat 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR25,0.3,54.5,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4.6,4.6,59,NA,NA,0.2,0,0.4,NA,0,0,7.28,NA,16253,FleaFlicker,15282,@DALSat 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR19,0.2,59.3,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,DET,NA,3.3,3.3,45.7,NA,NA,0.4,0,0,NA,0,0,7.21,NA,13790,FleaFlicker,13668,@CARSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR35,0.4,45.8,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,5.1,5.1,56.2,NA,NA,0.3,0.1,0.6,NA,0,0,7.2,NA,12937,FleaFlicker,13176,@NYJW 19-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.2,WR31,0.3,56.8,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,5.3,5.3,57.6,NA,NA,0.2,0.4,2.1,NA,0,0.1,7.11,NA,14754,FleaFlicker,14208,LVSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR40,0.2,59.7,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,3.9,3.9,57.5,NA,NA,0.2,0,0,NA,0,0,7.01,NA,14833,FleaFlicker,14122,@MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR42,0.2,57.5,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,2.8,2.8,41.8,NA,NA,0.4,0.3,3,NA,0.1,0,7,NA,17243,FleaFlicker,16080,@CLESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR64,0.4,44.7,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,3.2,3.2,49.4,NA,NA,0.3,0,0.1,NA,0,0,6.81,NA,15627,FleaFlicker,14845,@CHISat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR24,0.3,49.5,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,4.3,4.3,49,NA,NA,0.3,0,0.2,NA,0,0,6.8,NA,9891,FleaFlicker,11938,NYGSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR39,0.3,49.2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,4.3,4.3,55.7,NA,NA,0.2,0,0,NA,0,0.1,6.71,NA,16823,FleaFlicker,15751,@BALSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR30,0.2,55.7,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,3.8,3.8,50.1,NA,NA,0.2,0.3,1.5,NA,0,0,6.55,NA,16859,FleaFlicker,15762,LVSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR41,0.2,51.6,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,4.1,4.1,53,NA,NA,0.2,0.1,0.3,NA,0,0,6.33,NA,14949,FleaFlicker,14127,CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR46,0.2,53.4,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,4.3,4.3,49.3,NA,NA,0.2,0,0.1,NA,0,0,6.24,NA,14661,FleaFlicker,14105,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR37,0.2,49.4,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,GB,NA,3.6,3.6,46.5,NA,NA,0.3,0,0.2,NA,0,0,6.23,NA,14059,FleaFlicker,13632,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR26,0.3,46.7,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,3.2,3.2,46.2,NA,NA,0.2,0.2,1,NA,0,0,6.2,NA,9337,FleaFlicker,11239,@KCSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR85,0.2,47.2,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,3.2,3.2,43.8,NA,NA,0.2,1.1,5.2,NA,0,0,6.02,NA,16326,FleaFlicker,15301,DENSun 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR66,0.2,49,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,3.4,3.4,35.5,NA,NA,0.1,2.4,10.6,NA,0.1,0,5.75,NA,12930,FleaFlicker,13157,@SFSat 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR55,0.2,46.1,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,2.7,2.7,44.5,NA,NA,0.2,0.1,0.1,NA,0,0,5.72,NA,13952,FleaFlicker,13793,SEASat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR57,0.2,44.6,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,3.5,3.5,44.3,NA,NA,0.2,0.1,0.8,NA,0,0,5.71,NA,10242,FleaFlicker,11674,@TENSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR67,0.2,45.1,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,LAR,NA,3.3,3.3,44.8,NA,NA,0.2,0,0.2,NA,0,0,5.7,NA,15564,FleaFlicker,14858,DENSun 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR56,0.2,45,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,3.4,3.4,46.5,NA,NA,0.2,0,0.1,NA,0,0,5.62,NA,15642,FleaFlicker,14857,NOSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR34,0.2,46.6,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,3.2,3.2,40.9,NA,NA,0.2,0,0.1,NA,0,0,5.48,NA,13788,FleaFlicker,13646,PHISat 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR47,0.2,41,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.1,3.1,41.9,NA,NA,0.2,0.2,0.7,NA,0,0,5.47,NA,16821,FleaFlicker,15755,@SFSat 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR50,0.2,42.5,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,3.6,3.6,41.7,NA,NA,0.2,0.1,0.3,NA,0,0,5.41,NA,12051,FleaFlicker,12650,@NESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR48,0.2,42.1,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,3.8,3.8,42.8,NA,NA,0.2,0,0.2,NA,0,0.1,5.39,NA,14009,FleaFlicker,13724,@MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR74,0.2,43,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,3.8,3.8,42.8,NA,NA,0.2,0,0.2,NA,0,0,5.38,NA,16292,FleaFlicker,15319,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR43,0.2,42.9,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,3.1,3.1,41.6,NA,NA,0.2,0,0.2,NA,0,0,5.32,NA,13795,FleaFlicker,13630,@LARSun 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR49,0.2,41.8,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,2.9,2.9,32.9,NA,NA,0.2,0.8,5.2,NA,0.1,0,5.29,NA,13080,FleaFlicker,13313,@CHISat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR58,0.2,38.1,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,3.2,3.2,37.6,NA,NA,0.2,0.2,0.9,NA,0,0,5.23,NA,15695,FleaFlicker,14977,NYGSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR69,0.2,38.5,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corey Davis,WR,NYJ,NA,2.8,2.8,40.8,NA,NA,0.2,0,0.1,NA,0,0,5.22,NA,12913,FleaFlicker,13153,JACL 3-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.22,WR65,0.2,40.8,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,3,3,37.8,NA,NA,0.2,0.3,1.8,NA,0,0,5.22,NA,13008,FleaFlicker,13289,@PITSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR44,0.2,39.6,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,3.5,3.5,42,NA,NA,0.2,0,0.2,NA,0,0,5.18,NA,15625,FleaFlicker,14849,@MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.2,42.2,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,IND,NA,3.3,3.3,37.2,NA,NA,0.2,0.2,2.1,NA,0,0,5.11,NA,14692,FleaFlicker,14112,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR51,0.2,39.2,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,3,3,39.1,NA,NA,0.1,0.5,2.3,NA,0,0,5.11,NA,16265,FleaFlicker,15288,JACL 3-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.11,WR38,0.2,41.5,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,TB,NA,2.7,2.7,35.6,NA,NA,0.2,0.3,1.8,NA,0,0,5.06,NA,7372,FleaFlicker,10271,@ARISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR75,0.2,37.4,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,2.8,2.8,40.8,NA,NA,0.1,0,0,NA,0,0,4.98,NA,16313,FleaFlicker,15308,DETSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR63,0.1,40.8,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,3.7,3.7,40,NA,NA,0.2,0,0,NA,0,0,4.97,NA,12106,FleaFlicker,12785,ATLSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR62,0.2,40.1,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,2.8,2.8,39.3,NA,NA,0.2,0,0.1,NA,0,0,4.84,NA,11178,FleaFlicker,12181,CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR86,0.2,39.4,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2.5,2.5,36.4,NA,NA,0.2,0,0.2,NA,0,0,4.62,NA,16842,FleaFlicker,15768,LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR60,0.2,36.6,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,2.4,2.4,34.2,NA,NA,0.1,0.2,1.3,NA,0,0,4.39,NA,16803,FleaFlicker,15752,HOUSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR33,0.1,35.4,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,2.5,2.5,32.8,NA,NA,0.2,0,0,NA,0,0,4.3,NA,7401,FleaFlicker,10308,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR97,0.2,32.8,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,2.8,2.8,32.9,NA,NA,0.1,0,0.1,NA,0,0,4.2,NA,15751,FleaFlicker,14860,WASSat 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR76,0.1,33,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,DAL,NA,2.5,2.5,32.1,NA,NA,0.2,0,0,NA,0,0,4.11,NA,13120,FleaFlicker,13172,PHISat 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR72,0.2,32.2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,2.6,2.6,30.8,NA,NA,0.1,0.2,1.3,NA,0,0,4.05,NA,15667,FleaFlicker,14992,@DALSat 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR103,0.1,32.1,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,2.5,2.5,29.5,NA,NA,0.1,0.2,0.8,NA,0,0,4.05,NA,16835,FleaFlicker,15787,CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR82,0.2,30.3,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeSean Jackson,WR,BAL,NA,2.1,2.1,32.6,NA,NA,0.1,0,0.1,NA,0,0,4,NA,5324,FleaFlicker,9075,ATLSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,32.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2.5,2.5,30.4,NA,NA,0.1,0,0.1,NA,0,0,3.95,NA,13029,FleaFlicker,13168,@CARSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR78,0.1,30.5,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Gage,WR,TB,NA,3,3,29.3,NA,NA,0.2,0,0,NA,0,0,3.91,NA,13967,FleaFlicker,13809,@ARISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR52,0.2,29.3,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,2.5,2.5,25,NA,NA,0.2,0,0.1,NA,0,0,3.76,NA,8429,FleaFlicker,10738,@NYJW 19-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.76,WR79,0.2,25.1,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,2.2,2.2,27.3,NA,NA,0.2,0,0.4,NA,0,0,3.69,NA,16941,FleaFlicker,15779,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR70,0.2,27.7,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Callaway,WR,NO,NA,2.2,2.2,28.8,NA,NA,0.1,0,0,NA,0,0,3.66,NA,16044,FleaFlicker,15034,@CLESat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,28.8,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DChase Claypool,WR,CHI,NA,1.9,1.9,23.9,NA,NA,0.1,1,6.5,NA,0,0,3.64,NA,15597,FleaFlicker,14841,BUFSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR59,0.1,30.4,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,CHI,NA,2.2,2.2,27.5,NA,NA,0.1,0,0,NA,0,0,3.53,NA,14328,FleaFlicker,13863,BUFSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR90,0.1,27.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,2,2,25.4,NA,NA,0.1,0,0.1,NA,0,0,3.44,NA,14106,FleaFlicker,13893,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,25.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,2.1,2.1,21.8,NA,NA,0.1,0.7,4.2,NA,0,0,3.44,NA,15558,FleaFlicker,14838,DETSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR94,0.1,26,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,1.5,1.5,23.4,NA,NA,0.2,0,0.1,NA,0,0,3.37,NA,16192,FleaFlicker,15109,HOUSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR81,0.2,23.5,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,ATL,NA,2.3,2.3,26.7,NA,NA,0.1,0.1,0.7,NA,0,0,3.34,NA,15107,FleaFlicker,14592,@BALSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR89,0.1,27.4,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Sims,WR,PIT,NA,2,2,20.9,NA,NA,0.1,1,6.6,NA,0,0,3.33,NA,15251,FleaFlicker,14613,LVSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,27.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
