player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Jeremy Ruckert,TE,NYJ,NA,0.7,0.7,7.1,NA,NA,0.1,0,1.31,NA,16833,FleaFlicker,15796,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,7.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,MIA,NA,0.6,0.6,6.8,NA,NA,0.1,0,1.28,NA,16269,FleaFlicker,15334,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,0.1,6.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRCurtis Hodges,TE,WAS,NA,0.7,0.7,6.7,NA,NA,0.1,0,1.27,NA,17148,FleaFlicker,NA,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,6.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richard Rodgers,TE,LAC,NA,0.7,0.7,8.3,NA,NA,0.1,0,1.25,NA,10296,FleaFlicker,11785,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,NA,0,0.1,8.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacob Hollister,TE,LV,NA,0.7,0.7,6.5,NA,NA,0.1,0,1.25,NA,13175,FleaFlicker,13391,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,NA,0,0.1,6.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Asiasi,TE,CIN,NA,0.5,0.5,6.1,NA,NA,0.1,0,1.21,NA,15614,FleaFlicker,14936,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,6.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintin Morris,TE,BUF,NA,0.7,0.7,7.5,NA,NA,0.1,0,1.21,NA,16654,FleaFlicker,15341,@DETW 28-25,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,1.21,NA,0,0.1,7.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,0.6,0.6,6,NA,NA,0.1,0,1.2,NA,16923,FleaFlicker,15795,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Myarick,TE,NYG,NA,0.8,0.8,5.2,NA,NA,0.1,0,1.18,NA,15417,FleaFlicker,NA,@DALL 20-28,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,1.18,NA,0,0.1,5.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,BAL,NA,0.7,0.7,6.8,NA,NA,0.1,0,1.14,NA,14749,FleaFlicker,14209,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,6.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shane Zylstra,TE,DET,NA,0.8,0.8,7.1,NA,NA,0.1,0,1.13,NA,16729,FleaFlicker,15604,BUFL 25-28,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,6,NA,NA,0,0.1,7.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Boyle,TE,BAL,NA,0.6,0.6,5,NA,NA,0.1,0,1.1,NA,11257,FleaFlicker,12328,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0.1,5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJesse James,TE,CLE,NA,0.6,0.6,4.9,NA,NA,0.1,0,1.09,NA,11366,FleaFlicker,12211,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,NA,0,0.1,4.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre' McKitty,TE,LAC,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.08,NA,16291,FleaFlicker,15333,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,NA,0,0.1,7.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dan Arnold,TE,JAC,NA,0.7,0.7,8.2,NA,NA,0,0,1.06,NA,13665,FleaFlicker,13880,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,0,0,8.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcedes Lewis,TE,GB,NA,0.6,0.6,5.2,NA,NA,0.1,0,0.99,NA,4007,FleaFlicker,8269,@PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,0,0.1,5.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,TE,DEN,NA,0.8,0.8,9.7,NA,NA,0,0,0.97,NA,14951,FleaFlicker,14319,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9,NA,NA,0,0,9.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6.44,77.3,NA,NA,0.69,NA,11.88,NA,travis-kelce-1,NumberFire,11244,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,4.59,19.17,#16,52,1,15.07,8200,1.84,18.31,15.07,30,0.5,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,5.8,67.54,NA,NA,0.54,NA,9.98,NA,mark-andrews,NumberFire,13671,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3.36,16.6,#24,69,2,12.85,7300,1.76,15.78,12.85,26,0.49,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,5.09,50.25,NA,NA,0.28,NA,6.71,NA,pat-freiermuth,NumberFire,15331,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1.24,12.18,#10,104,3,9.23,5800,1.59,11.8,9.23,18,0.51,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,3.86,46.43,NA,NA,0.28,NA,6.25,NA,george-kittle,NumberFire,13299,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.94,11.56,#23,113,4,8.19,6200,1.32,10.16,8.19,16,0.51,NA,NA,NA,NA,NA
Tyler Higbee,TE,LA,NA,NA,5.14,46.74,NA,NA,0.2,NA,5.88,NA,tyler-higbee,NumberFire,12678,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.7,11.06,#22,117,5,8.42,5700,1.48,11.01,8.42,15,0.56,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,NA,3.56,40.73,NA,NA,0.23,NA,5.47,NA,greg-dulcich,NumberFire,15797,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.43,10.51,#14,128,6,7.23,5300,1.36,9.02,7.23,14,0.52,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,3,35,NA,NA,0.33,NA,5.43,NA,dawson-knox,NumberFire,14143,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.41,10.45,#32,130,7,6.96,5500,1.27,8.48,6.96,17,0.41,NA,NA,NA,NA,NA
Dalton Schultz,TE,DAL,NA,NA,3.55,34.96,NA,NA,0.3,NA,5.3,NA,dalton-schultz,NumberFire,13772,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.32,10.28,#19,134,8,7.05,5800,1.22,8.85,7.05,16,0.44,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,3.4,33.6,NA,NA,0.28,NA,5.03,NA,t-j-hockenson,NumberFire,14138,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.15,9.91,#1,141,9,6.74,6300,1.07,8.45,6.74,20,0.34,NA,NA,NA,NA,NA
Foster Moreau,TE,LV,NA,NA,3.12,37.17,NA,NA,0.22,NA,4.97,NA,foster-moreau,NumberFire,14239,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.11,9.83,#25,143,10,6.56,5400,1.21,8.15,6.56,17,0.39,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.26,35.04,NA,NA,0.17,NA,4.52,NA,david-njoku,NumberFire,13192,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.18,9.22,#5,155,11,6.15,5600,1.1,7.79,6.15,18,0.34,NA,NA,NA,NA,NA
Hayden Hurst,TE,CIN,NA,NA,3.24,29.16,NA,NA,0.25,NA,4.39,NA,hayden-hurst,NumberFire,13680,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.27,9.05,#9,160,12,6,5100,1.18,7.65,6,14,0.43,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,3.23,30.02,NA,NA,0.19,NA,4.09,NA,tyler-conklin,NumberFire,13675,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.46,8.64,#27,167,13,5.7,4800,1.19,7.35,5.7,12,0.48,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.68,27.88,NA,NA,0.21,NA,4.01,NA,isaiah-likely,NumberFire,15798,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.51,8.53,#24,168,14,5.39,4500,1.2,6.74,5.39,13,0.41,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,NA,2.42,26.17,NA,NA,0.23,NA,3.98,NA,michael-gesicki,NumberFire,13672,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.53,8.49,#29,172,15,5.21,5000,1.04,6.43,5.21,12,0.43,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,NA,3.27,29.66,NA,NA,0.17,NA,3.95,NA,evan-engram,NumberFire,13189,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.55,8.45,#15,174,16,5.6,4900,1.14,7.26,5.6,13,0.43,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,2.99,28.03,NA,NA,0.19,NA,3.94,NA,noah-fant,NumberFire,14137,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.56,8.44,#31,175,17,5.44,5100,1.07,6.94,5.44,13,0.42,NA,NA,NA,NA,NA
Logan Thomas,TE,WSH,NA,NA,2.8,28.08,NA,NA,0.19,NA,3.93,NA,logan-thomas,NumberFire,11647,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.56,8.42,#30,176,18,5.35,5200,1.03,6.76,5.35,12,0.45,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,NA,2.83,25.69,NA,NA,0.23,NA,3.93,NA,robert-tonyan,NumberFire,13427,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.56,8.42,#11,176,18,5.38,4900,1.1,6.8,5.38,11,0.49,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,2.89,28.92,NA,NA,0.16,NA,3.84,NA,juwan-johnson,NumberFire,14861,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.62,8.3,#7,179,20,5.32,5500,0.97,6.76,5.32,14,0.38,NA,NA,NA,NA,NA
Will Dissly,TE,SEA,NA,NA,2.35,23.25,NA,NA,0.16,NA,3.27,NA,will-dissly,NumberFire,13763,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-0.99,7.53,#31,192,21,4.42,4600,0.96,5.62,4.42,12,0.37,NA,NA,NA,NA,NA
Jack Stoll,TE,PHI,NA,NA,2.29,21.58,NA,NA,0.17,NA,3.14,NA,jack-stoll,NumberFire,15541,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.08,7.36,#20,198,22,4.3,4400,0.98,5.46,4.3,10,0.43,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,NA,2.06,20.63,NA,NA,0.15,NA,2.95,NA,austin-hooper,NumberFire,12677,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.2,7.1,#12,209,23,3.99,5000,0.8,5.02,3.99,11,0.36,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,1.81,20.58,NA,NA,0.14,NA,2.88,NA,hunter-henry,NumberFire,12676,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.24,7,#13,211,24,3.78,4900,0.77,4.7,3.78,12,0.32,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,NA,1.59,17.13,NA,NA,0.11,NA,2.87,NA,jonnu-smith,NumberFire,13193,MIN,NA,NA,NA,NA,NA,NA,NA,3.82,0.03,NA,NA,NA,NA,NA,0.58,NA,NA,NA,-1.25,6.99,#13,212,25,3.69,4700,0.79,4.51,3.69,11,0.34,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,2.16,21.71,NA,NA,0.11,NA,2.81,NA,cole-kmet,NumberFire,14867,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.29,6.91,#3,215,26,3.89,5300,0.73,4.98,3.89,17,0.23,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,2.16,19.59,NA,NA,0.14,NA,2.76,NA,cade-otton,NumberFire,15802,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.32,6.84,#28,221,27,3.86,4900,0.79,4.95,3.86,10,0.39,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,1.71,20.16,NA,NA,0.1,NA,2.61,NA,mo-alie-cox,NumberFire,13246,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.42,6.64,#17,230,28,3.45,4500,0.77,4.32,3.45,10,0.35,NA,NA,NA,NA,NA
Tre' McKitty,TE,LAC,NA,NA,1.75,17.61,NA,NA,0.13,NA,2.55,NA,tre-mckitty,NumberFire,15333,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.46,6.56,#21,234,29,3.4,4500,0.76,4.28,3.4,10,0.34,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,NA,1.77,14.19,NA,NA,0.15,NA,2.31,NA,cameron-brate,NumberFire,12110,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.61,6.23,#28,238,30,3.18,4600,0.69,4.08,3.18,10,0.32,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,NA,1.79,17.26,NA,NA,0.09,NA,2.27,NA,brevin-jordan,NumberFire,15330,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.64,6.18,#26,239,31,3.14,4300,0.73,4.05,3.14,10,0.31,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,1.76,17.07,NA,NA,0.09,NA,2.25,NA,kylen-granson,NumberFire,15419,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.65,6.15,#17,241,32,3.11,4500,0.69,4,3.11,10,0.31,NA,NA,NA,NA,NA
Jordan Akins,TE,HOU,NA,NA,1.62,17.32,NA,NA,0.07,NA,2.16,NA,jordan-akins,NumberFire,13753,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.71,6.03,#26,247,33,2.94,4600,0.64,3.76,2.94,10,0.29,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.63,16.18,NA,NA,0.09,NA,2.12,NA,tommy-tremble,NumberFire,15332,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.74,5.98,#4,249,34,2.95,4500,0.66,3.78,2.95,10,0.3,NA,NA,NA,NA,NA
Zach Gentry,TE,PIT,NA,NA,1.62,15.83,NA,NA,0.08,NA,2.07,NA,zach-gentry,NumberFire,14240,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.77,5.91,#10,253,35,2.85,4200,0.68,3.67,2.85,10,0.29,NA,NA,NA,NA,NA
Parker Hesse,TE,ATL,NA,NA,1.56,15.28,NA,NA,0.09,NA,2.03,NA,parker-hesse,NumberFire,15564,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.79,5.85,#8,255,36,2.83,4200,0.67,3.62,2.83,10,0.28,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,NA,1.54,14.49,NA,NA,0.08,NA,1.9,NA,ian-thomas,NumberFire,13678,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.88,5.68,#4,261,37,2.68,4500,0.6,3.46,2.68,10,0.27,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,1.6,14.52,NA,NA,0.08,NA,1.9,NA,harrison-bryant,NumberFire,14875,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.88,5.68,#5,261,37,2.71,4900,0.55,3.52,2.71,11,0.25,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,1.26,12.48,NA,NA,0.11,NA,1.88,NA,noah-gray-1,NumberFire,15337,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.89,5.65,#16,265,39,2.52,4200,0.6,3.16,2.52,10,0.25,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,1.21,12.6,NA,NA,0.1,NA,1.84,NA,gerald-everett,NumberFire,13236,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.92,5.6,#21,267,40,2.45,5200,0.47,3.06,2.45,20,0.12,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,NA,1.26,12.87,NA,NA,0.08,NA,1.79,NA,brock-wright,NumberFire,15626,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.95,5.53,#6,269,41,2.38,4600,0.52,3.02,2.38,10,0.24,NA,NA,NA,NA,NA
John Bates,TE,WSH,NA,NA,1.24,13.04,NA,NA,0.07,NA,1.73,NA,john-bates,NumberFire,15344,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-1.99,5.45,#30,271,42,2.32,4200,0.55,2.95,2.32,10,0.23,NA,NA,NA,NA,NA
O.J. Howard,TE,HOU,NA,NA,1.1,13.61,NA,NA,0.06,NA,1.72,NA,o-j-howard,NumberFire,13188,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2,5.44,#26,272,43,2.25,4400,0.51,2.81,2.25,12,0.19,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,NA,1.24,12.03,NA,NA,0.08,NA,1.69,NA,colby-parkinson,NumberFire,14871,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.01,5.39,#31,274,44,2.28,4400,0.52,2.91,2.28,10,0.23,NA,NA,NA,NA,NA
MyCole Pruitt,TE,ATL,NA,NA,1.17,11.72,NA,NA,0.07,NA,1.59,NA,mycole-pruitt,NumberFire,12309,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.08,5.26,#8,277,45,2.16,4700,0.46,2.75,2.16,10,0.22,NA,NA,NA,NA,NA
Peyton Hendershot,TE,DAL,NA,NA,1.08,10.45,NA,NA,0.09,NA,1.58,NA,peyton-hendershot,NumberFire,16000,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.09,5.25,#19,279,46,2.11,4300,0.49,2.66,2.11,10,0.21,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,NA,1.12,10.1,NA,NA,0.08,NA,1.51,NA,johnny-mundt,NumberFire,13940,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.13,5.15,#1,282,47,2.03,4300,0.47,2.6,2.03,10,0.2,NA,NA,NA,NA,NA
Josh Oliver,TE,BAL,NA,NA,1.03,10.1,NA,NA,0.08,NA,1.47,NA,josh-oliver,NumberFire,14209,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.16,5.1,#24,283,48,1.99,4200,0.47,2.51,1.99,10,0.2,NA,NA,NA,NA,NA
Adam Trautman,TE,NO,NA,NA,1.15,10.81,NA,NA,0.05,NA,1.4,NA,adam-trautman,NumberFire,14870,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.2,5,#7,289,49,1.94,4500,0.43,2.52,1.94,10,0.19,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,0.91,9.95,NA,NA,0.06,NA,1.36,NA,chigoziem-okonkwo,NumberFire,15889,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.23,4.95,#12,291,50,1.79,4500,0.4,2.26,1.79,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,NYG,NA,NA,1.16,10.19,NA,NA,0.05,NA,1.33,NA,tanner-hudson,NumberFire,14370,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.25,4.91,#2,293,51,1.88,4300,0.44,2.47,1.88,10,0.19,NA,NA,NA,NA,NA
Chris Myarick,TE,NYG,NA,NA,1.18,9.67,NA,NA,0.06,NA,1.29,NA,chris-myarick,NumberFire,15620,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.27,4.85,#2,294,52,1.9,4200,0.45,2.5,1.9,10,0.19,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,0.6,5.91,NA,NA,0.05,NA,1.23,NA,durham-smythe,NumberFire,13676,HOU,NA,NA,NA,NA,NA,NA,NA,1.6,0.03,NA,NA,NA,NA,NA,0.29,NA,NA,NA,-2.31,4.77,#29,299,53,1.53,4300,0.36,1.83,1.53,10,0.15,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,0.94,8.47,NA,NA,0.06,NA,1.19,NA,c-j-uzomah,NumberFire,12317,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.34,4.72,#27,302,54,1.68,4300,0.39,2.15,1.68,10,0.17,NA,NA,NA,NA,NA
James Mitchell,TE,DET,NA,NA,0.8,7.97,NA,NA,0.05,NA,1.11,NA,james-mitchell,NumberFire,15909,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.39,4.61,#6,305,55,1.5,NA,NA,1.9,1.5,10,0.15,NA,NA,NA,NA,NA
Reggie Gilliam,TE,BUF,NA,NA,0.65,6.76,NA,NA,0.06,NA,1.04,NA,reggie-gilliam,NumberFire,15103,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.44,4.52,#32,310,56,1.36,4600,0.3,1.69,1.36,10,0.14,NA,NA,NA,NA,NA
Geoff Swaim,TE,TEN,NA,NA,0.76,6.3,NA,NA,0.05,NA,0.92,NA,geoff-swaim,NumberFire,12378,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.51,4.35,#12,317,57,1.31,4200,0.31,1.69,1.31,10,0.13,NA,NA,NA,NA,NA
Jelani Woods,TE,IND,NA,NA,0.65,6.36,NA,NA,0.04,NA,0.86,NA,jelani-woods,NumberFire,15840,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.55,4.27,#17,320,58,1.2,4400,0.27,1.53,1.2,10,0.12,NA,NA,NA,NA,NA
Quintin Morris,TE,BUF,NA,NA,0.52,5.52,NA,NA,0.05,NA,0.83,NA,quintin-morris,NumberFire,15341,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,-2.57,4.23,#32,322,59,1.11,4200,0.26,1.37,1.11,10,0.11,NA,NA,NA,NA,NA
Armani Rogers,TE,WSH,NA,NA,0.41,4.32,NA,NA,0.03,NA,0.8,NA,armani-rogers,NumberFire,15990,ATL,NA,NA,NA,NA,NA,NA,NA,1.27,0.02,NA,NA,NA,NA,NA,0.31,NA,NA,NA,-2.59,4.19,#30,326,60,1.06,4300,0.25,1.27,1.06,NA,NA,NA,NA,NA,NA,NA
