player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Aldrick Rosas,K,DET,1,1.4,1.8,0,0,0.4,0.4,0.4,0.5,0.3,0.4,0.2,0.2,2,2.2,6.2,6.2,2237139,CBS,13241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,1,1.2,1.5,0,0,0.4,0.4,0.3,0.4,0.3,0.4,0.2,0.2,2.4,2.5,6,6,1109832,CBS,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,1,1.4,1.6,0,0,0.3,0.3,0.5,0.5,0.4,0.5,0.1,0.1,1.8,1.8,6,6,2132690,CBS,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tristan Vizcaino,K,NE,1,1.3,1.5,0,0,0.3,0.4,0.4,0.5,0.4,0.5,0.1,0.1,1.8,2,5.7,5.7,3103638,CBS,14650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ammendola,K,HOU,1,1.3,1.6,0,0,0.4,0.4,0.4,0.5,0.4,0.5,0.1,0.1,1.7,1.9,5.6,5.6,2185684,CBS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Seibert,K,DET,1,1.3,1.6,0,0,0.3,0.3,0.5,0.5,0.4,0.6,0.1,0.1,1.6,1.8,5.5,5.5,2179668,CBS,14258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,1,1.1,1.3,0,0,0.2,0.3,0.4,0.4,0.3,0.4,0.1,0.1,2.1,2.3,5.4,5.4,2080295,CBS,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,CLE,1,1.2,1.4,0,0,0.3,0.3,0.3,0.3,0.3,0.5,0.2,0.2,1.8,1.9,5.4,5.4,2165272,CBS,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,1,1.1,1.2,0,0,0.4,0.4,0.3,0.3,0.4,0.4,0,0,1.9,2,5.2,5.2,1724930,CBS,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,8.6,NA,13274,FantasyPros,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,8.4,NA,23297,FantasyPros,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,1.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,8.2,NA,11465,FantasyPros,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,8.2,NA,11818,FantasyPros,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,8.1,NA,16712,FantasyPros,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,8.1,NA,9491,FantasyPros,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,8.1,NA,12378,FantasyPros,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,8.1,NA,17533,FantasyPros,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodrigo Blankenship,K,IND,NA,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,8,NA,19469,FantasyPros,14912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,8,NA,19760,FantasyPros,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,8,NA,16026,FantasyPros,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,8,NA,11339,FantasyPros,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Seibert,K,DET,NA,1.9,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,7.9,NA,18689,FantasyPros,14258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,1.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,7.7,NA,9534,FantasyPros,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,1.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,7.7,NA,17420,FantasyPros,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,7.7,NA,9433,FantasyPros,8742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,1.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,7.6,NA,9549,FantasyPros,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,7.4,NA,18545,FantasyPros,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,1.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,7.3,NA,16540,FantasyPros,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James McCourt,K,JAC,NA,1.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,7.3,NA,24620,FantasyPros,16002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1.6,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,7.3,NA,19028,FantasyPros,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,7.3,NA,16910,FantasyPros,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,1.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,7.2,NA,13029,FantasyPros,11936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,7.2,NA,9443,FantasyPros,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,1.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,7.2,NA,17647,FantasyPros,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,7.1,NA,15756,FantasyPros,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,7,NA,14003,FantasyPros,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,6.9,NA,11345,FantasyPros,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,1.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,6.7,NA,24549,FantasyPros,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6.6,NA,17575,FantasyPros,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,1.5,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6.6,NA,9232,FantasyPros,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,1.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,6.3,NA,13731,FantasyPros,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,1.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,5.6,NA,23370,FantasyPros,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Daniel",K,LVR,NA,2.8,2.9,0,NA,1,NA,0.8,NA,0.8,NA,0.3,NA,2.2,2.3,11.8,NA,NA,FantasySharks,13718,@LAC,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Justin",K,BAL,NA,1.8,2,0,NA,0.4,NA,0.5,NA,0.6,NA,0.3,NA,2.3,2.3,8.6,NA,NA,FantasySharks,10976,@NYJ,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Succop, Ryan",K,TBB,NA,1.8,2,0,NA,0.6,NA,0.6,NA,0.5,NA,0,NA,3.3,3.6,8.5,NA,NA,FantasySharks,9686,@DAL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bass, Tyler",K,BUF,NA,1.6,1.9,0,NA,0.8,NA,0.3,NA,0.3,NA,0.2,NA,3.3,3.5,8.3,NA,NA,FantasySharks,14983,@LAR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Folk, Nick",K,NEP,NA,1.7,1.8,0,NA,0.3,NA,0.5,NA,0.7,NA,0.2,NA,2.2,2.4,8.2,NA,NA,FantasySharks,8851,@MIA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McPherson, Evan",K,CIN,NA,1.8,2.1,0,NA,0.3,NA,0.8,NA,0.3,NA,0.4,NA,2.1,2.1,8.1,NA,NA,FantasySharks,15368,PIT,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gay, Matt",K,LAR,NA,1.8,2,0,NA,0.3,NA,0.8,NA,0.6,NA,0.2,NA,2.5,2.5,8.1,NA,NA,FantasySharks,14244,BUF,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koo, Younghoe",K,ATL,NA,1.8,1.9,0,NA,0.5,NA,0.5,NA,0.4,NA,0.4,NA,1.8,1.8,7.8,NA,NA,FantasySharks,13403,NOS,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Dustin",K,LAC,NA,1.7,2,0.1,NA,0.5,NA,0.3,NA,0.7,NA,0.1,NA,2.4,2.7,7.7,NA,NA,FantasySharks,11387,LVR,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butker, Harrison",K,KCC,NA,1.4,1.6,0,NA,0.2,NA,0.5,NA,0.3,NA,0.3,NA,2.9,3.1,7.5,NA,NA,FantasySharks,13354,@ARI,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blankenship, Rodrigo",K,IND,NA,1.7,2.1,0,NA,0.4,NA,0.5,NA,0.7,NA,0,NA,2.5,2.6,7.4,NA,NA,FantasySharks,14912,@HOU,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boswell, Chris",K,PIT,NA,1.7,1.9,0,NA,0.4,NA,0.4,NA,0.6,NA,0.3,NA,1.6,1.8,7.1,NA,NA,FantasySharks,11936,@CIN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joseph, Greg",K,MIN,NA,1.5,1.8,0,NA,0.4,NA,0.5,NA,0.4,NA,0.3,NA,2.1,2.3,7,NA,NA,FantasySharks,13898,GBP,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Jake",K,PHI,NA,1.5,1.6,0,NA,0.3,NA,0.5,NA,0.6,NA,0.1,NA,2.3,2.4,7,NA,NA,FantasySharks,13303,@DET,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Jason",K,MIA,NA,1.7,2,0,NA,0.4,NA,0.4,NA,0.6,NA,0.2,NA,2,2.1,6.9,NA,NA,FantasySharks,13832,NEP,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myers, Jason",K,SEA,NA,1.3,1.5,0,NA,0.1,NA,0.5,NA,0.4,NA,0.2,NA,2.6,2.8,6.7,NA,NA,FantasySharks,12437,DEN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crosby, Mason",K,GBP,NA,1.3,1.6,0,NA,0.4,NA,0.5,NA,0.2,NA,0.1,NA,3.2,3.4,6.6,NA,NA,FantasySharks,8742,@MIN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slye, Joey",K,WAS,NA,1.6,1.8,0,NA,0.6,NA,0.4,NA,0.4,NA,0.2,NA,1.3,1.6,6.5,NA,NA,FantasySharks,14600,JAC,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bullock, Randy",K,TEN,NA,1.4,1.7,0,NA,0.3,NA,0.6,NA,0.4,NA,0.1,NA,2.4,2.6,6.4,NA,NA,FantasySharks,10862,NYG,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maher, Brett",K,DAL,NA,1.7,2,0,NA,0.4,NA,0.7,NA,0.5,NA,0.1,NA,1.6,1.9,6.3,NA,NA,FantasySharks,13909,TBB,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gould, Robbie",K,SFO,NA,1.3,1.5,0,NA,0.3,NA,0.3,NA,0.5,NA,0.2,NA,2,2.1,6.3,NA,NA,FantasySharks,8153,@CHI,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prater, Matt",K,ARI,NA,1.4,1.8,0,NA,0.5,NA,0.4,NA,0.2,NA,0.3,NA,2.1,2.3,6.2,NA,NA,FantasySharks,8930,KCC,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutz, Wil",K,NOS,NA,1.3,1.7,0,NA,0.4,NA,0.6,NA,0.4,NA,0,NA,2.6,2.7,6.1,NA,NA,FantasySharks,12956,@ATL,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gano, Graham",K,NYG,NA,1.6,1.8,0,NA,0.2,NA,0.7,NA,0.4,NA,0.3,NA,1,1,6.1,NA,NA,FantasySharks,9694,@TEN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Cairo",K,CHI,NA,1.5,1.7,0,NA,0.5,NA,0.4,NA,0.6,NA,0.1,NA,1.5,1.6,6,NA,NA,FantasySharks,11945,SFO,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McManus, Brandon",K,DEN,NA,1.4,1.8,0,NA,0.3,NA,0.3,NA,0.4,NA,0.4,NA,1.6,1.8,5.9,NA,NA,FantasySharks,11947,@SEA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairbairn, Ka'imi",K,HOU,NA,1.4,1.7,0,NA,0.4,NA,0.4,NA,0.2,NA,0.3,NA,1.7,1.8,5.8,NA,NA,FantasySharks,12860,IND,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pineiro, Eddy",K,CAR,NA,1.3,1.4,0,NA,0.5,NA,0.3,NA,0.4,NA,0.1,NA,1.6,1.7,5.7,NA,NA,FantasySharks,13719,CLE,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zuerlein, Greg",K,NYJ,NA,1.4,1.8,0,NA,0.4,NA,0.6,NA,0.3,NA,0.1,NA,1.8,2,5.3,NA,NA,FantasySharks,10868,BAL,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York, Cade",K,CLE,NA,1,1.3,0,NA,0.2,NA,0.3,NA,0.4,NA,0.1,NA,2.5,2.8,5.1,NA,NA,FantasySharks,15882,@CAR,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nordin, Quinn",K,NEP,NA,1.1,1.3,0,NA,0.2,NA,0.4,NA,0.4,NA,0.1,NA,1.5,1.6,5.1,NA,NA,FantasySharks,15516,@MIA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seibert, Austin",K,DET,NA,1.3,1.5,0,NA,0.2,NA,0.6,NA,0.4,NA,0.1,NA,1.5,1.6,5.1,NA,NA,FantasySharks,14258,PHI,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Riley",K,JAC,NA,1.1,1.3,0,NA,0.3,NA,0.3,NA,0.3,NA,0.1,NA,1.2,1.3,4.2,NA,NA,FantasySharks,15369,@WAS,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,12.11,NA,4780,FleaFlicker,8851,@MIASun 1:00 PM,NA,0,K13,2/2,2/2,65%,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,10.78,NA,6293,FleaFlicker,9686,@DALSun 8:20 PM,NA,1,K7,2/1,2/2,83%,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,10.72,NA,9416,FleaFlicker,11387,LVSun 4:25 PM,NA,8,K16,2/2,2/2,30%,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,10.57,NA,8663,FleaFlicker,10976,@NYJSun 1:00 PM,NA,0,K1,2/2,2/2,98%,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.44,NA,15366,FleaFlicker,14600,JACSun 1:00 PM,NA,4,K32,2/1,2/2,6%,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.42,NA,2882,FleaFlicker,8153,@CHISun 1:00 PM,NA,9,K14,2/2,2/2,28%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.38,NA,14848,FleaFlicker,14244,BUFThu 8:20 PM,NA,7,K3,2/1,2/2,95%,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.2,NA,14337,FleaFlicker,13898,GBSun 4:25 PM,NA,7,K20,2/1,2/2,28%,NA,NA,NA,NA,NA,NA,NA
