player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
"Hodge, KhaDarel",WR,ATL,NA,0.2,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13963,NOS,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schwartz, Anthony",WR,CLE,NA,0.7,0,0.1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15296,@CAR,0.1,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strachan, Mike",WR,IND,NA,0.5,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15478,@HOU,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sills, David",WR,NYG,NA,0.9,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,14110,@TEN,0.1,0,0,0,0,0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,LAR,NA,0.4,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13910,BUF,0,0,0,0,0,0,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,0.8,0.2,1,NA,NA,0,NA,-0.2,NA,0,0,0.1,NA,NA,FantasySharks,15779,@MIN,0.2,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roberts, Andre",WR,CAR,NA,0.3,0,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,9921,CLE,0,0,0,0,0,0,0,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgil, Jalen",WR,DEN,NA,0.3,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15996,@SEA,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Michael",WR,CLE,NA,0.5,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15792,@CAR,0,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olszewski, Gunner",WR,PIT,NA,0.2,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,14555,@CIN,0,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.9,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15941,DEN,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,7.5,7.5,92.9,NA,NA,1,0.2,2.3,NA,0,0,15.58,NA,12970,FleaFlicker,13164,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR2,1,95.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6.3,6.3,87,NA,NA,1,0.1,1.2,NA,0,0,14.84,NA,15540,FleaFlicker,14836,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR1,1,88.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,7.1,7.1,86.5,NA,NA,1,0,0,NA,0,0,14.61,NA,10295,FleaFlicker,11675,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR5,1,86.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,5.5,5.5,81.5,NA,NA,1,0.6,3.8,NA,0,0,14.59,NA,16250,FleaFlicker,15281,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR3,1,85.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,6.3,6.3,76.6,NA,NA,1,0,0,NA,0,0,13.62,NA,11329,FleaFlicker,12186,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR4,1,76.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,5,5,73.9,NA,NA,1,0,0.3,NA,0,0,13.38,NA,14694,FleaFlicker,14104,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR10,1,74.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,5,5,69.2,NA,NA,1,0,0,NA,0,0,12.91,NA,10252,FleaFlicker,11671,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR8,1,69.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.3,4.3,62.8,NA,NA,0.4,3.6,22.6,NA,0.2,0,12.11,NA,14702,FleaFlicker,14136,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR6,0.6,85.4,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,5.6,5.6,70.4,NA,NA,0.5,0.4,2.5,NA,0,0,10.31,NA,12197,FleaFlicker,12801,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR9,0.5,73,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,5.5,5.5,73.5,NA,NA,0.4,0.2,1.8,NA,0,0,10.12,NA,15523,FleaFlicker,14832,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR7,0.4,75.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,5,5,68,NA,NA,0.5,0,0.1,NA,0,0,9.71,NA,15585,FleaFlicker,14835,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR11,0.5,68.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.4,5.4,68.2,NA,NA,0.4,0.3,1.6,NA,0,0,9.52,NA,15603,FleaFlicker,14842,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR12,0.4,69.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,4.5,4.5,63.4,NA,NA,0.5,0,0.1,NA,0,0,9.26,NA,12890,FleaFlicker,13154,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR15,0.5,63.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,5.7,5.7,67.6,NA,NA,0.4,0.2,1.1,NA,0,0,9.07,NA,10242,FleaFlicker,11674,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR21,0.4,68.7,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,4,4,61.5,NA,NA,0.5,0,0.1,NA,0,0,9.05,NA,15627,FleaFlicker,14845,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR18,0.5,61.5,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,5.7,5.7,67.2,NA,NA,0.4,0,0.1,NA,0,0,9.03,NA,11177,FleaFlicker,12175,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR30,0.4,67.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.9,4.9,66.3,NA,NA,0.4,0,0.2,NA,0,0,8.95,NA,14706,FleaFlicker,14102,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR19,0.4,66.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,5.7,5.7,62.7,NA,NA,0.5,0,0,NA,0,0,8.93,NA,9380,FleaFlicker,11222,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR16,0.5,62.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,5.2,5.2,65.2,NA,NA,0.4,0.1,0.6,NA,0,0,8.92,NA,14661,FleaFlicker,14105,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR24,0.4,65.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,6,6,67.2,NA,NA,0.3,0.2,1.2,NA,0,0,8.82,NA,14754,FleaFlicker,14208,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR22,0.3,68.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.3,5.3,61.5,NA,NA,0.4,0.1,0.7,NA,0,0.1,8.7,NA,12926,FleaFlicker,13163,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR28,0.4,62.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.6,4.6,62.7,NA,NA,0.4,0,0.1,NA,0,0,8.6,NA,14746,FleaFlicker,14109,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR17,0.4,62.8,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,4.6,4.6,63.3,NA,NA,0.3,0.2,1,NA,0,0,8.45,NA,11242,FleaFlicker,12187,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR39,0.3,64.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,5.4,5.4,58.9,NA,NA,0.4,0.5,2.7,NA,0,0,8.4,NA,16373,FleaFlicker,15287,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR32,0.4,61.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.5,5.5,58.8,NA,NA,0.4,0.4,1.7,NA,0,0,8.39,NA,16236,FleaFlicker,15284,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR20,0.4,60.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,4.3,4.3,61,NA,NA,0.3,0.1,0.6,NA,0,0,8.22,NA,15544,FleaFlicker,14833,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR25,0.3,61.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,4.5,4.5,59.7,NA,NA,0.3,0.3,1.8,NA,0,0,8.15,NA,16265,FleaFlicker,15288,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR29,0.3,61.5,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,4.8,4.8,63.2,NA,NA,0.3,0.1,0.9,NA,0,0,8.13,NA,15658,FleaFlicker,14974,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR26,0.3,64.1,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,5,5,58,NA,NA,0.4,0,0.2,NA,0,0,8.12,NA,12096,FleaFlicker,12652,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR31,0.4,58.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4,4,56.1,NA,NA,0.4,0,0,NA,0,0,7.99,NA,13795,FleaFlicker,13630,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR14,0.4,56.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,4.6,4.6,55.6,NA,NA,0.3,0.2,3,NA,0,0,7.92,NA,9338,FleaFlicker,11228,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR43,0.3,58.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CAR,NA,4.1,4.1,58.5,NA,NA,0.3,0.4,2.2,NA,0,0,7.89,NA,13764,FleaFlicker,13635,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR13,0.3,60.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,5.4,5.4,56.5,NA,NA,0.4,0.1,0.8,NA,0,0,7.89,NA,14836,FleaFlicker,14123,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR41,0.4,57.3,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,4,4,54.5,NA,NA,0.4,0,0,NA,0,0,7.75,NA,16253,FleaFlicker,15282,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR36,0.4,54.5,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,4.6,4.6,52,NA,NA,0.4,0,0.3,NA,0,0,7.65,NA,9891,FleaFlicker,11938,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR34,0.4,52.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,NYG,NA,4.8,4.8,53.8,NA,NA,0.3,0.4,2,NA,0,0,7.4,NA,16251,FleaFlicker,15289,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR45,0.3,55.8,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,4.4,4.4,53.7,NA,NA,0.3,0,0.1,NA,0,0,7.2,NA,16248,FleaFlicker,15293,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR27,0.3,53.8,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,3.6,3.6,50.1,NA,NA,0.3,0.1,0.6,NA,0,0,7.19,NA,15531,FleaFlicker,14840,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR35,0.4,50.8,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,4.5,4.5,54.5,NA,NA,0.3,0,0.1,NA,0,0,7.16,NA,13806,FleaFlicker,13633,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR40,0.3,54.6,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,GB,NA,3.6,3.6,49.3,NA,NA,0.4,0.1,0.7,NA,0,0,7.13,NA,14059,FleaFlicker,13632,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR37,0.4,50,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,4.5,4.5,46.2,NA,NA,0.4,0.1,1.4,NA,0,0,7.07,NA,12950,FleaFlicker,13156,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR33,0.4,47.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecole Hardman,WR,KC,NA,3.6,3.6,44.2,NA,NA,0.3,0.6,5.8,NA,0,0,6.99,NA,14725,FleaFlicker,14113,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR66,0.3,50,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,LAR,NA,4.2,4.2,51.2,NA,NA,0.3,0,0,NA,0,0,6.94,NA,10305,FleaFlicker,11678,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR23,0.3,51.3,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,3,3,49.5,NA,NA,0.3,0.1,0.3,NA,0,0,6.94,NA,13952,FleaFlicker,13793,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR49,0.3,49.9,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Gage,WR,TB,NA,4.5,4.5,50.3,NA,NA,0.3,0,0.1,NA,0,0,6.91,NA,13967,FleaFlicker,13809,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR52,0.3,50.3,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,PIT,NA,3.9,3.9,50.7,NA,NA,0.2,0.6,3.1,NA,0,0,6.9,NA,15597,FleaFlicker,14841,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR47,0.3,53.8,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,3.8,3.8,49.6,NA,NA,0.2,0,0.2,NA,0,0,6.44,NA,16823,FleaFlicker,15751,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR38,0.2,49.8,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,3.6,3.6,46.8,NA,NA,0.3,0,0,NA,0,0,6.28,NA,11170,FleaFlicker,12176,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR57,0.3,46.8,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,3.5,3.5,43.5,NA,NA,0.3,0,0.1,NA,0,0,6.2,NA,8429,FleaFlicker,10738,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR72,0.3,43.5,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,4.4,4.4,46.9,NA,NA,0.2,0,0.2,NA,0,0,6.17,NA,14949,FleaFlicker,14127,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR56,0.2,47.1,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,2.9,2.9,34.1,NA,NA,0.2,0.9,10.2,NA,0.1,0,6.02,NA,12930,FleaFlicker,13157,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR79,0.3,44.3,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,3,3,42.4,NA,NA,0.3,0,0.5,NA,0,0,6.01,NA,16824,FleaFlicker,15754,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR44,0.3,43,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark,WR,DET,NA,3.1,3.1,43.9,NA,NA,0.3,0,0,NA,0,0,5.99,NA,13790,FleaFlicker,13668,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR55,0.3,44,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarvis Landry,WR,NO,NA,3.3,3.3,40.5,NA,NA,0.2,0.2,2.2,NA,0,0,5.91,NA,10307,FleaFlicker,11680,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR59,0.3,42.8,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,4.2,4.2,40.9,NA,NA,0.2,0.7,4.1,NA,0,0,5.82,NA,16327,FleaFlicker,15283,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR60,0.2,45,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTMichael Gallup,WR,DAL,NA,3.2,3.2,40.7,NA,NA,0.3,0,0,NA,0,0,5.81,NA,13788,FleaFlicker,13646,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR53,0.3,40.7,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.2,3.2,42.2,NA,NA,0.3,0,0.3,NA,0,0,5.79,NA,16821,FleaFlicker,15755,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR61,0.3,42.6,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Golladay,WR,NYG,NA,3.1,3.1,43,NA,NA,0.2,0,0,NA,0,0,5.72,NA,12963,FleaFlicker,13277,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR62,0.2,43,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,3.4,3.4,43.3,NA,NA,0.2,0,0,NA,0,0,5.61,NA,16281,FleaFlicker,15290,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR63,0.2,43.3,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corey Davis,WR,NYJ,NA,3.1,3.1,43.9,NA,NA,0.2,0,0,NA,0,0,5.55,NA,12913,FleaFlicker,13153,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR64,0.2,44,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,3,3,38.6,NA,NA,0.3,0.1,0.3,NA,0,0,5.55,NA,7401,FleaFlicker,10308,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR92,0.3,38.9,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,3.2,3.2,42.3,NA,NA,0.2,0.1,0.4,NA,0,0,5.45,NA,16798,FleaFlicker,15753,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR48,0.2,42.7,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,2.8,2.8,34.6,NA,NA,0.3,0,1.1,NA,0,0,5.35,NA,16872,FleaFlicker,15788,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR71,0.3,35.7,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,3.2,3.2,42.2,NA,NA,0.2,0,0,NA,0,0,5.34,NA,15642,FleaFlicker,14857,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR81,0.2,42.2,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,LAR,NA,2.8,2.8,37.3,NA,NA,0.2,0.1,0.8,NA,0,0,5.33,NA,15564,FleaFlicker,14858,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR69,0.3,38,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,2.7,2.7,38.8,NA,NA,0.2,0,0.1,NA,0,0,5.25,NA,7369,FleaFlicker,10261,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR83,0.2,38.8,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,3.3,3.3,37,NA,NA,0.2,0.1,0.7,NA,0,0,5.25,NA,12051,FleaFlicker,12650,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR50,0.2,37.7,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,3.3,3.3,40.5,NA,NA,0.2,0,0.1,NA,0,0,5.12,NA,16859,FleaFlicker,15762,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR54,0.2,40.6,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2.6,2.6,35.5,NA,NA,0.2,0,0.4,NA,0,0,5.01,NA,16842,FleaFlicker,15768,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR77,0.2,35.9,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
