player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Avery Williams,RB,ATL,NA,2.7,12.7,NA,0.1,0.9,0.9,5.5,NA,NA,0,0,2.35,NA,13524,FleaFlicker,15454,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,18.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Vonte Price,RB,IND,NA,3,12.5,NA,0.1,0.6,0.6,3.9,NA,NA,0,0,2.28,NA,17452,FleaFlicker,15744,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,16.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,RB,BUF,NA,0,0,NA,0,1.1,1.1,10.2,NA,NA,0.2,0,2.22,NA,15847,FleaFlicker,15103,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.2,10.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,BUF,NA,3.4,14.5,NA,0.1,0.6,0.6,3.6,NA,NA,0,0,2.21,NA,15548,FleaFlicker,14798,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB74,0.1,18.1,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston Scott,RB,PHI,NA,2.5,11.7,NA,0.1,0.4,0.4,2.3,NA,NA,0,0,2.09,NA,13942,FleaFlicker,13814,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB69,0.1,13.9,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,3.1,12.8,NA,0.1,0.6,0.6,4.6,NA,NA,0,0,2.03,NA,13358,FleaFlicker,13378,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB76,0.1,17.5,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Davis,RB,BAL,NA,2.4,10.6,NA,0.1,0.6,0.6,3.5,NA,NA,0,0,1.97,NA,11373,FleaFlicker,12164,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB73,0.1,14,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.7,2.3,NA,0,1.1,1.1,9.1,NA,NA,0.1,0,1.8,NA,9410,FleaFlicker,11367,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,11.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sony Michel,RB,LAC,NA,2.4,11.2,NA,0.1,0.4,0.4,2.9,NA,NA,0,0,1.75,NA,13750,FleaFlicker,13607,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,RB63,0.1,14.1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,CLE,NA,1.4,9.2,NA,0.1,0.2,0.2,2.1,NA,NA,0,0,1.55,NA,15453,FleaFlicker,14331,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB85,0.1,11.2,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Jones,RB,SEA,NA,2.8,9.1,NA,0.1,0.4,0.4,3,NA,NA,0,0,1.51,NA,16039,FleaFlicker,14828,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,12.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Spiller,RB,LAC,NA,1.8,7.4,NA,0.1,0.1,0.1,1.2,NA,NA,0,0,1.46,NA,16920,FleaFlicker,15709,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,RB81,0.1,8.6,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Sermon,RB,PHI,NA,1.4,8.6,NA,0.1,0.1,0.1,0.8,NA,NA,0,0,1.25,NA,16323,FleaFlicker,15257,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB97,0.1,9.4,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trestan Ebner,RB,CHI,NA,1.2,6,NA,0.1,0.3,0.3,2.4,NA,NA,0,0,1.2,NA,17011,FleaFlicker,15748,WASL 7-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB78,0.1,8.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gary Brightwell,RB,NYG,NA,0.6,4.9,NA,0.1,0.2,0.2,2.1,NA,NA,0,0,1.12,NA,16461,FleaFlicker,15462,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CAR,NA,2.1,8.8,NA,0,0,0,0.2,NA,NA,0,0,1,NA,12987,FleaFlicker,13134,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,RB62,0,8.9,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvon Ahmed,RB,MIA,NA,2.2,8.7,NA,0,0.1,0.1,1.1,NA,NA,0,0,0.98,NA,15937,FleaFlicker,14811,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,9.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zander Horvath,RB,LAC,NA,0.5,1.8,NA,0,0.5,0.5,3.1,NA,NA,0.1,0,0.97,NA,17034,FleaFlicker,15960,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.1,4.9,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,1,5.2,NA,0,0.4,0.4,2.5,NA,NA,0,0,0.95,NA,16361,FleaFlicker,15261,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,RB80,0,7.8,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronald Jones,RB,KC,NA,1.8,8.8,NA,0,0,0,0.2,NA,NA,0,0,0.9,NA,13785,FleaFlicker,13606,BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,RB84,0,9,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,18.87,84.62,NA,0.54,NA,4.65,35.62,NA,NA,0.19,NA,16.16,NA,saquon-barkley,NumberFire,13604,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.54,24.78,#18,16,1,18.51,8800,2.1,20.96,7700,2.72,18.51,39,0.47,NA
Nick Chubb,RB,CLE,NA,18.39,98.48,NA,0.79,NA,1.72,12.12,NA,NA,0.07,NA,16.11,NA,nick-chubb,NumberFire,13610,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.51,24.71,#8,17,2,16.96,9500,1.79,17.89,8200,2.18,16.96,36,0.47,NA
Christian McCaffrey,RB,CAR,NA,16.39,74.61,NA,0.5,NA,5.05,41.54,NA,NA,0.15,NA,15.45,NA,christian-mccaffrey,NumberFire,13130,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.06,23.84,#12,20,3,17.96,8700,2.06,20.55,8300,2.48,17.96,31,0.58,NA
Leonard Fournette,RB,TB,NA,17.74,74.04,NA,0.57,NA,3.53,25.1,NA,NA,0.17,NA,14.33,NA,leonard-fournette,NumberFire,13129,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31,22.35,#16,26,4,16.08,8500,1.89,17.88,7400,2.42,16.08,24,0.67,NA
Austin Ekeler,RB,LAC,NA,12.75,58.97,NA,0.45,NA,4.61,40.77,NA,NA,0.29,NA,14.18,NA,austin-ekeler-1,NumberFire,13404,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21,22.15,#5,27,5,16.5,9200,1.79,18.93,8100,2.34,16.5,32,0.52,NA
Deon Jackson,RB,IND,NA,18.97,80.37,NA,0.52,NA,3.02,23.12,NA,NA,0.17,NA,14.01,NA,deon-jackson,NumberFire,15277,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,21.92,#7,32,6,15.56,5600,2.78,17.31,5200,3.33,15.56,13,1.2,NA
Alvin Kamara,RB,NO,NA,15.03,65.87,NA,0.5,NA,4.05,34.35,NA,NA,0.16,NA,13.92,NA,alvin-kamara,NumberFire,13132,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.04,21.8,#6,33,7,15.91,8100,1.96,18,6700,2.69,15.91,25,0.64,NA
Rhamondre Stevenson,RB,NE,NA,16.99,80.39,NA,0.56,NA,2.72,18.86,NA,NA,0.12,NA,13.88,NA,rhamondre-stevenson,NumberFire,15259,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.01,21.75,#30,34,8,15.27,7500,2.04,16.69,6000,2.78,15.27,26,0.59,NA
Joe Mixon,RB,CIN,NA,19.01,74.86,NA,0.54,NA,3.15,22.97,NA,NA,0.15,NA,13.83,NA,joe-mixon,NumberFire,13131,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97,21.69,#10,35,9,15.42,7800,1.98,17.05,6900,2.47,15.42,22,0.7,NA
Dalvin Cook,RB,MIN,NA,17.25,78.72,NA,0.59,NA,2.44,17.64,NA,NA,0.13,NA,13.73,NA,dalvin-cook,NumberFire,13128,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.91,21.55,#25,36,10,14.96,8300,1.8,16.3,7500,2.17,14.96,22,0.68,NA
Eno Benjamin,RB,ARI,NA,15.77,71.49,NA,0.57,NA,2.8,22.78,NA,NA,0.13,NA,13.56,NA,eno-benjamin,NumberFire,14801,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,21.33,#32,38,11,14.93,6300,2.37,16.39,4600,3.56,14.93,15,1,NA
Kenneth Walker III,RB,SEA,NA,14.97,70.69,NA,0.59,NA,2.38,16.89,NA,NA,0.09,NA,12.73,NA,kenneth-walker-iii,NumberFire,15711,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,20.23,#21,42,12,13.89,6500,2.14,15.16,5400,2.81,13.89,18,0.77,NA
Aaron Jones,RB,GB,NA,12.65,62.48,NA,0.47,NA,3.22,24.45,NA,NA,0.22,NA,12.63,NA,aaron-jones,NumberFire,13319,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,20.09,#13,44,13,14.3,7300,1.96,16,7600,2.11,14.3,28,0.51,NA
Breece Hall,RB,NYJ,NA,14.28,66.93,NA,0.44,NA,3.3,26.16,NA,NA,0.14,NA,12.58,NA,breece-hall,NumberFire,15708,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13,20.03,#14,45,14,14.26,7100,2.01,16.02,5800,2.76,14.26,19,0.75,NA
David Montgomery,RB,CHI,NA,17.24,71.74,NA,0.43,NA,2.51,20.32,NA,NA,0.14,NA,12.56,NA,david-montgomery,NumberFire,14071,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12,20,#20,46,15,13.82,6600,2.09,15.12,6300,2.4,13.82,18,0.77,NA
Darrell Henderson,RB,LA,NA,15.65,70.52,NA,0.5,NA,2.13,15.94,NA,NA,0.13,NA,12.41,NA,darrell-henderson,NumberFire,14087,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,19.8,#11,48,16,13.49,5700,2.37,14.57,5100,2.86,13.49,14,0.96,NA
Miles Sanders,RB,PHI,NA,15.59,74.85,NA,0.44,NA,1.77,11.05,NA,NA,0.08,NA,11.61,NA,miles-sanders,NumberFire,14079,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.48,18.74,#3,53,17,12.54,7600,1.65,13.46,6200,2.17,12.54,22,0.57,NA
Raheem Mostert,RB,MIA,NA,14.38,69.24,NA,0.49,NA,1.85,14.38,NA,NA,0.07,NA,11.6,NA,raheem-mostert,NumberFire,12447,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,18.73,#17,54,18,12.57,6500,1.93,13.54,5700,2.38,12.57,20,0.63,NA
Jeff Wilson,RB,SF,NA,15.46,69.73,NA,0.5,NA,1.28,9.59,NA,NA,0.06,NA,11.16,NA,jeff-wilson,NumberFire,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,18.14,#28,56,19,11.75,7200,1.63,12.49,6200,2.01,11.75,19,0.62,NA
Melvin Gordon,RB,DEN,NA,13.54,60.83,NA,0.4,NA,2.69,18.32,NA,NA,0.14,NA,10.75,NA,melvin-gordon,NumberFire,12151,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,17.6,#19,58,20,12.08,6800,1.78,13.65,6400,2.13,12.08,20,0.6,NA
Najee Harris,RB,PIT,NA,15.49,63.37,NA,0.37,NA,2.62,15.95,NA,NA,0.1,NA,10.71,NA,najee-harris,NumberFire,15254,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88,17.54,#1,59,21,12.02,6200,1.94,13.36,6000,2.23,12.02,15,0.8,NA
Ezekiel Elliott,RB,DAL,NA,15.48,65.26,NA,0.44,NA,1.46,8.49,NA,NA,0.05,NA,10.28,NA,ezekiel-elliott,NumberFire,12625,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59,16.97,#9,61,22,11.01,6200,1.78,11.77,5800,2.03,11.01,19,0.58,NA
A.J. Dillon,RB,GB,NA,13.79,60.55,NA,0.36,NA,1.8,14.54,NA,NA,0.11,NA,10.23,NA,aj-dillon,NumberFire,14805,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,16.91,#13,62,23,11.13,5900,1.89,12.09,5600,2.16,11.13,21,0.53,NA
J.K. Dobbins,RB,BAL,NA,12.32,57.47,NA,0.38,NA,1.77,13.53,NA,NA,0.1,NA,9.85,NA,j-k-dobbins,NumberFire,14800,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,16.4,#23,65,24,10.71,6800,1.58,11.68,5500,2.12,10.71,19,0.56,NA
James Robinson,RB,JAC,NA,13.58,59.1,NA,0.44,NA,1.45,10.55,NA,NA,0.05,NA,9.66,NA,james-robinson,NumberFire,14813,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17,16.15,#15,68,25,10.35,6700,1.54,11.23,6100,1.84,10.35,22,0.47,NA
Brian Robinson,RB,WSH,NA,13.82,61.02,NA,0.34,NA,0.98,6.84,NA,NA,0.04,NA,8.95,NA,brian-robinson,NumberFire,15716,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,15.21,#24,73,26,9.44,5500,1.72,10,4900,2.04,9.44,NA,NA,NA
Travis Etienne,RB,JAC,NA,8.83,40.25,NA,0.27,NA,3.08,25.01,NA,NA,0.11,NA,8.66,NA,travis-etienne,NumberFire,15253,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,14.82,#15,76,27,10.23,6400,1.6,11.85,5000,2.37,10.23,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,11.57,48.35,NA,0.29,NA,1.67,12.74,NA,NA,0.09,NA,8.15,NA,tyler-allgeier,NumberFire,15712,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,14.15,#4,79,28,8.96,5800,1.54,9.94,5100,1.95,8.96,12,0.75,NA
Kareem Hunt,RB,CLE,NA,8.58,37.49,NA,0.29,NA,2.68,18.88,NA,NA,0.11,NA,8.03,NA,kareem-hunt,NumberFire,13138,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,13.99,#8,81,29,9.32,6000,1.55,10.69,5700,1.88,9.32,16,0.58,NA
Clyde Edwards-Helaire,RB,KC,NA,8.31,37.32,NA,0.27,NA,2.43,18.52,NA,NA,0.15,NA,8.02,NA,clyde-edwards-helaire,NumberFire,14803,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,13.97,#2,82,30,9.2,7000,1.31,10.47,6300,1.66,9.2,19,0.48,NA
Devin Singletary,RB,BUF,NA,9.3,42.45,NA,0.22,NA,2.55,17.11,NA,NA,0.13,NA,7.84,NA,devin-singletary,NumberFire,14080,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94,13.74,#27,87,31,9.07,5700,1.59,10.49,5900,1.78,9.07,18,0.5,NA
Phillip Lindsay,RB,IND,NA,8.11,35.63,NA,0.27,NA,1.89,12.31,NA,NA,0.1,NA,7.03,NA,phillip-lindsay,NumberFire,13614,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,12.66,#7,97,32,7.94,5400,1.47,8.89,4700,1.89,7.94,13,0.61,NA
Tony Pollard,RB,DAL,NA,7.33,35.23,NA,0.2,NA,2.59,18.31,NA,NA,0.08,NA,6.97,NA,tony-pollard,NumberFire,14085,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36,12.58,#9,99,33,8.23,5700,1.44,9.57,5700,1.68,8.23,17,0.48,NA
Michael Carter,RB,NYJ,NA,8.31,36.26,NA,0.24,NA,1.68,12.12,NA,NA,0.07,NA,6.6,NA,michael-carter-ii,NumberFire,15258,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,12.09,#14,105,34,7.44,5900,1.26,8.33,5000,1.67,7.44,16,0.47,NA
Mike Boone,RB,DEN,NA,7.17,34.56,NA,0.19,NA,1.99,14.58,NA,NA,0.09,NA,6.56,NA,mike-boone,NumberFire,13868,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,12.04,#19,106,35,7.53,5600,1.34,8.55,5400,1.58,7.53,14,0.54,NA
Antonio Gibson,RB,WSH,NA,7.39,31.77,NA,0.21,NA,2.22,16.12,NA,NA,0.1,NA,6.49,NA,antonio-gibson,NumberFire,14852,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,11.94,#24,108,36,7.58,6300,1.2,8.78,5600,1.57,7.58,15,0.51,NA
Mark Ingram,RB,NO,NA,7.16,32.02,NA,0.24,NA,1.98,14.59,NA,NA,0.07,NA,6.41,NA,mark-ingram-1,NumberFire,10276,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,11.84,#6,110,37,7.37,5100,1.45,8.43,5000,1.69,7.37,11,0.67,NA
Rachaad White,RB,TB,NA,7.23,33.72,NA,0.25,NA,1.31,10.16,NA,NA,0.07,NA,6.17,NA,rachaad-white,NumberFire,15721,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,11.52,#16,115,38,6.82,5200,1.31,7.55,5200,1.45,6.82,12,0.57,NA
Jerick McKinnon,RB,KC,NA,6.26,25.48,NA,0.16,NA,1.99,15.55,NA,NA,0.15,NA,5.99,NA,jerick-mckinnon,NumberFire,11761,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,11.28,#2,118,39,6.94,5500,1.26,7.94,4700,1.69,6.94,11,0.63,NA
Malcolm Brown,RB,LA,NA,8.94,37.26,NA,0.25,NA,0.6,4.62,NA,NA,0.04,NA,5.91,NA,malcolm-brown,NumberFire,12386,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,11.17,#11,120,40,6.19,NA,NA,6.52,NA,NA,6.19,NA,NA,NA
Chase Edmonds,RB,MIA,NA,6.16,28.19,NA,0.21,NA,1.73,12.67,NA,NA,0.06,NA,5.66,NA,chase-edmonds,NumberFire,13726,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,10.84,#17,122,41,6.51,5300,1.23,7.41,4800,1.54,6.51,10,0.65,NA
Alexander Mattison,RB,MIN,NA,6.74,29.58,NA,0.17,NA,1.52,11.49,NA,NA,0.07,NA,5.55,NA,alexander-mattison,NumberFire,14223,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,10.7,#25,123,42,6.27,5300,1.18,7.05,5900,1.19,6.27,12,0.52,NA
Khalil Herbert,RB,CHI,NA,6.9,31.55,NA,0.18,NA,1.07,8.43,NA,NA,0.05,NA,5.37,NA,khalil-herbert,NumberFire,15271,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,10.46,#20,130,43,5.85,5800,1.01,6.42,5300,1.21,5.85,17,0.34,NA
Damien Williams,RB,ATL,NA,6.8,29.14,NA,0.27,NA,0.62,4.33,NA,NA,0.03,NA,5.08,NA,damien-williams,NumberFire,11886,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,10.07,#4,135,44,5.42,5500,0.99,5.75,4000,1.44,5.42,10,0.54,NA
DeeJay Dallas,RB,SEA,NA,5.5,23.75,NA,0.15,NA,1.74,11.94,NA,NA,0.09,NA,4.88,NA,deejay-dallas,NumberFire,14815,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,9.81,#21,140,45,5.76,5300,1.09,6.69,4500,1.49,5.76,12,0.48,NA
Tevin Coleman,RB,SF,NA,4.42,18.64,NA,0.14,NA,1.38,11.39,NA,NA,0.1,NA,4.4,NA,tevin-coleman,NumberFire,12152,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37,9.17,#28,146,46,5.13,5700,0.9,5.82,4500,1.29,5.13,11,0.47,NA
J.D. McKissic,RB,WSH,NA,1.64,7.54,NA,0.04,NA,3.27,25.52,NA,NA,0.14,NA,4.36,NA,j-d-mckissic,NumberFire,13108,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,9.12,#24,147,47,6,5100,1.18,7.66,5000,1.53,6,12,0.5,NA
Keaontay Ingram,RB,ARI,NA,5.21,22.23,NA,0.13,NA,1.13,9.57,NA,NA,0.07,NA,4.26,NA,keaontay-ingram,NumberFire,15734,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,8.98,#32,149,48,4.79,4500,1.06,5.43,4000,1.36,4.79,10,0.48,NA
Caleb Huntley,RB,ATL,NA,3.9,16.29,NA,0.1,NA,1.97,14.95,NA,NA,0.11,NA,4.25,NA,caleb-huntley,NumberFire,15505,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47,8.97,#4,151,49,5.23,5500,0.95,6.28,4900,1.28,5.23,10,0.52,NA
Joshua Kelley,RB,LAC,NA,5.9,24.62,NA,0.14,NA,0.81,6.49,NA,NA,0.05,NA,4.16,NA,joshua-kelley,NumberFire,14807,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53,8.85,#5,154,50,4.54,5100,0.89,5,4700,1.06,4.54,11,0.41,NA
Kenneth Gainwell,RB,PHI,NA,4.21,19.41,NA,0.17,NA,1.32,9.12,NA,NA,0.06,NA,4.11,NA,kenneth-gainwell,NumberFire,15255,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57,8.79,#3,156,51,4.81,5200,0.93,5.51,4800,1.15,4.81,12,0.4,NA
Pierre Strong Jr.,RB,NE,NA,6.08,26.59,NA,0.14,NA,0.49,3.51,NA,NA,0.03,NA,3.89,NA,pierre-strong-jr,NumberFire,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.49,#30,163,52,4.1,4700,0.87,4.43,4000,1.11,4.1,10,0.41,NA
Jaylen Warren,RB,PIT,NA,5,21.4,NA,0.1,NA,0.91,6.64,NA,NA,0.04,NA,3.51,NA,jaylen-warren,NumberFire,15742,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.99,#1,172,53,3.94,5400,0.73,4.47,4600,0.97,3.94,10,0.39,NA
