player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Sony Michel,RB,LAC,NA,4.03,17.05,NA,0.11,NA,0.9,7.42,NA,NA,0.05,NA,3.36,NA,sony-michel,NumberFire,13607,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07,7.79,#5,174,54,3.84,5300,0.72,4.3,4600,0.93,3.84,10,0.38,NA
Samaje Perine,RB,CIN,NA,3.26,13.37,NA,0.07,NA,1.43,10.66,NA,NA,0.09,NA,3.31,NA,samaje-perine,NumberFire,13133,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,7.72,#10,176,55,4.06,5600,0.73,4.78,5600,0.85,4.06,10,0.41,NA
James Cook,RB,BUF,NA,3.97,18.47,NA,0.12,NA,0.7,5.12,NA,NA,0.04,NA,3.24,NA,james-cook,NumberFire,15715,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.15,7.63,#27,181,56,3.61,5000,0.72,3.99,4500,0.89,3.61,10,0.36,NA
Zack Moss,RB,BUF,NA,3.6,16.15,NA,0.11,NA,0.84,6,NA,NA,0.04,NA,3.07,NA,zack-moss,NumberFire,14798,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.27,7.41,#27,183,57,3.46,4900,0.71,3.92,4300,0.91,3.46,12,0.29,NA
Kenyan Drake,RB,BAL,NA,3.36,14.84,NA,0.1,NA,0.49,3.89,NA,NA,0.04,NA,2.65,NA,kenyan-drake,NumberFire,12630,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.55,6.85,#23,194,58,2.9,5200,0.56,3.17,4000,0.79,2.9,11,0.26,NA
Latavius Murray,RB,DEN,NA,2.71,11.83,NA,0.08,NA,0.51,3.56,NA,NA,0.03,NA,2.17,NA,latavius-murray,NumberFire,11390,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,6.21,#19,203,59,2.43,6000,0.41,2.7,4500,0.6,2.43,15,0.16,NA
Isiah Pacheco,RB,KC,NA,3.97,16.99,NA,0.1,NA,0,0,NA,NA,0,NA,2.16,NA,isiah-pacheco,NumberFire,15749,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,6.2,#2,204,60,2.16,5700,0.38,2.23,4900,0.46,2.16,11,0.2,NA
Tyrion Davis-Price,RB,SF,NA,2.5,10.69,NA,0.05,NA,0.6,4.44,NA,NA,0.04,NA,1.99,NA,tyrion-davis-price,NumberFire,15746,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.99,5.97,#28,209,61,2.27,4800,0.47,2.61,4000,0.65,2.27,10,0.23,NA
Matt Breida,RB,NYG,NA,2,9.34,NA,0.05,NA,0.59,4.89,NA,NA,0.02,NA,1.8,NA,matt-breida,NumberFire,13378,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.12,5.72,#18,214,62,2.06,5600,0.37,2.39,4600,0.52,2.06,10,0.21,NA
Kyle Juszczyk,RB,SF,NA,0.59,2.51,NA,0.01,NA,0.94,8.92,NA,NA,0.06,NA,1.55,NA,kyle-juszczyk,NumberFire,11367,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,5.39,#28,223,63,1.99,4600,0.43,2.48,4000,0.62,1.99,11,0.18,NA
Patrick Ricard,RB,BAL,NA,1.12,4.88,NA,0.02,NA,0.5,3.94,NA,NA,0.04,NA,1.23,NA,patrick-ricard,NumberFire,13455,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.96,#23,241,64,1.45,4500,0.32,1.72,4000,0.43,1.45,10,0.15,NA
D'Onta Foreman,RB,CAR,NA,2.4,9.97,NA,0.05,NA,0,0,NA,NA,0,NA,1.22,NA,d-onta-foreman,NumberFire,13134,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.95,#12,242,65,1.24,4800,0.26,1.27,4000,0.32,1.24,10,0.12,NA
Chuba Hubbard,RB,CAR,NA,1.13,4.65,NA,0.02,NA,0.47,3.59,NA,NA,0.02,NA,1.05,NA,chuba-hubbard,NumberFire,15261,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.72,#12,247,66,1.28,4700,0.27,1.52,4400,0.35,1.28,10,0.13,NA
Zander Horvath,RB,LAC,NA,0.54,2.33,NA,0.01,NA,0.53,4.33,NA,NA,0.04,NA,0.95,NA,zander-horvath,NumberFire,15960,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.69,4.59,#5,253,67,1.21,4600,0.26,1.49,4000,0.37,1.21,10,0.12,NA
C.J. Ham,RB,MIN,NA,0.54,2.29,NA,0.01,NA,0.5,4.04,NA,NA,0.03,NA,0.88,NA,c-j-ham-1,NumberFire,12923,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,4.5,#25,260,68,1.1,4500,0.24,1.36,4000,0.34,1.1,10,0.11,NA
Mike Davis,RB,BAL,NA,1.12,4.45,NA,0.03,NA,0.25,1.73,NA,NA,0.02,NA,0.85,NA,mike-davis,NumberFire,12164,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,4.46,#23,263,69,1,4900,0.2,1.15,4800,0.24,1,10,0.1,NA
JaMycal Hasty,RB,JAC,NA,0.27,1.14,NA,0.01,NA,0.6,4.64,NA,NA,0.03,NA,0.77,NA,jamycal-hasty,NumberFire,14821,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.81,4.35,#15,267,70,1.1,4700,0.23,1.41,4000,0.35,1.1,10,0.11,NA
Andrew Beck,RB,DEN,NA,0.27,1.19,NA,0,NA,0.5,4.01,NA,NA,0.03,NA,0.73,NA,andrew-beck,NumberFire,14319,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.84,4.3,#19,271,71,0.93,4100,0.23,1.19,2500,0.48,0.93,10,0.09,NA
Dwayne Washington,RB,NO,NA,0.29,1.19,NA,0.01,NA,0.47,3.59,NA,NA,0.02,NA,0.65,NA,dwayne-washington,NumberFire,12845,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,4.19,#6,276,72,0.89,4500,0.2,1.13,4000,0.28,0.89,10,0.09,NA
Boston Scott,RB,PHI,NA,0.62,2.69,NA,0.02,NA,0.23,1.65,NA,NA,0.01,NA,0.62,NA,boston-scott,NumberFire,13814,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,4.15,#3,281,73,0.71,4700,0.15,0.83,4300,0.19,0.71,10,0.07,NA
Michael Burton,RB,KC,NA,0.48,2.02,NA,0.01,NA,0.27,2.06,NA,NA,0.02,NA,0.6,NA,michael-burton,NumberFire,12325,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.13,#2,283,74,0.7,4500,0.16,0.85,4000,0.21,0.7,10,0.07,NA
Gary Brightwell,RB,NYG,NA,0.57,2.43,NA,0.01,NA,0.24,1.85,NA,NA,0.01,NA,0.57,NA,gary-brightwell,NumberFire,15462,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,4.09,#18,285,75,0.65,5100,0.13,0.78,4000,0.2,0.65,10,0.07,NA
Alec Ingold,RB,MIA,NA,0.51,2.19,NA,0.01,NA,0.25,1.88,NA,NA,0.01,NA,0.54,NA,alec-ingold,NumberFire,14420,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.05,#17,287,76,0.63,4600,0.14,0.77,4000,0.19,0.63,10,0.06,NA
Derek Watt,RB,PIT,NA,0.5,2.11,NA,0.01,NA,0.26,2.04,NA,NA,0.01,NA,0.54,NA,derek-watt,NumberFire,12823,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.05,#1,287,76,0.65,4500,0.14,0.79,4000,0.2,0.65,10,0.07,NA
Corey Clement,RB,ARI,NA,0.28,1.19,NA,0.01,NA,0.28,2.46,NA,NA,0.02,NA,0.51,NA,corey-clement,NumberFire,13136,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,4.01,#32,290,78,0.67,4500,0.15,0.82,NA,NA,0.67,NA,NA,NA
Ty'Son Williams,RB,ARI,NA,0.28,1.21,NA,0.01,NA,0.28,2.42,NA,NA,0.02,NA,0.5,NA,ty-son-williams,NumberFire,15040,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.99,#32,291,79,0.66,4500,0.15,0.81,NA,NA,0.66,NA,NA,NA
Chris Evans,RB,CIN,NA,0.27,1.15,NA,0.01,NA,0.26,2.03,NA,NA,0.02,NA,0.44,NA,chris-evans,NumberFire,15275,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.03,3.91,#10,294,80,0.61,5000,0.12,0.75,4400,0.17,0.61,10,0.06,NA
Trey Sermon,RB,PHI,NA,0.31,1.35,NA,0.01,NA,0.23,1.64,NA,NA,0.01,NA,0.42,NA,trey-sermon,NumberFire,15257,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#3,295,81,0.53,4500,0.12,0.65,4000,0.16,0.53,10,0.05,NA
Tony Jones Jr.,RB,SEA,NA,0.26,1.09,NA,0.01,NA,0.26,1.89,NA,NA,0.01,NA,0.41,NA,tony-jones-jr,NumberFire,14828,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#21,296,82,0.55,4600,0.12,0.68,NA,NA,0.55,10,0.06,NA
Trestan Ebner,RB,CHI,NA,0.34,1.45,NA,0.01,NA,0.16,1.34,NA,NA,0.01,NA,0.37,NA,trestan-ebner,NumberFire,15748,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#20,298,83,0.46,5000,0.09,0.55,4200,0.13,0.46,10,0.05,NA
Keith Smith,RB,ATL,NA,0.29,1.19,NA,0.01,NA,0.21,1.45,NA,NA,0.01,NA,0.37,NA,keith-smith-1,NumberFire,12040,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.08,3.82,#4,298,83,0.49,4500,0.11,0.59,4000,0.15,0.49,10,0.05,NA
Jonathan Ward,RB,ARI,NA,0,0,NA,0,NA,0.28,2.4,NA,NA,0.02,NA,0.35,NA,jonathan-ward,NumberFire,15042,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#32,300,85,0.5,4500,0.11,0.64,4000,0.16,0.5,10,0.05,NA
Rico Dowdle,RB,DAL,NA,0.27,1.17,NA,0.01,NA,0,0,NA,NA,0,NA,0.15,NA,rico-dowdle,NumberFire,14823,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.23,3.53,#9,322,86,0.18,4600,0.04,0.18,4000,0.05,0.18,10,0.02,NA
Giovanni Ricci,RB,CAR,NA,0.25,1.07,NA,0,NA,0,0,NA,NA,0,NA,0.13,NA,giovanni-ricci,NumberFire,15054,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.24,3.5,#12,323,87,0.11,4400,0.03,0.11,2500,0.04,0.11,10,0.01,NA
Austin Ekeler,RB,LAC,NA,NA,65.64,NA,0.45,NA,4.84,42.92,NA,NA,0.27,NA,20.08,NA,2559169,NFL,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Alvin Kamara,RB,NO,NA,NA,77.65,NA,0.36,NA,4.11,38.37,NA,NA,0.2,0.03,19.01,NA,2558019,NFL,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leonard Fournette,RB,TB,NA,NA,63.23,NA,0.47,NA,4.76,35.43,NA,NA,0.22,NA,18.77,NA,2557973,NFL,13129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,CAR,NA,NA,58.05,NA,0.4,NA,4.85,40.21,NA,NA,0.25,NA,18.64,NA,2557997,NFL,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Saquon Barkley,RB,NYG,NA,NA,82.83,NA,0.45,NA,3.65,31.86,NA,NA,0.13,0.04,18.52,NA,2560968,NFL,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,GB,NA,NA,72.55,NA,0.45,NA,3.88,36.14,NA,NA,0.18,0.04,18.45,NA,2558116,NFL,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,NA,77.05,NA,0.58,NA,2.44,22.09,NA,NA,0.09,NA,16.39,NA,2566343,NFL,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Kenneth Walker III,RB,SEA,NA,NA,76.54,NA,0.55,NA,2.46,21.41,NA,NA,0.1,0.08,16.02,NA,2568282,NFL,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Joe Mixon,RB,CIN,NA,NA,65.37,NA,0.38,NA,3.34,25.76,NA,NA,0.15,0.05,15.53,NA,2557976,NFL,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,CLE,NA,NA,80.27,NA,0.61,NA,1.34,12.62,NA,NA,0.05,0.03,14.53,NA,2561021,NFL,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eno Benjamin,RB,ARI,NA,NA,59.79,NA,0.42,NA,2.91,24.25,NA,NA,0.12,0.04,14.49,NA,2564889,NFL,14801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Breece Hall,RB,NYJ,NA,NA,51.9,NA,0.4,NA,2.99,29.69,NA,NA,0.1,0.04,14.07,NA,2568030,NFL,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,NA,65.16,NA,0.37,NA,2.69,19.24,NA,NA,0.1,NA,13.95,NA,2566448,NFL,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melvin Gordon,RB,DEN,NA,NA,57.93,NA,0.42,NA,2.72,26.24,NA,NA,0.1,0.22,13.82,NA,2552469,NFL,12151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,NA,53.66,NA,0.38,NA,2.79,24.53,NA,NA,0.14,0.07,13.59,NA,2564271,NFL,14803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,MIN,NA,NA,66.28,NA,0.4,NA,2.22,16.76,NA,NA,0.07,0.13,13.34,NA,2557991,NFL,13128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
David Montgomery,RB,CHI,NA,NA,53.46,NA,0.36,NA,2.32,23.45,NA,NA,0.19,0.03,13.31,NA,2562502,NFL,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Devin Singletary,RB,BUF,NA,NA,45.8,NA,0.33,NA,3.05,28.45,NA,NA,0.14,0.03,13.24,NA,2562734,NFL,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,NA,64.8,NA,0.46,NA,1.99,16.32,NA,NA,0.08,0.09,13.18,NA,2553728,NFL,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Miles Sanders,RB,PHI,NA,NA,66.02,NA,0.44,NA,1.95,13.46,NA,NA,0.04,0.11,12.74,NA,2562722,NFL,14079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
Darrell Henderson,RB,LA,NA,NA,53.73,NA,0.38,NA,2.45,18.19,NA,NA,0.1,NA,12.52,NA,2562574,NFL,14087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,RB,IND,NA,NA,48.08,NA,0.34,NA,2.31,19.27,NA,NA,0.07,0.04,11.45,NA,2565603,NFL,15277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
AJ Dillon,RB,GB,NA,NA,54.69,NA,0.41,NA,1.57,15.99,NA,NA,0.07,0.04,11.44,NA,2563986,NFL,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,NYJ,NA,NA,44.77,NA,0.32,NA,2.45,18.67,NA,NA,0.09,NA,11.27,NA,2566382,NFL,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Jeff Wilson,RB,SF,NA,NA,58.47,NA,0.42,NA,1.45,12.1,NA,NA,0.07,0.15,11.17,NA,2560938,NFL,14017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Antonio Gibson,RB,WAS,NA,NA,42.9,NA,0.32,NA,2.4,22.15,NA,NA,0.06,0.07,11.11,NA,2565276,NFL,14852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Ezekiel Elliott,RB,DAL,NA,NA,58.15,NA,0.35,NA,1.66,10.98,NA,NA,0.04,0.06,10.97,NA,2555224,NFL,12625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09
James Robinson,RB,JAX,NA,NA,50.97,NA,0.41,NA,1.72,12.77,NA,NA,0.07,0.06,10.91,NA,2564223,NFL,14813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Brian Robinson,RB,WAS,NA,NA,52.34,NA,0.38,NA,1.47,12.24,NA,NA,0.06,0.06,10.47,NA,2568348,NFL,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Kareem Hunt,RB,CLE,NA,NA,34.93,NA,0.32,NA,2.18,20.1,NA,NA,0.09,NA,10.2,NA,2557917,NFL,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
J.K. Dobbins,RB,BAL,NA,NA,44.13,NA,0.33,NA,1.63,13.87,NA,NA,0.07,NA,9.85,NA,2563548,NFL,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Travis Etienne,RB,JAX,NA,NA,37.46,NA,0.22,NA,2.33,19.18,NA,NA,0.1,0.04,9.83,NA,2566157,NFL,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,NA,58.61,NA,0.32,NA,0.99,7.4,NA,NA,0.03,0.05,9.61,NA,2567232,NFL,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
J.D. McKissic,RB,WAS,NA,NA,11.07,NA,0.07,NA,3.01,23.89,NA,NA,0.09,NA,7.47,NA,2556440,NFL,13108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latavius Murray,RB,DEN,NA,NA,33.44,NA,0.36,NA,0.88,6.8,NA,NA,0.04,NA,7.3,NA,2541161,NFL,11390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,NA,25.07,NA,0.19,NA,1.81,15.06,NA,NA,0.05,0.02,7.22,NA,2562682,NFL,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,NA,27.02,NA,0.19,NA,1.54,14.49,NA,NA,0.06,NA,7.19,NA,2562699,NFL,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,NA,32.54,NA,0.26,NA,0.89,8.08,NA,NA,0.03,0.01,6.67,NA,2565926,NFL,15271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Lindsay,RB,IND,NA,NA,38.28,NA,0.16,NA,0.93,7.6,NA,NA,0.03,0.03,6.6,NA,2559947,NFL,13614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,NA,20.49,NA,0.16,NA,1.64,15.07,NA,NA,0.06,0.02,6.48,NA,2568315,NFL,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,NA,NA,13.29,NA,0.09,NA,1.78,15.35,NA,NA,0.07,NA,5.68,NA,2543715,NFL,11761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Chase Edmonds,RB,MIA,NA,NA,18.66,NA,0.14,NA,1.51,12.47,NA,NA,0.03,NA,5.64,NA,2560711,NFL,13726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
