week,pos,data_src,id,pts.proj,season,avg_type,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,first_name,last_name,team,position,age,exp
1,DST,FantasySharks,501,5.4,2022,average,6.980322811285714,1.039691570752219,0.24105563257142837,5.858177903700001,8.459999999999999,0,-0.21693627779999947,0.23100000000000165,103,114,96,3,3,Buffalo,Bills,BUF,DST,NA,50
1,DST,NumberFire,501,5.18,2022,average,6.980322811285714,1.039691570752219,0.24105563257142837,5.858177903700001,8.459999999999999,0,-0.21693627779999947,0.23100000000000165,103,114,96,3,3,Buffalo,Bills,BUF,DST,NA,50
1,DST,FantasySharks,502,6.5,2022,average,4.987506740142857,0.8619044081410691,0.016398849857142572,3.6500000000000004,5.6367830267,-1.9928160711428573,-2.4251141814999997,-2.5922169732999976,207,214,212,31,19,Indianapolis,Colts,IND,DST,NA,50
1,DST,NumberFire,502,6.04,2022,average,4.987506740142857,0.8619044081410691,0.016398849857142572,3.6500000000000004,5.6367830267,-1.9928160711428573,-2.4251141814999997,-2.5922169732999976,207,214,212,31,19,Indianapolis,Colts,IND,DST,NA,50
1,DST,FantasySharks,503,7.5,2022,average,6.111312033714286,0.4679521810761636,0.019243692571428994,5.7044999999999995,6.8185,-0.869010777571428,-0.3706141815000006,-1.4104999999999972,154,128,169,19,12,Miami,Dolphins,MIA,DST,NA,50
1,DST,NumberFire,503,5.76,2022,average,6.111312033714286,0.4679521810761636,0.019243692571428994,5.7044999999999995,6.8185,-0.869010777571428,-0.3706141815000006,-1.4104999999999972,154,128,169,19,12,Miami,Dolphins,MIA,DST,NA,50
1,DST,FantasySharks,504,5.6000000000000005,2022,average,5.883460455285714,0.6461973848746404,0.033054251571428495,5.1822669561,6.813000000000001,-1.096862356,-0.8928472253999997,-1.4159999999999968,169,157,171,24,14,New England,Patriots,NEP,DST,NA,50
1,DST,NumberFire,504,5.3100000000000005,2022,average,5.883460455285714,0.6461973848746404,0.033054251571428495,5.1822669561,6.813000000000001,-1.096862356,-0.8928472253999997,-1.4159999999999968,169,157,171,24,14,New England,Patriots,NEP,DST,NA,50
1,DST,FantasySharks,505,4.5,2022,average,6.092068341142857,0.9428576209192894,0.018971664428571344,4.680343516400001,7.021,-0.888254470142857,-1.3947706650999994,-1.2079999999999975,156,183,161,20,12,New York,Jets,NYJ,DST,NA,50
1,DST,NumberFire,505,6.140000000000001,2022,average,6.092068341142857,0.9428576209192894,0.018971664428571344,4.680343516400001,7.021,-0.888254470142857,-1.3947706650999994,-1.2079999999999975,156,183,161,20,12,New York,Jets,NYJ,DST,NA,50
1,DST,FantasySharks,506,6.9,2022,average,6.489011870714286,0.4181747544146231,0.014200083571428657,5.9605,7.0161581665,-0.4913109405714282,-0.11461418150000036,-1.212841833499997,130,108,162,10,7,Cincinnati,Bengals,CIN,DST,NA,50
1,DST,NumberFire,506,6.05,2022,average,6.489011870714286,0.4181747544146231,0.014200083571428657,5.9605,7.0161581665,-0.4913109405714282,-0.11461418150000036,-1.212841833499997,130,108,162,10,7,Cincinnati,Bengals,CIN,DST,NA,50
1,DST,FantasySharks,507,6.5,2022,average,6.285418863142858,0.30774684615388087,0.02106398814285715,5.960000000000001,6.7245,-0.6949039481428567,-0.11511418149999919,-1.5044999999999975,145,110,174,17,10,Cleveland,Browns,CLE,DST,NA,50
