player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,xp_miss,bye,curr_site_pts,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Mason Crosby,K,GB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,3189,FFToday,8742,MIA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,18318,FFToday,15979,IND,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16084,FFToday,13898,NYG,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,13253,FFToday,13909,PHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16155,FFToday,13718,PIT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,15860,FFToday,13303,DAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3188,FFToday,8851,CIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,11369,FFToday,9694,MIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14391,FFToday,11947,LAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,17860,FFToday,15369,NYJ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16208,FFToday,13832,GB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14392,FFToday,11945,BUF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,18258,FFToday,15882,NO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,12445,FFToday,10868,JAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,NA,15827,FFToday,13354,SEA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,14905,FFToday,13403,BAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,14644,FFToday,11936,LV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,12435,FFToday,10862,HOU,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,3177,FFToday,8153,WAS,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17642,FFToday,15368,NE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,14584,FFToday,12437,KC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16763,FFToday,14600,SF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,11256,FFToday,9686,ARI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,14904,FFToday,12860,TEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,14750,FFToday,12956,CLE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,3192,FFToday,8930,TB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,11.77,NA,4780,FleaFlicker,8851,CINSat 1:00 PM,NA,NA,0,NA,K10,2/2,1/1,84%,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,10.47,NA,14337,FleaFlicker,13898,NYGSat 1:00 PM,NA,NA,7,NA,K16,2/2,2/2,45%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,10.29,NA,13977,FleaFlicker,13832,GBSun 1:00 PM,NA,NA,1,NA,K8,2/1,2/2,58%,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.2,NA,10779,FleaFlicker,11936,LVSat 8:15 PM,NA,NA,9,NA,K24,2/1,2/2,16%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,9.93,NA,10888,FleaFlicker,11945,BUFSat 1:00 PM,NA,NA,4,NA,NA,2/1,1/1,15%,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,9.93,NA,15412,FleaFlicker,14717,LACMon 8:15 PM,NA,NA,4,NA,NA,2/2,1/1,22%,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,9.89,NA,8663,FleaFlicker,10976,ATLSat 1:00 PM,NA,NA,0,NA,K1,2/2,1/1,97%,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,9.85,NA,8608,FleaFlicker,10868,JACL 3-19,NA,NA,0,9.85,K15,2/1,1/1,44%,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,9.74,NA,10038,FleaFlicker,13909,PHISat 4:25 PM,NA,NA,9,NA,K7,2/1,2/2,68%,NA,NA,NA,NA,NA,NA,NA
Michael Badgley,K,DET,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,9.66,NA,14050,FleaFlicker,13980,@CARSat 1:00 PM,NA,NA,6,NA,K18,2/1,2/2,17%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LAR,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,9.64,NA,14848,FleaFlicker,14244,DENSun 4:30 PM,NA,NA,7,NA,K13,2/2,1/1,49%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.59,NA,15626,FleaFlicker,14983,@CHISat 1:00 PM,NA,NA,7,NA,K3,2/1,2/2,90%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.97,NA,6304,FleaFlicker,9694,@MINSat 1:00 PM,NA,NA,9,NA,K20,2/1,1/1,49%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.94,NA,13947,FleaFlicker,13718,@PITSat 8:15 PM,NA,NA,6,NA,K2,2/1,1/1,92%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.84,NA,13035,FleaFlicker,13303,@DALSat 4:25 PM,NA,NA,7,NA,K12,2/1,1/1,22%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAC,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.77,NA,16587,FleaFlicker,15369,@NYJW 19-3,NA,NA,1,8.77,NA,2/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,8.76,NA,9754,FleaFlicker,11947,@LARSun 4:30 PM,NA,NA,9,NA,NA,2/1,1/1,32%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,8.68,NA,13986,FleaFlicker,13719,DETSat 1:00 PM,NA,NA,3,NA,NA,2/2,1/1,9%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,8.65,NA,13324,FleaFlicker,13403,@BALSat 1:00 PM,NA,NA,4,NA,K23,2/1,1/1,62%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,8.55,NA,17315,FleaFlicker,15979,@INDMon 8:15 PM,NA,NA,8,NA,K14,2/1,2/2,14%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.01,NA,16929,FleaFlicker,15882,NOSat 1:00 PM,NA,NA,9,NA,NA,2/1,2/2,21%,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,6.56,NA,2882,FleaFlicker,8153,WASSat 4:05 PM,NA,NA,9,NA,K22,1/1,2/2,52%,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,6.42,NA,11124,FleaFlicker,12437,@KCSat 1:00 PM,NA,NA,1,NA,K17,1/1,2/2,63%,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,6.4,NA,6293,FleaFlicker,9686,@ARISun 8:20 PM,NA,NA,1,NA,K6,1/1,2/2,69%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.3,6.26,NA,13124,FleaFlicker,13354,SEASat 1:00 PM,NA,NA,8,NA,K4,1/1,3/3,80%,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,6.2,NA,8478,FleaFlicker,10862,HOUSat 1:00 PM,NA,NA,6,NA,NA,1/1,2/2,6%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.77,NA,12611,FleaFlicker,12956,@CLESat 1:00 PM,NA,NA,4,NA,K9,1/1,1/1,23%,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,5.72,NA,15366,FleaFlicker,14600,@SFSat 4:05 PM,NA,NA,4,NA,NA,1/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,GB,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,5.37,NA,4715,FleaFlicker,8742,@MIASun 1:00 PM,NA,NA,4,NA,K21,1/1,2/2,12%,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,5.35,NA,16457,FleaFlicker,15368,@NESat 1:00 PM,NA,NA,0,NA,K5,1/1,2/2,73%,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,4.78,NA,4221,FleaFlicker,8930,TBSun 8:20 PM,NA,NA,3,NA,K11,1/1,1/1,35%,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,4.6,NA,12347,FleaFlicker,12860,@TENSat 1:00 PM,NA,NA,6,NA,NA,1/1,1/1,11%,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2.02,2.48,0.07,NA,0.79,NA,0.47,NA,0.47,NA,0.21,NA,2.48,NA,9.42,NA,greg-joseph,NumberFire,13898,NYG,NA,NA,NA,NA,NA,NA,NA,NA,4.4,14.44,#25,1,9.4,9.4,9.4
Brett Maher,K,DAL,NA,1.83,2.18,0,NA,0.69,NA,0.54,NA,0.32,NA,0.3,NA,2.8,NA,9.29,NA,brett-maher,NumberFire,13909,PHI,NA,NA,NA,NA,NA,NA,NA,NA,4.69,13.89,#8,2,9.27,9.27,9.27
Tyler Bass,K,BUF,NA,1.7,1.85,0.04,NA,0.37,NA,0.66,NA,0.46,NA,0.16,NA,3.23,NA,9.07,NA,tyler-bass,NumberFire,14983,CHI,NA,NA,NA,NA,NA,NA,NA,NA,5.31,12.83,#28,3,9.08,9.08,9.08
Cameron Dicker,K,LAC,NA,1.95,2.36,0.03,NA,0.68,NA,0.63,NA,0.43,NA,0.19,NA,2.33,NA,9.01,NA,cameron-dicker,NumberFire,15979,IND,NA,NA,NA,NA,NA,NA,NA,NA,3.74,14.28,#13,4,9.02,9.02,9.02
Graham Gano,K,NYG,NA,1.81,1.97,0.04,NA,0.48,NA,0.53,NA,0.52,NA,0.24,NA,2.55,NA,8.95,NA,graham-gano,NumberFire,9694,MIN,NA,NA,NA,NA,NA,NA,NA,NA,4.98,12.92,#16,5,8.98,8.98,8.98
Ryan Succop,K,TB,NA,1.77,2.46,0.03,NA,0.45,NA,0.67,NA,0.53,NA,0.11,NA,2.6,NA,8.72,NA,ryan-succop,NumberFire,9686,ARI,NA,NA,NA,NA,NA,NA,NA,NA,3.17,14.27,#23,6,8.72,8.72,8.72
Jason Sanders,K,MIA,NA,1.64,1.87,0.02,NA,0.46,NA,0.46,NA,0.62,NA,0.1,NA,2.92,NA,8.71,NA,jason-sanders,NumberFire,13832,GB,NA,NA,NA,NA,NA,NA,NA,NA,4.94,12.48,#19,7,8.72,8.72,8.72
Brandon McManus,K,DEN,NA,2.03,2.39,0.07,NA,0.62,NA,0.52,NA,0.46,NA,0.25,NA,1.95,NA,8.69,NA,brandon-mcmanus,NumberFire,11947,LA,NA,NA,NA,NA,NA,NA,NA,NA,3.45,13.93,#17,8,8.67,8.67,8.67
Justin Tucker,K,BAL,NA,1.7,1.98,0.04,NA,0.51,NA,0.61,NA,0.41,NA,0.16,NA,2.68,NA,8.59,NA,justin-tucker,NumberFire,10976,ATL,NA,NA,NA,NA,NA,NA,NA,NA,5.18,12,#32,9,8.6,8.6,8.6
Mason Crosby,K,GB,NA,1.65,2.06,0.02,NA,0.36,NA,0.54,NA,0.47,NA,0.22,NA,2.52,NA,8.25,NA,mason-crosby,NumberFire,8742,MIA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,13.58,#22,10,8.26,8.26,8.26
Harrison Butker,K,KC,NA,1.51,2.28,0.06,NA,0.5,NA,0.52,NA,0.36,NA,0.04,NA,3.23,NA,8.14,NA,harrison-butker,NumberFire,13354,SEA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,11.67,#29,11,8.11,8.11,8.11
Evan McPherson,K,CIN,NA,1.73,2.06,0.02,NA,0.51,NA,0.64,NA,0.44,NA,0.12,NA,2.28,NA,8.13,NA,evan-mcpherson,NumberFire,15368,NE,NA,NA,NA,NA,NA,NA,NA,NA,4.48,11.78,#1,12,8.15,8.15,8.15
Mike Badgley,K,DET,NA,1.57,1.92,0,NA,0.48,NA,0.62,NA,0.46,NA,0.02,NA,2.88,NA,8.12,NA,mike-badgley,NumberFire,13980,CAR,NA,NA,NA,NA,NA,NA,NA,NA,5.03,11.21,#14,13,8.12,8.12,8.12
Matt Gay,K,LA,NA,2,2.36,0.02,NA,0.64,NA,0.52,NA,0.52,NA,0.19,NA,1.53,NA,8.11,NA,matt-gay,NumberFire,14244,DEN,NA,NA,NA,NA,NA,NA,NA,NA,2.68,13.54,#5,14,8.1,8.1,8.1
Chase McLaughlin,K,IND,NA,1.76,2,0,NA,0.38,NA,0.51,NA,0.56,NA,0.31,NA,1.59,NA,8.03,NA,chase-mclaughlin,NumberFire,14717,LAC,NA,NA,NA,NA,NA,NA,NA,NA,3.67,12.39,#18,15,8.05,8.05,8.05
Eddy Pineiro,K,CAR,NA,1.55,1.76,0,NA,0.43,NA,0.41,NA,0.59,NA,0.13,NA,2.49,NA,8.01,NA,eddy-pineiro,NumberFire,13719,DET,NA,NA,NA,NA,NA,NA,NA,NA,3.56,12.46,#30,16,8.02,8.02,8.02
Robbie Gould,K,SF,NA,1.57,2.24,0,NA,0.55,NA,0.51,NA,0.4,NA,0.19,NA,2.18,NA,7.92,NA,robbie-gould,NumberFire,8153,WSH,NA,NA,NA,NA,NA,NA,NA,NA,4.04,11.8,#6,17,7.91,7.91,7.91
Randy Bullock,K,TEN,NA,1.59,1.81,0,NA,0.65,NA,0.53,NA,0.33,NA,0.14,NA,2.27,NA,7.82,NA,randy-bullock,NumberFire,10862,HOU,NA,NA,NA,NA,NA,NA,NA,NA,4.2,11.44,#24,18,7.83,7.83,7.83
Jason Myers,K,SEA,NA,1.58,1.84,0.04,NA,0.49,NA,0.46,NA,0.41,NA,0.15,NA,2.42,NA,7.75,NA,jason-myers,NumberFire,12437,KC,NA,NA,NA,NA,NA,NA,NA,NA,4.22,11.28,#26,19,7.78,7.78,7.78
Greg Zuerlein,K,NYJ,NA,1.6,1.9,0,NA,0.71,NA,0.26,NA,0.45,NA,0.16,NA,2.21,NA,7.73,NA,greg-zuerlein,NumberFire,10868,JAC,NA,NA,NA,NA,NA,NA,NA,NA,4.14,11.32,#27,20,7.72,7.72,7.72
Ka'imi Fairbairn,K,HOU,NA,1.7,1.93,0,NA,0.51,NA,0.46,NA,0.49,NA,0.2,NA,1.77,NA,7.64,NA,ka-imi-fairbairn,NumberFire,12860,TEN,NA,NA,NA,NA,NA,NA,NA,NA,3.33,11.95,#11,21,7.64,7.64,7.64
Younghoe Koo,K,ATL,NA,1.49,1.77,0,NA,0.5,NA,0.43,NA,0.51,NA,0.12,NA,2.19,NA,7.61,NA,younghoe-koo,NumberFire,13403,BAL,NA,NA,NA,NA,NA,NA,NA,NA,3.74,11.48,#12,22,7.62,7.62,7.62
Daniel Carlson,K,LV,NA,1.5,1.75,0.07,NA,0.5,NA,0.38,NA,0.42,NA,0.14,NA,2.32,NA,7.54,NA,daniel-carlson,NumberFire,13718,PIT,NA,NA,NA,NA,NA,NA,NA,NA,3.96,11.12,#15,23,7.55,7.55,7.55
Matt Prater,K,ARI,NA,1.59,1.88,0.05,NA,0.54,NA,0.55,NA,0.35,NA,0.2,NA,1.7,NA,7.5,NA,matt-prater,NumberFire,8930,TB,NA,NA,NA,NA,NA,NA,NA,NA,3.72,11.28,#7,24,7.52,7.52,7.52
Joey Slye,K,WSH,NA,2.16,2.49,0,NA,0.47,NA,0.66,NA,0.43,NA,0.17,NA,1.52,NA,7.5,NA,joey-slye,NumberFire,14600,SF,NA,NA,NA,NA,NA,NA,NA,NA,2.58,12.42,#2,24,7.48,7.48,7.48
Nick Folk,K,NE,NA,1.64,1.89,0.06,NA,0.47,NA,0.47,NA,0.37,NA,0.19,NA,1.99,NA,7.43,NA,nick-folk,NumberFire,8851,CIN,NA,NA,NA,NA,NA,NA,NA,NA,1.83,13.03,#10,26,7.42,7.42,7.42
Jake Elliott,K,PHI,NA,1.49,1.99,0.02,NA,0.46,NA,0.53,NA,0.37,NA,0.08,NA,2.5,NA,7.42,NA,jake-elliott,NumberFire,13303,DAL,NA,NA,NA,NA,NA,NA,NA,NA,3.53,11.31,#4,27,7.41,7.41,7.41
Cairo Santos,K,CHI,NA,1.52,1.73,0.04,NA,0.49,NA,0.5,NA,0.47,NA,0.08,NA,2.03,NA,7.39,NA,cairo-santos,NumberFire,11945,BUF,NA,NA,NA,NA,NA,NA,NA,NA,3.68,11.1,#9,28,7.4,7.4,7.4
Chris Boswell,K,PIT,NA,1.46,1.87,0,NA,0.36,NA,0.64,NA,0.34,NA,0.09,NA,2.49,NA,7.31,NA,chris-boswell,NumberFire,11936,LV,NA,NA,NA,NA,NA,NA,NA,NA,3.57,11.05,#31,29,7.3,7.3,7.3
Riley Patterson,K,JAC,NA,1.4,1.65,0.04,NA,0.49,NA,0.55,NA,0.27,NA,0.11,NA,1.98,NA,6.86,NA,riley-patterson,NumberFire,15369,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,3.01,10.71,#3,30,6.85,6.85,6.85
Cade York,K,CLE,NA,1.31,1.77,0.02,NA,0.33,NA,0.51,NA,0.35,NA,0.08,NA,2.03,NA,6.4,NA,cade-york,NumberFire,15882,NO,NA,NA,NA,NA,NA,NA,NA,NA,3.09,9.71,#20,31,6.41,6.41,6.41
Wil Lutz,K,NO,NA,1.31,1.76,0.03,NA,0.43,NA,0.42,NA,0.32,NA,0.08,NA,1.83,NA,6.14,NA,wil-lutz,NumberFire,12956,CLE,NA,NA,NA,NA,NA,NA,NA,NA,3.2,9.08,#21,32,6.15,6.15,6.15
Harrison Butker,K,KC,NA,NA,NA,0.04,NA,0.5,NA,0.55,NA,0.47,NA,NA,NA,2.94,NA,7.62,NA,2558245,NFL,13354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,DAL,NA,NA,NA,NA,NA,0.47,NA,0.67,NA,0.46,NA,NA,NA,2.51,NA,7.31,NA,2540243,NFL,13909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Succop,K,TB,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.48,NA,NA,NA,2.77,NA,7.21,NA,89802,NFL,9686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,NA,NA,0.08,NA,0.48,NA,0.44,NA,0.45,NA,NA,NA,2.6,NA,6.95,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,NA,NA,NA,NA,0.48,NA,0.69,NA,0.45,NA,NA,NA,2.08,NA,6.94,NA,2561534,NFL,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,NA,NA,NA,NA,0.48,NA,0.54,NA,0.51,NA,NA,NA,2.35,NA,6.94,NA,2536340,NFL,10976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Badgley,K,DET,NA,NA,NA,0.04,NA,0.48,NA,0.5,NA,0.37,NA,NA,NA,2.76,NA,6.93,NA,2560965,NFL,13980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,NA,NA,NA,NA,0.48,NA,0.56,NA,0.49,NA,NA,NA,2.33,NA,6.92,NA,2533444,NFL,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Gould,K,SF,NA,NA,NA,0.02,NA,0.48,NA,0.47,NA,0.54,NA,NA,NA,2.35,NA,6.88,NA,2506264,NFL,8153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,NA,NA,NA,NA,0.48,NA,0.57,NA,0.5,NA,NA,NA,2.08,NA,6.73,NA,2563203,NFL,14717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,NA,NA,0.05,NA,0.48,NA,0.53,NA,0.45,NA,NA,NA,2.2,NA,6.73,NA,2561153,NFL,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,2.4,NA,6.66,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
