team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
NYG,1.6,0,2.7,38.3,0.7,0.9,0.2,16.1,16.1,0,135,271,271,14.5,14.5,CBS,0517,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,0,4,36.3,0.6,0.9,0.2,18.5,18.5,0,96,291,291,14.4,14.4,CBS,0510,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1.1,0,2.5,40.1,0.8,1.1,0.2,18.2,18.2,0,76,297,297,13.5,13.5,CBS,0530,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1.1,0.1,3.6,40.1,0.6,0.9,0.2,17.4,17.4,0,121,304,304,12.4,12.4,CBS,0516,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1.1,0,2.8,41,0.9,1.2,0.2,20.9,20.9,0,96,331,331,12,12,CBS,0511,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1.5,0,2,42.3,0.9,1.2,0.2,14.8,14.8,0,132,313,313,12,12,CBS,0523,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1.2,0,2.2,44.9,1,1.4,0.2,19.8,19.8,0,125,333,333,11.8,11.8,CBS,0528,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.8,0,3.4,40.4,0.8,1.1,0.2,20.7,20.7,0,122,302,302,11.7,11.7,CBS,0521,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1.1,0,1.8,46.5,1.1,1.5,0.2,21,21,0,141,345,345,11.4,11.4,CBS,0502,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1,0,2.6,38.6,0.6,0.8,0.2,23,23,0,93,289,289,11.2,11.2,CBS,0514,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,0,1.8,44.8,1.2,1.7,0.2,21,21,0,109,362,362,11,11,CBS,0525,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,0,2.3,44.4,0.7,1,0.2,20.8,20.8,0,103,345,345,10.9,10.9,CBS,0506,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.2,0,3.2,45.6,0.8,1,0.2,23.9,23.9,0,163,378,378,10.4,10.4,CBS,0501,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1.4,0.1,2.6,39.2,0.8,1.2,0.2,21.8,21.8,0,105,300,300,10.4,10.4,CBS,0507,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,0,1.9,41.6,0.6,0.8,0.2,17.7,17.7,0,100,311,311,9.9,9.9,CBS,0518,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,0,2.9,40,0.8,1.1,0.2,24.9,24.9,0,95,343,343,9.7,9.7,CBS,0503,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1,0,2.7,41.2,0.7,1,0.2,21.3,21.3,0,127,331,331,9.3,9.3,CBS,0524,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,0,2.1,41.7,1,1.4,0.2,23.1,23.1,0,112,332,332,8.7,8.7,CBS,0519,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.9,0,2.4,41.3,0.6,0.8,0.2,25.1,25.1,0,131,332,332,8.6,8.6,CBS,0508,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1,0,2.3,44.5,0.5,0.7,0.2,24.8,24.8,0,105,399,399,8.5,8.5,CBS,0532,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1.1,0,1.2,42.2,0.7,0.9,0.2,24.9,24.9,0,113,399,399,8,8,CBS,0531,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.7,0,2.7,38.5,0.6,0.8,0.1,21,21,0,109,342,342,7.9,7.9,CBS,0522,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.8,0,1.8,41.5,0.6,0.9,0.2,22.1,22.1,0,105,338,338,7.8,7.8,CBS,0529,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,0,1.4,44.3,0.9,1.3,0.2,25.2,25.2,0,94,361,361,7.8,7.8,CBS,0512,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.7,0,2.5,42.8,0.6,0.9,0.1,23.4,23.4,0,125,354,354,7.7,7.7,CBS,0504,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,0,2.4,44.8,0.4,0.5,0.1,25.2,25.2,0,144,361,361,7.4,7.4,CBS,0509,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.6,0,2.1,45.1,0.6,0.9,0.1,25.4,25.4,0,120,366,366,7.1,7.1,CBS,0520,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,0,1.7,44.2,0.7,0.9,0.1,23,23,0,86,314,314,7.1,7.1,CBS,0505,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.9,0,2,46,0.4,0.6,0.1,22.5,22.5,0,112,328,328,7,7,CBS,0527,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,0,1.6,46.1,0.7,0.9,0.1,24.3,24.3,0,166,373,373,7,7,CBS,0526,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.4,0,1.7,43.5,0.7,0.9,0.1,22.4,22.4,0,112,334,334,6.5,6.5,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.5,0,1.4,42.4,0.6,0.8,0.1,26.8,26.8,0,108,351,351,6.2,6.2,CBS,0515,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0.1,3.4,NA,0.5,0.8,0.2,18.3,NA,NA,NA,316.4,NA,8.5,NA,FantasyPros,0510,8240,Pittsburgh Steelers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0.1,3.1,NA,0.6,0.9,0.2,18.9,NA,NA,NA,328.3,NA,8.4,NA,FantasyPros,0516,8080,Dallas Cowboys,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.2,0,2.4,NA,0.6,0.9,0.2,17.1,NA,NA,NA,315.3,NA,8.2,NA,FantasyPros,0523,8110,Green Bay Packers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.7,NA,0.6,0.8,0.2,19,NA,NA,NA,290.6,NA,8.1,NA,FantasyPros,0517,8200,New York Giants,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.5,NA,0.5,0.8,0.2,20,NA,NA,NA,316.1,NA,7.5,NA,FantasyPros,0514,8250,Los Angeles Chargers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0.1,2.8,NA,0.7,1,0.2,22.9,NA,NA,NA,315.8,NA,7.2,NA,FantasyPros,0507,8070,Cleveland Browns,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.3,NA,0.6,1,0.2,24,NA,NA,NA,350.3,NA,7.2,NA,FantasyPros,0503,8160,Miami Dolphins,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.6,0.9,0.2,19.9,NA,NA,NA,323.8,NA,7.2,NA,FantasyPros,0518,8230,Philadelphia Eagles,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,3,NA,0.6,0.8,0.2,23.3,NA,NA,NA,362.4,NA,7.1,NA,FantasyPros,0501,8030,Buffalo Bills,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,2.7,NA,0.6,0.8,0.2,21.4,NA,NA,NA,345.6,NA,7.1,NA,FantasyPros,0524,8170,Minnesota Vikings,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.9,NA,0.7,1,0.2,21,NA,NA,NA,327.6,NA,6.9,NA,FantasyPros,0521,8050,Chicago Bears,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.5,NA,0.7,1.1,0.2,22.2,NA,NA,NA,345,NA,6.7,NA,FantasyPros,0511,8090,Denver Broncos,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.4,NA,0.7,1.1,0.2,21.4,NA,NA,NA,346.9,NA,6.7,NA,FantasyPros,0528,8280,Los Angeles Rams,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.7,1.1,0.2,20.4,NA,NA,NA,339.5,NA,6.5,NA,FantasyPros,0502,8130,Indianapolis Colts,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.4,NA,0.6,0.9,0.2,20.1,NA,NA,NA,330.5,NA,6.5,NA,FantasyPros,0530,8270,San Francisco 49ers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.7,1.2,0.2,22,NA,NA,NA,333.1,NA,6.5,NA,FantasyPros,0519,8000,Arizona Cardinals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.6,0.8,0.2,23.3,NA,NA,NA,344.3,NA,6.4,NA,FantasyPros,0508,8300,Tennessee Titans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.5,0.7,0.1,22,NA,NA,NA,342.5,NA,6.3,NA,FantasyPros,0522,8100,Detroit Lions,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.6,1,0.2,21.2,NA,NA,NA,355.3,NA,6.2,NA,FantasyPros,0506,8060,Cincinnati Bengals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.8,1.3,0.2,22.3,NA,NA,NA,365.2,NA,6,NA,FantasyPros,0525,8290,Tampa Bay Buccaneers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,1.8,NA,0.7,1,0.2,26,NA,NA,NA,388.9,NA,5.9,NA,FantasyPros,0531,8020,Baltimore Ravens,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.5,0.8,0.1,24.2,NA,NA,NA,350.1,NA,5.9,NA,FantasyPros,0520,8310,Washington Commanders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.5,0.7,0.1,25.9,NA,NA,NA,374.5,NA,5.8,NA,FantasyPros,0509,8140,Jacksonville Jaguars,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.6,0.9,0.2,22.9,NA,NA,NA,327.4,NA,5.8,NA,FantasyPros,0505,8210,New York Jets,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2,NA,0.5,0.7,0.2,24.8,NA,NA,NA,381.5,NA,5.7,NA,FantasyPros,0532,8120,Houston Texans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.5,0.8,0.2,21.1,NA,NA,NA,345.6,NA,5.7,NA,FantasyPros,0529,8190,New Orleans Saints,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.6,0.7,0.1,22.1,NA,NA,NA,342,NA,5.6,NA,FantasyPros,0527,8040,Carolina Panthers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.3,NA,0.6,0.9,0.1,22,NA,NA,NA,344.7,NA,5.5,NA,FantasyPros,0513,8220,Las Vegas Raiders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.8,NA,0.6,1,0.2,24,NA,NA,NA,353.6,NA,5.4,NA,FantasyPros,0512,8150,Kansas City Chiefs,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.2,NA,0.5,0.8,0.1,23.8,NA,NA,NA,353,NA,5.2,NA,FantasyPros,0504,8180,New England Patriots,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.5,0.8,0.1,24.2,NA,NA,NA,350.9,NA,5.2,NA,FantasyPros,0526,8010,Atlanta Falcons,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.5,0.8,0.1,25.9,NA,NA,NA,347.8,NA,5.1,NA,FantasyPros,0515,8260,Seattle Seahawks,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1.4,0,3,NA,0.3,NA,0.4,14,NA,NA,NA,235,NA,15.3,NA,FantasySharks,0516,NA,"Cowboys, Dallas",D,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.5,0,3.9,NA,0.7,NA,0.2,19.7,NA,NA,NA,310.7,NA,14.4,NA,FantasySharks,0510,NA,"Steelers, Pittsburgh",D,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1,0.1,3,NA,0.7,NA,0.1,15.5,NA,NA,NA,222,NA,13.4,NA,FantasySharks,0521,NA,"Bears, Chicago",D,@NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.2,0.1,3.1,NA,0.3,NA,0.1,17.2,NA,NA,NA,282.9,NA,13.4,NA,FantasySharks,0501,NA,"Bills, Buffalo",D,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,0.9,0,3.4,NA,0.4,NA,0.1,14.2,NA,NA,NA,250.4,NA,13.2,NA,FantasySharks,0530,NA,"49ers, San Francisco",D,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.7,0,2.9,NA,0.7,NA,0.4,20.1,NA,NA,NA,349.8,NA,13.1,NA,FantasySharks,0503,NA,"Dolphins, Miami",D,@CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1.3,0,3.2,NA,0.6,NA,0.2,18.1,NA,NA,NA,312,NA,12.9,NA,FantasySharks,0524,NA,"Vikings, Minnesota",D,@NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,1,0,2.8,NA,0.5,NA,0.1,17,NA,NA,NA,298,NA,12.8,NA,FantasySharks,0523,NA,"Packers, Green Bay",D,NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.3,0,1.9,NA,0.9,NA,0.3,20.2,NA,NA,NA,272.2,NA,12.5,NA,FantasySharks,0519,NA,"Cardinals, Arizona",D,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.6,0.2,2.6,NA,0.8,NA,0,14.9,NA,NA,NA,258.8,NA,12,NA,FantasySharks,0511,NA,"Broncos, Denver",D,@LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.9,0,2.6,NA,0.2,NA,0.3,20.3,NA,NA,NA,322.2,NA,11.4,NA,FantasySharks,0518,NA,"Eagles, Philadelphia",D,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,0,3.1,NA,0.4,NA,0.1,20.8,NA,NA,NA,326.4,NA,11.3,NA,FantasySharks,0508,NA,"Titans, Tennessee",D,@IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,0,2.5,NA,0.5,NA,0.1,19,NA,NA,NA,300,NA,10.9,NA,FantasySharks,0514,NA,"Chargers, Los Angeles",D,@HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,0,1.9,NA,0.4,NA,0,19.1,NA,NA,NA,285.5,NA,10.8,NA,FantasySharks,0517,NA,"Giants, New York",D,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1.1,0,2.7,NA,0.5,NA,0.1,21.2,NA,NA,NA,333.8,NA,10.6,NA,FantasySharks,0528,NA,"Rams, Los Angeles",D,@SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.9,0.1,1.8,NA,0.5,NA,0.1,20.7,NA,NA,NA,333.3,NA,10.3,NA,FantasySharks,0502,NA,"Colts, Indianapolis",D,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.6,0,2.5,NA,0.6,NA,0,19.5,NA,NA,NA,315,NA,9.9,NA,FantasySharks,0529,NA,"Saints, New Orleans",D,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,0,2,NA,0.5,NA,0.2,21,NA,NA,NA,318,NA,9.7,NA,FantasySharks,0507,NA,"Browns, Cleveland",D,@ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.9,0,2.2,NA,0.4,NA,0.1,24.5,NA,NA,NA,343.2,NA,9.1,NA,FantasySharks,0504,NA,"Patriots, New England",D,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1,0.2,1.4,NA,0.5,NA,0.2,26.1,NA,NA,NA,382,NA,8.9,NA,FantasySharks,0526,NA,"Falcons, Atlanta",D,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.8,0,2.2,NA,0.8,NA,0.1,20.5,NA,NA,NA,429.6,NA,8.8,NA,FantasySharks,0525,NA,"Buccaneers, Tampa Bay",D,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.5,0,2.2,NA,0.6,NA,0.2,22.8,NA,NA,NA,364.8,NA,8.8,NA,FantasySharks,0512,NA,"Chiefs, Kansas City",D,@TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,0,2.2,NA,0.6,NA,0,21.4,NA,NA,NA,351,NA,8.8,NA,FantasySharks,0506,NA,"Bengals, Cincinnati",D,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,0,1.8,NA,0.4,NA,0.1,25.8,NA,NA,NA,342.7,NA,8.3,NA,FantasySharks,0505,NA,"Jets, New York",D,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,0,2.1,NA,0.3,NA,0.1,27.3,NA,NA,NA,456.4,NA,7.1,NA,FantasySharks,0532,NA,"Texans, Houston",D,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.5,0,1.6,NA,0.2,NA,0,24.5,NA,NA,NA,322.5,NA,6.9,NA,FantasySharks,0513,NA,"Raiders, Las Vegas",D,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,0,1.7,NA,0.3,NA,0,26.4,NA,NA,NA,397.8,NA,6.8,NA,FantasySharks,0509,NA,"Jaguars, Jacksonville",D,@PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.5,0.1,1.7,NA,0.5,NA,0.1,26.2,NA,NA,NA,434.8,NA,6.5,NA,FantasySharks,0515,NA,"Seahawks, Seattle",D,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.6,0.1,2.1,NA,0.3,NA,0.1,27.9,NA,NA,NA,407.5,NA,6.4,NA,FantasySharks,0520,NA,"Commanders, Washington",D,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.9,0,1.5,NA,0.4,NA,0.2,28.6,NA,NA,NA,479.1,NA,5.9,NA,FantasySharks,0531,NA,"Ravens, Baltimore",D,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.4,0,1.4,NA,0.3,NA,0.1,29.4,NA,NA,NA,409.6,NA,4.6,NA,FantasySharks,0527,NA,"Panthers, Carolina",D,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.4,0.1,1.6,NA,0.4,NA,0,31.8,NA,NA,NA,442,NA,4.3,NA,FantasySharks,0522,NA,"Lions, Detroit",D,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
