team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
GB,0.69,NA,3.83,NA,0.67,NA,0.22,16.5,NA,NA,NA,296.35,NA,10.15,NA,NumberFire,0523,green-bay-dst,Green Bay D/ST,D,CHI,NA,NA,NA,NA,3.53,16.77,#21,2,10.14,4500,2.25,10.14,2900,3.5,10.14,12,0.85,NA
LA,0.77,NA,4.09,NA,0.59,NA,0.21,18.5,NA,NA,NA,313.93,NA,9.75,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,ATL,NA,NA,NA,NA,3.21,16.29,#14,3,9.78,4600,2.13,9.78,4000,2.45,9.78,18,0.54,NA
CIN,1.06,NA,2.68,NA,0.42,NA,0.21,18,NA,NA,NA,329.55,NA,8.74,NA,NumberFire,0506,cincinnati-dst,Cincinnati D/ST,D,DAL,NA,NA,NA,NA,2.4,15.08,#32,4,8.68,3900,2.23,8.68,2200,3.95,8.68,16,0.54,NA
TB,1.05,NA,2.7,NA,0.61,NA,0.18,21,NA,NA,NA,345.32,NA,8.14,NA,NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,D,NO,NA,NA,NA,NA,1.92,14.36,#10,5,8.12,4200,1.93,8.12,3300,2.46,8.12,18,0.45,NA
BUF,0.77,NA,2.94,NA,0.49,NA,0.2,20,NA,NA,NA,330.27,NA,7.94,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,TEN,NA,NA,NA,NA,1.76,14.12,#12,6,7.96,5000,1.59,7.96,3100,2.57,7.96,17,0.47,NA
CLE,0.76,NA,2.12,NA,0.5,NA,0.21,17.5,NA,NA,NA,321.16,NA,7.86,NA,NumberFire,0507,cleveland-dst,Cleveland D/ST,D,NYJ,NA,NA,NA,NA,1.7,14.02,#28,7,7.86,4700,1.67,7.86,3700,2.12,7.86,14,0.56,NA
DEN,0.77,NA,2.3,NA,0.42,NA,0.21,18,NA,NA,NA,322.21,NA,7.77,NA,NumberFire,0511,denver-dst,Denver D/ST,D,HOU,NA,NA,NA,NA,1.63,13.91,#23,8,7.72,4800,1.61,7.72,3800,2.03,7.72,16,0.48,NA
NYG,0.92,NA,2.61,NA,0.45,NA,0.19,20,NA,NA,NA,337.35,NA,7.77,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,CAR,NA,NA,NA,NA,1.63,13.91,#11,8,7.77,4100,1.9,7.77,3200,2.43,7.77,10,0.78,NA
MIA,0.72,NA,3.58,NA,0.52,NA,0.15,24,NA,NA,NA,348.38,NA,7.3,NA,NumberFire,0503,miami-dst,Miami D/ST,D,BAL,NA,NA,NA,NA,1.25,13.35,#17,10,7.31,4000,1.83,7.31,2300,3.18,7.31,20,0.37,NA
IND,0.81,NA,2.23,NA,0.56,NA,0.18,21,NA,NA,NA,318.42,NA,7.11,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,JAC,NA,NA,NA,NA,1.1,13.12,#17,11,7.09,4300,1.65,7.09,3500,2.03,7.09,20,0.35,NA
CAR,0.87,NA,2.28,NA,0.69,NA,0.17,22.5,NA,NA,NA,326.68,NA,7.06,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,NYG,NA,NA,NA,NA,1.06,13.06,#20,12,7.07,4200,1.68,7.07,3000,2.36,7.07,11,0.64,NA
PIT,0.7,NA,2.45,NA,0.48,NA,0.18,21,NA,NA,NA,337.45,NA,6.9,NA,NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,D,NE,NA,NA,NA,NA,0.93,12.87,#29,13,6.91,5000,1.38,6.91,2800,2.47,6.91,13,0.53,NA
NE,0.82,NA,1.88,NA,0.4,NA,0.19,19.5,NA,NA,NA,330.43,NA,6.88,NA,NumberFire,0504,new-england-dst,New England D/ST,D,PIT,NA,NA,NA,NA,0.92,12.84,#24,14,6.87,3700,1.86,6.87,2900,2.37,6.87,20,0.34,NA
BAL,0.78,NA,2.01,NA,0.46,NA,0.18,20.5,NA,NA,NA,359.88,NA,6.77,NA,NumberFire,0531,baltimore-dst,Baltimore D/ST,D,MIA,NA,NA,NA,NA,0.83,12.71,#9,15,6.72,4500,1.49,6.72,3600,1.87,6.72,13,0.52,NA
LV,0.75,NA,2.16,NA,0.73,NA,0.17,23,NA,NA,NA,358.11,NA,6.7,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,ARI,NA,NA,NA,NA,0.77,12.63,#13,16,6.69,3800,1.76,6.69,3100,2.16,6.69,10,0.67,NA
KC,0.76,NA,2.48,NA,0.55,NA,0.16,25,NA,NA,NA,366.81,NA,6.12,NA,NumberFire,0512,kansas-city-dst,Kansas City D/ST,D,LAC,NA,NA,NA,NA,0.31,11.93,#6,17,6.13,3600,1.7,6.13,2300,2.67,6.13,12,0.51,NA
NYJ,0.71,NA,2.35,NA,0.41,NA,0.15,23,NA,NA,NA,335.81,NA,6.08,NA,NumberFire,0505,new-york-jets-dst,New York Jets D/ST,D,CLE,NA,NA,NA,NA,0.28,11.88,#15,18,6.04,3400,1.78,6.04,2200,2.75,6.04,10,0.6,NA
PHI,0.68,NA,2.58,NA,0.5,NA,0.16,25,NA,NA,NA,357.32,NA,5.93,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,MIN,NA,NA,NA,NA,0.16,11.7,#7,19,5.97,3600,1.66,5.97,2500,2.39,5.97,12,0.5,NA
DAL,0.42,NA,3.35,NA,0.44,NA,0.14,25.5,NA,NA,NA,361.66,NA,5.88,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,CIN,NA,NA,NA,NA,0.12,11.64,#27,20,5.87,4400,1.33,5.87,3000,1.96,5.87,20,0.29,NA
WSH,0.73,NA,2.56,NA,0.47,NA,0.15,25.5,NA,NA,NA,332.81,NA,5.81,NA,NumberFire,0520,washington-dst,Washington D/ST,D,DET,NA,NA,NA,NA,0.06,11.56,#3,21,5.8,4000,1.45,5.8,NA,NA,5.8,NA,NA,NA
DET,0.62,NA,2.05,NA,0.61,NA,0.15,24,NA,NA,NA,358.73,NA,5.78,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,WSH,NA,NA,NA,NA,0.04,11.52,#5,22,5.78,3500,1.65,5.78,2600,2.22,5.78,11,0.53,NA
SEA,0.66,NA,2.14,NA,0.8,NA,0.13,26,NA,NA,NA,337.73,NA,5.74,NA,NumberFire,0515,seattle-dst,Seattle D/ST,D,SF,NA,NA,NA,NA,0,11.48,#30,23,5.66,3100,1.83,5.66,2500,2.26,5.66,11,0.51,NA
MIN,0.69,NA,2.42,NA,0.55,NA,0.15,26.5,NA,NA,NA,356.06,NA,5.51,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,PHI,NA,NA,NA,NA,-0.18,11.2,#2,24,5.52,4300,1.28,5.52,2500,2.21,5.52,12,0.46,NA
JAC,0.6,NA,2.14,NA,0.61,NA,0.15,25.5,NA,NA,NA,366.79,NA,5.39,NA,NumberFire,0509,jacksonville-dst,Jacksonville D/ST,D,IND,NA,NA,NA,NA,-0.28,11.06,#19,25,5.4,3000,1.8,5.4,2300,2.35,5.4,10,0.54,NA
TEN,0.86,NA,2.4,NA,0.72,NA,0.12,29.5,NA,NA,NA,365.31,NA,5.32,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,BUF,NA,NA,NA,NA,-0.33,10.97,#4,26,5.31,3400,1.56,5.31,2200,2.41,5.31,17,0.31,NA
NO,0.63,NA,1.94,NA,0.3,NA,0.16,23.5,NA,NA,NA,354.7,NA,5.17,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,TB,NA,NA,NA,NA,-0.45,10.79,#22,27,5.17,4000,1.29,5.17,2400,2.15,5.17,15,0.34,NA
ARI,0.61,NA,2.39,NA,0.62,NA,0.13,28.5,NA,NA,NA,364.32,NA,4.9,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,LV,NA,NA,NA,NA,-0.67,10.47,#26,28,4.87,3600,1.35,4.87,2400,2.03,4.87,13,0.37,NA
CHI,0.29,NA,2.69,NA,0.4,NA,0.14,26,NA,NA,NA,368.82,NA,4.74,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,GB,NA,NA,NA,NA,-0.8,10.28,#25,29,4.67,4400,1.06,4.67,2600,1.8,4.67,12,0.39,NA
HOU,0.54,NA,2.29,NA,0.45,NA,0.13,27.5,NA,NA,NA,374.66,NA,4.54,NA,NumberFire,0532,houston-dst,Houston D/ST,D,DEN,NA,NA,NA,NA,-0.96,10.04,#8,30,4.48,3300,1.36,4.48,2100,2.13,4.48,12,0.37,NA
LAC,0.6,NA,2.01,NA,0.53,NA,0.14,29.5,NA,NA,NA,377.9,NA,4.07,NA,NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,D,KC,NA,NA,NA,NA,-1.33,9.47,#1,31,4.08,3800,1.07,4.08,2400,1.7,4.08,10,0.41,NA
ATL,0.76,NA,1.87,NA,0.28,NA,0.12,29,NA,NA,NA,377.11,NA,3.84,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,LA,NA,NA,NA,NA,-1.52,9.2,#31,32,3.81,3200,1.19,3.81,2100,1.81,3.81,10,0.38,NA
Green Bay Packers DEF  View News,1.34,0.06,3.2,NA,0.62,NA,0.18,19.03,NA,NA,NA,NA,NA,8.56,NA,NFL,0523,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Los Angeles Rams,1.1,0.06,2.92,NA,0.7,NA,0.15,15.59,NA,NA,NA,NA,NA,7.78,NA,NFL,0528,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Buffalo Bills,1.02,0.05,2.6,NA,0.7,NA,0.15,20.2,NA,NA,NA,NA,NA,7.4,NA,NFL,0501,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
San Francisco 49ers DEF  View News,0.85,0.06,2.93,NA,0.69,NA,0.14,18.68,NA,NA,NA,NA,NA,7.15,NA,NFL,0530,100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Indianapolis Colts,1.09,0.03,2.35,NA,0.65,NA,0.16,17.89,NA,NA,NA,NA,NA,7.15,NA,NFL,0502,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Dallas Cowboys DEF  View News,0.85,0.1,3.04,NA,0.58,NA,0.15,20.56,NA,NA,NA,NA,NA,7.12,NA,NFL,0516,100008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Philadelphia Eagles,1.03,0.03,2.28,NA,0.66,NA,0.16,20.94,NA,NA,NA,NA,NA,6.98,NA,NFL,0518,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Tampa Bay Buccaneers DEF  View News,0.98,0.03,2.38,NA,0.66,NA,0.16,21.36,NA,NA,NA,NA,NA,6.86,NA,NFL,0525,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Pittsburgh Steelers,1.02,0.04,2.31,NA,0.65,NA,0.14,21.13,NA,NA,NA,NA,NA,6.75,NA,NFL,0510,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Miami Dolphins,0.95,0.04,3,NA,0.37,NA,0.14,23.45,NA,NA,NA,NA,NA,6.74,NA,NFL,0503,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Denver Broncos,0.9,0.05,2.63,NA,0.53,NA,0.16,19.49,NA,NA,NA,NA,NA,6.73,NA,NFL,0511,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Minnesota Vikings,0.91,0.02,2.39,NA,0.62,NA,0.14,23.84,NA,NA,NA,NA,NA,6.63,NA,NFL,0524,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
New York Giants DEF  View News,0.84,0.04,2.63,NA,0.57,NA,0.15,21.78,NA,NA,NA,NA,NA,6.61,NA,NFL,0517,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Cleveland Browns DEF  View News,0.97,0.07,2.1,NA,0.64,NA,0.14,16.62,NA,NA,NA,NA,NA,6.6,NA,NFL,0507,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Arizona Cardinals,0.83,0.04,2.17,NA,0.72,NA,0.16,23.39,NA,NA,NA,NA,NA,6.49,NA,NFL,0519,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Detroit Lions DEF  View News,0.83,0.05,2.49,NA,0.63,NA,0.14,21.34,NA,NA,NA,NA,NA,6.47,NA,NFL,0522,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Tennessee Titans,0.97,0.02,2.11,NA,0.57,NA,0.14,23.39,NA,NA,NA,NA,NA,6.43,NA,NFL,0508,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Cincinnati Bengals DEF  View News,0.81,0.03,2.5,NA,0.61,NA,0.15,24.81,NA,NA,NA,NA,NA,6.42,NA,NFL,0506,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Houston Texans,0.86,0.03,2.37,NA,0.59,NA,0.16,22.63,NA,NA,NA,NA,NA,6.41,NA,NFL,0532,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Carolina Panthers DEF  View News,0.82,0.03,2.45,NA,0.6,NA,0.14,22.06,NA,NA,NA,NA,NA,6.37,NA,NFL,0527,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New England Patriots,0.97,0.03,2.1,NA,0.59,NA,0.16,21.56,NA,NA,NA,NA,NA,6.36,NA,NFL,0504,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Las Vegas Raiders,0.79,0.04,2.19,NA,0.67,NA,0.15,21.11,NA,NA,NA,NA,NA,6.33,NA,NFL,0513,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Baltimore Ravens,0.84,0.05,2.23,NA,0.62,NA,0.15,20.92,NA,NA,NA,NA,NA,6.33,NA,NFL,0531,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New York Jets DEF  View News,0.88,0.04,2.39,NA,0.58,NA,0.13,25.45,NA,NA,NA,NA,NA,6.23,NA,NFL,0505,100024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Washington Commanders DEF  View News,0.8,0.04,2.15,NA,0.64,NA,0.16,22.48,NA,NA,NA,NA,NA,6.19,NA,NFL,0520,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Seattle Seahawks DEF  View News,0.79,0.03,2.25,NA,0.62,NA,0.15,21.67,NA,NA,NA,NA,NA,6.15,NA,NFL,0515,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Kansas City Chiefs DEF  View News,0.87,0.03,2.22,NA,0.55,NA,0.14,22.3,NA,NA,NA,NA,NA,6.14,NA,NFL,0512,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jacksonville Jaguars,0.69,0.04,2.28,NA,0.65,NA,0.14,24.56,NA,NA,NA,NA,NA,6.06,NA,NFL,0509,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Chicago Bears DEF  View News,0.65,0.03,2.16,NA,0.6,NA,0.14,25.64,NA,NA,NA,NA,NA,5.92,NA,NFL,0521,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Atlanta Falcons,0.79,0.02,1.96,NA,0.6,NA,0.15,27.64,NA,NA,NA,NA,NA,5.86,NA,NFL,0526,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New Orleans Saints DEF  View News,0.8,0.03,1.91,NA,0.62,NA,0.14,24.71,NA,NA,NA,NA,NA,5.77,NA,NFL,0529,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Los Angeles Chargers DEF  View News,0.63,0.02,2.09,NA,0.61,NA,0.16,26.16,NA,NA,NA,NA,NA,5.63,NA,NFL,0514,100028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
