player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Sam Howell,QB,WAS,NA,1.1,0.7,16.2,NA,0.1,0.1,NA,0.1,0.8,NA,0,0,1.1,NA,23045,FantasyPros,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Daniel,QB,LAC,NA,1.6,1,11.8,NA,0.1,0,NA,0.3,1,NA,0,0,1,NA,9111,FantasyPros,9706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,1.4,0.9,14.8,NA,0.1,0,NA,0.3,0.4,NA,0,0,0.9,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,1.2,0.8,9.9,NA,0.1,0,NA,0.2,1.3,NA,0,0,0.9,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,0,0,13.5,NA,0.1,0.1,NA,0,0.1,NA,0,0,0.9,NA,18446,FantasyPros,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Henne,QB,KC,NA,1.4,0.9,9.8,NA,0.1,0,NA,0.2,0.8,NA,0,0,0.9,NA,9101,FantasyPros,9073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colt McCoy,QB,ARI,NA,1.5,0.9,12.9,NA,0.1,0,NA,0.2,0.4,NA,0,0,0.9,NA,9702,FantasyPros,9899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,CIN,NA,1.5,1.1,13,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.9,NA,15745,FantasyPros,12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,1.2,0.8,8.3,NA,0.1,0,NA,0.3,1.2,NA,0,0,0.9,NA,10007,FantasyPros,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,TEN,NA,1.2,0.7,13.8,NA,0,0.1,NA,0.3,1.1,NA,0,0,0.9,NA,23499,FantasyPros,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,1.3,0.8,12.1,NA,0.1,0.1,NA,0.3,1.1,NA,0,0,0.8,NA,19297,FantasyPros,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,TB,NA,0,0,15.3,NA,0.1,0.1,NA,0,0,NA,0,0,0.8,NA,9858,FantasyPros,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,1.4,0.7,11.9,NA,0.1,0,NA,0.3,0.6,NA,0,0,0.8,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,LV,NA,1.5,1,13,NA,0.1,0.1,NA,0.2,0.3,NA,0,0,0.8,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,HOU,NA,1.3,0.9,10.7,NA,0.1,0,NA,0.1,0.2,NA,0,0,0.7,NA,17869,FantasyPros,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,1.4,0.8,9.8,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.7,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Sudfeld,QB,DET,NA,1.4,0.7,7.9,NA,0.1,0.1,NA,0.2,1.2,NA,0,0,0.7,NA,15833,FantasyPros,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,1.2,0.7,7.4,NA,0.1,0,NA,0.1,0.2,NA,0,0,0.7,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,0.9,0.6,12.1,NA,0,0,NA,0.1,0.5,NA,0,0,0.7,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacob Eason,QB,CAR,NA,0,0,10,NA,0.1,0.1,NA,0,0,NA,0,0,0.6,NA,19220,FantasyPros,14780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,CLE,NA,1.2,0.8,10.5,NA,0,0,NA,0.3,0.9,NA,0,0,0.6,NA,16417,FantasyPros,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,QB,IND,NA,0.8,0.4,10.2,NA,0,0,NA,0.2,0.3,NA,0,0,0.5,NA,19803,FantasyPros,15250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Rudolph,QB,PIT,NA,1.5,0.9,9.4,NA,0,0.1,NA,0.2,0.8,NA,0,0,0.4,NA,17234,FantasyPros,13595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,0.8,0.5,6,NA,0,0,NA,0.1,0.3,NA,0,0,0.3,NA,20080,FantasyPros,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,CHI,NA,1,0.5,6.2,NA,0,0.1,NA,0.2,1.1,NA,0,0,0.3,NA,14142,FantasyPros,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,NYJ,NA,1.3,0.8,7.9,NA,0,0,NA,0.2,1,NA,0,0.1,0.2,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Feleipe Franks,QB,ATL,NA,0,0,0,NA,0,0,NA,0.4,0.9,NA,0,0,0.1,NA,20081,FantasyPros,15244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,42.1,28,296,NA,1.9,0.6,NA,3.3,10,NA,0.1,0.1,23.9,NA,NA,FantasySharks,14779,SEA,0.8,0.8,0.2,0,0.1,0.1,1.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",QB,CIN,NA,35.4,23.9,276,NA,1.9,0.7,NA,3.4,12,NA,0.2,0.1,23.5,NA,NA,FantasySharks,14777,ATL,0.8,0.4,0.1,0.1,0.1,0.5,3.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,33.5,22.1,250,NA,2.2,0.8,NA,4.3,26,NA,0.1,0.1,23.5,NA,NA,FantasySharks,13116,@SFO,1.5,0.3,0.1,0.1,0.2,0,2.1,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,27.8,17.5,197,NA,1.5,1.1,NA,11.5,69,NA,0.3,0.2,23.2,NA,NA,FantasySharks,13593,CLE,0.7,0.5,0.1,0.1,0.1,0.1,2.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,38.6,25.6,250,NA,1.2,0.7,NA,6.2,34,NA,0.3,0.1,22.2,NA,NA,FantasySharks,14056,NOS,0.6,0.2,0.4,0,0.1,0,2.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Aaron",QB,GBP,NA,33.2,22.4,242,NA,2,0.3,NA,1.8,4,NA,0.1,0.2,20.8,NA,NA,FantasySharks,7836,@WAS,1.1,0.4,0.4,0.1,0,0.1,2.2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,36.7,23.2,253,NA,1.8,0.7,NA,2.2,7,NA,0.1,0.2,20,NA,NA,FantasySharks,12620,DET,1,0.2,0.3,0.2,0,0,1.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brady, Tom",QB,TBB,NA,39.1,26.3,272,NA,1.7,0.4,NA,1.4,1,NA,0,0.3,19.6,NA,NA,FantasySharks,5848,@CAR,1,0.3,0.2,0.1,0.1,0.1,1.5,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",QB,SFO,NA,31.8,20.6,255,NA,1.4,0.7,NA,2.3,5,NA,0.1,0.2,18.7,NA,NA,FantasySharks,11760,KCC,0.6,0.5,0.1,0.1,0.1,0.1,1.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",QB,TEN,NA,28,18.6,208,NA,1.3,0.7,NA,3.1,13,NA,0.3,0.1,18.2,NA,NA,FantasySharks,10697,IND,0.7,0.4,0.1,0.1,0,0.1,2.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,26,17.6,202,NA,1.3,0.3,NA,3.8,19,NA,0.2,0.1,17.9,NA,NA,FantasySharks,11150,@LAC,0.3,0.4,0.2,0.1,0.1,0.2,2.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,37.5,24.5,249,NA,1.3,0.6,NA,1.2,3,NA,0,0.1,17.7,NA,NA,FantasySharks,15252,@LVR,0.5,0.3,0.3,0.1,0.2,0,2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,31.2,20.8,226,NA,1.4,0.8,NA,2.3,7,NA,0.2,0.1,17.5,NA,NA,FantasySharks,14778,PIT,0.9,0.2,0.1,0,0.1,0.1,2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,30,20.3,231,NA,1.1,0.5,NA,2.7,12,NA,0.1,0,17.4,NA,NA,FantasySharks,10703,NYJ,0.4,0.3,0.2,0.1,0,0.1,2.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,LVR,NA,33.3,21.5,244,NA,1.3,0.9,NA,2.5,10,NA,0.1,0.3,17.3,NA,NA,FantasySharks,11644,HOU,0.6,0.3,0.1,0.1,0.1,0.1,2.4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan, Matt",QB,IND,NA,38,25,258,NA,1.2,0.8,NA,2,3,NA,0,0.3,16.7,NA,NA,FantasySharks,9099,@TEN,0.4,0.5,0.1,0.1,0.1,0,2.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,32,20,222,NA,1.4,0.8,NA,1.7,6,NA,0,0.3,16.5,NA,NA,FantasySharks,12611,@DAL,0.7,0.2,0.3,0.2,0,0,2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",QB,NYG,NA,28.7,18.4,183,NA,0.8,0.5,NA,6.2,30,NA,0.2,0.3,16,NA,NA,FantasySharks,14059,@JAC,0.5,0.2,0,0.1,0,0.1,2.8,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,32.4,20.2,209,NA,1,0.9,NA,4,17,NA,0.2,0.5,15.9,NA,NA,FantasySharks,15237,NYG,0.6,0.2,0.1,0,0,0,2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,NOS,NA,28,18,205,NA,1.1,0.9,NA,3,12,NA,0.1,0.1,15.5,NA,NA,FantasySharks,12140,@ARI,0.5,0.4,0.1,0,0,0.1,2.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,NOS,NA,22,14.9,188,NA,1,0.7,NA,3,15,NA,0.2,0,15.5,NA,NA,FantasySharks,10313,@ARI,0.4,0.4,0,0,0.1,0.1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,CLE,NA,30.8,18.3,197,NA,0.9,0.8,NA,2.6,12,NA,0.1,0.2,14.4,NA,NA,FantasySharks,12616,@BAL,0.5,0.4,0,0,0,0,1.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,27,18.2,200,NA,1,1.1,NA,3.3,10,NA,0.1,0.3,14.1,NA,NA,FantasySharks,15241,CHI,0.5,0.2,0.2,0.1,0.1,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,CHI,NA,21.8,12.9,156,NA,0.7,0.9,NA,6.9,37,NA,0.1,0.2,13.6,NA,NA,FantasySharks,15238,@NEP,0.2,0.2,0,0,0.1,0.1,3.7,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,WAS,NA,25,16.9,188,NA,0.9,0.8,NA,3,11,NA,0,0.1,13.4,NA,NA,FantasySharks,12476,GBP,0.3,0.2,0.1,0.1,0.1,0.1,2.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,27.8,15.8,179,NA,0.7,0.9,NA,2.9,12,NA,0.2,0.3,12.9,NA,NA,FantasySharks,15239,@DEN,0.4,0.1,0.1,0,0.1,0.1,3.1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,PIT,NA,29.1,18.2,179,NA,0.7,0.4,NA,1.8,4,NA,0.2,0.1,12.9,NA,NA,FantasySharks,13115,@MIA,0.5,0.1,0,0,0,0,1.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,NEP,NA,27,18.2,200,NA,0.8,0.1,NA,1.7,0,NA,0,0.2,12.7,NA,NA,FantasySharks,15696,CHI,0.3,0.2,0.2,0.1,0,0,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,ATL,NA,17.3,10.8,132,NA,0.7,0.6,NA,5.3,24,NA,0.3,0.4,12.7,NA,NA,FantasySharks,12141,@CIN,0.3,0.3,0,0,0,0,2.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,27,17,200,NA,0.9,1,NA,1.1,0,NA,0,0,12.6,NA,NA,FantasySharks,13124,DET,0.5,0.2,0.1,0.1,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,CAR,NA,27.5,15.2,168,NA,0.8,0.9,NA,2.7,10,NA,0.1,0.2,12.1,NA,NA,FantasySharks,13590,TBB,0.2,0.2,0.1,0,0,0.2,3.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mond, Kellen",QB,CLE,NA,22.2,13.4,151,NA,0.8,0.9,NA,1.9,8,NA,0.1,0.3,10.5,NA,NA,FantasySharks,15243,@BAL,0.4,0.2,0.1,0,0,0.1,2.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eason, Jacob",QB,CAR,NA,20,13,144,NA,0.2,1,NA,3,7,NA,0,0,7.7,NA,NA,FantasySharks,14780,TBB,0.1,0.1,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,MIA,NA,12,7.4,97,NA,0.6,0.4,NA,0.5,3,NA,0,0,7.1,NA,NA,FantasySharks,11640,PIT,0.5,0.1,0,0,0,0,0.9,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,8.6,5.7,50,NA,0.3,0.6,NA,1.8,7,NA,0.4,0,6.3,NA,NA,FantasySharks,15692,@MIA,0.3,0,0,0,0,0,0.3,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,BAL,NA,9.5,5.7,53,NA,0.1,0,NA,2.6,15,NA,0,0.3,4.1,NA,NA,FantasySharks,14789,CLE,0.1,0,0,0,0,0,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,NYJ,NA,11.7,7.5,81,NA,0.4,1.7,NA,0.4,-0.1,NA,0,0,3.9,NA,NA,FantasySharks,13598,@DEN,0.2,0.2,0,0,0,0,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker, P.J.",QB,CAR,NA,9.3,5.4,55,NA,0.1,0.5,NA,1.1,4,NA,0,0.1,3,NA,NA,FantasySharks,13416,TBB,0.1,0,0,0,0,0,1.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Mason",QB,PIT,NA,6.3,3.7,32,NA,0.2,0.2,NA,0.7,4,NA,0,0,2.5,NA,NA,FantasySharks,13595,@MIA,0.2,0,0,0,0,0,0.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,NYJ,NA,3.7,2.4,29,NA,0.3,0.1,NA,0,0.1,NA,0,0,2.3,NA,NA,FantasySharks,9064,@DEN,0,0.2,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siemian, Trevor",QB,CHI,NA,4.3,2.3,29,NA,0.1,0.1,NA,0.9,3,NA,0,0.1,2.2,NA,NA,FantasySharks,12381,@NEP,0,0.1,0,0,0,0,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCoy, Colt",QB,ARI,NA,5.9,3.8,38,NA,0.1,0.1,NA,1.6,4,NA,0,0.1,2.2,NA,NA,FantasySharks,9899,NOS,0,0,0,0,0.1,0,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,4.5,2.3,22,NA,0.1,0.6,NA,1.5,9,NA,0,0,1.6,NA,NA,FantasySharks,10413,@JAC,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,3.4,2.1,26,NA,0.1,0.1,NA,0.8,0,NA,0,0,1.5,NA,NA,FantasySharks,14782,@WAS,0,0,0,0,0,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Kyle",QB,HOU,NA,2.5,1.4,14,NA,0.1,0,NA,0.5,3,NA,0,0.1,1.2,NA,NA,FantasySharks,13879,@LVR,0,0.1,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,0.9,0.6,7,NA,0.1,0,NA,0.9,1,NA,0.1,0,1.1,NA,NA,FantasySharks,15698,KCC,0,0,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,LVR,NA,1.4,0.7,6,NA,0,0,NA,0.7,4,NA,0.1,0,1,NA,NA,FantasySharks,14063,HOU,0,0,0,0,0,0,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McSorley, Trace",QB,ARI,NA,1.1,0.6,5,NA,0,0,NA,0.9,3,NA,0,0,0.6,NA,NA,FantasySharks,14061,NOS,0,0,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabbert, Blaine",QB,TBB,NA,1.5,0.8,8,NA,0.1,0,NA,1,-0.4,NA,0,0,0.6,NA,NA,FantasySharks,10262,@CAR,0,0,0.1,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,0.7,0.4,5,NA,0,0,NA,0.1,0,NA,0,0,0.3,NA,NA,FantasySharks,14057,@LAC,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Foles, Nick",QB,IND,NA,0.3,0.1,1,NA,0,0.1,NA,0.6,0.1,NA,0.1,0,0.3,NA,NA,FantasySharks,10699,@TEN,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Brandon",QB,CIN,NA,0.5,0.1,1,NA,0,0,NA,0.4,-0.3,NA,0,0,0.2,NA,NA,FantasySharks,12621,ATL,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henne, Chad",QB,KCC,NA,0.9,0.6,5,NA,0,0,NA,1.2,-0.3,NA,0,0,0.2,NA,NA,FantasySharks,9073,@SFO,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trask, Kyle",QB,TBB,NA,0.5,0.2,2,NA,0,0,NA,0.6,-0.4,NA,0,0,0.1,NA,NA,FantasySharks,15242,@CAR,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,DEN,NA,0.7,0.4,3,NA,0,0.1,NA,0,0.1,NA,0,0,0.1,NA,NA,FantasySharks,14065,NYJ,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,0.1,0.1,1,NA,0,0,NA,0.5,0.1,NA,0,0,0.1,NA,NA,FantasySharks,13125,NYG,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,28,17,224,NA,1,1,NA,10,68,NA,1,NA,28,NA,16255,FFToday,13593,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
