player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,opp,fg_miss,xp_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Daniel Carlson,K,LV,NA,NA,NA,NA,NA,0.48,NA,0.53,NA,0.45,NA,NA,NA,2.58,NA,6.96,NA,2560993,NFL,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,NA,NA,0.05,NA,0.48,NA,0.55,NA,0.48,NA,NA,NA,2.27,NA,6.95,NA,2506677,NFL,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.43,NA,NA,NA,2.68,NA,6.94,NA,2559205,NFL,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,NO,NA,NA,NA,NA,NA,0.48,NA,0.64,NA,0.46,NA,NA,NA,2.19,NA,6.93,NA,2556601,NFL,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,TEN,NA,NA,NA,NA,NA,0.48,NA,0.58,NA,0.48,NA,NA,NA,2.26,NA,6.88,NA,2533444,NFL,10862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,NA,NA,0.09,NA,0.48,NA,0.48,NA,0.43,NA,NA,NA,2.38,NA,6.82,NA,2556521,NFL,12860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,DEN,NA,NA,NA,0.03,NA,0.48,NA,0.49,NA,0.43,NA,NA,NA,2.5,NA,6.79,NA,2541556,NFL,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,NA,NA,NA,NA,0.48,NA,0.5,NA,0.46,NA,NA,NA,2.36,NA,6.68,NA,2550636,NFL,11945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,NE,NA,NA,NA,0.01,NA,0.48,NA,0.48,NA,0.39,NA,NA,NA,2.57,NA,6.65,NA,2507225,NFL,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,NA,NA,0.01,NA,0.48,NA,0.46,NA,0.39,NA,NA,NA,2.62,NA,6.64,NA,2563596,NFL,14983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,IND,NA,NA,NA,0.08,NA,0.48,NA,0.52,NA,0.52,NA,NA,NA,1.71,NA,6.51,NA,2563203,NFL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,NA,NA,NA,NA,0.48,NA,0.67,NA,0.53,NA,NA,NA,1.46,NA,6.5,NA,2561534,NFL,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,LA,NA,NA,NA,NA,NA,0.48,NA,0.5,NA,0.44,NA,NA,NA,2.12,NA,6.38,NA,2562271,NFL,14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,NA,NA,0.02,NA,0.48,NA,0.54,NA,0.45,NA,NA,NA,1.9,NA,6.37,NA,2561153,NFL,13832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,NA,NA,NA,NA,0.48,NA,0.51,NA,0.42,NA,NA,NA,1.96,NA,6.19,NA,2563132,NFL,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,NA,NA,0.05,NA,0.48,NA,0.54,NA,0.47,NA,NA,NA,1.55,NA,6.17,NA,2565953,NFL,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,NA,NA,0.05,NA,0.47,NA,0.52,NA,0.51,NA,NA,NA,1.5,NA,6.15,NA,2553112,NFL,12437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,NA,NA,0.07,NA,0.48,NA,0.6,NA,0.4,NA,NA,NA,1.32,NA,5.97,NA,2560842,NFL,13719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,NA,NA,NA,NA,0.48,NA,0.52,NA,0.44,NA,NA,NA,1.58,NA,5.9,NA,71309,NFL,9694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,LAC,NA,NA,NA,0.03,NA,0.48,NA,0.53,NA,0.43,NA,NA,NA,1.36,NA,5.77,NA,2539227,NFL,11387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,JAX,NA,NA,NA,0.02,NA,0.48,NA,0.41,NA,0.44,NA,NA,NA,1.59,NA,5.64,NA,2567013,NFL,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,NA,NA,0.03,NA,0.48,NA,0.45,NA,0.34,NA,NA,NA,1.67,NA,5.57,NA,2534797,NFL,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CLE,NA,NA,NA,0.02,NA,0.48,NA,0.42,NA,0.46,NA,NA,NA,1.36,NA,5.5,NA,2567487,NFL,15882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,NA,NA,NA,NA,0.47,NA,0.61,NA,0.55,NA,NA,NA,0.5,NA,5.39,NA,2558172,NFL,13303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
