id,pos,fantasy_sharks_pts,number_fire_pts,fantasy_pros_pts,flea_flicker_pts,cbs_pts,nfl_pts,avg_type,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,first_name,last_name,team,position,age,exp,season,week
511,DST,4.6000000000000005,7.03,6.6000000000000005,6.6000000000000005,NA,NA,average,6.59,1.1939179201268402,0.043333333333333,5.0475,7.985,-0.23500000000000032,-1.1062500000000002,-0.027500000000000746,113,163,106,5,4,Denver,Broncos,DEN,DST,NA,50,2022,1
512,DST,5.800000000000001,5.88,6.4,5.8,NA,NA,average,6.0600000000000005,0.24172298194420805,0.04333333333333389,5.81625,6.375000000000001,-0.7649999999999997,-0.33750000000000036,-1.6375000000000002,157,115,192,19,11,Kansas City,Chiefs,KCC,DST,NA,50,2022,1
513,DST,2.8000000000000003,5.01,5.1,5,NA,NA,average,4.941666666666666,1.1180816905157986,0,3.375,5.932499999999999,-1.8833333333333337,-2.7787500000000005,-2.080000000000002,200,241,210,32,19,Las Vegas,Raiders,LVR,DST,NA,50,2022,1
514,DST,6.3,6.04,6.5,6.7,NA,NA,average,6.825,0.94645654945169,0.008333333333333748,6.1537500000000005,8.216249999999999,0,0,0.20374999999999766,103,103,92,3,3,Los Angeles,Chargers,LAC,DST,NA,50,2022,1
515,DST,4.2,5.38,5.7,5.5,NA,NA,average,5.595,0.7458015821919391,0.04499999999999993,4.5512500000000005,6.305,-1.2300000000000004,-1.6025,-1.7075000000000014,180,187,199,27,16,Seattle,Seahawks,SEA,DST,NA,50,2022,1
516,DST,7.1000000000000005,4.71,5.2,5.2,NA,NA,average,5.68,0.8355896121900993,0.03666666666666618,4.84375,6.8100000000000005,-1.1450000000000005,-1.3100000000000005,-1.2025000000000006,177,173,170,24,15,Dallas,Cowboys,DAL,DST,NA,50,2022,1
517,DST,4,5.59,5.5,5.5,NA,NA,average,5.6433333333333335,0.980161551310123,0.03000000000000025,4.375,6.760000000000001,-1.1816666666666666,-1.7787500000000005,-1.2525000000000004,178,195,173,25,15,New York,Giants,NYG,DST,NA,50,2022,1
518,DST,5.5,6.6,6.4,6.4,NA,NA,average,6.503333333333334,0.7435702163660585,0.07333333333333414,5.6975,7.50375,-0.3216666666666663,-0.4562500000000007,-0.5087500000000009,121,122,139,8,6,Philadelphia,Eagles,PHI,DST,NA,50,2022,1
519,DST,4.4,4.9399999999999995,5.8,5.2,NA,NA,average,5.2283333333333335,0.5010854883816398,0.28666666666666707,4.53875,5.75,-1.5966666666666667,-1.6150000000000002,-2.262500000000001,193,188,212,31,19,Arizona,Cardinals,ARI,DST,NA,50,2022,1
520,DST,5.7,5.390000000000001,6,6,NA,NA,average,6.198333333333333,0.7536688043608193,0.004999999999999893,5.52,7.29,-0.6266666666666669,-0.6337500000000009,-0.722500000000001,148,135,150,16,9,Washington,Commanders,WAS,DST,NA,50,2022,1
521,DST,6.1000000000000005,5.54,5.3,5.3,NA,NA,average,5.815,0.49402429090076155,0.11166666666666725,5.31625,6.4750000000000005,-1.0099999999999998,-0.8375000000000004,-1.5375000000000005,172,149,186,22,14,Chicago,Bears,CHI,DST,NA,50,2022,1
522,DST,3.9,5.46,5.5,5.5,NA,NA,average,5.533333333333333,0.9491346936376666,0.0649999999999995,4.293749999999999,6.602500000000001,-1.291666666666667,-1.8600000000000012,-1.4100000000000001,185,202,181,29,17,Detroit,Lions,DET,DST,NA,50,2022,1
523,DST,6.1000000000000005,5.73,6.3,5.7,NA,NA,average,6.43,0.7535582260184014,0.06833333333333336,5.7225,7.380000000000001,-0.39500000000000046,-0.43125000000000036,-0.6325000000000003,126,121,145,9,6,Green Bay,Packers,GBP,DST,NA,50,2022,1
524,DST,6.5,4.67,5.4,4.800000000000001,NA,NA,average,5.845,1.2051721868679182,0.02999999999999936,4.7175,7.550000000000001,-0.9800000000000004,-1.4362500000000002,-0.46250000000000036,170,178,136,21,13,Minnesota,Vikings,MIN,DST,NA,50,2022,1
525,DST,6.2,5.359999999999999,6.1,5.5,NA,NA,average,6.3,1.050899614615973,0.054999999999999716,5.41,7.8025,-0.5250000000000004,-0.7437500000000004,-0.21000000000000085,138,142,119,13,8,Tampa Bay,Buccaneers,TBB,DST,NA,50,2022,1
526,DST,5,5.28,5.1,5.1,NA,NA,average,5.55,0.7506463881215976,0.016666666666666607,5.025,6.672499999999999,-1.2750000000000004,-1.1287500000000001,-1.3400000000000016,184,164,179,28,16,Atlanta,Falcons,ATL,DST,NA,50,2022,1
527,DST,5.1,5.91,6.3,6.2,NA,NA,average,6.326666666666666,0.7768633513473697,0.026666666666666394,5.3462499999999995,7.275,-0.49833333333333396,-0.807500000000001,-0.7375000000000007,134,147,152,12,7,Carolina,Panthers,CAR,DST,NA,50,2022,1
528,DST,5.5,6.15,5.800000000000001,5.800000000000001,NA,NA,average,6.345000000000001,1.0473203903295305,0.018333333333334423,5.575,7.8725000000000005,-0.47999999999999954,-0.5787500000000003,-0.14000000000000057,132,132,114,11,7,Los Angeles,Rams,LAR,DST,NA,50,2022,1
529,DST,7,7.77,7.5,7.3,NA,NA,average,6.973333333333334,0.9590759441601416,0.14833333333333343,5.574999999999999,7.7175,0.14833333333333343,-0.5787500000000012,-0.2950000000000008,95,133,123,2,2,New Orleans,Saints,NOS,DST,NA,50,2022,1
530,DST,6.9,7.82,8.2,7.8,NA,NA,average,7.7683333333333335,0.5024407096032989,0.7949999999999999,7.050000000000001,8.23,0.9433333333333334,0.8962500000000002,0.21749999999999936,73,80,91,1,1,San Francisco,49ers,SFO,DST,NA,50,2022,1
531,DST,5.1,6.33,6.5,6.3,NA,NA,average,6.226666666666667,0.5700497054351198,0.02833333333333332,5.395,6.65,-0.5983333333333336,-0.7587500000000009,-1.3625000000000007,146,143,180,15,9,Baltimore,Ravens,BAL,DST,NA,50,2022,1
532,DST,5.7,5.02,5.4,5.4,NA,NA,average,5.613333333333333,0.36395970472933764,0.018333333333333535,5.1675,6.015,-1.211666666666667,-0.9862500000000001,-1.9975000000000014,179,156,206,26,16,Houston,Texans,HOU,DST,NA,50,2022,1
10862,K,6.8,8.2,2.5,2.5,NA,7.359999999999999,average,7.936618226600985,0.8083434822741219,0.01065941322629449,6.985779967159278,8.868899835796388,-0.23028961938857595,-0.550236023588389,-0.14319274395395887,112,128,116,12,1,Randy,Bullock,TEN,K,33,8,2022,1
10868,K,6.2,7.24,1.9,1.9,7.8,5.88,average,7.216701736250056,0.8486485168729647,0.015177774101093888,6.306949779911966,8.36031912765106,-0.9502061097395051,-1.2290662108357013,-0.6517734520992864,167,167,147,28,2,Greg,Zuerlein,NYJ,K,35,8,2022,1
10976,K,8.3,9.01,2.5,2.5,8.8,6.78,average,8.495383118625872,0.566635614346569,0.004936822774626037,7.771643518518518,9.074359903381641,0.32847527263631093,0.23562752777085105,0.0622673236312945,83,96,101,2,1,Justin,Tucker,BAL,K,33,8,2022,1
11387,K,7.699999999999999,8.8,2.7,2.7,7.2,6.5,average,7.925958813374691,0.8402712741717475,0.03614759101340592,7.045776213027584,9.00057691508807,-0.24094903261487044,-0.49023977772008287,-0.011515664662276492,114,124,105,13,1,Dustin,Hopkins,LAC,K,32,7,2022,1
11936,K,7.300000000000001,7.7,1.9,1.9,5.2,7.11,average,7.306797048716394,1.1017811147975924,0.006797048716393306,5.7250000000000005,8.258042753183748,-0.8601107972731672,-1.8110159907476664,-0.7540498265665985,164,196,153,26,2,Chris,Boswell,PIT,K,33,6,2022,1
11945,K,6.5,7.18,1.8,1.8,5.9,6.81,average,7.074340129265279,0.8362561776906963,0.031190530397887883,6.050000000000001,8.127445466210437,-1.0925677167242824,-1.4860159907476662,-0.8846471135399092,174,180,157,31,2,Cairo,Santos,CHI,K,31,6,2022,1
11947,K,6.6,8.5,2.5,2.5,8.1,6.890000000000001,average,8.09890824857451,0.8477908523865758,0.16229002197352482,6.957571948682385,9.012092579750346,-0.06799959741505113,-0.5784440420652821,0,107,131,103,11,1,Brandon,McManus,DEN,K,31,6,2022,1
12417,K,NA,NA,NA,NA,7.300000000000001,NA,average,7.300000000000001,NA,0.08329826374994465,7.300000000000001,7.300000000000001,-0.8669078459895605,-0.23601599074766622,-1.7120925797503457,165,109,200,27,2,Josh,Lambo,FA,K,32,5,2022,1
12437,K,6.6000000000000005,6.48,1.9,1.9,7.3,6.54,average,7.201523962148962,0.745552647704506,0.08152396214896207,6.510000000000001,8.24490995115995,-0.965383883840599,-1.0260159907476663,-0.7671826285903958,168,161,154,29,2,Jason,Myers,SEA,K,31,6,2022,1
12860,K,6.2,7.02,1.9,1.9,NA,6.76,average,7.435741019214704,0.9391144806009734,0.05682446395623675,6.364000000000001,8.532676691729325,-0.7311668267748574,-1.1720159907476662,-0.47941588802102153,156,166,137,24,2,Ka'imi,Fairbairn,HOU,K,28,4,2022,1
12956,K,6.800000000000001,7.66,2.1,2.1,NA,6.36,average,7.501697868396664,0.7501603100502429,0.06595684918196021,6.833831325301206,8.49170342910102,-0.6652099775928972,-0.7021846654464605,-0.5203891506493257,152,139,140,23,2,Wil,Lutz,NOS,K,28,4,2022,1
13241,K,NA,NA,NA,NA,6.300000000000001,NA,average,6.300000000000001,NA,0.3263636363636371,6.300000000000001,6.300000000000001,-1.8669078459895605,-1.2360159907476662,-2.7120925797503457,198,169,224,34,4,Aldrick,Rosas,FA,K,28,4,2022,1
13303,K,7,8.719999999999999,1.9,1.9,5.300000000000001,4.84,average,6.9267332050665384,1.374828517230287,0.6267332050665377,5.3462253487253495,8.578263588263587,-1.2401746409230228,-2.1897906420223174,-0.43382899148675946,182,215,132,33,3,Jake,Elliott,PHI,K,27,3,2022,1
13354,K,7.4,9.24,2.8,2.8,8.5,6.859999999999999,average,8.496677193274053,0.7700627767475416,0.0012940746481806542,7.536015990747667,9.394864539183912,0.3297693472844916,0,0.38277195943356546,82,103,86,1,1,Harrison,Butker,KCC,K,27,3,2022,1
13403,K,8,7.8100000000000005,1.9,1.9,9.399999999999999,6.72,average,8.166907845989561,0.68941969831238,0.01493419078673952,7.579515891111765,9.177363031610604,0,0.04349990036409768,0.16527045186025724,103,101,94,8,1,Younghoe,Koo,ATL,K,28,3,2022,1
13718,K,11.5,8.73,2.1,2.1,6.5,6.23,average,8.353625269203159,1.7842240162675764,0.11469622595465268,6.618100871420595,10.807500000000001,0.1867174232135973,-0.9179151193270716,1.7954074202496546,92,153,59,5,1,Daniel,Carlson,LVR,K,27,2,2022,1
13719,K,5.7,7.24,1.6,1.6,NA,5.99,average,7.043149598867391,0.9500515565905083,0.11641639380085245,5.939925436526664,8.13960924964606,-1.1237582471221703,-1.5960905542210027,-0.872483330104286,176,186,156,32,2,Eddy,Pineiro,CAR,K,27,2,2022,1
13832,K,7.2,7.99,2.1,2.1,7.1000000000000005,6.71,average,7.704746012394596,0.6180727553347838,0.05384175707544614,7.125,8.575212587625725,-0.46216183359496554,-0.4110159907476669,-0.4368799921246218,130,119,133,18,2,Jason,Sanders,MIA,K,27,2,2022,1
13898,K,7.5,8.23,2,2,8.6,7,average,8.238929043248506,0.4753620016299086,0.0032027862652661554,7.633564351272424,8.808940863579474,0.07202119725894462,0.09754836052475735,-0.20315171617087202,99,99,118,6,1,Greg,Joseph,MIN,K,28,2,2022,1
13909,K,NA,7.930000000000001,2.2,2.2,NA,8.059999999999999,average,8.23572625698324,0.5048117244959766,0.06881841099367847,7.721441340782123,8.67226815642458,0.06881841099367847,0.18542535003445604,-0.3398244233257657,100,97,128,7,1,Brett,Maher,DAL,K,33,3,2022,1
13980,K,NA,6.84,NA,NA,7.4,NA,average,7.12,0.39597979746446693,0.04565987073472133,6.867999999999999,7.372000000000001,-1.046907845989561,-0.6680159907476675,-1.6400925797503456,173,138,193,30,2,Mike,Badgley,JAC,K,27,2,2022,1
14244,K,8.6,8.05,2.2,2.2,7.9,6.64,average,8.103271604938271,0.5359750339802227,0.004363356363761284,7.493756613756614,8.784126984126983,-0.06363624105128984,-0.04225937699105309,-0.22796559562336327,106,105,121,10,1,Matt,Gay,LAR,K,28,1,2022,1
14258,K,6,7.93,2.1,2.1,5.7,7.81,average,7.513865069356872,1.3295157237012263,0.012167200960208291,5.775,8.713712694409415,-0.653042776632689,-1.7610159907476666,-0.29837988534093185,151,193,124,22,2,Austin,Seibert,DET,K,26,1,2022,1
14387,K,NA,NA,NA,NA,7.6,NA,average,7.6,NA,0.08613493064312738,7.6,7.6,-0.5669078459895616,0.06398400925233272,-1.4120925797503467,142,100,182,21,2,Ryan,Santoso,FA,K,27,2,2022,1
14600,K,6.5,8.27,2.4,2.4,8.1,6.35,average,7.8739881713554984,0.9153195471646886,0.003969093211420471,6.664793797953964,8.90050831202046,-0.29291967463406277,-0.8712221927937032,-0.11158426772988683,119,151,113,15,1,Joey,Slye,WAS,K,26,1,2022,1
14650,K,NA,NA,NA,NA,5.6000000000000005,NA,average,5.6000000000000005,NA,0.10000000000000053,5.6000000000000005,5.6000000000000005,-2.5669078459895607,-1.9360159907476664,-3.412092579750346,222,205,238,37,4,Tristan,Vizcaino,FA,K,26,1,2022,1
14717,K,NA,NA,NA,NA,5.5,NA,average,5.5,NA,0.5,5.5,5.5,-2.666907845989561,-2.036015990747667,-3.5120925797503464,225,209,240,38,5,Chase,McLaughlin,FA,K,26,1,2022,1
14912,K,7.3,9.620000000000001,2.5,2.5,7.5,6.13,average,7.889811222361285,1.0945840421068047,0.015823051005786404,6.79898310387985,9.407623591989989,-0.27709662362827636,-0.73703288686781665,0.39553101223964227,116,140,85,14,1,Rodrigo,Blankenship,IND,K,25,0,2022,1
14983,K,8.5,8.42,2.4,2.4,8,6.24,average,8.151973655202822,0.6775834449267141,0.04870205026455032,7.2920378637566134,8.947941468253969,-0.01493419078673952,-0.24397812699105348,-0.06415111149637731,105,111,109,9,1,Tyler,Bass,BUF,K,25,0,2022,1
15368,K,8.3,9.1,2.4,2.4,8.1,6.96,average,8.490446295851246,0.4736955698652054,0.09528756569251584,8.028507570295602,9.087894870357019,0.3235384498616849,0.4924915795479352,0.07580229060667243,84,84,100,3,1,Evan,McPherson,CIN,K,23,-1,2022,1
15369,K,4.3999999999999995,NA,1.4,1.4,NA,4.94,average,5.973636363636364,1.4015076494475711,0.12898636363636395,4.573727272727272,7.5249999999999995,-2.1932714823531976,-2.962288718020395,-1.487092579750347,208,245,184,35,4,Riley,Patterson,JAC,K,23,-1,2022,1
15516,K,5,NA,NA,NA,NA,NA,average,5,NA,0,5,5,-3.166907845989561,-2.536015990747667,-4.012092579750346,239,229,257,39,5,Quinn,Nordin,NEP,K,24,-1,2022,1
15882,K,5.7,6.83,1.5,1.5,NA,4.85,average,5.84465,0.8040416565992555,0.24464999999999915,4.9239625,6.7493125,-2.3222578459895615,-2.612053490747667,-2.262780079750346,211,234,213,36,4,Cade,York,CLE,K,21,-2,2022,1
8153,K,6.3,8.62,2.3,2.3,7.9,7.11,average,7.870019078144078,0.8195782756412675,0.12754280266147333,6.699999999999999,8.564530677655677,-0.29688876784548324,-0.8360159907476676,-0.4475619020946695,120,148,134,16,1,Robbie,Gould,SFO,K,40,15,2022,1
8742,K,7,7.63,2.7,2.7,7.5,7.24,average,7.742476275482605,0.6830973939116143,0.037730263088008975,7.106683822506607,8.72568745073492,-0.42443157050695657,-0.4293321682410598,-0.28640512901542614,127,120,122,17,1,Mason,Crosby,GBP,K,38,13,2022,1
8851,K,7.699999999999999,7.8,2.2,2.2,6.9,6.53,average,7.61847482174688,0.5682558417361935,0.018474821746880643,6.9680322526737974,8.358940508021389,-0.5484330242426809,-0.5679837380738695,-0.6531520717289574,140,129,148,20,2,Nick,Folk,NEP,K,38,13,2022,1
8930,K,6.9,7.36,2.6,2.6,6.4,6.88,average,7.6509042553191495,1.062778840373766,0.03242943357226924,6.525,9.105216143194868,-0.5160035906704117,-1.0110159907476666,0.09312356344452155,136,160,98,19,2,Matt,Prater,ARI,K,38,14,2022,1
9686,K,8.399999999999999,8.27,2.8,2.8,8.899999999999999,7.75,average,8.39515873015873,0.4679021090839346,0.041533460955571755,7.821226817042607,8.929943609022555,0.22825088416916905,0.2852108262949402,-0.08214897072779159,88,91,111,4,1,Ryan,Succop,TBB,K,36,11,2022,1
9694,K,6.4,7.26,1.7,1.7,7.8,5.82,average,7.378916555258467,0.7629832670711225,0.072119506542073,6.536688669786097,8.419476938502672,-0.7879912907310942,-0.9993273209615703,-0.592615641247674,160,158,141,25,2,Graham,Gano,NYG,K,35,11,2022,1
10262,QB,0.31,NA,0.35200000000000004,NA,0.9400000000000001,NA,average,0.534,0.3522328775114555,0.014000000000000012,0.31420000000000003,0.8812,-16.869733333333336,-16.149150000000002,-18.760099999999998,651,647,644,68,14,Blaine,Gabbert,TBB,QB,33,9,2022,1
10313,QB,4.72,NA,0.764,NA,10.15,NA,average,5.211333333333333,4.712250559269248,0.2831466666666662,1.1596000000000004,9.607,-12.192400000000003,-15.30375,-10.034299999999998,597,626,468,39,12,Andy,Dalton,NOS,QB,35,9,2022,1
10413,QB,0.9400000000000001,NA,NA,NA,16.2,NA,average,8.57,10.790449480906714,3.2600000000000007,1.7030000000000007,15.437,-8.833733333333335,-14.76035,-4.204299999999998,448,618,265,36,12,Tyrod,Taylor,NYG,QB,33,9,2022,1
10697,QB,15.540000000000001,16.1232,17.032,18.232,18.11,17.187,average,17.179033333333333,1.054393819531709,0.14559999999999818,15.889550000000002,18.34425,-0.22470000000000212,-0.5738000000000003,-1.2970499999999987,111,130,178,15,4,Ryan,Tannehill,TEN,QB,34,8,2022,1
10699,QB,0.76,NA,NA,NA,NA,NA,average,0.76,NA,0.01200000000000001,0.76,0.76,-16.643733333333333,-15.703350000000002,-18.881299999999996,644,637,652,61,14,Nick,Foles,IND,QB,33,8,2022,1
10700,QB,16.3,16.4588,16.172,17.972,19.26,18.4286,average,17.590233333333334,1.283972980504912,0.18649999999999878,16.463350000000002,19.292150000000003,0.18649999999999878,0,-0.3491499999999945,93,103,129,12,4,Kirk,Cousins,MIN,QB,34,8,2022,1
10703,QB,9.860000000000001,18.421,18.92,20.12,19.78,16.2806,average,17.240266666666667,3.80682305691592,0.06123333333333392,11.555150000000001,19.952500000000004,-0.1634666666666682,-4.908200000000001,0.3112000000000066,108,294,89,14,4,Russell,Wilson,DEN,QB,34,8,2022,1
10948,QB,0.12,NA,NA,NA,0.8480000000000001,NA,average,0.48400000000000004,0.5147737367038067,0.020000000000000018,0.15640000000000004,0.8116000000000001,-16.919733333333333,-16.30695,-18.8297,653,650,646,70,14,Case,Keenum,BUF,QB,34,8,2022,1
11150,QB,16.08,12.9174,12.956,12.556000000000001,0.8520000000000001,14.723,average,11.6024,5.456613697156873,0.241933333333332,3.7192499999999997,15.740749999999998,-5.801333333333336,-12.744100000000003,-3.900549999999999,306,614,253,32,9,Geno,Smith,SEA,QB,32,7,2022,1
11152,QB,NA,NA,NA,NA,0.6060000000000001,NA,average,0.6060000000000001,NA,0.050000000000000044,0.6060000000000001,0.6060000000000001,-16.797733333333333,-15.857350000000002,-19.035299999999996,649,643,655,66,14,Mike,Glennon,FA,QB,33,7,2022,1
11640,QB,3.24,NA,0.708,NA,16.330000000000002,0.6708000000000001,average,5.2822000000000005,7.504561929919694,0.0708666666666673,0.6853800000000001,14.426499999999995,-12.121533333333335,-15.777970000000002,-5.214800000000002,593,641,299,38,12,Teddy,Bridgewater,MIA,QB,30,6,2022,1
11644,QB,16.08,18.689999999999998,18.608,18.608,14.370000000000001,18.4164,average,17.403733333333335,1.6915379589789488,0.1634666666666682,14.9175,18.650100000000002,0,-1.5458500000000015,-0.9911999999999956,103,184,162,13,4,Derek,Carr,LVR,QB,31,6,2022,1
11760,QB,4.62,NA,1.308,1.308,16.07,1.2915999999999999,average,4.928186666666667,6.419047080265626,3.063386666666667,1.2333866666666666,13.819999999999997,-12.475546666666668,-15.229963333333336,-5.821300000000001,619,622,316,40,13,Jimmy,Garoppolo,SFO,QB,31,6,2022,1
12140,QB,16.64,15.696600000000002,16.456,18.056,14.7,18.892,average,16.826766666666668,1.4535455158565442,0.09676666666666733,15.11165,18.6505,-0.5769666666666673,-1.3517000000000028,-0.9907999999999966,143,176,161,18,4,Jameis,Winston,NOS,QB,28,5,2022,1
12141,QB,5.640000000000001,15.3028,15.686000000000002,14.886000000000001,0.9079999999999999,15.950000000000001,average,11.360466666666667,6.410552621004423,0.7680333333333333,2.151,15.899000000000001,-6.043266666666668,-14.312350000000002,-3.7422999999999966,314,616,248,33,9,Marcus,Mariota,ATL,QB,29,5,2022,1
12381,QB,1.34,NA,1.252,1.252,NA,1.3548,average,1.2947,0.08127869749612553,0.1146999999999998,1.2184199999999998,1.3868000000000003,-16.109033333333336,-15.244930000000002,-18.254499999999997,630,624,632,47,13,Trevor,Siemian,CHI,QB,31,5,2022,1
12476,QB,3.78,NA,0.812,NA,0.656,0.7944,average,1.5389333333333333,1.5356836248249688,0.02519999999999989,0.7177600000000001,3.3947999999999987,-15.864800000000002,-15.745590000000002,-16.246499999999997,626,638,625,43,13,Taylor,Heinicke,WAS,QB,29,5,2022,1
12610,QB,14.100000000000001,16.2948,16.7,18.7,13.73,16.0644,average,16.1682,1.690910225884272,0.00833333333333286,14.2625,18.3475,-1.2355333333333363,-2.2008500000000026,-1.2937999999999974,181,217,177,21,5,Carson,Wentz,WAS,QB,30,4,2022,1
12611,QB,13.5,14.8346,14.71,17.310000000000002,11.9,16.441,average,14.9726,1.7942315123751449,0.44113333333333316,12.680000000000001,17.092750000000002,-2.431133333333335,-3.7833500000000004,-2.548549999999995,216,262,222,25,6,Jared,Goff,DET,QB,28,4,2022,1
12616,QB,12.1,12.8094,12.038,12.038,0.694,13.725200000000001,average,10.592433333333334,4.833000721566951,0.3095333333333343,3.59375,13.47,-6.811300000000001,-12.869600000000002,-6.171299999999997,352,615,331,34,10,Jacoby,Brissett,CLE,QB,30,4,2022,1
12620,QB,19.78,18.5316,19.584,19.784,16.89,21.3792,average,19.6948,1.3715154362966533,0.1917666666666662,17.8029,21.1294,2.2910666666666657,1.3395499999999991,1.4881000000000029,48,75,67,7,3,Dak,Prescott,DAL,QB,29,4,2022,1
12621,QB,NA,NA,NA,NA,0.928,NA,average,0.928,NA,0.008000000000000118,0.928,0.928,-16.475733333333334,-15.535350000000001,-18.713299999999997,637,631,639,54,14,Brandon,Allen,CIN,QB,30,4,2022,1
12815,QB,NA,NA,0.854,0.854,NA,0.8706,average,0.8928666666666667,0.02172218527987765,0.08486666666666665,0.87294,0.912,-16.51086666666667,-15.590410000000002,-18.7293,640,634,642,57,14,Nate,Sudfeld,DET,QB,29,4,2022,1
13115,QB,12.6,15.4486,16.954,15.354,0.9,19.7828,average,13.7949,6.497225403816617,0.5808999999999997,4.265,19.1856,-3.608833333333335,-12.198350000000001,-0.45569999999999666,250,613,135,29,7,Mitchell,Trubisky,PIT,QB,28,3,2022,1
13116,QB,22.6,22.489600000000003,22.1,21.7,21.21,23.212,average,22.321933333333334,0.6721454802843393,0.16293333333333493,21.485000000000007,23.108999999999998,4.918199999999999,5.021650000000005,3.4677000000000007,18,20,37,2,1,Patrick,Mahomes,KCC,QB,27,3,2022,1
13119,QB,NA,NA,1.458,1.458,NA,1.5152,average,1.5137333333333334,0.005158811232574178,0.17366666666666664,1.50872,1.51772,-15.890000000000002,-14.954630000000002,-18.123579999999997,627,619,629,44,13,Joshua,Dobbs,CLE,QB,27,3,2022,1
13124,QB,NA,NA,NA,NA,0.704,NA,average,0.704,NA,0.0706,0.704,0.704,-16.699733333333334,-15.759350000000001,-18.937299999999997,646,639,654,63,14,Cooper,Rush,FA,QB,29,3,2022,1
13125,QB,0.08,NA,NA,NA,0.96,NA,average,0.52,0.6222539674441618,0.035999999999999976,0.12400000000000004,0.9159999999999999,-16.883733333333335,-16.339350000000003,-18.725299999999997,652,651,641,69,14,C.J.,Beathard,JAC,QB,29,3,2022,1
13416,QB,0.6799999999999999,NA,NA,NA,0.8160000000000001,NA,average,0.748,0.09616652224137055,0.04400000000000004,0.6868,0.8092,-16.655733333333334,-15.776550000000002,-18.832099999999997,645,640,648,62,14,P.J.,Walker,CAR,QB,27,3,2022,1
13424,QB,NA,1.2106,1.4100000000000001,NA,NA,NA,average,1.3103,0.14099709216859777,0.015600000000000058,1.22057,1.40003,-16.093433333333333,-15.242780000000002,-18.241269999999997,629,623,631,46,13,Taysom,Hill,NOS,TE,32,3,2022,1
13589,QB,21.92,23.2448,23.904000000000003,23.504,20.32,23.401,average,22.73896666666667,1.271333916273246,0.41703333333333603,20.9,23.91325,5.335233333333335,4.436649999999997,4.271950000000004,16,27,26,1,1,Josh,Allen,BUF,QB,26,2,2022,1
13590,QB,13,14.580200000000001,14.93,13.14,14.950000000000001,15.451600000000001,average,14.401966666666667,1.045167488332213,0.14949999999999974,13.082500000000001,15.371200000000002,-3.0017666666666685,-3.3808500000000006,-4.270099999999996,233,253,268,27,6,Baker,Mayfield,CAR,QB,27,2,2022,1
13591,QB,NA,NA,NA,NA,0.944,NA,average,0.944,NA,0.0040000000000000036,0.944,0.944,-16.459733333333336,-15.519350000000003,-18.6973,635,629,636,52,14,Josh,Rosen,FA,QB,25,2,2022,1
13592,QB,NA,NA,NA,NA,16.73,NA,average,16.73,NA,0.14596666666666636,16.73,16.73,-0.6737333333333346,0.2666499999999985,-2.911299999999997,153,93,231,19,4,Sam,Darnold,CAR,QB,25,2,2022,1
13593,QB,20.720000000000002,22.303600000000003,23.068,NA,22.5,21.2808,average,22.04748,0.968558058146232,0.4213799999999992,20.97616,23.134400000000003,4.643746666666665,4.512809999999998,3.4931000000000054,23,26,36,4,1,Lamar,Jackson,BAL,QB,25,2,2022,1
13595,QB,0.08,NA,NA,NA,0.8480000000000001,NA,average,0.464,0.5430580079512686,0.16199999999999998,0.11840000000000003,0.8096000000000001,-16.939733333333336,-16.34495,-18.831699999999998,654,652,647,71,14,Mason,Rudolph,PIT,QB,27,2,2022,1
13598,QB,5.31,NA,NA,NA,NA,NA,average,5.31,NA,0.02779999999999916,5.31,5.31,-12.093733333333336,-11.153350000000003,-14.331299999999999,592,611,624,37,12,Mike,White,NYJ,QB,27,2,2022,1
13879,QB,0.9199999999999999,NA,NA,NA,NA,NA,average,0.9199999999999999,NA,0.015999999999999903,0.9199999999999999,0.9199999999999999,-16.483733333333333,-15.543350000000002,-18.7213,638,632,640,55,14,Kyle,Allen,HOU,QB,26,2,2022,1
14056,QB,21,21.3272,21.942,23.142000000000003,21.2,21.395400000000002,average,21.6261,0.7218664336288251,0.6057333333333332,21.073050000000002,22.695750000000004,4.222366666666666,4.6097,3.0544500000000063,28,22,41,5,2,Kyler,Murray,ARI,QB,25,1,2022,1
14057,QB,0.21000000000000002,NA,0.672,NA,0.798,0.6736,average,0.6334,0.2541933122645047,0.02313333333333334,0.33053999999999994,0.8391,-16.770333333333333,-16.132810000000003,-18.8022,647,646,645,64,14,Drew,Lock,SEA,QB,26,1,2022,1
14059,QB,12.3,16.3172,14.540000000000003,14.740000000000002,13.250000000000002,15.611600000000001,average,14.531466666666667,1.2781677114786878,0.12950000000000017,12.8575,15.94205,-2.8722666666666683,-3.605850000000002,-3.6992499999999975,230,257,246,26,6,Daniel,Jones,NYG,QB,25,1,2022,1
14063,QB,1.1800000000000002,NA,NA,NA,NA,NA,average,1.1800000000000002,NA,0.050000000000000044,1.1800000000000002,1.1800000000000002,-16.223733333333335,-15.283350000000002,-18.461299999999998,631,625,633,48,14,Jarrett,Stidham,LVR,QB,26,1,2022,1
14065,QB,0.04999999999999998,NA,0.728,NA,NA,0.77,average,0.556,0.3863521709528756,0.02200000000000002,0.17600000000000005,0.7862,-16.847733333333334,-16.287350000000004,-18.855099999999997,650,649,650,67,14,Brett,Rypien,DEN,QB,26,1,2022,1
