id,pos,fantasy_sharks_pts,number_fire_pts,fantasy_pros_pts,flea_flicker_pts,cbs_pts,nfl_pts,avg_type,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,first_name,last_name,team,position,age,exp,season,week
14067,QB,0.24,NA,0.634,NA,NA,0.7168,average,0.6102666666666666,0.21753393604983415,0.00426666666666653,0.39568000000000003,0.7502800000000001,-16.793466666666667,-16.067670000000003,-18.891019999999997,648,645,653,65,14,Gardner,Minshew,PHI,QB,26,1,2022,1
14070,QB,NA,NA,NA,NA,0.808,NA,average,0.808,NA,0.02400000000000002,0.808,0.808,-16.595733333333335,-15.655350000000002,-18.833299999999998,641,635,649,58,14,David,Blough,FA,QB,27,1,2022,1
14777,QB,19.22,19.7914,19.306,19.105999999999998,18.310000000000002,18.2224,average,19.034300000000002,0.5878878770650062,1.4169000000000018,18.2793,19.641299999999998,1.6305666666666667,1.8159499999999973,0,59,66,103,10,4,Joe,Burrow,CIN,QB,26,0,2022,1
14778,QB,16.72,17.7744,17.694000000000003,18.894000000000002,14.290000000000001,16.438200000000002,average,17.033433333333335,1.502105846692126,0.18230000000000146,14.962050000000001,18.582750000000004,-0.3703000000000003,-1.5013000000000005,-1.0585499999999932,124,183,165,16,4,Tua,Tagovailoa,MIA,QB,24,0,2022,1
14779,QB,21.5,20.8142,21.747999999999998,20.748,17.900000000000002,21.542,average,21.020366666666668,1.3907052048031845,1.325566666666667,19.010749999999998,22.125999999999998,3.6166333333333327,2.547399999999996,2.4847,36,50,49,6,3,Justin,Herbert,LAC,QB,24,0,2022,1
14780,QB,NA,NA,NA,NA,1.126,NA,average,1.126,NA,0.05383999999999989,1.126,1.126,-16.277733333333334,-15.337350000000002,-18.515299999999996,633,627,635,50,14,Jacob,Eason,FA,QB,25,0,2022,1
14782,QB,0.78,NA,0.958,0.958,0.7160000000000001,1.0738,average,1.07216,0.10620747619635822,0.12816000000000005,0.9488000000000001,1.177,-16.331573333333335,-15.514550000000002,-18.464299999999998,634,628,634,51,14,Jordan,Love,GBP,QB,24,0,2022,1
14783,QB,19.84,21.1496,22.604,24.404,22.21,21.5564,average,22.159,1.4907164130041635,0.11151999999999873,20.45865,24.067749999999997,4.755266666666664,3.9952999999999967,4.426449999999999,20,32,24,3,1,Jalen,Hurts,PHI,QB,24,0,2022,1
14789,QB,2.9400000000000004,NA,1.318,1.318,NA,1.6178000000000001,average,1.8084500000000001,0.8096993742535971,0.26951666666666685,1.259,2.7926699999999993,-15.595283333333334,-15.204350000000002,-16.84863,625,621,626,42,13,Tyler,Huntley,BAL,QB,24,0,2022,1
15237,QB,13.180000000000001,16.7164,15.854,14.254,21.29,15.314800000000002,average,16.159866666666666,2.8696329344825044,0.584226666666666,13.56725,20.265349999999998,-1.2438666666666691,-2.8961000000000023,0.6240500000000004,183,243,81,22,5,Trevor,Lawrence,JAC,QB,23,-1,2022,1
15238,QB,13.48,16.328,15.373999999999999,15.974,2.3280000000000003,15.900000000000002,average,13.214,5.351394285604454,1.0370133333333342,5.236000000000001,16.0485,-4.189733333333335,-11.227350000000001,-3.592799999999997,262,612,244,30,8,Justin,Fields,CHI,QB,23,-1,2022,1
15239,QB,NA,8.1556,8.198,9.398,15.58,NA,average,10.2829,3.5747713083030455,1.7128999999999994,8.07696,14.637699999999999,-7.120833333333335,-8.386390000000002,-5.003599999999999,364,506,292,35,11,Zach,Wilson,NYJ,QB,23,-1,2022,1
15240,QB,14.219999999999999,18.488,19.900000000000002,21.1,6.054,19.342200000000002,average,16.584033333333334,5.57841969079655,0.4158333333333353,8.255500000000001,20.810000000000002,-0.819700000000001,-8.20785,1.1687000000000047,163,496,73,20,5,Trey,Lance,SFO,QB,22,-1,2022,1
15241,QB,12.58,14.389000000000001,14.202000000000002,13.402000000000001,15.270000000000001,15.2718,average,14.252466666666667,1.0598743070131793,0.4575666666666667,12.910499999999999,15.42045,-3.151266666666668,-3.552850000000003,-4.220849999999997,238,256,267,28,7,Mac,Jones,NEP,QB,24,-1,2022,1
15242,QB,NA,NA,NA,NA,0.78,NA,average,0.78,NA,0.020000000000000018,0.78,0.78,-16.623733333333334,-15.683350000000003,-18.861299999999996,643,636,651,60,14,Kyle,Trask,TBB,QB,24,-1,2022,1
15244,QB,NA,NA,0.30200000000000005,NA,NA,NA,average,0.30200000000000005,NA,0.26200000000000007,0.30200000000000005,0.30200000000000005,-17.101733333333335,-16.161350000000002,-19.339299999999998,655,648,656,72,14,Feleipe,Franks,ATL,QB,25,-1,2022,1
15252,QB,15.24,15.018800000000002,14.684,17.084,NA,15.2914,average,15.57564,0.8816978439352108,0.24564000000000163,14.962959999999999,16.783199999999997,-1.8280933333333351,-1.500390000000003,-2.8581000000000003,196,182,227,23,5,Davis,Mills,HOU,QB,24,-1,2022,1
15692,QB,0.04,NA,NA,NA,NA,NA,average,0.04,NA,0,0.04,0.04,-17.363733333333336,-16.423350000000003,-19.6013,656,653,657,73,14,Kenny,Pickett,PIT,QB,24,-2,2022,1
15694,QB,NA,NA,1.202,1.202,NA,1.4662,average,1.3400666666666667,0.10934904358673342,0.02976666666666672,1.273,1.4477799999999998,-16.06366666666667,-15.190350000000002,-18.19352,628,620,630,45,13,Malik,Willis,TEN,QB,23,-2,2022,1
15697,QB,NA,NA,1.608,1.808,NA,2.0284,average,1.8648,0.17058346930461935,0.0563499999999999,1.707,2.01336,-15.538933333333334,-14.756350000000001,-17.62794,624,617,627,41,13,Desmond,Ridder,ATL,QB,23,-2,2022,1
5848,QB,19.2,19.2096,18.924000000000003,18.724,21.77,19.6306,average,19.503033333333335,1.1699744709465525,0.2606666666666655,18.609,21.23515,2.0992999999999995,2.14565,1.5938500000000033,53,59,64,8,3,Tom,Brady,TBB,QB,45,20,2022,1
7836,QB,21.1,17.9812,18.756,18.956,18.98,20.121000000000002,average,19.24236666666667,1.1813931465294139,0.2080666666666673,18.0049,20.85525,1.838633333333334,1.5415499999999973,1.213950000000004,55,69,71,9,3,Aaron,Rodgers,GBP,QB,39,15,2022,1
8062,QB,NA,NA,NA,NA,15.329999999999998,NA,average,15.329999999999998,NA,0.3573999999999984,15.329999999999998,15.329999999999998,-2.0737333333333368,-1.1333500000000036,-4.311299999999999,204,165,269,24,6,Ryan,Fitzpatrick,FA,QB,40,15,2022,1
9064,QB,12.16,6.8515999999999995,13.728,12.528,NA,15.963999999999999,average,12.176986666666666,3.458753413972535,0.5745866666666668,7.738613333333333,15.5288,-5.226746666666669,-8.724736666666669,-4.112499999999997,290,515,260,31,9,Joe,Flacco,NYJ,QB,37,12,2022,1
9073,QB,0.62,NA,NA,NA,0.948,NA,average,0.784,0.23193102422918754,0.0040000000000000036,0.6364,0.9316,-16.619733333333336,-15.826950000000002,-18.709699999999998,642,642,638,59,14,Chad,Henne,KCC,QB,37,12,2022,1
9099,QB,15.700000000000001,15.777000000000001,16.328,17.928,18.91,16.573800000000002,average,16.851133333333333,1.3064084915012861,0.024366666666665537,15.594000000000001,18.70325,-0.5526000000000018,-0.8693500000000007,-0.9380499999999969,141,150,158,17,4,Matt,Ryan,IND,QB,37,12,2022,1
9431,QB,17.26,17.5414,16.822,17.622,16.34,19.429,average,17.6174,0.9622276653682327,0.027166666666666117,16.7205,18.965999999999998,0.2136666666666649,0.2571499999999993,-0.6753,89,95,149,11,4,Matthew,Stafford,LAR,QB,34,11,2022,1
9706,QB,NA,NA,NA,NA,0.904,NA,average,0.904,NA,0.011133333333333328,0.904,0.904,-16.499733333333335,-15.559350000000002,-18.737299999999998,639,633,643,56,14,Chase,Daniel,LAC,QB,36,11,2022,1
9714,QB,0.94,NA,NA,NA,NA,NA,average,0.94,NA,0.0119999999999999,0.94,0.94,-16.463733333333334,-15.523350000000002,-18.701299999999996,636,630,637,53,14,Brian,Hoyer,NEP,QB,37,11,2022,1
9899,QB,2.02,NA,0.462,NA,0.908,NA,average,1.1300000000000001,0.8023739776438417,0.004000000000000226,0.5066,1.9087999999999998,-16.273733333333336,-15.956750000000001,-17.732499999999998,632,644,628,49,14,Colt,McCoy,ARI,QB,36,10,2022,1
10276,RB,10.3,7.22,6.01,5.91,7.97,6.522,average,7.357333333333333,1.6598509170002784,0.11249999999999893,5.995000000000001,9.7775,-3.328666666666667,-2.4849999999999994,-2.875750000000002,243,227,228,53,12,Mark,Ingram,NOS,RB,33,9,2022,1
10514,RB,NA,NA,0.41000000000000003,NA,NA,NA,average,0.41000000000000003,NA,0.008000000000000007,0.41000000000000003,0.41000000000000003,-10.276,-8.07,-12.243250000000002,528,488,550,156,18,Nick,Bellore,SEA,RB,33,9,2022,1
10932,RB,3.7,0.694,2,2,2.6500000000000004,4.568,average,2.668,1.3523520251768768,0.07580000000000009,1.0975000000000001,4.3709999999999996,-8.018,-7.3825,-8.282250000000001,410,429,397,94,16,Brandon,Bolden,LVR,RB,32,8,2022,1
11182,RB,7.5,7.496,7.410000000000001,7.410000000000001,6.07,7.683000000000001,average,7.244833333333334,0.5815573631781019,0.269166666666667,6.405,7.59975,-3.441166666666666,-2.075,-5.053500000000001,247,210,295,54,12,Rex,Burkhead,HOU,RB,32,7,2022,1
11193,RB,3.2,2.527,4.130000000000001,4.130000000000001,8.97,4.2860000000000005,average,4.532500000000001,2.2833571555934915,0.03016666666666712,2.65925,7.799000000000001,-6.153499999999999,-5.82075,-4.85425,322,327,286,69,14,Giovani,Bernard,TBB,RB,31,7,2022,1
11225,RB,14.600000000000001,10.403,11.41,11.41,4.78,12.377,average,10.813333333333334,3.284967924754619,0.029833333333334267,6.1732499999999995,14.03175,0.1273333333333344,-2.306750000000001,1.378499999999999,96,221,69,32,8,Cordarrelle,Patterson,ATL,RB,31,7,2022,1
11367,RB,3.5,1.9180000000000001,2.0500000000000003,2.04,NA,2.285,average,3.3320644988106203,2.0626510172688297,0.012064498810619995,1.9485000000000001,6.365,-7.35393550118938,-6.5315,-6.2882500000000014,377,349,336,84,15,Kyle,Juszczyk,SFO,RB,31,7,2022,1
11390,RB,NA,NA,NA,NA,6.260000000000001,NA,average,6.260000000000001,NA,0.05080000000000062,6.260000000000001,6.260000000000001,-4.425999999999999,-2.2199999999999998,-6.393250000000001,269,218,341,58,12,Latavius,Murray,FA,RB,32,7,2022,1
11657,RB,NA,NA,NA,NA,4.49,NA,average,4.49,NA,0.03000000000000025,4.49,4.49,-6.196,-3.99,-8.163250000000001,326,271,393,71,14,Carlos,Hyde,FA,RB,32,6,2022,1
11747,RB,NA,NA,NA,NA,10.25,NA,average,10.25,NA,0.08150000000000013,10.25,10.25,-0.43599999999999994,1.7699999999999996,-2.4032500000000017,128,67,217,38,9,James,White,FA,RB,30,6,2022,1
11761,RB,8,5.914000000000001,5.26,5.26,NA,6.297000000000001,average,6.2092,1.1255117502718486,0.42959999999999976,5.34,7.7234,-4.4768,-3.1400000000000006,-4.929850000000002,271,249,288,59,13,Jerick,McKinnon,KCC,RB,30,6,2022,1
11886,RB,4,3.607,4.01,4,5.920000000000001,4.266,average,4.2865,0.8357381767036854,0.27230000000000043,3.64225,5.506500000000001,-6.3995,-4.83775,-7.146750000000001,333,291,362,74,14,Damien,Williams,ATL,RB,30,6,2022,1
12040,RB,0.4,1.112,0.78,NA,NA,NA,average,0.764,0.35626956086648776,0.011199999999999988,0.43800000000000006,1.0788,-9.922,-8.042,-11.574450000000002,501,485,515,136,17,Keith,Smith,ATL,RB,30,6,2022,1
12151,RB,12,9.722,9.57,9.57,9.71,10.369,average,10.108166666666667,0.9843536796632938,0.11770000000000103,9.465,11.59225,-0.5778333333333325,0.9849999999999994,-1.0610000000000017,144,77,166,40,9,Melvin,Gordon,DEN,RB,29,5,2022,1
12152,RB,NA,NA,NA,NA,6.86,NA,average,6.86,NA,0.09366666666666656,6.86,6.86,-3.8259999999999996,-1.62,-5.793250000000001,254,189,314,56,12,Tevin,Coleman,FA,RB,29,5,2022,1
12155,RB,4.300000000000001,6.48,5.95,5.95,NA,5.3740000000000006,average,5.6108,0.8306462544308496,0.07846666666666646,4.514800000000001,6.3740000000000006,-5.0752,-3.9651999999999994,-6.279250000000001,286,270,334,62,13,Ameer,Abdullah,LVR,RB,29,5,2022,1
12164,RB,8.3,4.073,7.4399999999999995,7.239999999999999,13.950000000000001,6.485,average,7.942,3.3253195335185466,0.08766666666666634,4.619,12.5975,-2.7439999999999998,-3.8610000000000007,-0.05575000000000152,227,266,108,50,11,Mike,Davis,BAL,RB,29,5,2022,1
12171,RB,NA,NA,NA,NA,8.48,NA,average,8.48,NA,0.2133333333333347,8.48,8.48,-2.2059999999999995,0,-4.173250000000001,209,103,264,45,11,David,Johnson,FA,RB,31,5,2022,1
12261,RB,2.7,NA,3.2800000000000002,3.98,NA,NA,average,3.3200000000000003,0.6409368143584825,0.056333333333333346,2.758,3.91,-7.366,-5.722,-8.743250000000002,378,325,417,85,15,Ty,Montgomery,NEP,RB,29,5,2022,1
12325,RB,2.1,1.004,0.61,0.62,NA,NA,average,1.0835,0.7020510427787048,4.999999999999449e-4,0.6115,1.9355999999999995,-9.6025,-7.8685,-10.717650000000003,481,464,488,123,17,Michael,Burton,KCC,RB,30,5,2022,1
12386,RB,NA,NA,NA,NA,5.74,NA,average,5.74,NA,0.12919999999999998,5.74,5.74,-4.946,-2.74,-6.9132500000000014,282,239,358,61,13,Malcolm,Brown,FA,RB,29,5,2022,1
12447,RB,2.3,8.562,7.79,7.79,14.2,9.102,average,8.264,3.794101527371138,0.24249999999999972,3.6725,12.9255,-2.4220000000000006,-4.807500000000001,0.2722499999999979,215,289,90,47,11,Raheem,Mostert,MIA,RB,30,5,2022,1
12625,RB,15.1,13.345,13.22,13.23,13.91,13.941,average,13.898333333333333,0.7523862483237365,0.3049333333333326,13.30175,14.982500000000002,3.2123333333333335,4.82175,2.32925,38,21,53,17,6,Ezekiel,Elliott,DAL,RB,27,4,2022,1
12626,RB,21.1,21.393,19.830000000000002,19.830000000000002,19.450000000000003,15.951,average,19.649,1.9444024274825418,0.5280000000000022,16.85575,21.24475,8.963000000000001,8.37575,8.591499999999998,4,8,6,3,2,Derrick,Henry,TEN,RB,28,4,2022,1
12628,RB,NA,0.78,NA,NA,NA,NA,average,0.78,NA,0.016000000000000014,0.78,0.78,-9.906,-7.7,-11.873250000000002,500,453,525,135,17,Alex,Collins,FA,RB,28,4,2022,1
12629,RB,NA,NA,NA,NA,8,NA,average,8,NA,0.05799999999999983,8,8,-2.686,-0.4800000000000004,-4.653250000000002,226,123,279,49,11,Devontae,Booker,FA,RB,30,4,2022,1
12630,RB,8.8,3.435,3.5900000000000003,3.5900000000000003,8.63,4.893,average,5.532333333333334,2.564031097055312,0.10916666666666686,3.50075,8.817499999999999,-5.153666666666666,-4.97925,-3.8357500000000027,288,297,250,63,13,Kenyan,Drake,BAL,RB,28,4,2022,1
12635,RB,3.2,0.8140000000000001,2.04,2.04,NA,2.7729999999999997,average,2.1673999999999998,0.9191397064646919,0.13023333333333298,1.0352000000000001,3.1146000000000003,-8.5186,-7.444800000000001,-9.53865,442,432,440,106,16,Jonathan,Williams,WAS,RB,28,4,2022,1
12806,RB,NA,1.274,NA,NA,NA,NA,average,1.502,0.32244069222106564,0.1419999999999999,1.2968,1.7072,-9.184,-7.1832,-10.946050000000001,460,399,497,115,17,Andy,Janovich,FA,RB,29,4,2022,1
12823,RB,0.30000000000000004,0.68,0.39,NA,NA,NA,average,0.5925,0.3163726705432482,0.0018333333333333535,0.3135,0.9519999999999998,-10.0935,-8.166500000000001,-11.701250000000002,518,494,518,150,18,Derek,Watt,PIT,RB,30,4,2022,1
12845,RB,NA,0.64,0.5,0.5,NA,NA,average,0.5466666666666666,0.08082903768654762,0.011666666666666603,0.5,0.626,-10.139333333333333,-7.98,-12.027250000000002,521,477,540,152,18,Dwayne,Washington,NOS,RB,28,4,2022,1
12923,RB,1.5,0.757,1.15,1.15,NA,1.887,average,1.5273333333333334,0.69724247336681,0.022333333333333316,0.85525,2.51175,-9.158666666666667,-7.624750000000001,-10.1415,457,446,471,113,17,C.J.,Ham,MIN,RB,29,4,2022,1
13108,RB,10.100000000000001,7.974,8.75,8.75,9.09,8.569,average,8.8555,0.7220741651658789,0.08999999999999986,8.07275,9.8475,-1.8305000000000007,-0.4072500000000012,-2.8057500000000015,197,118,225,43,10,J.D.,McKissic,WAS,RB,29,4,2022,1
13128,RB,17.7,17.286,17.1,17.1,22.78,14.767000000000001,average,17.956833333333332,2.7283703866349716,0.03166666666666629,15.388750000000002,21.770000000000003,7.270833333333332,6.908750000000001,9.116750000000001,10,13,4,6,3,Dalvin,Cook,MIN,RB,27,3,2022,1
13129,RB,16.7,14.718,16.6,16.6,9.4,15.782,average,15.083395395590143,2.89090506032825,0.4582287289234763,10.717,16.674999999999997,4.397395395590143,2.237,4.0217499999999955,26,58,30,12,5,Leonard,Fournette,TBB,RB,27,3,2022,1
13130,RB,21.400000000000002,23.848,21.86,21.85,27,15.738000000000001,average,21.93266666666667,3.756519807836326,1.3520000000000039,17.018500000000003,26.222,11.24666666666667,8.538500000000003,13.56875,1,4,1,1,1,Christian,McCaffrey,CAR,RB,26,3,2022,1
13131,RB,17.3,17.759,18.669999999999998,18.669999999999998,16.72,18.656000000000002,average,17.925166666666666,0.853130802788568,0.5548333333333311,16.865,18.669999999999998,7.239166666666666,8.384999999999998,6.0167499999999965,11,7,16,7,3,Joe,Mixon,CIN,RB,26,3,2022,1
13132,RB,19,18.493,19.05,19.05,19.87,16.614,average,18.646166666666666,1.1453695328000761,0.6893333333333338,16.98375,19.665,7.960166666666666,8.50375,7.0117499999999975,7,5,10,5,3,Alvin,Kamara,NOS,RB,27,3,2022,1
13133,RB,4.800000000000001,2.471,3.3200000000000003,3.3200000000000003,5.630000000000001,2.9130000000000003,average,3.7350000000000003,1.2211673104042708,0.14300000000000024,2.5485,5.4225,-6.951,-5.9315,-7.230750000000001,356,330,365,80,15,Samaje,Perine,CIN,RB,27,3,2022,1
13134,RB,6.9,2.9890000000000003,3.6100000000000003,3.41,NA,5.8870000000000005,average,4.5422,1.7465881598132973,0.009699999999999598,3.0052000000000003,6.6974,-6.1438,-5.4748,-5.955850000000002,321,317,321,68,14,D'Onta,Foreman,CAR,RB,26,3,2022,1
13136,RB,NA,NA,NA,NA,1.29,NA,average,1.29,NA,0.06624999999999992,1.29,1.29,-9.396,-7.19,-11.36325,473,401,508,120,17,Corey,Clement,FA,RB,28,3,2022,1
13138,RB,13.6,9.478,9.75,9.75,12.51,8.837,average,10.6875,1.9478334374376058,0.0015000000000000568,8.962250000000001,13.387500000000001,0.0015000000000000568,0.4822500000000005,0.7342499999999994,102,85,80,34,8,Kareem,Hunt,CLE,RB,27,3,2022,1
13139,RB,11.299999999999999,5.639,6.73,6.74,8.780000000000001,7.837000000000001,average,7.854333333333334,2.0300717885500172,0.49549999999999983,5.896750000000001,10.73,-2.831666666666666,-2.5832499999999996,-1.9232500000000012,229,231,202,51,11,Jamaal,Williams,DET,RB,27,3,2022,1
13146,RB,16.900000000000002,14.85,16.169999999999998,16.169999999999998,8.940000000000001,14.413,average,14.551833333333333,2.908276906806961,0.015666666666666273,10.308250000000001,16.7175,3.865833333333333,1.8282500000000006,4.0642499999999995,31,65,29,14,5,James,Conner,ARI,RB,27,3,2022,1
13148,RB,2.4000000000000004,1.242,1.92,1.9300000000000002,NA,4.376,average,2.3726000000000003,1.1942247694634374,0.005600000000000271,1.3736000000000002,3.9808,-8.3134,-7.106400000000001,-8.672450000000001,425,389,413,100,16,Dare,Ogunbowale,HOU,RB,28,3,2022,1
13234,RB,NA,NA,NA,NA,4.57,NA,average,4.57,NA,0.027800000000000047,4.57,4.57,-6.116,-3.91,-8.083250000000001,320,268,389,67,14,Marlon,Mack,FA,RB,26,3,2022,1
13319,RB,18,16.833000000000002,17.45,17.150000000000002,15.86,19.101000000000003,average,17.370333333333335,1.1163190702781478,1.6693333333333342,16.06025,18.825750000000003,6.684333333333335,7.5802499999999995,6.172500000000001,13,10,15,8,4,Aaron,Jones,GBP,RB,28,3,2022,1
13326,RB,NA,0.792,NA,NA,NA,NA,average,0.792,NA,0.01200000000000001,0.792,0.792,-9.894,-7.688000000000001,-11.861250000000002,499,451,524,134,17,Alexander,Armah,FA,RB,28,3,2022,1
13364,RB,NA,NA,NA,NA,12.8,NA,average,12.8,NA,0.3204999999999991,12.8,12.8,2.1140000000000008,4.32,0.14674999999999905,52,29,95,21,7,Chris,Carson,FA,RB,28,3,2022,1
13369,RB,NA,NA,0.62,NA,NA,NA,average,0.62,NA,0.013499999999999956,0.62,0.62,-10.066,-7.86,-12.033250000000002,515,461,541,147,17,Cethan,Carter,MIA,TE,29,3,2022,1
13378,RB,4.9,1.947,1.7600000000000002,2.3600000000000003,6.3100000000000005,2.4010000000000002,average,3.263666666666667,1.8854803808755654,0.07086666666666686,1.7827500000000003,5.9575,-7.422333333333333,-6.69725,-6.695750000000002,379,358,351,86,15,Matt,Breida,NYG,RB,27,3,2022,1
13404,RB,18.8,21.836,19.86,19.86,17.790000000000003,16.88,average,19.121,1.7631035136939626,0.4748333333333328,16.8975,21.177,8.434999999999999,8.4175,8.523749999999998,5,6,8,4,2,Austin,Ekeler,LAC,RB,27,3,2022,1
13452,RB,NA,0.668,NA,NA,NA,NA,average,0.668,NA,0.010666666666666602,0.668,0.668,-10.018,-7.812,-11.985250000000002,510,458,533,142,17,Trey,Edmunds,FA,RB,28,3,2022,1
13455,RB,0.5,0.652,0.72,NA,NA,NA,average,0.9913333333333334,0.7843570615478642,0.0013333333333334085,0.5128,1.9439999999999997,-9.694666666666667,-7.9672,-10.709250000000003,489,476,487,128,17,Patrick,Ricard,BAL,RB,28,3,2022,1
13604,RB,14.8,16.867,17.080000000000002,16.88,11.600000000000001,13.472000000000001,average,15.0945,2.224959662555705,0.011104604409856833,12.068000000000001,17.03,4.4085,3.588000000000001,4.3767499999999995,25,35,25,11,4,Saquon,Barkley,NYG,RB,25,2,2022,1
13606,RB,2.6,2.038,2.9600000000000004,2.9600000000000004,9.09,NA,average,3.9196,2.917495638385771,0.025799999999999823,2.1104,7.863999999999999,-6.7664,-6.3696,-4.789250000000003,349,344,283,78,15,Ronald,Jones,KCC,RB,25,2,2022,1
13607,RB,4.5,2.371,2.9400000000000004,2.93,7.240000000000001,3.992,average,3.9815000000000005,1.7859719762639057,0.05033333333333356,2.44775,6.555000000000001,-6.7044999999999995,-6.03225,-6.098250000000001,344,331,328,76,15,Sony,Michel,LAC,RB,27,2,2022,1
13608,RB,15.3,9.908000000000001,12.45,12.45,5.550000000000001,15.276000000000002,average,11.813666666666666,3.695379042353662,0.10283333333333289,6.6215,15.309000000000001,1.1276666666666664,-1.8585000000000003,2.6557499999999994,68,200,47,27,7,Rashaad,Penny,SEA,RB,26,2,2022,1
13610,RB,16.7,14.542,13.04,14.24,15.82,13.055,average,14.536166666666666,1.4751827570395022,0.24499999999999922,13.04375,16.479999999999997,3.8501666666666665,4.563749999999999,3.826749999999995,32,25,33,15,5,Nick,Chubb,CLE,RB,27,2,2022,1
13614,RB,NA,NA,NA,NA,10.31,NA,average,10.31,NA,0.0600000000000005,10.31,10.31,-0.37599999999999945,1.83,-2.343250000000001,125,64,214,37,9,Phillip,Lindsay,FA,RB,28,2,2022,1
13617,RB,NA,0.753,1.27,1.27,1.8800000000000001,NA,average,1.29325,0.4608784185299489,0.003249999999999975,0.83055,1.7885,-9.39275,-7.649450000000001,-10.86475,472,449,495,119,17,Royce,Freeman,HOU,RB,26,2,2022,1
13620,RB,NA,1.602,1.29,1.29,8.16,NA,average,3.0688333333333335,3.3960808948616705,0.02643333333333331,1.29,7.166299999999998,-7.617166666666666,-7.19,-5.486950000000004,391,401,306,89,15,Justin,Jackson,FA,RB,27,2,2022,1
13621,RB,NA,NA,NA,NA,1.36,NA,average,1.36,NA,0.019750000000000156,1.36,1.36,-9.326,-7.12,-11.293250000000002,465,391,506,116,17,Kalen,Ballage,FA,RB,27,2,2022,1
13622,RB,11.4,8.299,8.42,8.42,8,5.261,average,8.266666666666666,1.9791743396342496,0.002666666666666373,5.870749999999999,10.655000000000001,-2.4193333333333342,-2.609250000000001,-1.9982500000000005,214,233,207,46,11,Nyheim,Hines,IND,RB,26,2,2022,1
13623,RB,8.2,0.8580000000000001,3.3400000000000003,3.3400000000000003,5.51,4.869,average,4.336166666666666,2.488890388640421,0.04966666666666608,1.4410000000000003,7.5275,-6.349833333333334,-7.039,-5.125750000000002,330,383,297,73,14,Darrel,Williams,ARI,RB,27,2,2022,1
13726,RB,12.200000000000001,13.645000000000001,12.040000000000001,12.040000000000001,11.870000000000001,10.833,average,12.088000000000001,0.9028565777575088,0.005399999999999849,11.02225,13.228750000000002,1.402000000000001,2.5422499999999992,0.5754999999999999,64,52,84,24,7,Chase,Edmonds,MIA,RB,26,2,2022,1
13789,RB,NA,0.638,NA,NA,NA,NA,average,0.638,NA,0.018000000000000016,0.638,0.638,-10.048,-7.8420000000000005,-12.015250000000002,514,460,537,146,17,Jordan,Wilkins,FA,RB,28,2,2022,1
13814,RB,7,3.444,3.8000000000000003,3.8000000000000003,5.300000000000001,3.7180000000000004,average,4.5023333333333335,1.3928608927910449,0.012333333333333307,3.4764999999999997,6.575,-6.183666666666666,-5.003500000000001,-6.0782500000000015,324,298,326,70,14,Boston,Scott,PHI,RB,27,2,2022,1
13816,RB,NA,1.2690000000000001,0.99,0.99,NA,NA,average,1.083,0.16108072510390567,0.032333333333333325,0.99,1.2410999999999999,-9.603,-7.49,-11.412150000000002,482,436,511,124,17,Trenton,Cannon,FA,RB,28,2,2022,1
13868,RB,0.6000000000000001,0.6890000000000001,0.78,0.6799999999999999,NA,NA,average,0.68725,0.07364498172539206,0.013916666666666688,0.6120000000000001,0.76635,-9.99875,-7.868,-11.886900000000002,507,463,526,139,17,Mike,Boone,DEN,RB,27,2,2022,1
13871,RB,7.6000000000000005,3.7830000000000004,4.77,4.77,NA,6.203,average,5.4222,1.4949555846245068,0.8250000000000002,3.9684,7.320600000000001,-5.2638,-4.5116000000000005,-5.332650000000001,292,278,304,65,14,Dontrell,Hilliard,TEN,RB,27,2,2022,1
14011,RB,NA,0.647,NA,NA,NA,NA,average,0.647,NA,0.009000000000000008,0.647,0.647,-10.039,-7.833,-12.006250000000001,513,459,535,145,17,Godwin,Igwebuike,FA,RB,28,2,2022,1
14017,RB,6.4,NA,3.34,3.34,NA,1.288,average,3.592,2.107153530239313,0.028999999999999915,1.5957999999999999,5.940999999999999,-7.093999999999999,-6.884200000000001,-6.712250000000003,363,375,352,81,15,Jeffery,Wilson,SFO,RB,27,2,2022,1
14071,RB,13.100000000000001,12.392,13.63,13.63,10.3,14.325000000000001,average,12.924166666666668,1.4234409600214077,0.12416666666666742,10.850000000000001,14.166250000000002,2.238166666666668,2.370000000000001,1.513,49,54,66,20,7,David,Montgomery,CHI,RB,25,1,2022,1
14072,RB,2.3000000000000003,1.885,1.37,1.37,3.2600000000000002,2.086,average,2.037166666666667,0.7066932620781571,0.22816666666666663,1.37,3.0200000000000005,-8.648833333333332,-7.11,-9.63325,444,390,442,107,16,Benny,Snell,PIT,RB,24,1,2022,1
14073,RB,16.2,11.888,13.53,13.53,11.110000000000001,13.764000000000001,average,13.296333333333333,1.803854280884868,0.372166666666665,11.243500000000001,15.591,2.610333333333333,2.7635000000000005,2.9377499999999976,44,46,44,19,6,Josh,Jacobs,LVR,RB,24,1,2022,1
14075,RB,14.8,9.851,11.52,11.52,10.959999999999999,11.846,average,11.710833333333333,1.7072535156404471,0.230833333333333,9.954250000000002,14.061500000000002,1.0248333333333335,1.4742500000000014,1.4082500000000007,72,70,68,28,8,Damien,Harris,NEP,RB,25,1,2022,1
