team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Green Bay Packers,1.32,0.03,2.38,NA,0.64,NA,0.16,22.39,NA,NA,NA,NA,NA,7.56,NA,NFL,0523,100011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
New Orleans Saints,0.99,0.04,2.91,NA,0.63,NA,0.15,21.43,NA,NA,NA,NA,NA,7.37,NA,NFL,0529,100022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Indianapolis Colts DEF  View News,1.07,0.03,2.53,NA,0.58,NA,0.16,18.41,NA,NA,NA,NA,NA,7.27,NA,NFL,0502,100014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Pittsburgh Steelers,0.83,0.04,3.06,NA,0.61,NA,0.14,24,NA,NA,NA,NA,NA,7.1,NA,NFL,0510,100027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Tennessee Titans,0.97,0.05,2.69,NA,0.53,NA,0.15,16.11,NA,NA,NA,NA,NA,7.05,NA,NFL,0508,100012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Los Angeles Chargers,0.86,0.03,2.46,NA,0.66,NA,0.17,21.53,NA,NA,NA,NA,NA,6.88,NA,NFL,0514,100028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Seattle Seahawks,0.88,0.05,2.4,NA,0.61,NA,0.16,19.28,NA,NA,NA,NA,NA,6.86,NA,NFL,0515,100030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Cleveland Browns,1.09,0.03,2.45,NA,0.58,NA,0.13,21.81,NA,NA,NA,NA,NA,6.81,NA,NFL,0507,100007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Buffalo Bills,0.97,0.03,2.39,NA,0.65,NA,0.14,23.41,NA,NA,NA,NA,NA,6.77,NA,NFL,0501,100003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Denver Broncos,0.88,0.02,2.39,NA,0.62,NA,0.16,21.67,NA,NA,NA,NA,NA,6.75,NA,NFL,0511,100009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
New England Patriots,0.94,0.03,2.21,NA,0.7,NA,0.17,21.07,NA,NA,NA,NA,NA,6.75,NA,NFL,0504,100021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New York Jets,0.9,0.05,2.59,NA,0.54,NA,0.14,21.91,NA,NA,NA,NA,NA,6.65,NA,NFL,0505,100024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Baltimore Ravens DEF  View News,0.92,0.05,2.02,NA,0.68,NA,0.16,19.31,NA,NA,NA,NA,NA,6.64,NA,NFL,0531,100002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Washington Commanders,0.9,0.04,2.26,NA,0.63,NA,0.16,20.12,NA,NA,NA,NA,NA,6.6,NA,NFL,0520,100032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Carolina Panthers,0.84,0.04,2.41,NA,0.64,NA,0.15,21.83,NA,NA,NA,NA,NA,6.59,NA,NFL,0527,100004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Cincinnati Bengals,0.96,0.04,2.23,NA,0.57,NA,0.15,19.29,NA,NA,NA,NA,NA,6.57,NA,NFL,0506,100006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Los Angeles Rams,1,0.03,2.05,NA,0.64,NA,0.15,20.23,NA,NA,NA,NA,NA,6.53,NA,NFL,0528,100017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
New York Giants,0.83,0.03,2.36,NA,0.68,NA,0.15,27.17,NA,NA,NA,NA,NA,6.52,NA,NFL,0517,100023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Miami Dolphins,0.97,0.04,2.49,NA,0.46,NA,0.14,19.61,NA,NA,NA,NA,NA,6.51,NA,NFL,0503,100019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Tampa Bay Buccaneers,0.92,0.03,2.09,NA,0.68,NA,0.16,24.69,NA,NA,NA,NA,NA,6.49,NA,NFL,0525,100031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Philadelphia Eagles,0.81,0.03,2.35,NA,0.62,NA,0.17,23.44,NA,NA,NA,NA,NA,6.47,NA,NFL,0518,100025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Jacksonville Jaguars,0.8,0.03,2.41,NA,0.62,NA,0.15,24.65,NA,NA,NA,NA,NA,6.45,NA,NFL,0509,100015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Chicago Bears,0.76,0.03,2.44,NA,0.53,NA,0.14,21.57,NA,NA,NA,NA,NA,6.4,NA,NFL,0521,100005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
Kansas City Chiefs,0.8,0.03,2.15,NA,0.64,NA,0.16,24.17,NA,NA,NA,NA,NA,6.35,NA,NFL,0512,100016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Las Vegas Raiders,0.87,0.03,2.27,NA,0.57,NA,0.15,24.02,NA,NA,NA,NA,NA,6.35,NA,NFL,0513,100018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Detroit Lions,0.84,0.03,2.21,NA,0.61,NA,0.14,21.79,NA,NA,NA,NA,NA,6.25,NA,NFL,0522,100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Houston Texans,0.7,0.04,2.38,NA,0.63,NA,0.15,25.24,NA,NA,NA,NA,NA,6.2,NA,NFL,0532,100013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Dallas Cowboys,0.92,0.03,1.96,NA,0.62,NA,0.14,21.84,NA,NA,NA,NA,NA,6.18,NA,NFL,0516,100008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Minnesota Vikings,0.75,0.03,2.01,NA,0.65,NA,0.15,21.55,NA,NA,NA,NA,NA,6.01,NA,NFL,0524,100020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Atlanta Falcons DEF  View News,0.81,0.03,1.95,NA,0.58,NA,0.15,22.72,NA,NA,NA,NA,NA,5.99,NA,NFL,0526,100001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Arizona Cardinals,0.65,0.03,1.9,NA,0.63,NA,0.18,21.44,NA,NA,NA,NA,NA,5.84,NA,NFL,0519,100026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
