data_src,id,src_id,player,team,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,site_pts,games,rec_yds,two_pts,pass_att,pass_comp,fumbles_lost,chg,opp,pos,bye,na,week_7_opp,week_7_fpts,na1,rank_draft,rank_ppr,na2,pass_comp_pct,pass_rate,na3,na4,na5,availability_percent_own,pass_yds_g,rush_avg,site_fppg,tm,...38,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,...46,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,pass_ints,...54,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
FantasySharks,13424,NA,"Hill, Taysom",NA,12,0.03,0.1,3.5,18,0.5,5.2,NA,NA,NA,1.4,1,0.08,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOS,@SEA,0,0,0,0,0,0.03,0.2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12621,NA,"Allen, Brandon",NA,48,0.5,0.2,1.6,2,0,4.4,NA,NA,NA,7.2,4.7,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,@BAL,0.4,0,0,0,0,0.1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14057,NA,"Lock, Drew",NA,62,0.2,0.3,0.6,2,0.04,4.1,NA,NA,NA,9.9,5.6,0.02,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,@CLE,0.1,0.01,0.01,0.01,0.03,0.01,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10313,NA,"Dalton, Andy",NA,49,0.2,0.1,0.9,3,0.02,3.6,NA,NA,NA,7.6,5,0.06,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,@TBB,0.1,0.08,0.02,0,0,0.03,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11152,NA,"Glennon, Mike",NA,56,0.3,0.5,0.9,1,0,3.4,NA,NA,NA,8,5.1,0.06,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,CAR,0.3,0,0,0,0,0,0.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12616,NA,"Brissett, Jacoby",NA,38,0.03,0.2,1.5,3,0.04,2.4,NA,NA,NA,8.3,5.1,0.01,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,ATL,0,0.03,0,0,0,0,0.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14070,NA,"Blough, David",NA,34,0.1,0.5,0.6,4,0,2.1,NA,NA,NA,5.5,3.3,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,@LAR,0.1,0,0,0,0,0.02,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12623,NA,"Driskel, Jeff",NA,27,0.2,0.3,0.6,1,0,2,NA,NA,NA,4.7,2.3,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@ARI,0.2,0,0,0,0,0,0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9073,NA,"Henne, Chad",NA,18,0,0.2,1.1,2,0.1,1.7,NA,NA,NA,2.4,1.6,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@TEN,0,0,0,0,0,0,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14789,NA,"Huntley, Tyler",NA,8,0,0.04,2.9,11,0,1.4,NA,NA,NA,2.2,1.1,0.04,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,CIN,0,0,0,0,0,0,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10262,NA,"Gabbert, Blaine",NA,14,0.1,0,1.9,0,0,1.4,NA,NA,NA,1.6,1.1,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,CHI,0,0,0.1,0,0,0,0.09,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9714,NA,"Hoyer, Brian",NA,32,0.07,0.3,0.9,2,0,1.4,NA,NA,NA,5.8,3.5,0.2,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,NYJ,0.03,0,0,0.04,0,0,0.7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13127,NA,"Peterman, Nathan",NA,8,0,0,1,6,0,1,NA,NA,NA,1.1,0.7,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,PHI,0,0,0,0,0,0,0.4,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10699,NA,"Foles, Nick",NA,15,0.07,0.05,0.2,-0.04,0.01,1,NA,NA,NA,2.5,1.6,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,@TBB,0.02,0.03,0.01,0.01,0,0,0.09,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13825,NA,"McGough, AlexR",NA,11,0.07,0.1,0.2,1,0,0.8,NA,NA,NA,1.2,0.8,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,NOS,0,0.07,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13416,NA,"Walker, Phillip",NA,21,0.01,0.4,0.06,-0.02,0,0.7,NA,NA,NA,3.9,1.6,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,@NYG,0,0.01,0,0,0,0,0.4,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9899,NA,"McCoy, Colt",NA,13,0,0,1.9,1,0,0.7,NA,NA,NA,2.2,1.4,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,HOU,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9064,NA,"Flacco, Joe",NA,8,0.03,0.1,0.5,3,0,0.6,NA,NA,NA,1.8,0.9,0.09,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,@LVR,0.01,0.01,0,0,0.01,0,0.2,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14780,NA,"Eason, JacobR",NA,8,0,0.2,0.7,0,0.03,0.4,NA,NA,NA,1.6,0.7,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,@SFO,0,0,0,0,0,0,0.05,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14067,NA,"Minshew II, Gardner",NA,5,0.02,0.01,0.07,0,0,0.3,NA,NA,NA,0.7,0.5,0.01,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,@LVR,0.02,0.01,0,0,0,0,0.04,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13846,NA,"Woodside, Logan",NA,2,0,0,0.6,1,0,0.2,NA,NA,NA,0.5,0.2,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,KCC,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14782,NA,"Love, JordanR",NA,8,0,0,1.2,-1.06,0,0.1,NA,NA,NA,0.9,0.6,0.09,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,WAS,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NumberFire,13116,patrick-mahomes,Patrick Mahomes,KC,319.21,2.66,NA,4.47,20.18,0.26,25.54,NA,NA,NA,39.2,26.3,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.52,33.56,TEN,#24,1,1,0.65,26.16,8800,2.97,29.32,8400,3.49,26.16,40,0.65
NumberFire,14056,kyler-murray,Kyler Murray,ARI,271.96,2.02,NA,8.84,40.52,0.72,25.42,NA,NA,NA,34.36,23.68,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.41,33.43,HOU,#27,2,2,0.69,26.1,8700,3,26.44,8500,3.11,26.1,40,0.65
NumberFire,9431,matthew-stafford,Matthew Stafford,LA,309.95,2.53,NA,2.94,10.81,0.17,23.16,NA,NA,NA,34.67,23.92,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.24,31.08,DET,#29,3,3,0.63,23.83,8100,2.94,26.97,7100,3.8,23.83,31,0.77
NumberFire,13593,lamar-jackson,Lamar Jackson,BAL,229.09,1.93,NA,9.88,52.84,0.4,22.87,NA,NA,NA,31.22,20.57,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.96,30.78,CIN,#11,4,4,0.59,23.46,8400,2.79,23.78,7400,3.21,23.46,38,0.62
NumberFire,5848,tom-brady,Tom Brady,TB,292.97,2.43,NA,2.24,4.93,0.09,21.06,NA,NA,NA,38.17,25.36,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24,28.88,CHI,#10,5,5,0.63,21.66,8000,2.71,21.81,7700,2.83,21.66,40,0.54
NumberFire,14783,jalen-hurts,Jalen Hurts,PHI,253.17,1.52,NA,8.4,40.32,0.45,20.77,NA,NA,NA,34.98,22.01,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,28.58,LV,#21,6,6,0.73,21.51,8300,2.59,21.92,6900,3.18,21.51,35,0.61
NumberFire,7836,aaron-rodgers,Aaron Rodgers,GB,255.28,2.16,NA,2.84,14.28,0.14,20.47,NA,NA,NA,33.63,22.75,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.67,28.27,WSH,#30,7,7,0.3,20.76,7900,2.63,20.85,7500,2.78,20.76,34,0.61
NumberFire,11644,derek-carr,Derek Carr,LV,288.58,1.84,NA,3.26,12.85,0.14,19.07,NA,NA,NA,35.12,23.42,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34,26.8,PHI,#12,8,8,0.65,19.68,7400,2.66,20.08,6000,3.35,19.68,25,0.79
NumberFire,10697,ryan-tannehill,Ryan Tannehill,TEN,264.11,1.83,NA,2.79,13.32,0.15,18.4,NA,NA,NA,33.78,22.36,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.71,26.09,KC,#31,9,9,0.73,19.11,7600,2.51,19.3,6400,3.02,19.11,29,0.66
NumberFire,14059,daniel-jones,Daniel Jones,NYG,244.98,1.27,NA,6.16,28.69,0.34,17.38,NA,NA,NA,34.78,21.63,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.74,25.02,CAR,#6,12,10,0.76,18.15,7000,2.59,18.64,5400,3.45,18.15,27,0.67
NumberFire,9099,matt-ryan,Matt Ryan,ATL,269.57,1.77,NA,1.63,6.05,0.07,17.29,NA,NA,NA,36.23,24.7,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66,24.92,MIA,#26,13,11,0.67,17.98,7300,2.46,18.15,5700,3.18,17.98,25,0.72
NumberFire,14778,tua-tagovailoa,Tua Tagovailoa,MIA,246.01,1.67,NA,2.95,13.25,0.15,17.11,NA,NA,NA,36.18,23.58,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49,24.73,ATL,#25,14,12,0.74,17.85,7100,2.51,17.98,5500,3.27,17.85,26,0.69
NumberFire,14777,joe-burrow,Joe Burrow,CIN,253.56,1.48,NA,3.44,14.9,0.18,16.92,NA,NA,NA,33.82,22.03,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31,24.53,BAL,#8,15,13,0.7,17.61,7200,2.45,17.82,6200,2.87,17.61,27,0.65
NumberFire,15241,mac-jones,Mac Jones,NE,236.05,1.65,NA,2.92,12.27,0.16,16.64,NA,NA,NA,32.83,22.55,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.05,24.23,NYJ,#18,16,14,0.7,17.31,6800,2.55,17.47,5300,3.3,17.31,22,0.79
NumberFire,13590,baker-mayfield,Baker Mayfield,CLE,237.02,1.35,NA,4.1,17.91,0.23,16.11,NA,NA,NA,29.59,18.37,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,23.67,DEN,#14,17,15,0.75,16.82,6700,2.51,17.1,5800,2.95,16.82,21,0.8
NumberFire,12140,jameis-winston,Jameis Winston,NO,228.31,1.47,NA,4.26,18.07,0.18,15.59,NA,NA,NA,29.48,18.87,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.06,23.12,SEA,#20,18,16,0.98,16.52,7500,2.2,16.76,5900,2.84,16.52,25,0.66
NumberFire,13592,sam-darnold,Sam Darnold,CAR,236.28,1.28,NA,4.65,19.16,0.23,15.5,NA,NA,NA,34.32,22.48,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.97,23.03,NYG,#28,19,17,0.93,16.42,7700,2.13,16.73,5900,2.84,16.42,30,0.55
NumberFire,11640,teddy-bridgewater,Teddy Bridgewater,DEN,246.08,1.21,NA,3.34,14.21,0.14,15.27,NA,NA,NA,33.76,21.78,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,22.78,CLE,#22,22,18,0.75,15.99,7200,2.22,16.14,5600,2.88,15.99,24,0.67
NumberFire,15238,justin-fields,Justin Fields,CHI,209.26,1.1,NA,4.81,20.7,0.19,14.3,NA,NA,NA,29.72,19.11,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85,21.75,TB,#15,25,19,0.62,14.9,6500,2.29,15.17,5300,2.86,14.9,22,0.68
NumberFire,15239,zach-wilson,Zach Wilson,NYJ,235.62,1.21,NA,2.68,11.25,0.11,14.25,NA,NA,NA,33.58,20.83,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,21.7,NE,#17,26,20,0.77,15,6400,2.34,15.19,5100,2.98,15,20,0.75
NumberFire,12611,jared-goff,Jared Goff,DET,235.76,1.15,NA,1.69,6.68,0.09,13.21,NA,NA,NA,36.58,24.13,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84,20.58,LA,#5,30,21,0.78,14.02,6700,2.09,14.29,5000,2.86,14.02,21,0.67
NumberFire,11150,geno-smith-1,Geno Smith,SEA,226.48,1.2,NA,3,13.43,0.13,13.16,NA,NA,NA,33.68,21.07,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.79,20.53,NO,#9,31,22,1.24,14.4,6800,2.12,14.62,5100,2.87,14.4,20,0.72
NumberFire,12610,carson-wentz,Carson Wentz,IND,154.48,0.9,NA,5.11,22.2,0.19,11.56,NA,NA,NA,23.11,14.45,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31,18.81,SF,#16,39,23,0.44,12,6700,1.79,12.38,5400,2.29,12,23,0.52
NumberFire,15240,trey-lance,Trey Lance,SF,77.5,0.48,NA,5.33,22.82,0.3,7.99,NA,NA,NA,10.85,6.97,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,14.89,IND,#19,71,24,0.38,8.4,7200,1.17,8.58,5800,1.48,8.4,22,0.38
NumberFire,12476,taylor-heinicke,Taylor Heinicke,WSH,115.44,0.6,NA,3.03,14.14,0.13,7.79,NA,NA,NA,17.5,11.3,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,14.67,GB,#23,75,25,0.62,8.41,6900,1.22,8.52,5200,1.64,8.41,27,0.31
NumberFire,8062,ryan-fitzpatrick,Ryan Fitzpatrick,WSH,124.5,0.71,NA,1.52,7.23,0.05,7.66,NA,NA,NA,17.27,11.65,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,14.52,GB,#23,77,26,0.54,8.18,6100,1.34,8.27,4400,1.88,8.18,27,0.3
NumberFire,10413,tyrod-taylor,Tyrod Taylor,HOU,111.23,0.46,NA,2.36,11.85,0.08,7.31,NA,NA,NA,16.57,9.86,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,14.13,ARI,#2,81,27,0.28,7.57,6400,1.18,7.64,4900,1.56,7.57,21,0.36
NumberFire,11760,jimmy-garoppolo,Jimmy Garoppolo,SF,89.95,0.62,NA,2.05,7.96,0.1,6.8,NA,NA,NA,10.91,7.39,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,13.56,IND,#19,92,28,0.25,7.02,7200,0.98,7.14,5700,1.25,7.02,22,0.32
NumberFire,NA,davis-mills,Davis Mills,HOU,112.26,0.47,NA,1.42,6.44,0.05,5.94,NA,NA,NA,16.74,10.51,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,12.58,ARI,#2,108,29,0.61,6.56,6400,1.03,6.65,4900,1.36,6.56,20,0.33
NumberFire,13424,taysom-hill,Taysom Hill,NO,0,0,NA,2.51,11.27,0.14,2.33,NA,NA,NA,0,0,NA,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.55,8.21,SEA,#20,202,30,0,2.64,6100,0.43,3.01,5000,0.6,2.64,20,0.13
NFL,13116,2558125,Patrick Mahomes,KC,326.93,2.04,0.78,NA,31.38,0.22,24.3,NA,NA,0.13,NA,NA,0.05,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14056,2562382,Kyler Murray,ARI,271.6,1.92,0.66,NA,31.13,0.28,21.96,NA,NA,0.03,NA,NA,0.06,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,13593,2560757,Lamar Jackson,BAL,230.96,1.62,0.8,NA,54.01,0.3,21.26,NA,NA,0.09,NA,NA,0.12,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,5848,2504211,Tom Brady,TB,321.08,2.19,0.7,NA,5.57,0.08,21.18,NA,NA,0.03,NA,NA,0.06,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,9431,79860,Matthew Stafford,LA,312.31,2.01,0.54,NA,9.4,0.1,20.89,NA,NA,0.06,NA,NA,0.11,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,7836,2506363,Aaron Rodgers,GB,295.92,2.05,0.53,NA,10.48,0.12,20.74,NA,NA,0.06,NA,NA,0.06,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,11644,2543499,Derek Carr,LV,281.91,2.04,0.73,NA,9.87,0.11,19.42,NA,NA,0.03,NA,NA,0.13,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,10697,2532956,Ryan Tannehill,TEN,254.2,1.89,0.85,NA,17.96,0.23,19.4,NA,NA,0.13,NA,NA,0.03,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14783,2564832,Jalen Hurts,PHI,218.74,1.16,0.72,NA,49.66,0.33,18.78,NA,NA,0.09,NA,NA,0.15,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,9099,310,Matt Ryan,ATL,299.57,1.87,0.93,NA,0.95,0.05,18.18,NA,NA,0.14,NA,NA,0.05,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NFL,14778,2564499,Tua Tagovailoa,MIA,246.66,1.62,0.76,NA,18.32,0.21,17.96,NA,NA,0.09,NA,NA,0.07,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
