data_src,id,src_id,player,team,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,site_pts,rec_tgt,two_pts,fumbles_lost,pos,bye,na,week_3_opp,week_3_fpts,na1,rank_draft,rank_ppr,na2,na3,na4,misc_td,misc_yd,na5,na6,availability_percent_own,tm,...32,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rec_50_yds,rec_100_yds,kick_ret_yds,...43,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,...50,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
NumberFire,13404,austin-ekeler-1,Austin Ekeler,LAC,12.53,58.65,0.38,4.35,33.03,0.2,12.59,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.14,20.04,KC,#31,47,14,14.76,7000,2.11,16.99,14.76,29,0.51,NA
NumberFire,14075,damien-harris,Damien Harris,NE,18.88,85.9,0.58,0.75,5.37,0.02,12.5,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08,19.92,NO,#4,50,15,12.88,6200,2.08,13.38,12.88,18,0.72,NA
NumberFire,14797,d-andre-swift,D'Andre Swift,DET,11.86,54.56,0.51,4.83,33.82,0.14,12.45,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,19.85,BAL,#26,51,16,14.87,7400,2.01,17.45,14.87,23,0.65,NA
NumberFire,14071,david-montgomery,David Montgomery,CHI,15.96,69.41,0.49,2.75,20.94,0.08,12.43,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,19.83,CLE,#29,52,17,13.79,6900,2,15.2,13.79,22,0.63,NA
NumberFire,14087,darrell-henderson,Darrell Henderson,LA,15.24,66.29,0.61,1.76,15.5,0.08,12.35,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.98,19.72,TB,#8,54,18,13.22,6300,2.1,14.1,13.22,21,0.63,NA
NumberFire,14803,clyde-edwards-helaire,Clyde Edwards-Helaire,KC,14.21,64.38,0.49,2.1,16.61,0.1,11.56,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,18.67,LAC,#16,62,19,12.63,6500,1.94,13.72,12.63,16,0.79,NA
NumberFire,NA,elijah-mitchell,Elijah Mitchell,SF,15.59,64.7,0.55,1.68,12.69,0.07,11.42,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,18.49,GB,#23,63,20,12.22,5600,2.18,13.11,12.22,NA,NA,NA
NumberFire,14079,miles-sanders,Miles Sanders,PHI,12.65,60.08,0.38,2.5,25.85,0.11,11.25,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,18.26,DAL,#19,65,21,12.5,6100,2.05,13.91,12.5,20,0.63,NA
NumberFire,12151,melvin-gordon,Melvin Gordon,DEN,13.04,56.71,0.64,1.96,11.3,0.06,10.8,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,17.66,NYJ,#10,67,22,11.74,6000,1.96,12.85,11.74,20,0.59,NA
NumberFire,15256,javonte-williams,Javonte Williams,DEN,13.86,57.67,0.51,1.02,6.6,0.03,9.56,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,16.02,NYJ,#10,74,23,10.1,5800,1.74,10.66,10.1,20,0.51,NA
NumberFire,14813,james-robinson,James Robinson,JAC,12.16,51.08,0.34,2.85,21.44,0.08,9.53,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,15.98,ARI,#11,75,24,10.98,5500,2,12.53,10.98,20,0.55,NA
NumberFire,13129,leonard-fournette,Leonard Fournette,TB,11.84,46.66,0.38,2.89,18.22,0.09,9.21,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87,15.55,LA,#7,81,25,10.71,5800,1.85,12.2,10.71,17,0.63,NA
NumberFire,14081,myles-gaskin,Myles Gaskin,MIA,10.48,47.05,0.37,2.64,18.77,0.08,9.14,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,15.46,LV,#13,83,26,10.48,5900,1.78,11.87,10.48,18,0.58,NA
NumberFire,13726,chase-edmonds,Chase Edmonds,ARI,8.51,36.33,0.3,3.53,24.83,0.14,8.66,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,14.82,JAC,#27,86,27,10.42,6600,1.58,12.25,10.42,20,0.52,NA
NumberFire,13138,kareem-hunt,Kareem Hunt,CLE,9.05,41.18,0.33,2.24,19.42,0.12,8.64,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,14.8,CHI,#15,87,28,9.8,5600,1.75,10.97,9.8,18,0.54,NA
NumberFire,12164,mike-davis,Mike Davis,ATL,11.81,46.06,0.33,2.4,13.96,0.07,8.31,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,14.36,NYG,#30,93,29,9.56,5700,1.68,10.79,9.56,15,0.64,NA
NumberFire,13146,james-conner,James Conner,ARI,10.92,46.4,0.49,0.94,6.19,0.03,8.27,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,14.31,JAC,#27,94,30,8.75,5300,1.65,9.28,8.75,17,0.51,NA
NumberFire,12630,kenyan-drake,Kenyan Drake,LV,9.2,40.76,0.34,2.16,16.3,0.07,8.1,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12,14.08,MIA,#20,97,31,9.13,5700,1.6,10.28,9.13,14,0.65,NA
NumberFire,11225,cordarrelle-patterson-1,Cordarrelle Patterson,ATL,9.27,42.64,0.33,1.43,12.68,0.05,7.63,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,13.46,NYG,#30,100,32,8.29,5900,1.41,9.13,8.29,16,0.52,NA
NumberFire,14080,devin-singletary,Devin Singletary,BUF,9.93,44.49,0.26,1.95,13.17,0.08,7.56,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,13.36,WSH,#24,102,33,8.54,5900,1.45,9.65,8.54,15,0.57,NA
NumberFire,10276,mark-ingram-1,Mark Ingram,HOU,9.56,45.04,0.37,0.93,6.64,0.02,7.56,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,13.36,CAR,#1,102,33,7.99,5900,1.35,8.46,7.99,12,0.67,NA
NumberFire,NA,ty-son-williams,Ty'Son Williams,BAL,10.11,42.77,0.32,1.14,8.72,0.05,7.27,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,12.98,DET,#32,107,35,7.82,6400,1.22,8.46,7.82,18,0.43,NA
NumberFire,14085,tony-pollard,Tony Pollard,DAL,7.28,31.87,0.15,2.63,21.81,0.1,6.83,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,12.4,PHI,#6,114,36,8.12,5400,1.5,9.47,8.12,17,0.48,NA
NumberFire,11747,james-white,James White,NE,4.57,18.68,0.14,3.68,28.93,0.18,6.65,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,12.16,NO,#4,120,37,8.44,5400,1.56,10.33,8.44,14,0.6,NA
NumberFire,13139,jamaal-williams,Jamaal Williams,DET,7.92,32.15,0.19,2.39,16.25,0.07,6.45,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,11.89,BAL,#26,123,38,7.6,5600,1.36,8.79,7.6,19,0.4,NA
NumberFire,14798,zack-moss,Zack Moss,BUF,8.29,34.57,0.32,0.9,6.44,0.04,6.16,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,11.51,WSH,#24,132,39,6.63,5400,1.23,7.12,6.63,14,0.47,NA
NumberFire,14073,josh-jacobs,Josh Jacobs,LV,7.46,32.69,0.3,0.89,7.17,0.03,5.95,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,11.23,MIA,#20,138,40,6.35,7200,0.88,6.83,6.35,20,0.32,NA
NumberFire,NA,michael-carter-ii,Michael Carter,NYJ,7.84,32.62,0.15,1.9,14.31,0.05,5.84,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,11.08,DEN,#9,140,41,6.78,4900,1.38,7.76,6.78,12,0.57,NA
NumberFire,11886,damien-williams,Damien Williams,CHI,6.48,26.91,0.18,2.3,15.97,0.07,5.75,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,10.96,CLE,#29,145,42,6.84,4900,1.4,8.04,6.84,10,0.68,NA
NumberFire,12171,david-johnson-1,David Johnson,HOU,5.46,21.8,0.17,2.43,20.72,0.09,5.72,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,10.92,CAR,#1,146,43,6.95,5300,1.31,8.21,6.95,13,0.53,NA
NumberFire,13108,j-d-mckissic,J.D. McKissic,WSH,4.31,18.2,0.1,3.7,28.19,0.09,5.69,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,10.88,BUF,#2,149,44,7.51,5300,1.42,9.43,7.51,15,0.5,NA
NumberFire,13606,ronald-jones,Ronald Jones,TB,7.44,32.27,0.28,0.84,6.27,0.03,5.59,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.75,LA,#7,153,45,6.01,5000,1.2,6.49,6.01,15,0.4,NA
NumberFire,11390,latavius-murray,Latavius Murray,BAL,7.67,31.6,0.28,0.75,5.41,0.03,5.49,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.62,DET,#32,155,46,5.9,5500,1.07,6.29,5.9,16,0.37,NA
NumberFire,15255,kenneth-gainwell,Kenneth Gainwell,PHI,5.88,24.35,0.18,1.7,14.48,0.07,5.31,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,10.38,DAL,#19,160,47,6.17,5200,1.19,7.05,6.17,13,0.47,NA
NumberFire,14095,ty-johnson,Ty Johnson,NYJ,7.6,32.01,0.13,1.51,9.64,0.04,5.12,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,10.13,DEN,#9,164,48,5.88,5100,1.15,6.67,5.88,10,0.59,NA
NumberFire,14811,salvon-ahmed,Salvon Ahmed,MIA,7.06,29.92,0.18,1.16,7.15,0.05,5.04,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,10.02,LV,#13,166,49,5.61,4900,1.14,6.22,5.61,11,0.51,NA
NumberFire,11657,carlos-hyde,Carlos Hyde,JAC,7.37,29.24,0.21,1.2,6.89,0.04,5.04,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,10.02,ARI,#11,166,49,5.65,5100,1.11,6.28,5.65,14,0.4,NA
NumberFire,13614,phillip-lindsay,Phillip Lindsay,HOU,6.26,28.56,0.17,1.04,6.04,0.02,4.66,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,9.52,CAR,#1,174,51,5.12,5100,1,5.64,5.12,12,0.43,NA
NumberFire,13607,sony-michel,Sony Michel,LA,6.5,27.63,0.2,0.55,4.96,0.03,4.58,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.41,TB,#8,175,52,4.87,5700,0.85,5.17,4.87,16,0.3,NA
NumberFire,12637,peyton-barber,Peyton Barber,LV,6.97,24.83,0.2,0.63,4.24,0.03,4.27,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,9,MIA,#20,183,53,4.56,5600,0.81,4.9,4.56,13,0.35,NA
NumberFire,14805,aj-dillon,A.J. Dillon,GB,6.83,28.89,0.16,0.55,3.73,0.02,4.26,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,8.98,SF,#12,184,54,4.58,5000,0.92,4.87,4.58,15,0.31,NA
NumberFire,13622,nyheim-hines,Nyheim Hines,IND,2.56,10.48,0.07,2.89,20.45,0.09,4.07,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.73,TEN,#28,188,55,5.48,5200,1.05,6.94,5.48,17,0.32,NA
NumberFire,13623,darrel-williams,Darrel Williams,KC,4.57,18.73,0.16,1.07,8.49,0.05,3.91,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,8.52,LAC,#16,195,56,4.48,5000,0.9,5.03,4.48,13,0.34,NA
NumberFire,13816,trenton-cannon,Trenton Cannon,SF,3.74,15.6,0.1,1.55,11.71,0.09,3.89,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.71,8.49,GB,#23,197,57,4.61,4900,0.94,5.4,4.61,10,0.46,NA
NumberFire,11660,devonta-freeman,Devonta Freeman,BAL,4.18,17.11,0.13,1.27,9.66,0.07,3.83,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.75,8.41,DET,#32,200,58,4.45,5000,0.89,5.12,4.45,11,0.4,NA
NumberFire,NA,tony-jones-jr,Tony Jones Jr.,NO,5.76,23.96,0.12,0.52,4.79,0.02,3.64,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,8.16,NE,#3,208,59,3.94,4800,0.82,4.22,3.94,13,0.3,NA
NumberFire,13620,justin-jackson,Justin Jackson,LAC,4.25,18.27,0.12,1.3,8.38,0.04,3.62,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9,8.14,KC,#31,211,60,4.28,4600,0.93,4.93,4.28,14,0.31,NA
NumberFire,12386,malcolm-brown,Malcolm Brown,MIA,5.23,21.32,0.17,0.53,3.47,0.02,3.58,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,8.08,LV,#13,216,61,3.84,4800,0.8,4.13,3.84,13,0.3,NA
NumberFire,11193,giovani-bernard-1,Giovani Bernard,TB,2.37,9.47,0.06,2.21,15.73,0.1,3.43,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.88,LA,#7,220,62,4.57,4600,0.99,5.68,4.57,12,0.38,NA
NumberFire,12152,tevin-coleman,Tevin Coleman,NYJ,5.23,22.06,0.11,0.44,4.09,0.02,3.4,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.84,DEN,#9,221,63,3.62,4800,0.75,3.84,3.62,10,0.36,NA
NumberFire,13133,samaje-perine,Samaje Perine,CIN,4.52,18.26,0.1,1.06,7.29,0.03,3.34,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.76,PIT,#14,223,64,3.85,4700,0.82,4.39,3.85,10,0.39,NA
NumberFire,13234,marlon-mack,Marlon Mack,IND,3.72,16.25,0.11,0.83,6.16,0.04,3.17,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,7.54,TEN,#28,226,65,3.56,4600,0.77,3.97,3.56,10,0.36,NA
NumberFire,14808,darrynton-evans,Darrynton Evans,TEN,2.41,9.99,0.06,1.61,11.71,0.06,2.89,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,7.17,IND,#25,238,66,3.68,4500,0.82,4.49,3.68,10,0.37,NA
NumberFire,15257,trey-sermon,Trey Sermon,SF,2.83,11.82,0.1,0.88,6.69,0.04,2.67,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,6.87,GB,#23,244,67,3.11,5400,0.58,3.56,3.11,11,0.28,NA
NumberFire,15261,chuba-hubbard,Chuba Hubbard,CAR,3.64,15.03,0.13,0.51,3.17,0.02,2.66,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.54,6.86,HOU,#18,245,68,2.96,4700,0.63,3.22,2.96,10,0.3,NA
NumberFire,14827,j-j-taylor,J.J. Taylor,NE,3.81,16.25,0.09,0.46,3.11,0.02,2.54,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.62,6.7,NO,#4,248,69,2.79,4700,0.59,3.04,2.79,10,0.28,NA
NumberFire,14804,anthony-mcfarland-jr,Anthony McFarland Jr.,PIT,3.54,14.92,0.08,0.62,4.11,0.03,2.51,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.64,6.66,CIN,#5,249,70,2.83,4500,0.63,3.16,2.83,10,0.28,NA
NumberFire,12629,devontae-booker,Devontae Booker,NYG,3.33,13.52,0.1,0.63,4.2,0.02,2.43,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.56,ATL,#22,251,71,2.77,5100,0.54,3.1,2.77,11,0.25,NA
NumberFire,14223,alexander-mattison,Alexander Mattison,MIN,2.82,12.01,0.07,0.59,4.68,0.02,2.19,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,6.24,SEA,#21,256,72,2.48,5200,0.48,2.79,2.48,14,0.18,NA
NumberFire,14815,deejay-dallas,DeeJay Dallas,SEA,1.87,7.87,0.05,1.05,7.25,0.06,2.18,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.86,6.22,MIN,#17,257,73,2.68,4600,0.58,3.21,2.68,10,0.27,NA
NumberFire,NA,larry-rountree-iii,Larry Rountree III,LAC,3.25,13.78,0.08,0.39,2.38,0.02,2.17,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.87,6.21,KC,#31,259,74,2.37,4900,0.48,2.59,2.37,13,0.18,NA
NumberFire,11367,kyle-juszczyk,Kyle Juszczyk,SF,0.62,2.64,0.02,1.09,12.2,0.07,2.01,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.98,6,GB,#23,261,75,2.53,4500,0.56,3.09,2.53,10,0.25,NA
NumberFire,14072,benny-snell-jr,Benny Snell Jr.,PIT,2.55,10.18,0.07,0.56,3.65,0.02,1.87,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,5.81,CIN,#5,267,76,2.14,4500,0.48,2.45,2.14,10,0.21,NA
NumberFire,11761,jerick-mckinnon,Jerick McKinnon,KC,1.27,5.19,0.03,0.98,7.85,0.06,1.81,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.73,LAC,#16,269,77,2.33,4500,0.52,2.82,2.33,10,0.23,NA
NumberFire,14083,travis-homer,Travis Homer,SEA,1.29,5.53,0.03,0.96,6.76,0.06,1.75,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.65,MIN,#17,271,78,2.23,4500,0.5,2.72,2.23,10,0.22,NA
NumberFire,12040,keith-smith-1,Keith Smith,ATL,1.42,5.99,0.03,0.81,5.18,0.03,1.5,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,5.32,NYG,#30,280,79,1.86,4500,0.41,2.28,1.86,10,0.19,NA
NumberFire,12155,ameer-abdullah,Ameer Abdullah,MIN,0.95,3.88,0.02,0.95,6.86,0.06,1.48,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,5.29,SEA,#21,281,80,1.99,4700,0.42,2.48,1.99,10,0.2,NA
NumberFire,12261,ty-montgomery,Ty Montgomery,NO,0.6,2.63,0.01,0.79,7.88,0.03,1.28,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.47,5.03,NE,#3,288,81,1.67,4700,0.36,2.07,1.67,10,0.17,NA
