data_src,id,src_id,player,team,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,site_pts,rec_tgt,games,two_pts,fumbles_lost,pos,bye,na,week_6_opp,week_6_fpts,na1,rank_draft,rank_ppr,na2,na3,na4,misc_td,misc_yd,na5,na6,availability_percent_own,rush_avg,rec_yds_g,rec_avg,site_fppg,tm,...37,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rec_50_yds,rec_100_yds,kick_ret_yds,...48,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,...55,draftkings_site_points,yahoo_site_points,return_tds
FantasySharks,11761,NA,"McKinnon, Jerick",NA,4,18,0.2,2,13,0,4.5,1.8,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@WAS,0.2,0.01,0,0,0,0,0.3,0.03,0.02,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13620,NA,"Jackson, Justin",NA,5.2,20,0.04,1.8,13,0.01,3.5,2.2,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,@BAL,0.04,0,0,0,0,0,0.4,0.05,0.03,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15275,NA,"Evans, ChrisR",NA,3.9,15,0.1,1.3,12,0,3.5,1.5,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,@DET,0.1,0,0,0,0,0,0.2,0.05,0.02,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15462,NA,"Brightwell, GaryR",NA,5,25,0.1,0.6,4,0.01,3.5,0.8,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,LAR,0.1,0,0,0,0,0,0.09,0.01,0.01,6,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12637,NA,"Barber, Peyton",NA,5.6,20,0.1,0.7,6,0,3.4,1.1,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@DEN,0.1,0,0,0,0,0,0.08,0.02,0.01,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14072,NA,"Snell Jr., Benny",NA,6.2,21,0.2,0.4,3,0,3.3,0.8,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,SEA,0.2,0,0,0,0,0,0.1,0.01,0.01,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14807,NA,"Kelley, Joshua",NA,6.6,21,0.1,1.1,6,0,3.3,1.3,NA,NA,0.06,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,@BAL,0.1,0,0,0,0,0,0.1,0.02,0.01,9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14811,NA,"Ahmed, Salvon",NA,5,17,0.1,1.4,10,0,3.3,2.2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,@JAC,0.07,0.03,0,0,0,0,0.4,0.04,0.02,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13234,NA,"Mack, Marlon",NA,4.9,20,0.1,0.6,4,0,3.2,1,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,HOU,0.1,0,0,0,0,0,0.07,0.01,0.01,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13614,NA,"Lindsay, Phillip",NA,5.1,14,0.09,0.5,4,0.1,2.9,0.7,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@IND,0.09,0,0,0,0,0,0.2,0.02,0.01,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13143,NA,"McNichols, Jeremy",NA,2.1,9,0.02,1.5,13,0.08,2.8,2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,BUF,0.02,0,0,0,0,0,0.4,0.05,0.03,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11657,NA,"Hyde, Carlos",NA,4.1,18,0.04,0.9,6,0,2.6,1.3,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAC,MIA,0,0,0.02,0,0,0.02,0.05,0.02,0.01,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13814,NA,"Scott, Boston",NA,2.1,11,0.04,0.9,7,0.03,2.2,1.4,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,TBB,0.01,0,0,0,0,0.03,0.2,0.03,0.01,15,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10932,NA,"Bolden, Brandon",NA,2.8,13,0.04,1.4,6,0,2.1,1.7,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,DAL,0,0.04,0,0,0,0,0.3,0.02,0.01,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14552,NA,"Blasingame, Khari",NA,1.7,6,0,0.6,6,0.09,1.7,0.8,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,BUF,0,0,0,0,0,0,0.2,0.02,0.01,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14815,NA,"Dallas, DeeJay",NA,1.9,8,0.04,0.7,6,0.01,1.7,0.8,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,@PIT,0.04,0,0,0,0,0,0.03,0.02,0.01,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11660,NA,"Freeman, Devonta",NA,2.3,9,0,0.8,7,0,1.6,1.1,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,LAC,0,0,0,0,0,0,0.2,0.03,0.01,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11192,NA,"Bell, Le'Veon",NA,2.2,9,0.03,0.5,3,0,1.3,0.7,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,LAC,0.03,0,0,0,0,0,0.2,0.01,0.01,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15270,NA,"Felton, DemetricR",NA,0.07,0,0,0.6,7,0.09,1.3,0.7,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,ARI,0,0,0,0,0,0,0.1,0.03,0.01,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13621,NA,"Ballage, Kalen",NA,2.7,6,0.07,0.4,2,0,1.2,0.8,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,SEA,0.07,0,0,0,0,0,0.09,0.01,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15262,NA,"Jefferson, JermarR",NA,2.1,7,0,0.8,5,0,1.2,1.1,NA,NA,0.05,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,CIN,0,0,0,0,0,0,0.03,0.02,0.01,1,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12155,NA,"Abdullah, Ameer",NA,1.2,6,0.01,0.4,3,0.03,1.1,0.6,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@CAR,0.01,0,0,0,0,0,0.1,0.01,0.01,16,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13617,NA,"Freeman, Royce",NA,2.5,8,0,0.6,3,0,1.1,0.9,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,MIN,0,0,0,0,0,0,0.09,0.01,0.01,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14810,NA,"Vaughn, Ke'Shawn",NA,1.9,6,0,0.2,2,0.05,1.1,0.4,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,@PHI,0,0,0,0,0,0,0.1,0.01,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14420,NA,"Ingold, Alec",NA,0.3,0,0,0.6,5,0.07,0.9,0.7,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@DEN,0,0,0,0,0,0,0.2,0.02,0.01,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11182,NA,"Burkhead, Rex",NA,0.9,3,0.02,0.5,3,0.04,0.9,0.7,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@IND,0.02,0,0,0,0,0,0.04,0.01,0.01,0,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15272,NA,"Rountree, LarryR",NA,3.2,8,0,0.2,0.08,0,0.8,0.3,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,@BAL,0,0,0,0,0,0,0.01,0,0,19,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15414,NA,"Nwangwu, KeneR",NA,0.9,3,0,0.6,6,0,0.8,0.9,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@CAR,0,0,0,0,0,0,0.2,0.02,0.01,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12923,NA,"Ham, C.J.",NA,0.4,1,0,0.4,4,0.05,0.8,0.6,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@CAR,0,0,0,0,0,0,0.08,0.02,0.01,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15260,NA,"Patterson, JaretR",NA,1.9,6,0,0.2,2,0,0.8,0.4,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,KCC,0,0,0,0,0,0,0.01,0.01,0,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13148,NA,"Ogunbowale, Dare",NA,0.6,3,0,0.5,5,0,0.8,0.8,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAC,MIA,0,0,0,0,0,0,0.03,0.02,0.01,3,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13378,NA,"Breida, Matt",NA,1.6,4,0,0.3,3,0,0.6,0.4,NA,NA,0.02,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,@TEN,0,0,0,0,0,0,0,0.01,0.01,0,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14435,NA,"Bonnafon, Reggie",NA,0.6,2,0,0.2,3,0.01,0.6,0.2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,MIN,0,0,0,0,0,0,0.01,0.01,0.01,15,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12325,NA,"Burton, Michael",NA,1.2,3,0,0.3,3,0,0.6,0.5,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@WAS,0,0,0,0,0,0,0.2,0.01,0.01,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15265,NA,"Hill, KylinR",NA,1.2,5,0,0.2,1,0,0.6,0.3,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,@CHI,0,0,0,0,0,0,0,0,0,19,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14359,NA,"Johnson, Jakob",NA,0.3,1,0,0.4,2,0.04,0.5,0.4,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,DAL,0,0,0,0,0,0,0.06,0.01,0,1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13239,NA,"Penny, Elijhaa",NA,1.1,4,0,0.2,2,0,0.5,0.3,NA,NA,0.01,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,LAR,0,0,0,0,0,0,0.02,0.01,0,6,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12806,NA,"Janovich, Andy",NA,0.2,0,0.08,0,0,0,0.5,0.2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,ARI,0.08,0,0,0,0,0,0,0,0,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13868,NA,"Boone, Mike",NA,0.9,3,0.01,0.1,1,0,0.4,0.1,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,LVR,0.01,0,0,0,0,0,0.02,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15259,NA,"Stevenson, RhamondreR",NA,2.6,6,0,0.2,1,0,0.4,0.4,NA,NA,0.2,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,DAL,0,0,0,0,0,0,0.03,0,0,8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15480,NA,"Funk, JakeR",NA,1.2,3,0,0.1,1,0,0.4,0.2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAR,@NYG,0,0,0,0,0,0,0,0,0,10,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14331,NA,"Johnson, D'Ernest",NA,0.7,3,0,0.09,0,0,0.4,0.1,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,ARI,0,0,0,0,0,0,0.03,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14098,NA,"Crockett, DamareaR",NA,1,2,0,0.2,2,0,0.3,0.2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,LVR,0,0,0,0,0,0,0.03,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13455,NA,"Ricard, Patrick",NA,0.05,0,0,0.5,3,0,0.3,0.7,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,LAC,0,0,0,0,0,0,0.2,0.01,0.01,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13136,NA,"Clement, Corey",NA,0.6,1,0,0.05,0,0,0.1,0.1,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAL,@NEP,0,0,0,0,0,0,0.03,0,0,1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12823,NA,"Watt, Derek",NA,0.3,1,0,0.1,0,0,0.1,0.2,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,SEA,0,0,0,0,0,0,0,0,0,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10514,NA,"Bellore, Nick",NA,0.06,0,0,0.06,1,0,0.1,0.06,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,@PIT,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10368,NA,"Jones, Taiwan",NA,0.1,0,0,0.01,0,0,0.1,0.01,NA,NA,0,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,@TEN,0,0,0,0,0,0,0,0,0,0.08,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NumberFire,13130,christian-mccaffrey,Christian McCaffrey,CAR,18.07,82.88,0.78,5.44,43.03,0.24,18.71,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26,28.16,MIN,#5,10,1,21.45,24.18,21.45,NA
NumberFire,12626,derrick-henry,Derrick Henry,TEN,22.51,113.14,0.86,1.89,15.99,0.1,18.51,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12,27.9,BUF,#1,13,2,19.46,23.49,19.46,NA
NumberFire,15254,najee-harris,Najee Harris,PIT,18.21,79.32,0.63,4.22,29.7,0.19,15.62,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18,24.06,SEA,#23,27,3,17.71,19.95,17.71,NA
NumberFire,12625,ezekiel-elliott,Ezekiel Elliott,DAL,16.31,76.76,0.73,3.2,26.07,0.21,15.56,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.14,23.98,NE,#18,28,4,17.2,18.98,17.2,NA
NumberFire,13128,dalvin-cook,Dalvin Cook,MIN,17.3,82.11,0.56,3.4,28.37,0.17,15.12,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,23.4,CAR,#4,30,5,16.83,18.7,16.83,NA
NumberFire,14802,jonathan-taylor,Jonathan Taylor,IND,17.56,84.03,0.74,2.04,16.17,0.11,15.11,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,23.38,HOU,#24,31,6,16.08,17.14,16.08,NA
NumberFire,13319,aaron-jones,Aaron Jones,GB,15.8,77.73,0.61,3.18,27.12,0.16,14.86,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.67,23.05,CHI,#7,32,7,16.48,18.2,16.48,NA
NumberFire,13131,joe-mixon,Joe Mixon,CIN,18.89,82.59,0.58,2.65,19.59,0.19,14.77,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,22.93,DET,#27,33,8,16.08,17.46,16.08,NA
NumberFire,13610,nick-chubb,Nick Chubb,CLE,16.81,85.34,0.7,1.47,12.02,0.08,14.31,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,22.32,ARI,#2,34,9,15.01,15.83,15.01,NA
NumberFire,13404,austin-ekeler-1,Austin Ekeler,LAC,14.76,68.28,0.41,4.63,33.68,0.28,14.11,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,22.06,BAL,#19,36,10,16.43,18.88,16.43,NA
NumberFire,14087,darrell-henderson,Darrell Henderson,LA,15.87,70.75,0.61,2.08,17.41,0.15,13.42,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,21.14,NYG,#29,38,11,14.42,15.47,14.42,NA
NumberFire,14852,antonio-gibson,Antonio Gibson,WSH,15.71,70.35,0.63,2.2,18.11,0.12,13.11,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.49,20.73,KC,#31,40,12,14.19,15.43,14.19,NA
NumberFire,14797,d-andre-swift,D'Andre Swift,DET,10.68,48.28,0.41,4.96,37.96,0.24,12.33,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,19.69,CIN,#13,44,13,14.82,17.41,14.82,NA
NumberFire,14813,james-robinson,James Robinson,JAC,15.83,72.11,0.44,2.63,20.28,0.11,12.33,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,19.69,MIA,#30,44,13,13.59,15.05,13.59,NA
NumberFire,14073,josh-jacobs,Josh Jacobs,LV,14.32,61.64,0.44,2.07,15.33,0.1,10.88,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99,17.77,DEN,#6,49,15,11.89,12.98,11.89,NA
NumberFire,13129,leonard-fournette,Leonard Fournette,TB,13.32,53.21,0.44,2.96,20.21,0.16,10.85,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97,17.73,PHI,#8,50,16,12.36,13.89,12.36,NA
NumberFire,13138,kareem-hunt,Kareem Hunt,CLE,10.37,47.92,0.38,3.06,25.48,0.2,10.75,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,17.6,ARI,#2,52,17,12.27,13.86,12.27,NA
NumberFire,14081,myles-gaskin,Myles Gaskin,MIA,11.84,52.21,0.44,2.75,20.57,0.13,10.59,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79,17.39,JAC,#32,55,18,11.93,13.39,11.93,NA
NumberFire,12151,melvin-gordon,Melvin Gordon,DEN,12.65,56.08,0.6,1.66,10.08,0.07,10.49,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,17.25,LV,#20,56,19,11.29,12.22,11.29,NA
NumberFire,15256,javonte-williams,Javonte Williams,DEN,11.86,53.58,0.44,2.28,15.12,0.1,9.98,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.58,LV,#20,61,20,11.11,12.33,11.11,NA
NumberFire,11886,damien-williams,Damien Williams,CHI,11.26,47.15,0.34,2.96,23.53,0.14,9.8,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,16.34,GB,#22,62,21,11.31,12.87,11.31,NA
NumberFire,14079,miles-sanders,Miles Sanders,PHI,10.98,48.72,0.29,2.72,24.17,0.15,9.72,NA,NA,NA,NA,RB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,16.23,TB,#12,64,22,11.09,12.57,11.09,NA
