data_src,id,src_id,player,team,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,site_pts,two_pts,pass_att,pass_comp,fumbles_lost,pos,bye,na,week_2_opp,week_2_fpts,na1,rank_draft,rank_ppr,na2,pass_comp_pct,pass_rate,na3,na4,na5,availability_percent_own,tm,...32,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,...40,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,pass_ints,...48,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
FantasyPros,12476,taylor-heinicke,Taylor Heinicke,WAS,236.6,1.2,1,2.8,15.4,0.2,15.8,NA,34.5,22.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14059,daniel-jones,Daniel Jones,NYG,225,1.1,0.8,4.5,26.1,0.2,15.7,NA,34.4,21.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,10413,tyrod-taylor,Tyrod Taylor,HOU,237.2,1.2,0.7,3,16.8,0.1,15.5,NA,35.8,21.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,10313,andy-dalton,Andy Dalton,CHI,230,1.5,0.9,2.2,9,0.1,15.4,NA,33.4,21.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,12610,carson-wentz,Carson Wentz,IND,215.4,1.3,0.8,3.9,18.1,0.2,15.4,NA,34.6,20.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13592,sam-darnold,Sam Darnold,CAR,228.6,1.2,1.1,3.2,13.8,0.2,15,NA,35.4,20.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13424,taysom-hill,Taysom Hill,NO,29.4,0.1,0.1,2.7,11.4,0.1,3.3,NA,1.1,0.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15240,trey-lance,Trey Lance,SF,21.3,0.1,0.1,2.4,10.8,0.1,2.8,NA,2.2,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15238,justin-fields,Justin Fields,CHI,18.3,0.1,0.1,1.1,4.3,0.1,1.8,NA,2.7,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14789,tyler-huntley,Tyler Huntley,BAL,16,0,0,0.3,5.5,0,1.4,NA,1.1,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15252,davis-mills,Davis Mills,HOU,19.7,0.1,0.1,0,2.4,0,1.3,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14057,drew-lock,Drew Lock,DEN,17.3,0.1,0.1,0.2,0.4,0,1.1,NA,1.8,1.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15243,kellen-mond,Kellen Mond,MIN,14.2,0.1,0.1,0.1,0.9,0,1.1,NA,0.9,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14782,jordan-love,Jordan Love,GB,16.8,0.1,0,0.1,0.2,0,1,NA,1.4,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,10262,blaine-gabbert,Blaine Gabbert,TB,13.2,0.1,0,0.2,0.9,0,1,NA,1.7,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,9706,chase-daniel,Chase Daniel,LAC,11.9,0.1,0,0.3,1.2,0,1,NA,1.6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,9073,chad-henne,Chad Henne,KC,10.9,0.1,0,0.2,1.1,0,0.9,NA,1.6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,9899,colt-mccoy,Colt McCoy,ARI,10.9,0.1,0,0.2,1,0,0.9,NA,1.4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13595,mason-rudolph,Mason Rudolph,PIT,11,0.1,0,0.2,0.8,0,0.9,NA,1.6,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14070,david-blough,David Blough,DET,10.5,0.1,0,0.2,1,0,0.9,NA,1.5,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13115,mitch-trubisky,Mitchell Trubisky,BUF,14.8,0.1,0.1,0.3,0.6,0,0.9,NA,1.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,12141,marcus-mariota,Marcus Mariota,LV,10.1,0.1,0,0.3,1.1,0,0.9,NA,1.4,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13879,kyle-allen,Kyle Allen,WAS,14.3,0.1,0,0.1,0.3,0,0.9,NA,1.4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14058,dwayne-haskins,Dwayne Haskins,PIT,10.8,0.1,0,0.2,0.6,0,0.9,NA,1.6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13125,cj-beathard,C.J. Beathard,JAC,13.5,0.1,0,0.2,0.5,0,0.9,NA,1.5,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,12621,brandon-allen,Brandon Allen,CIN,14.3,0.1,0,0.2,0.5,0,0.9,NA,1.6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,12616,jacoby-brissett,Jacoby Brissett,MIA,9,0.1,0,0.2,1,0,0.9,NA,1.4,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14067,gardner-minshew,Gardner Minshew II,PHI,8.4,0.1,0,0.2,1.2,0,0.9,NA,1.4,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13591,josh-rosen,Josh Rosen,ATL,9.4,0.1,0,0.2,0.8,0,0.9,NA,1.6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15242,kyle-trask,Kyle Trask,TB,10.8,0.1,0,0.1,0.2,0,0.9,NA,1.2,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,11150,geno-smith,Geno Smith,SEA,10.5,0.1,0,0.2,0.2,0,0.8,NA,1.4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13598,mike-white,Mike White,NYJ,16.9,0.1,0.1,0,0.2,0,0.8,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,14780,jacob-eason,Jacob Eason,IND,15.4,0.1,0.1,0.1,0.1,0,0.8,NA,1,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,10948,case-keenum,Case Keenum,CLE,11.7,0.1,0,0.1,0.4,0,0.8,NA,1.3,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13124,cooper-rush,Cooper Rush,DAL,11.5,0.1,0,0.1,0.1,0,0.8,NA,1.3,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,9064,joe-flacco,Joe Flacco,PHI,8.6,0.1,0,0.2,0.5,0,0.7,NA,1.1,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13416,phillip-walker,P.J. Walker,CAR,8.7,0.1,0.1,0.3,0.2,0,0.7,NA,1.4,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15246,ian-book,Ian Book,NO,5.9,0.1,0,0.1,0.3,0,0.7,NA,1,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15035,john-wolford,John Wolford,LAR,11.3,0,0,0.3,0.9,0,0.5,NA,1.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,11152,mike-glennon,Mike Glennon,NYG,10.7,0,0.1,0.2,0.5,0,0.4,NA,1.3,0.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,15244,feleipe-franks,Feleipe Franks,ATL,7.5,0,0,0.1,0.2,0,0.3,NA,1.2,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasyPros,13846,logan-woodside,Logan Woodside,TEN,5,0,0,0.3,0.7,0,0.3,NA,0.7,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13116,12894,Patrick Mahomes,KC,311.6,2,0.6,3.5,19.3,0.2,28.25,NA,39.8,26.3,NA,QB,12,NA,@BALSun 8:20 PM,—,NA,QB1,,NA,NA,108,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12611,12102,Jared Goff,DET,263.8,1,0.9,2.5,7.2,0.1,18.43,NA,37.4,23.7,NA,QB,9,NA,@GBMon 8:15 PM,—,NA,QB30,,NA,NA,92.5,NA,NA,NA,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14056,14664,Kyler Murray,ARI,260.9,2,0.8,6.9,40.1,0.4,25.59,NA,35.8,23.6,NA,QB,12,NA,MINSun 4:05 PM,—,NA,QB2,,NA,NA,106.8,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,5848,309,Tom Brady,TB,304.3,2,0.7,1.6,3,0.1,25.9,NA,38.1,25.2,NA,QB,9,NA,ATLSun 4:05 PM,—,NA,QB8,,NA,NA,107.8,NA,NA,NA,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12620,12159,Dak Prescott,DAL,295.5,2,0.8,3.8,19.3,0.2,28.58,NA,40,26.1,NA,QB,7,NA,@LACSun 4:25 PM,—,NA,QB5,,NA,NA,103.6,NA,NA,NA,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12140,11183,Jameis Winston,NO,246.5,2,1,3.7,18.7,0.1,20.83,NA,32.6,21.3,NA,QB,6,NA,@CARSun 1:00 PM,—,NA,QB18,,NA,NA,109.6,NA,NA,NA,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,9431,6038,Matthew Stafford,LAR,286.9,2,0.7,2.5,8.3,0.1,24.08,NA,36.7,24.4,NA,QB,11,NA,@INDSun 1:00 PM,—,NA,QB12,,NA,NA,109.3,NA,NA,NA,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14783,15581,Jalen Hurts,PHI,222,1,0.8,6.9,39.5,0.3,18.77,NA,35.2,20.9,NA,QB,14,NA,SFSun 1:00 PM,—,NA,QB10,,NA,NA,85.5,NA,NA,NA,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,10703,8598,Russell Wilson,SEA,269.2,2,0.6,4.9,27.7,0.1,23.61,NA,34.4,23,NA,QB,9,NA,TENSun 4:25 PM,—,NA,QB6,,NA,NA,108.6,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,11644,10315,Derek Carr,LV,266.4,2,0.8,2.2,8.5,0.1,20.65,NA,36.1,23.4,NA,QB,8,NA,@PITSun 1:00 PM,—,NA,QB23,,NA,NA,104.6,NA,NA,NA,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,10700,8625,Kirk Cousins,MIN,268.2,2,0.7,1.6,6.5,0.1,20.86,NA,33.8,22.9,NA,QB,7,NA,@ARISun 4:05 PM,—,NA,QB16,,NA,NA,111.7,NA,NA,NA,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,15237,16242,Trevor Lawrence,JAC,249.5,1,1,2.9,13.9,0.1,16.54,NA,37.4,22.9,NA,QB,7,NA,DENSun 1:00 PM,—,NA,QB14,,NA,NA,88.7,NA,NA,NA,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,10413,7592,Tyrod Taylor,HOU,237.2,1,0.7,3,16.8,0.1,16.51,NA,35.8,21.3,NA,QB,10,NA,@CLESun 1:00 PM,—,NA,QB31,,NA,NA,89.8,NA,NA,NA,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,11640,10240,Teddy Bridgewater,DEN,249.7,2,0.7,4,17.9,0.2,23.69,NA,33,22.1,NA,QB,11,NA,@JACSun 1:00 PM,—,NA,QB29,,NA,NA,109.3,NA,NA,NA,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14059,14668,Daniel Jones,NYG,225,1,0.8,4.5,26.1,0.2,16.88,NA,34.4,21.3,NA,QB,10,NA,@WASThu 8:20 PM,—,NA,QB26,,NA,NA,90.9,NA,NA,NA,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13592,13770,Sam Darnold,CAR,228.6,1,1.1,3.2,13.8,0.2,15.61,NA,35.4,20.8,NA,QB,13,NA,NOSun 1:00 PM,—,NA,QB24,,NA,NA,74.5,NA,NA,NA,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14777,15532,Joe Burrow,CIN,272.7,2,0.7,2.7,12.4,0.1,21.96,NA,38.1,24.9,NA,QB,10,NA,@CHISun 1:00 PM,—,NA,QB13,,NA,NA,102.1,NA,NA,NA,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12610,12032,Carson Wentz,IND,215.4,1,0.8,4,18.1,0.2,15.78,NA,34.6,20.7,NA,QB,14,NA,LARSun 1:00 PM,—,NA,QB28,,NA,NA,87.3,NA,NA,NA,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,11760,10311,Jimmy Garoppolo,SF,249.2,2,0.8,2.1,6.6,0.1,19.62,NA,30.1,20.4,NA,QB,6,NA,@PHISun 1:00 PM,—,NA,QB34,,NA,NA,114.4,NA,NA,NA,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13589,13761,Josh Allen,BUF,286.1,2,0.8,6.9,34.6,0.4,26.09,NA,37.2,23.7,NA,QB,7,NA,@MIASun 1:00 PM,—,NA,QB3,,NA,NA,104.1,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13116,NA,"Mahomes, Patrick",NA,287,2.3,0.4,4.3,20,0.3,26.5,NA,35.4,23.8,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@BAL,1.1,0.3,0.4,0.07,0.2,0.2,1.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10703,NA,"Wilson, Russell",NA,275,2.5,0.5,4.7,26,0.1,26.2,NA,35.4,23.5,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,TEN,1,0.8,0.2,0.09,0.1,0.3,2.7,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,5848,NA,"Brady, Tom",NA,295,2.6,0.8,1.9,2,0.2,25.3,NA,37.4,23.7,0.04,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,ATL,1.3,0.4,0.3,0.4,0.2,0.02,1.1,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13593,NA,"Jackson, Lamar",NA,199,1.7,0.5,11.2,67,0.5,25.2,NA,27.2,17.5,0.4,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,KCC,0.8,0.5,0.2,0.1,0.09,0.03,1.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14056,NA,"Murray, Kyler",NA,250,1.6,0.8,7.4,44,0.5,24.9,NA,34,23,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,MIN,0.7,0.3,0.3,0.06,0.03,0.1,2.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13589,NA,"Allen, Josh",NA,240,1.8,0.4,7.2,36,0.4,24,NA,33.4,21.5,0.3,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,@MIA,0.9,0.3,0.4,0.1,0.06,0.06,2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12620,NA,"Prescott, Dak",NA,300,1.9,0.8,3.6,18,0.1,24,NA,38.1,25.7,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAL,@LAC,0.6,0.4,0.4,0.03,0.3,0.1,1.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,7836,NA,"Rodgers, Aaron",NA,265,2.3,0.4,2.1,7,0.2,23.9,NA,33,22.3,0.1,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,DET,1.1,0.3,0.3,0.1,0.09,0.3,1.5,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14779,NA,"Herbert, Justin",NA,289,1.8,0.7,3,9,0.2,23,NA,39,26.2,0.2,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,DAL,0.8,0.5,0.2,0.09,0.09,0.1,2,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
