data_src,id,src_id,player,team,pass_yds,pass_tds,pass_int,rush_att,rush_yds,rush_tds,site_pts,games,two_pts,pass_att,pass_comp,fumbles_lost,chg,opp,pos,bye,na,week_4_opp,week_4_fpts,na1,rank_draft,rank_ppr,na2,pass_comp_pct,pass_rate,na3,na4,na5,availability_percent_own,pass_yds_g,rush_avg,site_fppg,tm,...38,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,...46,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,pass_ints,...54,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value
FFToday,7836,2480,Aaron Rodgers,GB,277,2,0,1,6,0,22.5,NA,NA,33,24,NA,,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,15237,17624,Trevor Lawrence,JAC,250,2,2,3,19,0,22.4,NA,NA,33,23,NA,,@CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,9099,2955,Matt Ryan,ATL,264,2,1,2,4,0,21.6,NA,NA,37,24,NA,,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,10700,12376,Kirk Cousins,MIN,271,2,1,0,0,0,21.6,NA,NA,34,22,NA,,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,11760,14191,Jimmy Garoppolo,SF,254,2,1,2,6,0,21.3,NA,NA,33,22,NA,,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,14777,17028,Joe Burrow,CIN,254,2,1,1,5,0,21.2,NA,NA,29,18,NA,,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,14059,16624,Daniel Jones,NYG,255,1,1,6,35,0,20.3,NA,NA,33,20,NA,,@NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,13590,16116,Baker Mayfield,CLE,269,1,1,6,15,0,19,NA,NA,36,23,NA,,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,15238,17568,Justin Fields,CHI,210,1,1,7,40,0,18.5,NA,NA,30,19,NA,,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,7401,3066,Ben Roethlisberger,PIT,280,1,1,0,0,0,18,NA,NA,38,24,NA,,@GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,12616,15522,Jacoby Brissett,MIA,237,1,1,4,15,0,17.4,NA,NA,33,20,NA,,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,15241,17617,Mac Jones,NE,251,1,1,2,7,0,17.3,NA,NA,33,22,NA,,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,12611,15589,Jared Goff,DET,242,1,1,3,11,0,17.2,NA,NA,35,21,NA,,@CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,12610,15741,Carson Wentz,IND,244,1,1,2,6,0,16.8,NA,NA,32,20,NA,,@MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,15239,17756,Zach Wilson,NYJ,216,1,2,2,10,0,15.8,NA,NA,28,18,NA,,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,15252,17646,Davis Mills,HOU,214,1,1,1,5,0,15.2,NA,NA,31,18,NA,,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,12140,15353,Jameis Winston,NO,184,1,1,4,17,0,14.9,NA,NA,25,15,NA,,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,13424,15080,Taysom Hill,NO,27,0,0,4,21,0,3.5,NA,NA,4,2,NA,,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFToday,15240,17623,Trey Lance,SF,10,0,0,1,8,0,1.3,NA,NA,1,1,NA,,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,5848,309,Tom Brady,TB,296.5,2,0.6,1.5,3.6,0.1,24.38,NA,NA,39.1,25.3,NA,NA,NA,QB,9,NA,@NESun 8:20 PM,—,NA,QB7,,NA,NA,104.2,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14056,14664,Kyler Murray,ARI,264.2,2,0.9,6.5,35.5,0.5,25.78,NA,NA,36.5,24,NA,NA,NA,QB,12,NA,@LARSun 4:05 PM,—,NA,QB1,,NA,NA,106.7,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13116,12894,Patrick Mahomes,KC,312.2,3,0.5,4,21.8,0.2,32.81,NA,NA,37.6,25.5,NA,NA,NA,QB,12,NA,@PHISun 1:00 PM,—,NA,QB2,,NA,NA,120.6,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,9431,6038,Matthew Stafford,LAR,283.8,2,0.7,2.1,8,0.1,23.75,NA,NA,36.6,24.2,NA,NA,NA,QB,11,NA,ARISun 4:05 PM,—,NA,QB9,,NA,NA,108.9,NA,NA,NA,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,11644,10315,Derek Carr,LV,286.4,2,0.7,2.5,9.1,0.1,21.97,NA,NA,36.5,24.4,NA,NA,NA,QB,8,NA,@LACMon 8:15 PM,—,NA,QB13,,NA,NA,109.3,NA,NA,NA,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,10700,8625,Kirk Cousins,MIN,271.2,2,0.8,1.7,7.6,0.1,21.06,NA,NA,34.1,22.6,NA,NA,NA,QB,7,NA,CLESun 1:00 PM,—,NA,QB15,,NA,NA,108.8,NA,NA,NA,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13589,13761,Josh Allen,BUF,278.6,2,0.6,7.5,39.2,0.4,26.97,NA,NA,35.7,23.7,NA,NA,NA,QB,7,NA,HOUSun 1:00 PM,—,NA,QB3,,NA,NA,109,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,10703,8598,Russell Wilson,SEA,266.7,2,0.5,4.3,24.1,0.1,23.12,NA,NA,34.2,22.7,NA,NA,NA,QB,9,NA,@SFSun 4:05 PM,—,NA,QB6,,NA,NA,108.2,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14783,15581,Jalen Hurts,PHI,241.7,2,0.8,8.8,52.3,0.5,26.44,NA,NA,33.8,20.3,NA,NA,NA,QB,14,NA,KCSun 1:00 PM,—,NA,QB11,,NA,NA,103.2,NA,NA,NA,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13593,13775,QLamar Jackson,BAL,211.8,1,0.8,10.3,63.5,0.5,21.6,NA,NA,28.7,17.6,NA,NA,NA,QB,8,NA,@DENSun 4:25 PM,—,NA,QB4,,NA,NA,96,NA,NA,NA,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14779,15516,QJustin Herbert,LAC,293.4,2,0.7,4.1,16.7,0.2,26.2,NA,NA,39.7,26.1,NA,NA,NA,QB,7,NA,LVMon 8:15 PM,—,NA,QB8,,NA,NA,106,NA,NA,NA,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13592,13770,Sam Darnold,CAR,261.1,2,0.8,3.1,14.2,0.2,21.98,NA,NA,36.8,23,NA,NA,NA,QB,13,NA,@DALSun 1:00 PM,—,NA,QB16,,NA,NA,104.1,NA,NA,NA,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,14059,14668,Daniel Jones,NYG,235.2,1,0.9,5.7,33.8,0.1,17.74,NA,NA,35.1,21.4,NA,NA,NA,QB,10,NA,@NOSun 1:00 PM,—,NA,QB20,,NA,NA,89.6,NA,NA,NA,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12611,12102,Jared Goff,DET,263,1,0.8,2.6,9.3,0.1,18.68,NA,NA,36.1,23.1,NA,NA,NA,QB,9,NA,@CHISun 1:00 PM,—,NA,QB27,,NA,NA,94.9,NA,NA,NA,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,11640,10240,Teddy Bridgewater,DEN,258.3,1,0.6,3.7,15.9,0.1,20.06,NA,NA,35,23.4,NA,NA,NA,QB,11,NA,BALSun 4:25 PM,—,NA,QB22,,NA,NA,97.1,NA,NA,NA,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12620,12159,Dak Prescott,DAL,279.8,2,0.8,3.7,16.2,0.2,27.05,NA,NA,37.3,25.2,NA,NA,NA,QB,7,NA,CARSun 1:00 PM,—,NA,QB5,,NA,NA,107.8,NA,NA,NA,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12476,11615,Taylor Heinicke,WAS,257.2,2,1,3.7,17.5,0.2,21.63,NA,NA,34.9,23.1,NA,NA,NA,QB,9,NA,@ATLSun 1:00 PM,—,NA,QB32,,NA,NA,97.3,NA,NA,NA,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,10697,8514,Ryan Tannehill,TEN,245.7,2,0.5,3.7,17.9,0.2,21.79,NA,NA,31.2,20.6,NA,NA,NA,QB,13,NA,@NYJSun 1:00 PM,—,NA,QB12,,NA,NA,110.3,NA,NA,NA,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,11760,10311,Jimmy Garoppolo,SF,250.9,2,0.8,2.6,8.2,0.1,20.12,NA,NA,31.1,21,NA,NA,NA,QB,6,NA,SEASun 4:05 PM,—,NA,QB31,,NA,NA,113.6,NA,NA,NA,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,12140,11183,Jameis Winston,NO,223.5,1,1,4.1,19.9,0.1,15.68,NA,NA,28.9,18.4,NA,NA,NA,QB,6,NA,NYGSun 1:00 PM,—,NA,QB24,,NA,NA,85.9,NA,NA,NA,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13589,2181054,Josh Allen,BUF,296,2.4,0.6,6.3,34.1,0.6,30.2,1,NA,37.2,25.7,0.3,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.6,NA,NA,NA,NA,296,5.4,30.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13116,2142052,Patrick Mahomes,KC,315,2.3,0.5,3.8,20.2,0.3,28.4,1,NA,37.2,26.5,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.7,NA,NA,NA,NA,315,5.3,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14779,2221960,Justin Herbert,LAC,332,2.3,0.8,4.6,17,0.3,27.6,1,NA,42.7,28.8,0.2,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8,NA,NA,NA,NA,332,3.7,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14783,2240246,Jalen Hurts,PHI,240,1.5,0.9,9.2,61.8,0.3,23.8,1,NA,35.3,21.1,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,NA,NA,NA,NA,240,6.7,23.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,5848,187741,Tom Brady,TB,324,2.1,1.1,1.6,2.4,0.2,23.4,1,NA,42.1,27.4,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,NA,NA,NA,NA,324,1.5,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14777,2179798,Joe Burrow,CIN,268,2.1,0.8,2.7,9.6,0.2,22,1,NA,34,23.8,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,268,3.6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13593,2181169,Lamar Jackson,BAL,182,1.5,1.1,10.6,73.4,0.3,22,1,NA,27.3,16.6,0.3,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,NA,NA,NA,NA,182,6.9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10703,1272242,Russell Wilson,SEA,235,1.9,0.7,4.4,21.9,0.1,21.4,1,NA,31.6,21.1,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,NA,NA,NA,NA,235,5,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,9431,1114942,Matthew Stafford,LAR,277,2,0.7,2.5,4.6,0,21.4,1,NA,36,25.2,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.9,NA,NA,NA,NA,277,1.8,21.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,7836,419780,Aaron Rodgers,GB,247,2.1,0.6,2.3,7.4,0.1,20.8,1,NA,32.4,21,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.7,NA,NA,NA,NA,247,3.2,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13590,2080032,Baker Mayfield,CLE,268,1.8,0.7,3.2,11.9,0.1,20.8,1,NA,31,21.4,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.6,NA,NA,NA,NA,268,3.7,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10697,1273654,Ryan Tannehill,TEN,235,1.8,0.6,3.4,19.4,0.3,20.6,1,NA,30.1,20.6,0.4,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.3,NA,NA,NA,NA,235,5.7,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14056,2180829,Kyler Murray,ARI,238,1.4,1.1,6.9,34,0.4,20.4,1,NA,33.9,23.3,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.9,NA,NA,NA,NA,238,4.9,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13592,2180320,Sam Darnold,CAR,264,1.4,0.9,3.7,10.8,0.5,20,1,NA,35.7,23.3,0.3,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.9,NA,NA,NA,NA,264,2.9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12620,1824864,Dak Prescott,DAL,267,1.8,1,3.7,12.2,0.1,19.8,1,NA,40,27,0.3,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.7,NA,NA,NA,NA,267,3.3,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12476,2174914,Taylor Heinicke,WAS,258,1.5,1.1,3,10.1,0.2,18.8,1,NA,35.7,24.9,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.5,NA,NA,NA,NA,258,3.4,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10700,1272574,Kirk Cousins,MIN,260,1.8,1,1.7,8,0,18.4,1,NA,32.4,21.2,0.2,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7,NA,NA,NA,NA,260,4.7,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11644,1664819,Derek Carr,LV,263,1.6,0.7,2.4,6.9,0.1,18.4,1,NA,33.9,22.7,0.2,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3,NA,NA,NA,NA,263,2.9,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12610,1907522,Carson Wentz,IND,253,1.3,1.1,4.1,20.8,0.2,18,1,NA,35.6,21,0.4,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,NA,NA,NA,NA,253,5.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,9099,420095,Matt Ryan,ATL,251,1.6,1,2,6.3,0.1,17.6,1,NA,39.1,25.3,0.3,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,NA,NA,NA,NA,251,3.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12140,1998197,Jameis Winston,NO,187,1.7,1,4.1,17.3,0.2,17.2,1,NA,28.3,18.9,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,NA,NA,NA,NA,187,4.2,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15237,2967185,Trevor Lawrence,JAC,239,1.5,1.2,2.6,15,0.1,17.2,1,NA,37.8,22.6,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3,NA,NA,NA,NA,239,5.8,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11760,1760229,Jimmy Garoppolo,SF,256,1.5,0.9,3.5,4.5,0.1,17,1,NA,32.4,22.3,0.4,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.2,NA,NA,NA,NA,256,1.3,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12611,2061053,Jared Goff,DET,266,1.3,0.9,2.4,8.1,0.1,16,1,NA,36.7,24,0.3,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,NA,NA,NA,NA,266,3.4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12616,1877247,Jacoby Brissett,MIA,238,1.3,1,3.1,8,0.2,15.8,1,NA,35.7,23.6,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.4,NA,NA,NA,NA,238,2.6,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11640,1825122,Teddy Bridgewater,DEN,221,1.3,0.7,3.8,15.5,0.1,15.8,1,NA,31.7,20.5,0.1,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5,NA,NA,NA,NA,221,4.1,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,7401,493043,Ben Roethlisberger,PIT,234,1.3,0.9,2,2.7,0,15,1,NA,39.9,24.8,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8,NA,NA,NA,NA,234,1.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15241,2741202,Mac Jones,NE,213,1.4,1,1.1,3.9,0,14.4,1,NA,33.6,22.7,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,NA,NA,NA,NA,213,3.6,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14059,2179245,Daniel Jones,NYG,196,1,1.1,6,31.9,0.2,14.2,1,NA,33.5,19.1,0.4,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.2,NA,NA,NA,NA,196,5.3,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,15239,2960892,Zach Wilson,NYJ,215,1.1,1.6,3.1,15.2,0.1,13,1,NA,31.7,19.3,0,NA,NA,QB,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6,NA,NA,NA,NA,215,4.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
