id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,V1,tier,season,week,CBS,FantasyPros,FantasySharks,FleaFlicker,NFL,NumberFire,Yahoo,FFToday
501,Buffalo,Bills,BUF,DST,NA,50,DST,average,7.653428571428572,1,0.3506190476190483,0.5091402650781114,7.131,8.24,NA,1,2021,1,8.7,5.3,7.800000000000001,6.4,5.87,6.300000000000001,6.8,NA
501,Buffalo,Bills,BUF,DST,NA,50,DST,average,7.653428571428572,1,0.3506190476190483,0.5091402650781114,7.131,8.24,NA,1,2021,2,NA,5.9,7.300000000000001,NA,6.89,5.68,6.4,NA
501,Buffalo,Bills,BUF,DST,NA,50,DST,average,7.653428571428572,1,0.3506190476190483,0.5091402650781114,7.131,8.24,NA,1,2021,3,8.8,6.8,8.1,6.6,6.72,6.34,7.1,NA
501,Buffalo,Bills,BUF,DST,NA,50,DST,average,7.653428571428572,1,0.3506190476190483,0.5091402650781114,7.131,8.24,NA,1,2021,4,8.1,7.3,8.1,7.3,7.25,7.08,8.3,NA
502,Indianapolis,Colts,IND,DST,NA,50,DST,average,6.779428571428572,4,0.019000000000001016,1.1542488796574493,5.821,8.548,NA,4,2021,1,6.5,6.5,8.2,5.4,6.609999999999999,5.3,5.5,NA
502,Indianapolis,Colts,IND,DST,NA,50,DST,average,6.779428571428572,4,0.019000000000001016,1.1542488796574493,5.821,8.548,NA,4,2021,2,NA,5.9,6.78,5.9,6.27,5.21,5.8,NA
502,Indianapolis,Colts,IND,DST,NA,50,DST,average,6.779428571428572,4,0.019000000000001016,1.1542488796574493,5.821,8.548,NA,4,2021,3,6.4,5.4,6.52,5.4,6.38,5.4,5.5,NA
502,Indianapolis,Colts,IND,DST,NA,50,DST,average,6.779428571428572,4,0.019000000000001016,1.1542488796574493,5.821,8.548,NA,4,2021,4,7.4,6,9.040000000000001,5.8,6.59,5.87,6.5,NA
503,Miami,Dolphins,MIA,DST,NA,50,DST,average,6.381714285714286,12,0.10790476190476195,0.17577041302573684,6.13,6.584,NA,6,2021,1,7,6,6.7,5.7,6.5,5.57,5.300000000000001,NA
503,Miami,Dolphins,MIA,DST,NA,50,DST,average,6.381714285714286,12,0.10790476190476195,0.17577041302573684,6.13,6.584,NA,6,2021,2,NA,5.7,4.42,5.7,5.85,6.04,5.9,NA
503,Miami,Dolphins,MIA,DST,NA,50,DST,average,6.381714285714286,12,0.10790476190476195,0.17577041302573684,6.13,6.584,NA,6,2021,3,7,5.7,6.74,5.7,5.83,5.6,5.300000000000001,NA
503,Miami,Dolphins,MIA,DST,NA,50,DST,average,6.381714285714286,12,0.10790476190476195,0.17577041302573684,6.13,6.584,NA,6,2021,4,6.5,6.4,6.300000000000001,6.2,6.36,6.62,6.1,NA
504,New England,Patriots,NEP,DST,NA,50,DST,average,5.2620000000000005,28,0.13333333333333464,0.8142627398596902,4.11,6.211,NA,15,2021,1,8.1,5.9,4.92,7.300000000000001,6.8999999999999995,6.88,6,NA
504,New England,Patriots,NEP,DST,NA,50,DST,average,5.2620000000000005,28,0.13333333333333464,0.8142627398596902,4.11,6.211,NA,15,2021,2,NA,6.2,6.9399999999999995,NA,6.75,6.32,7.4,NA
504,New England,Patriots,NEP,DST,NA,50,DST,average,5.2620000000000005,28,0.13333333333333464,0.8142627398596902,4.11,6.211,NA,15,2021,3,8.1,7.2,5.4799999999999995,7.300000000000001,6.51,6.87,6.6000000000000005,NA
504,New England,Patriots,NEP,DST,NA,50,DST,average,5.2620000000000005,28,0.13333333333333464,0.8142627398596902,4.11,6.211,NA,15,2021,4,6.4,5.3,3.7800000000000002,5.1,5.77,4.88,5.5,NA
505,New York,Jets,NYJ,DST,NA,50,DST,average,5.151,29,0.07826190476190487,0.63390062312637,4.2775,5.83,NA,16,2021,1,5.5,6.1000000000000005,6.82,NA,6.1,4.6899999999999995,5.6,NA
505,New York,Jets,NYJ,DST,NA,50,DST,average,5.151,29,0.07826190476190487,0.63390062312637,4.2775,5.83,NA,16,2021,2,NA,5.3,5.24,NA,6.37,4.15,6.7,NA
505,New York,Jets,NYJ,DST,NA,50,DST,average,5.151,29,0.07826190476190487,0.63390062312637,4.2775,5.83,NA,16,2021,3,6.1,5.4,4.88,NA,6.069999999999999,4.64,4.9,NA
505,New York,Jets,NYJ,DST,NA,50,DST,average,5.151,29,0.07826190476190487,0.63390062312637,4.2775,5.83,NA,16,2021,4,5.2,5.5,4.04,NA,5.94,4.99,5.2,NA
506,Cincinnati,Bengals,CIN,DST,NA,50,DST,average,6.744857142857143,6,0.10088095238095196,0.7499873014798001,5.672000000000001,7.59,NA,4,2021,1,4.1000000000000005,5.4,2.64,4.800000000000001,6.140000000000001,5.42,5.4,NA
506,Cincinnati,Bengals,CIN,DST,NA,50,DST,average,6.744857142857143,6,0.10088095238095196,0.7499873014798001,5.672000000000001,7.59,NA,4,2021,2,NA,5.8,3.74,5.8,5.92,5.68,6.1,NA
506,Cincinnati,Bengals,CIN,DST,NA,50,DST,average,6.744857142857143,6,0.10088095238095196,0.7499873014798001,5.672000000000001,7.59,NA,4,2021,3,4.7,4.800000000000001,4.34,4.800000000000001,5.07,5.42,6.1000000000000005,NA
506,Cincinnati,Bengals,CIN,DST,NA,50,DST,average,6.744857142857143,6,0.10088095238095196,0.7499873014798001,5.672000000000001,7.59,NA,4,2021,4,7.1,6.9,5.54,6.9,6.97,5.98,7.800000000000001,NA
507,Cleveland,Browns,CLE,DST,NA,50,DST,average,6.076857142857143,19,0.05452380952380942,0.9716627868908901,4.736000000000001,7.239999999999998,NA,10,2021,1,7.6,4.9,5.86,NA,5.52,5.85,4.5,NA
507,Cleveland,Browns,CLE,DST,NA,50,DST,average,6.076857142857143,19,0.05452380952380942,0.9716627868908901,4.736000000000001,7.239999999999998,NA,10,2021,2,NA,6.3,5.24,NA,6.9799999999999995,5.9399999999999995,8.1,NA
507,Cleveland,Browns,CLE,DST,NA,50,DST,average,6.076857142857143,19,0.05452380952380942,0.9716627868908901,4.736000000000001,7.239999999999998,NA,10,2021,3,7.5,6.9,4.94,NA,6.77,5.91,7.4,NA
507,Cleveland,Browns,CLE,DST,NA,50,DST,average,6.076857142857143,19,0.05452380952380942,0.9716627868908901,4.736000000000001,7.239999999999998,NA,10,2021,4,7.6,6.1000000000000005,4.34,5.9,6.25,5.66,6.4,NA
508,Tennessee,Titans,TEN,DST,NA,50,DST,average,7.339333333333333,2,0.31647619047619013,0.7252493823966117,6.26,7.875000000000001,NA,3,2021,1,5.5,5.6000000000000005,6.7,NA,6.2,6.8500000000000005,5.9,NA
508,Tennessee,Titans,TEN,DST,NA,50,DST,average,7.339333333333333,2,0.31647619047619013,0.7252493823966117,6.26,7.875000000000001,NA,3,2021,2,NA,5.7,5,NA,6.63,5.57,4.8,NA
508,Tennessee,Titans,TEN,DST,NA,50,DST,average,7.339333333333333,2,0.31647619047619013,0.7252493823966117,6.26,7.875000000000001,NA,3,2021,3,5.5,6.1000000000000005,4.6000000000000005,NA,6.54,7.33,6.8,NA
508,Tennessee,Titans,TEN,DST,NA,50,DST,average,7.339333333333333,2,0.31647619047619013,0.7252493823966117,6.26,7.875000000000001,NA,3,2021,4,7.800000000000001,7.5,6,NA,7.779999999999999,7.04,7.9,NA
509,Jacksonville,Jaguars,JAC,DST,NA,50,DST,average,5.6331428571428575,24,0.019428571428571573,0.5221977366768993,4.95,6.313000000000001,NA,13,2021,1,5,5.7,4.4,NA,6.42,5.35,6.5,NA
509,Jacksonville,Jaguars,JAC,DST,NA,50,DST,average,5.6331428571428575,24,0.019428571428571573,0.5221977366768993,4.95,6.313000000000001,NA,13,2021,2,NA,5,4.3,NA,6.01,5.1,5.7,NA
509,Jacksonville,Jaguars,JAC,DST,NA,50,DST,average,5.6331428571428575,24,0.019428571428571573,0.5221977366768993,4.95,6.313000000000001,NA,13,2021,3,5,5.2,4.8999999999999995,NA,5.72,5.35,5.4,NA
509,Jacksonville,Jaguars,JAC,DST,NA,50,DST,average,5.6331428571428575,24,0.019428571428571573,0.5221977366768993,4.95,6.313000000000001,NA,13,2021,4,6.4,5.6,5.3,5.6,6.109999999999999,5.51,4.8,NA
510,Pittsburgh,Steelers,PIT,DST,NA,50,DST,average,5.039142857142857,31,NA,0.6517120310601695,4.074000000000001,5.701,NA,17,2021,1,10.1,6.300000000000001,4.76,6.9,6.47,5.7,5.3,NA
