data_src,id,src_id,player,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_pts_allowed,site_pts,team,dst_fum_force,dst_yds_allowed,pos,bye,na,week_3_opp,week_3_fpts,na1,rank_draft,rank_ppr,na2,defense_solo,na3,na4,na5,availability_percent_own,dst_tackles,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_avg_yds_allowed,site_fppg,tm,opp,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_pos,...42,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
FantasySharks,0505,NA,"Jets, New York",2.2,0.5,0.6,0.06,0.06,25.5,7.7,NA,NA,353.3,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYJ,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0520,NA,"Football Team, Washington",1.9,0.5,0.4,0.1,0.01,27,7.6,NA,NA,397,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0521,NA,"Bears, Chicago",1.9,0.6,0.5,0.2,0.06,27.9,7.2,NA,NA,402.7,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,@CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0524,NA,"Vikings, Minnesota",1.9,1,0.2,0.1,0.03,32.3,6.1,NA,NA,433.7,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0514,NA,"Chargers, Los Angeles",1.3,0.6,0.3,0.09,0.08,28.3,5.7,NA,NA,388.9,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,@KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0509,NA,"Jaguars, Jacksonville",1.5,0.5,0.3,0.3,0,30.3,5.7,NA,NA,402.9,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAC,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0508,NA,"Titans, Tennessee",1.8,0.8,0.3,0.1,0,31.5,5.6,NA,NA,422.1,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0522,NA,"Lions, Detroit",1.6,0.2,0.5,0.07,0,39.6,3.3,NA,NA,480,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NumberFire,0511,denver-dst,Denver D/ST,2.78,0.9,0.38,0.23,NA,15.5,9.29,DEN,NA,328.45,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,15.74,NYJ,#30,1,9.29,5000,1.86,9.29,9.29,20,0.46,NA
NumberFire,0527,carolina-dst,Carolina D/ST,2.86,1.03,0.42,0.2,NA,18,8.84,CAR,NA,310.8,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48,15.2,HOU,#6,2,8.8,4500,1.96,8.8,8.8,12,0.73,NA
NumberFire,0504,new-england-dst,New England D/ST,2.34,1.14,0.56,0.19,NA,19.75,8.24,NE,NA,373.71,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,14.48,NO,#26,3,8.23,4700,1.75,8.23,8.23,12,0.69,NA
NumberFire,0508,tennessee-dst,Tennessee D/ST,2.87,1.07,0.38,0.18,NA,21.25,7.84,TEN,NA,310.56,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,14,IND,#25,4,7.83,4500,1.74,7.83,7.83,10,0.78,NA
NumberFire,0501,buffalo-dst,Buffalo D/ST,2.04,1.03,0.53,0.19,NA,19.25,7.84,BUF,NA,331.27,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,14,WSH,#15,4,7.8,4100,1.9,7.8,7.8,11,0.71,NA
NumberFire,0507,cleveland-dst,Cleveland D/ST,2.29,0.73,0.48,0.19,NA,18.75,7.53,CLE,NA,345.25,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,13.63,CHI,#29,6,7.55,4200,1.8,7.55,7.55,12,0.63,NA
NumberFire,NA,las-vegas-d-st,Las Vegas D/ST,2.51,0.8,0.37,0.19,NA,19.5,7.43,LV,NA,305.67,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,13.51,MIA,#31,7,7.4,4000,1.85,7.4,7.4,16,0.46,NA
NumberFire,0531,baltimore-dst,Baltimore D/ST,2.06,0.87,0.64,0.19,NA,21.5,7.08,BAL,NA,353.68,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,13.08,DET,#23,8,7.08,4400,1.61,7.08,7.08,15,0.47,NA
NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,2.36,0.69,0.41,0.19,NA,20.25,6.88,PIT,NA,331.25,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,12.84,CIN,#28,9,6.86,4800,1.43,6.86,6.86,19,0.36,NA
NumberFire,0516,dallas-dst,Dallas D/ST,2.24,0.9,0.72,0.17,NA,24,6.75,DAL,NA,368.27,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,12.69,PHI,#17,10,6.81,3900,1.75,6.81,6.81,14,0.49,NA
NumberFire,0526,atlanta-dst,Atlanta D/ST,2.53,0.87,0.77,0.14,NA,25.25,6.7,ATL,NA,334.46,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,12.63,NYG,#16,11,6.7,3500,1.91,6.7,6.7,11,0.61,NA
NumberFire,0519,arizona-dst,Arizona D/ST,2.38,0.81,0.42,0.18,NA,22,6.69,ARI,NA,334.18,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,12.62,JAC,#27,12,6.71,4600,1.46,6.71,6.71,20,0.34,NA
NumberFire,0517,new-york-giants-dst,New York Giants D/ST,2.26,0.68,0.51,0.17,NA,22.25,6.4,NYG,NA,352.52,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,12.27,ATL,#32,13,6.39,3900,1.64,6.39,6.39,17,0.38,NA
NumberFire,0512,kansas-city-dst,Kansas City D/ST,2.5,0.76,0.45,0.17,NA,24,6.2,KC,NA,371.23,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,12.03,LAC,#11,14,6.25,3700,1.69,6.25,6.25,14,0.45,NA
NumberFire,0520,washington-dst,Washington D/ST,2.17,0.86,0.72,0.14,NA,26.25,5.93,WSH,NA,382.87,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,11.7,BUF,#21,15,5.93,3700,1.6,5.93,5.93,20,0.3,NA
NumberFire,0506,cincinnati-dst,Cincinnati D/ST,1.68,0.82,0.57,0.16,NA,23.25,5.89,CIN,NA,328.05,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,11.66,PIT,#19,16,5.89,3400,1.73,5.89,5.89,11,0.54,NA
NumberFire,0503,miami-dst,Miami D/ST,1.97,0.6,0.72,0.16,NA,24,5.83,MIA,NA,384.31,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,11.58,LV,#8,17,5.86,3800,1.54,5.86,5.86,15,0.39,NA
NumberFire,0529,new-orleans-dst,New Orleans D/ST,1.9,0.62,0.45,0.17,NA,22.75,5.61,NO,NA,343.32,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,11.32,NE,#24,18,5.59,4300,1.3,5.59,5.59,13,0.43,NA
NumberFire,0532,houston-dst,Houston D/ST,2.47,0.73,0.44,0.13,NA,25.5,5.6,HOU,NA,344.8,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,11.31,CAR,#18,19,5.61,3400,1.65,5.61,5.61,16,0.35,NA
NumberFire,0515,seattle-dst,Seattle D/ST,2.43,0.67,0.57,0.15,NA,27,5.38,SEA,NA,394.6,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,11.04,MIN,#12,20,5.42,3600,1.51,5.42,5.42,15,0.36,NA
NumberFire,0523,green-bay-dst,Green Bay D/ST,2.09,0.83,0.52,0.13,NA,26.75,5.28,GB,NA,380.46,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36,10.92,SF,#7,21,5.27,4000,1.32,5.27,5.27,10,0.53,NA
NumberFire,0521,chicago-dst,Chicago D/ST,1.98,0.81,0.51,0.13,NA,26.25,5.2,CHI,NA,377.07,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,10.83,CLE,#4,22,5.18,4100,1.26,5.18,5.18,13,0.4,NA
NumberFire,0524,minnesota-dst,Minnesota D/ST,2.84,0.65,0.48,0.13,NA,28.5,5.14,MIN,NA,379.72,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48,10.76,SEA,#5,23,5.2,3500,1.49,5.2,5.2,14,0.37,NA
NumberFire,0502,indianapolis-dst,Indianapolis D/ST,2.04,0.73,0.48,0.14,NA,26.25,5.09,IND,NA,397.77,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,10.7,TEN,#22,24,5.06,3800,1.33,5.06,5.06,16,0.32,NA
NumberFire,0518,philadelphia-dst,Philadelphia D/ST,2.25,0.67,0.57,0.13,NA,27.5,5.03,PHI,NA,426.84,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,10.62,DAL,#9,25,4.98,3500,1.42,4.98,4.98,15,0.33,NA
NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,2.5,0.65,0.37,0.15,NA,27,5,TB,NA,380.98,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,10.59,LA,#1,26,5.05,3900,1.29,5.05,5.05,13,0.39,NA
NumberFire,0530,san-francisco-dst,San Francisco D/ST,1.94,0.36,0.34,0.16,NA,23.75,4.68,SF,NA,388.46,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84,10.2,GB,#20,27,4.67,4200,1.11,4.67,4.67,22,0.21,NA
NumberFire,0522,detroit-dst,Detroit D/ST,2.19,0.66,0.59,0.13,NA,29,4.56,DET,NA,355.6,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,10.06,BAL,#10,28,4.59,3000,1.53,4.59,4.59,12,0.38,NA
NumberFire,0505,new-york-jets-dst,New York Jets D/ST,1.41,0.72,0.5,0.14,NA,26,4.5,NYJ,NA,368.98,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,9.99,DEN,#3,29,4.45,3200,1.39,4.45,4.45,12,0.37,NA
NumberFire,0509,jacksonville-dst,Jacksonville D/ST,1.93,0.79,0.56,0.12,NA,29.5,4.38,JAC,NA,385.06,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,9.84,ARI,#13,30,4.36,3100,1.41,4.36,4.36,10,0.44,NA
NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,2.05,0.63,0.42,0.14,NA,28.5,4.2,LA,NA,372.74,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,9.63,TB,#14,31,4.25,4000,1.06,4.25,4.25,17,0.25,NA
NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,1.71,0.55,0.34,0.12,NA,30.5,3.01,LAC,NA,430.12,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,8.2,KC,#2,32,2.99,3300,0.91,2.99,2.99,11,0.27,NA
NFL,0511,100009,NA,2.94,1.17,0.59,0.16,0.05,18.25,7.7,Denver Broncos DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0519,100026,NA,2.64,1.04,0.63,0.18,0.03,19.32,7.3,Arizona Cardinals DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0510,100027,NA,2.76,0.97,0.59,0.15,0.06,16.19,7.14,Pittsburgh Steelers DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0527,100004,NA,2.85,0.82,0.68,0.16,0.06,23.25,7.05,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0525,100031,NA,2.61,0.99,0.65,0.16,0.03,23.27,7.03,Tampa Bay Buccaneers DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0507,100007,NA,2.55,1.06,0.58,0.14,0.05,18.65,7.01,Cleveland Browns DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0526,100001,NA,2.55,0.96,0.64,0.15,0.04,21.79,6.97,Atlanta Falcons DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0501,100003,NA,2.5,1,0.64,0.14,0.05,20.05,6.96,Buffalo Bills DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0508,100012,NA,2.56,0.95,0.66,0.14,0.05,21.95,6.9,Tennessee Titans DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0531,100002,NA,1.97,1.01,0.74,0.18,0.03,18.96,6.79,Baltimore Ravens DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0513,100018,NA,2.57,0.8,0.63,0.16,0.06,24.29,6.75,Las Vegas Raiders DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0524,100020,NA,2.48,0.89,0.63,0.14,0.05,22.83,6.64,Minnesota Vikings DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0504,100021,NA,2.39,1.02,0.62,0.13,0.03,22.47,6.63,New England Patriots DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0529,100022,NA,2.41,0.93,0.61,0.15,0.03,18.72,6.63,New Orleans Saints DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0502,100014,NA,2.26,0.95,0.62,0.15,0.04,21.73,6.62,Indianapolis Colts DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0512,100016,NA,2.49,0.83,0.59,0.15,0.03,20.78,6.59,Kansas City Chiefs DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
NFL,0515,100030,NA,2.48,0.88,0.62,0.14,0.04,22.37,6.58,Seattle Seahawks DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0521,100005,NA,2.27,0.84,0.69,0.14,0.02,23.28,6.57,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
NFL,0523,100011,NA,2.13,1,0.64,0.16,0.03,21.57,6.55,Green Bay Packers DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0532,100013,NA,2.67,0.74,0.57,0.15,0.05,22.57,6.53,Houston Texans DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0522,100010,NA,2.4,0.84,0.68,0.13,0.03,24.84,6.4,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0518,100025,NA,2.21,0.85,0.58,0.17,0.03,25.04,6.39,Philadelphia Eagles DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0516,100008,NA,2.32,0.79,0.6,0.15,0.03,22.69,6.36,Dallas Cowboys DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
NFL,0528,100017,NA,1.97,0.97,0.64,0.15,0.03,21.15,6.33,Los Angeles Rams DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0520,100032,NA,2.18,0.91,0.62,0.14,0.03,24.56,6.26,Washington Football Team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0517,100023,NA,2.36,0.81,0.58,0.15,0.04,22.43,6.24,New York Giants DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0505,100024,NA,2.13,0.76,0.73,0.15,0.03,25.22,6.19,New York Jets DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0503,100019,NA,2.03,0.93,0.5,0.15,0.02,23.28,6.07,Miami Dolphins DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0530,100029,NA,2.19,0.77,0.59,0.15,0.04,21.47,6.01,San Francisco 49ers DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0509,100015,NA,2.04,0.75,0.61,0.15,0.03,25.41,5.9,Jacksonville Jaguars DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0514,100028,NA,1.82,0.74,0.57,0.15,0.02,24.74,5.5,Los Angeles Chargers DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0506,100006,NA,1.45,0.79,0.61,0.13,0.02,27.45,5.25,Cincinnati Bengals DEF  View News,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
