data_src,id,src_id,player,team,rec,rec_yds,rec_tds,rush_att,rush_yds,rush_tds,site_pts,rec_tgt,games,two_pts,fumbles_lost,pos,bye,na,week_6_opp,week_6_fpts,na1,rank_draft,rank_ppr,na2,na3,na4,misc_td,misc_yd,na5,na6,availability_percent_own,rec_yds_g,rec_avg,rush_avg,site_fppg,tm,...37,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,kick_ret_yds,...46,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_ovr,ranks_pos,...53,draftkings_site_points,yahoo_site_points,return_tds
NumberFire,9918,emmanuel-sanders,Emmanuel Sanders,BUF,4.11,54.93,0.36,0,0,0,7.6,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,13.39,TEN,#25,92,32,9.67,11.75,9.67,NA
NumberFire,12176,devante-parker,DeVante Parker,MIA,4.41,56.32,0.32,0,0,0,7.52,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,13.28,JAC,#32,94,33,9.74,11.96,9.74,NA
NumberFire,12187,tyler-lockett,Tyler Lockett,SEA,4.88,56.22,0.31,0,0,0,7.45,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,13.18,PIT,#11,95,34,9.88,12.35,9.88,NA
NumberFire,11938,adam-thielen,Adam Thielen,MIN,4.36,51.59,0.38,0,0,0,7.42,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,13.14,CAR,#4,96,35,9.6,11.8,9.6,NA
NumberFire,11679,odell-beckham,Odell Beckham,CLE,3.42,45.14,0.35,0.94,4.99,0.06,7.39,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,13.1,ARI,#2,97,36,9.14,10.88,9.14,NA
NumberFire,10973,cole-beasley,Cole Beasley,BUF,4.5,51.04,0.37,0,0,0,7.33,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,13.02,TEN,#25,98,37,9.57,11.83,9.57,NA
NumberFire,14838,laviska-shenault,Laviska Shenault,JAC,3.95,50.62,0.22,0.79,4.7,0.04,7.14,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52,12.76,MIA,#30,100,38,9.07,11.05,9.07,NA
NumberFire,15283,rondale-moore,Rondale Moore,ARI,3.62,45.75,0.21,1.53,8.62,0.06,7.04,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,12.63,CLE,#16,102,39,8.81,10.66,8.81,NA
NumberFire,14974,darnell-mooney,Darnell Mooney,CHI,4.35,53.21,0.26,0,0,0,6.85,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,12.37,GB,#22,104,40,9.04,11.23,9.04,NA
NumberFire,12930,robby-anderson,Robby Anderson,CAR,3.97,47.19,0.29,0.54,3.02,0.02,6.83,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,12.34,MIN,#5,105,41,8.83,10.84,8.83,NA
NumberFire,14123,hunter-renfrow,Hunter Renfrow,LV,4.16,52.61,0.25,0,0,0,6.68,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,12.14,DEN,#6,107,42,8.76,10.89,8.76,NA
NumberFire,13377,tim-patrick,Tim Patrick,DEN,4.17,51.11,0.26,0,0,0,6.64,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,12.09,LV,#20,109,43,8.72,10.83,8.72,NA
NumberFire,12650,tyler-boyd,Tyler Boyd,CIN,4.36,48.4,0.29,0,0,0,6.54,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,11.95,DET,#27,111,44,8.72,10.93,8.72,NA
NumberFire,14113,mecole-hardman,Mecole Hardman,KC,3.12,40.92,0.28,0.82,4.45,0.03,6.34,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.68,WSH,#28,112,45,7.88,9.49,7.88,NA
NumberFire,12181,nelson-agholor,Nelson Agholor,NE,2.95,40.35,0.24,0.52,3.39,0.03,5.96,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,11.17,DAL,#3,119,46,7.43,8.93,7.43,NA
NumberFire,15287,amon-ra-st-brown,Amon-Ra St. Brown,DET,3.69,44.15,0.26,0,0,0,5.94,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,11.14,CIN,#13,120,47,7.8,9.67,7.8,NA
NumberFire,10261,a-j-green,A.J. Green,ARI,3.2,42.02,0.28,0,0,0,5.86,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,11.03,CLE,#16,121,48,7.44,9.07,7.44,NA
NumberFire,14858,van-jefferson,Van Jefferson,LA,3.06,40.28,0.28,0,0,0,5.67,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,10.78,NYG,#29,125,49,7.24,8.78,7.24,NA
NumberFire,13633,christian-kirk,Christian Kirk,ARI,3.53,42.76,0.22,0,0,0,5.6,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,10.68,CLE,#16,127,50,7.36,9.14,7.36,NA
NumberFire,12656,rashard-higgins,Rashard Higgins,CLE,2.84,40.51,0.25,0,0,0,5.49,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.53,ARI,#2,128,51,6.89,8.36,6.89,NA
NumberFire,15293,rashod-bateman,Rashod Bateman,BAL,3.05,39.18,0.26,0,0,0,5.48,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,10.52,LAC,#10,129,52,7,8.54,7,NA
NumberFire,13066,kalif-raymond,Kalif Raymond,DET,3.13,42.45,0.23,0,0,0,5.47,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.51,CIN,#13,131,53,7.05,8.7,7.05,NA
NumberFire,14834,henry-ruggs,Henry Ruggs,LV,2.81,43.87,0.18,0,0,0,5.43,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,10.45,DEN,#6,133,54,6.85,8.28,6.85,NA
NumberFire,13488,zach-pascal,Zach Pascal,IND,2.91,38.03,0.25,0,0,0,5.34,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,10.33,HOU,#24,136,55,6.76,8.22,6.76,NA
NumberFire,10308,randall-cobb,Randall Cobb,GB,2.84,39.38,0.22,0,0,0,5.22,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,10.17,CHI,#7,140,56,6.62,8.08,6.62,NA
NumberFire,14839,jalen-reagor,Jalen Reagor,PHI,3.13,39.31,0.21,0,0,0,5.18,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.11,TB,#12,141,57,6.74,8.32,6.74,NA
NumberFire,13168,josh-reynolds,Josh Reynolds,TEN,2.97,35.04,0.25,0,0,0,4.96,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,9.82,BUF,#1,145,58,6.47,7.97,6.47,NA
NumberFire,13963,khadarel-hodge,Khadarel Hodge,DET,2.88,37.25,0.21,0,0,0,4.94,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,9.79,CIN,#13,147,59,6.41,7.87,6.41,NA
NumberFire,12505,adam-humphries,Adam Humphries,WSH,3.33,36.49,0.21,0,0,0,4.89,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,9.72,KC,#31,148,60,6.53,8.23,6.53,NA
NumberFire,13632,allen-lazard,Allen Lazard,GB,2.63,35.14,0.21,0,0,0,4.74,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04,9.52,CHI,#7,152,61,6.09,7.41,6.09,NA
NumberFire,9075,desean-jackson,DeSean Jackson,LA,1.98,32.18,0.22,0,0,0,4.55,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,9.26,NYG,#29,154,62,5.51,6.51,5.51,NA
NumberFire,13277,kenny-golladay,Kenny Golladay,NYG,2.46,36.19,0.15,0,0,0,4.5,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.19,LA,#14,156,63,5.75,6.99,5.75,NA
NumberFire,15289,kadarius-toney,Kadarius Toney,NYG,2.69,30.34,0.13,0.87,4.25,0.04,4.47,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,9.15,LA,#14,157,64,5.82,7.18,5.82,NA
NumberFire,14844,bryan-edwards,Bryan Edwards,LV,2.4,34.92,0.15,0,0,0,4.39,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,9.05,DEN,#6,158,65,5.59,6.8,5.59,NA
NumberFire,11670,sammy-watkins,Sammy Watkins,BAL,2.29,28.4,0.24,0,0,0,4.22,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,8.82,LAC,#10,162,66,5.39,6.56,5.39,NA
NumberFire,12257,chris-conley,Chris Conley,HOU,2.44,33.96,0.14,0,0,0,4.17,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41,8.75,IND,#21,163,67,5.42,6.67,5.42,NA
NumberFire,14977,k-j-osborn,K.J. Osborn,MIN,2.53,31.19,0.17,0,0,0,4.11,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,8.67,CAR,#4,165,68,5.38,6.67,5.38,NA
NumberFire,13418,kendrick-bourne,Kendrick Bourne,NE,2.23,28.25,0.17,0,0,0,3.81,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,8.26,DAL,#3,169,69,4.94,6.07,4.94,NA
NumberFire,NA,terrace-marshall-jr,Terrace Marshall Jr.,CAR,2.26,26.91,0.18,0,0,0,3.74,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.17,MIN,#5,170,70,4.86,6.01,4.86,NA
NumberFire,10271,julio-jones,Julio Jones,TEN,2.17,28.09,0.13,0,0,0,3.61,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,7.99,BUF,#1,172,71,4.65,5.75,4.65,NA
NumberFire,14992,quez-watkins,Quez Watkins,PHI,1.9,27.19,0.13,0,0,0,3.49,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,7.83,TB,#12,177,72,4.43,5.39,4.43,NA
NumberFire,12658,sterling-shepard,Sterling Shepard,NYG,2.81,26.66,0.14,0,0,0,3.48,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.85,7.81,LA,#14,178,73,4.91,6.33,4.91,NA
NumberFire,14337,jalen-guyton,Jalen Guyton,LAC,1.75,22.57,0.14,0.49,2.85,0.02,3.47,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86,7.8,BAL,#19,179,74,4.34,5.23,4.34,NA
NumberFire,14857,donovan-peoples-jones,Donovan Peoples-Jones,CLE,1.84,25.29,0.16,0,0,0,3.46,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,7.79,ARI,#2,180,75,4.37,5.31,4.37,NA
NumberFire,14101,n-keal-harry,N'Keal Harry,NE,2.11,23.54,0.19,0,0,0,3.44,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,DAL,#3,181,76,4.51,5.58,4.51,NA
NumberFire,13308,jamal-agnew,Jamal Agnew,JAC,1.63,21.08,0.11,0.79,4.73,0.05,3.4,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,7.71,MIA,#30,183,77,4.24,5.11,4.24,NA
NumberFire,14126,preston-williams,Preston Williams,MIA,1.64,20.85,0.13,0.54,3.17,0.03,3.32,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96,7.6,JAC,#32,186,78,4.14,4.98,4.14,NA
NumberFire,NA,trinity-benson,Trinity Benson,DET,2,24.61,0.15,0,0,0,3.32,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96,7.6,CIN,#13,186,78,4.34,5.35,4.34,NA
NumberFire,14845,gabriel-davis,Gabriel Davis,BUF,1.52,21.42,0.17,0,0,0,3.12,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.33,TEN,#25,191,80,3.9,4.67,3.9,NA
NumberFire,12394,deandre-carter,DeAndre Carter,WSH,1.53,20.07,0.11,0.52,2.95,0.03,2.98,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18,7.14,KC,#31,195,81,3.75,4.59,3.75,NA
NumberFire,11239,marquise-goodwin-1,Marquise Goodwin,CHI,1.35,22.77,0.11,0,0,0,2.95,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2,7.1,GB,#22,196,82,3.59,4.28,3.59,NA
NumberFire,13157,curtis-samuel,Curtis Samuel,WSH,1.57,17.65,0.11,0.52,3,0.03,2.9,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,KC,#31,197,83,3.67,4.47,3.67,NA
NumberFire,13172,noah-brown,Noah Brown,DAL,1.57,20.41,0.12,0,0,0,2.73,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34,6.8,NE,#18,200,84,3.49,4.3,3.49,NA
NumberFire,13631,james-washington,James Washington,PIT,1.46,19.88,0.12,0,0,0,2.69,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.75,SEA,#23,201,85,3.42,4.16,3.42,NA
NumberFire,14122,darius-slayton,Darius Slayton,NYG,1.63,20.82,0.09,0,0,0,2.65,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.39,6.69,LA,#14,204,86,3.42,4.24,3.42,NA
NumberFire,13652,cedrick-wilson,Cedrick Wilson,DAL,1.47,18.73,0.13,0,0,0,2.64,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,6.68,NE,#18,205,87,3.37,4.11,3.37,NA
NumberFire,13155,john-ross,John Ross,NYG,1.62,19.21,0.12,0,0,0,2.6,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,6.63,LA,#14,206,88,3.41,4.24,3.41,NA
NumberFire,14865,freddie-swain,Freddie Swain,SEA,1.62,19.91,0.11,0,0,0,2.6,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,6.63,PIT,#11,206,88,3.44,4.26,3.44,NA
NumberFire,NA,kendall-hinton,Kendall Hinton,DEN,1.16,13.05,0.07,0.93,4.91,0.05,2.52,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.48,6.52,LV,#20,208,90,3.08,3.67,3.08,NA
NumberFire,13387,marcus-johnson,Marcus Johnson,TEN,1.42,18.53,0.11,0,0,0,2.46,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.52,6.44,BUF,#1,209,91,3.18,3.91,3.18,NA
NumberFire,14112,parris-campbell,Parris Campbell,IND,1.48,17.18,0.11,0,0,0,2.36,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.58,6.3,HOU,#24,214,92,3.08,3.84,3.08,NA
NumberFire,13878,c-j-board,C.J. Board,NYG,1.67,18.4,0.09,0,0,0,2.34,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,6.27,LA,#14,215,93,3.16,4.02,3.16,NA
NumberFire,9308,danny-amendola,Danny Amendola,HOU,1.67,19.26,0.07,0,0,0,2.31,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,IND,#21,218,94,3.16,4.01,3.16,NA
NumberFire,13158,dede-westbrook,Dede Westbrook,MIN,1.58,15.84,0.12,0,0,0,2.26,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.17,CAR,#4,220,95,3.03,3.85,3.03,NA
NumberFire,NA,anthony-schwartz,Anthony Schwartz,CLE,1.24,15.99,0.11,0,0,0,2.25,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.15,ARI,#2,221,96,2.86,3.49,2.86,NA
NumberFire,10960,josh-gordon,Josh Gordon,KC,1.04,15.47,0.11,0,0,0,2.22,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.11,WSH,#28,222,97,2.73,3.25,2.73,NA
NumberFire,11213,tavon-austin-1,Tavon Austin,JAC,1.45,16.7,0.09,0,0,0,2.15,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.72,6.02,MIA,#30,224,98,2.86,3.62,2.86,NA
NumberFire,14853,collin-johnson,Collin Johnson,NYG,1.4,16.1,0.08,0,0,0,2.04,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.87,LA,#14,227,99,2.75,3.47,2.75,NA
NumberFire,13289,mack-hollins,Mack Hollins,MIA,1.26,14.98,0.09,0,0,0,2.03,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.79,5.85,JAC,#32,228,100,2.65,3.29,2.65,NA
NumberFire,11951,willie-snead,Willie Snead,LV,1.23,15.43,0.08,0,0,0,2.02,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,5.84,DEN,#6,229,101,2.62,3.24,2.62,NA
NumberFire,13348,david-moore,David Moore,DEN,1.2,15.14,0.08,0,0,0,1.94,NA,NA,NA,NA,WR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.73,LV,#20,232,102,2.53,3.16,2.53,NA
