data_src,id,src_id,player,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_pts_allowed,site_pts,team,dst_fum_force,dst_yds_allowed,pos,bye,na,week_6_opp,week_6_fpts,na1,rank_draft,rank_ppr,na2,defense_solo,na3,na4,na5,availability_percent_own,dst_tackles,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_avg_yds_allowed,site_fppg,tm,opp,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_pos,...42,draftkings_site_points,yahoo_site_points,return_tds
CBS,0520,1929,NA,1.5,0.8,0.8,0.2,0,31.3,5.9,WAS,1.1,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5,31.3,0,116,411,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,0518,1921,NA,2.5,0.7,0.6,0.1,0,27.6,5.7,PHI,0.8,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.7,27.6,0,91,380,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,0532,1932,NA,1.6,0.7,0.6,0.1,0.1,28.1,5,HOU,0.8,402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.4,28.1,0,141,402,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,0508,1928,NA,1.1,0.6,0.6,0.1,0,30.8,4.1,TEN,0.8,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,30.8,0,124,417,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0501,NA,"Bills, Buffalo",2.6,1.5,0.9,0.3,0,15.2,15.9,NA,NA,290.2,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,@TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0502,NA,"Colts, Indianapolis",2.8,0.7,1.4,0.3,0.07,19.5,14.9,NA,NA,293.7,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0503,NA,"Dolphins, Miami",2.9,1,0.9,0.2,0,18.3,14.6,NA,NA,274.9,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,@JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0528,NA,"Rams, Los Angeles",3.3,1.1,0.4,0.2,0.06,18.9,14.2,NA,NA,288.6,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAR,@NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0516,NA,"Cowboys, Dallas",2,1.7,0.7,0.4,0,21.7,13.1,NA,NA,347.4,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAL,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0524,NA,"Vikings, Minnesota",2.8,1,0.3,0.1,0.03,19.4,12.8,NA,NA,295.2,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0523,NA,"Packers, Green Bay",2.8,1.3,0.4,0.03,0,18.2,12.8,NA,NA,256.3,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,@CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0521,NA,"Bears, Chicago",3.1,0.7,0.6,0.2,0.05,19.8,11.8,NA,NA,317.2,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0506,NA,"Bengals, Cincinnati",2.1,0.9,0.5,0.06,0,17.6,11.6,NA,NA,291,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0512,NA,"Chiefs, Kansas City",2.2,0.9,0.3,0.2,0.06,21.3,11.3,NA,NA,298.1,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0525,NA,"Buccaneers, Tampa Bay",2.3,1.1,0.6,0.2,0,22.9,11.1,NA,NA,343.9,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,@PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0515,NA,"Seahawks, Seattle",3.2,0.6,0.6,0,0.1,19.4,10.5,NA,NA,329.2,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0509,NA,"Jaguars, Jacksonville",1.8,0.5,0.2,0.2,0,22.9,10.3,NA,NA,296.7,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAC,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0519,NA,"Cardinals, Arizona",2.6,1,0.8,0.1,0.06,21.1,10,NA,NA,364.6,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,@CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0510,NA,"Steelers, Pittsburgh",2.5,0.6,0.6,0.2,0,21.9,9.8,NA,NA,336.9,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0527,NA,"Panthers, Carolina",2.6,0.6,0.4,0.1,0.1,22.1,9.5,NA,NA,316.9,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0507,NA,"Browns, Cleveland",2.7,0.7,0.4,0.08,0.01,21.7,9.3,NA,NA,310,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0520,NA,"Football Team, Washington",2.3,0.6,0.5,0.3,0.01,26.2,9,NA,NA,378.9,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0511,NA,"Broncos, Denver",2.4,0.7,0.4,0.05,0,24,8,NA,NA,358.1,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0522,NA,"Lions, Detroit",2.3,0.5,0.6,0.07,0,26.6,7.8,NA,NA,359.6,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0531,NA,"Ravens, Baltimore",1.9,0.6,0.3,0.04,0.09,23.1,6.8,NA,NA,377.2,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0504,NA,"Patriots, New England",1.8,0.8,0.05,0.04,0,23.1,6.8,NA,NA,385,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0517,NA,"Giants, New York",2.1,0.6,0.6,0.01,0,26.2,6.5,NA,NA,408.2,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0513,NA,"Raiders, Las Vegas",1.9,0.3,0.4,0,0.1,26.4,6.4,NA,NA,355.4,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0518,NA,"Eagles, Philadelphia",1.8,0.6,0.3,0.1,0.01,33.9,5.3,NA,NA,456.8,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0532,NA,"Texans, Houston",1.8,0.7,0.4,0.02,0,28.3,5.1,NA,NA,406.2,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@IND,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0514,NA,"Chargers, Los Angeles",1.5,0.7,0.4,0.04,0.05,28.6,5,NA,NA,410.5,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,0508,NA,"Titans, Tennessee",1.3,0.5,0.2,0.1,0,36,3.4,NA,NA,519.8,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA
NumberFire,0502,indianapolis-dst,Indianapolis D/ST,2.39,1.17,0.39,0.21,NA,17,8.91,IND,NA,324.55,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,15.28,HOU,#25,1,8.9,8.9,8.9,NA
NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,2.47,0.92,0.67,0.2,NA,18.5,8.58,LA,NA,318.57,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,14.89,NYG,#12,2,8.56,8.56,8.56,NA
NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,2.37,1.21,0.51,0.2,NA,19,8.53,PIT,NA,316.22,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,14.83,SEA,#7,3,8.5,8.5,8.5,NA
NumberFire,0523,green-bay-dst,Green Bay D/ST,2.89,0.63,0.51,0.19,NA,20.25,7.52,GB,NA,324.67,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,13.61,CHI,#31,4,7.49,7.49,7.49,NA
NumberFire,0525,tampa-bay-dst,Tampa Bay D/ST,2.72,0.71,0.7,0.18,NA,22.25,7.32,TB,NA,346.39,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,13.37,PHI,#26,5,7.35,7.35,7.35,NA
NumberFire,0511,denver-dst,Denver D/ST,2.1,0.67,0.62,0.18,NA,20.5,6.94,DEN,NA,367.31,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,12.92,LV,#24,6,6.91,6.91,6.91,NA
NumberFire,0512,kansas-city-dst,Kansas City D/ST,2.08,1.22,0.58,0.16,NA,24.5,6.83,KC,NA,354.08,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,12.78,WSH,#10,7,6.83,6.83,6.83,NA
NumberFire,0524,minnesota-dst,Minnesota D/ST,2.81,0.93,0.46,0.15,NA,24,6.82,MIN,NA,346.46,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,12.77,CAR,#14,8,6.84,6.84,6.84,NA
NumberFire,0527,carolina-dst,Carolina D/ST,2.67,0.65,0.55,0.17,NA,22.5,6.75,CAR,NA,362.52,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81,12.69,MIN,#17,9,6.74,6.74,6.74,NA
NumberFire,0503,miami-dst,Miami D/ST,1.87,0.75,0.56,0.18,NA,21,6.6,MIA,NA,362.19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,12.51,JAC,#19,10,6.61,6.61,6.61,NA
NumberFire,0506,cincinnati-dst,Cincinnati D/ST,2,0.79,0.55,0.16,NA,22.25,6.44,CIN,NA,353.94,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,12.32,DET,#28,11,6.43,6.43,6.43,NA
NumberFire,0507,cleveland-dst,Cleveland D/ST,2.17,0.77,0.53,0.16,NA,23.25,6.25,CLE,NA,370.88,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,12.09,ARI,#6,12,6.22,6.22,6.22,NA
NumberFire,0516,dallas-dst,Dallas D/ST,2.11,0.7,0.45,0.16,NA,22.75,6.03,DAL,NA,346.03,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,11.82,NE,#30,13,5.98,5.98,5.98,NA
NumberFire,0501,buffalo-dst,Buffalo D/ST,2.44,0.73,0.48,0.16,NA,24.5,6.01,BUF,NA,370.87,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,11.8,TEN,#20,14,6.01,6.01,6.01,NA
NumberFire,0531,baltimore-dst,Baltimore D/ST,2.34,0.72,0.51,0.16,NA,24.25,6,BAL,NA,366.4,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,11.79,LAC,#5,15,6.01,6.01,6.01,NA
NumberFire,0532,houston-dst,Houston D/ST,2.98,0.67,0.57,0.13,NA,26.5,5.97,HOU,NA,339.55,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,11.75,IND,#21,16,5.94,5.94,5.94,NA
NumberFire,NA,las-vegas-d-st,Las Vegas D/ST,2.31,0.68,0.52,0.15,NA,24,5.94,LV,NA,349.43,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,11.72,DEN,#23,17,5.96,5.96,5.96,NA
NumberFire,0515,seattle-dst,Seattle D/ST,1.83,0.78,0.6,0.16,NA,23.5,5.94,SEA,NA,337.77,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,11.72,PIT,#11,17,5.96,5.96,5.96,NA
NumberFire,0522,detroit-dst,Detroit D/ST,2.57,0.65,0.43,0.15,NA,25.25,5.62,DET,NA,357.41,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,11.33,CIN,#22,19,5.62,5.62,5.62,NA
NumberFire,0509,jacksonville-dst,Jacksonville D/ST,1.86,0.89,0.44,0.15,NA,24.5,5.6,JAC,NA,344,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,11.31,MIA,#27,20,5.59,5.59,5.59,NA
NumberFire,0519,arizona-dst,Arizona D/ST,2.33,0.77,0.46,0.14,NA,26.25,5.4,ARI,NA,364,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,11.07,CLE,#9,21,5.39,5.39,5.39,NA
NumberFire,0508,tennessee-dst,Tennessee D/ST,2.33,0.8,0.61,0.12,NA,29,5.05,TEN,NA,389.86,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,10.65,BUF,#15,22,5.07,5.07,5.07,NA
NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,2.34,0.62,0.52,0.14,NA,27.25,4.99,LAC,NA,355.3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,10.58,BAL,#13,23,5.01,5.01,5.01,NA
NumberFire,0504,new-england-dst,New England D/ST,2.14,0.62,0.52,0.14,NA,26.75,4.92,NE,NA,401.3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65,10.49,DAL,#2,24,4.9,4.9,4.9,NA
NumberFire,0521,chicago-dst,Chicago D/ST,2,0.31,0.38,0.16,NA,24.75,4.4,CHI,NA,379.88,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07,9.87,GB,#8,25,4.39,4.39,4.39,NA
NumberFire,0518,philadelphia-dst,Philadelphia D/ST,2.18,0.62,0.38,0.13,NA,29.25,4.01,PHI,NA,373.69,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.38,9.4,TB,#4,26,3.97,3.97,3.97,NA
NumberFire,0517,new-york-giants-dst,New York Giants D/ST,2.02,0.62,0.34,0.12,NA,29,3.79,NYG,NA,381.56,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,9.14,LA,#3,27,3.8,3.8,3.8,NA
NumberFire,0520,washington-dst,Washington D/ST,2.04,0.65,0.42,0.12,NA,31,3.57,WSH,NA,384.47,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.73,8.87,KC,#1,28,3.59,3.59,3.59,NA
NFL,0523,100011,NA,3.2,1.36,0.57,0.15,0.07,19.91,8.22,Green Bay Packers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0501,100003,NA,2.53,1.21,0.71,0.15,0.05,20.56,7.73,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
NFL,0502,100014,NA,2.79,1.11,0.66,0.16,0.06,18.67,7.71,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
NFL,0525,100031,NA,2.67,0.98,0.65,0.17,0.04,19.76,7.15,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0528,100017,NA,2.4,1.1,0.66,0.15,0.03,20.42,7,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0510,100027,NA,2.76,0.79,0.63,0.14,0.06,19.6,6.8,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0524,100020,NA,2.81,0.84,0.55,0.15,0.04,24.14,6.69,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0514,100028,NA,2.39,1.04,0.56,0.14,0.03,24.88,6.61,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0531,100002,NA,2.39,0.8,0.72,0.14,0.04,19.86,6.59,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0519,100026,NA,2.37,0.86,0.64,0.17,0.03,22.79,6.57,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0532,100013,NA,2.45,0.84,0.65,0.15,0.03,27.49,6.57,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0516,100008,NA,2.22,0.98,0.59,0.16,0.03,22.92,6.5,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0509,100015,NA,2.45,0.75,0.61,0.16,0.05,25.21,6.47,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0503,100019,NA,2.29,1.12,0.42,0.14,0.02,21.19,6.43,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0513,100018,NA,2.22,0.86,0.7,0.15,0.03,23.75,6.42,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0512,100016,NA,2.51,0.87,0.53,0.14,0.03,24.51,6.39,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0527,100004,NA,2.31,0.8,0.63,0.16,0.04,21.56,6.39,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0511,100009,NA,2,0.91,0.64,0.16,0.03,21.82,6.36,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0506,100006,NA,1.92,0.94,0.67,0.15,0.03,23.2,6.34,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0504,100021,NA,2.32,0.9,0.56,0.15,0.03,21.34,6.32,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0507,100007,NA,2.22,0.87,0.63,0.14,0.03,21.71,6.3,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0521,100005,NA,2.11,0.72,0.64,0.14,0.03,20.26,6.15,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
NFL,0522,100010,NA,2.33,0.78,0.55,0.15,0.05,21.71,6.11,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0508,100012,NA,1.99,0.87,0.64,0.14,0.03,25.52,6.09,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0520,100032,NA,1.94,0.8,0.6,0.14,0.03,21.05,5.82,Washington Football Team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0515,100030,NA,1.72,0.93,0.57,0.14,0.02,23.6,5.78,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0517,100023,NA,1.92,0.75,0.59,0.14,0.04,22.1,5.7,New York Giants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0518,100025,NA,1.8,0.71,0.59,0.14,0.03,24.89,5.36,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
