data_src,id,src_id,player,team,xp,site_pts,games,fg_2029,fg_3039,fg_4049,fg_50,fg_0019,fg,fg_att,pos,bye,na,week_16_opp,week_16_fpts,na1,rank_draft,rank_ppr,na2,kicking,xp_att,kicking1,na3,na4,availability_percent_own,fg_long,fg_att_2029,fg_att_3039,fg_att_4049,fg_att_50,site_fppg,tm,opp,fg_miss,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_pos,...45,draftkings_site_points,yahoo_site_points
FleaFlicker,13403,13324,NA,NA,2.5,9.54,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,DETW 20-16,9.54,NA,K12,,NA,2/1,2.5,2/2,NA,NA,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FleaFlicker,13832,13977,NA,NA,1.9,9.86,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,@NOW 20-3,9.86,NA,K9,,NA,2/1,1.9,1/1,NA,NA,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,9686,1674148,Ryan Succop,TB,2,14,1,1,1,2,NA,NA,4,4,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,48,1,1,2,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,NA,3161109,Dominik Eberle,HOU,5,13,1,1,NA,NA,1,NA,2,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,51,1,NA,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14244,2870511,Matt Gay,LAR,3,12,1,1,2,NA,NA,NA,3,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,32,1,2,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14335,2079797,Elliott Fry,KC,3,12,1,NA,2,1,NA,NA,3,4,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,44,NA,3,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11387,1664151,Dustin Hopkins,LAC,NA,11,1,NA,1,1,1,NA,3,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,1,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13898,2926810,Greg Joseph,MIN,2,11,1,2,NA,1,NA,NA,3,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,44,2,NA,1,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,NA,2962681,Evan McPherson,CIN,5,11,1,NA,2,NA,NA,NA,2,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,36,NA,2,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13303,2080295,Jake Elliott,PHI,4,10,1,1,1,NA,NA,NA,2,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,37,1,1,1,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13403,2820093,Younghoe Koo,ATL,2,10,1,NA,NA,1,1,NA,2,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,53,NA,NA,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,NA,2865368,Riley Patterson,DET,1,10,1,2,1,NA,NA,NA,3,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,37,2,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11947,2058320,Brandon McManus,DEN,1,9,1,NA,NA,1,1,NA,2,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,55,NA,NA,1,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14426,3116875,Matthew Wright,JAC,NA,9,1,1,NA,2,NA,NA,3,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,1,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14983,2188356,Tyler Bass,BUF,3,9,1,1,1,NA,NA,NA,2,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,34,1,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10862,1632503,Randy Bullock,TEN,2,8,1,NA,1,1,NA,NA,2,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,44,NA,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10868,1971893,Greg Zuerlein,DAL,8,8,1,NA,NA,NA,NA,NA,NA,NA,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13719,2221833,Eddy Pineiro,NYJ,2,8,1,1,NA,1,NA,NA,2,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,42,1,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13980,2925140,Mike Badgley,IND,2,8,1,NA,1,1,NA,NA,2,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,41,NA,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13832,2131909,Jason Sanders,MIA,2,8,1,NA,1,1,NA,NA,2,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,48,NA,1,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,NA,3158714,Lirim Hajrullahu,CAR,NA,6,1,2,NA,NA,NA,NA,2,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,12437,2169640,Jason Myers,SEA,3,6,1,NA,1,NA,NA,NA,1,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,36,NA,2,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,9694,558839,Graham Gano,NYG,1,6,1,NA,NA,NA,1,NA,1,1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,54,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,8742,408969,Mason Crosby,GB,3,6,1,NA,1,NA,NA,NA,1,1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,32,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13718,2079862,Daniel Carlson,LV,2,5,1,NA,NA,1,NA,NA,1,1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,41,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,8153,553121,Robbie Gould,SF,2,5,1,NA,NA,1,NA,NA,1,1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,48,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11945,2132690,Cairo Santos,CHI,2,5,1,NA,1,NA,NA,NA,1,1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,35,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,NA,2803493,Chris Naggar,CLE,1,4,1,NA,1,NA,NA,NA,1,1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,37,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,8930,1109832,Matt Prater,ARI,1,4,1,1,NA,NA,NA,NA,1,3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,28,1,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,11936,1724930,Chris Boswell,PIT,1,4,1,NA,1,NA,NA,NA,1,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,34,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,10976,1985374,Justin Tucker,BAL,3,3,1,NA,NA,NA,NA,NA,NA,NA,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,8851,410721,Nick Folk,NE,3,3,1,NA,NA,NA,NA,NA,NA,NA,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,13909,1630817,Brett Maher,NO,NA,3,1,NA,1,NA,NA,NA,1,1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CBS,14600,3116871,Joey Slye,WAS,2,2,1,NA,NA,NA,NA,NA,NA,NA,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,8851,NA,"Folk, Nick",NA,2.6,10.7,NA,0.6,0.8,0.7,0.3,0,2.3,2.4,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NEP,JAC,0.1,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14983,NA,"Bass, Tyler",NA,3.5,10,NA,0.9,0.6,0.4,0.2,0,2.1,2.4,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,ATL,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10868,NA,"Zuerlein, Greg",NA,2.7,9.6,NA,0.4,1,0.6,0.2,0.02,2.3,2.5,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAL,ARI,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10976,NA,"Tucker, Justin",NA,2.5,9.2,NA,0.4,0.5,0.6,0.4,0,1.9,2.1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,LAR,0.1,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14244,NA,"Gay, Matt",NA,2.6,9.1,NA,0.3,1,0.4,0.2,0,2,2.1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAR,@BAL,0.1,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11936,NA,"Boswell, Chris",NA,2.1,9.1,NA,0.5,0.5,0.7,0.3,0,2.1,2.3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIT,CLE,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9686,NA,"Succop, Ryan",NA,3.4,8.8,NA,0.8,0.5,0.5,0.02,0.02,1.8,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBB,@NYJ,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11387,NA,"Hopkins, Dustin",NA,2.4,8.6,NA,0.5,0.5,0.8,0.2,0,1.9,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAC,DEN,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13403,NA,"Koo, Younghoe",NA,1.9,8.3,NA,0.5,0.6,0.5,0.3,0,1.9,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATL,@BUF,0.1,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13898,NA,"Joseph, Greg",NA,2.2,8,NA,0.6,0.6,0.5,0.2,0,1.9,2.1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIN,@GBP,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13832,NA,"Sanders, Jason",NA,2.4,8,NA,0.5,0.4,0.6,0.2,0.02,1.8,2.2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIA,@TEN,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15368,NA,"McPherson, EvanR",NA,2.4,7.8,NA,0.3,0.6,0.3,0.5,0,1.7,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIN,KCC,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13303,NA,"Elliott, Jake",NA,2.5,7.6,NA,0.4,0.6,0.4,0.2,0,1.7,1.9,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PHI,@WAS,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,8153,NA,"Gould, Robbie",NA,2.7,7.5,NA,0.3,0.3,0.6,0.3,0,1.5,1.7,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SFO,HOU,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,9694,NA,"Gano, Graham",NA,1.1,7.3,NA,0.2,0.8,0.4,0.4,0,1.9,2.1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYG,@CHI,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13718,NA,"Carlson, Daniel",NA,1.6,7.2,NA,0.7,0.5,0.4,0.2,0,1.7,1.9,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LVR,@IND,0.1,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13980,NA,"Badgley, Mike",NA,3.3,7.1,NA,0.5,0.6,0.5,0.01,0,1.5,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IND,LVR,0.4,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11947,NA,"McManus, Brandon",NA,1.9,7,NA,0.3,0.3,0.5,0.5,0,1.6,2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DEN,@LAC,0.4,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,11945,NA,"Santos, Cairo",NA,1.9,6.9,NA,0.6,0.5,0.5,0.05,0,1.7,1.9,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,NYG,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14335,NA,"Fry, Elliott",NA,2.4,6.8,NA,0.2,0.7,0.3,0.3,0.02,1.5,1.8,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KCC,@CIN,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13909,NA,"Maher, Brett",NA,2,6.7,NA,0.4,0.8,0.4,0.03,0,1.6,1.7,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOS,CAR,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,8742,NA,"Crosby, Mason",NA,3.3,6.6,NA,0.5,0.3,0.2,0.2,0.02,1.3,1.6,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GBP,MIN,0.4,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,8930,NA,"Prater, Matt",NA,2.5,6.5,NA,0.6,0.3,0.2,0.4,0,1.5,1.9,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARI,@DAL,0.4,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,12437,NA,"Myers, Jason",NA,2.5,6.1,NA,0.2,0.5,0.4,0.1,0,1.2,1.4,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEA,DET,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14914,NA,"Hajrullahu, LirimR",NA,1.5,6,NA,0.7,0.2,0.5,0.1,0,1.5,1.7,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAR,@NOS,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,10862,NA,"Bullock, Randy",NA,2.1,6,NA,0.3,0.6,0.4,0.08,0,1.4,1.7,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,MIA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14600,NA,"Slye, Joey",NA,1.1,5.9,NA,0.6,0.4,0.2,0.2,0,1.5,1.7,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,PHI,0.2,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15606,NA,"Johnson, BrianR",NA,1.4,5.4,NA,0.6,0.2,0.3,0.1,0,1.3,1.4,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WAS,PHI,0.1,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15524,NA,"Eberle, DominikR",NA,1.7,5.3,NA,0.4,0.3,0.2,0.4,0,1.3,1.6,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HOU,@SFO,0.4,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,15369,NA,"Patterson, RileyR",NA,1.6,4.9,NA,0.3,0.5,0.5,0.07,0,1.4,1.9,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,@SEA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13719,NA,"Pineiro, Eddy",NA,1.4,4.8,NA,0.4,0.5,0.3,0.02,0,1.3,1.6,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NYJ,TBB,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13564,NA,"Ficken, Sam",NA,1.6,4.1,NA,0.3,0.4,0.3,0.05,0,1,1.3,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,MIA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14426,NA,"Wright, Matthew",NA,0.7,4,NA,0.3,0.4,0.2,0.2,0,1.1,1.4,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAC,@NEP,0.3,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,14717,NA,"McLaughlin, Chase",NA,1.7,2.8,NA,0.2,0.2,0.2,0.1,0,0.7,1.2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLE,@PIT,0.5,NA,NA,NA,NA,NA,NA,NA,NA
FantasySharks,13241,NA,"Rosas, Aldrick",NA,0.9,0.9,NA,0,0,0.1,0.05,0,0.2,0.5,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DET,@SEA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
NumberFire,8851,nick-folk,Nick Folk,NE,2.94,9.94,NA,0.72,0.64,0.64,0.08,0,2.08,2.35,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62,14.26,JAC,#31,1,9.98,9.98,9.98
NumberFire,8153,robbie-gould,Robbie Gould,SF,3.46,9.89,NA,0.76,0.55,0.48,0.09,0.04,1.94,2.18,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,14.76,HOU,#27,2,9.88,9.88,9.88
NumberFire,11387,dustin-hopkins,Dustin Hopkins,LAC,2.35,9.33,NA,0.39,0.52,0.83,0.17,0.02,1.96,2.25,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,14.42,DEN,#7,3,9.31,9.31,9.31
NumberFire,9686,ryan-succop,Ryan Succop,TB,3.38,9.31,NA,0.58,0.55,0.39,0.15,0.08,1.73,2.17,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27,13.35,NYJ,#32,4,9.32,9.32,9.32
NumberFire,13354,harrison-butker,Harrison Butker,KC,2.97,9.11,NA,0.45,0.52,0.66,0.12,0,1.74,2.03,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,14.58,CIN,#6,5,9.12,9.12,9.12
NumberFire,14244,matt-gay,Matt Gay,LA,2.7,8.97,NA,0.59,0.69,0.43,0.12,0.04,1.87,2.13,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,13.28,BAL,#24,6,8.98,8.98,8.98
NumberFire,NA,tyler-bass,Tyler Bass,BUF,3.33,8.89,NA,0.53,0.51,0.39,0.18,0,1.58,1.95,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,12.94,ATL,#30,7,8.91,8.91,8.91
NumberFire,10868,greg-zuerlein,Greg Zuerlein,DAL,2.43,8.87,NA,0.69,0.53,0.42,0.21,0.02,1.86,2.09,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,12.43,ARI,#5,8,8.88,8.88,8.88
NumberFire,13303,jake-elliott,Jake Elliott,PHI,3.09,8.73,NA,0.6,0.61,0.33,0.11,0.05,1.7,2.1,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,12.42,WSH,#29,9,8.74,8.74,8.74
NumberFire,13909,brett-maher,Brett Maher,NO,2.23,8.69,NA,0.6,0.52,0.42,0.29,0,1.83,2.18,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,14.18,CAR,#8,10,8.72,8.72,8.72
NumberFire,10976,justin-tucker,Justin Tucker,BAL,2.34,8.49,NA,0.41,0.5,0.65,0.12,0.07,1.75,1.9,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,13.36,LA,#10,11,8.48,8.48,8.48
NumberFire,13347,zane-gonzalez,Zane Gonzalez,CAR,1.45,8.39,NA,0.4,0.63,0.61,0.26,0.04,1.9,2.12,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,17.07,NO,#3,12,8.4,8.4,8.4
NumberFire,10862,randy-bullock,Randy Bullock,TEN,1.67,8.2,NA,0.49,0.51,0.61,0.21,0.02,1.81,2.12,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,12.8,MIA,#11,13,8.22,8.22,8.22
NumberFire,11945,cairo-santos,Cairo Santos,CHI,1.7,8.18,NA,0.6,0.53,0.55,0.16,0.02,1.88,2.2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77,13.59,NYG,#20,14,8.15,8.15,8.15
NumberFire,NA,evan-mcpherson,Evan McPherson,CIN,1.77,8.01,NA,0.42,0.58,0.57,0.18,0.02,1.79,2.17,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,12.45,KC,#15,15,8.01,8.01,8.01
NumberFire,11936,chris-boswell,Chris Boswell,PIT,1.66,7.99,NA,0.54,0.54,0.45,0.25,0.02,1.82,2.2,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,12.17,CLE,#18,16,8.01,8.01,8.01
NumberFire,13980,mike-badgley,Mike Badgley,IND,2.71,7.93,NA,0.58,0.23,0.49,0.14,0.04,1.47,1.83,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,11.93,LV,#25,17,7.92,7.92,7.92
NumberFire,NA,chase-mclaughlin,Chase McLaughlin,CLE,2.62,7.88,NA,0.39,0.62,0.33,0.17,0.02,1.52,1.98,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,12.05,PIT,#14,18,7.88,7.88,7.88
NumberFire,11947,brandon-mcmanus,Brandon McManus,DEN,2.24,7.84,NA,0.63,0.52,0.4,0.1,0.02,1.63,1.96,K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.92,11.76,LAC,#26,19,7.85,7.85,7.85
