data_src,id,src_id,player,dst_sacks,dst_int,dst_fum_rec,dst_td,dst_safety,dst_pts_allowed,site_pts,team,dst_fum_force,dst_yds_allowed,pos,bye,na,week_2_opp,week_2_fpts,na1,rank_draft,rank_ppr,na2,defense_solo,na3,na4,na5,availability_percent_own,tm,opp,site_ci_low,site_ci_high,opp_team,opp_team_rank,ranks_pos,...36,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
NumberFire,0512,kansas-city-dst,Kansas City D/ST,2.22,0.59,0.55,0.16,NA,25,5.49,KC,NA,341.99,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,11.18,BAL,#21,19,5.53,3800,1.46,5.53,3200,1.73,5.53,15,0.37,NA
NumberFire,NA,las-vegas-d-st,Las Vegas D/ST,1.84,0.85,0.63,0.14,NA,26,5.48,LV,NA,348.64,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,11.16,PIT,#16,20,5.46,3400,1.61,5.46,2800,1.95,5.46,10,0.55,NA
NumberFire,0515,seattle-dst,Seattle D/ST,1.76,0.71,0.44,0.17,NA,24,5.35,SEA,NA,375.29,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,11.01,TEN,#31,21,5.39,3700,1.46,5.39,3000,1.8,5.39,12,0.45,NA
NumberFire,0514,los-angeles-chargers-d-st,Los Angeles Chargers D/ST,1.77,0.8,0.5,0.15,NA,25.75,5.17,LAC,NA,419.75,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,10.79,DAL,#11,22,5.17,3600,1.44,5.17,2600,1.99,5.17,13,0.4,NA
NumberFire,0502,indianapolis-dst,Indianapolis D/ST,2.37,0.64,0.36,0.14,NA,26,5.06,IND,NA,370.41,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54,10.66,LA,#1,23,5.03,3800,1.32,5.03,2500,2.01,5.03,16,0.31,NA
NumberFire,0509,jacksonville-dst,Jacksonville D/ST,1.78,0.7,0.51,0.15,NA,25.5,5,JAC,NA,371.01,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,10.59,DEN,#4,24,5.04,3300,1.53,5.04,2300,2.19,5.04,10,0.5,NA
NumberFire,0524,minnesota-dst,Minnesota D/ST,1.96,0.66,0.51,0.14,NA,27,4.73,MIN,NA,386.95,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8,10.26,ARI,#9,25,4.73,3300,1.43,4.73,2100,2.25,4.73,11,0.43,NA
NumberFire,0508,tennessee-dst,Tennessee D/ST,2.55,0.63,0.55,0.11,NA,30.5,4.42,TEN,NA,373.56,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05,9.89,SEA,#8,26,4.41,3200,1.38,4.41,2200,2,4.41,11,0.4,NA
NumberFire,0505,new-york-jets-dst,New York Jets D/ST,1.23,0.62,0.36,0.16,NA,24.5,4.27,NYJ,NA,357.65,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17,9.71,NE,#17,27,4.28,3400,1.26,4.28,2200,1.95,4.28,11,0.39,NA
NumberFire,0516,dallas-dst,Dallas D/ST,1.64,0.74,0.44,0.14,NA,28.75,3.99,DAL,NA,388.3,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,9.38,LAC,#10,28,4.04,3500,1.15,4.04,2400,1.68,4.04,13,0.31,NA
NumberFire,0531,baltimore-dst,Baltimore D/ST,1.9,0.58,0.33,0.13,NA,28.5,3.75,BAL,NA,403.15,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.59,9.09,KC,#2,29,3.76,3500,1.07,3.76,3100,1.21,3.76,16,0.24,NA
NumberFire,0532,houston-dst,Houston D/ST,1.86,0.66,0.47,0.11,NA,31,3.46,HOU,NA,391.74,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.82,8.74,CLE,#6,30,3.47,3100,1.12,3.47,2000,1.74,3.47,10,0.35,NA
NumberFire,0522,detroit-dst,Detroit D/ST,1.97,0.43,0.46,0.11,NA,30.5,3.24,DET,NA,393.24,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,8.48,GB,#32,31,3.21,3000,1.07,3.21,2700,1.19,3.21,10,0.32,NA
NumberFire,0526,atlanta-dst,Atlanta D/ST,1.46,0.6,0.35,0.1,NA,32,2.48,ATL,NA,381.33,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,7.56,TB,#15,32,2.42,3000,0.81,2.42,2100,1.15,2.42,10,0.24,NA
NFL,0523,100011,NA,2.04,1.28,0.64,0.16,0.03,16.18,7.26,Green Bay Packers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
NFL,0525,100031,NA,2.65,1.04,0.62,0.16,0.04,19.14,7.19,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0507,100007,NA,2.84,0.89,0.69,0.14,0.07,18.56,7.16,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0530,100029,NA,2.7,0.89,0.72,0.15,0.03,22.22,7.12,San Francisco 49ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0520,100032,NA,2.74,1.03,0.6,0.15,0.05,18.65,7.12,Washington Football Team,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0501,100003,NA,2.65,0.92,0.65,0.17,0.04,24.15,7.07,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0521,100005,NA,2.6,0.88,0.63,0.15,0.05,18.17,7.04,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
NFL,0512,100016,NA,2.62,1,0.66,0.14,0.03,24.14,7.02,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0529,100022,NA,2.84,0.94,0.54,0.14,0.04,19.72,7.02,New Orleans Saints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
NFL,0519,100026,NA,2.6,0.85,0.67,0.17,0.06,21.43,6.96,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0528,100017,NA,2.59,0.97,0.65,0.14,0.04,23.34,6.87,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0504,100021,NA,2.55,1,0.59,0.16,0.03,19.34,6.81,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
NFL,0508,100012,NA,2.51,0.94,0.67,0.14,0.03,23.47,6.75,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0511,100009,NA,2.6,0.85,0.63,0.15,0.03,22.89,6.7,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0527,100004,NA,2.79,0.87,0.54,0.14,0.06,24.36,6.69,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0510,100027,NA,2.24,0.99,0.63,0.15,0.03,18.39,6.68,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0515,100030,NA,2.33,0.98,0.62,0.14,0.04,18.85,6.63,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0502,100014,NA,2.37,0.87,0.59,0.15,0.04,21.47,6.57,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
NFL,0505,100024,NA,2.41,0.81,0.66,0.15,0.06,22.29,6.49,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0517,100023,NA,2.39,0.83,0.62,0.15,0.03,25.48,6.37,New York Giants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0518,100025,NA,2.41,0.71,0.68,0.15,0.05,22.69,6.31,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0514,100028,NA,2.07,0.92,0.51,0.16,0.03,21.42,6.19,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0509,100015,NA,2.07,0.81,0.68,0.15,0.03,22.5,6.19,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0524,100020,NA,2.18,0.83,0.6,0.15,0.02,26.09,6.16,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0506,100006,NA,2.32,0.77,0.58,0.14,0.03,24.87,6.1,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0503,100019,NA,2.15,0.89,0.51,0.14,0.03,21.84,6.09,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0531,100002,NA,1.87,0.81,0.7,0.14,0.03,19.48,6.03,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0532,100013,NA,2.11,0.75,0.66,0.14,0.02,25.25,5.99,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0516,100008,NA,2.16,0.73,0.6,0.15,0.03,25.58,5.96,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
NFL,0526,100001,NA,1.79,0.79,0.66,0.14,0.03,26.16,5.83,Atlanta Falcons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
NFL,0513,100018,NA,1.59,0.82,0.61,0.14,0.02,26.28,5.45,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
NFL,0522,100010,NA,2,0.52,0.59,0.14,0.02,26.47,5.28,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
